episode_length,value_loss,P09:episode_rewards,frames,epoch_idx,grad_norm,explained_variance,fps,clip_fraction,approx_kl_divergence,P01:episode_rewards,advantage_norm,policy_entropy,PMM:episode_rewards,policy_loss
335.1,0.01042505326349783,300.0,327680,32,0.05439732387432235,1.4156103134155273e-08,464,0.187744140625,0.0024872256395212845,47.50000000000001,15.968717801570893,1.553471951931715,168.25,-0.001194039966503624
332.05,0.006319463932686631,300.0,337920,33,0.05027548507175293,-9.313225746154785e-09,464,0.2722900390625,0.003915909202163448,25.0,15.968717473745347,1.553670385479927,164.25,-0.0018606838741106913
331.6,0.008223262329215686,277.5000000000002,348160,34,0.05344402833525168,-1.2665987014770507e-08,464,0.2093994140625,0.002697879842776274,25.0,15.968717443943024,1.5255537793040275,150.75,-0.001445758009867859
326.55,0.009440274534608762,275.0,358400,35,0.053501929624424925,-1.1548399925231934e-08,465,0.192919921875,0.0025253421376305596,25.0,15.968717628717423,1.518259147554636,136.75,-0.0015594316744682146
328.23,0.010671174569142749,252.50000000000023,368640,36,0.04949591425068585,-9.313225746154785e-09,464,0.1921875,0.0028811259111762412,50.0,15.968717652559281,1.4796742141246795,153.75,-0.00136854005359055
328.23,0.006721848470107261,250.0,378880,37,0.049279944317751075,-9.685754776000977e-09,463,0.219677734375,0.003100297233083893,50.0,15.9687091588974,1.471924689412117,141.5,-0.0012090190019080182
326.98,0.007320477658868185,225.0,389120,38,0.051135866343666105,-6.332993507385254e-09,463,0.237158203125,0.0030151833448229582,50.0,15.968717777729035,1.5465698316693306,133.0,-0.0013321335620275932
325.27,0.008254657275756472,200.0,399360,39,0.05370423680254812,-2.7939677238464355e-08,463,0.2535400390625,0.004160298326763723,25.0,15.968717724084854,1.525258081406355,117.0,-0.0010977083555189892
325.13,0.007843637624318944,225.0,409600,40,0.05202609668955355,-1.30385160446167e-08,462,0.219482421875,0.003196222215751732,25.0,15.968717926740647,1.5764016062021255,118.0,-0.0011641257617156953
328.82,0.009938457047974225,227.5000000000002,419840,41,0.05486237988420743,-7.450580596923829e-10,463,0.2446533203125,0.002983862456312636,25.0,15.968717724084854,1.6516422770917416,132.25,-0.001373180334121571
331.05,0.012082082277629524,252.50000000000023,430080,42,0.054715930362873234,-1.1175870895385742e-09,462,0.1755859375,0.002323156469276455,25.0,15.968717944622039,1.684195653349161,155.25,-0.001137818783900002
346.18,0.014717708484386093,350.0,440320,43,0.05292197399754663,-8.195638656616212e-09,462,0.209619140625,0.003015533133077497,50.0,15.96871783733368,1.6374312072992325,214.0,-0.0017794554561987753
347.67,0.013189236701146,350.0,450560,44,0.05503139618433982,1.899898052215576e-08,463,0.243017578125,0.0030962538673918517,75.0,15.968717855215072,1.585159233212471,233.75,-0.0021940353035461158
357.06,0.011848833877593279,352.5000000000002,460800,45,0.05289807677626981,-7.450580596923829e-10,462,0.20224609375,0.002630083748147172,122.5,15.968717813491821,1.6735701635479927,252.0,-0.0013833526238158811
359.67,0.012122379661377636,375.0,471040,46,0.05616921966781339,-6.332993507385254e-09,463,0.199462890625,0.002687899895818191,97.5,15.968717867136002,1.6545110955834388,246.25,-0.001235222136892844
364.93,0.012874592108710203,475.0,481280,47,0.05810144705413317,7.078051567077636e-09,463,0.195703125,0.0029077296243940507,75.0,15.968717896938324,1.6255943149328231,242.75,-0.0014845075889752478
364.29,0.009428932845639792,527.5000000000002,491520,48,0.051680463208033676,-1.4901161193847657e-09,463,0.190576171875,0.003113284764117452,75.0,15.968717604875565,1.6130903013050557,248.0,-0.0009705608226795448
363.33,0.010348502734086652,525.0,501760,49,0.05572062972568913,8.940696716308593e-09,464,0.25986328125,0.003462739139808946,72.50000000000001,15.96871708035469,1.64764369353652,233.25,-0.0015294562152121216
352.66,0.007848110657391771,525.0,512000,50,0.052363155570263054,-1.1175870895385742e-09,464,0.278955078125,0.003429060928806393,47.50000000000001,15.96871746778488,1.7142572470009327,208.0,-0.0018116633436875418
342.02,0.006912763657373944,477.5000000000002,522240,51,0.04829855817575876,-2.9429793357849122e-08,464,0.22060546875,0.0032292008516378702,25.0,15.968716323375702,1.6341525055468082,168.5,-0.0015720057526777964
334.67,0.007347021502937423,402.5000000000002,532480,52,0.04688172103407816,1.3411045074462891e-08,464,0.229931640625,0.003354412353223779,25.0,15.968717676401138,1.5926573291420936,149.25,-0.00177561134842108
336.81,0.008484517210854392,252.50000000000023,542720,53,0.04551022361478639,-2.2351741790771484e-08,464,0.20302734375,0.0029629588025727573,25.0,15.968717670440673,1.5501148276031018,136.0,-0.0011220558561035431
341.23,0.008075328013183026,287.5000000000011,552960,54,0.05229397512719567,-2.0116567611694337e-08,465,0.2531494140625,0.0033749073921626404,25.0,15.968717682361603,1.6548699207603932,152.25,-0.0013051490699581337
344.62,0.00717847057121217,427.5000000000002,563200,55,0.054070708738668274,-1.601874828338623e-08,465,0.3272705078125,0.004442748831348808,25.0,15.96867972612381,1.6866841956973075,161.25,-0.0019150095744407737
344.72,0.010458984475280885,355.00000000000045,573440,56,0.05626987274766212,-1.30385160446167e-08,465,0.2442626953125,0.0034538322024161515,25.0,15.968717581033706,1.6738920353353024,166.25,-0.0015060826066473965
341.82,0.009617319791504996,300.0,583680,57,0.05193332000444258,4.097819328308106e-09,464,0.2244384765625,0.0030752842332049113,25.0,15.968717730045318,1.4872193232178688,161.25,-0.0019651339775009547
349.75,0.010498805598763284,275.0,593920,58,0.0511931272271617,-1.4528632164001465e-08,464,0.20078125,0.00269572148407633,50.0,15.968717765808105,1.5294554814696313,171.0,-0.0014583658910851227
346.66,0.007170421559385432,252.50000000000023,604160,59,0.051703962579339534,-1.0430812835693359e-08,464,0.25595703125,0.0032130373760878685,50.0,15.968717712163926,1.6370989844202994,164.25,-0.0011311335809295997
344.77,0.007688132467046671,250.0,614400,60,0.05033934559364371,5.960464477539063e-09,464,0.2531005859375,0.003928621246370767,25.0,15.96871782541275,1.7052932374179364,150.5,-0.0017217768076079666
339.81,0.008486626033118227,277.5000000000002,624640,61,0.05340467938379444,-1.9371509552001954e-08,464,0.1851806640625,0.002200165159763401,25.0,15.968717521429062,1.7416205421090125,144.0,-0.0008549198744731256
337.61,0.008317041100714562,302.5000000000002,634880,62,0.053351684665797997,7.450580596923829e-10,463,0.272412109375,0.003311452164552975,25.0,15.968714565038681,1.755319356918335,147.75,-0.0016576437079493188
331.95,0.005511053615032324,302.5000000000002,645120,63,0.05173355780811486,-6.332993507385254e-09,464,0.2940185546875,0.003649073347560261,25.0,15.968716943264008,1.7546358458697795,134.25,-0.0014314881602331298
327.52,0.007487616586877266,302.5000000000002,655360,64,0.05311392637123451,1.4901161193847657e-09,462,0.273046875,0.003379906795169063,25.0,15.968717724084854,1.7652664661407471,129.0,-0.0013051110749074724
324.65,0.009503241226411774,275.0,665600,65,0.053963221095998694,-1.862645149230957e-09,461,0.3119384765625,0.00404231861854214,25.0,15.968717807531357,1.7692628070712089,124.25,-0.0022584127873415127
328.79,0.007065560370938329,280.00000000000045,675840,66,0.05303500132352661,-2.6077032089233397e-09,460,0.2992919921875,0.0037552959735876355,25.0,15.968717557191848,1.7265186071395875,134.25,-0.0018014441257037106
333.33,0.00948764172276242,377.5000000000002,686080,67,0.05536673891139453,1.1175870895385742e-09,460,0.2147216796875,0.002761632308749995,25.0,15.968717455863953,1.7695978470146656,159.25,-0.0010296346343238838
327.98,0.006382101139081442,377.5000000000002,696320,68,0.05080505758395517,2.458691596984863e-08,459,0.266552734375,0.0034251757627316694,25.0,15.968717283010482,1.7664293713867665,150.25,-0.001318763767631026
322.42,0.005946896768728038,402.5000000000002,706560,69,0.04642759168256042,-2.5331974029541015e-08,459,0.3285400390625,0.004593930319481387,25.0,15.968717432022094,1.7492907404899598,147.0,-0.0022888142506417354
311.73,0.004607048180378115,225.0,716800,70,0.049765253339912295,8.195638656616212e-09,458,0.2606201171875,0.002960584619987117,0.0,15.968716895580291,1.6952087558805942,105.75,-0.0010580192047200399
306.11,0.0056282145069985745,177.50000000000023,727040,71,0.051560144084240145,-1.7881393432617187e-08,457,0.2846923828125,0.0036540857948693883,0.0,15.968716490268708,1.7140712775290012,91.75,-0.0010026740092143882
309.53,0.007685263195133985,200.0,737280,72,0.05296652808574318,-4.470348358154297e-09,456,0.269140625,0.003218437712718014,0.0,15.96871263384819,1.7470660597085952,94.5,-0.0011941588934860192
321.31,0.00910276095246445,252.50000000000023,747520,73,0.054990493402053676,-1.1920928955078126e-08,453,0.2697021484375,0.0030670327522670958,0.0,15.968716901540756,1.7426542289555074,126.25,-0.0016980039239570034
331.09,0.008895923393993144,302.5000000000002,757760,74,0.05241033850641606,5.215406417846679e-09,452,0.2345703125,0.0030293525734350624,25.0,15.968717861175538,1.7383666798472404,151.75,-0.0012910817975352983
337.76,0.011447675812814851,300.0,768000,75,0.055943331281270214,-9.313225746154785e-09,451,0.23203125,0.0028398368201578705,25.0,15.968717902898788,1.650461183488369,163.25,-0.0013441052564303392
341.78,0.008612957862408167,375.0,778240,76,0.05097173336092057,-3.725290298461914e-09,451,0.2521484375,0.0034755300662482115,50.0,15.96870967745781,1.6206678979098796,172.75,-0.00145975090781576
345.57,0.009120404350323952,400.0,788480,77,0.05582702321802413,1.0058283805847169e-08,449,0.2846923828125,0.003480521885035159,50.0,15.968717610836029,1.6874428488314153,188.0,-0.0016905384050915017
356.66,0.0131954406038858,400.0,798720,78,0.054638397489864085,-1.825392246246338e-08,446,0.1753173828125,0.0020539014135692924,50.0,15.96871793270111,1.685778508335352,198.75,-0.00112538983412378
353.92,0.011042354127857834,400.0,808960,79,0.05508463394216169,7.82310962677002e-09,442,0.1960205078125,0.0022582161415698465,50.0,15.96871770620346,1.7362171478569508,204.5,-0.0009833518397499574
363.92,0.010647847937070765,377.5000000000002,819200,80,0.05496841732485687,-7.450580596923829e-10,438,0.224853515625,0.002774083523399895,72.50000000000001,15.968717914819717,1.7303400948643683,205.25,-0.001074920915561961
364.43,0.0093019988257538,355.00000000000045,829440,81,0.05470881863761286,-1.4528632164001465e-08,434,0.204638671875,0.0023274581897339886,50.0,15.968716305494308,1.6871717758476734,200.5,-0.001086918681539828
361.67,0.01072960658439115,355.00000000000045,839680,82,0.05142255896898477,-6.332993507385254e-09,430,0.191455078125,0.0026007004625398624,75.0,15.968717819452285,1.6692101411521434,196.75,-0.0011695771936501842
365.06,0.011178767721321491,505.00000000000045,849920,83,0.05841760371811984,-6.332993507385254e-09,427,0.2873291015625,0.003334951645683759,75.0,15.968717670440673,1.724080042541027,208.0,-0.0017832693305535941
365.43,0.012316699713846902,552.5000000000002,860160,84,0.05720843951275014,-3.7252902984619143e-10,423,0.218701171875,0.002489548801145247,75.0,15.968717873096466,1.722459638863802,237.25,-0.001582963477994781
356.02,0.011276913477558992,550.0,870400,85,0.05622421152665543,8.568167686462402e-09,419,0.2201416015625,0.002732900749735734,75.0,15.968717795610427,1.7428994163870812,239.25,-0.0016875491855898872
349.17,0.012543514398566913,527.5000000000002,880640,86,0.05702579618249748,-1.862645149230957e-08,416,0.2353271484375,0.0027294246680867216,75.0,15.96871777176857,1.7182376824319363,244.75,-0.001878366037271917
345.94,0.012682094614137895,382.5000000000007,890880,87,0.05719561945609809,-2.9802322387695312e-08,414,0.206396484375,0.002552335982727527,50.0,15.968717676401138,1.718420008569956,220.25,-0.001289838188677095
342.09,0.013663919917598832,382.5000000000007,901120,88,0.058885045496145705,-2.7567148208618165e-08,411,0.2246826171875,0.0028540842144366254,50.0,15.968717873096466,1.7016269363462926,227.75,-0.0014969476433179807
346.6,0.012408484425395726,475.0,911360,89,0.057666334644467285,-4.097819328308106e-09,408,0.230908203125,0.002767047488464414,72.50000000000001,15.968717831373215,1.6737290725111962,234.75,-0.0011814961324489559
346.38,0.01271133425507287,500.0,921600,90,0.05586895231391355,1.4528632164001465e-08,405,0.173486328125,0.002306737418916782,75.0,15.968717628717423,1.6664391078054905,246.0,-0.0008743071266508196
346.64,0.01216786972436239,452.50000000000017,931840,91,0.055924902815377285,-1.1548399925231934e-08,402,0.2389404296875,0.0031120254661118453,97.5,15.968717730045318,1.6890559799969196,237.25,-0.0014462229884884437
342.84,0.01096355085119285,477.5000000000002,942080,92,0.05448482591109732,-5.587935447692871e-09,400,0.236474609375,0.0027793946616156973,72.50000000000001,15.968717658519745,1.7111822478473186,230.25,-0.0016365630930522458
338.64,0.010550834814603149,350.0,952320,93,0.05658668720538299,-8.940696716308593e-09,398,0.262548828125,0.003010338789954403,50.0,15.968717592954636,1.7188997521996499,208.0,-0.0015253325625963043
329.93,0.009070231986083855,325.0,962560,94,0.05344235909640306,3.3527612686157227e-09,396,0.2620849609375,0.0035428547349738437,25.0,15.96871758699417,1.6441741049289704,183.5,-0.001646265769886668
341.88,0.013219420939276461,330.0000000000004,972800,95,0.05461361758209867,-2.2724270820617674e-08,394,0.207763671875,0.0025816057473889487,25.0,15.968717855215072,1.6339506670832633,197.5,-0.0012676317215664311
353.51,0.01248776479769731,402.5000000000002,983040,96,0.052908140416694026,-2.9802322387695314e-09,391,0.2216064453125,0.0029603394654031945,50.0,15.968717801570893,1.6037830591201783,213.0,-0.0014263634620874655
365.14,0.012976876152970362,452.50000000000017,993280,97,0.05420579625667173,-1.6763806343078613e-08,390,0.1999267578125,0.002653990505893944,97.5,15.968717926740647,1.62284574508667,248.25,-0.001161138188035693
369.66,0.0103539465853828,527.5000000000002,1003520,98,0.050685783035471874,1.4156103134155273e-08,388,0.209228515625,0.0026196005570000127,75.0,15.968718093633651,1.5990175880491733,248.75,-0.0012207911451696419
365.68,0.00812272125531308,527.5000000000002,1013760,99,0.05198195308746165,4.097819328308106e-09,386,0.25400390625,0.0033918280045497793,72.50000000000001,15.968717592954636,1.6099571846425533,236.75,-0.0011304911229672143
347.47,0.006198294661464843,480.00000000000045,1024000,100,0.04873340343448769,3.725290298461914e-09,384,0.208203125,0.0024736192735190345,25.0,15.968717056512833,1.5685800649225712,176.75,-0.0013534312762203625
324.49,0.0034471956945730576,225.0,1034240,101,0.04303956216223328,4.470348358154297e-09,382,0.325390625,0.005237370000008923,0.0,15.96868821978569,1.6002562314271926,113.25,-0.001702658657086431
304.65,0.0035445754225690964,127.50000000000021,1044480,102,0.051001185869418875,-1.3783574104309083e-08,380,0.2949462890625,0.004244009160493079,0.0,15.96870235800743,1.6651885896921157,62.75,-0.00047970482119126246
299.98,0.002157839181557189,102.50000000000021,1054720,103,0.045990201446189725,1.6763806343078613e-08,378,0.271435546875,0.0037198583478641467,0.0,15.968346822261811,1.5976993061602116,45.0,-0.001165850869801943
300.37,0.00320063350383748,75.0,1064960,104,0.04438870265895013,-1.4156103134155273e-08,376,0.2985107421875,0.0032432372379389562,0.0,15.968703019618989,1.598288431763649,42.5,-0.0011575478383747395
295.43,0.0024597623231588984,75.0,1075200,105,0.04360437294583242,-2.9802322387695314e-09,375,0.368408203125,0.004423744479208835,0.0,15.96869096159935,1.5911700017750263,40.25,-0.0015498129709158094
295.44,0.004372373361585602,100.0,1085440,106,0.04648749795218719,1.1920928955078126e-08,373,0.2296142578125,0.002893420399061597,0.0,15.968711692094804,1.583428820222616,55.5,-0.000953162840596633
297.08,0.003437818232485057,127.50000000000021,1095680,107,0.045904443143956496,-3.3527612686157227e-09,371,0.2800048828125,0.0034396332722963054,0.0,15.968518191576004,1.625094050168991,61.5,-0.0008621875946118962
298.57,0.0033573626258643686,127.50000000000021,1105920,108,0.04949224126305747,2.3096799850463868e-08,370,0.33134765625,0.004295495157839469,0.0,15.968676364421844,1.6468030855059623,60.75,-0.0008502954908180982
297.27,0.0033506752209689237,100.0,1116160,109,0.047755605758934526,-1.4528632164001465e-08,368,0.3556640625,0.004653168331697088,0.0,15.968706667423248,1.7000147446990013,51.0,-0.000896133220885531
300.59,0.004883362032990135,127.50000000000021,1126400,110,0.05040597925649495,6.332993507385254e-09,366,0.31591796875,0.00371400612089019,0.0,15.968717443943024,1.7038881860673427,58.25,-0.0012504005346272607
307.6,0.005854313849295067,150.0,1136640,111,0.049040710441568436,1.1548399925231934e-08,365,0.2753662109375,0.003198989147335851,0.0,15.968717116117478,1.6612952888011931,78.0,-0.0015129572508158161
310.04,0.005045085651374848,175.0,1146880,112,0.04802994924150926,1.1175870895385742e-08,364,0.3076416015625,0.004032949818173393,0.0,15.968715995550156,1.6576509363949299,89.25,-0.0013429175385681446
306.97,0.004073417099666443,150.0,1157120,113,0.04606653635572318,9.685754776000977e-09,362,0.3291015625,0.003796564634694732,0.0,15.968701541423798,1.6432839460670947,78.75,-0.0015521371671638918
310.69,0.007689947954895615,177.50000000000023,1167360,114,0.052940260660998086,2.6077032089233397e-09,361,0.2739501953125,0.0029909811073025594,0.0,15.968717461824417,1.71838054433465,94.25,-0.0012441500635759438
313.85,0.005637142274372309,177.50000000000023,1177600,115,0.05064468629327716,-2.6077032089233397e-09,360,0.3515869140625,0.004475097933203642,0.0,15.968717712163926,1.7340228125452994,98.25,-0.0015020182287116767
325.35,0.009852482749920455,275.0,1187840,116,0.054706603068226375,1.7136335372924803e-08,359,0.2721923828125,0.0033790620055356158,25.0,15.968717569112778,1.7744326896965503,132.75,-0.0012919701974169584
328.66,0.010752891985612223,277.5000000000002,1198080,117,0.05853788082012888,-6.332993507385254e-09,358,0.290673828125,0.0032819511741763565,25.0,15.968717783689499,1.7521793194115163,144.5,-0.0016135470519657246
341.89,0.01390477855456993,410.00000000000085,1208320,118,0.055246704497667276,5.960464477539063e-09,356,0.2031982421875,0.002228480732196658,50.0,15.968717956542969,1.6799896307289601,201.75,-0.001153689852799289
345.33,0.01455356609694718,410.00000000000085,1218560,119,0.05616470087444497,-8.940696716308593e-09,355,0.1880615234375,0.002102106196389286,75.0,15.968717926740647,1.6810613296926022,235.0,-0.0011975218934821897
350.09,0.012904185811930802,427.5000000000002,1228800,120,0.05786100661903729,-1.3783574104309083e-08,354,0.2111083984375,0.0022726753319602722,100.0,15.96871789097786,1.7094070345163346,253.75,-0.0012176314408861798
343.39,0.009966179186449153,352.5000000000002,1239040,121,0.05603908587354436,-1.601874828338623e-08,353,0.23388671875,0.0023925296715447074,75.0,15.968717658519745,1.7285688370466232,226.75,-0.0010549287573667244
335.61,0.008097759668635263,325.0,1249280,122,0.05391362400441981,2.2351741790771484e-09,352,0.2817626953125,0.00321819863681867,47.50000000000001,15.96871775984764,1.7008375935256481,178.25,-0.0011174069026310463
330.95,0.0077476079324355854,275.0,1259520,123,0.05398626123410449,-1.4901161193847657e-09,351,0.244482421875,0.002860887467932116,25.0,15.968677282333374,1.7434541627764701,148.5,-0.0012593714939612255
323.61,0.0065520679543851655,250.0,1269760,124,0.05076859701703316,-2.6077032089233397e-09,350,0.21455078125,0.002625663534911382,22.500000000000007,15.968717139959335,1.7476472236216067,123.0,-0.0009613099646230694
320.57,0.006065429398784161,227.5000000000002,1280000,125,0.05188700120787184,2.905726432800293e-08,349,0.316259765625,0.00359806607984865,22.500000000000007,15.968707817792893,1.7127991572022438,117.0,-0.00151867384884099
309.49,0.0047859092597079215,175.0,1290240,126,0.048517527047155985,1.30385160446167e-08,348,0.28056640625,0.0028640966543434843,0.0,15.968712794780732,1.6736371576786042,86.0,-0.001528390829480486
306.83,0.003320332002659043,150.0,1300480,127,0.04744941563340611,1.2293457984924316e-08,347,0.3007080078125,0.0038405976772423857,0.0,15.96871139407158,1.6194499343633653,71.25,-0.0012015436514047906
300.2,0.0029948380144710464,125.0,1310720,128,0.04451003732042679,1.899898052215576e-08,346,0.3507080078125,0.0041212234995782636,0.0,15.968564188480377,1.656312771886587,50.0,-0.0013209967393777334
295.65,0.0038407809046930195,100.0,1320960,129,0.045348720418128353,-1.9371509552001954e-08,345,0.326123046875,0.0038127470379322403,0.0,15.968714916706086,1.6240070320665836,47.75,-0.0018955785726575414
298.58,0.004178508472415387,102.50000000000021,1331200,130,0.045318764875972625,-4.470348358154297e-09,344,0.23583984375,0.003256208426103058,0.0,15.968704569339753,1.6380481146275998,51.75,-0.0010208356798102614
299.22,0.0031938398514661597,100.0,1341440,131,0.04523739443926055,-4.097819328308106e-09,344,0.297607421875,0.003991897040823744,0.0,15.968556916713714,1.6127530112862587,50.5,-0.0016587771247941418
296.08,0.0017373094873761208,100.0,1351680,132,0.04308577969682219,8.195638656616212e-09,343,0.280615234375,0.0033952635523348818,0.0,15.968306994438171,1.5648349076509476,39.5,-0.0009641628519602818
292.9,0.0028484259230705964,77.50000000000021,1361920,133,0.04244675924592054,1.1920928955078126e-08,341,0.2619140625,0.003041495566276353,0.0,15.968671667575837,1.576454396545887,33.0,-0.0011078985577114508
294.32,0.004219627270468607,100.0,1372160,134,0.04655344949564514,8.195638656616212e-09,341,0.299755859375,0.0038134373248681188,0.0,15.968672591447831,1.6357539765536786,41.25,-0.0009582807288097683
298.75,0.004989060555109082,125.0,1382400,135,0.04698591241423694,-2.2351741790771484e-09,340,0.2896240234375,0.0037420450421905118,0.0,15.968710124492645,1.6852252401411534,61.0,-0.001105084933078615
309.03,0.007522550425608188,175.0,1392640,136,0.05413160837939276,-5.960464477539063e-09,339,0.292138671875,0.0032905685627156343,0.0,15.96871662735939,1.7426035404205322,91.75,-0.0008645667119708377
312.48,0.004963709996627585,257.5000000000006,1402880,137,0.049571159413289115,4.470348358154297e-09,338,0.30986328125,0.0029906966513181033,0.0,15.968717181682587,1.7099028192460537,103.25,-0.0013207018877437805
