P01:episode_rewards,explained_variance,episode_length,approx_kl_divergence,advantage_norm,value_loss,epoch_idx,frames,PMM:episode_rewards,policy_entropy,P09:episode_rewards,fps,grad_norm,policy_loss,clip_fraction
75.0,-0.2564146976917982,379.125,2323824.802883141,15.968717938661575,669102254.4299375,1,10240,178.125,0.8394483853245903,357.4999999999999,440,682366335.4067366,0.06390847692528041,0.4788330078125
75.0,1.7136335372924803e-08,390.3333333333333,0.0048667757522707685,15.968716543912887,0.009592532507122086,2,20480,183.8235294117647,1.0708506744354964,275.0,341,0.08919762111834863,0.0011692959982610774,0.1817138671875
90.00000000000001,-2.9802322387695314e-09,387.09090909090907,0.0055718564677135875,15.968717712163926,0.00960083991576539,3,30720,184.41558441558442,1.159281275421381,300.0,370,0.06375355558721722,0.00018056310582323932,0.1998046875
72.50000000000001,-1.0058283805847169e-08,376.94,0.004149357869528103,15.96871697306633,0.006474745853165586,4,40960,168.25,1.356632974743843,275.0,390,0.05452155641924946,-0.0004358024965767981,0.2366455078125
50.0,-1.1175870895385742e-09,373.21,0.004528826525404384,15.968717885017394,0.009375954030838329,5,51200,165.5,1.3707436844706535,252.50000000000023,397,0.04579089902106088,-0.00165984844097693,0.25048828125
72.50000000000001,-5.587935447692871e-09,363.13,0.0031851468198283326,15.968717712163926,0.01089823949514539,6,61440,173.25,1.347849940508604,275.0,406,0.04343020030873719,-0.0009151788126473548,0.171435546875
75.0,-1.7881393432617187e-08,359.7,0.0022937762817321072,15.968717652559281,0.011076817618595669,7,71680,189.0,1.3378070339560508,277.5000000000002,406,0.04240500375470004,-0.0008483221921778749,0.1490966796875
97.5,5.215406417846679e-09,363.13,0.003334299645553074,15.968717736005782,0.008930657192104263,8,81920,202.25,1.4340884558856488,300.0,413,0.04508463143276833,-0.000764778813754674,0.2004150390625
75.0,3.7252902984619143e-10,367.93,0.0035435835553471406,15.968717056512833,0.008604901357921335,9,92160,184.25,1.4951791383326054,275.0,412,0.04922023436686956,-0.0009531299179798225,0.205078125
75.0,-4.470348358154297e-09,366.71,0.0028155564170447176,15.96871775984764,0.008780020723497728,10,102400,177.75,1.3369065150618553,280.00000000000045,417,0.0430318839413711,-0.0011309497775073396,0.163916015625
50.0,-3.241002559661865e-08,358.71,0.0033460998224427384,15.968717461824417,0.008557336954345374,11,112640,167.75,1.4093550160527228,252.50000000000023,420,0.044774707342174376,-0.0009951722848200006,0.2009765625
72.50000000000001,-3.3527612686157227e-09,354.07,0.0036648518291713117,15.968717610836029,0.006654647510913492,12,122880,152.25,1.5079837635159492,200.0,424,0.048785018667386694,-0.0014306822144135368,0.27490234375
50.0,-3.7252902984619143e-10,350.8,0.004886439593667547,15.968715655803681,0.007516240614452841,13,133120,141.0,1.6378593496978282,202.50000000000023,428,0.05038229079898386,-0.0009161041685729288,0.2683349609375
50.0,-5.215406417846679e-09,348.1,0.0040348075776364565,15.968717592954636,0.00706849724829226,14,143360,130.5,1.6935030229389667,200.0,430,0.05146836652828437,-0.0009908688793075272,0.244873046875
47.50000000000001,-8.940696716308593e-09,346.07,0.0032415377746474404,15.968717646598815,0.009866126751819592,15,153600,137.5,1.6590362370014191,275.0,430,0.049592368104707484,-0.0017787997767300112,0.237646484375
50.0,-9.313225746154785e-09,344.87,0.0036484637600437964,15.968717640638351,0.008645323969176388,16,163840,157.75,1.6675307609140873,302.5000000000002,431,0.051768155422387774,-0.0013374698435654863,0.2311279296875
50.0,5.587935447692871e-09,345.73,0.0034512933510995937,15.968717604875565,0.008867655894391646,17,174080,168.5,1.663017150759697,380.00000000000045,433,0.05325846256517795,-0.0006381653282005572,0.240380859375
47.50000000000001,-1.825392246246338e-08,348.7,0.00348645534663774,15.968717819452285,0.007832372380471497,18,184320,183.75,1.6838513769209384,502.5000000000002,435,0.0536256431677765,-0.000983787843142636,0.254833984375
47.50000000000001,-2.4959444999694825e-08,345.19,0.004478608217004876,15.968717449903489,0.006818113511053525,19,194560,164.25,1.7128287196159362,452.50000000000017,437,0.05177293766603379,-0.0016170547112778876,0.298095703125
50.0,1.0430812835693359e-08,343.09,0.0034367650452054475,15.968717741966248,0.008937260060338303,20,204800,166.5,1.733718129247427,455.0000000000004,436,0.055614059400877956,-0.0011990588034677784,0.251416015625
50.0,-1.4156103134155273e-08,341.41,0.003315246542251771,15.968717855215072,0.010320280454470776,21,215040,160.0,1.6641345553100109,332.5000000000006,436,0.05554922457409468,-0.0013987434955197386,0.242578125
50.0,1.4901161193847657e-09,348.33,0.0036915005466198634,15.968717908859253,0.01043220000956353,22,225280,172.0,1.6295445919036866,302.5000000000002,436,0.05290530257901234,-0.0017214310973940883,0.2397705078125
50.0,-3.3527612686157227e-09,354.21,0.0035882233138977426,15.96871782541275,0.009948962653652416,23,235520,181.75,1.6524289645254613,302.5000000000002,436,0.055244206724514335,-0.001622816165763652,0.2861328125
50.0,-1.080334186553955e-08,361.95,0.0026603789707223767,15.968717849254608,0.010443995933383122,24,245760,194.25,1.6505287319421769,325.0,438,0.04884087439698286,-0.001332265016026213,0.1941650390625
50.0,4.097819328308106e-09,358.18,0.0035006301982889454,15.968717616796493,0.008815611249156063,25,256000,190.25,1.647112262994051,352.5000000000002,438,0.05206482583510623,-0.001072841566929128,0.2488525390625
25.0,-1.4528632164001465e-08,350.57,0.004453684589338991,15.96871777176857,0.00897586107457755,26,266240,184.5,1.7021158710122108,352.5000000000002,438,0.05193033314490666,-0.0018889179402322043,0.291357421875
25.0,-1.2665987014770507e-08,351.43,0.004020123381633311,15.968717819452285,0.011372386106813792,27,276480,191.25,1.7009734779596328,380.00000000000045,440,0.05597349706002056,-0.0014004813496285352,0.2731201171875
47.50000000000001,2.3469328880310058e-08,335.78,0.0034787734019118945,15.968717575073242,0.008182290168406325,28,286720,170.75,1.6428310059010982,325.0,440,0.05319171048896483,-0.001392712594679324,0.2568115234375
25.0,1.1175870895385742e-09,333.0,0.003369174256306451,15.968717348575591,0.008140817768958187,29,296960,160.75,1.6136458188295364,300.0,441,0.05137453338513899,-0.0011514735579112312,0.2309814453125
0.0,8.568167686462402e-09,318.76,0.003553933408215926,15.968717026710511,0.005591318184679039,30,307200,120.5,1.6420976482331753,252.50000000000023,441,0.051940026760143684,-0.001355399289241177,0.2693115234375
0.0,0.0,313.63,0.0038259349822965306,15.968701142072678,0.006277965361348681,31,317440,102.25,1.677107860147953,202.50000000000023,442,0.051247720787364504,-0.0019373737362911926,0.28740234375
0.0,-9.685754776000977e-09,310.43,0.003003413631165586,15.968717819452285,0.00770964511357306,32,327680,98.75,1.7092476218938828,175.0,443,0.05084247834732488,-0.0014906469921697862,0.2297119140625
25.0,1.3783574104309083e-08,318.9,0.003494494689971361,15.968717628717423,0.009539516381482826,33,337920,127.25,1.736690776795149,227.5000000000002,443,0.05346315974586278,-0.0012466403801226988,0.2635009765625
25.0,-1.5273690223693846e-08,319.87,0.0034383748326490605,15.968717569112778,0.008764275560315582,34,348160,144.25,1.7275052092969418,252.50000000000023,442,0.0534460556797251,-0.0014485388172033708,0.253857421875
25.0,-1.825392246246338e-08,323.86,0.0037065603189716965,15.96871612071991,0.008019473276794998,35,358400,155.75,1.698674599081278,302.5000000000002,443,0.052556650479825565,-0.0017002129392494681,0.274560546875
0.0,-6.332993507385254e-09,325.09,0.004651340854229602,15.968717312812805,0.00741488423005876,36,368640,164.25,1.7292769320309163,427.5000000000002,442,0.0516825735837117,-0.001195199545691139,0.314306640625
0.0,1.1175870895385742e-08,324.96,0.0034354948838995368,15.968717420101166,0.007360238032947564,37,378880,144.75,1.7541360773146153,312.5000000000011,442,0.05512096381672162,-0.0013973088029160864,0.2903564453125
0.0,4.097819328308106e-09,325.07,0.0030437443207517846,15.968717843294144,0.007766126250317029,38,389120,137.75,1.7663299791514873,312.5000000000011,442,0.053530202597390164,-0.0011535177585756174,0.2194580078125
25.0,-2.570450305938721e-08,327.57,0.0036440413853370047,15.96871758699417,0.00881854128510895,39,399360,136.0,1.7688447587192058,277.5000000000002,443,0.05387527978836173,-0.0012520317461166997,0.255712890625
25.0,2.4959444999694825e-08,339.39,0.003113138765934309,15.968717873096466,0.010819998382066843,40,409600,164.75,1.7546434238553048,327.5000000000002,443,0.05420292086223355,-0.001219712832971709,0.2368408203125
47.50000000000001,-1.0058283805847169e-08,348.19,0.002905976341276073,15.968717813491821,0.01348764894210035,41,419840,200.75,1.709513922035694,377.5000000000002,443,0.056078553120145036,-0.0018905598852143157,0.230224609375
72.50000000000001,1.4156103134155273e-08,348.68,0.002773674377476709,15.968717753887177,0.012520905554265483,42,430080,225.75,1.6329027943313121,400.0,444,0.052311021704694316,-0.0012749129717121832,0.1957763671875
97.5,-1.3411045074462891e-08,344.83,0.0028417836765811445,15.968717896938324,0.013162112842837814,43,440320,252.25,1.6211591765284539,527.5000000000002,444,0.05576806108412954,-0.001465003086559591,0.2149169921875
100.0,-8.940696716308593e-09,342.08,0.0028736220919398647,15.96871799826622,0.011819579504299326,44,450560,245.0,1.6340843938291072,505.00000000000045,445,0.05246670892979988,-0.0017227388299943414,0.2154296875
100.0,1.1548399925231934e-08,344.11,0.002682205733083265,15.96871789097786,0.014505723168258555,45,460800,255.5,1.653551635891199,550.0,446,0.057780805906119656,-0.001774397826375207,0.2069091796875
50.0,5.587935447692871e-09,338.52,0.003451816378822059,15.968717670440673,0.009995386175069143,46,471040,221.25,1.6737514182925224,350.0,446,0.05436509472932237,-0.001384486236202065,0.2408935546875
50.0,2.3096799850463868e-08,341.94,0.0023520883532910375,15.96871777176857,0.010982663410868555,47,481280,220.25,1.6746038652956485,355.00000000000045,446,0.05089542561906953,-0.0008099895112536615,0.1809326171875
50.0,1.1175870895385742e-08,343.33,0.0025564256029554145,15.968717682361603,0.011584398083505221,48,491520,212.75,1.6468810826539992,377.5000000000002,447,0.05473228158795124,-0.0011739568966731896,0.19326171875
25.0,1.0430812835693359e-08,342.43,0.003067384491419034,15.968717551231384,0.007759035368508194,49,501760,209.0,1.5896156884729862,475.0,447,0.04695678970063454,-0.0015157605539570795,0.2272705078125
25.0,-1.30385160446167e-08,339.88,0.003456992173880735,15.968709993362427,0.0069259159830236785,50,512000,184.0,1.6533255286514759,402.5000000000002,446,0.050561684450110465,-0.001577662723866524,0.2725830078125
22.500000000000007,7.078051567077636e-09,323.3,0.0040503201414907155,15.968717604875565,0.006014024497380888,51,522240,131.0,1.5836115546524525,252.50000000000023,447,0.04647885976241937,-0.002057350236646016,0.299267578125
0.0,7.450580596923829e-10,317.52,0.002721406063477616,15.968717753887177,0.005940450942216557,52,532480,102.0,1.53984015583992,177.50000000000023,446,0.04538032493573859,-0.00103004983466235,0.1966552734375
22.500000000000007,1.1175870895385742e-08,310.39,0.0028849434023015875,15.968717342615127,0.0060947172938540465,53,542720,94.75,1.5274930007755756,180.00000000000045,447,0.04575675793240076,-0.0006451562821894186,0.2057373046875
25.0,-1.2293457984924316e-08,314.11,0.0028549856113443185,15.96871754527092,0.0066261807472074,54,552960,97.25,1.4840962022542954,202.50000000000023,447,0.04480478182910287,-0.0009254643566237065,0.1938720703125
22.500000000000007,2.2351741790771484e-09,314.98,0.00401640726373671,15.968705946207047,0.005655074133244398,55,563200,103.0,1.5798480369150638,205.00000000000043,447,0.05194208964740092,-0.0011090349398727994,0.2831298828125
0.0,0.0,310.4,0.003965876931248146,15.968692314624786,0.002913199828245716,56,573440,84.0,1.5697726331651212,200.0,446,0.04502025615259997,-0.0008531031176971738,0.2614013671875
0.0,-6.332993507385254e-09,299.44,0.005091976252742825,15.968451303243636,0.003005189577794365,57,583680,57.5,1.6713957265019417,150.0,447,0.044326660383994465,-0.0017319704173132777,0.3281494140625
0.0,1.2293457984924316e-08,296.79,0.004012732192586554,15.968608391284942,0.005724580742400054,58,593920,65.25,1.6270941220223905,100.0,447,0.04874512944133187,-0.001636793512807344,0.2856201171875
0.0,-1.862645149230957e-09,304.08,0.002870480849935575,15.968717682361603,0.007931051642663079,59,604160,92.75,1.6149477623403072,225.0,447,0.05166379618085114,-0.0008509363389748615,0.2128662109375
22.500000000000007,1.3783574104309083e-08,319.51,0.0033059367615578595,15.968717676401138,0.0075624718146173105,60,614400,132.0,1.6316581659018994,252.50000000000023,447,0.05113184750587683,-0.0017095885230446583,0.2566650390625
0.0,4.8428773880004884e-09,320.38,0.004009724659886161,15.968706941604614,0.004331209977675598,61,624640,124.0,1.6088424347341062,225.0,447,0.05286540009773827,-0.0008723170103621669,0.2897705078125
0.0,3.3527612686157227e-09,317.93,0.00348614644645977,15.968717420101166,0.005906026077809656,62,634880,103.5,1.608937753736973,200.0,446,0.051111285390545415,-0.0007163095760915894,0.2518798828125
0.0,-2.0116567611694337e-08,305.2,0.0037196246269218134,15.968713653087615,0.003680513219421755,63,645120,75.75,1.6219102650880814,175.0,444,0.04954780423232365,-0.0012797271883755457,0.2942138671875
0.0,-1.1175870895385742e-09,301.54,0.00400913854589362,15.968712383508683,0.003618751371283224,64,655360,64.5,1.6124056197702885,127.50000000000021,444,0.04563047797338898,-0.001606472412822768,0.294775390625
