fps,episode_length,explained_variance,P09:episode_rewards,value_loss,advantage_norm,epoch_idx,PMM:episode_rewards,P01:episode_rewards,policy_entropy,policy_loss,approx_kl_divergence,grad_norm,frames,clip_fraction
271,325.0344827586207,-0.09115352183580398,390.0,22.986466965507134,15.968718016147614,1,154.31034482758622,0.0,1.69018914103508,0.010079025224695216,1.2786263239689564,202.09060962522955,10240,0.290771484375
259,326.5081967213115,0.0,425.0,0.019672754750354217,15.968717902898788,2,158.19672131147541,25.0,1.763037320226431,-0.0017196835371578346,0.0027214061053200565,0.6023833132821733,20480,0.19248046875
273,327.2258064516129,-2.9802322387695314e-09,364.99999999999983,0.01623297946061939,15.968717968463897,3,145.96774193548387,25.0,1.772945113480091,-0.0016243511076027063,0.0021466913680626477,0.259722308021596,30720,0.144482421875
281,329.92,-1.080334186553955e-08,332.5000000000006,0.01915276811341755,15.968718057870865,4,153.75,25.0,1.7790673725306987,-0.002121692571017775,0.00121903248144406,0.15188849960364478,40960,0.078515625
289,328.74,-1.9744038581848144e-08,277.5000000000002,0.015913757134694607,15.968717944622039,5,147.25,25.0,1.7895711489021777,-0.0007219573428301374,0.000240262695385951,0.0909778646220029,51200,0.001611328125
289,338.73,-7.82310962677002e-09,502.5000000000002,0.023853202897589652,15.968718308210374,6,188.0,25.0,1.7837925799191,-0.0006457077321101679,0.000179739254956246,0.08569189120880047,61440,0.0
293,329.16,-6.7055225372314455e-09,477.5000000000002,0.019277659102226608,15.968718081712723,7,180.75,25.0,1.7831622071564197,-0.000801465591575834,0.00022027682523741987,0.07563621124649585,71680,0.0
295,336.47,-1.30385160446167e-08,477.5000000000002,0.023118266518577003,15.968718320131302,8,198.75,47.50000000000001,1.7754804529249668,-0.000489528184334631,0.0001404960489814755,0.06846099539981906,81920,0.0
297,334.73,1.1548399925231934e-08,402.5000000000002,0.020218121324433014,15.968718045949936,9,189.5,50.0,1.7743765711784363,-0.0006525323486130219,0.000182900712314904,0.07392253489726809,92160,0.0
298,338.39,-6.7055225372314455e-09,400.0,0.023585957667091862,15.96871858239174,10,195.75,50.0,1.773459865152836,-0.0005089184869575547,0.0001321984653188224,0.07242146313628878,102400,0.0
298,341.21,-1.7136335372924803e-08,407.5000000000006,0.023485867300769313,15.968718409538269,11,202.0,50.0,1.7841746278107167,-0.0003466402744379593,9.821825147886543e-05,0.06901495023436663,112640,0.0
298,341.54,-8.568167686462402e-09,477.5000000000002,0.023610899754567073,15.968718284368515,12,214.25,50.0,1.7836208149790764,-0.0005882057823328069,0.00013557627926275018,0.0697885935027592,122880,0.0
298,339.81,-5.587935447692871e-09,475.0,0.02613762453547679,15.968718445301056,13,218.0,50.0,1.763177189230919,-0.0006149334349174751,0.0001634855164319049,0.07820016860554235,133120,0.0
298,338.83,-1.4528632164001465e-08,452.50000000000017,0.02366982680396177,15.968718135356903,14,211.75,72.50000000000001,1.7747313164174556,-0.0006366513371176552,0.00017739368822802248,0.06516006373028049,143360,0.0
299,346.97,-1.2293457984924316e-08,500.0,0.02229254395351745,15.968718189001084,15,227.5,50.0,1.786201848834753,-0.0003570034250515164,9.407576510689353e-05,0.0685809548900573,153600,0.0
300,339.77,-1.3411045074462891e-08,502.5000000000002,0.01975031711772317,15.968718254566193,16,212.5,50.0,1.785395583510399,-0.00028058790335308006,7.517094053817175e-05,0.055766372598549586,163840,0.0
301,333.37,-1.1920928955078126e-08,502.5000000000002,0.019229702366283165,15.968718338012696,17,195.25,50.0,1.7865981072187425,-0.0004755364509037463,0.00011835886078781499,0.05559729551410789,174080,0.0
301,329.82,-3.3527612686157227e-08,302.5000000000002,0.01814495949074626,15.968718022108078,18,162.5,25.0,1.7893855519592763,-0.0007498139131712378,0.00017719158520659306,0.05759006607300073,184320,0.0
301,325.93,-7.450580596923828e-09,300.0,0.0173945286689559,15.96871787905693,19,148.5,25.0,1.7864734426140785,-0.0006049230680218898,0.00014512798864743103,0.0550522832184238,194560,0.0
300,334.17,-1.5273690223693846e-08,300.0,0.02011386666126782,15.968718111515045,20,156.75,25.0,1.7804658249020577,-0.0005109474175696959,0.0001195266292286945,0.05335844900249668,204800,0.0
300,331.13,-1.1175870895385742e-08,325.0,0.021365198362036607,15.968718206882476,21,163.0,25.0,1.789137501269579,-0.00043361038187867963,0.00012022196787491169,0.057628856517032125,215040,0.0
300,334.44,-9.313225746154785e-09,302.5000000000002,0.01995856622233987,15.968718230724335,22,171.25,50.0,1.7887209139764308,-0.0005655575816490455,0.0001301915662104136,0.0567898388629688,225280,0.0
300,337.04,-3.091990947723389e-08,452.50000000000017,0.021706882098806092,15.968718200922012,23,188.25,47.50000000000001,1.7847309321165086,-0.00036963915608794194,9.235513134342455e-05,0.05380602269214899,235520,0.0
300,335.7,-1.2665987014770507e-08,402.5000000000002,0.020412878395291045,15.968718147277832,24,184.25,25.0,1.7781078726053239,-0.0004388702174765058,0.0001044879364954454,0.05395277195523174,245760,0.0
