P09:episode_rewards,policy_entropy,epoch_idx,explained_variance,episode_length,P01:episode_rewards,fps,policy_loss,advantage_norm,value_loss,grad_norm,frames,PMM:episode_rewards
5.0,1.3797696256637573,12,-0.11820480167865753,204.71,0.0,256,-0.00045245154295116665,1.0037902291864156,0.010624943469629215,0.11669641838729293,96000,1.94
5.0,1.3832215130329133,13,-0.14354611992835997,198.22,0.0,256,0.001615167642594315,1.0080757620930672,0.010247059521825577,0.11568186360669812,104000,1.75
4.0,1.3839062881469726,14,-0.18754625856876372,189.45,0.0,257,-0.0006743533967528493,0.9225574740767479,0.008768896664059866,0.10521830788551892,112000,1.53
4.0,1.3807244539260863,15,-0.18610037505626678,188.3,0.0,258,-0.00020011466986034066,0.9238886825367808,0.008749085859212755,0.09590670057901601,120000,1.56
4.0,1.3809887838363648,16,-0.27761173248291016,192.07,0.0,259,-0.00012336104642599822,0.8225245906412602,0.008049326279660818,0.10550383353056562,128000,1.7
4.0,1.3750396025180818,17,-0.45917531311511994,185.42,0.0,260,0.001676212212187238,0.9612236366420984,0.009852401680418552,0.14178795211929293,136000,1.48
3.0,1.3743752682209014,18,-0.13140845358371733,184.98,0.0,262,-0.0009492420335300267,0.9143586346134543,0.008677387763455044,0.11941203151335929,144000,1.41
3.1000000000000085,1.377636606693268,19,-0.13871587216854095,193.55,0.0,262,0.0006713558384217322,1.1249988514184952,0.012232294704990637,0.1440368256000957,152000,1.66
4.0,1.378815722465515,20,-0.21835078835487365,193.88,0.0,263,-0.0005774417117936537,0.8932898648828268,0.008642433491677365,0.115025496216168,160000,1.69
3.0,1.3818436467647552,21,-0.30702403068542483,173.35,0.0,264,0.0012315171270165593,0.8000068650394678,0.007415452691038809,0.10601743957664653,168000,1.18
3.0,1.3786905634403228,22,-0.2934968203306198,168.51,0.0,265,0.001253983534697909,0.9327982521802187,0.00918029549968196,0.1342494965493929,176000,1.11
3.0,1.3835253930091858,23,-0.1843370920419693,177.52,0.0,266,5.7141928118653594e-05,0.9243358512222767,0.009026846272681723,0.13477818134963132,184000,1.34
4.0,1.3841903626918792,24,-0.19137731671333313,184.03,0.0,267,-0.00019791767408605665,0.9667761424928903,0.009298801662225742,0.1302304237171255,192000,1.47
4.0,1.3826885747909545,25,-0.23905908703804016,185.86,0.0,268,-2.098466327879578e-05,0.9153050120174885,0.008675072856822225,0.12053440752593737,200000,1.47
3.0,1.3757564723491669,26,-0.33466121077537536,179.75,0.0,267,-0.0006497047119046329,0.8661470518633724,0.008218082097009756,0.11391877678357641,208000,1.32
3.0,1.3810943472385406,27,-0.2473081159591675,176.17,0.0,267,0.000981707000755705,0.9707792892307043,0.009469196901118266,0.13850313589523316,216000,1.23
3.0,1.3815943396091461,28,-0.4030297327041626,182.84,0.0,268,-7.636727372300811e-05,0.8606901903450489,0.008050713058437395,0.1272457014896319,224000,1.34
4.0,1.3806218779087067,29,-0.13099000513553619,184.54,0.0,268,0.0005798895971383899,0.9582525286823511,0.008801657517142302,0.12625908723699047,232000,1.35
4.0,1.377711945772171,30,-0.16628527402877807,185.88,0.0,268,0.0007298851001542061,0.8714925872534514,0.0076814805745743795,0.1237141368275522,240000,1.45
5.0,1.3775059378147125,31,-0.14507544040679932,193.69,0.0,268,-0.0013077691988746664,0.9665959779173136,0.00921269272112113,0.155106040539233,248000,1.62
4.0,1.3818045592308044,32,-0.1556340992450714,187.38,0.0,269,0.0002691018994664773,0.9308202669024468,0.008047791538119782,0.13941809389655974,256000,1.44
5.0,1.3819110882282257,33,0.007517511248588562,192.61,0.0,270,7.480378786567599e-05,0.9994184814393521,0.00829649095365312,0.16267441392337298,264000,1.67
4.0,1.3838969135284425,34,-0.45064284443855285,188.89,0.0,270,0.0006471318707190221,0.8956665091216565,0.00763483634327713,0.1574120422451898,272000,1.58
2.0,1.3738468539714814,35,-0.44109517633914946,171.9,0.0,270,-0.0002583317089010961,0.7764893421530723,0.006182644865330076,0.13544123214192663,280000,1.14
3.0,1.3639995336532593,36,-0.05765996217727661,174.21,0.0,269,0.0005288881807064172,0.994619912058115,0.008293565133644733,0.17419064492982464,288000,1.27
3.0,1.3783367598056793,37,-0.19261496186256408,179.45,0.0,270,0.0002473166025811224,0.9002530236542224,0.007291496192920022,0.1560316023413374,296000,1.43
3.0,1.375386712551117,38,-0.5098285329341888,173.66,0.0,270,0.00011934555455809458,0.8257889428734779,0.006300106202979805,0.14117719031578094,304000,1.22
3.0,1.3728213691711426,39,-0.09241416275501252,173.67,0.0,270,0.0011641129812051077,0.7716198288649321,0.0056758437990356465,0.1287086329408381,312000,1.16
3.0,1.3650389516353607,40,0.1395132714509964,181.25,0.0,270,-0.0014291364025848451,0.8405717895925044,0.006088016346257064,0.14611395554706275,320000,1.33
6.0,1.3739635288715362,41,0.35654420375823975,188.26,0.0,270,0.00027007315075024965,0.8800660920143127,0.006582076530612539,0.1514831925327143,328000,1.59
6.0,1.377108122110367,42,0.17083594024181367,202.28,0.0,271,-0.0001687279302859679,0.8707931484282017,0.006807614596764325,0.15178003868952145,336000,1.91
4.1000000000000085,1.3732011210918427,43,0.1929949539899826,198.0,0.0,271,-0.00019838261097902433,0.7588940618932247,0.005069128014001762,0.13256200661602086,344000,1.8
3.0,1.3843642675876617,44,-0.018536047339439393,181.78,0.0,271,-8.281151553092058e-05,0.829438039958477,0.006225923953170422,0.15733915863686038,352000,1.37
3.0,1.3746102559566498,45,-0.014095232486724854,175.87,0.0,271,0.0011580627769581043,0.7755791603028774,0.005389607802644605,0.1363172339006354,360000,1.24
3.0,1.3741712272167206,46,0.2814467179775238,177.66,0.0,271,-0.0007851810904685408,0.7410312786698341,0.004689291446848074,0.12528661990718462,368000,1.25
4.0,1.382500660419464,47,-0.3178688734769821,180.86,0.0,271,-0.0005720089074748103,0.8397244291007518,0.006065217518043937,0.15328904805254065,376000,1.32
3.0,1.378478387594223,48,0.008400997519493103,178.31,0.0,272,5.22794685093686e-05,0.8544368776679039,0.00627294491379871,0.16227536123439498,384000,1.29
3.0,1.38263573884964,49,0.03455713450908661,179.94,0.0,272,-0.0007976263404998463,0.6636409257352353,0.003974096789897885,0.1232182315106117,392000,1.34
4.0,1.3803554666042328,50,0.2646616494655609,181.6,0.0,272,-0.0008920083419070579,0.8460676254332066,0.006024222728447057,0.15594432264959213,400000,1.33
4.0,1.3835716772079467,51,-0.3374215948581696,185.31,0.0,272,0.0004072266609000508,0.77962740406394,0.005602632945447113,0.1451308729695992,408000,1.42
3.1000000000000085,1.3829221856594085,52,-0.3420678162574768,182.42,0.0,272,0.00018846903345547616,0.7320554596185684,0.00464224619383458,0.13126587470479203,416000,1.34
2.1000000000000085,1.3656354391574859,53,-0.3085696643590927,169.64,0.0,272,-0.0009745329146971926,0.6618166761100293,0.004026975956658134,0.12278890602698005,424000,1.06
2.0,1.3752015125751496,54,-0.058717583417892454,167.24,0.0,272,0.0004278095141489757,0.827235866189003,0.006040728505031439,0.14598458835470982,432000,1.05
3.0,1.3792768383026124,55,0.19715222775936125,177.91,0.0,272,0.0001636473663529614,0.8345884014666081,0.005951055386321969,0.15661154653272885,440000,1.27
3.1000000000000085,1.3838423359394074,56,-0.040543392300605774,186.81,0.0,273,0.0006552616020780988,0.784612313657999,0.0052616313691396495,0.13622260609320228,448000,1.49
4.0,1.3786857759952544,57,-0.5415719681978226,195.48,0.0,272,-0.00022851767775136978,0.7605309051275253,0.005241643189292517,0.14526798132787103,456000,1.65
3.0,1.3785561513900757,58,-0.30394423604011533,176.63,0.0,272,0.0002434915557387285,0.7155438454449177,0.004710578319863998,0.12456823618752347,464000,1.19
3.0,1.3833392333984376,59,0.30531976878643036,170.12,0.0,271,7.134704437703477e-05,0.688334878757596,0.004029368389456067,0.12117652802079874,472000,1.08
4.0,1.3817287075519562,60,0.5586393970251083,186.09,0.0,272,-0.0006435363163473085,0.778425348252058,0.00532929986497038,0.143123309731856,480000,1.46
4.0,1.3814428555965423,61,0.09178825199604035,180.76,0.0,272,-0.00022099685302237048,0.5783063544332981,0.003108204965828918,0.10610885846440173,488000,1.36
4.0,1.3792507600784303,62,0.4515010339021683,181.45,0.0,272,-0.00040156994509743527,0.7949272429943085,0.005314707168727182,0.1434533400940944,496000,1.39
4.0,1.380973651409149,63,-0.9229010134935379,188.56,0.0,272,0.0005990542570361867,0.7514961668848992,0.005050815403228626,0.13040648711363967,504000,1.52
3.1000000000000085,1.378263533115387,64,0.033568336367607116,184.44,0.0,272,-0.0016953861049114494,0.6809300974011421,0.004339418580202619,0.13782284489796692,512000,1.4
3.0,1.3811299884319306,65,-0.37279574930667875,181.54,0.0,272,0.0010950318451796192,0.7414772747457028,0.004773285918490728,0.13170204814285913,520000,1.38
3.0,1.3753262329101563,66,0.45206605672836303,179.05,0.0,272,-0.0009456524711640668,0.6735106529295445,0.003863794690114446,0.11568678421258252,528000,1.29
4.0,1.368258491754532,67,0.0832320374250412,190.36,0.0,272,0.00020583182842528913,0.7427284109592438,0.00506297513784375,0.1343523475389846,536000,1.57
4.1000000000000085,1.3786638069152832,68,0.19840528845787048,199.8,0.0,272,-0.0012781497540709098,0.7391694803535939,0.004765252466313541,0.13156457401647917,544000,1.83
4.0,1.3811592257022858,69,-0.2228229409456253,190.23,0.0,272,0.0002535892982268706,0.7003759609162807,0.004218507371551823,0.12173096968752148,552000,1.56
3.1000000000000085,1.3812061619758607,70,0.48579721808433535,192.94,0.0,273,-1.2803854187950492e-05,0.7148422735184431,0.004238571869282168,0.12466499689166213,560000,1.63
3.0,1.383189980983734,71,0.5314041256904602,190.19,0.0,273,-4.248887795256451e-05,0.7340366727858781,0.004362660804763436,0.11834004689608107,568000,1.57
4.0,1.3813833594322205,72,0.27759472489356996,189.27,0.0,273,-0.0003738868115760852,0.6991338984668255,0.0043162311727064665,0.12360054959638084,576000,1.62
5.0,1.379458382129669,73,0.21139413118362427,197.17,0.0,273,-0.00012804704601876438,0.7052919314801693,0.004524429774392047,0.12921647556337743,584000,1.85
4.0,1.3839795255661012,74,0.2399764835834503,186.58,0.0,273,0.000559215049870545,0.6208727940171958,0.003694750070317241,0.1078948450239992,592000,1.59
3.0,1.3777909326553344,75,0.17079536497592926,169.81,0.0,273,-0.00027914898437302326,0.6941873809695244,0.004379111027592444,0.12332159824477051,600000,1.14
3.0,1.3774275863170624,76,-0.3065132486820221,170.7,0.0,273,0.0008960424456927285,0.7383674409985542,0.005001521150843473,0.12967718117870286,608000,1.13
3.0,1.3826641035079956,77,0.04734184741973877,173.73,0.0,273,-0.00034609376642038116,0.5544950030744076,0.0030252966837724673,0.09620223228035865,616000,1.17
3.0,1.3841958391666411,78,0.10537235975265503,174.69,0.0,273,0.00013731071056099608,0.5848080854862928,0.0030482942473463483,0.09683598467830298,624000,1.17
3.0,1.3823674201965332,79,-0.07725749433040618,177.03,0.0,273,0.0002931179432198405,0.6572881488502026,0.00393194346477685,0.1086973054900956,632000,1.21
3.0,1.382706993818283,80,0.13385516226291658,175.27,0.0,273,-0.0004956395598128438,0.6824988838285208,0.003906332415645011,0.12409357099774913,640000,1.19
3.0,1.3813472497463226,81,-0.12386378049850463,173.16,0.0,273,0.00033506481180666013,0.6972041493654251,0.004487797925976338,0.1230533836182882,648000,1.18
3.0,1.38340274810791,82,0.3599555671215057,175.33,0.0,273,-9.597522992407903e-05,0.6826972050964832,0.003690712145762518,0.11325950727619792,656000,1.22
3.0,1.381141458749771,83,0.2028069978952408,178.72,0.0,273,-2.6138038956560196e-05,0.6704510594159365,0.003741408416535705,0.1066015921462081,664000,1.28
3.1000000000000085,1.3669241952896118,84,0.0803611421585083,183.27,0.0,273,0.0004143059020134388,0.8072614922374487,0.005317663395107957,0.13094311824398738,672000,1.46
3.0,1.3741535127162934,85,-1.7590435433387757,181.57,0.0,273,-0.000696795066469349,0.789688291028142,0.005256798984919442,0.13525028595068103,680000,1.46
3.0,1.3777810335159302,86,-0.16579413890838623,175.04,0.0,273,0.0004872651401819894,0.751858961135149,0.004929802714759717,0.13152076719744157,688000,1.26
2.0,1.3762614250183105,87,-0.9046966195106506,170.71,0.0,273,0.0004297687270445749,0.6941753124445676,0.004483206545628491,0.12065639812912883,696000,1.14
3.0,1.38082688331604,88,0.20208366990089416,174.19,0.0,273,-0.0007633695051481482,0.6952721095085144,0.003962788473472756,0.11260361054152807,704000,1.21
3.0,1.3778543365001679,89,-0.6015196293592453,176.13,0.0,273,-0.00030678245617309584,0.6377825105935335,0.003750675440278428,0.10629605084495436,712000,1.23
3.0,1.3753252065181731,90,-1.3197617155313492,172.24,0.0,273,-0.0004511162024573423,0.6860676577687264,0.004153637103663641,0.11956060093989286,720000,1.14
3.0,1.3777913296222686,91,-0.16722932517528533,177.32,0.0,273,-0.0005175429406199328,0.6914306293427944,0.0038743318330671174,0.11970549988869497,728000,1.27
3.0,1.3799868285655976,92,0.43358626902103425,182.1,0.0,274,0.000865631759952521,0.7518467226624489,0.005003694421611726,0.1332922649735947,736000,1.41
3.0,1.3817811727523803,93,-0.9336732167005539,179.65,0.0,274,-0.00011009518173523248,0.6949791588634252,0.004220051860174863,0.11985678226158876,744000,1.37
3.0,1.38418487906456,94,-0.054847142696380614,177.3,0.0,274,0.0004383971812785603,0.5656148667633534,0.0027023139082302805,0.09414394076947426,752000,1.27
3.0,1.3847913873195647,95,0.13303398430347443,180.09,0.0,274,0.0003372437945654383,0.6145037819445133,0.003435181572276633,0.10661308318525434,760000,1.26
3.0,1.3831307303905487,96,0.0532670658826828,176.72,0.0,274,-0.0001536020092316903,0.5986298467218876,0.0030349078905419448,0.10240493497770975,768000,1.2
3.0,1.3840837907791137,97,0.23393950700759888,177.41,0.0,274,0.00015772811064380222,0.6405541980266571,0.00364801149808045,0.1097663045989131,776000,1.25
3.0,1.3820739257335664,98,0.3322064405679703,182.57,0.0,274,3.571342476789141e-05,0.6660411359369754,0.003929432117583929,0.1051710072856389,784000,1.35
3.1000000000000085,1.3836581444740295,99,0.15942953169345855,177.87,0.0,274,-0.0011525844228162897,0.6283840543031692,0.0035860507181132563,0.10261811248022329,792000,1.26
3.0,1.3810171294212341,100,-0.35596456229686735,171.91,0.0,274,0.0004509108023921726,0.6621344905346632,0.0036599114289856518,0.11155059219581355,800000,1.12
3.0,1.3795537805557252,101,0.27943982362747194,175.86,0.0,274,-0.000146480513503775,0.5961041291803122,0.0031123043281695573,0.09456001569389764,808000,1.24
3.0,1.3784157347679138,102,0.09197535276412964,171.36,0.0,274,0.00013558220816776157,0.5402322081476449,0.0027623535941529555,0.09008119360347648,816000,1.17
3.0,1.3809502696990967,103,0.4888482695817947,177.43,0.0,273,-0.0004617112438427284,0.6187520249187947,0.0035120734194788385,0.10140887012489624,824000,1.26
4.0,1.3804741621017456,104,0.5898664915561675,187.78,0.0,274,0.00012654592748731375,0.5713610403984785,0.003001862104065367,0.09168104920354737,832000,1.48
4.0,1.3838791620731354,105,-0.5983419108390808,178.74,0.0,274,-2.1971848182147368e-05,0.5784050771594047,0.003343605692207348,0.09443349263840893,840000,1.29
3.0,1.3850015330314636,106,0.44068999469280246,169.42,0.0,273,0.00043973300795187244,0.5158483326435089,0.0024098958789545576,0.07970457811334937,848000,1.07
3.0,1.382842594385147,107,0.5931245863437653,178.54,0.0,274,-0.0003407046804204583,0.7326915341615677,0.004533956034720177,0.11869189803552943,856000,1.32
3.0,1.380447747707367,108,-0.16317099809646607,184.08,0.0,274,-0.0005106134491143166,0.6400756032764912,0.0035256382908846716,0.10683812715964316,864000,1.5
3.0,1.383442347049713,109,-0.5840375006198884,174.85,0.0,274,-9.696699242340401e-05,0.6198968897759914,0.0035455909962183794,0.10203617797923169,872000,1.21
3.0,1.3830243039131165,110,0.49776223599910735,176.38,0.0,273,0.0007618674534296588,0.5755568950623274,0.0029013680225034475,0.08887619391615266,880000,1.25
3.1000000000000085,1.3820760643482208,111,0.5712225669622422,182.39,0.0,273,-6.505656288936734e-05,0.7123768992722035,0.0043738193302851865,0.11825460997499966,888000,1.44
4.0,1.3851219010353089,112,0.1050580781698227,191.6,0.0,273,-0.00039965828680578854,0.5982680092006922,0.00340998380772362,0.10794127382840182,896000,1.67
3.0,1.3845659148693086,113,-0.2876952391862869,177.73,0.0,273,-0.00017293423181399703,0.5741321856528521,0.00320171571613173,0.09386201621940261,904000,1.33
3.0,1.3843671596050262,114,0.21152374923229217,171.13,0.0,273,-0.00019059370169998146,0.6002084336429835,0.0030286128597072095,0.09264061150958845,912000,1.15
3.1000000000000085,1.379586181640625,115,0.415545215010643,179.04,0.0,274,0.0005874815621064044,0.6350249318778515,0.003471973148371035,0.10541209273505169,920000,1.27
4.0,1.3823724007606506,116,0.19239968597888946,188.55,0.0,274,-0.00016838347422890365,0.6443444042652845,0.0037126970675308256,0.10042886424702138,928000,1.56
4.0,1.3818488812446594,117,0.14275835514068602,186.07,0.0,274,0.000731624158215709,0.5638938221335411,0.002841715061076684,0.08937125574246046,936000,1.51
3.0,1.383612221479416,118,0.24928764522075653,175.4,0.0,273,-0.0006142356917280267,0.6101937379688025,0.003716538262106042,0.09630190861542662,944000,1.22
3.0,1.3837610828876494,119,0.08590484142303467,174.66,0.0,273,-0.0002701790864375653,0.6092576399445534,0.00326099813421024,0.10155623100607361,952000,1.24
3.0,1.3812946629524232,120,0.428897590637207,178.3,0.0,273,-0.00018918110057711602,0.5652131815999746,0.002916042219439987,0.0921599715461943,960000,1.32
3.0,1.3747395706176757,121,0.13567041575908662,176.58,0.0,273,0.00011425255914218724,0.5886990613490343,0.0029200992230835254,0.09504832417182969,968000,1.24
3.0,1.3809562861919402,122,-0.14253282070159912,170.57,0.0,273,-6.125084473751486e-07,0.5957655400037766,0.0030794291071651967,0.09647444763745824,976000,1.11
3.0,1.3782328903675078,123,0.36077511072158813,173.58,0.0,273,-0.00011657868875772693,0.6525286687910556,0.0036362343427026643,0.11073095493257654,984000,1.19
3.0,1.3786745703220367,124,0.5316392606496811,174.84,0.0,274,6.844931456726045e-05,0.6688569755852223,0.0038457714127434883,0.11830609097361339,992000,1.22
3.0,1.3829956316947938,125,0.44926943600177766,181.02,0.0,274,-0.0004504050067043863,0.5192809623479843,0.0024972579472523648,0.07859332314271854,1000000,1.33
4.0,1.3826404297351838,126,0.19608319997787477,187.39,0.0,274,0.0001920196125865914,0.6185585954040289,0.00334283983153,0.10489424996378872,1008000,1.48
4.0,1.3842924809455872,127,0.6289900934696198,184.44,0.0,274,-0.0005383967119269073,0.5389358799904584,0.002755934739834629,0.08698029255170125,1016000,1.46
3.0,1.3843178272247314,128,0.31893388628959657,182.25,0.0,274,-0.00013590470247436314,0.633874604254961,0.0036274818146921463,0.10439589801627129,1024000,1.39
3.0,1.3833537185192109,129,0.2136473125219345,178.98,0.0,274,0.00045487290859455245,0.6295193199813366,0.003466523051902186,0.100679597375553,1032000,1.33
3.0,1.3803282868862152,130,0.24957413256168365,176.05,0.0,274,0.0003651171983074164,0.5360424467921256,0.0028751910386563394,0.09156361359103454,1040000,1.27
3.0,1.3821945357322694,131,0.5323981523513794,182.72,0.0,274,-0.0009163195412838831,0.7063355384767056,0.004120014252403052,0.11605075789514258,1048000,1.36
4.0,1.380926342010498,132,0.20752172231674193,187.36,0.0,274,-0.0006756868543743622,0.5615690076351165,0.002820034146279795,0.09457046043877254,1056000,1.44
4.0,1.378830190896988,133,-0.043186331391334536,178.74,0.0,274,0.0006102212765836157,0.5623498787730932,0.0028915391664486377,0.0863468559937672,1064000,1.26
3.0,1.383010537624359,134,0.32645386695861817,173.85,0.0,274,-0.0003101497275929432,0.5948863340169191,0.0032423242821823807,0.09186448379132324,1072000,1.22
3.0,1.3819334423542022,135,0.05281350016593933,178.05,0.0,274,-0.0003612647530098911,0.6497846318036318,0.0035932113334274617,0.1051787085841247,1080000,1.29
3.1000000000000085,1.3836120450496674,136,0.357727387547493,182.42,0.0,274,0.00016544670728762867,0.5036488922685385,0.0023783598700538276,0.0830375788222144,1088000,1.4
3.0,1.3845350050926208,137,0.22926607847213745,184.72,0.0,274,-0.00018586014986794906,0.6073076847195625,0.003323096759559121,0.09924519317939554,1096000,1.41
3.0,1.3795786643028258,138,0.5986962234973907,190.57,0.0,274,1.1184866962139494e-05,0.7626284083724022,0.004468039306666469,0.11681419784754069,1104000,1.62
3.0,1.3829403185844422,139,0.09848516285419465,188.01,0.0,274,0.00012204640937852673,0.615770287886262,0.003180806983218645,0.09476447354360365,1112000,1.58
3.0,1.3850881206989287,140,0.40819969415664675,179.64,0.0,274,-0.0004829120129579678,0.5335809992998839,0.0024845295375416753,0.08945371578352987,1120000,1.33
3.0,1.3838427352905274,141,0.13507424414157868,178.84,0.0,274,0.0005805223547304195,0.5710931910574436,0.003000815456834971,0.0863245334168591,1128000,1.29
4.0,1.3810673868656158,142,0.47599356055259706,184.19,0.0,274,1.4628873905166984e-05,0.5110662098973989,0.0024379568836229736,0.08246489485851571,1136000,1.44
3.0,1.380890544652939,143,0.03775071740150451,177.66,0.0,274,-0.00043489209230756386,0.5280335822701454,0.0024838766427274094,0.08442950407970364,1144000,1.29
4.0,1.3808567702770234,144,0.703287143111229,181.81,0.0,274,9.632736109779216e-05,0.5200269052386284,0.002343069004054996,0.07962869719751879,1152000,1.39
5.0,1.3826361942291259,145,0.6883388757705688,201.8,0.0,274,-0.00016583057411480694,0.5498164138942957,0.002913376592914574,0.08853118027711035,1160000,1.86
5.0,1.3834019434452056,146,0.6778352415561676,203.39,0.0,274,-0.0003309653780888766,0.6252601237595081,0.0033830839234724407,0.10266602684933743,1168000,1.89
4.0,1.3793844842910767,147,0.4517305189371109,191.73,0.0,274,0.0001848163257818669,0.6275252306461334,0.0034670933755114675,0.09616279516369255,1176000,1.68
4.1000000000000085,1.3819217526912688,148,0.3119113713502884,203.75,0.0,274,0.00033985664558713327,0.5938046507537365,0.0032129177962633548,0.0942765116358328,1184000,2.01
5.0,1.3831645250320435,149,0.5554647171497344,196.3,0.0,274,-5.794038675958291e-05,0.5044024828821421,0.0022986308411782376,0.07394088043267319,1192000,1.83
5.0,1.383224778175354,150,0.6124373412132263,196.5,0.0,274,-9.752866259077564e-05,0.6014118933677673,0.003054797053919174,0.09476349355684593,1200000,1.75
4.0,1.380346599817276,151,0.5426870024204254,192.39,0.0,274,-8.068647570325993e-05,0.5488090747594834,0.0028192526575003284,0.08527923468992368,1208000,1.61
3.0,1.3821431636810302,152,0.6225213897228241,176.28,0.0,274,-0.00040351613866732803,0.49925660133361816,0.0023649506186120563,0.07347224727689163,1216000,1.25
3.0,1.3842517745494842,153,-0.24335423469543457,174.93,0.0,274,-0.0005899360444163904,0.46127529166638853,0.0019232629162434023,0.07485689632647154,1224000,1.2
3.0,1.382903425693512,154,0.2588736140727997,178.19,0.0,274,-0.00034763939627737274,0.46704073436558247,0.002035524139319023,0.07234910478333231,1232000,1.26
3.0,1.383796240091324,155,0.2599305808544159,176.22,0.0,274,0.00032850830408278855,0.5860751460492611,0.0030438895283441524,0.09762368462704268,1240000,1.22
3.1000000000000085,1.3834722578525542,156,0.3118918544054031,179.96,0.0,274,0.00023761232198012293,0.4735846921801567,0.0019459903473034502,0.07224679078212638,1248000,1.28
3.0,1.3848909258842468,157,-0.1793413132429123,177.28,0.0,274,0.00021275011997204274,0.5703113240748644,0.0030782173007537494,0.09235322936448646,1256000,1.27
3.0,1.3847276270389557,158,0.549348790049553,174.31,0.0,274,-0.00010754432441899553,0.5467369022965431,0.0025854571251329615,0.08510837284474691,1264000,1.2
4.0,1.3846682071685792,159,0.6608371329307556,182.94,0.0,274,0.0001449343137210235,0.5375872153788805,0.002580360961801489,0.08347103176369647,1272000,1.39
4.0,1.3848487555980682,160,0.5759355515241623,188.98,0.0,274,-0.0003805387785541825,0.5760923567414283,0.0026586075075465485,0.08804870004808782,1280000,1.58
4.0,1.3845702588558197,161,0.6626123535633087,182.01,0.0,274,0.00017759240756276995,0.5231766964495183,0.0023450669106387066,0.08054240411507353,1288000,1.41
3.0,1.3813078606128693,162,0.6723015677928924,180.56,0.0,274,-0.00041686009179102255,0.5046039174497128,0.002210729230209836,0.07946725958490235,1296000,1.32
3.0,1.3818427681922913,163,0.19351731181144716,179.29,0.0,274,0.0005678799774614163,0.5082324164360762,0.00234685071362037,0.07605538359207398,1304000,1.31
3.0,1.3815921211242677,164,0.5555164307355881,172.57,0.0,274,0.00034646372339921074,0.47566128738224506,0.0019227133051390411,0.07461931269630327,1312000,1.17
3.0,1.3841283190250397,165,0.6813303530216217,172.58,0.0,274,0.0001896631350973621,0.5090793126076459,0.0025290618996950797,0.07422218506303331,1320000,1.19
3.0,1.3851627862453462,166,0.635150825381279,183.9,0.0,274,-0.0005743574387724947,0.5097489873319865,0.0022870076188701207,0.08138362463611154,1328000,1.48
4.0,1.3849312698841094,167,0.34287873446941375,188.7,0.0,274,0.0003815986912377412,0.49843870393931866,0.002141883536714886,0.07571963232317476,1336000,1.52
3.0,1.383633395433426,168,0.170661278963089,179.55,0.0,274,-0.0003910241245830548,0.5132542485743761,0.002474441806480172,0.08140493002976892,1344000,1.3
3.0,1.3814471518993379,169,0.6702441245317459,182.22,0.0,274,-0.00014085030139540322,0.5496808844804764,0.0024756742895260687,0.08252082299123091,1352000,1.37
4.0,1.3823957872390746,170,-0.444086406826973,183.26,0.0,274,5.09763958689291e-05,0.4973487985879183,0.002215458832215518,0.07452329802419783,1360000,1.36
4.0,1.3848040151596068,171,0.5137831771373749,183.54,0.0,274,0.0001371380889622742,0.49664724357426165,0.0022313298198059785,0.07507666177006465,1368000,1.4
4.0,1.3853161358833312,172,-1.6819695603847504,181.18,0.0,274,0.00016444706336187664,0.5127002683281898,0.0022373202841117746,0.07964831536349619,1376000,1.39
4.0,1.3846832859516143,173,0.6273541909456253,185.04,0.0,274,2.203576896135928e-05,0.5422783088684082,0.0027183848589265834,0.08085730440117148,1384000,1.45
