episode_length,explained_variance,P09:episode_rewards,epoch_idx,P01:episode_rewards,fps,advantage_norm,frames,grad_norm,policy_loss,value_loss,policy_entropy,PMM:episode_rewards
191.6,0.8277518010139465,5.0,18,0.0,289,1.191705424785614,144000,0.34247351862683806,0.0002826890873257071,0.010146372418385,1.365246434211731,1.64
194.36,0.8636985129117966,4.1000000000000085,19,0.0,289,1.1944530579447745,152000,0.3650662604161041,-0.003562602864112705,0.010003257934004068,1.3492682814598083,1.7
206.74,0.8614920479059219,5.0,20,0.0,289,1.1487112972140312,160000,0.3380235107484775,-0.0002935510149472975,0.009585094670765102,1.3439202785491944,2.05
210.95,0.899525026679039,5.1000000000000085,21,0.0,290,1.0049013540148735,168000,0.27692576230424404,-0.0017625111333472887,0.007230112015968189,1.3564489114284515,2.19
206.36,0.9344391387701034,5.0,22,0.0,290,0.9403520998358726,176000,0.27805445831009395,-0.0003886087475984823,0.006495346956071444,1.3537656104564666,2.06
202.39,0.9437871956825257,5.0,23,0.0,290,0.8814498111605644,184000,0.26392874103632286,-0.003202468021772802,0.005788030202384106,1.3098924696445464,1.88
213.3,0.9231983160972596,5.300000000000026,24,0.0,291,0.9076382601261139,192000,0.2619281249989704,0.0006489451264496893,0.006237978202407248,1.337573400735855,2.28
208.39,0.9562527388334274,5.1000000000000085,25,0.0,291,0.8291305020451546,200000,0.24212814008297617,-0.001763755422198301,0.005115860610967502,1.3433940625190735,2.13
196.18,0.904322082400322,5.1000000000000085,26,0.0,291,0.7501271171867847,208000,0.2116658159162447,-0.0017589990957276314,0.0049695854398305525,1.3454267370700836,1.84
209.82,0.9407317507266998,8.100000000000009,27,0.0,292,0.804088988006115,216000,0.2211852387826181,-0.0008902103857690236,0.005025475780712441,1.334154530763626,2.25
198.1,0.8151262575387954,5.0,28,0.0,292,1.1998180732131005,224000,0.6437565084965297,-0.0032249450728704687,0.02167446381528862,1.3571118438243865,1.89
211.23,0.95911003947258,5.0,29,0.0,292,0.753806859254837,232000,0.20612228859523576,-6.929106846655487e-05,0.004200149188109208,1.3528651797771454,2.17
215.96,0.9312141090631485,5.0,30,0.0,293,0.8146967917680741,240000,0.2379170742411495,-0.0019648418936412783,0.005105347904609516,1.3420533323287964,2.31
222.07,0.9567639666795731,6.200000000000017,31,0.0,293,0.7615180864930153,248000,0.21030239073663648,-0.001448840404918883,0.004774506127578206,1.3435948932170867,2.58
208.71,0.9599530410766601,5.1000000000000085,32,0.0,292,0.6565986761450767,256000,0.16170118158473987,-0.0008552614183281548,0.003537314437853638,1.3478756868839263,2.16
189.19,0.9584368324279785,5.0,33,0.0,292,0.6992491634190082,264000,0.17632553525474556,-0.0010651265518390573,0.003928359509736765,1.3391610097885132,1.6
207.25,0.9564437401294709,5.0,34,0.0,292,0.717167548686266,272000,0.1838851509493495,-0.0011135623254813253,0.004189428580866661,1.3442456173896788,2.09
212.31,0.9706425189971923,5.0,35,0.0,293,0.674065033197403,280000,0.17460974970331783,-0.0007514014767366461,0.0033979232620913536,1.3418328511714934,2.15
210.16,0.9532203423976898,5.0,36,0.0,293,0.7764790730178356,288000,0.1906209925188695,-0.000871594645868754,0.005072597677062731,1.3527459478378296,2.1
218.25,0.9315931415557861,6.0,37,0.0,293,0.8726540702581406,296000,0.21868907012184824,-0.00033204242965439334,0.0055973341467324645,1.3612257599830628,2.37
221.18,0.9043052858114242,6.300000000000026,38,0.0,294,1.092460777759552,304000,0.2760608188369845,-0.0015983707467239583,0.008686971843708306,1.3560922706127168,2.52
213.29,0.946986756324768,6.0,39,0.0,294,0.8607443904876709,312000,0.2264674532957111,-0.0007217699629836716,0.005622712498297915,1.3600143897533417,2.3
214.81,0.9324075365066529,5.1000000000000085,40,0.0,295,0.9280884757637977,320000,0.23675743443884759,-0.0005894658243050799,0.006274143593618647,1.3561704337596894,2.28
222.79,0.9184574335813522,7.200000000000017,41,0.0,295,0.8665542174875737,328000,0.20246944192456817,-0.0022508693946292624,0.005960202677815687,1.3574077224731445,2.5
223.21,0.9435211116075516,7.1000000000000085,42,0.0,295,0.8428511789441109,336000,0.2289882744208921,-0.00027160992060089485,0.0052969782816944646,1.3489894688129425,2.49
192.29,0.8539676183462143,5.0,43,0.0,295,0.9554374223947525,344000,0.2439587139770235,-0.0007272607840104684,0.006722556982422248,1.369052028656006,1.67
196.53,0.9361648207902908,5.0,44,0.0,295,0.9146441864967346,352000,0.2269483642223139,1.1062196281272918e-05,0.006321579526411369,1.3600395131111145,1.75
202.58,0.947438605427742,5.0,45,0.0,295,0.8136443826556206,360000,0.20434461816124214,-0.001958275234210305,0.004921840066090226,1.356846319437027,1.92
209.77,0.9118879652023315,6.0,46,0.0,295,0.9854406997561455,368000,0.26179651629587747,-0.0021814600360085023,0.007185116271721199,1.3596698081493377,2.16
212.47,0.9641335988044739,6.0,47,0.0,295,0.7544668608903885,376000,0.1906690275375993,-0.0011583553260425105,0.004187018239172176,1.3353968381881713,2.24
217.72,0.9560524022579193,6.0,48,0.0,295,0.7508812089264393,384000,0.19258343380268933,0.0001797139793052338,0.004540355706121772,1.3424813580513,2.37
218.46,0.9301536172628403,7.200000000000017,49,0.0,295,0.878839997947216,392000,0.22142614865949764,-0.001182594877318479,0.006112977729062549,1.3586475467681884,2.47
226.58,0.93441260099411,9.0,50,0.0,295,0.8724678194522858,400000,0.21810165713375285,0.00040228435536846516,0.006162155792117119,1.3518750715255736,2.73
230.14,0.9261787974834442,9.0,51,0.0,295,0.963058910369873,408000,0.2349246677450919,0.00047497877705609425,0.006555801322683692,1.3560314583778381,2.77
236.74,0.8626341098546981,8.100000000000009,52,0.0,296,1.2170599818229675,416000,0.3575511462105635,-0.0006699350391500047,0.012716497796354816,1.3480921137332915,2.92
223.84,0.9226481008529663,5.1000000000000085,53,0.0,296,1.0338045820593833,424000,0.26406887262909406,-0.002138593061827123,0.007904497635317967,1.3471830546855927,2.46
228.02,0.9406887459754943,6.0,54,0.0,296,0.8668739718198776,432000,0.21233503101566215,-0.0008519660811725771,0.005623180557740852,1.345705977678299,2.68
230.81,0.8929909926652908,9.0,55,0.0,296,1.1678699523210525,440000,0.29517530260912633,0.00026821444713277744,0.010090434752055445,1.3432547569274902,2.79
229.88,0.8831873947381973,7.0,56,0.0,296,1.1243772253394126,448000,0.2886021291708353,-0.001131348869530484,0.009257436597254127,1.3468496119976043,2.74
232.81,0.9221003901958466,7.0,57,0.0,297,1.003473593890667,456000,0.24411477309728277,0.00024008778083953075,0.007394369296962395,1.34374538064003,2.79
226.14,0.8443645513057709,5.1000000000000085,58,0.0,296,1.1984360498189925,464000,0.30466251603342104,-7.595233852043748e-05,0.01037221959559247,1.359283697605133,2.59
227.63,0.8548210573196411,5.0,59,0.0,297,1.2673564851284027,472000,0.32484405556638096,-0.001856901095015928,0.011415401285048574,1.336994833946228,2.69
226.59,0.8935004001855851,5.0,60,0.0,297,1.1289513254165648,480000,0.2754973648965588,-0.0013433535574586132,0.009138556581456214,1.341762636899948,2.64
225.77,0.8082399964332581,6.0,61,0.0,296,1.2566702443361282,488000,0.32527730738270416,-0.0011098787779337726,0.011207616567262449,1.3419152092933655,2.59
222.75,0.8509016889333725,6.0,62,0.0,297,1.3097605180740357,496000,0.33972886077820763,-0.0015211560545139945,0.011909533217549324,1.3112616896629334,2.6
225.26,0.9272422993183136,6.0,63,0.0,297,1.0310733592510224,504000,0.2598368667798587,-0.0008352924860082567,0.007545808129943907,1.321694188117981,2.71
236.68,0.8664712297916413,7.0,64,0.0,295,1.149920089840889,512000,0.26553487768919937,0.0013799299270613118,0.009238212269265205,1.33874161362648,3.06
248.41,0.9083913064002991,8.100000000000009,65,0.0,293,1.0949825420975685,520000,0.2563966195205586,-0.0009154998755548149,0.008563369385665282,1.329658192396164,3.38
252.32,0.9457401955127716,9.0,66,0.0,294,0.8809177896380425,528000,0.21704032093902512,-0.0005694826111357543,0.005662246257415972,1.3254426634311676,3.47
257.65,0.9160334843397141,9.0,67,0.0,294,0.9853958842158318,536000,0.2342653042075947,-0.0013803674856899305,0.0071107000554911795,1.3358961582183837,3.55
256.14,0.8918558132648468,9.0,68,0.0,294,1.1690090158581734,544000,0.2887564284364951,-0.0008054737542988733,0.009484861951787025,1.3501856327056885,3.49
248.35,0.9067112243175507,9.0,69,0.0,294,1.025283562541008,552000,0.24679002552202486,-0.0012977334284005337,0.007473083194345236,1.337913076877594,3.39
228.12,0.9226844984292984,7.200000000000017,70,0.0,294,1.0179286569356918,560000,0.24742200174648624,-0.0007789602194679901,0.0071381684252992275,1.329339371919632,2.82
241.78,0.8270017224550247,9.0,71,0.0,294,1.441939212679863,568000,0.3612509040822955,-0.002805076272343285,0.014132844924461097,1.2982871568202972,3.27
239.68,0.9229332393407822,9.0,72,0.0,294,1.0247461161017417,576000,0.2620762366612521,-0.0018610629823524504,0.007336094843922183,1.3278075313568116,3.11
241.28,0.9167317843437195,8.0,73,0.0,294,1.0617538791894914,584000,0.2591082867988004,-0.0019440542225493118,0.007774115932406857,1.3117484414577485,3.15
233.08,0.8746235233545303,7.1000000000000085,74,0.0,294,1.223835614323616,592000,0.298048666821284,-0.00011520078493049368,0.010520708311814815,1.3041676259040833,3.01
238.57,0.911144956946373,8.100000000000009,75,0.0,294,1.0980718731880188,600000,0.2862646135403967,-0.0025870399409905075,0.008347849028650671,1.3110775530338288,3.3
233.74,0.9120575487613678,8.100000000000009,76,0.0,294,1.113466396331787,608000,0.28903917819152436,-0.0027925721659266857,0.008714726900216192,1.3142712938785552,3.18
234.83,0.921111376285553,9.0,77,0.0,294,1.034152784049511,616000,0.24875196561388285,0.0006123080884572118,0.007311705504544079,1.313785799741745,3.27
236.39,0.8730617517232895,7.1000000000000085,78,0.0,295,1.1836394414305687,624000,0.2824358565384011,-0.001978429527953267,0.01011557079909835,1.3266083133220672,3.24
244.82,0.8947699522972107,8.100000000000009,79,0.0,295,1.1180117124319076,632000,0.28041405301265737,-0.0019465408243559067,0.008574106313753873,1.301357887983322,3.48
251.08,0.9095862358808517,9.0,80,0.0,295,1.022097262442112,640000,0.24742702411019835,-0.0015760002221213653,0.007277679631952197,1.328587373495102,3.62
254.82,0.7818913030624389,10.0,81,0.0,294,1.395596821308136,648000,0.4076330038500427,-0.0031000588019378483,0.01806952045997605,1.3256519877910613,3.8
254.66,0.9345175838470459,9.0,82,0.0,295,0.9599926140904427,656000,0.23305111195277134,-0.0017991522366355638,0.006125609991140663,1.3122460281848907,3.84
241.95,0.8906309908628464,7.0,83,0.0,295,1.2087934452295304,664000,0.3020194128137416,-0.001419631455646595,0.009861646797508,1.315404909849167,3.31
243.12,0.8882430481910706,7.0,84,0.0,295,1.2313068848848343,672000,0.3204974522149744,-0.0032533255727321374,0.010327075300738215,1.2960473906993866,3.3
247.83,0.8911680847406387,8.0,85,0.0,295,1.2484468245506286,680000,0.32711928945349117,-0.001924012635136023,0.010580348621588201,1.2917445814609527,3.61
254.68,0.8988031214475631,8.0,86,0.9000000000000004,295,1.1437338584661483,688000,0.28770440998655045,-9.568282344844192e-05,0.009087375192902982,1.321078667640686,3.79
263.17,0.900469354391098,9.0,87,1.0,295,1.1532762968540191,696000,0.2848055824853572,-0.00153823645261582,0.009147929050959647,1.2994581580162048,4.06
276.14,0.9051192432641983,9.100000000000009,88,1.0,296,1.1654005175828934,704000,0.3047169207556883,-0.004738651444204152,0.009466471935156732,1.2715356302261354,4.33
282.38,0.8725328421592713,10.0,89,1.0,296,1.2581283414363862,712000,0.31266518151975986,-0.0018793268827721477,0.010765958763659,1.2877064442634583,4.56
295.17,0.8594752937555313,10.0,90,1.0,296,1.2941257435083389,720000,0.3460763238307473,-0.0025769628271518743,0.011658869828097522,1.3000410318374633,5.09
301.02,0.8378808557987213,10.100000000000009,91,1.0,296,1.4492687052488327,728000,0.374344889868477,-0.0020059635723009704,0.014044213062152266,1.316348741054535,5.24
289.81,0.8835683238506317,10.100000000000009,92,1.0,296,1.298146082162857,736000,0.356853293937951,-0.004601259249320719,0.011497939738910645,1.2948301553726196,5.12
297.18,0.8599161165952682,10.0,93,1.0,296,1.4194527930021286,744000,0.37625037755076696,-0.003561375278804917,0.01355493574636057,1.3082090651988982,5.1
295.77,0.8393475574254989,9.0,94,2.0,296,1.3340223622322083,752000,0.3548155660468016,-0.0022482252879126464,0.012177834109170362,1.2930643784999847,5.14
295.29,0.8500225532054901,10.0,95,1.0,296,1.323711923956871,760000,0.33356635916668426,-0.001616309654309589,0.011595409212168306,1.3028808987140656,5.22
299.23,0.8247988682985306,10.0,96,2.0,296,1.4667666798830032,768000,0.3984098424521561,-0.004613709030090831,0.014471685220487416,1.2818945145606995,5.34
304.41,0.8712966656684875,10.0,97,2.0,296,1.3653129971027373,776000,0.3663502747370231,-0.004098129094927572,0.012325793334748597,1.2893509352207184,5.5
311.74,0.8325885957479477,10.100000000000009,98,2.0,296,1.4453579890727997,784000,0.3660893092876157,-0.0031902280414942653,0.013992617609910668,1.2708556842803955,5.74
317.21,0.8821668523550034,10.0,99,2.0,297,1.2470285177230835,792000,0.3043799532207312,-0.004423143264721148,0.01043213121825829,1.2548687970638275,5.89
312.89,0.8406610208749771,10.0,100,2.0,297,1.4296630239486694,800000,0.37445703402091257,-0.0029582174855750055,0.013507192577235401,1.2594869434833527,5.77
322.67,0.8601993721723556,10.0,101,2.0,297,1.285515256524086,808000,0.33713764409854063,-0.0031382786616450174,0.011281139287166297,1.263472764492035,6.33
327.03,0.8414960861206054,10.0,102,2.0,297,1.514143738746643,816000,0.4387700484003389,-0.006481928452267312,0.015304353185929358,1.2353389644622803,6.41
327.51,0.823590612411499,11.0,103,2.0,297,1.5685214221477508,824000,0.4416462174391533,-0.0015133563289418818,0.016378685724921526,1.2369663560390471,6.53
334.53,0.7744170796871185,11.0,104,3.0,297,1.5813120484352112,832000,0.4231699733484932,-0.005568285969275166,0.016743678017519414,1.2257605361938477,6.68
331.2,0.8486179685592652,11.0,105,3.0,297,1.4762262827157975,840000,0.39809538547910683,-0.0037605417356826364,0.014393872846849263,1.2399357783794402,6.34
339.61,0.7887193876504898,11.100000000000009,106,3.0,298,1.704630008339882,848000,0.44971267986296243,-0.00508564762189053,0.019272004081867636,1.259268342256546,6.78
341.7,0.8638449794054032,12.0,107,3.0,298,1.4134862607717513,856000,0.36991796370395413,-0.0023308676893066147,0.01312931025866419,1.226245254278183,6.76
347.37,0.8578116619586944,12.0,108,3.0,298,1.3665777790546416,864000,0.3865465015649391,-0.004944649004028179,0.01252786211669445,1.2614813768863677,6.87
348.94,0.8466431504487991,12.0,109,3.0,298,1.3913069826364517,872000,0.3885438336863613,-0.0031823511992115526,0.012783845784142614,1.2454549384117126,6.92
351.76,0.8734117585420609,12.0,110,3.0,298,1.3791712605953217,880000,0.40551955112866195,-0.006410391677636653,0.012995214662514626,1.2311026257276536,6.61
362.22,0.8510021388530731,11.100000000000009,111,3.0,298,1.4159418934583663,888000,0.37927680501516486,-0.0020408777584088964,0.013264496754854917,1.257637207508087,6.88
364.43,0.8164326590299607,11.0,112,3.0,298,1.538761151432991,896000,0.4158062374587368,-0.001741656805097591,0.015792352922726422,1.2554440796375275,6.96
358.95,0.8187972325086593,11.0,113,2.9000000000000004,297,1.4830365413427353,904000,0.38909148052933273,-0.0026767865404690385,0.01453263550531119,1.2784081816673278,6.87
370.38,0.8227889084815979,12.0,114,3.0,297,1.5036245387792588,912000,0.4187573724499331,-0.003216915046505164,0.014919987691100686,1.2418097007274627,7.33
375.52,0.8040433245897293,12.0,115,3.0,297,1.5553993970155715,920000,0.42382423796818247,-0.005889773639501073,0.016108185346238316,1.2310904133319855,7.51
368.16,0.7619483107328415,12.0,116,3.0,298,1.646066814661026,928000,0.4724584446522214,-0.005980835428345017,0.018312282459810376,1.2119760072231294,7.35
374.55,0.826061903834343,12.0,117,4.0,298,1.5305683451890946,936000,0.4410206053649444,-0.0029150095232762397,0.015255413982085884,1.23828560590744,7.52
371.3,0.8143924683332443,12.0,118,4.0,298,1.599448959827423,944000,0.42891282351521776,-0.003075094312662259,0.017140544834546745,1.2438917303085326,7.49
376.55,0.799892555475235,12.0,119,4.0,298,1.6599997121095658,952000,0.457611936701942,-0.007383949549985118,0.01847908994182944,1.217994155883789,7.69
364.31,0.813053441643715,11.0,120,4.0,298,1.5881396698951722,960000,0.44569652226572026,-0.004801916757132858,0.016661260169930758,1.1857341539859771,7.34
376.95,0.757668383717537,12.0,121,5.0,298,1.8052660763263702,968000,0.5473001882454271,-0.003932379619218409,0.021456243242137133,1.190206570625305,7.69
384.07,0.795223463177681,13.0,122,5.0,298,1.6733345049619675,976000,0.4822580504479206,-0.004757356890831943,0.01821492876391858,1.1942729246616364,7.98
381.35,0.8294972151517868,13.0,123,5.0,298,1.5657526707649232,984000,0.4169312827387687,-0.004422992076724768,0.01630826069507748,1.1904730665683747,7.78
380.82,0.8103747493028641,12.100000000000009,124,4.9,298,1.6175691908597947,992000,0.4623905260815362,-0.0069713072397280485,0.017177375364117325,1.1864533579349519,7.78
392.68,0.7681199860572815,13.0,125,4.0,298,1.6540632879734039,1000000,0.4593300366481309,-0.0038897156018720125,0.018226702813990414,1.177806581258774,8.2
390.55,0.7276748383045196,13.0,126,4.0,298,1.8776647353172302,1008000,0.5252937553163204,-0.0035891490947688,0.02343519575893879,1.1689637100696564,8.52
397.7,0.7959515738487244,13.0,127,4.9,298,1.6444700944423676,1016000,0.44987177944245427,5.243144143605605e-05,0.018015624876134097,1.1945025384426118,8.75
406.17,0.7863956815004349,14.0,128,5.0,298,1.6741041207313538,1024000,0.48938104084384354,-0.006706566521315836,0.018709756298922003,1.1729117834568024,9.55
418.67,0.7806992673873902,14.0,129,5.0,299,1.691149344444275,1032000,0.4577221817670788,-0.00477841701133002,0.018930690758861602,1.1728789800405501,10.06
416.42,0.8049447494745254,14.100000000000009,130,5.0,299,1.6172506511211395,1040000,0.4809460288809956,-0.003942800765507855,0.01737389761954546,1.1998958170413971,9.99
416.76,0.8092590814828873,15.0,131,5.0,299,1.5944840055704117,1048000,0.460605028385907,-0.005860207501682453,0.01680620030965656,1.2005421090126038,9.77
414.88,0.7748210406303406,15.0,132,5.9,299,1.7726970279216767,1056000,0.496866040618059,-0.00802320032089483,0.02191300577484071,1.193101453781128,9.88
422.79,0.7863911467790604,15.0,133,6.0,299,1.6813151794672012,1064000,0.4643483488466976,-0.0007695806201081723,0.018497214172966778,1.2215736782550812,9.81
421.42,0.7971028292179108,15.0,134,5.0,299,1.5793657010793687,1072000,0.425741710816201,-0.006561924219713546,0.0164653375511989,1.2183516073226928,9.62
427.81,0.8022892385721206,15.100000000000009,135,5.0,299,1.6851612436771393,1080000,0.47198857997222715,-0.001151627429353539,0.018790306351147593,1.1817536354064941,9.71
436.96,0.7676860767602921,16.0,136,5.9,299,1.7733465504646302,1088000,0.46382488706671476,-0.004158212253096281,0.02038615392521024,1.168656519651413,9.95
439.38,0.8002768963575363,14.100000000000009,137,5.0,299,1.6691555953025818,1096000,0.45563292793140336,-0.008154421727404042,0.018303986433893443,1.1953523278236389,9.83
450.16,0.8147525835037231,15.100000000000009,138,5.0,299,1.5368459284305573,1104000,0.42631814811843916,-0.00560994268336799,0.015508421291597187,1.1945017397403717,10.05
452.52,0.8067110496759414,15.0,139,5.9,299,1.6387192153930663,1112000,0.44717130370088704,-0.004083303280640394,0.01764318116940558,1.2090126633644105,9.96
456.35,0.7668017780780793,15.0,140,5.9,299,1.75338217318058,1120000,0.4804401917867298,-0.0006421839914037264,0.020294681466184558,1.206119009256363,10.03
465.91,0.7733990836143494,15.0,141,6.0,299,1.7299118274450302,1128000,0.5267242573339693,-0.006118737662909553,0.01975458165630698,1.194651929140091,10.43
450.13,0.6460595399141311,15.0,142,6.0,299,1.9931218498945236,1136000,0.7555886303705281,-0.001524971745966468,0.031763516333885494,1.1870417857170106,9.81
459.8,0.7128605943918228,15.0,143,6.0,299,1.812279788851738,1144000,0.4847377160277396,-0.005168371211038902,0.021798681127838792,1.187912621498108,10.37
462.45,0.764903838634491,16.0,144,6.0,299,2.211195319890976,1152000,0.9993996011074227,-0.009094738790518022,0.03854975008405745,1.1971953547000884,10.86
465.04,0.790071752667427,16.0,145,6.0,299,1.7712285125255585,1160000,0.47721667682193064,-0.009505132586346008,0.02053355230949819,1.1976042425632476,12.99
447.6,0.7720501691102981,16.0,146,6.0,299,1.7516715598106385,1168000,0.45260949299581993,-0.004036646828753873,0.02037902227602899,1.1921866106987,12.86
445.76,0.7832654082775116,16.0,147,5.0,299,1.766355687379837,1176000,0.479591974628157,-0.008406326861586422,0.020543739637359976,1.1516417121887208,12.66
446.07,0.8047920256853104,18.0,148,6.0,299,1.6898929160833358,1184000,0.45419942434454347,-0.004934389634581748,0.018668207484297455,1.171321346759796,13.29
442.98,0.7999059957265854,18.0,149,6.0,299,1.6631280952692031,1192000,0.4405260139472484,-0.00321490271599032,0.018078661686740816,1.1667667436599731,13.19
441.81,0.7584561467170715,18.0,150,6.9,300,1.8875167977809906,1200000,0.5522400022863068,-0.007513103760429658,0.02334864196833223,1.1658301293849944,11.35
454.73,0.7181591379642487,19.10000000000001,151,6.0,300,1.9077390813827515,1208000,0.5597325375224099,-0.003242824061890133,0.024017918156459928,1.1270833736658097,12.13
471.53,0.771001301407814,19.10000000000001,152,7.0,300,1.7806905460357667,1216000,0.5042939443197497,-0.0026865841913968325,0.02082126906141639,1.1301980030536651,12.63
478.09,0.7870194232463836,20.0,153,8.0,300,1.7081125324964523,1224000,0.4415592273598586,-0.003499912369297817,0.01900010250508785,1.1652344405651092,13.1
489.96,0.779530422091484,19.0,154,7.9,300,1.7314321106672288,1232000,0.4583915631638037,-0.005903249247639905,0.01974032357800752,1.1578165984153748,12.81
497.83,0.7370766967535018,20.10000000000001,155,8.0,300,1.774270555973053,1240000,0.4363890095554286,-0.0011709050691570155,0.020754255075007676,1.1926782703399659,13.28
493.29,0.787753968834877,19.10000000000001,156,7.0,300,1.7571561133861542,1248000,0.4932069236392283,-0.000296120629645884,0.020277315643616022,1.1468738210201264,13.17
501.43,0.767340145111084,19.10000000000001,157,7.9,300,1.8090332353115082,1256000,0.5341545379317736,-0.0035052831660141236,0.0216139634558931,1.1638180953264237,13.14
496.51,0.7960598027706146,19.0,158,7.0,300,1.6589472448825837,1264000,0.4724104981115941,-0.0033480204272200356,0.01786283981986344,1.1924010109901428,12.84
496.18,0.7819556933641434,19.0,159,7.0,300,1.7445822858810425,1272000,0.48777270328901684,-0.004675246594269993,0.020192594709806146,1.2007830655574798,12.55
488.84,0.7677008682489395,18.10000000000001,160,7.0,300,1.738295573592186,1280000,0.49176967749116934,-0.004866907632094808,0.020050136498175563,1.1965457248687743,12.62
486.35,0.7836748933792115,17.0,161,7.0,300,1.7806060206890106,1288000,0.5225384367318686,-0.002999625270604156,0.020651200683787466,1.182194777727127,12.04
495.44,0.7541532737016677,17.0,162,8.0,300,1.883079273700714,1296000,0.508231469134598,-0.0019739783147815614,0.023462771000340582,1.1576089239120484,12.21
390.17,-0.2610569941997528,16.0,163,0.0,300,1.604228744506836,1304000,0.4597961615959478,-0.009142301076681179,0.022367068286257563,1.2566749405860902,8.8
224.99,-0.22655381560325621,11.100000000000009,164,0.0,300,1.1467947816848756,1312000,0.18809146199147123,0.0021748606697656213,0.01260344457890824,1.3580901396274567,3.2
167.36,-0.12930997908115388,3.0,165,0.0,300,1.027715907096863,1320000,0.17217672629605388,0.0027782530477270485,0.011017527300045913,1.3749331259727477,1.11
178.0,-0.31638467669486997,3.1000000000000085,166,0.0,300,1.3099850150942802,1328000,0.21387038214637144,0.003290964977350086,0.01553860838734181,1.362346112728119,1.32
191.11,-0.046070066690444944,4.1000000000000085,167,0.0,300,1.12327441342175,1336000,0.18632773104170436,0.0008126746444031596,0.012871025898712106,1.3718072259426117,1.64
182.66,-0.009048760533332825,3.0,168,0.0,300,1.0508432949148119,1344000,0.16964441512651418,0.0008116260907263495,0.011148288482904717,1.3741989636421204,1.48
181.16,-0.060678468942642214,3.1000000000000085,169,0.0,300,1.373844280987978,1352000,0.2167439243571638,0.0030295170994941146,0.01643020250829068,1.3723933684825897,1.41
185.09,-0.043758911490440366,4.0,170,0.0,300,1.1135903403162957,1360000,0.1810561085822099,0.0009069902426563204,0.01235309390448947,1.3821013641357422,1.5
186.23,-0.007630115151405334,3.1000000000000085,171,0.0,300,1.3402169078029693,1368000,0.1984791827608957,0.0006955520337214693,0.01534520132856187,1.3827874517440797,1.51
180.86,-0.014394950270652771,3.0,172,0.0,300,0.9912290179729462,1376000,0.15986281378733763,-0.001431280613760464,0.009817865131280997,1.370727300643921,1.4
175.43,-0.004512585997581482,3.0,173,0.0,300,1.3406064926087857,1384000,0.2108980878531333,0.0024830100941471756,0.015634027466512636,1.3795031416416168,1.28
