frames,policy_loss,grad_norm,PMM:episode_rewards,advantage_norm,policy_entropy,episode_length,P01:episode_rewards,fps,value_loss,P09:episode_rewards,epoch_idx,explained_variance
2832000,-0.019651390618237202,0.7856068371113083,49.49,2.5373885846138,1.016132606267929,1055.4,27.9,312,0.04668733099009842,72.0,354,0.6090661406517028
2840000,-0.007943356088362634,0.6374217895411626,49.89,2.117075091600418,1.017563283443451,1060.54,27.0,312,0.0337296499311924,72.10000000000001,355,0.6358896362781524
2848000,-0.01084641288034618,0.7716226854595337,50.83,2.2390036749839783,1.0029999870061874,1071.75,28.799999999999997,312,0.03727870056405663,72.10000000000001,356,0.6531530445814133
2856000,-0.017017619067046325,0.7323076701367971,52.88,2.2991243374347685,1.0451521384716034,1090.87,30.0,312,0.03936238592490554,74.50000000000004,357,0.6662096613645554
2864000,-0.007505505377775989,0.6936324979675754,54.03,2.30481718480587,1.0009376335144042,1108.94,30.900000000000002,312,0.03755345706827939,81.50000000000004,358,0.626103857755661
2872000,-0.014831388178863562,0.8532671331423844,56.45,2.3952253186702728,1.048463009595871,1121.3,30.0,312,0.043785258512943986,87.40000000000003,359,0.6056456315517426
2880000,-0.007621054730043398,0.697633038269757,56.39,2.2041116839647295,1.0621655625104904,1125.19,30.0,312,0.036105634891428054,87.40000000000003,360,0.6427984970808029
2888000,-0.016597013000864535,0.83022897044632,56.24,2.457876579761505,1.0449113887548447,1125.06,30.0,312,0.04625147422775626,86.10000000000001,361,0.6785511255264283
2896000,-0.010325882887409535,0.7116565767813199,58.38,2.4016472613811493,1.01084696829319,1131.26,30.900000000000002,312,0.045363424569368364,86.60000000000005,362,0.6111809170246124
2904000,-0.021166813919699053,0.744386389896612,59.21,2.1762870013713838,1.0380978333950042,1139.37,30.900000000000002,312,0.03463969026692212,86.60000000000005,363,0.7120800131559372
2912000,-0.016241512189735657,0.8278416917337533,60.61,2.1968089818954466,1.0435853242874145,1157.06,31.0,312,0.037212287127040326,92.10000000000001,364,0.6933896845579147
2920000,-0.017428611381619705,0.7337936818279222,61.52,2.2214593905210496,1.0589157551527024,1168.25,31.9,312,0.03646453449968248,92.10000000000001,365,0.6569275629520416
2928000,-0.022553390992397906,0.8732035619991003,61.6,2.487215364575386,1.0247343522310257,1175.87,33.0,312,0.045414221039973196,92.10000000000001,366,0.6254476273059845
2936000,-0.010109883640834596,0.6421399505557197,62.24,1.962974090576172,1.0349950522184372,1187.59,33.9,312,0.028138429154641927,92.10000000000001,367,0.6535190862417221
2944000,-0.02098592256428674,0.7963678241080088,63.72,2.547464929819107,1.051357416510582,1196.24,34.0,312,0.04765362971462309,93.20000000000002,368,0.6549882316589355
2952000,-0.014145198166079353,0.7218498428237075,63.67,2.2178861701488497,1.014540258049965,1200.88,34.0,312,0.03769870403688401,92.30000000000003,369,0.6579283630847931
2960000,-0.021580117224366403,0.9361419683482142,63.52,2.46515820980072,1.0047920972108841,1199.91,34.900000000000006,312,0.04483121826313436,86.60000000000005,370,0.6424578416347504
2968000,-0.008921574404230342,0.6653372583259128,63.03,1.8929815989732743,1.0122490888834,1192.68,34.900000000000006,312,0.026615300849080085,86.0,371,0.7027137666940689
2976000,-0.02330640058265999,0.8906936978915928,62.19,2.5617702460289,1.013652445077896,1186.26,34.900000000000006,312,0.048573973141610625,86.0,372,0.6900862723588943
2984000,-0.013132349960505963,0.7202464170651162,61.13,2.313307935595512,1.0437138974666595,1192.12,36.8,312,0.03936290310230106,85.0,373,0.6932784354686737
2992000,-0.01293626617291011,0.7377804470825834,60.24,2.331096503138542,1.0497759276628493,1176.65,34.900000000000006,312,0.039661109647713605,85.0,374,0.5890381282567978
3000000,-0.022609649989753962,1.1790469692178498,60.57,2.7651637572050096,1.0392612880468368,1171.38,34.900000000000006,312,0.09063697576988489,85.0,375,0.5567522764205932
3008000,-0.01579068550898228,0.7084140392195084,58.84,2.257030298113823,1.0385744339227676,1164.82,34.900000000000006,312,0.03743071594741196,85.0,376,0.6897259342670441
3016000,-0.008295941121177748,0.7673453771824051,57.86,2.3531557118892668,1.03052952170372,1151.42,34.0,313,0.040269514620304106,82.30000000000003,377,0.6506999623775482
3024000,-0.0143682304531103,1.5065920277511706,59.2,2.922055010199547,1.0138530600070954,1144.44,36.8,313,0.11382334160152822,82.30000000000003,378,0.4817978459596634
3032000,-0.014935283455997705,0.8023136954426979,59.7,2.498754761815071,1.0355096858739854,1137.72,35.9,313,0.047425890956073996,85.0,379,0.6252262914180755
3040000,-0.014612197795067915,0.708419835489994,60.98,2.2506203269958496,1.029486091732979,1159.86,36.9,313,0.03682447117753327,85.0,380,0.6807305753231049
3048000,-0.009488835276424652,0.7497123972999477,61.07,2.298005087375641,1.0463080316781999,1153.81,35.9,313,0.038211671928875146,85.0,381,0.6633307039737701
3056000,-0.016199030139599984,0.8486252220625511,60.47,2.430443285703659,1.0528410959243775,1146.19,35.9,313,0.04491344730835408,83.20000000000002,382,0.6525389629602433
3064000,-0.0187918449647259,0.7662646359222639,59.33,2.1713249772787093,1.033622527718544,1128.31,32.9,313,0.03570697330869734,83.20000000000002,383,0.6859891283512115
3072000,-0.020990896301809697,2.0247994452200957,62.39,3.0051432341337203,1.0400076323747636,1134.61,32.9,313,0.07519200583919883,89.70000000000006,384,0.7483417469263077
3080000,-0.008886518760118634,0.8070734322515838,63.83,2.430391489267349,1.0483523851633072,1147.51,35.7,313,0.04101180464029312,96.0,385,0.6680939161777496
3088000,-0.01726462322054431,0.7671106613814199,62.67,2.234229898452759,1.0255702900886536,1133.75,35.7,313,0.03723970679100603,89.70000000000006,386,0.6380752259492875
3096000,-0.010715945589122384,0.6871869177699677,63.2,2.275637938380241,1.0262072837352754,1132.71,35.7,313,0.03678266843780875,96.0,387,0.7020454049110413
3104000,-0.014457252609008719,0.8264400802817997,64.52,2.249951820373535,0.9950667041540145,1146.42,36.9,313,0.038743293662555515,96.0,388,0.6561978340148926
3112000,-0.017140755173750223,0.7788978029828187,64.16,2.4191993749141694,0.9944083178043366,1151.46,38.800000000000004,313,0.042440741076134145,89.70000000000006,389,0.6771725910902023
3120000,-0.02071503896469949,0.788398304954159,65.11,2.400566198825836,0.9904529035091401,1158.31,37.0,313,0.04348668821156025,96.0,390,0.7022411650419236
3128000,-0.0064530710014514625,0.6356937420212798,65.26,2.1048702770471572,0.9959771901369094,1157.27,37.0,313,0.03352965592872351,96.0,391,0.6984195584058761
3136000,-0.019259827782807406,0.8130848775427847,64.41,2.4381468284130094,1.0250038874149323,1158.19,37.0,313,0.04281052360311151,89.70000000000006,392,0.6733485835790635
3144000,-0.003028146348660812,1.0827128532216574,64.28,2.548514804840088,1.0037483304738999,1164.18,38.800000000000004,313,0.05173020203132182,89.0,393,0.6828363114595413
3152000,-0.018970046851900405,1.6140229288920083,65.93,2.6366130089759827,1.003987006545067,1171.35,39.0,313,0.06816973207052797,89.0,394,0.6415049630403519
3160000,-0.019577318535884843,0.7838474914769721,65.86,2.305322734117508,1.0115409523248673,1177.69,39.0,313,0.03937260740902275,89.0,395,0.6849346435070038
3168000,-0.009839756552028121,0.6945414661299083,66.09,2.2332274109125136,0.996941984295845,1181.05,38.800000000000004,313,0.03789168600924313,89.0,396,0.628148222565651
3176000,-0.01746347348031122,1.4130095038702035,68.52,3.115173503160477,1.0019207465648652,1180.4,40.9,313,0.12291802794672549,93.30000000000003,397,0.5586288702487946
3184000,-0.020281429577153176,0.7657189461071848,68.39,2.217069848179817,1.0177240806818009,1187.28,39.9,313,0.03735283729154617,89.40000000000003,398,0.6782564997673035
3192000,-0.016270554832590278,0.8197076221916629,66.41,2.4959073960781097,1.0209953147172928,1179.58,40.9,313,0.04774556641932577,89.0,399,0.6347956132888793
3200000,-0.0077489916054764765,0.7636326142356519,66.52,2.2796570956707,1.0178062468767166,1176.89,40.9,313,0.03923768552485853,89.20000000000002,400,0.6585397529602051
3208000,-0.013043610467575491,0.6787158261311999,67.7,2.172633433938026,1.015533862709999,1181.1,40.9,313,0.03628547720145434,91.20000000000002,401,0.6975656700134277
3216000,-0.009441631003865041,0.7162054022523061,67.23,2.290408126115799,0.9883569180965424,1178.8,38.900000000000006,313,0.03908582753036171,93.50000000000004,402,0.6725134962797165
3224000,-0.015604991226573474,1.1428106305866883,68.46,2.7204350209236146,1.0048098480701446,1192.4,38.900000000000006,313,0.10281751033384352,98.50000000000004,403,0.4765554213523865
3232000,-0.0193765441456344,0.8257271805924665,68.23,2.3484195637702943,0.9959607887268066,1185.67,37.900000000000006,313,0.041464184834621845,98.50000000000004,404,0.6434108543395997
3240000,-0.015210667902028945,1.211997745908331,71.15,2.9722771978378297,0.9877520006895065,1192.46,38.900000000000006,313,0.08234867443330586,104.0,405,0.6674277186393738
3248000,-0.007717357381479815,0.7697443501454498,72.17,2.387262573838234,0.9993885207176209,1198.96,37.900000000000006,313,0.043618248328566554,104.0,406,0.6400869709253311
3256000,-0.015112412948510609,0.9136511675039446,73.36,2.5463915598392486,1.002427966594696,1207.39,41.599999999999994,313,0.04794973067007959,104.50000000000004,407,0.6021636670827866
3264000,-0.014696641798655036,0.8217108377612924,73.68,2.348593919277191,0.9946917808055877,1212.34,37.900000000000006,313,0.0433277427405119,109.10000000000001,408,0.6016068994998932
3272000,-0.011615189026924782,0.8563130204147315,72.45,2.415077495574951,0.9700762486457825,1196.74,36.0,313,0.04363023981451988,104.50000000000004,409,0.6440368294715881
3280000,-0.018451253758976237,0.8129135318688091,72.87,2.257880357503891,1.0067447459697723,1198.57,36.0,313,0.0387471783393994,104.50000000000004,410,0.7370614534616471
3288000,-0.01914596864105988,0.8288118346896348,73.42,2.5468195170164107,0.9889963448047638,1204.86,37.800000000000004,313,0.04932291607838124,106.30000000000003,411,0.6241233938932419
3296000,-0.007566625282051973,0.7010072206566659,75.21,2.1252351838350294,0.991998838186264,1220.99,37.800000000000004,313,0.03522489457856864,109.0,412,0.6540274697542191
3304000,-0.018926697155111468,0.7903033596299132,73.8,2.3585771429538727,0.9517341017723083,1222.57,38.800000000000004,313,0.042229121197015045,106.30000000000003,413,0.6628315377235413
3312000,-0.019527951848576777,1.020246715586641,74.33,2.6934715843200685,0.9856201535463334,1226.91,36.0,313,0.05816366409882903,106.30000000000003,414,0.5538653612136841
3320000,-0.00899992092512548,0.6856209792334745,72.51,2.0454064309597015,0.9659671413898469,1213.69,34.0,313,0.03109791678376496,106.30000000000003,415,0.6873344355821609
3328000,-0.012572262976318598,0.7613078217164164,69.87,2.321887254714966,0.9536429482698441,1199.59,33.9,313,0.04101795788854361,106.30000000000003,416,0.6606591987609863
3336000,-0.010960039743149536,0.7731781020112222,68.89,2.0034951931238174,1.0220706725120545,1186.06,33.9,313,0.03093779063783586,106.30000000000003,417,0.6781033039093017
3344000,-0.011256335403304547,0.834449493203214,65.26,2.0802406227588652,1.0183247852325439,1148.34,28.0,313,0.03375381159596145,106.10000000000001,418,0.5334933435916901
3352000,-0.010145910440769512,0.657381990890065,62.24,2.23310888171196,0.9970368456840515,1146.15,28.0,313,0.039334460669197144,100.10000000000001,419,0.6096623575687409
3360000,-0.01291686825978104,0.7195282108834375,58.17,2.0911704701185228,1.0801061385869979,1112.4,27.8,314,0.03291328048566356,98.20000000000002,420,0.47170942544937133
3368000,-0.012152280669251923,0.8561955134889874,52.81,2.2593570894002912,1.0754202097654342,1052.5,16.9,314,0.03804544160142541,96.20000000000002,421,0.5389178889989853
3376000,-0.020428273690049535,0.8589632163013079,51.31,2.261012833714485,1.066731682419777,1040.85,16.9,314,0.04191564033273607,96.20000000000002,422,0.6582809925079346
3384000,-0.023964322578540306,0.8733896779698276,51.13,2.4864360958337786,1.0450753939151765,1043.05,16.9,314,0.04785012085922062,96.20000000000002,423,0.6245314019918442
3392000,-0.01634265822125599,0.7805611700590933,50.19,2.252942968606949,1.0316212147474288,1025.82,16.9,314,0.03928670198656618,87.90000000000008,424,0.6739073663949966
3400000,-0.011316412668675184,0.7329734349567818,48.02,2.2455725121498107,1.0329792702198028,1015.47,16.9,314,0.03741189154330641,81.10000000000001,425,0.6541628617048264
3408000,-0.014645790021168068,0.6762520623985182,49.06,2.2279214614629748,1.0532313603162766,1021.5,16.9,314,0.04088288686238229,81.30000000000003,426,0.6400894570350647
3416000,-0.013390197426779195,0.728333824225203,47.25,2.3058351242542265,1.046626981496811,1012.85,16.9,314,0.040177134647965435,75.0,427,0.6346936148405075
3424000,-0.012786819670873228,0.7479157309894127,49.36,2.062947336435318,1.0366205024719237,1042.19,19.0,314,0.03300912132486701,75.60000000000005,428,0.665164766907692
3432000,-0.01627548114207457,0.74686661440272,50.88,2.294491235613823,1.0391055303812027,1060.99,19.0,314,0.04182761135045439,76.50000000000004,429,0.6452615857124329
3440000,-0.011932950002374128,0.7818005793693988,51.2,2.3578995096683504,1.0476769816875457,1063.32,19.0,314,0.04298687144648284,81.30000000000003,430,0.6040165764093399
3448000,-0.022697823282214813,0.8360798315687924,53.83,2.4185988932847975,0.9932598280906677,1083.48,19.0,314,0.04686296255793423,85.50000000000004,431,0.6573790156841278
3456000,-0.006326265797833912,0.7318055596988952,55.92,2.197200340628624,0.9928981018066406,1105.46,25.400000000000002,314,0.03841941292397678,90.20000000000002,432,0.6904882490634918
3464000,-0.0212008423458974,1.1489007283873134,59.58,2.487962667942047,1.0110253554582596,1126.86,26.900000000000002,314,0.05470960394013673,99.0,433,0.5967554694414139
3472000,-0.015021489288192242,1.4187907090178595,66.17,3.0450784450769426,0.9839971083402633,1180.18,30.800000000000004,314,0.12988795762415975,110.80000000000007,434,0.6192416453361511
3480000,-0.020989148241933434,1.0269836860298533,66.97,2.4339740335941316,1.0147210258245467,1184.1,31.9,314,0.046254556379280984,110.80000000000007,435,0.6532240545749665
3488000,-0.009627480368653778,0.8167850625942927,68.78,2.507197203040123,0.9918567103147506,1204.22,37.800000000000004,314,0.047457687458954755,110.80000000000007,436,0.6463280194997787
3496000,-0.01863473014323972,0.8779848810305994,70.87,2.5100026029348372,1.0019359910488128,1222.34,40.8,314,0.04925544078461826,110.80000000000007,437,0.6282260352373124
3504000,-0.004371211283360026,0.7024350360029051,72.22,2.204259451627731,0.9952811008691788,1224.79,39.0,314,0.03702654431574046,110.20000000000002,438,0.6571804451942443
3512000,-0.02112533443083521,0.7841708320943118,72.74,2.3423811203241347,1.0410548114776612,1228.98,40.8,314,0.04439773103687912,110.20000000000002,439,0.6504260551929474
3520000,-0.011432271061930805,0.9862489289160891,73.77,2.733087264895439,1.0121517485380174,1243.61,42.800000000000004,314,0.05936006285715848,112.60000000000005,440,0.6820364832878113
3528000,-0.014357384015165736,0.7486877765827243,76.64,2.3717619371414185,1.0176514184474945,1247.08,40.8,314,0.04295442153699696,118.20000000000002,441,0.6690375745296478
3536000,-0.014140623165876604,0.9353775153668304,76.34,2.385184724330902,1.0184822928905488,1232.03,40.8,314,0.045962454690597954,118.20000000000002,442,0.6054645031690598
3544000,-0.019386968300677834,0.7550645841576824,77.25,2.5019476145505903,1.014879058599472,1241.04,42.800000000000004,314,0.0477025281265378,118.20000000000002,443,0.5899536311626434
3552000,-0.006089658674318344,0.7037324284984963,79.44,2.176818180680275,1.0164966970682143,1243.52,41.9,314,0.03796701645478606,124.80000000000007,444,0.6186912453174591
3560000,-0.01636375462418073,0.7753383643314582,79.23,2.580735981464386,1.0080348229408265,1236.96,42.900000000000006,314,0.049985444946214555,124.80000000000007,445,0.6403760665655136
3568000,-0.013552560855168849,0.9515049604401772,79.5,2.335383867621422,1.0323011147975922,1226.03,41.9,314,0.04202060017269105,124.80000000000007,446,0.6638490033149719
3576000,-0.017882590105291456,0.6923261827596623,78.83,2.182557452917099,1.0127706187963486,1225.77,41.9,314,0.03867711640428752,124.80000000000007,447,0.6509308344125748
3584000,-0.00859210138063645,1.0320792477005374,78.5,2.6353331571817398,0.9990632551908493,1213.03,41.0,314,0.055382007497828456,120.40000000000003,448,0.7107765263319016
3592000,-0.017048006732948123,0.8896415707604142,76.99,2.338924171924591,1.0246423798799515,1209.32,41.0,314,0.043791446429677305,115.40000000000003,449,0.6592378693819047
3600000,-0.018442077304935082,1.782607321030698,78.28,3.1636384642124176,1.0246421152353287,1222.06,41.9,314,0.20827355926390737,115.40000000000003,450,0.24085835814476014
3608000,-0.016957134321564808,0.8011373183794882,79.28,2.4688836777210237,1.028229284286499,1230.11,41.9,314,0.04958606178872287,115.40000000000003,451,0.6202313661575317
3616000,-0.01639574071377865,0.7367404731554009,81.26,2.309614107608795,1.0120875465869903,1254.63,45.7,314,0.043183431022334844,119.50000000000004,452,0.6480668753385543
3624000,-0.008446580966119655,1.8382381388660403,82.61,3.3125417137146,1.0012997323274613,1251.84,46.0,314,0.21574013506062328,124.80000000000007,453,0.466056250333786
3632000,-0.02049722806274076,0.8434925787659244,81.9,2.479077149629593,1.017626457810402,1260.91,45.7,314,0.04815602928865701,128.40000000000003,454,0.6185291767120361
3640000,-0.017795337062270846,0.8629541302655456,83.01,2.3170264196395873,0.9975401616096496,1262.49,46.0,314,0.04216876806225628,128.40000000000003,455,0.6063982832431793
3648000,-0.009972759953234345,0.7092628327962497,83.68,2.3641944205760956,1.0194183158874512,1267.77,45.900000000000006,314,0.04209899260662496,132.9000000000001,456,0.6177692949771881
3656000,-0.022036376745672895,0.8466153054078366,81.51,2.413798514008522,0.9952595967054367,1260.01,45.900000000000006,314,0.04616543737705797,126.20000000000002,457,0.6272053360939026
3664000,-0.012709217045194237,0.7169308626833937,82.67,2.162009381055832,1.0161615264415742,1278.54,45.900000000000006,314,0.03655273123178631,126.20000000000002,458,0.6443962877988816
3672000,-0.024252869417796318,3.861322801371199,82.71,3.967678325176239,0.9852786155045032,1271.75,44.9,314,0.4414019846823066,126.20000000000002,459,0.6448561787605286
3680000,-0.011468392659444361,0.7127356572182804,85.02,2.198564811348915,1.0288355976343155,1286.51,44.9,314,0.03898954344447702,127.10000000000001,460,0.6550404876470566
3688000,-0.027320842330809683,1.0569164014184151,79.3,2.614118040204048,0.9758579710870982,1250.47,40.0,314,0.0553760943422094,126.10000000000001,461,0.35865952730178835
3696000,-0.012969841576996259,0.7684007025609892,75.75,2.089013940691948,1.0418749696016312,1204.84,28.6,314,0.03360592844197527,126.10000000000001,462,0.6815857446193695
3704000,-0.01155427253455855,0.7811164542192854,73.28,2.2534705066680907,1.0408840161561965,1194.32,28.6,314,0.04036081472411752,124.20000000000002,463,0.5773623967170716
3712000,-0.018310848999535664,0.7231186428112555,71.02,2.3407420921325683,1.0335904210805893,1188.29,28.6,314,0.043817945851478725,119.20000000000002,464,0.6616838318109513
3720000,-0.009834536569978809,0.6638471183543295,70.9,2.2519801908731463,0.9922922080755234,1181.82,28.6,314,0.04140860776882618,119.20000000000002,465,0.6407582604885101
3728000,-0.02332960295083467,0.9060470432335389,71.56,2.5010955148935317,1.0193076449632645,1182.17,28.6,314,0.04768573366571218,119.20000000000002,466,0.622128130197525
3736000,-0.008118163934559561,0.6621404893918148,73.3,2.063393430709839,0.999268907904625,1197.42,29.0,314,0.03211418021004647,118.30000000000003,467,0.6608058160543442
3744000,-0.016665344237117095,0.8145231115537704,71.87,2.432321380972862,0.997804918885231,1195.89,29.0,314,0.04716035304125398,117.10000000000001,468,0.6066265767812729
3752000,-0.0223697807098506,0.9877493049165115,72.66,2.7521986907720564,0.99230970621109,1185.27,29.9,314,0.06023442016914487,117.10000000000001,469,0.5996316277980804
3760000,-0.00605565253761597,0.670867888165017,74.81,1.9738392221927643,1.0366990625858308,1208.17,29.9,314,0.0319436876475811,118.30000000000003,470,0.6877125954627991
3768000,-0.011125811242964119,0.7590833738524759,73.92,2.253670132160187,1.0665331971645355,1207.48,29.9,314,0.03844534839503467,117.10000000000001,471,0.6291586369276047
3776000,-0.01687756481755059,0.8492543084335911,74.8,2.458608264327049,1.0469364196062088,1213.1,29.9,314,0.04571284260135144,118.30000000000003,472,0.578391963839531
3784000,-0.02135021340858657,0.8177505176315624,72.55,2.1886281961202623,1.0341381633281708,1198.85,29.9,314,0.03923828811384737,115.20000000000002,473,0.6796281433105469
3792000,-0.010603745375701691,0.7729420476766077,73.96,2.4831234872341157,1.0207109040021896,1208.5,29.9,314,0.051665492411702874,115.20000000000002,474,0.5921132308244705
3800000,-0.031634220311534594,1.1927210296911142,70.53,3.0178041088581087,0.8881631783023477,1167.41,12.9,314,0.07064420668408275,109.10000000000001,475,0.256565682888031
3808000,-0.012054355053114705,0.7848499305317895,61.32,2.197311797142029,0.9992622578144074,1022.08,2.0,314,0.03467063066549599,109.10000000000001,476,0.3848906457424164
3816000,-0.00915552862570621,0.6962818100980597,58.72,2.0652859300374984,1.019481058716774,997.38,2.0,314,0.03367035618983209,109.0,477,0.6150316214561462
3824000,-0.019963327525656497,0.7749255171202728,55.49,2.3817436003685,1.0404218858480454,968.93,2.0,314,0.04720909081399441,107.20000000000002,478,0.6677902776002884
3832000,-0.013389609152509365,0.7794448238864549,53.74,2.4129515063762663,1.0238679093122482,953.61,2.0,314,0.04757220810744912,106.10000000000001,479,0.6586764299869537
3840000,-0.006497477295924909,1.0306316482587674,57.44,2.6138958668708803,0.9866611766815185,963.45,2.0,314,0.05391942865215242,109.0,480,0.6536114609241486
3848000,-0.026923956421669573,0.7717016671226306,59.54,2.5484461003541945,1.0291051149368287,981.25,2.0,314,0.05190511285793036,114.60000000000005,481,0.6270417660474777
3856000,-0.020523907262104332,0.6967916709490589,57.05,2.345044056177139,1.0237197613716125,960.94,2.0,314,0.04634614331182092,109.30000000000003,482,0.6420641523599625
3864000,-0.00555934887175681,0.5963165784450523,55.81,2.074411245584488,1.0071067970991134,960.76,2.0,314,0.03323263370431959,109.0,483,0.6822219550609588
3872000,-0.02187829035130562,0.790120818357756,54.77,2.475224412679672,1.0111603033542633,942.69,2.0,314,0.049905201494693754,107.20000000000002,484,0.6176814794540405
3880000,-0.011683504286747848,0.6667512587066026,55.22,2.097050228714943,1.004530977010727,945.84,2.0,314,0.03490592386573553,107.20000000000002,485,0.6906952458620071
3888000,-0.019042954612523318,1.3021515000532142,55.61,2.598244451880455,1.0302474707365037,948.75,2.0,315,0.06163427042309195,112.30000000000003,486,0.6382171583175659
3896000,-0.022274208436720074,1.0466646686175896,56.72,2.3524256414175033,1.0267383247613906,952.52,2.0,315,0.045630844621919096,112.30000000000003,487,0.6553057318925858
3904000,-0.012179183124098927,0.7965190085497507,60.7,2.296495337486267,1.0007079613208771,997.73,2.0,315,0.041230200519785286,115.50000000000004,488,0.6345093065500259
3912000,-0.021913522788090632,1.181833343262122,69.41,2.7280024057626724,0.9869031375646591,1064.33,2.9000000000000004,315,0.056996870534494516,120.10000000000001,489,0.6464686048030853
3920000,-0.008600285046704813,0.7228600324440787,72.82,2.2564464199542997,1.0168238747119904,1096.53,6.700000000000001,315,0.04058291807537898,121.20000000000002,490,0.5957691180706024
3928000,-0.01730315052147489,0.8940683538629018,78.52,2.700201043486595,1.010041936635971,1165.47,31.9,315,0.05663449300453067,124.80000000000015,491,0.5939181727170945
3936000,-0.021726794533169596,1.0634880461043559,85.6,2.538060553073883,0.9815076351165771,1232.51,35.9,315,0.054600965646095574,141.3,492,0.6571663933992385
3944000,-0.009275900109787471,0.9834434966826902,89.07,2.4324867796897887,0.9862280589342117,1254.21,46.2,315,0.04620908779092133,145.60000000000014,493,0.6433546495437622
3952000,-0.013926209021010437,0.9300738726335556,90.93,2.731434007883072,0.9934643852710724,1262.98,47.0,315,0.058491395488381386,145.60000000000014,494,0.5403174090385438
3960000,-0.02515470454629394,1.0055789929771743,90.45,2.687254672050476,0.939040412902832,1267.11,47.0,315,0.05819545111618936,141.3,495,0.6264821410179138
3968000,-0.014937231532530858,1.0437756500624347,85.67,2.735361198782921,0.9537145870923996,1234.04,43.9,315,0.07490775135811419,132.80000000000007,496,0.5668299925327301
3976000,-0.009202647652418818,0.9760438593665691,85.63,2.636758555173874,0.984070520401001,1225.05,43.9,315,0.05248584363143891,132.80000000000007,497,0.5584931159019471
3984000,0.0038396335598645235,1.8916611901887574,93.55,3.4734705829620363,1.0164479213953017,1243.46,46.900000000000006,315,0.16367588210385292,160.40000000000003,498,0.6095636397600174
3992000,-0.01842952102098934,0.864701755041898,93.94,2.5013208746910096,0.9801801282167435,1239.8,45.800000000000004,315,0.050168286920525135,160.40000000000003,499,0.6035308027267456
4000000,-0.016233396141324193,1.0835803921172213,96.37,2.239659540653229,1.002899563908577,1253.34,45.800000000000004,315,0.04144018975552172,161.3,500,0.6555609488487244
4008000,-0.013858226409647614,0.998546403645184,97.25,2.780113427042961,1.00529270529747,1250.1,43.0,315,0.06239888931624591,161.3,501,0.5566955256462097
4016000,-0.016589162554591894,1.0593502527522975,100.61,2.6606972992420195,1.0002660685777665,1260.74,43.0,315,0.058111827806569635,169.60000000000014,502,0.6284228140115737
4024000,-0.02202571108005941,1.0131599161416247,102.37,2.6778941023349763,1.0173675000667572,1266.59,43.0,315,0.06119761980138719,184.70000000000005,503,0.6274853765964508
4032000,-0.009821073110797442,0.7874309755696564,102.53,2.3945551711320876,1.0191498118638993,1269.93,43.0,315,0.045969260265119376,184.70000000000005,504,0.5871329873800277
4040000,-0.02294570602301974,1.2154043457243524,101.69,2.7326792639493944,0.9869682163000106,1275.01,43.0,315,0.060276207937859,171.40000000000012,505,0.5714333117008209
4048000,-0.01616521873511374,1.7255931225402201,103.92,3.666666816473007,0.9814045882225036,1288.54,43.0,315,0.11574501610361039,185.30000000000013,506,0.599403862953186
4056000,-0.03013099859817885,1.0000676064042215,108.22,2.682321930527687,1.0362352991104127,1291.41,42.7,315,0.061037073419429363,198.9000000000001,507,0.6607383847236633
4064000,-0.020216385707026347,0.728872460626323,105.07,2.3791569328308104,1.061134677529335,1282.57,39.8,315,0.04402494301088154,197.1,508,0.6187911707162858
4072000,-0.005341280377469957,0.6755620125253944,103.64,2.1031896609067915,1.0613790994882584,1282.17,39.8,315,0.0356668985215947,185.30000000000013,509,0.6649962568283081
4080000,-0.023090790952264798,0.7592396363685704,102.66,2.346144299507141,1.0817656028270721,1290.43,39.8,315,0.045433671867940575,185.30000000000013,510,0.5832341450452805
4088000,-0.019896990934503266,0.7222768571499486,100.63,2.3500032311677934,1.0540608286857605,1286.67,37.900000000000006,315,0.044862840943969785,185.30000000000013,511,0.6437450194358826
4096000,-0.004580438112607226,0.6802992849283033,100.29,2.2610739094018935,1.0611145639419555,1298.19,37.900000000000006,315,0.04192564324475825,185.30000000000013,512,0.6288813227415084
4104000,-0.024869323550956324,0.8095450196096741,102.23,2.55380519926548,1.0186296910047532,1312.59,42.7,315,0.053429903090000154,185.30000000000013,513,0.6395475029945373
4112000,-0.018283210493245862,0.7613955116214,96.24,2.459276241064072,0.9937650519609451,1304.67,42.7,315,0.048485085777938364,161.70000000000005,514,0.6365009379386902
4120000,-0.017613298611831852,0.93015097447977,96.95,2.793655204772949,1.021134593486786,1311.17,43.9,315,0.06494209222961217,161.70000000000005,515,0.6564852792024612
4128000,-0.023724201829172672,0.7149336500584528,96.77,2.3387530785799027,0.995822811126709,1301.17,43.9,315,0.0461147035472095,170.10000000000002,516,0.6406137919425965
4136000,-0.01339861098851543,0.785149085641638,97.78,2.2269502127170564,0.9989424055814743,1315.8,45.800000000000004,315,0.04018065087962896,170.10000000000002,517,0.661297162771225
4144000,-0.01782116187561769,0.8663952349499101,96.49,2.6542109525203705,0.9994842773675918,1311.55,45.800000000000004,315,0.05821381205227226,170.10000000000002,518,0.6245789223909378
4152000,-0.014896976853488014,0.8509981555249948,96.06,2.4851702672243117,1.0199833035469055,1314.07,47.9,315,0.05930559244006872,168.3,519,0.6059458923339843
4160000,-0.013502118900505592,0.9053556565733466,95.37,2.8476908445358275,1.0152986949682237,1314.24,47.9,315,0.06392836490180344,155.40000000000012,520,0.620388634800911
