advantage_norm,policy_loss,PMM:episode_rewards,value_loss,policy_entropy,P01:episode_rewards,fps,episode_length,epoch_idx,explained_variance,P09:episode_rewards,grad_norm,frames
2.681294876933098,-0.07607721741544082,1.024390243902439,0.167614190690947,1.3605808103084565,0.0,224,166.8780487804878,1,-4.569076225757599,3.0,7.236485872115975,8000
0.9186525179818272,0.0006240359719959088,1.211111111111111,0.009050705922309134,1.3825066101551056,0.0,221,175.1888888888889,2,-0.3052745479345322,3.0,0.15585755373447724,16000
0.7926881266012787,-0.00010923923668087809,1.29,0.007551039036234215,1.3828881645202638,0.0,230,178.75,3,-0.8814800328016281,3.0,0.1185838001592122,24000
0.8581289952620864,0.0004189932701410726,1.12,0.008240426821139409,1.3836980724334718,0.0,233,170.54,4,-0.3534461772441864,3.0,0.12811748013338123,32000
0.7986737625394017,0.001090453943616012,1.16,0.007637995077949426,1.3849727761745454,0.0,236,172.07,5,-1.097954465150833,3.0,0.12932527522426507,40000
0.8244104006886482,-0.00041106476543063765,1.17,0.007660591622588982,1.3842642390727997,0.0,241,174.25,6,-0.18418852865695953,3.0,0.10373299462599764,48000
0.7344683123845607,0.0003332347907416988,1.15,0.006844402112745911,1.384942889213562,0.0,243,173.38,7,-0.37135228753089905,3.0,0.09532764331247208,56000
0.8677048925682902,0.0006869973458742606,1.08,0.008389656476820164,1.3838208031654358,0.0,245,170.33,8,-0.2507691639661789,3.0,0.10726082281693029,64000
0.9271643114835024,0.001730739250779152,1.22,0.008922383865992742,1.3848810911178588,0.0,245,176.48,9,-0.12990618348121644,3.0,0.13240720135188191,72000
0.9382059548608959,-0.00017739987350068987,1.41,0.009025542705658154,1.3847517681121826,0.0,247,183.93,10,-0.14297133982181548,4.0,0.14125137722110875,80000
0.9079047932103276,-6.14327849689289e-05,1.29,0.008754193896643302,1.3846461522579192,0.0,249,179.99,11,-0.4647245132923126,3.0,0.13692619881472157,88000
0.9534269885718822,0.0007376122736604884,1.35,0.009393037155214189,1.3821497428417207,0.0,250,180.78,12,-0.17602895557880402,3.0,0.14440235831941547,96000
0.8466448126733304,0.0007866861997172236,1.26,0.00833764762627652,1.3836138319969178,0.0,251,177.73,13,-0.30213193893432616,3.1000000000000085,0.13799989630889578,104000
0.9640085117518902,-0.00039236092125065624,1.24,0.009203403175270068,1.3816587805747986,0.0,252,178.16,14,-0.18067102015018463,3.1000000000000085,0.13677011331989122,112000
0.8580254088714718,-0.00014526582963299007,1.32,0.00826942183999563,1.3808033800125121,0.0,252,180.68,15,-0.22957513034343718,3.0,0.12958632292739838,120000
0.9650636079907418,0.0004514334129635245,1.24,0.009742792858933171,1.384812412261963,0.0,252,177.18,16,-0.12666636884212493,3.0,0.16218973790314212,128000
0.8956353877484798,-0.00013536107307345445,1.17,0.008724768187054224,1.3841746652126312,0.0,252,175.05,17,-0.35826401054859164,3.0,0.14172312641091014,136000
0.8492670051008463,-0.0006212973088258878,1.3,0.00819949320215528,1.3848453962802887,0.0,253,180.02,18,-0.30406457602977754,3.0,0.13010654055238718,144000
0.9360594031959772,0.0008842444600304589,1.25,0.009213678042378888,1.383464447259903,0.0,255,177.48,19,-0.2704331523180008,3.0,0.1427835660351554,152000
1.1630702559649944,0.0009727058780845255,1.54,0.01196740949540981,1.3816933608055115,0.0,255,188.53,20,-0.08235186457633972,4.0,0.1756224106444506,160000
0.8583243455737829,0.0003948987768671941,1.7,0.008663225873324337,1.3811000239849092,0.0,254,194.52,21,-0.23937004327774047,4.1000000000000085,0.13704059116776818,168000
0.8394857692718506,0.0005981377459102077,1.3,0.007815119793995108,1.382776736021042,0.0,255,179.27,22,-0.20566053330898285,4.0,0.13768115929202515,176000
1.075547406449914,0.00031831561820581554,1.39,0.010987256315311243,1.3771308517456056,0.0,255,183.74,23,-0.215001203417778,4.0,0.17560510328767734,184000
0.9197266688942909,0.0020779818078153767,1.62,0.009226679319999676,1.3822008323669435,0.0,255,189.88,24,-0.40158784091472627,4.0,0.172990100170331,192000
0.9317137949168682,-0.00045689129095990213,1.69,0.009302883428808854,1.3849715733528136,0.0,255,193.45,25,-0.2520699954032898,5.0,0.15821307247361202,200000
1.0394781474769115,0.0016947906033601612,1.7,0.010179280146876407,1.3842107260227203,0.0,255,197.14,26,-0.18410769045352937,4.0,0.1768730477633949,208000
0.9371917051821947,-0.0006424939139105845,1.65,0.009004433843401785,1.3848883628845214,0.0,255,196.15,27,-0.36757359743118284,3.1000000000000085,0.17931949961044283,216000
1.0505041030049325,0.0018221370747778564,1.64,0.010576003723763279,1.3840081119537353,0.0,256,193.09,28,-0.20593118488788606,3.0,0.1932315973126283,224000
0.9029091444611549,0.00029802453034790235,1.38,0.008331348618994525,1.3843691873550414,0.0,256,181.84,29,-0.25070609271526334,3.1000000000000085,0.17038141413352714,232000
