clip_fraction,fps,approx_kl_divergence,P01:episode_rewards,advantage_norm,epoch_idx,policy_entropy,value_loss,frames,grad_norm,PMM:episode_rewards,policy_loss,episode_length,P09:episode_rewards,explained_variance
0.502099609375,260,122476.19246910194,50.0,15.968718022108078,1,1.308055588524803,179655768.4328001,10240,310507083.3651459,187.5,0.0544767649993446,361.9166666666667,467.4999999999998,-0.3943659860640764
0.151708984375,236,0.0033679153435969057,50.0,15.968717938661575,2,1.3404455170035363,0.013050677231512963,20480,0.14579981009060933,233.17307692307693,-0.0002055174976703711,376.7692307692308,544.9999999999999,1.7136335372924803e-08
0.1641357421875,238,0.0029066229765703612,50.0,15.968717986345291,3,1.4288393698632718,0.01303751736850245,30720,0.10197842438363536,235.5421686746988,-0.0008397112622333224,367.5301204819277,544.9999999999999,-1.862645149230957e-08
0.1827880859375,237,0.0028763300952391545,50.0,15.968717730045318,4,1.4817579053342342,0.01293530122638913,40960,0.05172106459414653,243.5,-0.0013519461754185613,367.41,525.0,2.2351741790771484e-09
0.1424560546875,240,0.002158165523178468,75.0,15.968717950582505,5,1.3881810925900937,0.015058107586810365,51200,0.05008143037500934,242.25,-0.0014098670282692183,355.8,525.0,-3.7252902984619143e-10
0.1331787109375,240,0.002233320897721569,75.0,15.968718016147614,6,1.352752833813429,0.015528586150321644,61440,0.05052785045973761,264.5,-0.0008293630264233798,365.54,525.0,-2.5331974029541015e-08
0.0897705078125,241,0.0017582632213986927,122.5,15.96871783733368,7,1.2970524057745934,0.014770679558569099,71680,0.045575141959614054,279.5,-0.0005929785736952908,375.13,550.0,-4.097819328308106e-09
0.13505859375,243,0.002435666079145449,125.0,15.968717819452285,8,1.3672872953116895,0.015756735661125277,81920,0.05309574820396025,302.25,-0.00104327791959804,381.78,575.0,-1.080334186553955e-08
0.13359375,244,0.002408312857642159,125.0,15.96871787905693,9,1.390623240917921,0.014236126439936925,92160,0.05001637821255065,300.0,-0.0010142162871488835,382.93,577.5000000000002,-7.450580596923829e-10
0.208984375,244,0.003233066034465537,100.0,15.968717783689499,10,1.3153360523283482,0.012342842551879585,102400,0.054881224969858644,281.25,-0.001386008403642336,376.83,575.0,-2.6077032089233397e-09
0.1673828125,244,0.0026396780590857817,75.0,15.968717765808105,11,1.3903121873736382,0.011346017786127049,112640,0.051825325690258585,235.0,-0.0011299482859612909,360.99,427.5000000000002,-2.60770320892334e-08
0.1406005859375,244,0.002279806915896643,75.0,15.968717873096466,12,1.3283864095807076,0.01207978570528212,122880,0.04759420295337865,213.75,-0.0008712959232070716,355.98,402.5000000000002,-1.4901161193847657e-09
0.2023193359375,245,0.0033484288163890597,50.0,15.968717753887177,13,1.4104974813759328,0.009777943479457462,133120,0.052321841767837884,188.0,-0.0016571348776778904,345.37,427.5000000000002,1.6763806343078613e-08
0.182177734375,245,0.002784082831306023,50.0,15.96871721148491,14,1.3817293219268323,0.010209295280560582,143360,0.045983614921356865,192.0,-0.0014659862310509198,343.25,477.5000000000002,-1.0058283805847169e-08
0.16767578125,244,0.0030827874207489,25.0,15.968717861175538,15,1.3369887821376323,0.011156603237759554,153600,0.046588264703899485,192.25,-0.0013270978604850824,347.77,455.0000000000004,4.470348358154297e-09
0.1588134765625,244,0.002432128274620027,25.0,15.968717753887177,16,1.4837678119540214,0.00952944500859303,163840,0.04889996035178895,177.25,-0.0012311317696003243,347.66,352.5000000000002,-1.2293457984924316e-08
0.2070068359375,244,0.0029488098051388078,25.0,15.968717628717423,17,1.4644497223198414,0.008914724516762363,174080,0.05405240736347956,163.0,-0.0012524526806373614,342.53,302.5000000000002,6.332993507385254e-09
0.2082763671875,244,0.003252538102611879,25.0,15.968717658519745,18,1.49560394436121,0.00851536361660692,184320,0.05287324625698316,144.0,-0.001350530128183891,337.24,275.0,-1.1175870895385742e-09
0.1523193359375,244,0.002579260379366133,47.50000000000001,15.968717843294144,19,1.530436985939741,0.010055171324347611,194560,0.051189080122434484,140.75,-0.0008058959898335161,333.53,252.50000000000023,-2.6822090148925782e-08
0.13525390625,245,0.0020963583960394772,25.0,15.968717831373215,20,1.486382845044136,0.009603252866509138,204800,0.05252282191925611,137.25,-0.00038299531588563694,332.94,225.0,1.0430812835693359e-08
0.206298828125,245,0.002849593349060342,25.0,15.968717753887177,21,1.4981699526309966,0.010701048089549659,215040,0.05931861312092832,147.0,-0.0012484261978897848,336.68,250.0,-7.450580596923828e-09
0.1597412109375,246,0.0022562381099078266,47.50000000000001,15.968717902898788,22,1.4256691724061965,0.011883289035904455,225280,0.05721405853036769,158.5,-0.0009606940933736041,334.52,250.0,1.0058283805847169e-08
