#{"t_start": 1543773031.7695358, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,171,23.286933
8.0,379,42.304619
1.0,175,50.195411
0.0,127,55.622017
1.0,175,63.240562
3.0,250,74.442464
0.0,129,79.730835
0.0,125,84.576149
2.0,204,93.383339
2.0,220,102.148863
2.0,219,112.370098
2.0,188,120.393995
2.0,203,129.039055
0.0,125,134.923417
1.0,174,141.336561
0.0,129,146.407955
2.0,229,155.580489
0.0,129,161.437732
2.0,187,169.202817
1.0,176,176.848766
0.0,127,182.028516
0.0,129,187.349937
0.0,129,192.542634
2.0,198,198.841002
0.0,129,202.66811
4.0,278,212.688753
0.0,129,217.101441
0.0,127,222.691772
0.0,127,228.405859
0.0,129,232.122914
0.0,123,237.247076
1.0,174,242.29836
0.0,127,247.36353
0.0,127,252.849629
0.0,127,257.578688
2.0,200,267.573588
1.0,177,275.616818
0.0,129,281.857873
2.0,202,290.798029
2.0,221,300.457965
0.0,127,306.931684
2.0,198,314.889761
0.0,127,320.501309
0.0,127,325.343512
0.0,129,330.444902
0.0,127,335.025144
0.0,127,339.777612
1.0,153,346.961107
0.0,125,352.379443
0.0,127,358.361749
0.0,129,364.258887
4.0,299,378.237825
0.0,127,383.300454
0.0,125,386.914571
0.0,125,392.951827
0.0,125,398.261052
0.0,127,403.174707
4.0,299,414.670382
0.0,125,418.878909
8.0,350,435.522888
4.0,299,446.409714
0.0,127,450.098817
0.0,125,455.303498
0.0,125,460.539244
0.0,123,464.019502
0.0,129,468.241568
5.0,350,484.092526
3.0,248,491.214196
0.0,129,496.727224
0.0,127,501.642345
2.0,200,511.021737
0.0,129,515.714425
5.0,350,530.671341
4.0,322,544.166126
2.0,200,551.383075
0.0,127,554.842079
1.0,176,560.966487
2.0,202,566.533713
10.0,452,586.47897
7.0,425,603.50777
0.0,127,608.397662
2.0,200,617.287486
0.0,127,621.560741
2.0,200,628.781257
0.0,127,632.962923
4.0,295,644.856776
0.0,129,650.389502
13.0,478,669.696832
5.0,350,686.116384
1.0,173,693.699251
2.0,198,703.064118
0.0,127,708.091209
0.0,129,713.395578
4.0,299,726.634886
0.0,129,732.488441
9.0,404,749.476114
2.0,206,755.894895
0.0,127,761.660813
1.0,178,769.057976
2.0,200,774.915239
0.0,129,778.35012
2.0,200,785.057764
3.0,251,795.459148
3.0,268,805.263065
