frames,policy_entropy,PMM:episode_rewards,policy_loss,fps,value_loss,P09:episode_rewards,episode_length,advantage_norm,grad_norm,P01:episode_rewards,epoch_idx,explained_variance
152000,1.3495248818397523,2.11,-0.0017493857623776421,352,0.0055232686462113635,5.0,207.6,0.8611124750971794,0.23869944868982784,0.0,19,0.9490495389699936
160000,1.3371270930767059,2.06,0.00012938340441905893,355,0.005033201382611878,5.0,207.62,0.8075426173210144,0.23342238799213533,0.0,20,0.9564542973041534
168000,1.3461949253082275,2.33,-0.0007658985376474448,356,0.0049716822145273905,5.1000000000000085,215.01,0.7996221959590912,0.22994542375752564,0.0,21,0.95947762966156
176000,1.3538291692733764,2.5,-0.0028973701820359564,356,0.005626774023403414,5.400000000000034,219.64,0.8791003349423409,0.25609298256088975,0.0,22,0.9488904094696045
184000,1.3405986642837524,2.3,-0.0021831962578289675,356,0.004673664350993931,5.0,214.46,0.7469857257604599,0.22807214532011777,0.0,23,0.9566566872596741
192000,1.341869113445282,2.37,0.00100850582075509,357,0.0038402787869563325,5.0,217.37,0.7068752974271775,0.2090544617166778,0.0,24,0.9451263636350632
200000,1.3514739930629731,2.3,-0.0012869416119065135,361,0.005007790738891345,5.300000000000026,212.79,0.7447318665683269,0.20703051177312667,0.0,25,0.9389491605758667
208000,1.357240309715271,2.47,-0.0015988918662333163,360,0.008133049228345044,9.0,217.82,1.0142087081074715,0.27269039905259396,0.0,26,0.8968103581666946
216000,1.3592435657978057,2.3,-0.0005388094279078359,361,0.004818809880816843,9.0,211.09,0.7554336385428906,0.21776080353296617,0.0,27,0.9443965953588486
224000,1.3530385792255402,1.81,-0.001023769915336743,362,0.003263482066395227,5.0,199.37,0.6519563403725624,0.17436495777357977,0.0,28,0.972787297964096
232000,1.3663639545440673,1.92,9.791028758627363e-05,363,0.00625232210935792,5.0,205.42,0.8778142067790031,0.2338538523990735,0.0,29,0.9056644493341446
240000,1.3515055632591249,2.0,-0.0008342694082239177,362,0.006993795362941455,6.0,207.59,0.9287304370105267,0.238814630221694,0.0,30,0.8958668291568757
248000,1.3502863073348998,2.09,-0.0010249693540390582,361,0.0036060010144137776,5.1000000000000085,212.91,0.6818226084113121,0.1918325261235854,0.0,31,0.9680012029409408
256000,1.342460137605667,1.86,-0.0003795223009365145,361,0.0018196395570703316,5.0,202.85,0.48108996704220774,0.13683509574129057,0.0,32,0.9849114906787872
264000,1.3529389023780822,1.63,-0.0005369710750528611,360,0.004489340159198036,5.0,192.83,0.7233736659586429,0.20180519333668323,0.0,33,0.9525768250226975
272000,1.355981764793396,1.99,-0.0009496143164506066,361,0.004182809670746792,5.0,208.1,0.7290088066458702,0.19697889535784896,0.0,34,0.9584165775775909
280000,1.3553510534763336,2.12,-0.0006147119410888991,364,0.00554187202375033,5.0,212.62,0.8233005766570568,0.22766607454514504,0.0,35,0.9411339634656906
288000,1.3466371870040894,1.98,-0.0004724763814010657,364,0.004045309947396163,5.0,205.85,0.7178500407934189,0.1847162415966577,0.0,36,0.9616182518005371
296000,1.3612868070602417,1.95,-0.0023933870266773737,364,0.0031213194970041514,5.0,204.26,0.6138148336112499,0.17800909720980762,0.0,37,0.9728816676139832
304000,1.3433808612823486,2.23,-0.0025285122432978824,365,0.0062596922199008986,5.0,213.61,0.901429318189621,0.26170979762739677,0.0,38,0.9486753559112548
312000,1.36079674243927,1.83,-0.0004081715436041122,367,0.0049160796502837915,5.0,196.38,0.7956162574887276,0.22007044547771276,0.0,39,0.9109683758020402
320000,1.342809101343155,2.02,-0.0006562771559401881,367,0.003361672363826074,5.0,203.9,0.6445403918623924,0.16866889222190426,0.0,40,0.97029356777668
328000,1.3525493907928468,1.89,-0.00028408685175236316,366,0.0034047562151681633,5.0,201.97,0.6620552968978882,0.17077548550975835,0.0,41,0.9608164954185486
336000,1.3635304546356202,1.75,-0.0016255786828696728,367,0.004280707210418768,5.0,194.42,0.7077239573001861,0.1915794763518742,0.0,42,0.9306796079874039
344000,1.3536594080924989,1.82,-0.0034519667934728203,366,0.006910926504351664,5.0,194.96,0.9209799382090569,0.27988072659600455,0.0,43,0.9382163196802139
352000,1.3492251670360564,2.22,0.0009141328139230609,368,0.005746352984861005,5.0,213.5,0.7729995992779731,0.23356959580565637,0.0,44,0.940424092411995
360000,1.3647854936122894,2.48,-0.00047061677905730904,368,0.008616354723926634,5.1000000000000085,223.24,1.053477827012539,0.28317060773098035,0.0,45,0.8269381237030029
368000,1.3596568787097931,2.31,-0.0029619435242784677,367,0.00772747254697606,5.1000000000000085,217.23,1.015633938908577,0.2891592502549335,0.0,46,0.930089327096939
376000,1.367931295633316,2.3,-0.0006505395355634391,367,0.006759954810841009,7.0,210.55,0.9426781937479973,0.2537891806354649,0.0,47,0.9226130276918412
384000,1.3597899448871613,2.57,4.974776384187863e-06,367,0.006482227909145877,7.200000000000017,220.61,0.9353166159987449,0.252914760103492,0.0,48,0.9242088472843171
392000,1.3592470002174377,2.4,-0.002623931389825884,366,0.006926091698696837,6.0,217.97,0.9619844090938569,0.25634003324934235,0.0,49,0.927757254242897
400000,1.3565479934215545,2.43,-0.001134711707709357,364,0.0055777702043997126,5.1000000000000085,219.75,0.8660460966825485,0.22749573434200052,0.0,50,0.945849038362503
408000,1.3585799741744995,2.29,0.0013754483091179281,365,0.0073989601113135,5.0,214.75,1.0008521169424056,0.27863711338810976,0.0,51,0.9182895410060883
416000,1.3554673063755036,2.39,-0.0015191887913897518,365,0.009598968907957896,5.0,220.06,1.1579647502303123,0.31500896697422465,0.0,52,0.8794335377216339
424000,1.3181421327590943,2.1,-0.003988827779248822,366,0.008761070227483287,5.0,211.87,1.024542505145073,0.32149934553281695,0.0,53,0.8420771080255508
432000,1.3388527095317841,2.25,-0.0003218377930170391,366,0.01006009527365677,5.0,215.79,1.183212086558342,0.29907919015924056,0.0,54,0.8811209118366241
440000,1.3401593673229217,2.25,-0.00308035975031089,366,0.009655519727966749,6.0,213.6,1.1354800441861153,0.3287482761263998,0.0,55,0.8887012541294098
448000,1.34055806517601,2.37,-0.000805570619181708,365,0.007299021593644284,6.0,217.07,1.0028201046586036,0.2709643827596586,0.0,56,0.927125579714775
456000,1.3377892434597016,2.52,-0.004322812946629711,365,0.00984419544809498,5.0,225.85,1.1716195112466812,0.32456449151445405,0.0,57,0.8877742952108383
464000,1.3507450723648071,2.73,-2.4095473054330797e-05,365,0.00843004451598972,5.1000000000000085,233.07,1.054196957051754,0.27267171969880893,0.0,58,0.9020456147193908
472000,1.3259498870372772,2.23,-0.00415181316784583,365,0.012404570156941191,5.0,213.01,1.3208421298861504,0.3489174393006413,0.0,59,0.8549247539043426
480000,1.3011702728271484,2.4,-0.004600374731235206,365,0.013139717861777171,5.0,217.82,1.3718028086423875,0.37077229616515894,0.0,60,0.8672516810894012
488000,1.3217105388641357,2.64,-0.0007083489571232349,365,0.005284690611879341,6.1000000000000085,228.74,0.8307246765494347,0.2288695829465061,0.0,61,0.9434907168149949
496000,1.3338206708431244,2.94,-0.0021231350710149855,365,0.00855998235871084,7.0,238.56,1.0901688432693482,0.2740802913478847,0.0,62,0.8854382485151291
504000,1.3239430809020996,2.63,-0.0019712415593676267,366,0.00696612449362874,6.0,225.57,0.9664702191948891,0.2713164848620733,0.0,63,0.9359916985034943
512000,1.3247606086730956,3.17,-0.001975734171574004,367,0.00915048926777672,8.100000000000009,245.66,1.1106787425279618,0.3185632032947018,0.0,64,0.9046268594264985
520000,1.3364857017993927,3.38,-0.002307948720117565,366,0.0086135624430608,9.0,253.59,1.0980687367916107,0.30071792766775785,0.0,65,0.9108532524108887
528000,1.335927187204361,3.71,-0.003369219888700172,366,0.010795331769622862,9.0,264.44,1.2355109158158302,0.3598087850914215,0.9000000000000004,66,0.895149821639061
536000,1.3324714195728302,3.5,-0.0008914822657243349,366,0.007378329370403662,9.0,256.41,1.0193883723020554,0.2590419361483411,0.0,67,0.9164598381519318
544000,1.32960831284523,3.3,-0.0011665336630539969,366,0.006907176078530028,9.0,246.6,0.9800272440910339,0.265665723652768,0.0,68,0.9188308995962143
552000,1.3345515084266664,3.41,-0.0009225064044585451,367,0.0076236046315170825,9.0,251.25,1.04050761282444,0.2745322620724562,0.0,69,0.9230571740865707
560000,1.3334615564346313,3.6,-0.002414682183880359,367,0.012303968566702678,10.0,254.77,1.2691032195091247,0.36616029223350777,0.0,70,0.77509819149971
568000,1.3221527886390687,3.84,-0.0010510316729778423,366,0.007358432139735669,9.100000000000009,265.23,1.0371320483088493,0.2652980684923311,0.0,71,0.9278237855434418
576000,1.332714956998825,3.85,-0.002295559524645796,367,0.008884240105981007,10.0,264.47,1.0947382074594498,0.3030645575110924,0.0,72,0.903141662478447
584000,1.3368309485912322,3.58,-0.0009049074089853093,368,0.009135147035121917,9.0,257.75,1.1268429782986642,0.3005085220652796,0.0,73,0.903124595284462
592000,1.3249176025390625,3.63,-0.001375325481640175,367,0.011027178384829313,9.0,261.07,1.2600965264439583,0.3470142265321329,0.0,74,0.8845557713508606
600000,1.3240067529678345,3.57,5.8112244732910764e-05,366,0.008611800665967166,9.0,259.18,1.1103895604610443,0.28667900332939517,0.0,75,0.9068104237318039
608000,1.3192328357696532,3.34,-0.0030734950408805163,367,0.008351132881361991,9.0,252.08,1.09329696059227,0.30003243565784044,0.0,76,0.9138784456253052
616000,1.3250901126861572,3.78,-0.001806105218420271,367,0.00761497144063469,10.0,263.94,1.018741335272789,0.2610188687899793,0.0,77,0.9250626027584076
624000,1.3170169067382813,3.69,-0.0028062493121251463,366,0.00959488435415551,10.0,263.05,1.1777620792388916,0.3194066750253406,0.0,78,0.8866005855798721
632000,1.2813970911502839,4.26,-0.0048905363980520635,366,0.011622151290066541,10.100000000000009,279.77,1.3067716246843337,0.3626546472032268,0.0,79,0.8743524008989334
640000,1.3166747999191284,3.85,-0.002666611874301452,366,0.015037081639748066,10.0,268.87,1.413190678358078,0.42328796940888724,1.0,80,0.8019147682189941
648000,1.306972484588623,3.87,-0.0016002848552852812,366,0.009246585816144943,10.0,271.24,1.1719218438863754,0.3189929942764845,1.0,81,0.9103625303506852
656000,1.2753960239887236,4.28,-0.00618892036320176,366,0.015661775504704566,10.0,287.3,1.499009386897087,0.4353858359080601,1.0,82,0.8445993280410766
664000,1.2782334434986113,4.33,-0.004262777793192072,366,0.01443167672958225,10.0,289.34,1.4144716078042985,0.4227620030614757,1.0,83,0.8253026360273361
672000,1.2645062351226806,4.13,-0.001536389454267919,366,0.013412301759235561,9.0,277.21,1.4122147417068482,0.3889762633503186,1.0,84,0.8412077564001084
680000,1.2720843541622162,4.34,-0.0040802275412715975,366,0.01088211128138937,10.0,280.56,1.2627024978399277,0.36023847946122567,1.0,85,0.8886833053827286
688000,1.2850498390197753,4.16,-0.0039869511325377974,366,0.012942121613305062,9.0,273.71,1.398187656402588,0.3936845176937044,1.0,86,0.8699038779735565
696000,1.2547412204742432,4.56,-0.002956449999473989,367,0.013564747464843095,10.0,288.08,1.4086248934268952,0.40910680564468166,1.0,87,0.850372450351715
704000,1.2935695254802704,5.25,-0.0021554549733991736,367,0.013169654491357506,11.0,307.85,1.3953427749872207,0.38912119258648964,2.0,88,0.8585599660873413
712000,1.2871425306797029,5.31,-0.0037898348312592135,367,0.014743116460740566,11.0,307.68,1.49197134912014,0.4105773588603529,2.0,89,0.8408445924520492
720000,1.2475071907043458,5.66,-0.009751052742358298,368,0.017632229779846968,11.0,319.66,1.6073588901758193,0.46632351500378677,3.0,90,0.8206557887792587
728000,1.219678647518158,5.78,-0.006137317056418397,367,0.01880611200351268,11.0,327.43,1.6707015401124954,0.508466264369879,2.0,91,0.7870514279603958
736000,1.2432326400279998,5.93,-0.006378790385933825,368,0.01510726141743362,11.0,336.17,1.4848546558618545,0.4059968260287203,2.0,92,0.8166603404283523
744000,1.218471864759922,6.1,-0.0032081391051178797,369,0.01916522502200678,10.0,343.81,1.617803667783737,0.5142126418627785,3.0,93,0.7554102200269699
752000,1.2300201988220214,6.31,-0.004682602482207585,369,0.02000792317092419,10.0,349.15,1.7361578530073165,0.4942769663669292,3.0,94,0.7807581222057343
760000,1.2297197806835174,6.56,-0.0048351523379096765,370,0.0196087694587186,10.100000000000009,355.11,1.709870907664299,0.48068656891705674,3.0,95,0.7810174489021301
768000,1.2353544116020203,6.43,-0.006602469424833544,371,0.01794095574412495,10.0,349.53,1.6288813585042954,0.5166312708823859,3.0,96,0.8016730576753617
776000,1.233126175403595,6.78,-0.0034170452310354447,372,0.015809534979052842,11.0,355.96,1.5382458800077439,0.4472161324115332,3.0,97,0.8325803297758102
784000,1.2211059308052064,6.84,-0.00423432920826599,372,0.0167609199648723,12.0,357.73,1.5725649243593216,0.46021395596083325,3.0,98,0.819723436832428
792000,1.2328483498096465,6.81,-0.0038996229018084705,372,0.01576520789414644,12.0,352.46,1.5385725206136704,0.4350300534553099,3.0,99,0.8342661774158477
800000,1.2284865498542785,6.76,-0.0057822891484102,372,0.017549356855452062,12.0,351.21,1.5979174107313157,0.4494020316004268,3.0,100,0.7882278507947922
808000,1.1689583611488343,7.27,-0.0073490331417997365,372,0.0238862635102123,12.0,366.56,1.9094556498527526,0.5512995917616414,3.0,101,0.7355797845125198
816000,1.1795244669914247,7.83,-0.002736826194450259,373,0.019873757916502654,12.0,384.27,1.7370036590099334,0.5037645597447213,3.0,102,0.7775376850366592
824000,1.2132966244220733,8.24,-0.005157114394241944,373,0.020527533465065063,13.0,399.37,1.7609351575374603,0.5054138376400986,3.9000000000000004,103,0.784676399230957
832000,1.189858137369156,8.23,-0.004303343426727224,373,0.020998555216938258,13.0,405.6,1.7861326843500138,0.5433630645948031,4.0,104,0.7665809088945389
840000,1.195117701292038,8.7,-0.0029442492596353986,373,0.01909994717221707,13.0,415.98,1.711259258389473,0.4822485621061768,5.0,105,0.799428113102913
848000,1.207572772502899,8.6,-0.009636346659735864,373,0.02365016870200634,13.0,407.12,1.8317419278621674,0.5946834977162344,4.9,106,0.7955062210559845
856000,1.2259018731117248,8.52,-0.004435844971449114,373,0.015575911705382169,13.0,401.81,1.5383401221036912,0.4244975560059703,4.9,107,0.8147761255502701
864000,1.2157927799224852,8.77,-0.0042598429415375,372,0.017297172816470266,13.0,407.57,1.6270950919389724,0.4586131985079826,4.9,108,0.8040819013118744
872000,1.2220605075359345,9.27,-0.008896206762437941,373,0.019130885070189833,13.0,413.64,1.6891616892814636,0.48929594018263733,5.0,109,0.776690595149994
880000,1.1867603993415832,9.53,-0.004046991323702969,373,0.020253644168842583,15.0,420.61,1.7448444831371308,0.49147317560180076,5.0,110,0.7662922924757004
888000,1.1747292840480805,9.77,-0.007472697767079808,374,0.022955326670780776,15.0,430.09,1.8697485077381133,0.5616587050946881,5.0,111,0.7346793627738952
896000,1.153913289308548,10.01,-0.005841393722221255,374,0.018671102966181935,15.0,440.78,1.6703541767597199,0.5025837994883183,5.0,112,0.7709328436851501
904000,1.1045845383405686,10.59,-0.00741624420392327,375,0.02097589255310595,15.0,452.49,1.7913777375221251,0.562026348874043,6.0,113,0.7228450345993042
912000,1.1786484014987946,10.68,-0.0033284913843817775,375,0.019198661143891512,15.0,454.94,1.6928916758298873,0.4704518300110305,6.0,114,0.7864599931240082
920000,1.1649586260318756,10.67,-0.005938293254657765,376,0.017937970242928713,15.0,453.0,1.6373412543535233,0.4687543209055094,6.0,115,0.7814441913366318
928000,1.1860503792762755,10.81,-0.002970034446334466,376,0.015520213698036968,15.0,449.06,1.528710697889328,0.4342218759834895,6.0,116,0.821898912191391
936000,1.1933089733123778,10.53,-0.005037433562392835,377,0.01758629753254354,14.100000000000009,449.33,1.6298833638429642,0.47235845856283554,6.0,117,0.8001519298553467
944000,1.1988393616676332,10.58,-0.006764939276617952,377,0.026135002584196626,15.0,450.84,1.957458359003067,0.5641710806699135,6.0,118,0.7165878927707672
952000,1.2123219740390778,10.78,-0.009277474581031129,377,0.022541331415995954,15.0,453.92,1.84410209774971,0.5500863718247051,6.0,119,0.7590209829807282
960000,1.2162091434001923,10.29,-0.0023745450121350586,377,0.016866261861287056,14.100000000000009,446.75,1.597002205848694,0.46718999909734565,6.0,120,0.8138063937425614
968000,1.1341762094199657,10.13,-0.011640144404809689,377,0.03355487840250135,15.100000000000009,444.94,2.0611773240566253,0.7164247313729193,5.9,121,0.606000891327858
976000,1.1735051792860032,8.88,-0.004407227375777438,377,0.014875760595314204,15.100000000000009,398.37,1.4901005548238755,0.4564197751815607,1.9000000000000004,122,0.7699047368764877
984000,1.196053079366684,8.56,-0.002558364098658785,377,0.019073479804210366,14.100000000000009,385.51,1.6951154696941375,0.4947086916083435,1.9000000000000004,123,0.7767465680837631
992000,1.1845214772224426,8.62,-0.005492607201740611,377,0.01690425952663645,15.0,381.16,1.5964678466320037,0.4470455443239814,1.9000000000000004,124,0.8132646137475967
1000000,1.1862331986427308,8.68,-0.0029333485628012567,376,0.021716418364085256,15.100000000000009,377.63,1.8012064647674562,0.5481083648728355,1.9000000000000004,125,0.7700759619474411
1008000,1.181276899576187,9.11,-0.007257331815781072,377,0.0206745951063931,16.0,392.18,1.770829581618309,0.5069352350632232,2.0,126,0.7802175104618072
1016000,1.2219135963916778,10.31,-0.006204851212678477,378,0.01917236640583724,16.0,431.05,1.68555370926857,0.5099120114693012,5.0,127,0.7905501139163971
1024000,1.1846911799907685,10.77,-0.004379543010727503,378,0.022475843047723175,16.10000000000001,444.36,1.847031193971634,0.5272560368633359,6.0,128,0.7550307816267013
1032000,1.1856257796287537,11.38,-0.008207694026932586,378,0.021759239500388505,18.0,463.31,1.8052895486354827,0.5176196493620637,6.0,129,0.7626610738039017
1040000,1.1861499679088592,11.61,-0.007536432932465686,378,0.017465185699984433,17.10000000000001,470.81,1.6359011590480805,0.4552542476050491,6.9,130,0.7957954901456833
1048000,1.1290563249588013,11.87,-0.0032890037569450214,378,0.021546031231991947,17.0,474.43,1.8045025795698166,0.5104092302645458,6.9,131,0.7657606673240661
1056000,1.1092212015390397,11.99,-0.007056084674986778,379,0.024269681428559123,17.0,477.84,1.9039111644029618,0.6172871074463179,7.0,132,0.752390433549881
1064000,1.1380593836307527,12.05,-0.0046144603379070755,379,0.022005606456659735,17.10000000000001,473.76,1.8131715601682663,0.5748681542121485,6.9,133,0.7348053830862046
1072000,1.1707978391647338,11.69,-0.00878902533906512,379,0.019976572550367565,17.0,469.77,1.7282513731718063,0.5042454249362751,7.0,134,0.793639789223671
1080000,1.205657378435135,11.33,-0.0019791741343215107,379,0.01845329338684678,17.0,458.26,1.6790830314159393,0.4577506080323064,7.0,135,0.7988756412267685
1088000,1.1764240980148315,11.58,-0.003173504872538615,379,0.02102658197749406,17.0,463.35,1.7791240656375884,0.5045748292083667,7.0,136,0.7853230106830597
1096000,1.1796123445034028,11.54,-0.007260171067900956,379,0.022317241635173558,17.0,457.79,1.8401474952697754,0.5898153635136949,7.0,137,0.7430812031030655
1104000,1.1773426818847657,11.34,-0.009256073937285692,380,0.02198540319688618,17.0,460.56,1.836766791343689,0.5812750279987402,7.0,138,0.722695364356041
1112000,1.1344391226768493,11.89,-0.012285398284293479,380,0.022564606480300425,17.10000000000001,472.27,1.849437289237976,0.5897037641326403,7.0,139,0.7631856149435043
1120000,1.0834779849648475,11.48,-0.003044577199034393,380,0.025031636403873563,17.10000000000001,452.54,1.9245478147268296,0.6271355425328103,6.0,140,0.7076407414674759
1128000,1.112762212753296,11.82,-0.011686394276439386,380,0.023632799596525728,18.0,457.59,1.8888600212335587,0.595110729062613,6.0,141,0.7511799347400665
1136000,1.167167876958847,11.58,-0.006520010574604385,380,0.021621247730217875,17.0,462.76,1.8043431651592254,0.5545408144370778,6.0,142,0.7887325215339661
1144000,1.1198282134532929,11.72,-0.006833836592122679,380,0.024662971599027514,17.10000000000001,467.87,1.9258350706100464,0.6260195086641509,6.0,143,0.7777305340766907
1152000,1.1499977064132691,12.26,-0.005734300262993201,380,0.02111970687750727,18.0,483.46,1.7954583430290223,0.5468202918696724,6.0,144,0.7572472405433655
1160000,1.1530008006095886,12.05,-0.009058137996034929,381,0.02322562251240015,16.10000000000001,486.39,1.8775042140483855,0.5774856071020924,6.0,145,0.7655225718021392
1168000,1.1643041908740996,12.67,-0.004367586617299821,381,0.022023981725797056,18.0,508.01,1.827006049156189,0.5355913486406378,8.0,146,0.778350510597229
1176000,1.1667796921730043,13.08,-0.003880313013869454,381,0.023461061152629553,20.10000000000001,511.51,1.8840278309583665,0.5560452494544511,8.0,147,0.7520814174413681
1184000,1.1286680841445922,13.54,-0.006614271099315374,381,0.02337618467397988,21.0,525.45,1.8881422829627992,0.5512212551214057,8.0,148,0.7482316768169404
1192000,1.149304661154747,13.81,-0.006296342360146809,382,0.021652561291120948,21.0,522.62,1.8177949738502504,0.5519220889656969,7.0,149,0.7688822048902512
1200000,1.1747342103719711,13.76,-0.004617545630899258,382,0.022639621859416367,21.0,516.84,1.8517995691299438,0.5387465872159823,7.0,150,0.7619859737157821
1208000,1.1794030737876893,14.28,-0.004044905256014317,382,0.02359611592721194,22.200000000000017,517.4,1.8802422237396241,0.575960352731991,7.0,151,0.7489410084486008
1216000,1.1625720536708832,14.91,-0.007643826404528226,382,0.022411361807025968,24.0,524.21,1.832287387251854,0.5664529594358091,8.0,152,0.7510169166326522
1224000,1.157542909383774,15.3,0.0002567655133316293,382,0.02693076527211815,23.10000000000001,542.23,2.0091431188583373,0.624225633427751,9.0,153,0.7302227634191513
1232000,1.1688861513137818,15.68,-0.015142223098955583,382,0.02475710175931454,23.10000000000001,545.03,1.9347769677639008,0.5951274991425917,9.0,154,0.7279018396139145
1240000,1.1833810412883758,15.44,-0.0011991939575091237,383,0.023902802085503935,23.10000000000001,542.67,1.9087025213241577,0.5800662017958104,9.0,155,0.7605936104059219
1248000,1.133567146062851,15.49,-0.002491046864306554,383,0.023265730598941447,23.0,547.93,1.8843945384025573,0.5666537320252047,9.0,156,0.7420742642879486
1256000,1.191727659702301,15.8,-0.0053399447201809384,383,0.026008175392635165,22.10000000000001,550.34,1.9707231271266936,0.5601692926432938,10.0,157,0.7291475981473923
1264000,1.1475288188457489,15.71,-0.008949570432778274,384,0.021493328381329776,22.0,554.5,1.8071509820222855,0.5975829314668412,10.0,158,0.7760573756694794
1272000,1.180087240934372,15.22,-0.005034783259034157,384,0.02385167431086302,21.10000000000001,543.52,1.8811978995800018,0.550351769026216,9.0,159,0.7553468191623688
1280000,1.1798774254322053,14.85,-0.005739005862851627,384,0.02411191606428474,21.10000000000001,534.95,1.91330730676651,0.6004003453712831,8.0,160,0.7427701610326767
1288000,1.1717034792900085,14.69,-0.009119057019706816,384,0.024903591480106114,22.0,546.22,1.9315796273946761,0.661416949631851,8.0,161,0.7220308291912079
1296000,1.1135213267803192,15.05,-0.009798378866908024,385,0.024932405641302467,22.10000000000001,551.17,1.937538355588913,0.5953210597460532,8.0,162,0.7209651583433151
1304000,1.1363164752721786,15.32,-0.004829834378906526,385,0.02636217450723052,23.10000000000001,555.81,2.007897720336914,0.6433676538000627,8.0,163,0.7151291036605835
1312000,1.1660741686820983,15.57,-0.004539861914818175,385,0.02600454959552735,24.0,573.77,1.9760234916210175,0.6155493110797788,8.0,164,0.7596232324838639
1320000,1.1579147171974182,15.87,-0.0055198050776380115,385,0.024505121652036905,23.10000000000001,582.6,1.9149221765995026,0.5953629662962302,8.0,165,0.7379251915216446
1328000,1.165003490447998,16.53,-0.006493061614910403,385,0.02213281557895243,25.0,596.77,1.8198358726501465,0.5869254935242975,9.0,166,0.7824546694755554
1336000,1.1396353828907013,16.94,-0.005224176758201793,385,0.02376933001447469,25.0,604.88,1.8930305474996567,0.5959676906080713,9.9,167,0.7334885293245316
1344000,1.1430617547035218,17.27,-0.00868086376285646,385,0.029137108186259867,25.0,604.19,2.097875851392746,0.6529984876259255,9.0,168,0.7206742715835571
1352000,1.1541190016269685,17.41,-0.0024863181260298007,386,0.030466323895379902,25.0,606.22,2.156501590013504,0.6970837521564376,10.0,169,0.6874745559692382
1360000,1.1417087411880493,18.04,-0.01080179918644717,386,0.02752191471401602,25.200000000000017,622.09,2.030623047351837,0.6007846306280149,10.0,170,0.7298670107126236
1368000,1.1298070704936982,18.25,-0.010379712788853794,386,0.02720603849738836,25.200000000000017,627.04,2.0009562230110167,0.7144708379821714,10.9,171,0.7173605686426163
1376000,1.1075393998622893,18.14,-0.01216130507265916,386,0.026271448051556946,25.0,626.69,1.9953107845783233,0.6673398597782435,10.9,172,0.7163315856456757
1384000,1.1278142404556275,17.81,-0.007807410638779402,387,0.027274543615058065,25.0,619.23,2.032495365142822,0.7249793169234359,10.9,173,0.713698787689209
