fps,PMM:episode_rewards,policy_entropy,P09:episode_rewards,explained_variance,P01:episode_rewards,episode_length,grad_norm,value_loss,frames,clip_fraction,advantage_norm,approx_kl_divergence,epoch_idx,policy_loss
238,0.0,9.534292960071147e-15,0.0,-1.4156103134155273e-08,0.0,286.51,1.2270670188416057,0.012011964904377236,266240,0.0,15.968697333335877,0.0,26,6.926219953129476e-09
239,0.0,1.7885923886126207e-14,0.0,-1.4901161193847656e-08,0.0,286.44,1.14717113835397,0.011061279901332455,276480,0.0,15.968692511320114,0.0,27,9.937898539646995e-08
239,0.0,3.1714671710313794e-14,0.0,-1.2665987014770507e-08,0.0,286.33,1.0839108803191484,0.009592993820842822,286720,0.0,15.968693447113036,0.0,28,1.343255462415982e-09
239,0.0,5.4691421056981375e-14,0.0,-8.940696716308593e-09,0.0,285.95,1.0325829310015668,0.009068345140258316,296960,0.0,15.968690431118011,0.0,29,-4.0804222862789173e-07
239,0.0,8.893563740203117e-14,0.0,3.725290298461914e-09,0.0,285.96,0.9886414245507409,0.00833693758249865,307200,0.0,15.96869399547577,0.0,30,5.717632802770822e-07
240,0.0,1.4368749106224975e-13,0.0,-2.1979212760925294e-08,0.0,286.38,0.9546500891673431,0.007766157406877028,317440,0.0,15.968691742420196,0.0,31,-7.53836957301246e-09
240,0.0,2.2063611407110713e-13,0.0,9.685754776000977e-09,0.0,286.43,0.9229852006434365,0.007414812431670725,327680,0.0,15.968691504001617,0.0,32,5.279125616652891e-08
240,0.0,3.291412945687945e-13,0.0,-1.0430812835693359e-08,0.0,286.64,0.8968496074682957,0.00694609325073543,337920,0.0,15.968689835071563,0.0,33,3.587759238143917e-07
240,0.0,4.786368843246749e-13,0.0,-3.725290298461914e-09,0.0,286.62,0.8733402626248484,0.0067836937196261715,348160,0.0,15.96868726015091,0.0,34,7.369690138148144e-08
240,0.0,6.744960513239192e-13,0.0,-6.332993507385254e-09,0.0,286.6,0.8519348989442216,0.006495611165155424,358400,0.0,15.968687951564789,0.0,35,1.79063817995484e-07
240,0.0,9.42932093083576e-13,0.0,-1.4528632164001465e-08,0.0,286.3,0.8316015706113703,0.006393295720044989,368640,0.0,15.968683063983917,0.0,36,1.4209433629730484e-07
240,0.0,1.279875286834412e-12,0.0,-2.6077032089233397e-09,0.0,286.24,0.8131286836280964,0.00592167777067516,378880,0.0,15.968693035840989,0.0,37,1.5116868326003897e-07
239,0.0,1.7727280309919741e-12,0.0,1.1175870895385742e-09,0.0,286.4,0.7955417971824881,0.005847053829347715,389120,0.0,15.96868879199028,0.0,38,-2.5806639314396307e-07
239,0.0,2.440114631890606e-12,0.0,-2.868473529815674e-08,0.0,286.49,0.779331918888171,0.005593341335770674,399360,0.0,15.968689334392547,0.0,39,1.5157246480157482e-07
239,0.0,3.3544567039985216e-12,0.0,7.078051567077636e-09,0.0,286.66,0.7631823743864788,0.005438402335857973,409600,0.0,15.968690168857574,0.0,40,-6.095656317484099e-07
239,0.0,4.670127292153402e-12,0.0,-1.6763806343078613e-08,0.0,286.71,0.7489047630639606,0.005315249085833784,419840,0.0,15.968688321113586,0.0,41,-2.2218405320018065e-07
239,0.0,6.4730642287264e-12,0.0,-6.7055225372314455e-09,0.0,286.82,0.7341978115549633,0.005115537076198962,430080,0.0,15.968688774108887,0.0,42,-1.8466935216565617e-07
238,0.0,9.010358903221646e-12,0.0,-1.1175870895385742e-08,0.0,286.3,0.7195265444853202,0.0050083231370081195,440320,0.0,15.96868896484375,0.0,43,9.608024811313954e-08
238,0.0,1.2654664344408442e-11,0.0,1.080334186553955e-08,0.0,286.08,0.7062854507523515,0.004845407909306232,450560,0.0,15.968689185380935,0.0,44,-1.6391477402066813e-07
239,0.0,1.7870298437642346e-11,0.0,-1.3411045074462891e-08,0.0,286.36,0.6930166018830646,0.004729761453927494,460800,0.0,15.968686747550965,0.0,45,-9.620862329029478e-09
239,0.0,2.534904535627172e-11,0.0,-1.6763806343078613e-08,0.0,286.61,0.6799562451806166,0.004629382785060443,471040,0.0,15.968686413764953,0.0,46,2.1000158767492395e-08
239,0.0,3.596555880804736e-11,0.0,-2.2351741790771484e-08,0.0,286.5,0.6667880344170585,0.004473876378324348,481280,0.0,15.968687963485717,0.0,47,-2.858216248569079e-07
239,0.0,5.13819640697924e-11,0.0,-4.097819328308106e-09,0.0,286.21,0.6547479721912774,0.0043601137600489896,491520,0.0,15.96868829727173,0.0,48,5.935753506491892e-08
239,0.0,7.420169626307093e-11,0.0,-3.725290298461914e-09,0.0,285.88,0.641932584526822,0.004247753048548475,501760,0.0,15.968686097860337,0.0,49,-3.7131849239813165e-08
239,0.0,1.068497960249326e-10,0.0,-3.725290298461914e-09,0.0,285.86,0.6303405330099194,0.004121751575439703,512000,0.0,15.968688118457795,0.0,50,2.101907284668414e-07
239,0.0,1.5504909613162087e-10,0.0,-1.080334186553955e-08,0.0,286.29,0.6182920755386886,0.004023634239274543,522240,0.0,15.968687003850937,0.0,51,-4.6342961468326394e-08
239,0.0,2.2528185272124856e-10,0.0,-2.2351741790771484e-09,0.0,286.6,0.6070826578677895,0.0039176539881736975,532480,0.0,15.968686121702195,0.0,52,-2.200361450377386e-07
239,0.0,3.2707653443292405e-10,0.0,-4.097819328308106e-09,0.0,286.78,0.5954979467736609,0.0038097165117505936,542720,0.0,15.968687146902084,0.0,53,-1.5277041711669881e-07
239,0.0,4.735293960764219e-10,0.0,0.0,0.0,286.76,0.5697944716921939,0.0035841537166561464,552960,0.0,15.968684041500092,0.0,54,4.146216269873548e-07
239,0.0,6.662694260889391e-10,0.0,-1.7881393432617187e-08,0.0,286.51,0.45936962059290326,0.002748214867864629,563200,0.0,15.968157863616943,0.0,55,2.0876034341199555e-07
239,0.0,7.575088049882606e-10,0.0,1.4901161193847657e-09,0.0,286.18,0.001810615232395799,1.6306179558851791e-07,573440,0.0,15.715232169628143,0.0,56,6.448705676120881e-08
239,0.0,7.576283066190737e-10,0.0,3.725290298461914e-09,0.0,286.01,1.7302208257114785e-05,5.04125245450209e-12,583680,0.0,14.223815792798996,0.0,57,1.5989819246442495e-09
239,0.0,7.576503126272005e-10,0.0,4.097819328308106e-09,0.0,285.95,3.2481784371131315e-05,1.910353787639108e-11,593920,0.0,14.9548961520195,0.0,58,1.218530428559461e-07
239,0.0,7.576759799426957e-10,0.0,-3.7252902984619143e-10,0.0,286.0,3.914820415010643e-05,2.6351129496737323e-11,604160,0.0,14.291160196065903,0.0,59,4.042785803903826e-08
239,0.0,7.577128292857172e-10,0.0,-9.313225746154785e-09,0.0,286.0,3.4680817240661205e-05,1.9420298190171518e-11,614400,0.0,14.854426670074464,0.0,60,2.571524532868352e-07
239,0.0,7.577660849494849e-10,0.0,nan,0.0,286.1,7.635057817290338e-05,1.2260974708810688e-10,624640,0.0,13.821332353353501,0.0,61,-2.733189660375501e-07
239,0.0,7.577982265999373e-10,0.0,-6.332993507385254e-09,0.0,285.98,0.002856071269364277,1.2828532992076988e-06,634880,0.0,14.807491272687912,0.0,62,3.2432355965283934e-07
239,0.0,1.0271147085627597e-09,0.0,1.4901161193847657e-09,0.0,285.97,0.8546810104223648,0.027748584735312675,645120,0.0,15.968647366762161,0.0,63,-1.1842590765809292e-07
239,0.0,2.9133612446108347e-09,0.0,-7.450580596923829e-10,0.0,286.17,0.9338279524438668,0.038176235720516226,655360,0.0,15.967394638061524,0.0,64,1.4733068383065983e-07
239,0.0,3.9735216228464765e-09,0.0,-1.3411045074462891e-08,0.0,286.29,0.035020398550233756,3.7343241196933355e-05,665600,0.0,15.96612901687622,0.0,65,-4.889297997578979e-08
239,0.0,3.982057153462115e-09,0.0,-7.450580596923829e-10,0.0,286.39,0.0005302916299790096,8.655377690045889e-09,675840,0.0,15.392741483449935,0.0,66,-2.7863607101608066e-07
239,0.0,4.093149319484013e-09,0.0,3.7252902984619143e-10,0.0,286.2,0.1710097233720415,0.0007937933966559445,686080,0.0,15.911248219013213,0.0,67,-8.171991794370115e-09
239,0.0,4.855354349131425e-09,0.0,1.1175870895385742e-09,0.0,286.3,0.20750865819126835,0.0009196657255349016,696320,0.0,15.967981511354447,0.0,68,-4.370998567537754e-07
239,0.0,5.295042662667449e-09,0.0,-8.568167686462402e-09,0.0,286.5,0.22324324370944937,0.0008374789764538093,706560,0.0,15.968309158086777,0.0,69,-2.165347723348532e-08
239,0.0,6.009952183139156e-09,0.0,-7.078051567077636e-09,0.0,286.72,0.21066017096359202,0.0007605176155532523,716800,0.0,15.966913205385207,0.0,70,-9.253576536139007e-08
239,0.0,6.705668442741341e-09,0.0,-3.725290298461914e-09,0.0,286.65,0.17211443913326413,0.0005820499382467315,727040,0.0,15.967750924825669,0.0,71,-3.2184066185436676e-07
239,0.0,7.324175874123817e-09,0.0,-1.0058283805847169e-08,0.0,286.31,0.22778303203075406,0.0008516153316573849,737280,0.0,15.968233561515808,0.0,72,-8.799820534477476e-08
239,0.0,8.236770149272488e-09,0.0,-4.8428773880004884e-09,0.0,285.89,0.19023017386768737,0.0006785795765324564,747520,0.0,15.968182814121246,0.0,73,2.8837475838372486e-07
239,0.0,8.999404610410267e-09,0.0,1.1175870895385742e-09,0.0,285.75,0.18024689231356422,0.0005945628884031908,757760,0.0,15.96037935614586,0.0,74,-1.0819426279340406e-07
239,0.0,9.888920676770497e-09,0.0,-1.825392246246338e-08,0.0,286.12,0.21689286589966655,0.0009579556202877094,768000,0.0,15.968350487947465,0.0,75,9.151531230600085e-08
239,0.0,1.1760461859910975e-08,0.0,2.9802322387695314e-09,0.0,286.63,0.216628125631995,0.0017104528981207068,778240,0.0,15.968504577875137,0.0,76,-1.0069725249195472e-07
239,0.0,1.266390843857046e-08,0.0,-2.2351741790771484e-09,0.0,286.63,0.18251733731831649,0.000590923134050847,788480,0.0,15.96826418042183,0.0,77,4.292272706152289e-08
239,0.0,1.4158371713923757e-08,0.0,-1.4528632164001465e-08,0.0,286.49,0.19181573275605932,0.0007328118771136261,798720,0.0,15.968494689464569,0.0,78,-1.6682134287293593e-07
239,0.0,1.5592456270585586e-08,0.0,-8.195638656616212e-09,0.0,286.55,0.2361187605926207,0.001494798581224721,808960,0.0,15.968282562494277,0.0,79,-4.323333087086212e-08
239,0.0,2.0732235039844227e-08,0.0,-7.450580596923829e-10,0.0,286.29,0.28478002165406735,0.003350055141915737,819200,0.0,15.965289771556854,0.0,80,1.0812318578246049e-07
239,0.0,2.2023889811872977e-08,0.0,-2.0116567611694337e-08,0.0,286.09,0.0013178551859019247,7.111219467216827e-08,829440,0.0,15.908018803596496,0.0,81,7.63386537983024e-08
239,0.0,2.4094109618566505e-08,0.0,-1.30385160446167e-08,0.0,286.18,0.21140649307272322,0.00118608492037183,839680,0.0,15.968026781082154,0.0,82,-2.0804009182029405e-09
239,0.0,2.708267724527147e-08,0.0,-1.1548399925231934e-08,0.0,286.38,0.16039893408008637,0.0007312786177111786,849920,0.0,15.966656827926636,0.0,83,1.220503008880769e-07
239,0.0,3.001027322202532e-08,0.0,2.9802322387695314e-09,0.0,286.23,0.11027712967164208,0.00036681553581946886,860160,0.0,15.965562105178833,0.0,84,-1.4545225894835313e-07
239,0.0,3.372827541703316e-08,0.0,-7.078051567077636e-09,0.0,286.25,0.169730263546851,0.0005926404979519573,870400,0.0,15.967129522562027,0.0,85,2.5035329827005625e-07
239,0.0,4.941606714936597e-08,0.0,-6.332993507385254e-09,0.0,286.24,0.7363038659466791,0.009433244564835519,880640,0.0,15.968631172180176,0.0,86,1.1928714229725302e-07
239,0.0,1.0926712650238812e-07,0.0,1.3411045074462891e-08,0.0,286.34,0.697200177379129,0.007199120790755842,890880,0.0,15.968698126077651,0.0,87,-5.6113276514224705e-08
239,0.0,1.9674004478886786e-07,0.0,0.0,0.0,286.2,0.37244753013570475,0.0031616253275612736,901120,0.0,15.966652864217759,0.0,88,3.0137039175315296e-08
238,0.0,2.3712103409678774e-07,0.0,7.078051567077636e-09,0.0,286.22,0.00022157076294113354,3.186844362670194e-09,911360,0.0,14.48852396607399,0.0,89,4.126652584091062e-08
238,0.0,2.6629451728155117e-07,0.0,nan,0.0,286.32,1.5009491722899433e-05,5.1832865591206314e-12,921600,0.0,13.185999476909638,0.0,90,3.936279426852707e-08
238,0.0,3.03712999993877e-07,0.0,-6.332993507385254e-09,0.0,286.18,1.6249083710889206e-05,5.285949436135503e-12,931840,0.0,14.515017545223236,0.0,91,7.529716867793468e-08
238,0.0,3.535684957256535e-07,0.0,nan,0.0,285.88,1.5239373280313156e-05,5.672494058513213e-12,942080,0.0,13.28518083691597,0.0,92,-1.4007848676556022e-07
238,0.0,4.2242322777497067e-07,0.0,4.097819328308106e-09,0.0,286.06,1.9488716825211955e-05,9.109082631333637e-12,952320,0.0,14.457361841201783,0.0,93,3.703213678818429e-07
238,0.0,5.322619404779517e-07,0.0,0.0,0.0,286.25,4.528241933908593e-05,4.9288673527164817e-11,962560,0.0,14.372042113542557,0.0,94,7.772387107252144e-08
238,0.0,7.376440930073614e-07,0.0,-1.4528632164001465e-08,0.0,286.37,0.1005775631201439,0.0007219556019409131,972800,0.0,15.504815411567687,0.0,95,-8.976057870313525e-08
238,0.0,2.713980854451847e-06,0.0,4.8428773880004884e-09,0.0,286.2,0.9414907867494584,0.01875974194697392,983040,0.0,15.968695324659347,0.0,96,-8.772393584877136e-08
238,0.0,0.007133108956686276,0.0,-1.080334186553955e-08,0.0,286.26,0.2609545085672395,0.002579616479484098,993280,0.00625,15.959136772155762,0.005020591492937853,97,0.0004408346373764971
238,0.0,3.5109766179444726e-11,0.0,2.6077032089233397e-09,0.0,286.29,1.6974228050743773e-05,1.6887137810107e-11,1003520,0.0,13.766847985982896,0.0,98,-1.4154991276882356e-07
238,0.0,3.510418880494498e-11,0.0,nan,0.0,286.14,8.859187525143935e-06,2.2879282544711476e-12,1013760,0.0,11.855991876125335,0.0,99,7.81037215347169e-08
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.12,2.782696421477645e-12,0.0,1024000,0.0,0.0,0.0,100,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.2,2.782696421477645e-12,0.0,1034240,0.0,0.0,0.0,101,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.47,2.782696421477645e-12,0.0,1044480,0.0,0.0,0.0,102,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.23,2.782696421477645e-12,0.0,1054720,0.0,0.0,0.0,103,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.17,2.782696421477645e-12,0.0,1064960,0.0,0.0,0.0,104,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.1,2.782696421477645e-12,0.0,1075200,0.0,0.0,0.0,105,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.19,2.782696421477645e-12,0.0,1085440,0.0,0.0,0.0,106,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.25,2.782696421477645e-12,0.0,1095680,0.0,0.0,0.0,107,0.0
238,0.0,3.510402732387341e-11,0.0,nan,0.0,286.15,2.782696421477645e-12,0.0,1105920,0.0,0.0,0.0,108,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,285.87,2.782696421477645e-12,0.0,1116160,0.0,0.0,0.0,109,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.1,2.782696421477645e-12,0.0,1126400,0.0,0.0,0.0,110,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.29,2.782696421477645e-12,0.0,1136640,0.0,0.0,0.0,111,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.11,2.782696421477645e-12,0.0,1146880,0.0,0.0,0.0,112,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.42,2.782696421477645e-12,0.0,1157120,0.0,0.0,0.0,113,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.41,2.782696421477645e-12,0.0,1167360,0.0,0.0,0.0,114,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.33,2.782696421477645e-12,0.0,1177600,0.0,0.0,0.0,115,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.16,2.782696421477645e-12,0.0,1187840,0.0,0.0,0.0,116,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.16,2.782696421477645e-12,0.0,1198080,0.0,0.0,0.0,117,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.22,2.782696421477645e-12,0.0,1208320,0.0,0.0,0.0,118,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.04,2.782696421477645e-12,0.0,1218560,0.0,0.0,0.0,119,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.06,2.782696421477645e-12,0.0,1228800,0.0,0.0,0.0,120,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.0,2.782696421477645e-12,0.0,1239040,0.0,0.0,0.0,121,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.2,2.782696421477645e-12,0.0,1249280,0.0,0.0,0.0,122,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.19,2.782696421477645e-12,0.0,1259520,0.0,0.0,0.0,123,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.2,2.782696421477645e-12,0.0,1269760,0.0,0.0,0.0,124,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.13,2.782696421477645e-12,0.0,1280000,0.0,0.0,0.0,125,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,285.94,2.782696421477645e-12,0.0,1290240,0.0,0.0,0.0,126,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.18,2.782696421477645e-12,0.0,1300480,0.0,0.0,0.0,127,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.19,2.782696421477645e-12,0.0,1310720,0.0,0.0,0.0,128,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.45,2.782696421477645e-12,0.0,1320960,0.0,0.0,0.0,129,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.49,2.782696421477645e-12,0.0,1331200,0.0,0.0,0.0,130,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.24,2.782696421477645e-12,0.0,1341440,0.0,0.0,0.0,131,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.08,2.782696421477645e-12,0.0,1351680,0.0,0.0,0.0,132,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.99,2.782696421477645e-12,0.0,1361920,0.0,0.0,0.0,133,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.07,2.782696421477645e-12,0.0,1372160,0.0,0.0,0.0,134,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.33,2.782696421477645e-12,0.0,1382400,0.0,0.0,0.0,135,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,286.27,2.782696421477645e-12,0.0,1392640,0.0,0.0,0.0,136,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.2,2.782696421477645e-12,0.0,1402880,0.0,0.0,0.0,137,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.0,2.782696421477645e-12,0.0,1413120,0.0,0.0,0.0,138,0.0
237,0.0,3.510402732387341e-11,0.0,nan,0.0,285.84,2.782696421477645e-12,0.0,1423360,0.0,0.0,0.0,139,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.95,2.782696421477645e-12,0.0,1433600,0.0,0.0,0.0,140,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.85,2.782696421477645e-12,0.0,1443840,0.0,0.0,0.0,141,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.79,2.782696421477645e-12,0.0,1454080,0.0,0.0,0.0,142,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.85,2.782696421477645e-12,0.0,1464320,0.0,0.0,0.0,143,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.08,2.782696421477645e-12,0.0,1474560,0.0,0.0,0.0,144,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.38,2.782696421477645e-12,0.0,1484800,0.0,0.0,0.0,145,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.5,2.782696421477645e-12,0.0,1495040,0.0,0.0,0.0,146,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.52,2.782696421477645e-12,0.0,1505280,0.0,0.0,0.0,147,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.63,2.782696421477645e-12,0.0,1515520,0.0,0.0,0.0,148,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.25,2.782696421477645e-12,0.0,1525760,0.0,0.0,0.0,149,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,286.03,2.782696421477645e-12,0.0,1536000,0.0,0.0,0.0,150,0.0
236,0.0,3.510402732387341e-11,0.0,nan,0.0,285.91,2.782696421477645e-12,0.0,1546240,0.0,0.0,0.0,151,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.16,2.782696421477645e-12,0.0,1556480,0.0,0.0,0.0,152,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.22,2.782696421477645e-12,0.0,1566720,0.0,0.0,0.0,153,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.42,2.782696421477645e-12,0.0,1576960,0.0,0.0,0.0,154,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.45,2.782696421477645e-12,0.0,1587200,0.0,0.0,0.0,155,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.44,2.782696421477645e-12,0.0,1597440,0.0,0.0,0.0,156,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.36,2.782696421477645e-12,0.0,1607680,0.0,0.0,0.0,157,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.48,2.782696421477645e-12,0.0,1617920,0.0,0.0,0.0,158,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.41,2.782696421477645e-12,0.0,1628160,0.0,0.0,0.0,159,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.32,2.782696421477645e-12,0.0,1638400,0.0,0.0,0.0,160,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.06,2.782696421477645e-12,0.0,1648640,0.0,0.0,0.0,161,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.16,2.782696421477645e-12,0.0,1658880,0.0,0.0,0.0,162,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.15,2.782696421477645e-12,0.0,1669120,0.0,0.0,0.0,163,0.0
235,0.0,3.510402732387341e-11,0.0,nan,0.0,286.31,2.782696421477645e-12,0.0,1679360,0.0,0.0,0.0,164,0.0
