epoch_idx,P01:episode_rewards,approx_kl_divergence,frames,policy_entropy,explained_variance,advantage_norm,fps,policy_loss,episode_length,value_loss,grad_norm,PMM:episode_rewards,clip_fraction,P09:episode_rewards
49,50.0,0.0030386523446850333,501760,1.6885577708482742,-1.1920928955078126e-08,15.968717843294144,459,-0.0010701227281970204,343.97,0.007607685719631263,0.04985558877428706,203.75,0.2033935546875,502.5000000000002
50,25.0,0.003760929013128589,512000,1.6731197915971279,4.8428773880004884e-09,15.968716478347778,459,-0.0016425110727141146,335.68,0.006369112505234397,0.04796931733858961,163.25,0.28203125,452.50000000000017
51,0.0,0.002797819203919971,522240,1.643134319782257,-8.940696716308593e-09,15.9687175989151,461,-0.0010811306921823416,329.47,0.008661970031789678,0.05010163473088216,138.75,0.1904052734375,325.0
52,0.0,0.00304334170640459,532480,1.6693833969533443,-8.568167686462402e-09,15.96871749162674,461,-0.0016989950945571763,320.34,0.0071457839117101685,0.04971962623031119,117.75,0.2585205078125,250.0
53,0.0,0.003300658251043842,542720,1.660661705583334,2.2351741790771484e-09,15.968716949224472,462,-0.0024954178028565367,325.37,0.006947095076273513,0.0534566632554397,137.0,0.29619140625,285.00000000000085
54,0.0,0.0028268896919598774,552960,1.5842140026390552,7.078051567077636e-09,15.96871292591095,463,-0.0012099403982574585,321.86,0.006715536205439498,0.04847603157588505,131.0,0.194921875,290.0000000000013
55,0.0,0.004004102471014903,563200,1.5130776077508927,-2.0116567611694337e-08,15.968710821866988,464,-0.000627064303989755,321.48,0.005470876186764728,0.04889986023515585,125.25,0.2613037109375,425.0
56,0.0,0.0030985506054094004,573440,1.599180956184864,4.470348358154297e-09,15.968717283010482,464,-0.001412554878334049,316.93,0.005348802775074546,0.04798037505220347,102.0,0.232421875,200.0
57,0.0,0.0036422530810000355,583680,1.5507146269083023,-2.9802322387695314e-09,15.968661838769913,465,-0.0014482474498436204,312.93,0.004972716593715498,0.048182973672454596,79.75,0.2572509765625,150.0
58,0.0,0.003505095118680401,593920,1.552167332917452,-8.568167686462402e-09,15.968716210126876,466,-0.001235226092103403,312.18,0.004925688856474153,0.04788505915393709,77.5,0.2730712890625,150.0
59,0.0,0.0029437512323738702,604160,1.5812107898294925,5.215406417846679e-09,15.968717616796493,468,-0.0011687542457366363,312.94,0.007185440938701504,0.05058005888767231,86.5,0.215234375,175.0
60,0.0,0.004140383706135254,614400,1.6223211787641048,-5.215406417846679e-09,15.968717348575591,468,-0.0015540438867901684,320.62,0.0088305318098719,0.05309276823063348,117.5,0.2455078125,252.50000000000023
61,25.0,0.0025055954815570657,624640,1.6595939084887505,5.960464477539063e-09,15.968717640638351,469,-0.000977570141549222,330.39,0.010599633018136956,0.051261191683003436,148.5,0.1751953125,325.0
62,25.0,0.003003539561791513,634880,1.609217596054077,4.097819328308106e-09,15.96871766448021,470,-0.00115608487285499,342.08,0.007522147368308652,0.052915831912775435,166.5,0.2397705078125,332.5000000000006
63,25.0,0.0035424949480329813,645120,1.6353094004094602,1.2293457984924316e-08,15.968716210126876,471,-0.0011333051668771077,341.33,0.007666185785710411,0.05044020647582972,168.5,0.2703369140625,400.0
64,25.0,0.0034096852961056356,655360,1.7134872041642666,-2.9802322387695314e-09,15.9687175989151,472,-0.0014970950156566686,339.21,0.008854462558974773,0.05265259975402742,156.75,0.27685546875,302.5000000000002
65,25.0,0.002637472123046791,665600,1.6367623798549176,-1.1548399925231934e-08,15.968717741966248,472,-0.0012407460504618938,341.23,0.011605581702315248,0.05422039186543559,179.25,0.22578125,427.5000000000002
66,50.0,0.0026452784086700375,675840,1.616422963142395,1.1548399925231934e-08,15.96871766448021,470,-0.001020523345505353,351.8,0.010039238704484888,0.055434772578116034,192.5,0.2190185546875,427.5000000000002
67,75.0,0.0029183238149130377,686080,1.6747697494924068,-1.3783574104309083e-08,15.968717712163926,468,-0.0016472874543978834,362.32,0.011386196604871657,0.05419781636193992,223.5,0.228955078125,550.0
68,75.0,0.002526861118690249,696320,1.655992092192173,1.4901161193847656e-08,15.968717849254608,469,-0.001321701217239024,363.35,0.00936411189904902,0.05218365312886534,208.0,0.2071533203125,390.0000000000013
69,75.0,0.0026748211308017743,706560,1.565881961584091,2.9802322387695314e-09,15.96871621608734,470,-0.0014705098557897145,360.21,0.009087067663108428,0.051950342167696395,201.25,0.2103515625,500.0
70,75.0,0.0026181400836890133,716800,1.5005825333297254,-1.0430812835693359e-08,15.968717849254608,470,-0.0009266326309443684,355.93,0.012620688603055897,0.05422470918622703,196.75,0.2128662109375,330.0000000000004
71,75.0,0.0024983592636374395,727040,1.5364775255322456,-5.587935447692871e-09,15.968717807531357,470,-0.001413611681346083,357.52,0.011578177728370064,0.04980655925012119,207.5,0.18701171875,477.5000000000002
72,122.5,0.0025764362071413415,737280,1.592308511584997,2.2351741790771484e-09,15.96871783733368,470,-0.0011130350263556465,361.23,0.011671564243442845,0.053170397177274474,222.0,0.1776611328125,340.00000000000125
73,125.0,0.002267933376731435,747520,1.610500083118677,-3.7252902984619143e-10,15.968717616796493,469,-0.0007171092016506009,366.81,0.010706030170695158,0.04968361813438924,238.75,0.1687744140625,480.00000000000045
74,97.5,0.0028781138655062932,757760,1.5694043256342411,1.0058283805847169e-08,15.968717819452285,468,-0.001817136647150619,357.23,0.011433907809259836,0.05406031868308503,220.75,0.246630859375,325.0
75,75.0,0.0025301832631669185,768000,1.5760938942432403,-7.450580596923829e-10,15.968717652559281,465,-0.0015663052905438234,350.93,0.013065245578764007,0.05253552722581367,217.0,0.2003662109375,325.0
76,122.5,0.002485121272991364,778240,1.4602607659995557,-4.470348358154297e-09,15.968717753887177,462,-0.0009904747410473646,347.69,0.011811070059047779,0.04990502809363993,215.0,0.16806640625,325.0
77,125.0,0.0027334155661833393,788480,1.4830373398959638,-7.450580596923829e-10,15.968717855215072,458,-0.0017187064742756775,353.86,0.01068555473430024,0.05201873855634935,215.75,0.217138671875,327.5000000000002
78,97.5,0.0024260228200120083,798720,1.563228753209114,-1.862645149230957e-08,15.968717342615127,453,-0.0010935116428299808,359.8,0.011358103504039718,0.052219487369151295,213.25,0.1974853515625,327.5000000000002
79,100.0,0.0021410009203123082,808960,1.5668224364519119,1.1548399925231934e-08,15.968717902898788,443,-0.0009904822418320691,362.91,0.014053113909903913,0.052443995785634766,231.75,0.1591552734375,385.00000000000085
80,122.5,0.0024504804366557663,819200,1.5663623057305813,-3.688037395477295e-08,15.968717789649963,430,-0.001241428774301312,357.06,0.014130237681092695,0.05872327917857919,240.25,0.1882080078125,350.0
81,125.0,0.0022408407774719306,829440,1.6225735068321228,2.2351741790771484e-09,15.96871777176857,416,-0.0008656855334265856,353.16,0.01401450664998265,0.05460569944261293,254.5,0.1596435546875,355.00000000000045
82,125.0,0.0028166615895997894,839680,1.6763986669480802,-1.080334186553955e-08,15.968717741966248,405,-0.001005237853678409,350.64,0.01383373095013667,0.05522724793602658,254.0,0.2056396484375,350.0
83,97.5,0.003415525327272917,849920,1.6761391885578631,1.9744038581848144e-08,15.968717747926712,395,-0.0017122495126386638,346.39,0.010929887818929274,0.05539187431995651,237.0,0.2685546875,355.00000000000045
84,75.0,0.0024664771787115567,860160,1.6695528216660023,-1.9744038581848144e-08,15.968717765808105,386,-0.0008684360796905821,350.11,0.01227904931656667,0.055613521504009146,236.5,0.2034912109375,457.5000000000006
85,50.0,0.0027056947458959256,870400,1.679047065973282,3.3527612686157227e-09,15.968717753887177,378,-0.0011377486283890904,347.22,0.012645070908911293,0.0540897682784653,243.5,0.2070068359375,555.0000000000005
86,50.0,0.0031187330767124878,880640,1.684700681269169,-1.3411045074462891e-08,15.968717670440673,371,-0.0017061578168068082,348.4,0.010405499447415423,0.05578367533481878,234.0,0.2647216796875,552.5000000000002
87,50.0,0.0029600399595665293,890880,1.697629413753748,2.3469328880310058e-08,15.968717712163926,365,-0.0012266216370335314,338.66,0.008748103792822804,0.052049913107277655,198.5,0.241796875,525.0
88,25.0,0.0035015560631791232,901120,1.6997772477567197,1.7508864402770997e-08,15.96871771812439,359,-0.0014954950092942454,335.62,0.008471547618137265,0.05537409958815903,174.75,0.28251953125,405.00000000000045
89,22.500000000000007,0.0028565406254955406,911360,1.5794991537928582,-1.1175870895385742e-09,15.968716824054718,353,-0.0012348631680652034,322.95,0.005781156553416622,0.045823646063936706,138.75,0.2043212890625,327.5000000000002
90,0.0,0.0033531826121816267,921600,1.515588890761137,-1.0430812835693359e-08,15.968717116117478,349,-0.00175367272895528,321.3,0.006133647790159102,0.04295455573660297,138.5,0.2553955078125,377.5000000000002
91,0.0,0.004315351974639725,931840,1.5517993927001954,7.450580596923828e-09,15.968714934587478,345,-0.0011992180647212082,308.19,0.004617004549432124,0.043241083167497876,106.0,0.300830078125,257.5000000000006
92,0.0,0.0034885033396790275,942080,1.5101483710110188,8.568167686462402e-09,15.968710041046142,342,-0.0006375679738994222,299.64,0.0036072585337990405,0.04275557857652373,76.75,0.2460693359375,152.50000000000023
93,0.0,0.004203634056034388,952320,1.5206986241042615,3.725290298461914e-09,15.968696743249893,339,-0.0012584434058226178,292.56,0.002637486634270658,0.040894668893592945,52.25,0.3054931640625,100.0
94,0.0,0.005437691204241446,962560,1.543529113382101,5.215406417846679e-09,15.968698561191559,336,-0.0002936467273684684,289.51,0.0026220039411612604,0.04268013291125532,40.5,0.3231689453125,77.50000000000021
95,0.0,0.003069427229820576,972800,1.6463069029152393,4.470348358154297e-09,15.968714797496796,333,-0.0016326818986271974,287.97,0.004018339444351681,0.04604129467216529,43.0,0.2713134765625,77.50000000000021
96,0.0,0.0038616407662971143,983040,1.6629587143659592,4.8428773880004884e-09,15.968678563833237,330,-0.0010431377249915386,291.9,0.003702929732296667,0.04800153323360353,52.0,0.2707763671875,125.0
97,0.0,0.003668933695530541,993280,1.7061186984181405,-1.6391277313232423e-08,15.968710047006606,327,-0.0016166960340342484,297.43,0.004953932788703241,0.05037262200277905,64.25,0.3010986328125,150.0
98,0.0,0.004045185105439941,1003520,1.7204263046383859,3.7252902984619143e-10,15.968717437982558,324,-0.001285865158206434,300.62,0.005607399279233505,0.04878076219878101,71.75,0.2704345703125,150.0
99,0.0,0.00309384134013726,1013760,1.7043696865439415,-4.8428773880004884e-09,15.96871388554573,321,-0.0008049806419876404,303.06,0.004785585385604918,0.05054880290806174,93.75,0.2305908203125,200.0
100,0.0,0.0032224205659645124,1024000,1.6543167985975742,-1.0058283805847169e-08,15.968714475631714,319,-0.0013552499884099233,302.84,0.004216893997028137,0.04932245842834364,92.25,0.285986328125,200.0
101,0.0,0.0041393583554594215,1034240,1.621541077643633,-2.570450305938721e-08,15.968710100650787,317,-0.001209222849138314,301.41,0.0035640476603404636,0.04753068773116054,79.75,0.341455078125,155.00000000000043
102,0.0,0.0033404825442175934,1044480,1.6199683457612992,1.862645149230957e-09,15.968717312812805,314,-0.001119077437761007,295.88,0.0058272718737498504,0.05275065617384167,61.0,0.2911376953125,125.0
103,0.0,0.004311200206211651,1054720,1.656117459386587,-7.078051567077636e-09,15.968717402219772,312,-0.0010090622985444498,297.93,0.006368742959284646,0.0498373343558665,74.25,0.279638671875,152.50000000000023
104,0.0,0.0026766615809719952,1064960,1.6851235195994376,4.097819328308106e-09,15.968717622756959,310,-0.0008695060532772914,306.17,0.007469798776764946,0.05204286723142663,107.75,0.2192138671875,202.50000000000023
105,0.0,0.003276252369528265,1075200,1.643805318325758,-4.097819328308106e-09,15.96871719956398,308,-0.001603551910375245,316.75,0.006626408211104717,0.049546619342626705,133.25,0.2683349609375,425.0
106,0.0,0.0027347621502258335,1085440,1.6652717642486095,-2.123415470123291e-08,15.968717688322068,305,-0.001165363273321418,327.38,0.010763667141145562,0.05454209583930936,163.25,0.23876953125,452.50000000000017
107,0.0,0.003359841095186766,1095680,1.6634549543261528,-8.568167686462402e-09,15.968716794252396,303,-0.0014102243916568114,324.49,0.007093203316856034,0.04885072112729647,144.25,0.240380859375,357.5000000000007
108,0.0,0.003826678153598095,1105920,1.7491320349276065,-1.30385160446167e-08,15.96871725320816,301,-0.0017824601049142076,327.02,0.007023093868428987,0.049311617160815835,149.0,0.2852294921875,350.0
109,0.0,0.0034297722132805575,1116160,1.7666002951562405,-4.470348358154297e-09,15.968717682361603,299,-0.0011411656378186308,325.83,0.00992873280920321,0.054562369238414586,145.0,0.25908203125,255.00000000000043
110,0.0,0.003163251583737292,1126400,1.7357286304235457,-6.7055225372314455e-09,15.968717747926712,298,-0.0013617488184536342,330.54,0.009019940496364143,0.05493640306836235,153.75,0.2882568359375,300.0
111,0.0,0.0036957480818898603,1136640,1.7115492172539235,5.215406417846679e-09,15.968717414140702,296,-0.0009219465824571671,327.99,0.0072162251718054906,0.0512558910000532,156.5,0.2641845703125,300.0
112,22.500000000000007,0.0027791756466058358,1146880,1.7256537839770316,1.080334186553955e-08,15.968717676401138,294,-0.0009210692551278044,328.32,0.010420390700164716,0.05312411589339845,153.5,0.223291015625,300.0
113,25.0,0.0025690274856970063,1157120,1.6801064647734165,-5.215406417846679e-09,15.968717777729035,292,-0.0019838786342006643,333.65,0.011628014099915162,0.05374478012801476,187.0,0.2389892578125,427.5000000000002
114,47.50000000000001,0.002294844235072446,1167360,1.6226666495203972,-4.097819328308106e-09,15.968717777729035,291,-0.001198801537611871,345.33,0.009024326220787771,0.05358547357573914,199.75,0.2244384765625,425.0
115,47.50000000000001,0.0025627500296366177,1177600,1.623346319794655,-1.0430812835693359e-08,15.968717968463897,290,-0.0009435502375708893,352.42,0.008554593000371823,0.049345877648479745,185.75,0.197705078125,325.0
116,50.0,0.002458731795263702,1187840,1.66614990234375,-2.5331974029541015e-08,15.968717777729035,288,-0.0013043757753621321,357.45,0.01019797405715508,0.05061567939212701,172.25,0.1991943359375,275.0
117,47.50000000000001,0.0033803091334448252,1198080,1.690441157668829,2.3469328880310058e-08,15.968717789649963,287,-0.0015574544988339767,357.26,0.009800082940455469,0.0531886606270209,172.25,0.2816650390625,275.0
118,25.0,0.004162510999890401,1208320,1.7105364993214607,4.8428773880004884e-09,15.968717563152314,285,-0.0017699527517834213,345.87,0.006661767408968444,0.04998181107466011,169.25,0.3270263671875,407.5000000000006
119,25.0,0.0029812685064598554,1218560,1.722354879975319,9.685754776000977e-09,15.968717622756959,284,-0.0012158360645116773,338.96,0.009750049818831031,0.0535920230203689,168.5,0.241357421875,452.50000000000017
120,25.0,0.0027368627898567864,1228800,1.685355269163847,-5.960464477539063e-09,15.968717819452285,282,-0.001115336319344351,336.1,0.011715160373933031,0.05608976999584965,174.75,0.2557861328125,405.00000000000045
121,50.0,0.0020172723530777147,1239040,1.6686076618731023,3.7252902984619143e-10,15.968717885017394,281,-0.0009124683456320781,345.48,0.011444938729255227,0.05503505811987227,188.5,0.1693603515625,355.00000000000045
122,75.0,0.002728184499426334,1249280,1.6306260153651237,5.215406417846679e-09,15.968717712163926,279,-0.0020163550158031284,356.74,0.011906726552115287,0.057595562377107244,229.25,0.254296875,475.0
123,50.0,0.0031558970436151414,1259520,1.6908248230814933,-1.1548399925231934e-08,15.96871787905693,278,-0.0011783975049183936,355.95,0.009274173553785658,0.0529837575835692,230.75,0.2640625,477.5000000000002
124,50.0,0.0029960819932966843,1269760,1.743115670979023,-1.2665987014770507e-08,15.96871771812439,276,-0.001471036416160132,347.51,0.0071148562925372975,0.05101600617153409,196.25,0.2814208984375,475.0
125,25.0,0.003910904320446207,1280000,1.738826074451208,-8.940696716308593e-09,15.968710708618165,275,-0.0017404793659807182,328.95,0.005750475637027108,0.05045468337321283,139.0,0.314697265625,302.5000000000002
126,22.500000000000007,0.003221833030056587,1290240,1.736231468617916,8.195638656616212e-09,15.968716537952423,274,-0.0014307686647953232,318.61,0.006610497414965266,0.054474230780597765,99.25,0.2929931640625,200.0
127,25.0,0.002574860720756078,1300480,1.7090339593589305,-2.6077032089233397e-09,15.968717736005782,273,-0.0011099162216851254,321.58,0.010022421636676881,0.05369833915436324,118.75,0.218212890625,200.0
128,25.0,0.0032936221241470776,1310720,1.7361846268177032,-2.9802322387695314e-09,15.96871746778488,272,-0.0011519232393766288,328.16,0.007940756843709096,0.054821008695423314,139.5,0.2911376953125,225.0
129,50.0,0.0022833843149783206,1320960,1.7322244383394718,-2.7194619178771972e-08,15.968717765808105,271,-0.0011158814377267845,332.22,0.010256695038697217,0.055441653728499726,164.0,0.21416015625,275.0
130,47.50000000000001,0.0023808225198081344,1331200,1.6758817359805107,-1.3783574104309083e-08,15.968717807531357,269,-0.0014281574709457344,331.6,0.010921992175462946,0.056075129200793904,171.25,0.2343994140625,275.0
131,50.0,0.0028089162726701034,1341440,1.673415058106184,-1.4156103134155273e-08,15.968717730045318,268,-0.0020331861051090527,340.73,0.011728516309813131,0.05297562813717251,198.5,0.2413330078125,400.0
132,75.0,0.002220695571543274,1351680,1.6819724328815937,-5.215406417846679e-09,15.968717950582505,267,-0.0015202526596112876,348.18,0.010785521279103705,0.05370754043208509,216.75,0.2017333984375,402.5000000000002
133,50.0,0.0026881148156917335,1361920,1.689320047944784,2.123415470123291e-08,15.968717873096466,266,-0.0014871604078507516,349.55,0.009870677482831524,0.05376729657229627,215.25,0.2404541015625,430.0000000000004
134,50.0,0.0023126946941033565,1372160,1.680565769225359,-1.2665987014770507e-08,15.968717730045318,265,-0.001271115746931173,340.3,0.009743151001021032,0.05240467524121868,198.0,0.235107421875,357.5000000000007
135,50.0,0.0026929065664262454,1382400,1.710821058601141,7.450580596923829e-10,15.96871754527092,264,-0.001170135528082028,331.81,0.008663715579405106,0.055070625569983156,169.25,0.228564453125,305.00000000000045
136,50.0,0.002781204141331273,1392640,1.7273617208003997,2.9802322387695314e-09,15.968717646598815,263,-0.0010163196286157472,330.42,0.007673912104473856,0.050919266363700276,161.75,0.2470703125,300.0
137,25.0,0.0038702523319670947,1402880,1.722095824033022,-1.7881393432617187e-08,15.96871737241745,262,-0.0014005065509991254,325.12,0.007039611977893401,0.05217349898177727,132.5,0.3224365234375,277.5000000000002
