policy_entropy,PMM:episode_rewards,epoch_idx,clip_fraction,grad_norm,value_loss,explained_variance,fps,P01:episode_rewards,policy_loss,advantage_norm,approx_kl_divergence,frames,P09:episode_rewards,episode_length
1.6955582686467097,230.55555555555554,1,0.334423828125,110.6708629194829,10.396426259633154,-0.011543601006269454,192,75.0,0.01418043070261774,15.968719184398651,0.31569769103384754,10240,350.0,344.85185185185185
1.7489562407135963,218.9655172413793,2,0.159033203125,1.4839350821228372,0.09380135836545378,-4.8428773880004884e-09,179,75.0,-0.0005441590343252756,15.968719315528869,0.002491775872420021,20480,350.0,343.7413793103448
1.7831379875540734,204.77528089887642,3,0.123583984375,0.8198583103694748,0.03867250067996793,-7.078051567077636e-09,187,25.0,-0.0016385380680731033,15.968718653917312,0.0016565232845948685,30720,390.0000000000002,342.9438202247191
1.7826952010393142,183.0,4,0.08544921875,0.2761236001339417,0.021846574952360243,-7.82310962677002e-09,190,25.0,-0.0017103041911468609,15.968718105554581,0.0011676105119988733,40960,452.50000000000017,336.24
1.76855326294899,158.0,5,0.015966796875,0.13343322669707147,0.016120480974495876,1.9744038581848144e-08,192,25.0,-0.0010400752267742063,15.968717861175538,0.0004893028770609931,51200,425.0,328.87
1.7767420627176762,160.75,6,0.0044677734375,0.10238126743791769,0.021020503278123215,-1.862645149230957e-09,192,25.0,-0.001107949352444848,15.968718093633651,0.00042052972347903503,61440,402.5000000000002,330.63
1.7767873913049699,172.75,7,0.0,0.08112664681003574,0.020833289859001524,-2.16066837310791e-08,192,25.0,-0.0009485747337748762,15.968718111515045,0.0003029150226382171,71680,425.0,335.65
1.7772411033511162,189.0,8,0.0024169921875,0.07418396309830017,0.021759410033700986,-2.1979212760925294e-08,194,50.0,-0.0008338588810147485,15.968718111515045,0.00023166188021477295,81920,450.0,339.14
1.7761041685938834,194.25,9,0.00078125,0.0808431357493044,0.019701831923157442,2.2351741790771484e-09,194,50.0,-0.0006734034654073184,15.968718183040618,0.00018947742453256922,92160,477.5000000000002,340.22
1.7796390421688557,206.25,10,0.0,0.07592432796714219,0.024856917920988052,-1.862645149230957e-08,193,50.0,-0.0008015199593501166,15.968718236684799,0.000202857562256753,102400,500.0,339.02
1.7803731963038445,225.75,11,0.0,0.07693596363703102,0.024321389890974387,-1.0058283805847169e-08,192,50.0,-0.0005539590143598616,15.968718159198762,0.00015879440870811835,112640,527.5000000000002,345.87
