clip_fraction,approx_kl_divergence,advantage_norm,episode_length,value_loss,P01:episode_rewards,P09:episode_rewards,frames,epoch_idx,grad_norm,policy_entropy,fps,policy_loss,explained_variance,PMM:episode_rewards
0.1808837890625,4969195.831623969,15.968717789649963,363.4166666666667,814775729.8438109,125.0,267.5,10240,1,795151348.4345535,0.0883287152816503,556,0.04141619583460852,-0.22753824144601822,177.08333333333334
7.32421875e-05,6.9415804440531305e-06,15.96871080994606,361.5357142857143,0.012843676903924007,125.0,175.0,20480,2,0.14031428943260066,0.0013859453618351835,508,-7.969674243213376e-07,-3.3527612686157227e-09,147.32142857142858
0.01318359375,0.0006994331449384994,15.968710124492645,361.1927710843373,0.00875906006316427,125.0,125.0,30720,3,0.12913184118954163,0.022268158330916776,527,0.000264104121379205,-1.1175870895385742e-09,141.56626506024097
0.036669921875,0.03135291146293593,15.968715947866439,360.42,0.008614845989188779,125.0,125.0,40960,4,0.09208009393658494,0.07935927062098927,535,0.0008518107220879756,2.2351741790771484e-09,126.25
0.0534912109375,0.011720085946822677,15.968716359138488,361.22,0.00908907631557554,125.0,125.0,51200,5,0.07571186556570507,0.1528566462220624,538,0.0013211781555583003,1.30385160446167e-08,128.5
0.061962890625,0.005348884754880601,15.968717616796493,361.48,0.008380720357308746,125.0,150.0,61440,6,0.0411425812589677,0.45770949916914105,539,0.0016149535433214624,-5.587935447692871e-09,135.0
0.0574951171875,0.0033712470482726077,15.968717551231384,362.85,0.010271173617229578,125.0,225.0,71680,7,0.04075342065199944,0.5166339995339513,544,0.0009497902501607314,1.30385160446167e-08,145.0
0.0738037109375,0.0033214641368317643,15.968717575073242,364.49,0.00883981018760096,125.0,225.0,81920,8,0.03152485053987224,0.622348877415061,547,0.0003634427663200768,-6.7055225372314455e-09,152.0
0.0940673828125,0.0033620678545275952,15.968717533349992,364.11,0.00872520752291166,125.0,225.0,92160,9,0.020698195855119245,0.6987128797918558,547,0.0007707481188845122,-1.5273690223693846e-08,153.5
0.1172607421875,0.00418095048468956,15.968717610836029,364.33,0.008104569080751389,125.0,225.0,102400,10,0.02608933698651677,0.7824495069682598,549,0.0011807448434410616,1.4901161193847657e-09,148.0
0.1860595703125,0.004389119432175903,15.968717801570893,366.99,0.009980552014894783,125.0,225.0,112640,11,0.038575263341902824,1.0281848218291998,544,0.0003646573022706434,1.1920928955078126e-08,147.75
0.2306396484375,0.00356916192213248,15.968717676401138,368.27,0.012917401097365656,125.0,250.0,122880,12,0.054597024074912404,1.4697952330112458,542,-0.0004705782346718479,-3.799796104431152e-08,173.75
0.1918701171875,0.003060243659945172,15.968717873096466,371.86,0.013847212889231741,125.0,325.0,133120,13,0.05466292129185255,1.576906956732273,542,-0.0006130980906164041,-8.568167686462402e-09,216.75
0.1931396484375,0.003111840631368068,15.968717974424361,364.87,0.011676553828874604,125.0,350.0,143360,14,0.05358661460950158,1.6296958453953265,541,-0.00038349614296748766,2.6077032089233397e-09,240.0
0.1932861328125,0.0028992110313311057,15.968717944622039,365.36,0.014704839658224955,125.0,410.00000000000085,153600,15,0.055564673868941414,1.6127281844615937,540,-0.0013783113663521362,-5.215406417846679e-09,262.0
0.2376953125,0.0035286155489984592,15.9687180519104,363.96,0.012820862736407434,125.0,377.5000000000002,163840,16,0.056285006180247656,1.6272332921624184,540,-0.001707001167233102,-1.0430812835693359e-08,245.5
0.1926025390625,0.002934217888787316,15.968717807531357,365.74,0.014285246536019258,125.0,432.5000000000006,174080,17,0.05626068444824774,1.6336559012532235,540,-0.0010676450870960251,1.0430812835693359e-08,262.5
0.202197265625,0.0030007424360974254,15.968717992305756,374.37,0.0156846276455326,150.0,432.5000000000006,184320,18,0.06147301018328592,1.6181106351315975,540,-0.0012361102009890601,8.568167686462402e-09,285.5
0.1572021484375,0.00251107745501713,15.968717807531357,371.07,0.0152848416561028,150.0,432.5000000000006,194560,19,0.054899630585401246,1.597672212123871,539,-0.0012349336728220805,6.7055225372314455e-09,288.0
0.213916015625,0.002767309393573214,15.968717962503433,369.34,0.012695112108485774,150.0,432.5000000000006,204800,20,0.05553429852401102,1.5906633980572225,539,-0.0011691310537571553,1.3783574104309083e-08,286.75
0.209716796875,0.003089735783277092,15.968717843294144,370.6,0.013360838839435018,150.0,525.0,215040,21,0.05559355519749241,1.554809606075287,538,-0.0014197605531080626,-1.564621925354004e-08,296.5
0.15322265625,0.0021478611513430224,15.968718141317368,367.56,0.013631024317874108,125.0,502.5000000000002,225280,22,0.054526234542811344,1.577444577217102,537,-0.001047739492787514,-1.1175870895385742e-08,278.75
0.228515625,0.0031528823217740866,15.96871775984764,366.69,0.013496200321242213,125.0,502.5000000000002,235520,23,0.05742500098903423,1.6794791899621486,537,-0.0013899408375436905,5.587935447692871e-09,265.5
0.2564453125,0.003698948354303866,15.968713974952697,360.4,0.008120215967994681,50.0,505.00000000000045,245760,24,0.050369959423491054,1.7215225674211978,537,-0.0012699566272203811,-9.313225746154785e-09,237.0
0.2584228515625,0.004170294169506405,15.968709987401962,334.53,0.003546498867638093,0.0,400.0,256000,25,0.04763847789864978,1.6490707524120807,536,-0.0011419028120144502,1.4901161193847656e-08,163.5
0.2825927734375,0.004021821550983873,15.9687171459198,318.36,0.005104122987813753,0.0,250.0,266240,26,0.05009105164885315,1.6161164186894894,535,-0.0012738359637296526,-4.097819328308106e-09,99.75
