epoch_idx,clip_fraction,episode_length,policy_entropy,value_loss,advantage_norm,explained_variance,fps,approx_kl_divergence,PMM:episode_rewards,P09:episode_rewards,frames,P01:episode_rewards,grad_norm,policy_loss
1,0.53359375,309.48387096774195,1.3127911370187817,360057215.70996577,15.968718391656875,-1.2281960878521203,260,1390627.5428589748,45.96774193548387,75.0,10240,0.0,560579783.5232097,0.03626052741346939
2,0.2669921875,313.14285714285717,1.4638873517513276,0.004885464448619814,15.968715649843215,1.4901161193847656e-08,239,0.004609189808115843,55.55555555555556,120.00000000000011,20480,0.0,0.09097694911673541,-0.00011501061926537659
3,0.2349853515625,312.4479166666667,1.5168967619538307,0.0053829407730972886,15.968710148334504,-1.3411045074462891e-08,244,0.004374770533149786,62.239583333333336,125.0,30720,0.0,0.06840643932702566,-0.000819204721119604
4,0.2357177734375,320.41,1.55206041932106,0.007536783158275284,15.968717449903489,-5.215406417846679e-09,244,0.004780269871343989,82.5,175.0,40960,0.0,0.050142262573784735,-0.0012606790747668128
5,0.288427734375,322.46,1.6046752072870731,0.0069703680602515306,15.968716472387314,-1.0430812835693359e-08,247,0.004846449690785448,103.75,202.50000000000023,51200,0.0,0.047500860124452454,-0.0017079368761187652
6,0.24697265625,320.16,1.6379587292671203,0.005444390246680086,15.96871458888054,4.8428773880004884e-09,247,0.0037211818008245244,109.0,252.50000000000023,61440,0.0,0.05208490448237167,-0.0006349814761051675
7,0.2239990234375,312.57,1.6190404288470746,0.00586385844758297,15.968717104196548,-3.7252902984619143e-10,246,0.0030594131346390442,103.25,250.0,71680,0.0,0.05318640807146935,-0.0010898548578552436
8,0.20859375,306.26,1.575662662833929,0.0042983676515497395,15.968712639808654,2.2351741790771484e-09,248,0.002849352319128684,84.25,135.00000000000085,81920,0.0,0.047495693875896264,-0.0009445313891774277
9,0.2576904296875,309.42,1.5543836534023285,0.0051779991754685286,15.968715333938599,-7.450580596923828e-09,249,0.003629363607194591,87.75,182.50000000000065,92160,0.0,0.05122682574087158,-0.001485102698643459
10,0.2572265625,306.37,1.4925969421863556,0.0039560469150188736,15.968709409236908,2.9802322387695314e-09,250,0.0032804780080766703,74.75,150.0,102400,0.0,0.048042558281385275,-0.0012981965377548478
11,0.20537109375,306.38,1.499131679534912,0.0037296639282993205,15.968678379058838,-6.7055225372314455e-09,249,0.0027465159262249016,81.25,182.50000000000065,112640,0.0,0.046403218043036196,-0.0012508271378464998
12,0.3461669921875,301.38,1.4736563056707381,0.003060831669063191,15.96870014667511,1.1175870895385742e-08,249,0.00455910073440009,64.5,100.0,122880,0.0,0.04565973531271732,-0.0017493987332272809
13,0.2463134765625,297.23,1.512758407741785,0.0020164067277763653,15.968634408712386,-2.6077032089233397e-09,247,0.004069300366631978,48.75,100.0,133120,0.0,0.047279397179271196,-0.00013931402645539492
14,0.279345703125,293.59,1.4560620754957199,0.002798740075731576,15.968203365802765,-1.1548399925231934e-08,246,0.003945707234822749,34.25,77.50000000000021,143360,0.0,0.048522607622362865,-0.0017725315388815942
15,0.2252197265625,290.09,1.4022631138563155,0.003207860713195743,15.968566584587098,1.1175870895385742e-08,246,0.003677361366180776,29.75,75.0,153600,0.0,0.04782480775241157,-0.0013270412395286258
16,0.2453857421875,292.93,1.4427794061601162,0.0031904860160866465,15.967744636535645,-4.097819328308106e-09,246,0.0035437917589348444,38.75,100.0,163840,0.0,0.049671325323572754,-0.0011045840845326893
17,0.2826416015625,291.87,1.4666801743209361,0.0030201745570359153,15.968709033727645,0.0,246,0.00440956282787397,44.75,100.0,174080,0.0,0.045793291116907844,-0.0009989804013457615
18,0.21767578125,289.03,1.375206819921732,0.0011092700383826472,15.968029367923737,-1.6763806343078613e-08,247,0.003131363780715901,34.5,75.0,184320,0.0,0.04513025997674115,-0.0007616927832714282
19,0.2960693359375,285.27,1.398074047267437,0.001105680743265225,15.968372660875321,-2.2351741790771484e-09,246,0.003987128179119281,24.25,50.0,194560,0.0,0.043911351683858034,-0.0014680138330732007
20,0.232861328125,285.42,1.430244766920805,0.0021065106393741927,15.968627095222473,-8.568167686462402e-09,246,0.0034202997936787936,15.5,50.0,204800,0.0,0.04797573935042143,-0.0011298731373244665
21,0.1905517578125,288.36,1.3116573043167592,0.0012038957772227716,15.968412625789643,2.6077032089233397e-09,246,0.002771023889499702,18.75,50.0,215040,0.0,0.042463178663773096,-0.0005763604784078779
22,0.2102783203125,290.63,1.2629227444529534,0.0025902836671920504,15.968536251783371,-6.7055225372314455e-09,247,0.0034409423072645495,23.25,75.0,225280,0.0,0.038741009027654164,-0.001218101407357608
23,0.225830078125,289.11,1.4102781027555467,0.0019119445088044307,15.968655079603195,-1.2665987014770507e-08,246,0.00452720815083012,23.5,75.0,235520,0.0,0.04038822928675438,-0.0011099234881839948
24,0.3234375,289.92,1.5569116443395614,0.0018430144297035156,15.968689954280853,-1.0430812835693359e-08,247,0.005046860560224786,26.25,52.50000000000021,245760,0.0,0.040852448836466534,-0.001259890020446619
25,0.304150390625,293.35,1.6394178181886674,0.004597079515292179,15.968706291913985,-1.0058283805847169e-08,247,0.004702001941927847,36.25,75.0,256000,0.0,0.04908592613226935,-0.0009719540437799878
26,0.3122314453125,297.52,1.6588227167725562,0.022758860642454692,15.96871674656868,-0.4875526249408722,247,0.006420278425994813,48.0,100.0,266240,0.0,6.7418525422167495,0.001667764205194544
27,0.2474853515625,300.48,1.6348091661930084,0.004806425055835462,15.968716263771057,-2.6077032089233397e-09,247,0.003556765051291677,57.0,100.0,276480,0.0,0.051477933066668216,-0.0007320731514482759
28,0.278564453125,303.98,1.6229821905493735,0.004575593999743432,15.968717122077942,6.332993507385254e-09,247,0.0037662555766928563,62.5,125.0,286720,0.0,0.049572057951599476,-0.0019217750807001722
29,0.2240478515625,306.34,1.609697726368904,0.0056546571874037,15.96871429681778,4.470348358154297e-09,247,0.0036329740505152584,66.75,125.0,296960,0.0,0.05192984747567473,-0.0009482937748543918
30,0.2436767578125,305.11,1.5517461344599723,0.0038067140757959807,15.968715304136277,-2.2724270820617674e-08,247,0.0037418778647406725,66.25,125.0,307200,0.0,0.0436700024785765,-0.0013504091764843906
31,0.244580078125,307.73,1.5536630101501943,0.0059404963923384456,15.968716913461686,4.097819328308106e-09,247,0.0032187940758831245,68.5,150.0,317440,0.0,0.04932450145034752,-0.0011575815558899194
32,0.172021484375,310.05,1.47634831443429,0.006401012665264716,15.968717420101166,-1.4901161193847657e-09,247,0.0026292353196595286,76.5,175.0,327680,0.0,0.05037674381051009,-0.0006884239388455171
33,0.26552734375,308.0,1.382729595899582,0.0034703167009007886,15.968713515996933,-2.644956111907959e-08,247,0.003951673814879086,74.25,152.50000000000023,337920,0.0,0.04208922622209956,-0.0018245217435833184
34,0.22607421875,306.09,1.3949356012046337,0.004904920682735625,15.968703466653825,-1.4528632164001465e-08,248,0.0036202023557507347,65.75,127.50000000000021,348160,0.0,0.04512154663318088,-0.0009204156995110679
35,0.194384765625,303.16,1.4214359492063522,0.005590318531551475,15.968714988231659,-6.7055225372314455e-09,248,0.002811599132758147,61.25,127.50000000000021,358400,0.0,0.04954370833096349,-0.0009835027682129293
36,0.2721435546875,302.57,1.3753911904990672,0.004662698260850107,15.96871321797371,7.450580596923828e-09,247,0.004785208885778047,67.75,150.0,368640,0.0,0.04696836018707961,-0.0011872439175931505
37,0.2460693359375,301.36,1.4064635947346686,0.0037579329673349095,15.968713223934174,2.6077032089233397e-09,248,0.0034595075100241957,60.75,125.0,378880,0.0,0.04433879668827907,-0.001021798233887239
38,0.2223876953125,299.32,1.3396576531231403,0.003189476781355438,15.968689173460007,-1.7881393432617187e-08,248,0.003243136651428813,51.5,102.50000000000021,389120,0.0,0.04764461364739917,-0.00044304007897153495
39,0.234130859375,298.51,1.2323970012366772,0.002911632674232578,15.968703776597977,-1.1175870895385742e-09,248,0.003452345151663394,40.75,100.0,399360,0.0,0.04291439785152601,-0.0005847649561474099
40,0.1747314453125,301.76,1.2654365062713624,0.004436572390878269,15.968714767694474,-2.458691596984863e-08,248,0.0026888885209842782,45.5,100.0,409600,0.0,0.04636583380683153,-0.000691367323815939
41,0.250830078125,301.58,1.335236944258213,0.00351725283195492,15.968713665008545,-1.3783574104309083e-08,247,0.0034579495878631406,46.25,100.0,419840,0.0,0.04598431747438414,-0.0009744334533024812
42,0.234423828125,304.66,1.3034195683896541,0.004951925108093747,15.968717336654663,-2.9802322387695314e-09,247,0.003633475436721767,53.25,100.0,430080,0.0,0.04756210906296012,-0.0009290277339459863
43,0.185302734375,304.53,1.3540554389357566,0.0043772594875918,15.968717283010482,-1.0058283805847169e-08,247,0.0031149141151672667,51.5,100.0,440320,25.0,0.047290495683020274,-0.0010908208823821042
44,0.3057373046875,308.96,1.4436372384428977,0.003246332334909141,15.968710780143738,-3.3527612686157227e-09,247,0.00413888255789061,55.0,100.0,450560,25.0,0.047675525812319056,-0.0018663967162865446
45,0.224609375,309.95,1.409136801213026,0.005830148550558079,15.968717277050018,8.195638656616212e-09,247,0.002900731392693956,55.75,125.0,460800,25.0,0.05216099858508583,-0.0013033294802880847
46,0.2497802734375,320.32,1.431973757594824,0.007675581336116011,15.96871766448021,-5.960464477539063e-09,247,0.0034727208244362375,75.5,175.0,471040,25.0,0.05447278469632599,-0.0020263937054551206
47,0.15556640625,326.02,1.40319002866745,0.006980348704746575,15.96871754527092,-4.470348358154297e-09,247,0.0022370545530691287,92.75,175.0,481280,25.0,0.05327317716116471,-0.0008452384747215547
48,0.1687744140625,328.04,1.4030732363462448,0.004986822247064993,15.968717420101166,2.9802322387695314e-09,247,0.0023890862119287704,95.75,175.0,491520,25.0,0.0479848677207879,-0.0010528339011216304
49,0.2147705078125,319.92,1.4383952185511588,0.004663292090981486,15.968715971708297,-1.862645149230957e-09,247,0.0026145736509988636,84.5,125.0,501760,25.0,0.050746314742441,-0.00038806247757747767
50,0.2917724609375,312.53,1.4376475647091866,0.00436747466930214,15.968711310625077,-9.313225746154785e-09,246,0.004446509155724243,65.75,125.0,512000,0.0,0.05089352523799486,-0.0013838015656801872
51,0.283544921875,306.41,1.3777764417231082,0.003062108171710065,15.96870726943016,1.2665987014770507e-08,246,0.0038626349220237445,56.75,125.0,522240,0.0,0.04876576722798049,-0.0017057077959179879
52,0.213134765625,299.87,1.1591416105628014,0.0021876473489072625,15.968703651428223,-4.097819328308106e-09,246,0.0034107987061759103,39.0,75.0,532480,0.0,0.033979253901867915,-0.0009370394283905626
53,0.196533203125,297.12,1.2837235406041145,0.004126135375283013,15.968549233675002,-1.2665987014770507e-08,246,0.0033737018019508016,36.75,75.0,542720,0.0,0.041695408478674374,-0.0007220874060294591
54,0.23408203125,300.17,1.456059443205595,0.007106010664028872,15.968717628717423,7.450580596923829e-10,247,0.0034438679144003005,59.75,150.0,552960,0.0,0.05628820953855569,-0.0005588566065853229
55,0.219873046875,308.13,1.4229254245758056,0.007713841361692175,15.96871782541275,2.2351741790771484e-09,247,0.003169725843122251,83.75,175.0,563200,0.0,0.05367557941462523,-0.001332203463607584
56,0.2359130859375,311.26,1.4090605601668358,0.00588084598621208,15.968717849254608,-1.862645149230957e-09,246,0.004143014069882156,96.25,177.50000000000023,573440,22.500000000000007,0.049282435182217664,-0.0012036199164867866
