P09:episode_rewards,P01:episode_rewards,PMM:episode_rewards,episode_length,explained_variance,frames,policy_entropy,grad_norm,fps,epoch_idx,value_loss,policy_loss,advantage_norm
71.0,27.0,50.36,1050.34,0.6578210067749023,2464000,0.9422675448656083,0.7388341340422783,287,308,0.04031808169558644,-0.02205540261027636,2.362381989955902
71.0,27.0,50.95,1057.27,0.6700355905294418,2472000,0.9391164362430573,0.6632735900900447,287,309,0.038391442652791735,-0.006628049563150853,2.2997198355197908
71.0,27.0,51.03,1058.03,0.6279840660095215,2480000,0.9752172964811325,0.7741931906708414,287,310,0.039891541255638006,-0.005417317604878917,2.3479334253072737
71.10000000000001,28.0,54.41,1080.09,-0.5364757025241852,2488000,0.9266508654877543,2.7517502390588113,287,311,0.32103350341320036,-0.010444529009982944,3.7141609919071197
72.20000000000002,27.9,54.21,1073.46,0.6055831426382065,2496000,0.9100724875926971,0.7684449949928901,287,312,0.0431896801199764,-0.01815755997071392,2.354884978532791
71.0,27.0,50.89,1055.75,0.6851425611972809,2504000,0.926667412519455,0.6997693004489767,287,313,0.034218251733109356,-0.015995874548098074,2.1896120554208753
71.10000000000001,26.900000000000002,51.14,1054.81,0.6577717173099518,2512000,0.9535528361797333,0.7695387194284882,287,314,0.03953164806589484,-0.009300242479075677,2.316660043001175
72.0,27.0,52.14,1075.88,0.632630660533905,2520000,0.9816483545303345,0.7817444216016903,287,315,0.04270012902561575,-0.02035407414834481,2.4456099355220795
72.0,26.900000000000002,50.32,1081.71,0.6575101393461228,2528000,0.9921037518978119,0.7018684322108814,287,316,0.03904151796828956,-0.011760741636389866,2.3136232179403304
72.0,26.900000000000002,50.56,1083.62,0.6625933420658111,2536000,1.0255838245153428,0.618405178202126,287,317,0.03220821525435895,-0.0035934366633591707,2.1183945780992506
71.10000000000001,27.0,51.01,1091.41,0.6630979984998703,2544000,1.0273483794927598,0.6879139235954154,287,318,0.04062319579534233,-0.012983979109558277,2.295458647608757
74.0,29.700000000000003,52.38,1115.71,0.7016482472419738,2552000,1.030023579597473,0.6484162068022123,287,319,0.03406325364485383,-0.014826246233424172,2.1763427859544753
72.0,27.0,51.23,1100.5,0.6631729048490524,2560000,1.0095635974407196,0.7212235457293645,287,320,0.03514687301125377,-0.012586798866686877,2.1890895801782606
69.30000000000003,23.9,48.87,1073.05,0.25770827889442444,2568000,0.8701101480796933,0.8873244891130466,287,321,0.046781853954307735,-0.02160418761166511,2.4526181530952456
67.20000000000002,21.9,46.34,1030.08,0.6097540092468262,2576000,0.9622590529918671,0.6121335852761626,288,322,0.027900345479138194,-0.003725770658347756,1.94192422747612
65.10000000000001,19.0,41.33,979.26,0.6974467474222183,2584000,1.0105121672153472,0.804287006812827,288,323,0.0399979100888595,-0.016076335877587552,2.363108901977539
63.20000000000002,19.0,41.24,985.73,0.7196967548131943,2592000,1.0078269577026366,0.6064549629367653,288,324,0.03665443881880492,-0.013752673217095435,2.2014799654483794
64.10000000000001,19.9,41.72,992.64,0.6763260811567307,2600000,1.0375802260637284,0.700358828788135,288,325,0.03737910259515047,-0.012404354440513998,2.3101150238513948
65.10000000000001,19.9,41.83,994.52,0.689513835310936,2608000,1.0134697139263154,0.6218774521135639,288,326,0.03422184711322188,-0.009384540481260046,2.1634813326597215
64.0,19.9,41.84,998.29,0.6889139008522034,2616000,1.0039250010251999,0.7053170643724497,288,327,0.03681824787054211,-0.008127018476952798,2.1743575620651243
64.0,19.9,41.84,1001.11,0.6580204319953918,2624000,0.9913643825054169,0.7522919724082097,288,328,0.03833436984103173,-0.012665024079033173,2.3047214615345
63.10000000000001,19.9,41.6,999.74,0.6759835696220398,2632000,1.0186042702198028,0.6624118834718586,288,329,0.033174529396928845,-0.00925915161955345,2.166597999930382
64.0,19.9,41.47,997.58,0.7069253349304199,2640000,1.018694270849228,0.6339123527927285,288,330,0.03243171927984804,-0.011109795374213718,2.1083517342805864
63.10000000000001,19.9,40.45,979.12,0.6601296317577362,2648000,0.9914672130346298,0.7151655180313847,288,331,0.03679136861115694,-0.014247508546341124,2.24329356610775
64.30000000000003,19.9,41.14,993.26,0.679354812502861,2656000,0.9653677408769726,1.1445626243222875,288,332,0.05353247469756752,-0.008316856570309028,2.600951633453369
67.10000000000001,19.9,44.14,987.82,0.7080496042966843,2664000,0.982485249042511,0.9552596128414401,288,333,0.04532673629000783,-0.01694011350889923,2.512921250462532
68.0,21.8,45.27,1002.67,0.6700955307483674,2672000,1.005151544213295,0.7352917965271559,288,334,0.03910092148929834,-0.02082491167995613,2.3113814282417295
70.60000000000005,26.800000000000004,48.39,1053.14,0.7083723205327987,2680000,0.991713387966156,0.7170103611021145,288,335,0.03568111853674054,-0.00912961498950608,2.2340697121620177
70.60000000000005,27.9,49.57,1079.81,0.6846294212341308,2688000,1.006812110543251,0.6076525560539598,288,336,0.03174561612308025,-0.011279937798390165,2.061649081707001
70.60000000000005,28.9,51.19,1103.31,0.687852550148964,2696000,1.005643346309662,0.6885061528988338,289,337,0.03645910045132041,-0.00966838651078433,2.216702987551689
76.30000000000003,29.9,52.67,1112.51,0.670419515967369,2704000,0.9827257549762726,0.7186065590773616,289,338,0.04062174378428608,-0.01938266365439631,2.304799419045448
76.30000000000003,32.0,53.67,1124.07,0.6683519327640534,2712000,0.9757804590463638,0.8020312984700508,289,339,0.045883096922189,-0.02413361120678019,2.478253630399704
73.30000000000003,32.0,53.62,1119.24,0.7250370657444001,2720000,0.9821515905857087,0.610890581873355,289,340,0.032547148503363134,-0.015632886346429585,2.0837188947200773
73.30000000000003,31.9,53.6,1112.46,0.6909985738992691,2728000,1.0094854706525802,0.621327568535997,289,341,0.03505551799200475,-0.006128900284820702,2.1479236662387846
76.0,31.9,53.61,1110.42,0.6622994089126587,2736000,1.014854255914688,0.7261259689271279,289,342,0.044259289652109145,-0.016415704886312596,2.4623224556446077
73.0,18.6,47.92,1023.64,0.18034132957458496,2744000,1.031483239531517,1.1335847676714779,289,343,0.05986792440060526,-0.011775215024244971,2.5213382852077486
70.30000000000003,12.0,45.66,988.46,0.6872758114337921,2752000,1.0139030826091766,0.637002683136776,289,344,0.029135264321230352,-0.01117031606961973,1.9854061394929885
68.10000000000001,12.0,41.4,969.14,0.6422256022691727,2760000,1.0521205240488052,0.7800672557182601,289,345,0.046701971460133794,-0.013323198277212213,2.5348360109329224
67.10000000000001,12.0,41.71,976.83,0.6382551085948944,2768000,1.0062387317419053,0.6901635651691542,289,346,0.040753762829117475,-0.013523121008183807,2.3283048057556153
67.10000000000001,12.0,42.79,970.78,0.6359852701425552,2776000,1.0411287438869476,0.6998445703498548,289,347,0.04554617226589471,-0.012357092845595616,2.444188707470894
68.10000000000001,12.0,43.02,968.19,0.6377567267417907,2784000,1.0180883491039276,0.7816391281480081,289,348,0.03686887062620372,-0.015517702832003124,2.1856152325868607
68.10000000000001,12.0,43.63,970.17,0.6554263997077941,2792000,1.0355709689855574,0.7167586047982263,289,349,0.03986317455768585,-0.018682615305733632,2.3570232570171354
65.20000000000002,12.0,42.64,960.47,0.618539382815361,2800000,1.0386795455217361,0.721019540993966,289,350,0.038881530524231496,-0.017724183492537123,2.2881579148769378
67.60000000000005,12.0,43.44,972.79,0.6564810770750046,2808000,1.0487455451488494,0.618868366039652,289,351,0.03617940722964704,-0.009800242076744325,2.1836049669981
76.0,12.0,44.78,988.94,0.6942119407653808,2816000,1.0351349306106568,0.6326661450483183,289,352,0.03402656769845635,-0.011138828290058881,2.134641778469086
78.20000000000002,12.0,45.82,996.95,0.6634196293354034,2824000,0.9989277637004852,0.6316635502120737,289,353,0.03731509004253894,-0.017058118225832003,2.2039424002170565
77.30000000000003,12.0,45.39,989.37,0.6594759726524353,2832000,0.9311405915021896,0.7161470087461681,289,354,0.039133781548589465,-0.015749045981792734,2.287034220099449
80.0,12.0,46.9,1000.57,0.6607841855287552,2840000,0.9728652435541153,0.7442369369880787,289,355,0.040498952409252525,-0.01022021942480933,2.3093160033226012
80.50000000000004,12.0,47.97,1012.72,0.6859992438554764,2848000,1.011807035803795,0.6836824623814679,289,356,0.045770078427158294,-0.021067375791608355,2.4016428834199903
85.50000000000004,20.9,53.87,1079.72,0.1866965812444687,2856000,0.9954441273212433,1.7701305433303944,289,357,0.16787669627461582,-0.008003561503719538,2.9923540312051773
85.50000000000004,22.0,55.67,1110.65,0.6490913504362106,2864000,1.0048211562633513,0.6690116153027774,289,358,0.03169640756212175,-0.010060980501584708,2.1042736250162126
87.30000000000003,37.0,59.94,1167.19,0.6793250846862793,2872000,0.9925445830821991,0.6399238474856098,289,359,0.037359828827902675,-0.008169936243211851,2.2482922959327696
91.20000000000002,37.0,61.29,1178.43,0.675886105298996,2880000,1.0085252851247788,0.6338768895425342,289,360,0.037751960791647436,-0.005243730286601931,2.260230189561844
91.20000000000002,37.0,61.35,1175.63,0.6764984720945358,2888000,1.0216339617967605,0.681749415625397,289,361,0.03796943425666541,-0.018226353152713273,2.271937814950943
90.30000000000003,36.9,60.78,1187.25,0.7095000791549683,2896000,1.0068362325429916,0.5677118972492051,290,362,0.032960719619877635,-0.007847718244447606,2.0520446234941483
90.30000000000003,36.9,60.3,1183.84,0.6766839963197708,2904000,1.0032370924949645,0.7904330516824273,290,363,0.03604335132520646,-0.011745861665694975,2.207849435210228
87.60000000000005,37.0,60.8,1188.24,0.6335558068752288,2912000,0.973632640838623,0.7202827259853943,290,364,0.044727357691153886,-0.02006232514686417,2.4105848026275636
87.60000000000005,37.0,61.79,1189.94,0.7094255322217942,2920000,0.988027217388153,0.5949643268626214,290,365,0.03402734777424485,-0.012199131249071798,2.085854163169861
87.60000000000005,37.0,61.76,1191.23,0.6922639828920364,2928000,1.0091121196746826,0.5513690946727041,290,366,0.03294913073070347,-0.00938427925866563,2.1232845282554624
87.60000000000005,37.0,62.19,1198.54,0.6378819441795349,2936000,0.9799344247579574,0.8412602550458281,290,367,0.03857729639392346,-0.013378325131488964,2.281092760562897
86.10000000000001,36.9,62.11,1198.61,0.6775381702184677,2944000,1.0281597995758056,0.608258975564486,290,368,0.03696862865705043,-0.01036345375541714,2.223019460439682
86.10000000000001,37.0,62.38,1207.03,0.7034364384412766,2952000,1.0291616874933243,0.613195894112567,290,369,0.0381401773612015,-0.013245866193901747,2.1872913271188734
85.10000000000001,37.0,61.81,1198.39,0.673784258365631,2960000,1.0257440960407258,0.6975831727465467,290,370,0.03812353847548366,-0.010334978206083178,2.2929679572582247
85.0,37.0,60.25,1198.35,0.6787032574415207,2968000,0.988804139494896,0.6641012874168362,290,371,0.03511677026748657,-0.008531489297747613,2.1370806097984314
84.10000000000001,36.0,59.5,1184.49,0.6388304334878921,2976000,0.9895925796031952,0.744505379007532,290,372,0.04560546597931534,-0.016056237554294056,2.4511621248722077
84.10000000000001,36.0,59.12,1182.71,0.6588857400417328,2984000,1.0033030146360398,0.6941403678002435,290,373,0.03770347906742245,-0.01490134529885836,2.2550390726327896
84.0,36.0,58.02,1167.61,0.7187472921609879,2992000,0.9882560324668884,0.6480104809863644,290,374,0.03789141660090536,-0.015779661182896233,2.2060526889562606
84.0,36.0,59.72,1172.24,0.6715550655126572,3000000,0.984280691742897,1.8118904313850126,290,375,0.07590735280886292,-0.010395734630874358,2.8680168068408967
84.10000000000001,36.0,60.25,1174.94,0.6523974555730819,3008000,1.0064429903030396,0.6383212895894961,290,376,0.038873697090893986,-0.013726057502790354,2.2277734631299975
84.10000000000001,36.0,60.48,1172.74,0.6351130086183548,3016000,0.9959772074222565,0.6770109320421172,290,377,0.041024581650272014,-0.016691911019006512,2.3308305203914643
86.0,36.9,62.45,1193.26,0.6941551166772842,3024000,0.9843367362022399,0.6781282440322789,290,378,0.036164599359035494,-0.01606631022482361,2.1544131672382356
86.0,36.9,62.46,1191.44,0.6584667026996612,3032000,1.001023424267769,0.6953943205187746,290,379,0.04142046179622412,-0.008038948124740273,2.3148937422037124
86.10000000000001,36.0,62.64,1191.7,0.66130266726017,3040000,1.0170503866672516,0.743335920368712,290,380,0.04152845958713442,-0.014313501488650217,2.3525968170166016
90.20000000000002,36.9,63.35,1198.11,0.6794716423749924,3048000,1.0067643135786057,0.6509515578050784,290,381,0.04028190091717988,-0.016134362294105812,2.30953112244606
91.10000000000001,36.9,63.77,1198.48,0.6864926314353943,3056000,1.0315697491168976,0.549666421968207,290,382,0.02957327070645988,-0.0051460005302215,1.9899633467197417
92.0,37.0,63.68,1193.45,0.6936490112543106,3064000,1.051990648508072,0.7478646192900158,290,383,0.04270046770572662,-0.01854858203587355,2.3489428627491
92.0,37.0,63.69,1190.72,0.6524256402254105,3072000,1.031985999941826,0.7435471432904925,290,384,0.037562638777308165,-0.015139288376549303,2.2347965490818025
92.30000000000003,37.0,65.11,1202.56,0.6582169288396835,3080000,1.0152650898694993,0.7266436595338,291,385,0.03970226214732975,-0.007355932166756247,2.248278534412384
97.10000000000001,37.0,68.18,1219.31,0.7087996572256088,3088000,1.0246906989812852,1.963342079256447,291,386,0.08877930314280093,-0.022378419074811973,3.152268018722534
100.0,37.900000000000006,70.97,1227.76,0.6795170593261719,3096000,1.0311174833774566,0.7917298859485997,291,387,0.04669435658492148,-0.014300888616708108,2.408635700345039
100.0,40.7,71.6,1231.74,0.6393893843889237,3104000,1.0114719027280807,0.8046034230871502,291,388,0.05285957030020654,-0.02485344445682131,2.6162569534778597
100.0,41.9,72.54,1234.54,0.6354192358255386,3112000,1.000913409590721,0.6688042641588572,291,389,0.043535972819663586,-0.01490449782460928,2.363005000948906
100.0,40.7,72.19,1237.87,0.6254379898309708,3120000,0.9687020260095597,0.6271407772126582,291,390,0.03571120074018836,-0.00660434529883787,2.175199863314629
100.0,40.7,71.12,1234.71,0.5886445915699006,3128000,0.9249477230012417,1.6015282567021871,291,391,0.12202393037732691,-0.0255118076573126,3.3448621612787246
100.0,37.900000000000006,70.4,1217.46,0.5027939337491989,3136000,1.002996575832367,0.7823706821135481,291,392,0.04354820920154452,-0.012215727803122719,2.3549937415122986
96.20000000000002,20.0,62.53,1123.73,0.4528356325626373,3144000,1.0286178600788116,0.7529527821891365,291,393,0.03816457585897297,-0.015318483780138194,2.253886803984642
92.60000000000005,19.0,60.08,1093.84,0.6849752402305603,3152000,0.9943427228927613,0.6476145760728943,291,394,0.026675409888848662,-0.0061337937273492574,1.891857280731201
92.60000000000005,19.0,59.75,1092.24,0.6205303025245666,3160000,0.9892713010311127,0.6724761689004332,291,395,0.04229111148975789,-0.016682546173688025,2.335628327727318
99.10000000000001,19.0,61.21,1100.56,0.6405102413892746,3168000,0.9794591122865677,0.7320726655740519,291,396,0.04160533440299332,-0.013063519805232317,2.3183780020475386
98.10000000000001,19.0,60.95,1103.74,0.6682785749435425,3176000,0.9690721094608307,0.6478607873037504,291,397,0.035641856896691027,-0.009847745977167506,2.1391027599573134
98.10000000000001,19.0,62.04,1106.71,0.6224371302127838,3184000,0.9552201640605926,0.8052515195345216,291,398,0.04405856040073559,-0.02092064145486802,2.444117490053177
93.50000000000004,19.0,60.19,1109.3,0.6372816109657288,3192000,0.9639897257089615,0.5818446302295619,291,399,0.03437401629984379,-0.011541747240407858,2.098813688158989
99.10000000000001,19.0,61.2,1112.15,0.6341865587234498,3200000,0.9487214612960816,0.7394896988833599,291,400,0.04355593902990222,-0.014180333966214676,2.32594865500927
99.50000000000004,19.0,60.62,1125.04,0.6404705047607422,3208000,1.0054360431432725,0.8456982823961471,291,401,0.04742480272892863,-0.019773960791062563,2.514913516640663
104.0,19.0,61.15,1133.49,0.7125666952133178,3216000,0.992566374540329,0.8505403343174633,291,402,0.04497761819045991,-0.00840856098860968,2.405004670619965
104.10000000000001,19.0,63.52,1134.96,0.6646371704339981,3224000,1.004889286160469,0.8020487839447089,291,403,0.03984519441379234,-0.01584748440887779,2.265694646835327
105.0,19.0,64.32,1137.29,0.2261305820941925,3232000,1.0134544265270233,1.1875877682728915,291,404,0.13859541432000697,-0.01707778557210986,2.903290948867798
104.10000000000001,18.900000000000002,63.67,1137.92,0.6528136056661605,3240000,1.0058801639080048,0.680205130121074,291,405,0.04095939465332776,-0.007021813031460624,2.311982637643814
104.10000000000001,18.900000000000002,64.76,1139.52,0.7327055895328521,3248000,1.0184958565235138,0.9215366991696134,291,406,0.052881265594623986,-0.00540943520667497,2.385106669664383
104.10000000000001,19.0,67.12,1166.42,0.649965631365776,3256000,1.0103945243358612,0.7970631894592048,291,407,0.04529900568537414,-0.027079618583375122,2.466371792554855
104.10000000000001,32.8,70.0,1203.6,0.5315003788471222,3264000,1.0538753688335418,0.7360394564022524,291,408,0.04533235197886824,-0.016980320867733097,2.439102487564087
104.10000000000001,37.60000000000001,71.33,1227.58,0.6868038481473923,3272000,0.991558119058609,0.7666708767418601,291,409,0.04619868617039174,0.0002545815734993084,2.389821882247925
105.0,40.0,73.23,1236.84,0.6891791975498199,3280000,0.9731347990036011,0.6457542627808073,291,410,0.03864748543594033,-0.017422956557420547,2.1881403601169587
105.0,39.8,72.38,1221.83,0.59487797498703,3288000,1.0129121571779252,0.7018147825080016,291,411,0.04036018854007125,-0.015264796320407186,2.273792088627815
105.0,38.0,71.65,1215.77,0.6522844618558884,3296000,1.019788990020752,0.7572352256213353,291,412,0.041500653144903484,-0.02142937067343155,2.3410209876298906
104.10000000000001,30.900000000000002,69.07,1190.79,0.6818552428483963,3304000,1.0244881308078766,0.6206777204835647,291,413,0.03340446485206485,-0.006823271767207189,2.086381953954697
104.10000000000001,30.900000000000002,69.0,1185.14,0.6972299611568451,3312000,0.989371833205223,0.6193536381562552,291,414,0.039782340857200324,-0.018331931125139818,2.2737311470508574
104.0,30.900000000000002,67.64,1177.64,0.6937335699796676,3320000,0.9784603768587112,0.5160782744669139,291,415,0.027398857362568377,-0.006187691711820662,1.9011142766475677
94.1000000000001,30.900000000000002,66.64,1180.43,0.6741346597671509,3328000,0.9959873813390732,0.7714828272195063,291,416,0.04674168578814715,-0.016495274994522333,2.4168081557750702
94.1000000000001,31.0,64.33,1175.41,0.673646269440651,3336000,0.9962621504068374,0.6628980026987812,291,417,0.0395161346718669,-0.018310863615042763,2.2835200345516204
95.00000000000009,31.0,65.31,1174.11,0.6291292941570282,3344000,0.9821493297815322,0.8967093350227577,291,418,0.05638728205114603,-0.010397202505992027,2.600503416657448
95.00000000000009,31.0,64.91,1173.08,0.6780036759376525,3352000,1.0046526062488557,0.6500271992086267,291,419,0.03453296272084117,-0.018732307587051765,2.115662797689438
104.0,32.8,66.32,1185.73,0.6772196394205093,3360000,1.0031137681007385,0.643315569420793,291,420,0.03906599479727447,-0.006521806032396853,2.2081759756803514
97.70000000000006,33.9,65.07,1194.54,0.6483404290676117,3368000,1.0076289933919906,0.6772950354092709,291,421,0.03731894708704203,-0.008392111060675233,2.1802115815877916
97.70000000000006,33.9,64.96,1182.66,0.4762501454353332,3376000,1.0147715497016907,1.0325480737159674,291,422,0.06799711742438376,-0.022986037420487264,2.7206483560800554
104.40000000000003,37.60000000000001,66.95,1198.8,0.6441409748792648,3384000,1.0044671666622162,0.6935221706377078,291,423,0.04259572866838426,-0.014443911781418137,2.3435055321455
104.40000000000003,38.0,69.15,1222.27,0.5858016359806061,3392000,1.0085381865501404,0.7377222551758649,290,424,0.046558118825778365,-0.013693268116912804,2.4387050712108613
108.0,38.900000000000006,68.9,1233.19,0.6525441294908524,3400000,0.995161657333374,0.7393887505882556,290,425,0.050517505998723206,-0.01758119198580971,2.4845612293481825
108.30000000000003,38.900000000000006,69.36,1233.91,0.6314283031225204,3408000,1.0012567710876465,0.6891772465683448,290,426,0.03774207900743932,-0.01222352187789511,2.239055030345917
112.10000000000001,41.0,73.01,1250.96,0.7178881162405014,3416000,0.9782281583547592,0.8994537776831715,290,427,0.057419059707317505,-0.0037466484343167392,2.6530437713861463
112.10000000000001,41.0,73.0,1250.1,0.6854197841882705,3424000,0.9791601371765136,0.7212321021763546,290,428,0.03811966647859663,-0.016824488151469266,2.232794161438942
115.30000000000003,44.0,75.97,1271.76,0.6293300580978394,3432000,0.9768463903665543,0.7964824696921184,290,429,0.049394629593007264,-0.016980922449438367,2.4646505534648897
115.30000000000003,37.0,73.48,1223.27,-0.006132786870002746,3440000,0.7835812854208052,1.2079148467640044,290,430,0.0870349350431934,-0.04187382235686528,2.9912515860795974
115.30000000000003,11.0,65.7,1112.15,0.5769594061374664,3448000,0.8869912281632424,0.6453734486311394,289,431,0.028569419737905263,-0.0022411472926614807,1.9336391443014145
113.20000000000002,11.0,63.06,1092.79,0.6755538094043732,3456000,1.0425374430418015,0.6397995669663942,289,432,0.039494983749464155,-0.012006335741025395,2.2357449394464495
111.20000000000002,11.0,61.18,1071.77,0.6424923831224442,3464000,1.0426590597629548,0.7410949952950121,289,433,0.04578950419090688,-0.01692756194039248,2.407881735563278
111.20000000000002,11.0,60.45,1060.26,0.7270807480812073,3472000,1.0219007587432862,0.5596462800334934,289,434,0.028160382867790757,-0.012830421375110746,1.900906839966774
111.20000000000002,11.0,61.15,1065.56,0.7305478954315185,3480000,1.02065566778183,0.8625986018850313,289,435,0.047320981291122735,-0.01154051021207124,2.5678155517578123
102.00000000000009,11.0,60.37,1057.41,0.6923275619745255,3488000,1.0019655179977418,0.6437701669033836,289,436,0.03927854618988931,-0.015191534825717098,2.210181111693382
99.30000000000011,11.0,59.05,1037.3,0.6745032918453217,3496000,1.003745150566101,0.6448582690991789,289,437,0.03540011262986809,-0.011536289479845436,2.1501824164390566
99.30000000000011,11.0,60.61,1052.59,0.6648116785287858,3504000,0.9876933413743972,0.6934197913355526,289,438,0.03944257155060768,-0.014818335306481458,2.2808100318908693
92.10000000000001,8.0,53.1,997.43,0.3773500496149063,3512000,1.0971010422706604,0.8693703718506566,289,439,0.0438399688899517,-0.013046938965562731,2.44070871591568
92.0,8.0,49.7,954.83,0.6371551686525345,3520000,1.011464536190033,0.6230336931465001,289,440,0.0380046388367191,-0.005661305694375187,2.159815531373024
80.30000000000003,8.0,47.13,947.97,0.6986737006902695,3528000,1.0124170434474946,0.5917851610507899,289,441,0.03408192039001733,-0.013299738240457373,2.0837189537286758
78.20000000000002,9.8,46.22,946.22,0.5535478883981705,3536000,1.068156458735466,0.638886990471134,289,442,0.0381674107350409,-0.018218119021039456,2.244416899085045
78.20000000000002,11.0,47.56,975.28,0.6778479957580567,3544000,0.9996872103214264,0.6493820308281448,288,443,0.037879178896546364,-0.016219622083590367,2.1773831194639204
78.20000000000002,21.9,50.82,1039.88,0.6009073692560196,3552000,1.0265563195943832,0.8278558475058264,289,444,0.0451549467863515,-0.014380434266931842,2.4363968706130983
78.20000000000002,22.0,51.84,1056.81,0.6385959559679031,3560000,1.0239051711559295,0.5279581534063953,288,445,0.024268987816758455,-0.004198219215031713,1.7845150154829026
78.20000000000002,22.0,51.25,1045.09,0.680731902718544,3568000,1.0169815891981124,0.6145175003081674,288,446,0.036523578707128766,-0.008472129087713255,2.160796235203743
80.0,22.0,52.16,1055.0,0.674118115901947,3576000,1.009607293009758,0.6399612337688838,288,447,0.034988580006174747,-0.008187583386898041,2.190811040997505
87.50000000000004,22.0,53.06,1072.1,0.6820748889446259,3584000,0.9752208387851715,0.828673687935966,287,448,0.05293391544604674,-0.014892395793722243,2.4098220711946485
84.30000000000003,21.9,51.03,1054.27,0.5313250625133514,3592000,0.967788393497467,0.8593906507173555,287,449,0.05664228090085089,-0.027158950473822187,2.617147399187088
84.30000000000003,21.0,49.98,1037.66,0.6672466760873794,3600000,0.995533499121666,0.7566818527169993,287,450,0.042252388503402474,-0.016367107250262053,2.3835713225603103
80.20000000000002,21.0,48.31,1016.19,0.6783836078643799,3608000,1.039735255241394,0.5605626680677215,287,451,0.03064518947387114,-0.010903593438561074,1.9789806580543519
78.20000000000002,21.0,48.32,1024.84,0.6572288662195206,3616000,1.0253961312770843,0.7044303255142303,286,452,0.04106780569534749,-0.012797643731464631,2.2746666288375854
82.20000000000002,23.0,54.11,1091.25,0.678608500957489,3624000,1.0057793647050857,0.8064290582995478,286,453,0.04855387100949884,-0.014570722784847022,2.429487178325653
84.10000000000001,23.0,55.76,1105.35,0.6607970404624939,3632000,0.9632893162965774,0.6897979463038595,286,454,0.04418663296382874,-0.013889789892127738,2.3844885516166685
90.40000000000003,23.0,58.35,1115.22,0.5570074361562729,3640000,1.0012633305788041,0.8180211744684801,286,455,0.04771734960377216,-0.013129251745413057,2.4315031957626343
100.80000000000007,23.0,61.62,1136.65,0.5902666449546814,3648000,1.0076545017957688,0.8241269940854923,286,456,0.05340268305968493,-0.014481168411439285,2.5324301671981813
100.80000000000007,26.900000000000002,63.24,1160.56,0.6654725909233093,3656000,1.0130360174179076,0.5925943290514646,286,457,0.034010471114888786,-0.012575256708660163,2.0604003512859346
120.10000000000001,27.9,67.77,1182.56,0.5829923570156097,3664000,0.9957410448789596,0.8834071370823255,285,458,0.06289229585323483,-0.015510773372101312,2.766276528835297
130.10000000000002,32.9,71.29,1207.94,0.6992346602678299,3672000,0.9866538369655609,0.5958949984571303,285,459,0.03955794245004654,-0.012975722821779527,2.127081964015961
130.10000000000002,32.9,72.05,1207.6,0.5492640721797943,3680000,0.9793625789880752,0.9372229633120851,285,460,0.0736082050902769,-0.037745026296579456,2.761871276497841
130.10000000000002,37.7,73.31,1224.11,0.6388707739114762,3688000,1.0418341606855392,0.7491892891406848,285,461,0.040516061978414654,-0.013549151346669532,2.280325611829758
131.20000000000002,34.800000000000004,74.04,1219.34,0.6651990622282028,3696000,1.0069033128023148,0.8061295969389751,285,462,0.05275877578184009,-0.01364004583330825,2.3893116170167925
121.90000000000008,34.800000000000004,72.51,1215.02,0.610198336839676,3704000,0.998889564871788,0.7673231847820163,285,463,0.049248730428516865,-0.008696075875195674,2.5630427658557893
132.80000000000015,38.900000000000006,76.46,1225.35,0.6125307542085647,3712000,0.9879554051160813,0.8535527660278994,285,464,0.06706178066320717,-0.012251336722401902,2.6397148603200913
134.60000000000014,41.699999999999996,78.47,1246.53,0.684586375951767,3720000,0.990265970826149,0.7307912536723097,285,465,0.04710486189927906,-0.021147165296424644,2.4011144286394117
134.60000000000014,41.699999999999996,78.99,1267.54,0.6651141011714935,3728000,1.0113939476013183,0.6479048033723852,285,466,0.03841479879105464,-0.015286765964119695,2.2144155931472778
134.60000000000014,41.9,79.39,1265.56,0.6673335963487625,3736000,0.9756235992908477,0.6027172254512168,284,467,0.041837731106206776,-0.013832438745885156,2.2464782160520556
134.9000000000001,42.900000000000006,81.81,1278.65,0.5681230759620667,3744000,0.9385697370767594,0.8375030745121818,284,468,0.06507759128231555,-0.013699890974676237,2.800729228258133
148.10000000000002,43.0,84.38,1275.8,0.4316057938337326,3752000,0.950504658818245,1.138898460292784,284,469,0.1131617753347382,-0.019769925545260775,2.8410109013319014
143.50000000000006,43.9,82.82,1274.39,0.587928649187088,3760000,0.9523227620124817,0.854091573627678,284,470,0.0516696532163769,-0.01656535020301817,2.593982071876526
143.50000000000006,43.9,84.73,1279.22,0.6734657466411591,3768000,0.9801464688777923,0.926661065489848,284,471,0.06092605613172054,-0.005789618649287149,2.672550195455551
133.10000000000002,40.8,80.97,1250.1,0.4219634890556335,3776000,0.9215521455556154,1.511247347293763,284,472,0.12360593996476382,-0.03668857970893441,3.2202798068523406
133.10000000000002,36.9,79.75,1238.65,0.6032075053453445,3784000,0.9954863202571869,0.8470063022289263,283,473,0.04041104714386165,-0.014540784333366901,2.281699731349945
130.3,32.7,77.25,1217.94,0.6568561434745789,3792000,0.9774404501914978,0.6705028739167347,283,474,0.03658266424201429,-0.010767108344530242,2.089963943362236
133.10000000000002,34.5,80.43,1228.88,0.6612675786018372,3800000,0.959034399986267,0.9261646225981778,283,475,0.05951559278648347,-0.01709527616505511,2.655171400308609
