P09:episode_rewards,P01:episode_rewards,PMM:episode_rewards,episode_length,explained_variance,frames,policy_entropy,grad_norm,fps,epoch_idx,value_loss,policy_loss,advantage_norm
6.200000000000017,0.0,2.39,218.86,0.9667127418518067,176000,1.3287111175060273,0.18339191026044527,240,22,0.0036443919790326617,-0.0005839708611165407,0.683712268024683
6.0,0.0,2.28,214.15,0.9240729928016662,184000,1.3148293435573577,0.2389387125221337,241,23,0.005616038955631666,0.00033610569931624923,0.8338854956626892
5.0,0.0,1.68,193.0,0.9129268741607666,192000,1.3298821711540223,0.31312772896066526,243,24,0.011062355830799788,-0.005870474305993412,0.8135172381997109
5.0,0.0,2.0,202.68,0.9651433753967286,200000,1.3327080762386323,0.17618826362720041,244,25,0.0038598538696533067,-0.00041418606182560327,0.6630795724689961
5.0,0.0,1.92,202.09,0.9491531926393509,208000,1.3523144495487214,0.18639540333257973,245,26,0.004735292152035981,5.3490529535338285e-05,0.7823339949548245
5.0,0.0,1.64,190.86,0.9171764743328095,216000,1.347029172182083,0.225568194927372,246,27,0.006201538282621186,-0.0022894443167024293,0.8859129375219346
6.0,0.0,1.78,191.88,0.9642481511831283,224000,1.3314034712314606,0.16385405729642222,247,28,0.003351287143304944,0.00037112589459866287,0.6494640879333019
9.0,0.0,1.98,198.34,0.9748956036567687,232000,1.3288911080360413,0.1503493923180999,249,29,0.0029156494996277617,-0.0011042374788667075,0.6105860415101051
5.1000000000000085,0.0,1.96,199.25,0.9551258713006974,240000,1.3423548984527587,0.17888348292941195,250,30,0.004910731363343075,-0.0015494637773372233,0.7605577075481414
5.0,0.0,1.87,198.75,0.9523131537437439,248000,1.346754231452942,0.1742049696631839,252,31,0.004405055950628594,-0.0004071013903012499,0.7328463315963745
5.0,0.0,2.03,203.57,0.976606366634369,256000,1.338031018972397,0.12584422696780412,253,32,0.002673811172717251,-0.0010623355692223413,0.5571440373361111
5.0,0.0,2.04,201.8,0.9465275555849075,264000,1.354821401834488,0.1885548548582235,254,33,0.005348865556297824,-5.7170622749254104e-05,0.7824300830066204
5.0,0.0,1.78,192.0,0.9543810319900513,272000,1.354431266784668,0.16441608078267847,255,34,0.004021290284872521,-0.0017767981211000005,0.6869557616114617
5.0,0.0,1.66,190.62,0.9576617389917373,280000,1.3638643026351929,0.18164624255480516,255,35,0.004726212989189662,-0.0008124111930374056,0.7546717610955238
5.1000000000000085,0.0,2.07,204.79,0.9620279097557067,288000,1.343339856863022,0.18279260535412972,256,36,0.00440453392220661,-0.0013589275990671013,0.7285977436602116
6.0,0.0,2.21,211.19,0.9629012674093247,296000,1.346224958896637,0.14299606648658927,257,37,0.0035588979013846255,-0.0003492475749226287,0.6024291715025902
6.0,0.0,2.03,205.68,0.9789369696378708,304000,1.3381539738178254,0.11217837112411809,258,38,0.002142511650745291,-0.0009423208456428256,0.4906471009552479
5.0,0.0,1.82,199.01,0.9609777671098709,312000,1.363505573272705,0.13109575401064266,258,39,0.003790179838251788,6.552156408361043e-05,0.624402204155922
5.0,0.0,1.92,197.83,0.9057699471712113,320000,1.3607186472415924,0.17135838636425277,258,40,0.0051929512480273846,-5.226992194366176e-05,0.8163170123100281
6.1000000000000085,0.0,2.04,200.91,0.9635305887460709,328000,1.362917183637619,0.16787345125196157,259,41,0.004255819214013173,-0.0010377505625365302,0.7066487248241902
5.0,0.0,2.05,205.01,0.9439742159843445,336000,1.3631177020072938,0.2046935057665257,259,42,0.005307701300480403,7.944528362713755e-05,0.8349567556381225
5.0,0.0,1.98,202.09,0.9287967318296433,344000,1.3614662325382232,0.18959706487017583,259,43,0.0049760842398973186,-0.0012141651066485792,0.7993706372380257
7.0,0.0,1.99,202.28,0.9563104802370072,352000,1.3518068921566009,0.18125410119148289,260,44,0.004523636067169719,-0.0005002021734981099,0.7421017847955227
7.0,0.0,2.16,208.68,0.963743747472763,360000,1.3559117722511291,0.1443903422901049,261,45,0.0035688596665568186,-0.0012097251677550957,0.6236651073396206
5.1000000000000085,0.0,1.92,200.87,0.9800737327337266,368000,1.3525955486297607,0.09633937455128373,261,46,0.0017621683709148784,-0.00018491635768441483,0.43052862495183947
5.0,0.0,1.82,198.45,0.9457988631725311,376000,1.3606251657009125,0.1722059576812466,262,47,0.004373707769264002,0.0008132870751433075,0.7388128487765789
5.0,0.0,2.03,207.36,0.9119239747524261,384000,1.3560853850841523,0.2623546034643911,262,48,0.009538438926974778,-0.004114698663470335,0.9284871840476989
7.200000000000017,0.0,2.78,232.79,0.9729926341772079,392000,1.3520318865776062,0.1434158675010813,263,49,0.002803264453250449,-0.0017910570581443608,0.5980197702348232
7.200000000000017,0.0,2.39,216.57,0.9751700872182846,400000,1.352123531103134,0.14056498860143377,264,50,0.002951481033815071,-0.0010079659821349196,0.5836539606750012
6.0,0.0,1.99,200.62,0.9746725422143936,408000,1.3495140123367309,0.1228720212934946,264,51,0.002587885801185621,-0.0010247393773170188,0.5456468465924263
6.0,0.0,1.82,195.78,0.9741940718889236,416000,1.3462168526649476,0.13365238864609996,264,52,0.0027534250445023644,-0.0007725203112931922,0.5623565845191478
5.0,0.0,1.76,193.24,0.9325855404138566,424000,1.36889457821846,0.2069483704610637,265,53,0.006216552124824375,0.0002541505638509989,0.8590261863172054
5.1000000000000085,0.0,2.2,212.17,0.9507401430606842,432000,1.3616606330871581,0.19011445886357742,265,54,0.005297269078146201,-0.0010100095834059174,0.8131401026248932
7.0,0.0,2.58,227.96,0.9518028020858764,440000,1.3632099092006684,0.17991454324245962,265,55,0.004761540559411514,-0.00117830257921014,0.7871837496757508
6.1000000000000085,0.0,2.29,217.32,0.981928488612175,448000,1.3544765722751617,0.10913391515800287,266,56,0.002019479986047372,-0.0007285041390059633,0.4800310339033604
6.0,0.0,2.26,218.51,0.9580458843708038,456000,1.3558624374866486,0.15666533685866735,266,57,0.004310467689356301,-0.0008498028214671649,0.7098528009653091
6.0,0.0,2.19,213.54,0.9306397819519043,464000,1.3531416654586792,0.1986687426044423,267,58,0.005797326322935987,-0.00023759785806760193,0.882559289187193
6.0,0.0,2.36,215.69,0.9000351858139038,472000,1.357321673631668,0.2292239703712937,266,59,0.00758852212165948,-0.0006465859105810523,1.0015901696681977
5.0,0.0,1.86,198.52,0.8876002901792526,480000,1.3570476365089417,0.24266138186824768,267,60,0.007660252607311122,-0.0003220920833700802,1.0201516434550286
5.0,0.0,1.75,196.67,0.9152444511651993,488000,1.368363606929779,0.2210766488179477,267,61,0.0072540257580112665,-0.0004018583677134302,0.97445291146636
5.1000000000000085,0.0,2.05,208.67,0.8922256422042847,496000,1.3625110077857971,0.29876671160327495,267,62,0.01016992239630781,-0.000810728071592166,1.2001557332277297
5.0,0.0,1.98,206.6,0.9217864274978638,504000,1.3583608233928681,0.23616514675366432,267,63,0.00661076286865864,-0.001290147115396394,0.923349087536335
5.1000000000000085,0.0,2.27,215.89,0.8493977057933807,512000,1.3581108772754669,0.34824108999089953,268,64,0.012881093069445342,-0.0020123815617989747,1.3478619441390038
5.1000000000000085,0.0,2.11,206.61,0.896763424873352,520000,1.3590795922279357,0.2698387171014568,268,65,0.008471551103866659,-0.0004598657099995762,1.0791006144881248
6.0,0.0,2.15,207.84,0.9217165446281433,528000,1.3427421236038208,0.2620797087141277,268,66,0.007909022446838207,-0.003063303721137345,1.0145772090554237
6.0,0.0,2.41,216.87,0.8905820488929749,536000,1.325119638442993,0.32231468196729685,268,67,0.010445140259107574,-0.003026817070931429,1.1886400946974753
7.0,0.0,2.61,222.73,0.8730343747138977,544000,1.353134115934372,0.24687152096988155,268,68,0.009366838450077922,0.00034094569564331324,1.1183284714818
6.0,0.0,2.6,223.18,0.8794977897405625,552000,1.352524654865265,0.32648352814561876,269,69,0.011431787608889863,-0.00295217024789963,1.2340910571813584
5.1000000000000085,0.0,2.35,216.49,0.9249067944288254,560000,1.3588491988182068,0.2192406353473767,269,70,0.006486022541066632,-0.00136212960613193,0.9553585222363472
6.0,0.0,2.69,230.35,0.9276938134431839,568000,1.3481065499782563,0.2549842075349126,270,71,0.007608985513215884,-0.0019628087960882113,1.0360039883852006
6.1000000000000085,0.0,2.85,237.86,0.8948940712213517,576000,1.3402108585834502,0.27749203624973595,270,72,0.009185398015542887,-0.002333470789599232,1.1115098258852958
7.1000000000000085,0.0,3.01,242.44,0.8979648637771607,584000,1.3405424296855926,0.26199656139520305,270,73,0.009019868902978487,-0.001222778301598737,1.0915436866879462
6.1000000000000085,0.0,2.87,238.27,0.9201379865407944,592000,1.3526388394832611,0.2209828016074023,270,74,0.00680571383680217,-0.0010902089140836324,0.9715727978944778
7.1000000000000085,0.0,2.91,237.55,0.9425496065616608,600000,1.3519624888896942,0.21692959189947444,270,75,0.005782028493704274,-0.0007328300480730831,0.8785991591215133
8.0,0.0,2.98,237.28,0.908187808394432,608000,1.34794909119606,0.2549562284785407,270,76,0.008352515993174166,-0.0012618712603580206,1.0519742089509965
9.100000000000009,0.0,3.33,245.78,0.9277560132741928,616000,1.345375498533249,0.2294228854282083,270,77,0.006961387246847152,-0.001172839121427387,0.9740301382541656
10.0,0.0,3.62,255.21,0.954680255651474,624000,1.3254983723163605,0.20395550452070335,270,78,0.005210965673904866,-0.0008582534076413139,0.8442169332504272
9.0,0.0,3.26,245.26,0.9143791109323501,632000,1.3469151151180268,0.2551401937041917,271,79,0.008102857244666665,-0.0009068726985424292,1.0647502574324608
7.1000000000000085,0.0,3.04,239.23,0.9379306304454803,640000,1.3449601483345033,0.23292798826057393,271,80,0.0069807892083190385,-0.001191144820768386,0.9784178033471107
7.1000000000000085,0.0,3.01,237.87,0.9015380299091339,648000,1.3443303000926972,0.24351449646431264,271,81,0.007345583494752645,-0.001237848753517028,1.0235959035158158
9.0,0.0,3.23,243.2,0.9006013500690461,656000,1.3354157769680024,0.2708718276517981,271,82,0.008850462369155139,-0.0018448531204194297,1.11775628387928
8.100000000000009,0.0,3.07,241.17,0.9246455180644989,664000,1.3440675270557403,0.23011887924695792,271,83,0.0068884442071430385,-0.0016312631545588375,0.9877734014391899
9.0,0.0,3.24,247.38,0.9143187999725342,672000,1.344182220697403,0.249603751667777,271,84,0.007878475596080535,-0.0004284154571359977,1.0386379048228265
9.0,0.0,3.23,246.61,0.8435924106836319,680000,1.3341220593452454,0.3837747890752526,271,85,0.0130840025737416,-0.00635767467552796,1.2206395161151886
7.1000000000000085,0.0,3.24,247.16,0.859667243361473,688000,1.3261946606636048,0.3180572912623472,271,86,0.012006503762677312,-0.0021172787395698834,1.311869496703148
7.0,0.0,3.26,250.51,0.8691373807191849,696000,1.3121182322502136,0.36967227957381915,271,87,0.013025781237520278,-0.004531252561246219,1.3780616813898086
7.0,0.9000000000000004,3.15,249.08,0.9008782124519348,704000,1.3273518931865693,0.3025611077105767,272,88,0.00976881871582009,-0.001472771180269774,1.182769181728363
9.100000000000009,1.0,3.77,268.34,0.9177728724479676,712000,1.3205039310455322,0.25414074986024354,272,89,0.008142936709336936,-0.0008724666925263591,1.0666570696234703
10.0,1.0,4.15,277.66,0.8866205805540085,720000,1.323258615732193,0.3144389733935943,272,90,0.011499093583552167,-0.004694227955042152,1.2239131814241409
10.0,0.0,4.19,279.02,0.8872225171327591,728000,1.327038985490799,0.3094909396036221,272,91,0.011226103231310845,0.0013187588696018792,1.2825052869319915
10.0,0.0,3.9,270.08,0.8841031301021576,736000,1.3410301733016967,0.3089481839527468,273,92,0.010288896000711248,-0.004854066444677301,1.2297774788737297
10.0,0.0,3.76,266.5,0.8932921946048736,744000,1.323340904712677,0.2859269108841765,273,93,0.010187076113652438,-0.0020332007232354956,1.2238906794786453
9.0,0.0,3.55,258.41,0.895564575791359,752000,1.3216292655467987,0.3370339446238397,273,94,0.011046334890415892,-0.0019496552913915366,1.2692348158359528
9.100000000000009,1.0,3.75,263.73,0.876152390241623,760000,1.3222198295593262,0.3492849755707764,273,95,0.01260748055530712,-0.003540728153893724,1.3603675067424774
9.100000000000009,1.0,3.97,271.92,0.890229365825653,768000,1.320168104171753,0.3170285844257338,273,96,0.011297725986223668,-0.001519905471650418,1.2686836487054824
9.0,0.0,4.07,277.5,0.8568006467819214,776000,1.3171417248249053,0.3579609902798586,273,97,0.013614761712960898,-0.002611374427433475,1.4096564680337906
10.0,0.0,4.37,286.6,0.8732610428333283,784000,1.3160148882865905,0.36575953056718236,274,98,0.013762380683328957,-0.001083734587300569,1.4239447230100633
10.0,0.9000000000000004,4.72,296.05,0.8734920418262482,792000,1.3126246440410614,0.32923521134992895,274,99,0.01206624041777104,-0.0021267456182977183,1.340647365450859
10.0,1.0,4.85,299.93,0.8465968018770218,800000,1.3094899690151214,0.4090551947104105,274,100,0.015168308760039509,-0.004919969962211326,1.470866963863373
10.0,1.0,4.57,291.46,0.8873126679658889,808000,1.3151969277858735,0.30212673689465147,274,101,0.010121601657010615,-0.0013080604351125658,1.2225016498565673
8.0,1.0,4.07,278.48,0.8197982966899872,816000,1.3099509859085083,0.4240794376780329,274,102,0.017196437446400523,-0.002952400277208653,1.5924561232328416
8.0,1.0,3.98,274.62,0.852358740568161,824000,1.3085629451274872,0.3707103554865555,274,103,0.014201611878816038,-0.0008252007844930631,1.4460748499631881
10.0,1.9000000000000004,4.76,294.9,0.7908001399040222,832000,1.2938148295879364,0.39717336819347204,274,104,0.017608541510999203,-0.004786952929280232,1.6193176925182342
10.100000000000009,2.0,5.17,306.25,0.8017751622200012,840000,1.2724615263938903,0.38806074271672353,275,105,0.015834134547039868,-0.0007253287528874352,1.5451758366823196
11.100000000000009,2.0,5.68,325.13,0.8075037258863449,848000,1.2785067868232727,0.43320818052408727,275,106,0.01842084392439574,-0.00811563277587993,1.6804138839244842
11.0,2.0,5.88,332.35,0.8124514639377594,856000,1.2785659074783324,0.4112317078369302,275,107,0.01741034275852144,-0.0004547294951044023,1.6168068426847457
9.0,2.0,5.34,320.11,0.6597580999135971,864000,1.2569971150159835,0.6592927112107183,275,108,0.02701417770702392,-0.011850905286846682,1.7729975181818007
10.100000000000009,2.0,5.65,330.01,0.8151971781253815,872000,1.261019035577774,0.4014664556896293,275,109,0.017075313478708266,-0.0005259133072104305,1.6033973699808122
12.100000000000009,2.9000000000000004,6.31,342.71,0.8207207798957825,880000,1.239132286310196,0.4496968137779918,275,110,0.018023489380721004,-0.007614943360676989,1.6280374026298523
13.0,3.0,6.61,347.46,0.8256856483221054,888000,1.266078827381134,0.3983671343590058,275,111,0.015560432421043515,-0.005913845308823511,1.534372055530548
13.0,3.0,7.21,358.62,0.7900313055515289,896000,1.250280076265335,0.45341904295963,276,112,0.019521620010491462,-0.003162063646304887,1.7171815192699433
13.0,3.0,7.72,371.14,0.8141051369905472,904000,1.237355443239212,0.48734935853649797,276,113,0.018912005657330155,-0.006303620706312359,1.6887089496850967
12.0,3.9000000000000004,7.7,372.5,0.8241647946834564,912000,1.1836744630336762,0.42253320334563604,276,114,0.017172692688181997,-0.007234533652954269,1.613619093298912
12.0,4.0,7.91,378.33,0.8185352092981338,920000,1.2083142745494841,0.47210638752356177,276,115,0.019057624847628175,-0.005418212880613282,1.6675219410657882
12.0,4.0,7.92,380.06,0.774228127002716,928000,1.2294725781679154,0.5176699580296998,277,116,0.020141012533567846,-0.005896027606213466,1.6799645131826402
12.100000000000009,4.0,8.07,386.64,0.813913334608078,936000,1.2420957493782043,0.41067996299652065,277,117,0.015996716935187578,-0.0022102891573740637,1.5555597203969955
13.0,4.0,8.35,393.75,0.7412608361244202,944000,1.2042193806171417,0.4863275166252206,277,118,0.02156817856710404,-0.003527058090730861,1.8115932714939118
13.0,3.0,8.1,386.67,0.7109589821100235,952000,1.2225986671447755,0.5777174361030005,277,119,0.027791640250943602,-0.006692384209600277,1.806712657213211
13.0,3.0,7.83,374.96,0.8179268378019333,960000,1.2180256402492524,0.4352586535464634,277,120,0.018181314514949917,-0.006709977048449218,1.6640519797801971
13.0,3.0,8.24,381.22,0.804808932542801,968000,1.2245774865150452,0.40828798576574626,277,121,0.018363557951524855,-0.002341477213485632,1.6621399456262589
13.0,3.9000000000000004,8.24,381.23,0.7726168817281723,976000,1.162095803618431,0.5998352038098497,277,122,0.031755495574325325,-0.0046824047539848835,1.7732319378852843
13.0,3.9000000000000004,8.05,377.81,0.7749408739805221,984000,1.1747377443313598,0.5059151319370059,277,123,0.021203603302128612,-0.004545890627313156,1.7881073617935181
14.0,4.0,8.94,398.4,0.8234712243080139,992000,1.1642568385601044,0.4318741933682368,277,124,0.017462556627579034,-0.007013717550144065,1.6294209069013597
14.0,5.0,9.39,421.05,0.8229586601257324,1000000,1.1756225967407226,0.4239299610575432,277,125,0.016395822267513724,-0.002592266409192234,1.5715259617567063
15.0,5.0,9.55,429.79,0.8028172141313553,1008000,1.2414283323287965,0.44156820627751175,277,126,0.01869642794597894,-0.005954434083250817,1.6810012227296829
15.0,5.9,9.73,432.51,0.816246143579483,1016000,1.2006910812854767,0.4602031847346611,277,127,0.018599478639662267,-0.005955282722134143,1.68101233959198
16.0,5.0,9.95,437.59,0.8133220934867859,1024000,1.2049377584457397,0.44419311386008653,278,128,0.018989901966415347,-0.004259893538837787,1.6955470335483551
15.100000000000009,5.0,9.7,431.85,0.8118591821193695,1032000,1.204940413236618,0.45089043088806025,277,129,0.018921028301119806,-0.004277568586112466,1.689642310142517
16.0,5.0,10.1,433.16,0.8226946741342545,1040000,1.2208083653450013,0.4232231344266824,277,130,0.01641527552623302,-0.004154226441314677,1.5870158767700195
15.0,5.9,10.01,429.35,0.7871437364816666,1048000,1.169806296825409,0.5129655841900901,277,131,0.021369115780107677,-0.006793915271846345,1.8099112343788146
16.0,5.0,9.89,425.58,0.7405099475383758,1056000,1.2245817577838898,0.49271377551483087,277,132,0.01893416450358927,-0.0021482828774605878,1.6702768123149871
16.0,5.0,9.95,422.78,0.7726903539896012,1064000,1.2218110525608064,0.4870910972388052,277,133,0.02062636803369969,-0.007305688612395897,1.7645131415128708
16.0,5.0,9.92,426.11,0.8375493264198304,1072000,1.2096934747695922,0.4545724185755418,277,134,0.01864364628214389,-0.005497579672955908,1.679331395626068
16.0,5.0,10.16,433.9,0.8091244411468506,1080000,1.198150166273117,0.4420284871184763,277,135,0.017786743668839335,-0.00031902184622595086,1.629059065580368
16.0,5.0,10.26,439.76,0.7982241928577423,1088000,1.189760775566101,0.4745666195407312,277,136,0.02073438504245132,-0.00949794871667109,1.7751436519622803
16.0,5.0,10.51,450.01,0.8067784541845322,1096000,1.1945328962802888,0.4787462718868429,277,137,0.021328074461780488,-0.0036002687065047213,1.7876138091087341
16.0,6.0,11.04,470.65,0.7693131029605865,1104000,1.1972052824497224,0.49027236021211734,276,138,0.02091704087331891,-0.0030987313934747363,1.7865170204639436
16.0,6.0,11.07,476.44,0.7848348414897919,1112000,1.1853529113531112,0.5528332030241525,276,139,0.023047835920006036,-0.007833902072743513,1.870990731716156
16.0,6.0,11.29,479.66,0.7599697595834732,1120000,1.1573320722579956,0.5147263159612809,276,140,0.020746589060872792,-0.009516952249396127,1.781897782087326
16.0,6.9,11.46,478.35,0.7840356707572937,1128000,1.1695961952209473,0.5182951122994627,276,141,0.02061133989132941,-0.0029317106504458935,1.7736663496494294
17.0,7.0,11.87,482.41,0.800283951163292,1136000,1.197287050485611,0.47204124237875594,276,142,0.019931713277474047,-0.005490820955019444,1.7406386470794677
18.10000000000001,7.0,12.0,478.24,0.7674741315841674,1144000,1.154727100133896,0.5195641961924344,276,143,0.02332014880143106,-0.003033311550680082,1.8801709818840027
20.0,7.0,12.5,487.33,0.7666166496276855,1152000,1.191955041885376,0.5021396100852813,276,144,0.024087016498669983,-0.007027826534031192,1.9010158479213715
20.0,7.0,12.47,484.49,0.7988068294525147,1160000,1.1779942035675048,0.4565255283177253,276,145,0.019782367297448217,-0.0016664688958553597,1.7297375160455704
19.10000000000001,7.0,12.34,479.6,0.7847756290435791,1168000,1.1756165933609009,0.5020803891290981,277,146,0.020638568592257798,-0.00874389931850601,1.7597698134183883
18.10000000000001,7.9,12.19,480.86,0.8084802722930908,1176000,1.1751365506649016,0.47748831059709707,277,147,0.018826357405632734,-0.00264930022880435,1.6944478237628937
17.0,7.9,12.12,475.52,0.7196155297756195,1184000,1.1498724126815796,0.5986143819301067,277,148,0.028831354323774577,-0.0044943308000802065,2.066391327381134
19.0,7.0,12.72,481.29,0.7865974682569504,1192000,1.1566793346405029,0.5505109417930132,276,149,0.022523583173751832,-0.009935064847813918,1.8610978984832764
19.0,7.9,12.7,480.92,0.7772657793760299,1200000,1.1483108770847321,0.5861401435588037,277,150,0.02399814407341182,-0.0067059024593618234,1.9111830949783326
19.10000000000001,7.9,13.12,490.13,0.7805061227083206,1208000,1.1735441040992738,0.5296451523958765,277,151,0.023768820203840732,-0.0014095033629564569,1.9009113335609436
22.10000000000001,8.0,13.95,505.09,0.7689823234081268,1216000,1.1805525588989259,0.5067328337428058,277,152,0.022736638714559377,-0.003957948454190046,1.8403683876991273
23.10000000000001,8.0,14.59,521.58,0.7678230321407318,1224000,1.1645947742462157,0.538205310350408,277,153,0.02230570794083178,-0.00813484925101875,1.8335778188705445
23.10000000000001,8.0,14.76,528.79,0.7608291071653366,1232000,1.161584539413452,0.6203036713537919,277,154,0.024273572168312968,-0.00800709548057057,1.9160574424266814
24.0,8.0,14.74,530.36,0.7516090536117553,1240000,1.177466322183609,0.5955775746831544,277,155,0.025469090761616825,-0.003008683151565492,1.951589737534523
23.10000000000001,9.0,14.98,540.57,0.7584308898448944,1248000,1.1646456551551818,0.5664737473220018,278,156,0.024785962691530584,-0.008802737338119187,1.9392521822452544
23.0,9.0,14.89,545.65,0.7649774432182312,1256000,1.15011607170105,0.561256985838729,278,157,0.025107761593535543,-0.012245033724466338,1.9462244510650635
19.10000000000001,0.9000000000000004,11.59,456.33,0.6792576920986175,1264000,1.0890358351171017,0.468800472952943,277,158,0.016589738030452283,-0.0037508861922833604,1.5589420425891876
17.0,0.9000000000000004,11.06,442.09,0.8061531829833984,1272000,1.1914494395256043,0.5007963885064227,277,159,0.02035675142891705,-0.0026997222226054873,1.7642737746238708
17.10000000000001,0.9000000000000004,11.17,445.62,0.7361171317100524,1280000,1.1420037424564362,0.557992485084819,277,160,0.025711242710240185,-0.009610645896755159,1.9650333577394485
18.300000000000026,0.9000000000000004,11.1,446.91,0.7369459295272827,1288000,1.1274362993240357,0.6018213543291236,277,161,0.025988316987641157,-0.007318747423123568,1.9710105884075164
22.0,0.9000000000000004,11.4,451.21,0.7786850005388259,1296000,1.1349484688043594,0.5198491346445442,277,162,0.02293309908360243,-0.005607868092229182,1.8543206703662873
21.10000000000001,0.9000000000000004,11.59,459.97,0.7742229223251342,1304000,1.06305066883564,0.5858522059154617,278,163,0.0247241095546633,-0.015831198532832786,1.938981570005417
22.0,2.8000000000000007,12.65,487.93,0.7346327203512192,1312000,1.0947507703304291,0.5385674788040017,278,164,0.023157871146686375,-0.0034294182364828884,1.8604475891590118
23.10000000000001,8.0,14.8,544.18,0.7497542703151703,1320000,1.1514955866336822,0.5245224921464211,278,165,0.024183672619983554,-0.004720452329784166,1.9045273220539094
24.0,9.0,15.84,563.7,0.7625295001268387,1328000,1.147936509847641,0.5441818779985713,278,166,0.025885255625471473,-0.006378759006765904,1.9749921917915345
23.10000000000001,9.0,15.86,563.37,0.7477105307579041,1336000,1.1386199605464935,0.5179514903267187,278,167,0.022794950949028135,-0.008259689437691122,1.8644919556379318
22.10000000000001,10.0,15.91,563.49,0.6906852585077286,1344000,1.0926713699102402,0.6443327654013988,278,168,0.029454907067120076,-0.00981587374350056,2.0926735329627992
23.0,9.9,15.8,556.67,0.7503158295154572,1352000,1.1232001608610154,0.5522604313440174,278,169,0.02465586124919355,-0.0013911862918757833,1.9416451346874237
24.0,9.9,16.22,558.26,0.7195954108238221,1360000,1.150880281329155,0.5545016990583429,278,170,0.025186025323346257,-0.0004669333394849673,1.9575853061676025
24.0,10.0,16.5,565.96,0.7658206355571747,1368000,1.129216810464859,0.5702757072021813,278,171,0.02444148566573858,-0.0120532657430158,1.9075659024715423
24.0,10.0,16.1,558.81,0.741001193523407,1376000,1.1304118007421493,0.5699448413144342,278,172,0.024963637203909456,0.0003850369076099014,1.9368459224700927
