epoch_idx,model_prob_std,policy_entropy,frames,fps,episode_length,explained_variance,policy_gradient_loss,policy_loss,q_loss,rollout_prob_std,avg_q_selected,P01:episode_rewards,policy_gradient_bias_correction,grad_norm,advantage_norm,PMM:episode_rewards,avg_q_retraced,P09:episode_rewards
1,0.00949412896297872,2.1883023023605346,7200,324,0,-50.99533926645915,-0.00011580558458585225,-0.00011580558458585225,0.0001881120893813204,0.009494129071633021,0.0034258093568496407,0.0,0.0,0.04327905213262897,0.034434967984755836,0.0,0.0034799522720277308,0.0
2,0.010397411432738106,2.1766619523366293,14400,177,0,-58.02266340255737,0.000252535201328404,0.000252535201328404,0.0006549036113331871,0.010397411176624398,-0.007547922793310136,0.0,0.0,0.10095026403908487,0.018849686129639547,0.0,-0.006997229849609236,0.0
3,0.002865359093993902,2.1966760953267417,21600,213,0,-102.84152857462566,-1.940444699357613e-05,-1.940444699357613e-05,1.2268589504553044e-05,0.0028653590901133916,0.0010985677217831835,0.0,0.0,0.004347750854270886,0.009357581272100408,0.0,0.0011239094543270766,0.0
4,0.003699287473379324,2.196628443400065,28800,243,0,-80.88698024749756,-3.591128145975138e-05,-3.591128145975138e-05,1.8845848201938983e-05,0.003699287442335238,0.0016961405597006281,0.0,0.0,0.003421058702400353,0.022708942407431702,0.0,0.0016843807844755551,0.0
5,0.0013683768474341681,2.1970887581507363,36000,270,0,-261.5010361671448,-3.251921755994166e-05,-3.251921755994166e-05,6.324991204564867e-06,0.001368376853254934,0.0016113537499525894,0.0,0.0,0.0012113787280448262,0.00830470013897866,0.0,0.0016861575228782992,0.0
6,0.002019560930784792,2.1970059633255006,43200,292,3324.6666666666665,-46.531821409861244,-5.0532282205040244e-05,-5.0532282205040244e-05,6.713588106777024e-06,0.002019560957948367,0.001532410504296422,0.0,0.0,0.0014171541139012813,0.014424315296734373,0.0,0.0014993565700327357,0.0
7,0.000896203451945136,2.1971388896306356,50400,311,3324.6666666666665,-47.79463008244832,-3.248736784371431e-05,-3.248736784371431e-05,2.3829366417279138e-06,0.0008962034364230931,0.001104880416096421,0.0,0.0,0.0012807451078220534,0.0041382578512032826,0.0,0.0011001172624673927,0.0
8,0.0010942725222169733,2.197165616353353,57600,327,3324.6666666666665,-52.59900817871094,-1.1769594569462546e-06,-1.1769594569462546e-06,4.023860177918929e-06,0.0010942725338585054,0.00020499979318628904,0.0,0.0,0.0010778256047910516,0.005355311441235244,0.0,0.00022387233069215046,0.0
9,0.001207846513716504,2.1971342960993447,64800,341,3324.6666666666665,-62.914142831166586,-2.3429920899313097e-05,-2.3429920899313097e-05,3.3637448230668573e-06,0.00120784651953727,0.001152513597238188,0.0,0.0,0.0007820495963557408,0.00863989166294535,0.0,0.0011425063712522388,0.0
10,0.0008932903251358463,2.197168795267741,72000,351,3324.6666666666665,-405.3518391609192,-2.655979675788937e-05,-2.655979675788937e-05,2.1999824677247186e-06,0.0008932903343520593,0.0011384222695293527,0.0,0.0,0.0006229942703206983,0.005747306758227448,0.0,0.0010903766572785873,0.0
11,0.001498665000932912,2.19711377620697,79200,361,3324.6666666666665,-95.18593349456788,-2.615579160571239e-05,-2.615579160571239e-05,3.262026658982601e-06,0.0014986650128169761,0.001132672536186874,0.0,0.0,0.0007999512149652517,0.011619893494450176,0.0,0.0011517973073447744,0.0
12,0.00035958066291641444,2.197210987408956,86400,370,3324.125,-202.71601931254068,-3.0302258221581723e-05,-3.0302258221581723e-05,9.756106284915707e-07,0.00035958066631186134,0.0011013221946389725,0.0,0.0,0.00026229652784758235,0.00259011023833106,0.0,0.001098985878828292,0.0
13,0.0006652151603096475,2.1971983989079793,93600,378,3324.125,-66.11702864964803,-2.0624861804208194e-05,-2.0624861804208194e-05,1.6559459756611735e-06,0.0006652151603096475,0.0009059586455502237,0.0,0.0,0.0006107204276630109,0.0022830766897338132,0.0,0.0008868186851032078,0.0
14,0.00038111492661604035,2.1972081422805787,100800,385,3324.125,-97.89483208656311,-2.26236530731209e-05,-2.26236530731209e-05,8.717933430565002e-07,0.00038111493486212564,0.0010144591971766204,0.0,0.0,0.000432993069327975,0.0034507820033468305,0.0,0.0009746672896047433,0.0
15,0.001190490181519029,2.1971619526545205,108000,392,3324.125,-86.83708168665568,-1.7743149612670095e-05,-1.7743149612670095e-05,2.0351328477848557e-06,0.0011904901975261359,0.0008345052890945226,0.0,0.0,0.000553393676677727,0.009674926860801255,0.0,0.0008426647846742223,0.0
16,0.00037868861654715146,2.1972091515858967,115200,399,3324.125,-344.07562926610314,-2.2868468765106324e-05,-2.2868468765106324e-05,6.57414890288995e-07,0.0003786886205489282,0.00100459071691148,0.0,0.0,0.0001968662477872066,0.00298670267026561,0.0,0.0009831381263211369,0.0
17,0.0010071305226281564,2.197177029100675,122400,400,3324.0833333333335,-25.809734756076146,-2.3879654121225528e-05,-2.381163545950791e-05,1.495636210883446e-06,0.0021094154014093557,0.0008294566317174089,0.0,6.801865868597123e-08,0.0004451590341068036,0.008616296219602986,0.0,0.0008323651186392887,0.0
18,0.0004970703167415945,2.197212128800059,129600,397,3324.0833333333335,-44.47786428303946,-2.0155809828356127e-05,-2.0026944871629903e-05,5.304396859760201e-07,0.00303965195675263,0.0008973674680912933,0.0,1.288649453575393e-07,0.0002361742886606666,0.004151552292388506,0.0,0.0008898153710885839,0.0
19,0.000446474424546371,2.1972154374349686,136800,395,3324.0833333333335,-48.438193274376886,-1.8390403289973145e-05,-1.8337635714883184e-05,4.6066526699071296e-07,0.0032237114452413696,0.0008682532361380586,0.0,5.276758611239348e-08,0.00021030595715309107,0.0036248028294450325,0.0,0.000855822726238301,0.0
20,0.0003470230580254042,2.197218541711096,144000,392,3324.0833333333335,-126.59381778019446,-1.8872973563005988e-05,-1.8845367842116515e-05,2.786513320084095e-07,0.0025267824158685783,0.0008198967543550736,0.0,2.7605724600082087e-08,0.00012648055023543344,0.003081825131459925,0.0,0.000815068667260382,0.0
21,0.0003287039418010724,2.197218955521861,151200,390,3324.0833333333335,-864.2302736391907,-1.801197862699422e-05,-1.8011677058762107e-05,2.394086148043879e-07,0.0026530878979015597,0.0007966243853994581,0.0,3.015819692740877e-10,0.00011519276330634015,0.002991046099023488,0.0,0.0007900878230225918,0.0
22,0.00033050414556847895,2.1972192538036874,158400,390,3324.0833333333335,-528.3595826208592,-1.7496818359789314e-05,-1.7503968505990848e-05,2.3928520382301256e-07,0.0034903040474236627,0.0007726198425028342,0.0,-7.150156425457982e-09,0.00011665891651720666,0.0031657226624847486,0.0,0.0007708392677009142,0.0
23,0.00023878352114969166,2.1972215000054423,165600,387,3323.875,-1153.7381751666796,-1.7381556620121734e-05,-1.7384320678856396e-05,1.3913357231296305e-07,0.002473355070584522,0.000776217406987889,0.0,-2.7640494699211628e-09,7.407604984045929e-05,0.00221906899316933,0.0,0.000770077768684272,0.0
24,0.00021456510333102468,2.1972223394257684,172800,385,3323.875,-832.813155980394,-1.6463283204762957e-05,-1.6448772857989933e-05,1.2033808369325982e-07,0.0027064075104229037,0.0007394334626044996,0.0,1.4510344357177021e-08,7.065847212168775e-05,0.0019047563224693668,0.0,0.0007270552834984661,0.0
25,0.0001918683768475502,2.1972224171514863,180000,384,3323.875,-1278.0844590674062,-1.6730633152961772e-05,-1.673593512053786e-05,1.1661757035712153e-07,0.0022652430916144588,0.0007210938508581386,0.0,-5.301963786526661e-09,6.624493939797897e-05,0.0017963030743926034,0.0,0.0007152862229095599,0.0
26,0.00022741150019743461,2.1972222732267683,187200,383,3323.875,-200.47311709808926,-1.5567437379520323e-05,-1.56009277469548e-05,9.949715709133328e-08,0.0026806062531506305,0.0007022490063109361,0.0,-3.3490365539696616e-08,7.378871273657768e-05,0.002346034949263239,0.0,0.0006936751010098738,0.0
