advantage_norm,fps,grad_norm,PMM:episode_rewards,approx_kl_divergence,explained_variance,clip_fraction,episode_length,frames,policy_entropy,policy_loss,epoch_idx,value_loss,P01:episode_rewards,P09:episode_rewards
15.968716937303544,166,955175385.1265333,175.0,8855554.387418646,-0.20051975660026072,0.255615234375,350.52,10240,0.19445203892648566,0.07048476984473381,1,1075941184.4451084,125.0,240.00000000000003
15.968702107667923,170,0.10971377404342539,157.72727272727272,0.005706406419358245,-4.8428773880004884e-09,0.1742919921875,360.6909090909091,20480,1.0684233417734503,0.0027277567292912862,2,0.00929304829786588,125.0,225.0
15.96871758699417,185,0.08710127558400944,151.54320987654322,0.0037359075497761297,-2.1979212760925294e-08,0.1947265625,364.61728395061726,30720,1.453214129805565,0.00018139176863769536,3,0.008215044769895031,125.0,225.0
15.968716561794281,194,0.05853049099485833,159.75,0.003403074459521349,1.4901161193847657e-09,0.210595703125,367.11,40960,1.5038869589567185,-0.0007290863060916309,4,0.009389934392538634,100.0,225.0
15.968717777729035,200,0.047410194374537966,159.25,0.0029871091923496353,1.862645149230957e-09,0.2104736328125,364.81,51200,1.4792659983038903,-0.0008827435900457204,5,0.008213906982200569,75.0,225.0
15.968717342615127,202,0.05119221624449426,158.75,0.003810796534526162,-3.7252902984619143e-10,0.25732421875,356.9,61440,1.5528908543288709,-0.0010084039207868046,6,0.00766207011579354,50.0,252.50000000000023
15.968693071603775,206,0.04404760113563119,125.0,0.007236079497420178,1.2293457984924316e-08,0.3239990234375,341.8,71680,1.629389999806881,-0.0018117977126166807,7,0.0036833267829322835,25.0,200.0
15.968716382980347,207,0.04445470733321763,86.0,0.005879383324099763,8.568167686462402e-09,0.3297119140625,318.95,81920,1.6294502466917038,-0.0015340784382715355,8,0.004207883944940249,0.0,150.0
15.968712228536607,209,0.04860914483963567,57.5,0.004739601008873251,-1.3411045074462891e-08,0.3125,302.03,92160,1.6413884051144123,-0.0017462450407037978,9,0.0049775961974319214,0.0,125.0
15.968716108798981,210,0.05134275865568948,91.5,0.0038624484355977984,8.195638656616212e-09,0.2477783203125,309.24,102400,1.672123284637928,-0.0006193877710757078,10,0.008596949265711373,0.0,200.0
15.968717688322068,213,0.05511775751326341,139.25,0.004154626708759679,1.0430812835693359e-08,0.2738037109375,320.92,112640,1.6851821266114713,-0.0021194568096689183,11,0.011178687447682023,0.0,355.00000000000045
15.968717521429062,214,0.0513454027333499,174.75,0.0032896858537242225,2.6077032089233397e-09,0.245556640625,336.21,122880,1.6714650832116604,-0.0017138053321104963,12,0.008705213919529341,25.0,427.5000000000002
15.968717896938324,215,0.050960331839011996,175.0,0.003314221784989968,-1.4156103134155273e-08,0.2322265625,338.11,133120,1.573545014858246,-0.0016951943922322243,13,0.00931082928500473,25.0,350.0
15.968717521429062,217,0.05065104709589511,145.25,0.003309133985067092,3.725290298461914e-09,0.202392578125,331.63,143360,1.6140342399477958,1.4737097262695898e-05,14,0.005942497286832804,25.0,275.0
15.968711173534393,218,0.04932858754393698,126.75,0.00448082438038,-6.7055225372314455e-09,0.276611328125,329.06,153600,1.5609892211854457,-0.0019094630204563145,15,0.006463152847032916,0.0,250.0
15.96871777176857,220,0.05371406110788006,130.25,0.00289258589630208,-1.4901161193847656e-08,0.201611328125,325.94,163840,1.6368237160146237,-0.0012170348767540418,16,0.010630569045861193,0.0,227.5000000000002
15.968717509508133,220,0.05071012978743287,146.75,0.0026419744755969534,-4.8428773880004884e-09,0.197705078125,325.87,174080,1.6060503862798214,-0.0013899812489398754,17,0.008120131919167762,0.0,350.0
