policy_entropy,approx_kl_divergence,clip_fraction,fps,advantage_norm,episode_length,epoch_idx,PMM:episode_rewards,grad_norm,P09:episode_rewards,value_loss,frames,explained_variance,policy_loss,P01:episode_rewards
1.5844452656805514,0.016554530715008287,0.371728515625,239,15.968719291687012,324.53333333333336,1,99.16666666666667,50.60765575117385,202.50000000000003,1.741438444145024,10240,0.003966884687542915,0.015274052203312748,22.500000000000007
1.7025954641401768,0.002285927769753801,0.1462158203125,208,15.968719094991684,334.7704918032787,2,141.39344262295083,4.154568669974831,275.0,0.180480830790475,20480,0.10934538543224334,-0.0021743177880125587,25.0
1.7630348317325115,0.001954731910859894,0.1194091796875,211,15.968719279766082,333.6847826086956,3,151.90217391304347,2.9124131079106723,275.0,0.09797371695749461,30720,0.2716158375144005,-0.003842971947597107,25.0
1.758012717962265,0.001945847682918822,0.1164794921875,218,15.968719202280045,338.42,4,177.0,2.3984603506074245,382.5000000000007,0.09325726218521595,40960,0.32106930278241635,-0.004598079222341766,25.0
1.7364427767693997,0.00171308292904113,0.08837890625,221,15.968719321489335,338.27,5,177.75,2.7091158806837212,327.5000000000002,0.10784992028493434,51200,0.3478500861674547,-0.0034978777661308414,50.0
1.7154883667826653,0.0019528236498334254,0.12060546875,224,15.968719309568405,340.26,6,194.0,3.1744366249822265,352.5000000000002,0.13017528543714435,61440,0.4932435628026724,-0.00498279253297369,50.0
1.6849953562021256,0.0018604159468626168,0.1078125,226,15.96871936917305,349.36,7,220.0,2.785451078164282,375.0,0.11692684902809561,71680,0.7057383015751839,-0.005325726692535682,72.50000000000001
1.6654334627091885,0.0021127950833037023,0.13330078125,228,15.968719285726547,356.97,8,263.0,3.597423798449023,427.5000000000002,0.1287481477484107,81920,0.7053998932242393,-0.004577479961153585,97.5
1.6609090894460679,0.00211295361546071,0.1296142578125,230,15.968719136714935,362.44,9,295.75,3.2876954067614803,500.0,0.12066641545388848,92160,0.7685282699763775,-0.004946060413567465,150.0
1.703348170220852,0.002013090848447839,0.129345703125,230,15.968719214200974,366.49,10,310.5,3.1143177525974544,530.0000000000005,0.13445878797210753,102400,0.7515983127057553,-0.004172318623022875,175.0
1.7163939133286477,0.002069813314210778,0.1335693359375,231,15.968719387054444,370.93,11,317.0,2.5173620212227386,577.5000000000002,0.1214638096280396,112640,0.7698547586798667,-0.0059275320900269435,175.0
1.723519615083933,0.002051932986978799,0.130322265625,232,15.968719530105592,379.96,12,328.5,3.117058032589256,600.0,0.12712113780435175,122880,0.7802139271050692,-0.006242188893520506,150.0
1.7327330000698566,0.0018219298369106698,0.1104248046875,233,15.968719363212585,388.33,13,339.5,2.897869534558373,625.0,0.1656445432920009,133120,0.7454509411007166,-0.005895794051684789,150.0
1.7323797360062598,0.0021981875378972835,0.1355712890625,233,15.968719333410263,399.23,14,368.75,2.806490927304864,627.5000000000002,0.12675880272872747,143360,0.7919649992138147,-0.006303763914183946,175.0
1.7141488254070283,0.0024472411972059466,0.160009765625,234,15.968719154596329,401.88,15,374.0,2.8012846130920117,650.0,0.12076621593441814,153600,0.836218573153019,-0.006891113637539093,175.0
1.709582231193781,0.00245988268752659,0.16005859375,234,15.96871930360794,400.46,16,369.75,2.649213652597412,650.0,0.15059207300655544,163840,0.8078813444823026,-0.006622589692779002,175.0
1.738884261250496,0.0017886482460883727,0.1056640625,235,15.968719291687012,397.32,17,374.5,3.139226973401356,650.0,0.14888468557037413,174080,0.8657369326800108,-0.006320720513758715,175.0
1.7363265380263329,0.0019709748306243626,0.120849609375,236,15.968719333410263,397.65,18,373.5,2.341914364143496,650.0,0.13112961996812372,184320,0.8728626005351543,-0.0071626463020948,150.0
1.7336092598736286,0.0025288516585081186,0.1585693359375,237,15.968719232082368,397.45,19,370.5,2.1999809816837583,650.0,0.13450078719761221,194560,0.8442196689546109,-0.00819380979228299,175.0
1.7420721441507339,0.0016942798362495396,0.1013427734375,237,15.968719083070756,400.17,20,358.25,3.080311015406753,625.0,0.1623389010084793,204800,0.7652701497077942,-0.006203437618751195,175.0
1.7318586558103561,0.002181295861533075,0.13837890625,238,15.968719345331191,398.43,21,355.0,2.264781414699973,625.0,0.1135023684706539,215040,0.8192236740142107,-0.007903081133554224,175.0
1.727393811941147,0.00197875735814277,0.119970703125,238,15.968719267845154,398.88,22,349.75,2.4797727709428714,602.5000000000002,0.11067187387961894,225280,0.8617912098765373,-0.007952236293931492,175.0
1.7247208848595619,0.00216828772042872,0.1362548828125,238,15.968719112873078,395.91,23,349.25,2.0735735318290085,600.0,0.1105171816656366,235520,0.8569511961191892,-0.008079550392358215,172.5
1.7243014678359032,0.002120246697495822,0.13017578125,238,15.968719327449799,403.18,24,366.5,2.2094257883919064,625.0,0.13310508986469358,245760,0.8495741117745638,-0.008080720084763016,175.0
1.7202320352196694,0.00218729935413678,0.147021484375,238,15.968719220161438,402.07,25,379.5,2.176585587020021,627.5000000000002,0.11904728764202446,256000,0.8449124287813902,-0.007881552752951392,200.0
1.7379665702581406,0.0018230604001931044,0.1141845703125,238,15.968719375133514,399.09,26,395.75,2.0747116186510084,650.0,0.11626164752524346,266240,0.824194535240531,-0.007574830468001892,222.5
1.74546659886837,0.001876594064015329,0.1187255859375,239,15.968719279766082,400.35,27,400.75,2.5350878202642515,650.0,0.1675117535283789,276480,0.7696395266801119,-0.007543763900685008,200.0
1.7415809862315654,0.0015488045267206937,0.092333984375,239,15.96871913075447,401.02,28,388.5,2.2254124207233064,650.0,0.13987785258796065,286720,0.7497565310448409,-0.0071353625316987745,197.5
1.72062631174922,0.0020391198728023567,0.1273193359375,239,15.968719327449799,410.31,29,398.0,1.9366793686793895,650.0,0.1197403137339279,296960,0.8225195478647948,-0.008391908716293982,197.5
1.7086721688508988,0.0018955346842520315,0.1256103515625,239,15.968719309568405,404.37,30,382.25,2.083836616376237,650.0,0.14324188546743244,307200,0.7927600357681512,-0.00829665537658002,172.5
1.705673149228096,0.00209337213657392,0.132861328125,239,15.968719255924224,401.1,31,387.5,2.151355298922145,650.0,0.14478059378452598,317440,0.7814738146960736,-0.007611432571866317,200.0
1.7053026661276818,0.002058175870479596,0.128173828125,239,15.968719434738158,405.63,32,414.0,1.9813279336864462,650.0,0.11688089929521084,327680,0.8690626386553049,-0.008091682844678871,222.5
1.707990251481533,0.0021015895251142143,0.1343505859375,239,15.968719267845154,402.28,33,408.75,2.2030356516291554,675.0,0.17000822187401354,337920,0.841208390891552,-0.007827756853657775,175.0
1.7090285263955594,0.002239660295254272,0.1482177734375,239,15.968719166517257,414.71,34,421.5,1.8891107346402987,675.0,0.08782418216578662,348160,0.9081466410309076,-0.010461760297039291,197.5
1.7043536752462387,0.0017896203947432951,0.108203125,239,15.968719398975372,420.56,35,443.25,2.3021235200008503,675.0,0.15401625116355716,358400,0.8029492996633053,-0.008332842953313957,200.0
1.7202054798603057,0.0021840411282940397,0.1374755859375,239,15.968719214200974,421.83,36,438.5,2.075573787093484,677.5000000000002,0.12604073975235225,368640,0.8363338887691498,-0.00990453026315663,200.0
1.724249291419983,0.0024051904460523615,0.1585205078125,240,15.968719309568405,425.63,37,434.25,1.8896914607694804,677.5000000000002,0.12533844651188703,378880,0.8398657396435738,-0.010374987337127096,225.0
1.727060529589653,0.00198928145995326,0.1241943359375,240,15.968719297647477,418.47,38,443.75,2.0923031714436418,702.5000000000002,0.16303390108514576,389120,0.8455952111631632,-0.009549151126702782,200.0
1.7336758628487587,0.002011173369385509,0.1304931640625,240,15.968719291687012,423.86,39,438.75,1.8469086538777346,702.5000000000002,0.11307245439384132,399360,0.8717109121382236,-0.010249149305309402,200.0
1.719116598367691,0.0021309808955041424,0.131640625,240,15.96871938109398,429.17,40,461.5,2.3409959648160137,725.0,0.1432292258599773,409600,0.8853864770382642,-0.008862942808627849,222.5
1.712330025434494,0.0019918495488698757,0.1266357421875,240,15.968719393014908,437.9,41,471.5,1.9622557113476815,725.0,0.14851010260172187,419840,0.8444610655307769,-0.00865945481491508,200.0
1.687966039031744,0.0021882181157255737,0.136767578125,240,15.968719238042832,435.69,42,451.0,1.958144272910848,725.0,0.1360611137934029,430080,0.8808709189295769,-0.009993912893696688,200.0
1.6725787855684757,0.0025344211664790612,0.1598876953125,240,15.968719232082368,439.82,43,458.25,1.893953798427411,702.5000000000002,0.11741085965186357,440320,0.8955756429582834,-0.011758161273610313,225.0
1.6825192034244538,0.0024220926998398916,0.1501708984375,240,15.968719357252121,436.33,44,467.5,2.174429194563639,725.0,0.15764747669454665,450560,0.8496502734720707,-0.009738090511018527,220.00000000000003
1.6876537516713142,0.0024579241074437685,0.1557373046875,240,15.968719339370727,437.2,45,475.25,1.961133384954285,727.5000000000002,0.11816680587362498,460800,0.9031643562018872,-0.01020816170512262,225.0
1.684656209498644,0.0021048192463243563,0.134765625,240,15.968719178438187,439.31,46,498.0,2.187058636120032,727.5000000000002,0.09744789437390863,471040,0.9293970424681902,-0.009968559619301232,272.5
1.706353909522295,0.0019566142297665805,0.121728515625,240,15.968719375133514,444.29,47,513.25,2.0887620166109744,750.0,0.1253272448782809,481280,0.8867856975644827,-0.009809254617721308,275.0
1.711961205303669,0.0021854309173707483,0.1361328125,240,15.968719136714935,444.49,48,526.75,2.0161261622492206,750.0,0.11802376636769622,491520,0.8914635550230742,-0.010893075796957419,275.0
1.7114946693181992,0.0019518460610245922,0.1172607421875,240,15.968719327449799,448.53,49,506.5,2.100932915134563,750.0,0.18010067807044833,501760,0.8352372366935015,-0.009480330640508327,225.0
1.7143221482634545,0.00218256939190298,0.1373046875,240,15.968719279766082,450.13,50,486.5,1.902272586233511,725.0,0.16499725410249083,512000,0.8396348785609007,-0.010132557951146736,225.0
1.7227600343525409,0.0017415576789178422,0.10400390625,240,15.96871920824051,450.02,51,482.5,1.9612019266064622,725.0,0.13317867103032768,522240,0.8688848789781332,-0.010498166750039672,200.0
1.7189769439399243,0.0020519922040196452,0.1291259765625,240,15.968719202280045,446.07,52,473.5,2.0303908929851495,725.0,0.12809835164807737,532480,0.8878955118358135,-0.01036786363038118,222.5
1.7155058532953262,0.002067099614078247,0.133154296875,240,15.968719238042832,449.84,53,479.75,1.7697628398631342,750.0,0.1398546817013994,542720,0.8626053258776665,-0.01113705634197686,225.0
1.691491723060608,0.0025402991481317553,0.1599609375,240,15.96871936917305,450.39,54,506.75,2.0353077788057616,750.0,0.13891625115647913,552960,0.8638454031199216,-0.012348698183632222,272.5
1.697252231836319,0.0024360586148307974,0.1554443359375,240,15.968719232082368,454.98,55,514.0,1.98761355753112,750.0,0.1173494974616915,563200,0.8666910227388144,-0.011722941174230072,275.0
1.705061786621809,0.00235161670067359,0.147412109375,240,15.968719154596329,453.02,56,508.75,1.7549099221599718,750.0,0.17021301202476025,573440,0.8119110595434904,-0.012226821470540017,275.0
1.6992325529456138,0.0024232903465420596,0.15185546875,241,15.96871936917305,445.67,57,517.75,1.760330733774034,750.0,0.12251945061143488,583680,0.8757749438285828,-0.012134809589042561,275.0
1.6982616886496544,0.002272168680656553,0.1431396484375,241,15.96871938109398,442.77,58,511.5,1.9110551275072616,750.0,0.1631713860668242,593920,0.8472204823046923,-0.010740725350478897,250.0
1.7052896276116372,0.002400418416755519,0.1490234375,241,15.968719178438187,445.68,59,510.0,1.8544670568429988,750.0,0.15008113654330374,604160,0.8599348679184914,-0.01142951126967091,250.0
1.6925310388207435,0.0023360492362829183,0.1431640625,241,15.968719321489335,442.37,60,493.0,1.8265612693344373,750.0,0.12740614344365894,614400,0.8746770482510329,-0.012861456313112285,250.0
1.6799407571554184,0.0026942028349825264,0.17353515625,241,15.968719232082368,445.6,61,519.25,1.8953719018175061,752.5000000000002,0.17318137316033244,624640,0.8424028627574444,-0.01207635762357313,250.0
1.6761726036667823,0.0022576565442822107,0.1471435546875,241,15.968719339370727,447.55,62,517.0,2.1678482680073845,752.5000000000002,0.15375770998653024,634880,0.8691465239971876,-0.011576557980515646,250.0
1.6918443694710732,0.0023671440286992264,0.1523681640625,240,15.968719309568405,452.04,63,536.0,1.8581764286626146,750.0,0.10281012890627608,645120,0.8974282968789339,-0.011643976185587235,250.0
1.693659169971943,0.0023329465132977314,0.144287109375,240,15.968719321489335,453.39,64,560.5,1.9970545964046362,775.0,0.12815412944182752,655360,0.8880206476897001,-0.011801054538591416,297.5
1.6951242141425609,0.0024909834268558606,0.1621337890625,240,15.968719321489335,449.5,65,553.0,1.8913016836830594,775.0,0.16017740345560014,665600,0.8587935339659453,-0.011428791667276528,250.0
1.6763208843767643,0.0025209938811034433,0.164501953125,240,15.968719244003296,456.62,66,578.75,1.8072628081018987,775.0,0.13881507234182208,675840,0.8558759454637765,-0.010865428369288565,297.5
1.6754073046147824,0.002673371737683155,0.1692138671875,241,15.96871930360794,446.95,67,565.25,1.8435527559929004,775.0,0.11432711484376341,686080,0.9107366278767586,-0.013645998767606216,275.0
1.6760401450097562,0.0027154266420442046,0.1718505859375,241,15.968719285726547,451.12,68,566.0,1.6112360192867132,775.0,0.09354162919335067,696320,0.9219740748405456,-0.013099431900627678,275.0
1.6695808246731758,0.002358220906512834,0.1504150390625,241,15.968719244003296,454.87,69,583.25,1.8088058512947967,775.0,0.10652218072209507,706560,0.9100145921111107,-0.010999405854090583,300.0
1.6767012380063533,0.002083411588182877,0.1260009765625,240,15.968719321489335,452.04,70,576.25,1.7864563981534196,775.0,0.11069026731420309,716800,0.9090671092271805,-0.01196168173555634,325.0
1.684099981188774,0.002305611278325442,0.1509521484375,240,15.968719178438187,453.66,71,582.25,2.1452624535897398,775.0,0.1484490478411317,727040,0.8888921994715929,-0.01055003299989039,325.0
