explained_variance,PMM:episode_rewards,episode_length,grad_norm,P01:episode_rewards,epoch_idx,model_prob_std,policy_loss,policy_gradient_bias_correction,rollout_prob_std,P09:episode_rewards,fps,policy_gradient_loss,avg_q_selected,q_loss,advantage_norm,avg_q_retraced,frames,policy_entropy
-3.5463630089242613,0.0,3324.027777777778,0.0005163866617135873,0.0,22,0.008271377533778953,-7.328926101922301e-06,3.205307295742737e-06,0.012951457643550058,0.0,469,-1.05342337280832e-05,0.000413417228178693,1.8814012179042174e-06,0.013248917985483931,0.00041602155850861374,158400,2.1944526287992168
-3.823247307520064,0.0,3324.3333333333335,0.000393715707995836,0.0,23,0.00818001307567419,-8.212865905079525e-06,3.7243736889099155e-06,0.012551160759370152,0.0,466,-1.1937239746943068e-05,0.00020405112405621857,1.2208319482267953e-06,0.010342337566498105,0.0001935079162268223,165600,2.1945111912110495
-3.8539295551417365,0.0,3324.3333333333335,0.0003705279205606257,0.0,24,0.008691760201398873,-2.1306032302346527e-06,5.006922539338189e-06,0.01487729224277212,0.0,463,-7.137525736513057e-06,0.0002799875468881798,1.0560681175585388e-06,0.009464890710152095,0.00028091390928739683,172800,2.194156574461826
-3.976675364416112,0.0,3324.3333333333335,0.0003265885003273216,0.0,25,0.008902701800910845,-1.4173774659619246e-05,1.993974399524975e-06,0.012352950295406302,0.0,459,-1.6167749218671965e-05,0.0003659091105051899,8.810519147717949e-07,0.008897923295535197,0.0003563505363827398,180000,2.1940167348851602
-3.968149026140334,0.0,3324.3333333333335,0.0003928064898695799,0.0,26,0.009237024335057607,-1.508356328137837e-05,3.3886707308503734e-06,0.013130538460229418,0.0,456,-1.847223380920356e-05,0.0003542452473967777,1.2215772520203616e-06,0.010886071509873817,0.0003376212701025199,187200,2.193769258431026
-4.0257864657280935,0.0,3324.3333333333335,0.0003089247356774081,0.0,27,0.0096327095762112,-3.2965126613019505e-06,1.3330573264015908e-06,0.012375118244191751,0.0,455,-4.629569677882096e-06,0.00035588877445156365,8.357261267209444e-07,0.00838552945440853,0.00035479282684559973,194400,2.19346257435897
-4.260633484077832,0.0,3324.45,0.00036112861852397553,0.0,28,0.009889006978861751,-1.0334329204592255e-05,1.8013037149515826e-06,0.012291697199578353,0.0,451,-1.2135633083797257e-05,0.00038288626997328004,1.0826518106658159e-06,0.010054401557851906,0.0003795579502005398,201600,2.193264014219481
-4.143564498320459,0.0,3324.45,0.00028222115435920975,0.0,29,0.009936824500605108,-5.912278963351235e-06,2.747202988565056e-06,0.013328321136013118,0.0,449,-8.65948212147519e-06,0.00032759393464229584,6.758476009997209e-07,0.007845940476048753,0.00032194801632338943,208800,2.193223766977825
-3.885168482910388,0.0,3324.45,0.0002468287280586323,0.0,30,0.01031590564915585,-8.39436311667535e-06,1.0360941738991401e-06,0.012349473941263069,0.0,446,-9.430457547827242e-06,0.0003954047563824345,5.614544605999151e-07,0.007127969371233131,0.00039300221968640854,216000,2.192909328653699
-3.801123305857182,0.0,3324.45,0.0002788983688013586,0.0,31,0.010414271090246204,-2.2447905498810296e-05,9.95260246462477e-07,0.011746244182706707,0.0,444,-2.3443166134922777e-05,0.00021503824939722943,6.786606369253998e-07,0.00800208020368628,0.00019083909443320552,223200,2.1928348867949983
-3.914185323099095,0.0,3324.45,0.0002637706700656653,0.0,32,0.010525616055973568,1.5867407377949173e-05,1.1306788982850187e-06,0.013327146631517362,0.0,442,1.4736728360912691e-05,0.00011060966451206993,6.403976228402397e-07,0.007579637339920372,0.00013238198723987746,230400,2.192744470434214
-4.07922061965579,0.0,3324.45,0.0002664908919763682,0.0,33,0.010840169091736062,-1.3649618831616632e-06,5.489908893955833e-07,0.013405394276422965,0.0,440,-1.9139529270877507e-06,0.0003120033374371242,6.40719948376735e-07,0.007729807386303225,0.0003161465299116951,237600,2.192467575937352
-3.928961405773011,0.0,3324.527777777778,0.0002573230118483251,0.0,34,0.01099160452516227,-6.779812600022583e-06,1.7437911079893935e-06,0.012680655639500372,0.0,438,-8.523603545552062e-06,0.0003225637176034051,5.887030815389287e-07,0.007455306132166971,0.0003192507276919309,244800,2.1923324975544816
-3.850138560338855,0.0,3324.527777777778,0.00022622998302042964,0.0,35,0.011321874228870552,-1.3991469983521571e-05,1.6330992569097294e-06,0.011935376192107884,0.0,435,-1.562456942263593e-05,0.0002451013139704224,4.673266149760074e-07,0.00652079912490727,0.00023114501227152568,252000,2.1920310710278073
-3.57888141727006,0.0,3324.527777777778,0.0001948702900610558,0.0,36,0.01163416955369973,-5.357654005361791e-06,2.701739145030382e-07,0.012635659831748518,0.0,435,-5.627827955752581e-06,0.00022338964638139359,3.89457068813478e-07,0.005867494830982415,0.00022140480905262746,259200,2.1917459277091202
-3.9837211186450623,0.0,3324.527777777778,0.0002564962031693887,0.0,37,0.012101644817173046,-5.441949459683476e-06,1.615474778561964e-06,0.012142987659012543,0.0,434,-7.057424340428253e-06,0.0001613494334924747,5.937009124488298e-07,0.0077253335750157946,0.00015923243507306968,266400,2.191302136062945
-3.992431634390165,0.0,3324.527777777778,0.00019758354070239964,0.0,38,0.012371829357330822,-1.218946889397763e-05,2.255968507148238e-07,0.012055502100921576,0.0,433,-1.2415065728149213e-05,0.00014371398454965885,3.960954395759983e-07,0.005938128602107993,0.00013392982345985662,273600,2.1910327452137355
-3.9483172054517834,0.0,3324.6190476190477,0.0002710660144665943,0.0,39,0.012728760953765935,-1.6099613090453337e-05,-3.317616074596253e-07,0.012090092620630035,0.0,433,-1.5767851533134956e-05,1.4007898945116174e-05,6.889422204026754e-07,0.00815685646793258,-5.632693851599211e-06,280800,2.190672576421152
-3.884822225305769,0.0,3324.6190476190477,0.00019636310486798088,0.0,40,0.012843788594473153,7.134930264107826e-06,1.684641678266534e-06,0.012640579907979973,0.0,430,5.450288381591083e-06,4.942411361254672e-05,3.800561083455428e-07,0.006027784346628728,5.552231308760679e-05,288000,2.19055187385549
-3.9372895117600764,0.0,3324.6190476190477,0.000203514903167263,0.0,41,0.013085543222272048,-5.578986069897754e-06,7.95162648248316e-07,0.014023564403812604,0.0,429,-6.374148652029694e-06,0.0001939598662647046,4.0031781585992033e-07,0.006160658640459319,0.00019438357960693275,295200,2.1902985144796827
-3.5443410077927604,0.0,3324.6190476190477,0.00019551281919068082,0.0,42,0.013111893010310948,-1.0899752830028316e-06,1.748341647860096e-06,0.012970217602837475,0.0,427,-2.8383170279150294e-06,0.00014182449995865271,3.8009443141150977e-07,0.005979488589103327,0.0001424153341233813,302400,2.1902733985204543
-3.9579600821979457,0.0,3324.6190476190477,0.00022845383410770314,0.0,43,0.01360054993044792,-1.1228341668591326e-05,1.333886952960365e-06,0.012927287348013903,0.0,426,-1.2562228642675818e-05,0.00014367808368505726,4.809763771177671e-07,0.006835294137057472,0.0001354640702032027,309600,2.1897525920565166
-3.957767113097131,0.0,3324.6190476190477,0.0002092769571825918,0.0,44,0.013954647145352312,-1.9484019569535886e-06,8.887873792769285e-07,0.012229942944573446,0.0,425,-2.8371893076593677e-06,0.00016852203915151325,4.3534650182772976e-07,0.006414788028630446,0.00017326147361606517,316800,2.1893591939267663
-3.706466840722631,0.0,3324.4375,0.00019680715224917224,0.0,45,0.014369114587717783,-5.173537713459781e-06,1.1167632903430063e-06,0.013333257196790047,0.0,423,-6.290301060116195e-06,0.0001493287444256697,4.13136546808641e-07,0.006216211582093412,0.00014724472473310896,324000,2.188889556200588
-3.9077539242922312,0.0,3324.4375,0.00018328140821263772,0.0,46,0.014606961398791994,-5.672920812087426e-06,2.1116637892655604e-06,0.014174957567217351,0.0,422,-7.784584679813728e-06,0.00014901010680991945,3.32088884746472e-07,0.005455398752228431,0.00014290448930300015,331200,2.1886160933498355
-3.706543095941266,0.0,3324.4375,0.0001600007615640831,0.0,47,0.014692919135879647,-3.5478463749352464e-06,6.790586767225336e-07,0.013299726427350408,0.0,421,-4.226905136414686e-06,8.970320544227993e-05,2.700023287125357e-07,0.005000658641229311,8.605165698161912e-05,338400,2.188519599125499
-3.903388864766984,0.0,3324.4375,0.00020310358947267295,0.0,48,0.014887372873324369,-6.421903606065052e-06,1.2068423022320868e-07,0.013551362736283669,0.0,421,-6.542587944638158e-06,3.5119697904120597e-05,4.2455527080147044e-07,0.006640847420748618,2.7860635102107668e-05,345600,2.188295050972984
-4.305649810155864,0.0,3324.4375,0.00017032376609724692,0.0,49,0.015094766693495252,2.2652391286767657e-07,6.576086611680786e-07,0.014596330525104706,0.0,420,-4.310848264077521e-07,-1.570957215752363e-05,3.291735714555097e-07,0.005219832801222481,-1.594657230639229e-05,352800,2.1880430465242853
-4.204458619015558,0.0,3324.57,0.00021431562622817405,0.0,50,0.015421756955255415,3.878712855653464e-06,2.762510222125465e-07,0.013492119223884647,0.0,419,3.6024619053492524e-06,2.8298463866688522e-05,4.5034333078505915e-07,0.006658910178368733,3.438090178588839e-05,360000,2.187652085584307
-4.071270683877683,0.0,3324.57,0.00015499595120571869,0.0,51,0.015541942934333175,1.6867513492073798e-06,1.0287224442398006e-06,0.013086903169085938,0.0,419,6.580288405444747e-07,0.00017218161000151649,2.566938296329782e-07,0.00492811304051429,0.0001782881301192016,367200,2.187503831361337
-3.935612375717314,0.0,3324.57,0.00017001047157236615,0.0,52,0.01579415537391065,-8.429525965831478e-06,7.193066842558344e-07,0.013891589840733637,0.0,418,-9.148832764520783e-06,0.00021591477186600763,2.7891317299116775e-07,0.004973308171435732,0.00020840394003965822,374400,2.187183083939174
-4.144962839509445,0.0,3324.57,0.00015149765301331462,0.0,53,0.016064921196170708,-2.8568913252460905e-06,9.297833931428555e-07,0.014212919968222245,0.0,418,-3.786674706092257e-06,0.00011493364733675971,2.6955855907433286e-07,0.004981108420020616,0.00011205325542389816,381600,2.1868494887610597
-4.221186843593284,0.0,3324.57,0.00017926933724363983,0.0,54,0.016471716755133852,-9.460747612117767e-06,3.046814952280109e-07,0.014294317439026028,0.0,417,-9.765428942115905e-06,-3.094614287214855e-05,3.3668160402063686e-07,0.005782890747561214,-4.285566269780858e-05,388800,2.1863196619225556
-4.459076932381701,0.0,3324.57,0.00015621230918358824,0.0,55,0.016599431772957796,4.733043406348225e-06,2.5199410025899945e-07,0.014485868057236072,0.0,417,4.4810492171504475e-06,-0.00011502221101924053,2.78647518955699e-07,0.0050990879776031525,-0.00011316452272083427,396000,2.186147915183093
-4.460916726910879,0.0,3324.71,0.00017493967248252798,0.0,56,0.016682835904260472,2.663681995658956e-06,1.663724494025339e-07,0.015000730440508397,0.0,417,2.4973094790106014e-06,-0.00010242602383540442,3.156666571329981e-07,0.005441391097824274,-9.974954663888754e-05,403200,2.186032216596225
-4.505638140023701,0.0,3324.71,0.0001458051146608627,0.0,57,0.016774065126812763,5.580571038734661e-06,1.5356519519637946e-06,0.013802615489943753,0.0,416,4.044919015297315e-06,-3.8198570549846545e-06,2.363994184746456e-07,0.004618801642569625,3.538875411203704e-06,410400,2.1859037296923374
-4.455434884394288,0.0,3324.71,0.00013998637527445234,0.0,58,0.01695372264524281,-6.619901796495298e-06,7.958260063119161e-07,0.014008912346621471,0.0,415,-7.415727841649839e-06,8.347844182013533e-05,2.1820397799336825e-07,0.004486540052069663,7.92985133856657e-05,417600,2.185663084368857
-4.231510488133754,0.0,3324.71,0.00016560733145495402,0.0,59,0.017241768381890298,-3.636022723879551e-06,-1.6179337778398973e-07,0.014827167145399885,0.0,415,-3.474229254495812e-06,9.405042582401787e-05,2.946186770095236e-07,0.00544003519791677,9.321816984899182e-05,424800,2.185271429036775
-4.7075445912754725,0.0,3324.71,0.00013688616988844244,0.0,60,0.01741850762398884,-6.43700527358337e-08,-8.23016818181653e-08,0.014400543186717503,0.0,415,1.793164606543074e-08,0.00016654770904631094,2.3619207764872622e-07,0.004473221247144032,0.00017266201626221623,432000,2.185024501047437
-4.686795114013884,0.0,3324.8,0.00019171666616421212,0.0,61,0.017675188630375833,-6.681451989025946e-06,2.0033139727382654e-07,0.015214496733443368,0.0,415,-6.88178335780419e-06,0.00010641577860186526,3.725785400675814e-07,0.00608986112672562,0.00010018475984955849,439200,2.184661153422462
-4.130003589284483,0.0,3324.8,0.00012985654941648754,0.0,62,0.017756935893730435,1.1386771130925315e-06,4.60765323461382e-07,0.015076816769799701,0.0,414,6.779118494986985e-07,4.6860209704415374e-05,1.8530866469978506e-07,0.004202928972249128,4.8228611780186406e-05,446400,2.1845381181422994
-4.2544766303944215,0.0,3324.8,0.00013155429839888805,0.0,63,0.01796031104881198,-1.7678131364114749e-06,2.7574391366508193e-08,0.014706398085518569,0.0,414,-1.7953876591333685e-06,8.142313978600404e-05,1.8571123167601194e-07,0.004216115109059805,8.258520832858871e-05,453600,2.184243206189423
-4.108012350841805,0.0,3324.8,0.00013102013663036466,0.0,64,0.01804127941191413,-4.998658746564866e-06,2.191983968667985e-07,0.015407381872634192,0.0,413,-5.217857169653417e-06,4.747957127569657e-05,1.9475360697500514e-07,0.00434634303604961,4.40820612088055e-05,460800,2.1841280673452155
-4.261900196002904,0.0,3324.8,0.00015749977917639782,0.0,65,0.018397071945835793,-2.6502108353125802e-06,8.030474685583984e-07,0.01500876998113685,0.0,413,-3.4532584912017166e-06,-1.854803711815912e-05,2.704199902328252e-07,0.005251165609588883,-2.311996726741991e-05,468000,2.183613309809771
-4.303469876350548,0.0,3324.8,0.0001490083794882859,0.0,66,0.018726825241354255,-1.0693507182846616e-05,2.3485428402259626e-07,0.015843349654601997,0.0,413,-1.0928361357057854e-05,-4.06041346245926e-05,2.3393556206025685e-07,0.004824802534936998,-5.4778761679534714e-05,475200,2.183128990098913
-4.239186724506358,0.0,3324.84,0.00015021467199452068,0.0,67,0.01895204055058972,1.0082832378550488e-05,6.16561267973071e-07,0.01547355934929487,0.0,413,9.46627103085161e-06,-2.8978160000806823e-05,2.6709654891325306e-07,0.005057117399485799,-1.6983413088716645e-05,482400,2.1827975064232232
-4.178734586359848,0.0,3324.84,0.00013176083015417695,0.0,68,0.019220030980967272,-2.068699483791124e-06,4.4314309415017617e-07,0.016565175091649776,0.0,412,-2.5118424872436044e-06,6.278052992877399e-05,1.8019933631652405e-07,0.004197753729306859,6.29022720808889e-05,489600,2.182389362961871
-4.30855248630993,0.0,3324.84,0.00012101125605308013,0.0,69,0.019458186365220516,-5.65303891479498e-06,-1.6079690243351424e-07,0.015618562860754392,0.0,412,-5.4922420251111985e-06,3.4772820582395715e-06,1.729691866198244e-07,0.003927435933446903,-2.142255432101505e-06,496800,2.1820196263563068
-4.078129078193947,0.0,3324.84,0.0001367218965618158,0.0,70,0.019697586926335966,-9.376150513850569e-07,4.786599966140859e-07,0.015450742736116307,0.0,412,-1.4162750455527988e-06,-3.069393552767084e-06,2.112519082203997e-07,0.004636250312225129,-4.081170488662578e-06,504000,2.1816585486401956
-4.2249107421075225,0.0,3324.84,0.00012014293385866549,0.0,71,0.01983371689750581,-8.069986496943709e-07,1.2352906571337704e-07,0.01637901775274061,0.0,412,-9.305276377489987e-07,2.6108950187422946e-05,1.778189016015084e-07,0.0040572226128421434,2.5041635776856478e-05,511200,2.1814382004296338
-4.521863282748631,0.0,3324.85,0.0001612778982996008,0.0,72,0.02011179170726488,2.6970226698837892e-06,6.20579443646604e-07,0.01579401044141767,0.0,412,2.0764431395123427e-06,7.273550825208719e-05,3.040883975069167e-07,0.005411574458703399,7.975220300096904e-05,518400,2.1809931584199274
-4.085100289356141,0.0,3324.86,0.00012152523875093157,0.0,73,0.020336328821315895,-4.264054984130578e-06,2.404250277715602e-07,0.015538543087785088,0.0,412,-4.504479751584235e-06,6.924080649663023e-05,1.652416260938904e-07,0.004031173368040029,6.522623273680337e-05,525600,2.180633555783166
-3.975805780462716,0.0,3324.86,0.00012724339412260725,0.0,74,0.02049697513549627,1.1998033558836546e-06,1.6098868722262224e-07,0.01605626478385379,0.0,411,1.0388145946554946e-06,4.1432282726354324e-05,1.8183238591956817e-07,0.004209852920144475,4.5436519744381454e-05,532800,2.1803677880626395
-4.406712486649317,0.0,3324.86,0.00012609667384907384,0.0,75,0.020542090411628126,-5.524453883732501e-06,8.215952235848801e-08,0.01642724398565454,0.0,411,-5.60661337191508e-06,8.54079337187991e-05,1.6706282722305374e-07,0.0040342503886795535,8.178949602780744e-05,540000,2.180292619832609
-4.281199465252105,0.0,3324.86,0.00014429856021849652,0.0,76,0.020751911549060236,-4.8166582812265395e-06,7.675457148583825e-07,0.016563267863414707,0.0,410,-5.584203993018875e-06,0.00010496412865753275,2.2020648109033832e-07,0.004856838545113403,0.0001008077083114557,547200,2.1799549175727932
-4.344579912969675,0.0,3324.86,0.00011985992841472613,0.0,77,0.021033252726984086,-5.1387318668302835e-06,-5.112552399223016e-08,0.016150006804413225,0.0,410,-5.087606324954815e-06,0.00015194653550195883,1.6758012018179832e-07,0.004004740563828606,0.00014974073596202666,554400,2.1794853663003004
-4.23948835150246,0.0,3324.81,0.00013838466936905958,0.0,78,0.02121885994972931,-8.651610171516895e-06,-2.3674715779182237e-07,0.016675299115736796,0.0,409,-8.41486311541941e-06,5.2591173919344535e-05,2.1646639363526436e-07,0.004650286951594184,4.4014834335636504e-05,561600,2.1791804828481527
-4.197180329305785,0.0,3324.81,0.00012439179919462775,0.0,79,0.02139942789329561,8.788373638161054e-07,8.63945751969156e-07,0.016422999774748905,0.0,409,1.4891556779417336e-08,3.0330435656603264e-05,1.698588099543086e-07,0.004040396926516825,3.3322967799813465e-05,568800,2.178881719005171
-3.9994864431070902,0.0,3324.81,0.00011118169106170012,0.0,80,0.021613964768244866,-3.5282295732847e-06,4.047887482407813e-07,0.017268398025235724,0.0,409,-3.933018076893513e-06,8.925606423415971e-05,1.4651823586454328e-07,0.0037309271952142894,8.75554859484174e-05,576000,2.178525316507097
-4.305817132775116,0.0,3324.81,0.00012501864491099723,0.0,81,0.021849172947405977,-4.607750329035775e-06,-3.197363627726686e-07,0.01719699072034379,0.0,408,-4.288013886696277e-06,0.00010906104974014492,1.7677795502834285e-07,0.004181242434218004,0.00010913681104496214,583200,2.178126707001338
-4.407818209897905,0.0,3324.81,0.00012413678218440818,0.0,82,0.02206746195356741,-5.7084329380495964e-06,-2.116113976309013e-07,0.01710010945642978,0.0,408,-5.4968213930948936e-06,0.000170046564767687,1.7002708248245416e-07,0.004051581887415427,0.00017010760836528213,590400,2.1777384884048394
-4.512635405095167,0.0,3324.81,0.00015372842254571346,0.0,83,0.022220359312804052,-1.006845349644256e-05,7.093699941467916e-07,0.01786881132605707,0.0,408,-1.0777823296941594e-05,0.00013139354375183871,2.535518466871063e-07,0.005001553045521077,0.00012201927948486175,597600,2.1774733212132937
-4.073985826483479,0.0,3324.71,0.00011002686508885223,0.0,84,0.022247283121462534,-4.992164728413046e-06,5.016806592569236e-07,0.016875557715933097,0.0,408,-5.493845305647398e-06,0.00017598103949745158,1.4407030303784697e-07,0.003798268532699834,0.00017592363572331367,604800,2.1774274928134583
-4.003407555395964,0.0,3324.71,0.0001167053355118342,0.0,85,0.02242830925786168,-5.0621949214802915e-06,6.143681347190445e-07,0.016838609861547536,0.0,407,-5.67656302647172e-06,0.0002030646020205702,1.538005956317966e-07,0.003900321944953662,0.0002024679744074342,612000,2.17711038572763
-4.1934813915295575,0.0,3324.71,0.00010508909878010638,0.0,86,0.02257964812098416,-5.41020820342344e-06,-3.300541501667047e-07,0.016816233849453507,0.0,407,-5.080154075019268e-06,0.00020087775639675634,1.3759538998121582e-07,0.003580805602007319,0.0001997637405905167,619200,2.1768468601899174
-4.414965790018203,0.0,3324.71,0.00014538608862534936,0.0,87,0.02287931640277661,-1.1639312248632004e-05,-4.376603150751502e-08,0.016914329414315046,0.0,407,-1.1595546314632133e-05,0.00018027868215930154,2.2621481506782863e-07,0.0048615347374589115,0.00017135611952148286,626400,2.176316227174941
-4.557204190205645,0.0,3324.71,0.00010672492100495423,0.0,88,0.02306810217875022,-3.635789367273461e-06,-4.0147242726586413e-07,0.016864396908268745,0.0,407,-3.234316879843048e-06,0.00014092675985929654,1.3663239348470235e-07,0.003635663375154965,0.0001412441961488016,633600,2.1759810432019058
-4.47721926322059,0.0,3324.82,0.00014842518248728002,0.0,89,0.023553586661367233,-3.261570154742994e-06,8.784321439996501e-07,0.017339170944689716,0.0,407,-4.140002148096635e-06,0.0002737683727776577,2.3219189908796463e-07,0.004772416956800654,0.00027832073362376485,640800,2.1751017492536513
-4.040143371186558,0.0,3324.82,0.0001128830053200223,0.0,90,0.023708061787580684,-7.829557747978498e-06,7.777609076616033e-07,0.017318676074501126,0.0,406,-8.607318731648888e-06,0.0002821451038332833,1.51033578599e-07,0.003833388614432243,0.0002785440342354594,648000,2.1748101650438607
-4.087607020574903,0.0,3324.82,0.00010530605968008443,0.0,91,0.02383836918202519,-5.6092015099314574e-06,-3.627555541849609e-08,0.017533053443188132,0.0,406,-5.572925876750167e-06,0.00025738332614266596,1.3340113299043122e-07,0.0035906881886680984,0.0002583020908850668,655200,2.174565474554975
-4.213404391890481,0.0,3324.82,0.00011549645907655111,0.0,92,0.023982781424610897,-6.096510625396273e-06,7.900728690971305e-08,0.01776620325997038,0.0,406,-6.175517863562284e-06,0.00025994938684335763,1.6322243581753362e-07,0.003985045982543848,0.0002613922616621023,662400,2.174294170604812
