explained_variance,value_loss,approx_kl_divergence,epoch_idx,advantage_norm,clip_fraction,P09:episode_rewards,fps,frames,episode_length,grad_norm,policy_entropy,policy_loss,P01:episode_rewards,PMM:episode_rewards
-1.5273690223693846e-08,0.005802840376236418,0.004771949171572487,41,15.968717044591903,0.3060791015625,175.0,529,419840,304.57,0.046853528994198354,1.539143292605877,-0.0015574778481095564,0.0,83.75
1.4901161193847657e-09,0.007279218855182989,0.0038752502875013307,42,15.968717628717423,0.271240234375,227.5000000000002,529,430080,306.99,0.050258897031151516,1.6205955781042576,-0.0007739866974588949,0.0,95.5
-1.6763806343078613e-08,0.005819933715156367,0.0035932181850398593,43,15.968717414140702,0.2510986328125,227.5000000000002,529,440320,312.89,0.04994059849694556,1.657232478260994,-0.0012519451978732833,0.0,108.25
-3.3527612686157227e-09,0.0035142530125511938,0.004282138557101689,44,15.968703907728194,0.280029296875,177.50000000000023,529,450560,307.67,0.044150881083718285,1.6235730297863484,-0.0009654337751271669,0.0,88.25
4.470348358154297e-09,0.0027708970704917847,0.0042740162163681815,45,15.968555879592895,0.296240234375,150.0,529,460800,302.99,0.04370213329755919,1.5808399461209774,-0.0010643538589647505,0.0,66.5
5.215406417846679e-09,0.004816565427728392,0.0031932484328422105,46,15.968716782331466,0.23701171875,100.0,529,471040,299.05,0.04610466219998472,1.5435134075582027,-0.0007939087379781995,0.0,53.75
8.568167686462402e-09,0.005160964260170431,0.003606232980746427,47,15.968716365098953,0.23388671875,125.0,528,481280,305.67,0.04114637414160576,1.455058454722166,-0.0017149534691270675,0.0,70.5
9.685754776000977e-09,0.00429078693819065,0.003945077327108493,48,15.968712836503983,0.2338134765625,175.0,528,491520,307.22,0.03985659714796651,1.4087426319718361,-0.000674607504697633,0.0,79.5
1.3783574104309083e-08,0.004709436887065976,0.0034525003007274792,49,15.968713212013245,0.2364501953125,152.50000000000023,529,501760,303.25,0.041826840998948234,1.509107068181038,-0.0012092161225154996,0.0,70.0
8.195638656616212e-09,0.00723016415922757,0.003571314365819944,50,15.968717473745347,0.2109375,175.0,529,512000,302.85,0.0477704017377681,1.612715521454811,-0.0008416557444434148,0.0,82.25
-1.1920928955078126e-08,0.004665638404719274,0.004663048734232689,51,15.968641632795334,0.3490234375,200.0,529,522240,303.46,0.05093756075562903,1.635622786730528,-0.0011934926042158622,0.0,90.5
1.1175870895385742e-08,0.005567457399638443,0.003419954333281794,52,15.968716424703597,0.2556396484375,202.50000000000023,529,532480,306.33,0.048473050165148954,1.662645173817873,-0.0013137241368895048,0.0,100.25
1.1175870895385742e-09,0.006234140960987134,0.004879888327945991,53,15.968717235326768,0.324609375,175.0,529,542720,307.8,0.05292767578226472,1.680546098202467,-0.0011253909164224752,0.0,93.75
-2.9802322387695314e-09,0.006834529529623978,0.0037875840997344313,54,15.96871775984764,0.25458984375,200.0,529,552960,310.6,0.05139800501184342,1.6792280845344068,-0.0008401360668358393,0.0,106.5
6.7055225372314455e-09,0.0050725411044922454,0.004311255823927241,55,15.968708163499832,0.29306640625,177.50000000000023,529,563200,310.97,0.04899252674281667,1.6844231918454171,-0.0011557855577848386,0.0,105.25
4.097819328308106e-09,0.005062209773564063,0.002934969205807647,56,15.968716984987259,0.2214111328125,175.0,529,573440,308.79,0.047996114536669826,1.5883871354162693,-0.0011141404407680965,0.0,98.0
-1.2665987014770507e-08,0.0042715884728352195,0.0034506079479569964,57,15.968714952468872,0.2245849609375,152.50000000000023,528,583680,305.21,0.04673497798394924,1.6058641441166401,-0.0006348237344354857,0.0,84.5
-8.195638656616212e-09,0.004361339570141354,0.003675412835491443,58,15.968717241287232,0.2727294921875,150.0,528,593920,302.63,0.04679476288846882,1.648921550810337,-0.0017310341863776557,0.0,74.75
9.313225746154785e-09,0.004339168687090477,0.0035162397281396805,59,15.968716692924499,0.2692138671875,125.0,528,604160,297.69,0.04831809912838164,1.605433563888073,-0.000685997376422165,0.0,66.5
5.587935447692871e-09,0.004252096606376199,0.0031290950836591947,60,15.968715327978135,0.2111083984375,125.0,528,614400,297.3,0.045779850591688834,1.5249416708946228,-0.0010152876946449396,0.0,65.25
6.332993507385254e-09,0.00751218707227963,0.002516506746962932,61,15.968717694282532,0.1918212890625,175.0,528,624640,307.29,0.05156325258055331,1.4952409781515599,-0.0010279505953803892,0.0,86.75
3.7252902984619143e-10,0.012340079596469877,0.0024231083932818366,62,15.968717730045318,0.1847900390625,275.0,528,634880,318.58,0.05450384186915254,1.4772189028561116,-0.0013103919136483455,25.0,121.25
-9.685754776000977e-09,0.011616311282341484,0.002719515152517715,63,15.968717819452285,0.1754150390625,400.0,528,645120,334.8,0.0507775782879867,1.42459352388978,-0.0017811960373364855,47.50000000000001,180.0
-1.2665987014770507e-08,0.008351186918844178,0.0022070885698326492,64,15.968717432022094,0.163525390625,400.0,528,655360,342.27,0.04789422798784332,1.4137633189558982,-0.001268244666425744,50.0,192.75
1.825392246246338e-08,0.005652214436475589,0.0026696993701534667,65,15.968707573413848,0.2208251953125,352.5000000000002,527,665600,333.13,0.044754515260979434,1.4095448583364487,-0.0013777806620055345,25.0,160.75
-2.4959444999694825e-08,0.007319846263817454,0.0031211203185876,66,15.968717783689499,0.24912109375,300.0,527,675840,320.76,0.048557986195482135,1.4130082905292511,-0.001740363729550154,25.0,129.0
7.078051567077636e-09,0.0058958090508440366,0.0029482525523008007,67,15.968715661764145,0.215869140625,225.0,527,686080,315.04,0.04443204660654605,1.411691128462553,-0.0012040881323628128,0.0,109.25
-1.2665987014770507e-08,0.007900787234939343,0.002604757055019036,68,15.96871750354767,0.176025390625,227.5000000000002,527,696320,322.74,0.04436071897133607,1.444444701075554,-0.00054463077121909,25.0,126.75
-2.123415470123291e-08,0.00874573621658783,0.00273305501032155,69,15.968717765808105,0.183056640625,275.0,527,706560,332.67,0.04520901952616162,1.4372881725430489,-0.0010769377240649192,25.0,133.75
-1.0058283805847169e-08,0.007879991279151,0.0035162429097226775,70,15.96871746778488,0.265185546875,280.00000000000045,527,716800,341.63,0.04637030820811327,1.5321321032941342,-0.0010260018076223786,25.0,142.25
4.470348358154297e-09,0.009058519938662357,0.0029811819243263926,71,15.96871754527092,0.231689453125,325.0,527,727040,342.82,0.051599698487166876,1.7124985836446285,-0.0010415425829705782,25.0,158.75
4.097819328308106e-09,0.007508143345512508,0.00332446468399894,72,15.968717628717423,0.2648193359375,302.5000000000002,527,737280,334.16,0.052727207769903896,1.7360905237495898,-0.0012755781830492197,25.0,146.75
6.332993507385254e-09,0.01009442191814287,0.003798563414511591,73,15.968717575073242,0.2490478515625,325.0,524,747520,328.69,0.055254573066079525,1.7581968277692794,-0.0012627502972463844,25.0,167.75
-1.899898052215576e-08,0.012429316483030561,0.0028352033482860863,74,15.968717795610427,0.231396484375,325.0,521,757760,326.33,0.05711544896613596,1.7644909411668777,-0.0013565132288931637,25.0,169.25
2.6077032089233397e-09,0.008972338089915866,0.0032137623626113053,75,15.96871783733368,0.2649169921875,455.0000000000004,521,768000,336.56,0.05145225009113926,1.7517413847148418,-0.0013596673546999228,25.0,202.25
-1.080334186553955e-08,0.008235496738961956,0.0030669619142145166,76,15.968717354536057,0.2451416015625,382.5000000000007,522,778240,336.69,0.05386932878542609,1.7071828596293925,-0.0013567862446507207,25.0,188.0
1.30385160446167e-08,0.008611159108113497,0.0026990127506564933,77,15.968717592954636,0.2316650390625,405.00000000000045,521,788480,336.54,0.05270848018180603,1.68581527993083,-0.0010862257066037273,25.0,183.5
-2.2351741790771484e-09,0.010199227311477443,0.003195009112278058,78,15.96871783733368,0.235595703125,275.0,521,798720,330.44,0.05569624490056654,1.6785010315477848,-0.001249644458403054,25.0,160.75
1.862645149230957e-09,0.007071367537719198,0.003552794072368215,79,15.968717604875565,0.2757568359375,355.00000000000045,520,808960,328.35,0.04897020021448572,1.656086081266403,-0.001856588208465837,25.0,157.5
-5.215406417846679e-09,0.007529128174064681,0.00328262507131285,80,15.968717819452285,0.2435791015625,250.0,519,819200,323.34,0.0523038941179958,1.6264225393533707,-0.0013212918071076273,25.0,141.25
-4.470348358154297e-09,0.005932779932948051,0.0034441464902329245,81,15.968712961673736,0.284765625,225.0,518,829440,316.04,0.05105277449800979,1.6101709261536599,-0.0012982171640032903,25.0,113.25
5.215406417846679e-09,0.00738097848459347,0.0022033300814996437,82,15.96871721148491,0.188720703125,200.0,515,839680,311.9,0.051399039296352624,1.6407414555549622,-0.0010127287376235472,25.0,102.25
7.078051567077636e-09,0.004704991079282195,0.0036105298803136066,83,15.968714141845703,0.27744140625,175.0,511,849920,305.73,0.049193577458046166,1.5728691779077053,-0.00120413270269637,0.0,86.75
9.685754776000977e-09,0.00564490793983623,0.004755527385736968,84,15.968716776371002,0.3222900390625,202.50000000000023,507,860160,309.68,0.04664009844292306,1.5724323645234108,-0.0018808332482876723,0.0,94.25
-4.8428773880004884e-09,0.006374814522951055,0.0037895700231842964,85,15.968717247247696,0.3270263671875,225.0,501,870400,310.74,0.05154631650924334,1.632702999562025,-0.0018582699245598632,0.0,95.0
-2.6077032089233397e-09,0.0053320850267027705,0.00437753218918715,86,15.96871726512909,0.2841796875,282.5000000000007,494,880640,310.08,0.04918635960844196,1.6130928419530393,-0.0011932704168430065,0.0,105.5
-5.960464477539063e-09,0.0037070790538329844,0.0034729203820688783,87,15.96870710849762,0.2690673828125,205.00000000000043,481,890880,304.24,0.045912294519765466,1.5873865336179733,-0.001325766829540953,0.0,86.5
-5.960464477539063e-09,0.00414538839575016,0.0038718701952234367,88,15.968711823225021,0.3003173828125,125.0,467,901120,303.9,0.047020081443709484,1.656889908015728,-0.001449902712192852,0.0,70.5
-1.1920928955078126e-08,0.002791304527724847,0.0032269927057910763,89,15.968699270486832,0.265869140625,100.0,454,911360,301.24,0.043042392353287676,1.5456925295293331,-0.001386608813481871,0.0,51.0
4.470348358154297e-09,0.0018401955075471044,0.0038806130315265364,90,15.968665498495103,0.22880859375,100.0,440,921600,292.9,0.03531477250401458,1.407556627690792,-0.0009346526752779027,0.0,39.0
-1.4528632164001465e-08,0.005277990924195564,0.004767771771525986,91,15.968701487779617,0.357421875,102.50000000000021,428,931840,294.88,0.05083797093259933,1.6048882193863392,-0.0013743532086664344,0.0,50.25
-1.564621925354004e-08,0.005413444445883186,0.003750598759256718,92,15.968695110082626,0.2861328125,180.00000000000045,418,942080,301.93,0.05018184070371361,1.6174130208790303,-0.0016137283037096495,0.0,74.5
-1.7508864402770997e-08,0.005598108166586968,0.0035660454218259473,93,15.96870773434639,0.2550048828125,227.5000000000002,409,952320,313.13,0.04739834393645159,1.5730632327497005,-0.0010768661995825823,0.0,92.5
2.6077032089233397e-09,0.004746491303879452,0.0036455805558148315,94,15.968710446357727,0.26669921875,205.00000000000043,402,962560,313.71,0.04875241961614545,1.555270778387785,-0.0008754772061365657,0.0,92.5
7.078051567077636e-09,0.006680774815686163,0.0031760904439693148,95,15.968717610836029,0.242041015625,177.50000000000023,395,972800,318.46,0.048804373142398605,1.544809340685606,-0.0014619048029999248,0.0,100.25
1.1920928955078126e-08,0.007836462360887708,0.0038471019741052716,96,15.968716061115265,0.280029296875,302.5000000000002,387,983040,325.18,0.04818393235432704,1.4992277540266514,-0.0015733829313830938,0.0,123.75
4.097819328308106e-09,0.009504475020185055,0.0027241118086521964,97,15.968717873096466,0.2262939453125,355.00000000000045,381,993280,334.93,0.05052212856928538,1.5351199582219124,-0.001995469772009528,22.500000000000007,153.5
1.2665987014770507e-08,0.008801609296460811,0.002948693739671171,98,15.96871770620346,0.2113525390625,452.50000000000017,377,1003520,353.24,0.048370970909055296,1.4972614206373691,-0.0015687821978644934,50.0,182.0
-9.313225746154785e-09,0.0075581361710646885,0.00279540123337938,99,15.968717616796493,0.2296875,452.50000000000017,372,1013760,356.32,0.0461477410817893,1.5080573916435243,-0.000888847658643499,50.0,179.0
1.080334186553955e-08,0.008238882870682574,0.0033101506296929982,100,15.96871742606163,0.277978515625,375.0,368,1024000,352.17,0.05418677025470982,1.56551478728652,-0.001571305467223283,50.0,159.75
-5.587935447692871e-09,0.010176006986876018,0.0027643640267342564,101,15.96871777176857,0.2142822265625,275.0,365,1034240,343.92,0.05171816041094986,1.5837370172142982,-0.0011453034632722848,50.0,148.75
-1.899898052215576e-08,0.009278971223830012,0.002679794336916075,102,15.968717831373215,0.2160400390625,252.50000000000023,361,1044480,338.81,0.05186379010444851,1.5592190220952034,-0.0013743274779699278,50.0,149.75
-8.568167686462402e-09,0.011498717421636684,0.0026824127928307463,103,15.968717569112778,0.2215576171875,252.50000000000023,357,1054720,342.92,0.04952575927929874,1.4925080299377442,-0.0013172312057577074,75.0,165.25
-1.2293457984924316e-08,0.011129239721776684,0.002954326993335599,104,15.968717670440673,0.1920166015625,275.0,354,1064960,346.57,0.048193048069719274,1.496683844923973,-0.000980696311307838,75.0,178.5
-9.313225746154785e-09,0.011936434113886207,0.0030370409670922526,105,15.968717700242996,0.22568359375,275.0,350,1075200,346.28,0.05315744806356017,1.5037109561264514,-0.0009102638687181752,125.0,188.25
1.2665987014770507e-08,0.012304933328414336,0.002811402577538047,106,15.968717575073242,0.20576171875,302.5000000000002,347,1085440,356.41,0.05337678828439922,1.6051082603633404,-0.0010086780035635456,125.0,204.75
9.313225746154785e-09,0.01276940507668769,0.002087336521861971,107,15.968717747926712,0.1472412109375,325.0,345,1095680,357.82,0.047810100485408256,1.5535298898816108,-0.0010244737270113547,125.0,222.0
-1.7136335372924803e-08,0.012255516088407603,0.0020849088846830455,108,15.968717765808105,0.171484375,350.0,341,1105920,366.28,0.0492955648595141,1.5416770100593566,-0.0009352887642307906,125.0,236.25
1.3783574104309083e-08,0.011823092990380247,0.002823729717624701,109,15.968717920780183,0.2263916015625,377.5000000000002,339,1116160,367.59,0.054341448364546185,1.633187934011221,-0.0014842356140434276,125.0,243.0
1.1920928955078126e-08,0.013383091351715847,0.0025123471757524385,110,15.968717896938324,0.2179931640625,500.0,336,1126400,375.05,0.05241797731080666,1.6163988687098025,-0.001532334226067178,125.0,252.0
1.1175870895385742e-08,0.012341940575424815,0.0026528183357527268,111,15.968717747926712,0.204150390625,550.0,334,1136640,375.24,0.05335210025149086,1.6594566583633423,-0.0013032283532083966,125.0,258.25
-2.16066837310791e-08,0.011325736740582215,0.002508087702881312,112,15.968717688322068,0.2007568359375,550.0,332,1146880,370.82,0.054663153377505616,1.6951623432338239,-0.0011169782825163565,97.5,251.0
-3.7252902984619143e-10,0.012353376579631004,0.002177516519634537,113,15.968717676401138,0.1881103515625,505.00000000000045,329,1157120,368.58,0.05311553235667614,1.6927566893398762,-0.0011102646833023755,97.5,244.75
-2.2351741790771484e-08,0.011422188693541103,0.0024106394150521736,114,15.968717712163926,0.2156982421875,477.5000000000002,327,1167360,357.51,0.056316906453034735,1.703439375013113,-0.0005675221025740029,75.0,233.5
-2.2351741790771484e-08,0.008555570819589775,0.0025813223747604753,115,15.968717610836029,0.2052001953125,350.0,325,1177600,350.53,0.05238873559361712,1.7248484127223491,-0.0008774634123255964,50.0,200.5
-4.097819328308106e-09,0.009246766653450322,0.003569591188193044,116,15.968717747926712,0.2614990234375,300.0,322,1187840,345.24,0.05280219489303036,1.6842736899852753,-0.0018386802796158009,25.0,181.75
-1.1175870895385742e-08,0.007145982229815218,0.003399256478087409,117,15.968717181682587,0.2740966796875,300.0,320,1198080,337.81,0.05076210348391617,1.6182790994644165,-0.0012512274341133888,25.0,158.75
1.4156103134155273e-08,0.00885740214434918,0.002889149627011989,118,15.968717658519745,0.2494873046875,380.00000000000045,317,1208320,332.32,0.048462308350073854,1.5081674993038177,-0.0018607909627462505,25.0,157.5
-1.564621925354004e-08,0.008908726115623721,0.002629717919273844,119,15.968717628717423,0.201025390625,425.0,315,1218560,334.69,0.04706559667050911,1.4919371806085109,-0.0012072419573087244,25.0,166.25
-1.2665987014770507e-08,0.010205670449067838,0.002089698079018376,120,15.968717813491821,0.1780517578125,435.00000000000085,313,1228800,346.78,0.04985327101300897,1.5535607777535916,-0.0010229288011032623,47.50000000000001,194.5
1.5273690223693846e-08,0.01161362706188811,0.002460043183009475,121,15.968717741966248,0.209423828125,405.00000000000045,311,1239040,353.58,0.05639564759266066,1.644356620311737,-0.0011268331454630243,50.0,206.5
-4.097819328308106e-09,0.010996742270617688,0.0031257305869189624,122,15.968717682361603,0.2492919921875,452.50000000000017,309,1249280,348.73,0.056969427215074475,1.7026586443185807,-0.0009158492757705972,50.0,207.25
-4.8428773880004884e-09,0.01230628758930834,0.0030182897916802174,123,15.968717795610427,0.250244140625,452.50000000000017,307,1259520,344.51,0.05866655409634963,1.6843286782503128,-0.0016324113472364842,50.0,220.75
-5.960464477539063e-09,0.01112165590020595,0.002744062907481748,124,15.968717700242996,0.2589599609375,350.0,306,1269760,345.74,0.05691557406557376,1.6843232959508896,-0.001528339350988972,50.0,212.0
-1.7508864402770997e-08,0.009328549453130108,0.002742096825977569,125,15.968717628717423,0.223486328125,327.5000000000002,304,1280000,343.95,0.05268167362025743,1.643789615482092,-0.0013262823231343646,50.0,202.75
-1.1920928955078126e-08,0.0115153874607131,0.002492779699679204,126,15.968717747926712,0.1672607421875,275.0,302,1290240,345.7,0.042096274005023374,1.4437086574733258,-0.0017916639480972663,50.0,188.25
1.4901161193847657e-09,0.012098829713067971,0.0023643488774112596,127,15.968717575073242,0.187548828125,250.0,301,1300480,343.11,0.04141161496726865,1.3518975593149662,-0.0014342829374072608,75.0,182.0
7.078051567077636e-09,0.011931872622517404,0.002371609834528954,128,15.968717813491821,0.1655029296875,275.0,299,1310720,354.65,0.042960804821237125,1.3103559158742428,-0.0008353430945135188,125.0,204.25
-8.568167686462402e-09,0.011224533220229205,0.0019891259049472864,129,15.96871789097786,0.1334228515625,275.0,298,1320960,349.8,0.04143146416158028,1.289037722349167,-0.00043949998653260993,120.00000000000001,195.5
8.568167686462402e-09,0.012010592187289148,0.0018021298001713148,130,15.96871787905693,0.128564453125,300.0,296,1331200,353.83,0.04060612171990285,1.3403260223567486,-0.0005771728989202529,120.00000000000001,208.25
-4.470348358154297e-09,0.012690332443162334,0.0019725330324320113,131,15.968718034029006,0.144873046875,300.0,294,1341440,350.47,0.0412733578991816,1.2854658387601376,-0.0008308584554470144,125.0,207.5
-1.0430812835693359e-08,0.011575939103931888,0.0021302620500875946,132,15.968717849254608,0.16767578125,275.0,293,1351680,354.86,0.04187100127476166,1.3052449986338615,-0.0007648219871043693,125.0,213.25
1.4901161193847657e-09,0.011002242405083962,0.0022336735799854067,133,15.968717712163926,0.1763671875,275.0,291,1361920,351.21,0.04731317051815533,1.425824224948883,-0.000998488948243903,122.5,209.0
-1.0430812835693359e-08,0.013052678119856864,0.0017440363357650313,134,15.968717730045318,0.139697265625,300.0,290,1372160,354.66,0.044818383565869035,1.2821279920637607,-0.0004407231743243756,125.0,217.5
5.587935447692871e-09,0.012050627417920623,0.0018830548392315904,135,15.968717741966248,0.1273193359375,300.0,289,1382400,358.07,0.03748464350855851,1.18297119140625,-0.00034202858332719186,125.0,226.75
4.8428773880004884e-09,0.013767147993348772,0.002086192007158161,136,15.968717914819717,0.1587646484375,302.5000000000002,287,1392640,358.57,0.04412475921847493,1.3305788792669773,-0.0006925832076376537,125.0,227.75
-3.3527612686157227e-09,0.012243391992524267,0.0018002413615135992,137,15.968717885017394,0.1509765625,300.0,286,1402880,358.38,0.04440927316243089,1.3589767880737782,-0.0008192695255274885,147.5,223.5
