policy_loss,clip_fraction,P09:episode_rewards,advantage_norm,frames,explained_variance,P01:episode_rewards,approx_kl_divergence,epoch_idx,value_loss,PMM:episode_rewards,policy_entropy,grad_norm,episode_length,fps
0.016984479012171504,0.4174560546875,50.0,15.968719244003296,10240,0.005278303474187851,0.0,0.019815895332250293,1,2.02887803055346,36.71875,1.3659278083592654,34.96503148161186,299.84375,160
-0.0020069706486538054,0.18134765625,165.00000000000006,15.96871920824051,20480,0.07415219731628894,0.0,0.00284300994085283,2,0.32543084006756545,74.23076923076923,1.6066761113703252,5.664884482998166,309.10769230769233,153
-0.003522617793350946,0.1416259765625,225.0,15.968719202280045,30720,0.379813639447093,0.0,0.002297346504201786,3,0.1553770162165165,105.05319148936171,1.690843178331852,4.7611056913796475,317.1170212765957,160
-0.004262225679121911,0.148974609375,502.5000000000002,15.96871930360794,40960,0.49650937020778657,25.0,0.002320682490813246,4,0.13007320128381253,173.0,1.7022167332470417,3.53200866003003,339.04,167
-0.003976240359406802,0.1165771484375,527.5000000000002,15.968719238042832,51200,0.5772289987653494,50.0,0.0018979695274086716,5,0.12557926035951822,218.25,1.709452598541975,4.023244150162905,355.0,171
-0.0056161862717999615,0.14033203125,550.0,15.968719232082368,61440,0.6836809486150741,75.0,0.002199003212490722,6,0.122100068628788,265.5,1.7261464215815068,2.91504584200949,370.85,174
-0.005052575072659238,0.1501220703125,575.0,15.968719178438187,71680,0.7411482322961092,125.0,0.0024537071754824552,7,0.12535216610413044,289.0,1.6972260564565658,3.604366197046306,373.35,177
-0.0054805856372695414,0.1378662109375,580.0000000000005,15.968719279766082,81920,0.8104167237877846,150.0,0.002219863293635505,8,0.10404225813690574,318.25,1.6801448129117489,2.735135931058763,378.74,179
-0.005457722568826285,0.126806640625,575.0,15.968719226121902,92160,0.7712630413472652,150.0,0.002083155957462044,9,0.143881998420693,331.75,1.6732158057391644,3.0030783945272885,376.18,179
-0.0057331743117174485,0.150927734375,650.0,15.96871913075447,102400,0.7748051840811968,175.0,0.0023390322545768314,10,0.1548791289329529,342.0,1.705005718767643,2.9303727453379267,379.68,179
-0.006252881027830881,0.1297119140625,650.0,15.968719112873078,112640,0.7818207200616598,172.5,0.002077252465358341,11,0.15560527397319673,331.5,1.7032193891704082,3.2353444409035683,379.35,181
-0.007045161764108343,0.150244140625,602.5000000000002,15.968719154596329,122880,0.8065447948873044,175.0,0.0022659031717015186,12,0.11493272702209652,325.75,1.695664894580841,2.4899916140700498,384.35,182
-0.007876050210325048,0.1541015625,627.5000000000002,15.968719321489335,133120,0.7293000720441342,150.0,0.002328566530354992,13,0.12981581971980632,331.25,1.7053670920431614,2.2965565915989155,387.84,183
-0.00784689105275902,0.1426513671875,577.5000000000002,15.968719375133514,143360,0.764823941141367,150.0,0.0022092089756486624,14,0.1006843474926427,326.75,1.7243529081344604,1.922212197692114,390.03,184
-0.006933414532250026,0.1460205078125,575.0,15.968719315528869,153600,0.8289196517318487,175.0,0.0021926607229946025,15,0.10181619543582202,332.5,1.7185910865664482,2.1799374743198303,394.96,183
-0.007136504269692523,0.13896484375,575.0,15.96871924996376,163840,0.838191743567586,150.0,0.002203408559012426,16,0.11535688701551408,329.5,1.7062811590731144,2.254139421442087,391.74,184
