frames,fps,advantage_norm,epoch_idx,approx_kl_divergence,policy_loss,P09:episode_rewards,PMM:episode_rewards,episode_length,grad_norm,explained_variance,value_loss,policy_entropy,P01:episode_rewards,clip_fraction
2447360,196,15.968718045949936,239,0.0001247882961727953,-0.0007172834968514508,332.5000000000006,178.75,334.99,0.05789478861182432,-2.6077032089233397e-09,0.020895590947475284,1.77641336992383,50.0,0.0
2457600,196,15.96871812939644,240,8.61817564722145e-05,-0.0004834035184103413,332.5000000000006,184.25,340.23,0.05571621479711436,-9.685754776000977e-09,0.018363148873322643,1.778618448972702,50.0,0.0
2467840,196,15.968718248605729,241,0.00010248049063363852,-0.0006098964186094236,327.5000000000002,178.0,341.45,0.06275271992056582,-2.2351741790771484e-09,0.022473767457995564,1.7826435640454292,50.0,0.0
2478080,197,15.968718099594117,242,7.711647870856098e-05,-0.0003847915484584519,325.0,173.5,336.93,0.054286672561715175,6.7055225372314455e-09,0.01951667186804116,1.7809708796441555,50.0,0.0
2488320,197,15.968718159198762,243,6.099603474076787e-05,-0.0003819505276624113,300.0,175.75,338.46,0.05255225925509357,-5.587935447692871e-09,0.02169385306769982,1.7703295066952704,50.0,0.0
2498560,197,15.968717980384827,244,6.139117262886629e-05,-0.00028969586419407277,300.0,167.0,333.87,0.0560306076257282,-1.2665987014770507e-08,0.018108139125979507,1.7700344361364841,25.0,0.0
2508800,197,15.968718147277832,245,0.00010545462411641893,-0.0005658295751345577,277.5000000000002,155.5,327.85,0.05800838621692524,-4.470348358154297e-09,0.020058716522180477,1.7800072774291038,25.0,0.0
2519040,197,15.968717914819717,246,5.450027126130408e-05,-0.00023729082058707718,250.0,140.0,325.25,0.05567008794952585,3.7252902984619143e-10,0.015390684572048485,1.7822976298630238,25.0,0.0
2529280,197,15.968717956542969,247,7.787498117330926e-05,-0.00041748092662601265,250.0,144.75,326.09,0.05407424005565094,1.862645149230957e-09,0.018755543715087697,1.7857252113521098,50.0,0.0
2539520,197,15.968718111515045,248,4.316621596078818e-05,-0.00022839533085061703,275.0,148.5,328.24,0.05314472386314676,-2.2351741790771484e-09,0.021612026877119207,1.7857655130326748,47.50000000000001,0.0
2549760,197,15.968718338012696,249,5.360167167927088e-05,-0.00029089968447806316,300.0,172.25,333.46,0.05494800401571298,1.564621925354004e-08,0.02335575378674548,1.78633768633008,50.0,0.0
2560000,197,15.968718308210374,250,7.702152309363441e-05,-0.0004012882909592008,302.5000000000002,184.25,342.26,0.055973346474206945,-1.1175870895385742e-08,0.022607005748432128,1.7873059064149857,72.50000000000001,0.0
2570240,197,15.968718075752259,251,7.07025180327392e-05,-0.00040536034466640556,327.5000000000002,174.5,334.12,0.056684697127112126,-1.564621925354004e-08,0.02089620502665639,1.786153393238783,50.0,0.0
2580480,197,15.968718189001084,252,6.09221984083419e-05,-0.00036456764792092144,350.0,185.0,332.72,0.052248194730157294,-1.9371509552001954e-08,0.02257408306468278,1.7762748003005981,50.0,0.0
2590720,197,15.968718218803406,253,0.0001106738134240004,-0.0006473958292190218,325.0,179.0,330.09,0.0564715607195751,-3.01748514175415e-08,0.02299383782665245,1.7674885533750058,50.0,0.0
2600960,197,15.968718534708023,254,8.39372184469056e-05,-0.0004237606764945667,380.00000000000045,202.5,342.44,0.0581491985588508,-2.384185791015625e-08,0.024935200269101187,1.7761897392570973,50.0,0.0
2611200,197,15.968718236684799,255,0.0001489759096688914,-0.000915996447292855,430.0000000000004,208.0,347.14,0.057057154924049135,-1.2293457984924316e-08,0.024426239484455436,1.7806626118719577,50.0,0.0
2621440,197,15.968718111515045,256,8.162223452288231e-05,-0.0004687613785790745,477.5000000000002,215.75,349.83,0.05785321220910995,-1.1175870895385742e-09,0.023158398136729375,1.7698102921247483,50.0,0.0
2631680,197,15.96871838569641,257,6.442136467681437e-05,-0.0003265497431129916,475.0,203.0,341.33,0.0544113953302134,-6.332993507385254e-09,0.02298562282230705,1.7750841207802295,50.0,0.0
2641920,197,15.968717885017394,258,7.99399739367601e-05,-0.0004377911191113526,302.5000000000002,187.25,339.03,0.05711049882488585,-8.568167686462402e-09,0.01854074241418857,1.784081120789051,50.0,0.0
2652160,197,15.968717950582505,259,8.871845576408077e-05,-0.00048509121770621275,300.0,164.75,336.95,0.05501182618672211,-1.825392246246338e-08,0.01920296842290554,1.7866807289421558,25.0,0.0
2662400,197,15.968718081712723,260,0.00011162366238792742,-0.0006675793993053958,275.0,151.25,333.74,0.057191265324118425,-1.4156103134155273e-08,0.018061170581495388,1.7845635764300822,25.0,0.0012451171875
2672640,197,15.96871812939644,261,0.00012764681501478136,-0.0007210382162156747,252.50000000000023,145.25,328.71,0.05684045969235992,-1.3783574104309083e-08,0.01811331883072853,1.7855570763349533,25.0,0.0
2682880,197,15.968718135356903,262,5.9232432136191446e-05,-0.0002874164034437854,275.0,152.5,325.14,0.05400446581910773,7.450580596923829e-10,0.021253605029778556,1.7813561089336871,47.50000000000001,0.0
2693120,197,15.968718045949936,263,7.282084511590625e-05,-0.0004077612840774236,300.0,170.75,333.43,0.0562733664821337,-1.7881393432617187e-08,0.02009994887339417,1.783921664953232,25.0,0.0
2703360,197,15.968718093633651,264,7.528005909547275e-05,-0.0004586126964568393,300.0,176.0,335.12,0.0574177522442121,-8.568167686462402e-09,0.020519649749621748,1.7777443878352641,25.0,0.0
2713600,197,15.968718278408051,265,7.839976578187802e-05,-0.0003515689113555709,327.5000000000002,174.0,338.66,0.052978168288085326,-2.2351741790771484e-09,0.02221991089754738,1.7833269499242306,25.0,0.0
2723840,197,15.968718206882476,266,6.644921542608984e-05,-0.00035777608973148746,425.0,187.25,339.12,0.05724313875625384,8.940696716308593e-09,0.020487859460990875,1.7825049094855785,25.0,0.0
2734080,197,15.968718183040618,267,6.273331966966111e-05,-0.0003167997088894481,427.5000000000002,183.25,331.23,0.051836575223465374,-2.16066837310791e-08,0.019674481014953928,1.7825805224478244,47.50000000000001,0.0
2744320,197,15.968718189001084,268,6.0811556170392575e-05,-0.0003537974051141646,427.5000000000002,183.75,331.79,0.05511675242302636,-1.9744038581848144e-08,0.021525614062556996,1.788127701729536,25.0,0.0
2754560,197,15.968717992305756,269,5.928653246964899e-05,-0.00032161198178073393,375.0,157.25,324.34,0.05352031507409337,1.1175870895385742e-08,0.014950972332735546,1.78663245216012,25.0,0.0
2764800,197,15.968718063831329,270,7.655383008788874e-05,-0.0004490937055379618,275.0,145.5,326.36,0.05595399722838938,1.862645149230957e-09,0.017755332787055524,1.785235195606947,0.0,0.0
2775040,197,15.968718165159226,271,6.913659127487648e-05,-0.0003588315927117947,275.0,148.75,325.62,0.05637518442222551,2.6077032089233397e-09,0.019196846857084893,1.7837136588990687,0.0,0.0
2785280,197,15.96871801018715,272,8.556142496374264e-05,-0.0005207665319176158,275.0,151.25,324.82,0.056067151207680986,-7.450580596923828e-09,0.019823785082553513,1.782204843312502,0.0,0.0
2795520,197,15.968718111515045,273,5.5719218279826065e-05,-0.0003345830133184791,300.0,162.75,326.58,0.0542884186130147,-3.7252902984619143e-10,0.022852867032634096,1.7698430560529232,47.50000000000001,0.0
2805760,197,15.968718534708023,274,5.659011037710826e-05,-0.00029040823792456647,377.5000000000002,187.25,333.25,0.05569610275961262,2.868473529815674e-08,0.024329665955156086,1.7746050089597702,25.0,0.0
2816000,197,15.968718063831329,275,8.741301569763494e-05,-0.00047139788803178816,425.0,192.25,340.34,0.05773001847368353,-1.0058283805847169e-08,0.017791508708614855,1.7814216159284115,47.50000000000001,0.0
2826240,197,15.968718147277832,276,7.60278832872885e-05,-0.00042663560088840313,427.5000000000002,191.25,345.5,0.055877211838401865,-1.4901161193847657e-09,0.01956520054663997,1.7855923540890217,25.0,0.0
2836480,197,15.968717944622039,277,6.591336887851185e-05,-0.00036199018977640663,352.5000000000002,162.75,333.14,0.054277618166964234,-1.899898052215576e-08,0.01831611893430818,1.7830876499414443,25.0,0.0
2846720,197,15.968717950582505,278,7.526387570511162e-05,-0.00041784852473938374,275.0,140.5,325.9,0.05308605498372169,-5.215406417846679e-09,0.01732346903299913,1.7811668671667575,25.0,0.0
2856960,197,15.968717885017394,279,6.97883687168499e-05,-0.000344286114705028,275.0,135.0,319.27,0.05579431278092349,-4.8428773880004884e-09,0.016124880261486396,1.7858589142560959,25.0,0.0
2867200,197,15.968718099594117,280,6.0953510769712337e-05,-0.0003611618150898721,300.0,146.0,322.09,0.056136100522724885,-3.3527612686157227e-09,0.019586355713545344,1.784397254139185,25.0,0.0
2877440,197,15.968717712163926,281,0.00010715954195159583,-0.0006143186028566561,400.0,152.5,324.63,0.059817292778917876,-1.1175870895385742e-08,0.01547722615650855,1.781686895340681,25.0,0.0
2887680,197,15.968717992305756,282,0.00010112971626483614,-0.0005772049189545214,325.0,156.5,327.05,0.05810551636047234,-1.6391277313232423e-08,0.019205976615194232,1.784653080254793,25.0,0.0
2897920,197,15.968718075752259,283,0.00010882978644488617,-0.0006640970292210113,302.5000000000002,153.5,330.48,0.055323060971996386,-2.4959444999694825e-08,0.020550928203738293,1.7784340478479863,25.0,0.0
2908160,197,15.968718022108078,284,9.875282542424202e-05,-0.0005082235911686439,275.0,155.0,330.18,0.056598914662034115,-8.940696716308593e-09,0.020465276035247372,1.7727724671363831,25.0,0.0
2918400,197,15.968718153238296,285,4.5905973998605634e-05,-0.00021749497900600546,327.5000000000002,170.0,332.11,0.05449966007605768,-3.203749656677246e-08,0.021115751084289515,1.7791755646467209,25.0,0.0
2928640,197,15.968717885017394,286,8.443725080695686e-05,-0.0005133737256073801,275.0,155.25,329.6,0.05722415894371471,-4.0233135223388675e-08,0.01621386972256005,1.782779348641634,25.0,0.0
2938880,197,15.968717926740647,287,5.589913580053008e-05,-0.00028390632978698705,300.0,150.25,330.91,0.053891090370592476,-4.097819328308106e-09,0.017330783390207216,1.7856960050761699,25.0,0.0
2949120,197,15.968718177080154,288,6.851962212888197e-05,-0.00038462973134301137,277.5000000000002,150.0,331.8,0.058519334959733604,-4.470348358154297e-09,0.020281827461440118,1.7844882145524026,50.0,0.0
2959360,197,15.968718260526657,289,6.252024369199916e-05,-0.0003388480516150594,325.0,175.0,343.07,0.05493988159067452,3.3527612686157227e-09,0.023533973755547777,1.783231796324253,50.0,0.0
2969600,197,15.968717831373215,290,6.505215918579665e-05,-0.0003826111511443742,277.5000000000002,169.0,338.92,0.0551674999555158,1.0430812835693359e-08,0.016546593329985627,1.7822909407317638,50.0,0.0
2979840,197,15.96871787905693,291,7.043055459199365e-05,-0.0004046765199746005,275.0,148.25,329.7,0.05630186996039592,-3.7252902984619143e-10,0.014805361966136844,1.783016985654831,22.500000000000007,0.0
2990080,197,15.968718063831329,292,0.00010741012876209765,-0.000573380244532018,302.5000000000002,150.25,327.21,0.056994086059306746,-2.9802322387695314e-09,0.021300580899696796,1.7806427776813507,0.0,0.0
3000320,197,15.96871838569641,293,8.595896414753668e-05,-0.0005215016659349203,277.5000000000002,154.5,324.39,0.06093737211609307,-1.1175870895385742e-09,0.02227209117845632,1.7839025512337685,0.0,0.0
3010560,197,15.968718087673187,294,6.896627075692052e-05,-0.00036592709457181625,502.5000000000002,173.25,330.24,0.05234957311102345,-7.82310962677002e-09,0.018847142317099497,1.7880196042358876,25.0,0.0
3020800,197,15.9687180519104,295,8.122989130656677e-05,-0.00043985561569570564,325.00000000000216,170.25,331.66,0.05720999518400689,-4.8428773880004884e-09,0.01734205600223504,1.789024394005537,25.0,0.0
3031040,197,15.968718147277832,296,4.799266313622041e-05,-0.00025523613421682965,300.0,157.25,329.8,0.054168521563338325,-2.5331974029541015e-08,0.01658682177658193,1.7902342319488525,25.0,0.0
3041280,197,15.96871812939644,297,7.048265712485957e-05,-0.0004103642324480461,252.50000000000023,154.25,330.17,0.05711089283802716,-1.3411045074462891e-08,0.022817164339357987,1.7869664825499059,47.50000000000001,0.0
3051520,197,15.968718111515045,298,6.42051104083663e-05,-0.00041339583331136966,402.5000000000002,166.5,328.09,0.056365772639702126,5.587935447692871e-09,0.02049528684001416,1.783264159411192,25.0,0.0
3061760,197,15.968718022108078,299,8.471786328243525e-05,-0.0005006830597267253,430.0000000000004,188.75,338.19,0.054950054575916465,-9.313225746154785e-09,0.020019261294510215,1.7734097138047218,25.0,0.0
3072000,197,15.968718159198762,300,8.309585477306314e-05,-0.0004355595250672195,430.0000000000004,193.5,345.95,0.057122470105613034,5.215406417846679e-09,0.02201658602571115,1.7798113636672497,25.0,0.0
3082240,197,15.96871811747551,301,8.229009225360073e-05,-0.000509482327834121,402.5000000000002,188.0,346.11,0.05865647780850645,1.1548399925231934e-08,0.01995516772440169,1.7876458175480365,25.0,0.0
3092480,197,15.968717950582505,302,3.673048962369307e-05,-0.0001656484619161347,277.5000000000002,158.5,333.15,0.05274181402199285,-2.8312206268310546e-08,0.01843890533782542,1.7884878665208817,25.0,0.0
3102720,197,15.968718242645263,303,4.8730328852819585e-05,-0.00029672501113964245,275.0,150.25,323.99,0.05627989627807446,1.862645149230957e-09,0.018678260538581525,1.789016855508089,25.0,0.0
3112960,197,15.968718266487121,304,7.927230556070697e-05,-0.0004553439259325387,327.5000000000002,165.0,331.19,0.058284683291771,-7.450580596923828e-09,0.02358301859931089,1.7866479583084582,25.0,0.0
3123200,197,15.968718349933624,305,9.657995520271357e-05,-0.0005319317897374276,400.0,189.25,339.81,0.056057102985208884,1.3411045074462891e-08,0.026113488245755434,1.7862468555569648,47.50000000000001,0.0
3133440,197,15.968718284368515,306,6.751960739821427e-05,-0.0004423724971275078,377.5000000000002,201.75,345.38,0.05540852355535001,6.7055225372314455e-09,0.02253768696100451,1.7824714347720145,50.0,0.0
3143680,197,15.968718159198762,307,7.11153818393484e-05,-0.0004216831654048292,352.5000000000002,200.25,346.33,0.05590280149911024,-1.7136335372924803e-08,0.022853641962865368,1.7842087872326373,75.0,0.0
3153920,197,15.968718194961548,308,6.570744489211577e-05,-0.000372282998796436,327.5000000000002,192.0,343.15,0.055252352001406976,1.4901161193847657e-09,0.022246844292385503,1.7849579960107804,50.0,0.0
3164160,197,15.968718194961548,309,5.1305336819496004e-05,-0.000303457199697732,352.5000000000002,190.25,343.47,0.051584850429317555,-3.091990947723389e-08,0.0214722728356719,1.7828357264399528,25.0,0.0
3174400,197,15.968718230724335,310,6.090491689505484e-05,-0.00039327692866208963,402.5000000000002,185.75,338.79,0.05616138654706051,-2.0489096641540527e-08,0.021538978314492852,1.7801633276045323,25.0,0.0
3184640,197,15.968718087673187,311,5.6437614198756594e-05,-0.0003160517146170605,425.0,185.5,339.76,0.0560572831815618,3.725290298461914e-09,0.021745382223161868,1.7754517637193203,25.0,0.0
3194880,197,15.968718028068542,312,7.08058493671615e-05,-0.00037558471049123907,357.5000000000007,169.75,324.85,0.056944066699155894,-2.2724270820617674e-08,0.01914343890384771,1.7865364365279675,47.50000000000001,0.0
3205120,197,15.96871817111969,313,9.071892500145395e-05,-0.0005760805570389493,427.5000000000002,178.75,326.8,0.05883478332308818,-1.080334186553955e-08,0.020635557343484833,1.7837109066545964,50.0,0.0
3215360,197,15.968718141317368,314,6.26961700588069e-05,-0.0003844257646051119,475.0,187.25,326.0,0.055065368295767615,-3.203749656677246e-08,0.021637084247777237,1.7824709840118884,50.0,0.0
3225600,197,15.968717974424361,315,5.711473124385691e-05,-0.00035026293462578904,427.5000000000002,174.25,325.75,0.05695719848722014,-2.123415470123291e-08,0.014245940465480089,1.7845235653221607,25.0,0.0
3235840,197,15.968717950582505,316,7.991770964359546e-05,-0.00045254106262291314,282.5000000000007,150.5,318.76,0.059128869340095445,-2.7939677238464355e-08,0.01820748455938883,1.7865915022790433,25.0,0.0
3246080,197,15.968718039989472,317,5.8588245342505727e-05,-0.00035980382017442025,277.5000000000002,146.5,323.12,0.054697797360565445,1.080334186553955e-08,0.02188314794038888,1.7871063850820064,25.0,0.0
3256320,197,15.968718391656875,318,5.9229150182105174e-05,-0.0003359865564561915,352.5000000000002,177.75,337.94,0.05445295745304794,-5.215406417846679e-09,0.0256193922017701,1.782743864506483,47.50000000000001,0.0
3266560,197,15.968717902898788,319,4.535851918516798e-05,-0.00027577924047363924,377.5000000000002,182.75,341.98,0.05443169250208163,8.195638656616212e-09,0.017859865567879753,1.7856199473142624,50.0,0.0
3276800,197,15.968718165159226,320,7.836602151041205e-05,-0.00044729065193678253,477.5000000000002,202.25,346.4,0.05692713321154885,-1.3411045074462891e-08,0.02059942031337414,1.7823618806898593,50.0,0.0
3287040,197,15.968718075752259,321,7.223301344758682e-05,-0.0004450813936273335,502.5000000000002,200.25,347.13,0.056605333402297286,-1.4901161193847657e-09,0.020939917297801,1.7827109269797803,47.50000000000001,0.0
3297280,197,15.968718057870865,322,6.601588772774392e-05,-0.000392130058753537,477.5000000000002,186.0,346.66,0.055184413327313706,3.7252902984619143e-10,0.0208506105147535,1.7846727237105369,25.0,0.0
3307520,197,15.968718093633651,323,6.294225516851881e-05,-0.0003710341206897283,500.0,206.0,347.71,0.05471843766946692,-1.601874828338623e-08,0.02397028116392903,1.7826712034642695,50.0,0.0
3317760,197,15.96871817111969,324,7.217537880723767e-05,-0.0004765759147630888,325.0,183.25,337.84,0.05819349014693934,-1.1548399925231934e-08,0.02155960220261477,1.7754518426954746,47.50000000000001,0.0
3328000,197,15.968718141317368,325,6.0540302233302865e-05,-0.0003113868529908359,325.0,192.25,337.94,0.05633370558479538,-3.7252902984619143e-10,0.021508115995675325,1.779839712381363,50.0,0.0
3338240,197,15.968718057870865,326,6.914012992229602e-05,-0.0005174026468012016,325.0,176.75,336.07,0.055370439401863245,3.725290298461914e-09,0.021523090510163455,1.7792178809642791,47.50000000000001,0.0
3348480,197,15.968718194961548,327,7.74870328942967e-05,-0.0004143214799114503,452.50000000000017,197.25,342.52,0.0567049114898848,-1.9371509552001954e-08,0.02251327903359197,1.774817657470703,50.0,0.0
3358720,197,15.968718266487121,328,8.866899074790879e-05,-0.0005783353026345139,525.0,206.75,341.27,0.056497602971704496,-1.7136335372924803e-08,0.02132319613592699,1.7764397427439689,25.0,0.0
3368960,197,15.968718320131302,329,7.191557936376824e-05,-0.0003552619078618591,525.0,211.75,343.1,0.05663545591854835,3.7252902984619143e-10,0.0223740319503122,1.778503955900669,50.0,0.0
3379200,197,15.968718177080154,330,6.233684019818497e-05,-0.0003190928833646467,475.0,199.25,341.62,0.05659922134896319,-1.4901161193847656e-08,0.021427154171396977,1.7823634803295136,47.50000000000001,0.0
3389440,197,15.968718105554581,331,6.100786211380438e-05,-0.0004084971162228612,402.5000000000002,193.0,340.36,0.05503276934983494,5.960464477539063e-09,0.021141199523117393,1.7903373047709465,50.0,0.0
3399680,197,15.968718123435973,332,6.939634783815762e-05,-0.0004110523932467913,375.0,173.0,337.52,0.05644356143633137,-1.862645149230957e-08,0.01762885813077446,1.7867740169167519,25.0,0.0
3409920,197,15.968718034029006,333,4.865991557299054e-05,-0.0003133509810140822,252.50000000000023,150.5,330.05,0.05576920655270652,1.4901161193847656e-08,0.01670243747648783,1.787369789928198,25.0,0.0
3420160,197,15.968718189001084,334,6.291236653765964e-05,-0.00036333558418846226,300.0,161.75,332.26,0.054036627459065414,-1.862645149230957e-08,0.023277525295270607,1.783743866533041,25.0,0.0
3430400,197,15.968718308210374,335,4.443433884206982e-05,-0.00028349539170449136,407.5000000000006,179.75,337.35,0.05555040477816037,-1.4528632164001465e-08,0.023874588386388496,1.7832922630012036,25.0,0.0
3440640,197,15.968718206882476,336,7.059813239642664e-05,-0.0004923097199935001,477.5000000000002,207.25,347.41,0.05487213484481558,-1.4156103134155273e-08,0.021247527014929803,1.780329741537571,50.0,0.0
3450880,197,15.968718200922012,337,4.554187852168212e-05,-0.0001798123244952876,480.00000000000045,202.75,345.84,0.05807024194828849,-1.7136335372924803e-08,0.019792830961523577,1.7811828069388866,47.50000000000001,0.0
3461120,197,15.968717950582505,338,5.8002216162300615e-05,-0.0003365580631907505,332.5000000000006,186.5,343.72,0.05994193402303496,-8.568167686462402e-09,0.019827598992560525,1.7848367296159267,25.0,0.0
3471360,197,15.968718153238296,339,5.3895199483733336e-05,-0.0003271618053986458,332.5000000000006,178.0,337.95,0.05737734364535433,-7.450580596923829e-10,0.02164612021879293,1.7855903461575509,25.0,0.0
3481600,197,15.968718248605729,340,6.213219310069462e-05,-0.00035573264067352285,450.0,187.75,340.72,0.05426703221697497,-9.685754776000977e-09,0.01940670860640239,1.7844079203903676,50.0,0.0
3491840,197,15.96871799826622,341,0.0001002935281730899,-0.0007233267962874379,450.0,192.5,338.13,0.05730373561578752,-2.16066837310791e-08,0.017878413788275795,1.777494266629219,50.0,0.0010009765625
3502080,197,15.968718099594117,342,4.76804735464853e-05,-0.0002922231000411557,402.5000000000002,181.25,337.56,0.05533554091679033,4.097819328308106e-09,0.01971534115727991,1.76521275639534,50.0,0.0
3512320,197,15.968718403577805,343,5.466309447275108e-05,-0.00026079065746671405,350.0,181.25,335.6,0.057646157362296634,-1.6763806343078613e-08,0.026090503798332065,1.7703643605113029,50.0,0.0
3522560,197,15.96871812939644,344,4.7690534398725506e-05,-0.00022401309834094719,350.0,180.25,333.48,0.05469695200501706,1.0058283805847169e-08,0.01964212531747762,1.7861375592648983,25.0,0.0
3532800,197,15.968718028068542,345,6.847413971584615e-05,-0.0004219017006107606,302.5000000000002,171.25,326.4,0.05604002049411051,1.4901161193847656e-08,0.017874389784992673,1.7884160332381724,50.0,0.0
3543040,197,15.96871811747551,346,7.710658876192156e-05,-0.00047650423875893465,352.5000000000002,162.5,325.22,0.057329169396073035,-1.899898052215576e-08,0.018330180199700407,1.7851809039711952,25.0,0.0
3553280,197,15.968718004226684,347,7.288391311419674e-05,-0.0004456157164895558,352.5000000000002,152.5,323.05,0.05654515563242428,-3.3527612686157227e-09,0.019537311349995434,1.7871510960161685,50.0,0.0
3563520,197,15.968718081712723,348,5.5344454815475785e-05,-0.0003527179196680663,352.5000000000002,155.5,327.94,0.05722066183498977,-7.82310962677002e-09,0.019032027435605413,1.7895940348505974,47.50000000000001,0.0
3573760,197,15.968718034029006,349,5.194308504190559e-05,-0.0003537967761076288,402.5000000000002,158.0,330.69,0.054603951711145925,-2.3469328880310058e-08,0.016618049627868458,1.7892061360180378,25.0,0.0
3584000,197,15.968717950582505,350,6.035781748838787e-05,-0.00037394645005406346,277.5000000000002,143.5,331.19,0.05522340876268729,-7.078051567077636e-09,0.017582134122494607,1.787224828451872,25.0,0.0
3594240,197,15.968718039989472,351,5.56440415285131e-05,-0.0003768990087337443,277.5000000000002,139.75,327.46,0.05675520382357239,-2.868473529815674e-08,0.017133103750529698,1.7890227675437926,25.0,0.0
3604480,197,15.968718206882476,352,6.0215187045642435e-05,-0.0003927933343220502,252.50000000000023,143.25,328.42,0.0568993402533469,-5.960464477539063e-09,0.020450654294108972,1.786074171960354,25.0,0.0
3614720,197,15.968718069791795,353,6.343557524814968e-05,-0.0003619607148721116,302.5000000000002,157.5,330.73,0.052696718822445365,7.078051567077636e-09,0.019923366617877036,1.787582352757454,25.0,0.0
3624960,197,15.968718302249908,354,7.188150171462126e-05,-0.0005034523721406004,277.5000000000002,165.5,335.58,0.05456306686702348,-3.762543201446533e-08,0.021581678761867805,1.7832761265337467,25.0,0.0
3635200,197,15.968718260526657,355,5.904025019098924e-05,-0.00033068375050788746,350.0,179.0,339.8,0.05615277065216232,-2.458691596984863e-08,0.021518743081833235,1.7789414279162883,47.50000000000001,0.0
3645440,197,15.96871822476387,356,3.5931549078016546e-05,-0.0002417535080894595,302.5000000000002,179.5,338.94,0.05443401955173183,-1.825392246246338e-08,0.023329639530857094,1.7797959260642529,50.0,0.0
3655680,197,15.968718105554581,357,6.659725875142186e-05,-0.0003932680339858052,405.00000000000045,197.5,339.96,0.05455536453889944,-3.01748514175415e-08,0.02374955570558086,1.778184239566326,50.0,0.0
3665920,197,15.968718028068542,358,6.627061393911226e-05,-0.0004091889484698186,477.5000000000002,214.25,343.46,0.05674204205744169,-4.8428773880004884e-09,0.02180901935498696,1.7790049888193606,50.0,0.0
3676160,197,15.968717992305756,359,5.8315505686934445e-05,-0.000352603551800712,500.0,207.25,338.71,0.058560636041486626,-4.097819328308106e-09,0.021178748755482958,1.7821044124662877,47.50000000000001,0.0
3686400,197,15.968717938661575,360,8.177507088973357e-05,-0.0005048610582889523,500.0,188.5,335.96,0.05645940866390127,-6.7055225372314455e-09,0.0181307591003133,1.785513800382614,0.0,0.0
3696640,197,15.968717962503433,361,5.953777379215097e-05,-0.0003915529818186769,350.0,153.25,326.34,0.055736802322058764,-1.1175870895385742e-08,0.016417274440755136,1.7874770432710647,0.0,0.0
3706880,197,15.968717950582505,362,7.017695316555717e-05,-0.00043830384138345837,325.0,146.5,331.6,0.05321742881754612,-2.9802322387695312e-08,0.017806155870493966,1.784079299867153,25.0,0.0
3717120,197,15.968718028068542,363,9.814891236228362e-05,-0.0006830935395555571,277.5000000000002,148.25,331.64,0.05766592212535536,-1.9371509552001954e-08,0.02047187227581162,1.7840117804706097,25.0,0.0025390625
3727360,197,15.968718034029006,364,5.2186698312084445e-05,-0.00031238674382620956,325.0,153.75,331.77,0.05987198693190334,-1.5273690223693846e-08,0.02138916600961238,1.7814230605959893,25.0,0.0
3737600,197,15.968717992305756,365,5.638173395929869e-05,-0.00040582854999229314,350.0,169.0,331.26,0.056482112979295215,-1.5273690223693846e-08,0.01975892760674469,1.7757791787385941,25.0,0.0
3747840,197,15.96871793270111,366,5.779161528303156e-05,-0.000404468915075995,357.5000000000007,168.25,329.07,0.05653696560782521,9.313225746154785e-09,0.019828150182729588,1.7674911729991436,25.0,0.0
3758080,197,15.968718296289444,367,2.7771324506620233e-05,-0.00012987527879886328,435.00000000000085,180.75,335.58,0.0547199115855697,-2.458691596984863e-08,0.02167903296649456,1.7656686916947364,25.0,0.0
3768320,197,15.968718057870865,368,5.79238021806816e-05,-0.0003819852074229857,432.5000000000006,193.75,339.05,0.055960211468846256,-8.568167686462402e-09,0.022650100017199293,1.7683285154402255,50.0,0.0
3778560,197,15.968717962503433,369,6.678087628646523e-05,-0.00034457038127584384,325.0,187.25,334.33,0.05757588195895326,-2.570450305938721e-08,0.02311759433359839,1.7662380911409854,50.0,0.0
3788800,197,15.968718022108078,370,4.08466387005646e-05,-0.0002673193219379755,302.5000000000002,183.0,331.74,0.05395095459114885,-9.685754776000977e-09,0.020885186857776718,1.7761713713407516,50.0,0.0
3799040,197,15.968718254566193,371,8.512984064736883e-05,-0.0006125440213509137,302.5000000000002,182.75,335.32,0.05869767756427807,-5.215406417846679e-09,0.02232893242035061,1.7754671670496465,50.0,0.0
3809280,197,15.968717843294144,372,6.070871459087357e-05,-0.0003397595606656978,375.0,180.75,338.75,0.05325508891600987,-1.3411045074462891e-08,0.018834848614642397,1.7825239144265652,47.50000000000001,0.0
3819520,197,15.968718045949936,373,6.579070989545243e-05,-0.0004600489788572304,380.00000000000045,186.5,339.19,0.05643577290424874,-1.5273690223693846e-08,0.02162171986710746,1.7824565142393112,25.0,0.0
3829760,197,15.968718403577805,374,7.25530352916337e-05,-0.0004238095152686583,375.0,188.75,343.33,0.05551826901010818,-1.862645149230957e-08,0.02500567926908843,1.7737841583788394,47.50000000000001,0.0
3840000,197,15.96871821284294,375,5.293187359898255e-05,-0.0003972121185142896,375.0,196.5,344.08,0.0567512167164728,-1.4901161193847657e-09,0.024004476971458643,1.7734957739710808,50.0,0.0
3850240,197,15.968718361854553,376,5.7536038304561996e-05,-0.0003184627581504174,377.5000000000002,201.75,343.63,0.05675521149492391,-2.16066837310791e-08,0.023973326216218994,1.7723257683217526,47.50000000000001,0.0
3860480,197,15.968718403577805,377,5.54182179666185e-05,-0.00033381434514012653,400.0,210.0,342.52,0.057909316380777176,5.215406417846679e-09,0.02587563779670745,1.7768994562327862,50.0,0.0
