frames,fps,advantage_norm,epoch_idx,approx_kl_divergence,policy_loss,P09:episode_rewards,PMM:episode_rewards,episode_length,grad_norm,explained_variance,value_loss,policy_entropy,P01:episode_rewards,clip_fraction
307200,194,15.968718045949936,30,0.00010181764362222623,-0.00045737667933281044,527.5000000000002,200.25,337.32,0.05612720534061936,1.3783574104309083e-08,0.02173747861525044,1.7823484867811203,47.50000000000001,0.0
317440,194,15.968717926740647,31,0.00014664687967567148,-0.000654050178854959,480.00000000000045,189.0,339.45,0.05719403930752352,-9.313225746154785e-09,0.017313308523443992,1.7786233857274056,25.0,0.0
327680,194,15.96871811747551,32,0.00022264125501827436,-0.0009156204370810884,305.00000000000045,159.75,331.43,0.05996242701827463,1.30385160446167e-08,0.01715931344369892,1.781742212176323,25.0,0.0
337920,194,15.968717873096466,33,0.00012972578181589257,-0.0006027238581737038,252.50000000000023,137.5,327.28,0.0548742954977936,-1.862645149230957e-08,0.01731301982072182,1.7794889941811562,25.0,0.0
348160,194,15.968717992305756,34,8.48754929450024e-05,-0.0003526187931129243,277.5000000000002,144.25,328.68,0.053500036334374966,3.7252902984619143e-10,0.018870646166033112,1.7716150887310504,25.0,0.0
358400,194,15.968718445301056,35,0.0001177592493650792,-0.0004659216239815578,450.0,180.25,336.63,0.05393069601306714,-2.6077032089233397e-09,0.02669027650845237,1.7711914397776127,50.0,0.0
368640,194,15.968718320131302,36,0.00010768712132911418,-0.0004956169050274184,500.0,206.75,343.35,0.05498247826998816,1.1175870895385742e-08,0.022344072913983836,1.777752734720707,50.0,0.0
378880,194,15.96871811747551,37,0.0001707110891700836,-0.000683520612801658,525.0,207.5,341.03,0.058138022741125214,-2.9429793357849122e-08,0.02060422385111451,1.785871686041355,50.0,0.0
389120,194,15.968718248605729,38,0.00011707282263131446,-0.0005369847418478457,387.5000000000011,186.75,337.77,0.05774567637622411,-1.3783574104309083e-08,0.020722432949696667,1.7862770900130271,50.0,0.0
399360,195,15.968718278408051,39,0.00012322412353178437,-0.0005394730163970962,330.0000000000004,177.75,339.18,0.05744522036208517,-2.6077032089233397e-09,0.024821276910370216,1.7797034427523613,25.0,0.0
409600,195,15.968717914819717,40,0.00011452325252960804,-0.0005171965865883976,377.5000000000002,187.75,345.04,0.054200212312790354,-1.564621925354004e-08,0.019426062496495432,1.785769096761942,50.0,0.0
419840,194,15.968718111515045,41,0.00010241910087831485,-0.00045484167421818713,450.0,205.0,349.27,0.05466317316750981,-1.862645149230957e-09,0.020977144183416386,1.7822639025747775,50.0,0.0
430080,195,15.96871817111969,42,0.00013390801361579108,-0.0005811837632791139,450.0,190.25,341.47,0.054769254459635666,5.215406417846679e-09,0.020573392079677434,1.7837181404232978,50.0,0.0
440320,195,15.968718135356903,43,0.00010894646998149682,-0.0004806499484402593,400.0,185.75,341.22,0.05366282500339222,-1.564621925354004e-08,0.021195128059480338,1.7819162093102932,50.0,0.0
450560,195,15.968718326091766,44,9.894641177972119e-05,-0.0003755798341444461,375.0,182.0,340.25,0.05470759990036417,-1.3411045074462891e-08,0.024649263330502436,1.7864154778420924,25.0,0.0
460800,195,15.968718314170838,45,0.0001386891678713198,-0.0006053713668734417,375.0,197.0,345.15,0.056257227741538296,-2.2351741790771484e-08,0.02385701943130698,1.7790743201971053,50.0,0.0
471040,194,15.968718403577805,46,0.00016278582059641166,-0.0007545503751316574,375.0,213.0,348.22,0.057710456461178436,-2.123415470123291e-08,0.024802478199126198,1.7723470821976661,50.0,0.0
481280,194,15.968718200922012,47,0.00019126282743187062,-0.0008257897126895842,352.5000000000002,200.75,349.13,0.05803502079014108,-2.9802322387695314e-09,0.020413411743356848,1.7734239995479584,50.0,0.00224609375
491520,194,15.968718254566193,48,0.00015200719944807872,-0.000649992892795126,327.5000000000002,204.5,349.28,0.05644831993873023,2.6077032089233397e-09,0.025418365269433706,1.7817505583167077,50.0,0.0
501760,195,15.968718320131302,49,0.00013976264379422787,-0.000626233137154486,407.5000000000006,208.5,350.8,0.05238043990928606,2.2351741790771484e-09,0.022848597046686337,1.7808306843042374,25.0,0.0
512000,195,15.968718308210374,50,0.00014695115836644846,-0.0006783564847864909,575.0,227.25,354.08,0.057031912726200285,-1.3783574104309083e-08,0.02526057891373057,1.7789740107953549,25.0,0.0
522240,195,15.968718272447585,51,9.560634843577275e-05,-0.0003793944855715381,575.0,229.75,349.81,0.05661041834542816,-2.384185791015625e-08,0.021791098310495728,1.7817338950932027,25.0,0.0
532480,195,15.968718135356903,52,0.0001143681168720434,-0.00045678040696657264,502.5000000000002,204.0,342.0,0.05424371519144072,-6.332993507385254e-09,0.02191817157436162,1.7848109617829322,25.0,0.0
542720,195,15.968718063831329,53,8.709228381835743e-05,-0.0003376495698830695,450.0,200.5,340.16,0.05721012476735678,-4.8428773880004884e-09,0.021306072585866788,1.7843756787478924,50.0,0.0
552960,194,15.968718403577805,54,0.0002816027151283151,-0.0013121236435836181,452.50000000000017,207.5,345.79,0.060660217812163075,-6.7055225372314455e-09,0.02426800024113618,1.77493641898036,47.50000000000001,0.0
563200,195,15.968717980384827,55,9.701928905112567e-05,-0.0004450716831343016,475.0,191.25,337.62,0.05516763004848674,-1.4901161193847657e-09,0.019998464459786192,1.7826368734240532,25.0,0.0
573440,194,15.968717861175538,56,9.499189019384069e-05,-0.000453448401458445,477.5000000000002,183.5,341.13,0.05294184956906779,-1.9371509552001954e-08,0.01750499095651321,1.7810825958848,25.0,0.0
583680,195,15.96871811747551,57,0.00012038645708045692,-0.0004533416493359255,380.00000000000045,173.5,338.81,0.05491233958751157,-1.2665987014770507e-08,0.01873831810662523,1.7740248076617717,25.0,0.0
593920,195,15.96871817111969,58,8.444586606533022e-05,-0.0004037490114569664,325.0,159.75,336.25,0.05457676372066862,-1.0058283805847169e-08,0.01966169808001723,1.7868121564388275,25.0,0.0
604160,194,15.968717920780183,59,9.702627711334344e-05,-0.0004245041422109352,325.0,161.0,336.47,0.05163979410549423,-3.4645199775695803e-08,0.02105927045631688,1.7779821261763573,25.0,0.0
614400,194,15.968718147277832,60,9.384277685846598e-05,-0.0003713092068210244,352.5000000000002,170.25,340.18,0.05773909900219052,9.313225746154785e-09,0.019766454191994853,1.7805261254310607,25.0,0.0
624640,195,15.96871801018715,61,0.0001334997740567445,-0.0005498976741364458,375.0,182.0,342.29,0.05558521277051541,-3.3527612686157227e-08,0.019271463117911482,1.7833248488605022,25.0,0.0
634880,195,15.96871812939644,62,0.00011186131163185565,-0.00047746854170327424,325.0,170.25,337.09,0.05505153137106539,-8.568167686462402e-09,0.021691302757244558,1.782813300192356,25.0,0.0
645120,195,15.96871799826622,63,0.0001331783567053435,-0.0005902977108235063,325.0,164.25,336.15,0.05588336712539099,-1.30385160446167e-08,0.018163365154032364,1.783506064116955,25.0,0.0
655360,195,15.968718278408051,64,0.00013251009931707357,-0.0005354587159672519,325.0,168.0,335.34,0.05730172529121451,-1.4901161193847656e-08,0.022492229513591155,1.786889723688364,25.0,0.0
665600,195,15.968718278408051,65,0.00011601259093616534,-0.0005220673909207107,325.0,162.75,334.92,0.05400097673084921,1.080334186553955e-08,0.019767950818641113,1.7874275393784047,25.0,0.0
675840,195,15.968718111515045,66,8.699676276577862e-05,-0.0003785158045502612,325.0,181.25,334.75,0.05634531214031342,-1.0430812835693359e-08,0.022947925358312204,1.7793303653597832,25.0,0.0
686080,195,15.968718153238296,67,0.00011863417576556401,-0.0005147601670614677,325.0,177.0,332.47,0.055267576970678224,-5.587935447692871e-09,0.022693744918797165,1.7778410837054253,25.0,0.0
696320,195,15.968718361854553,68,6.899640139081952e-05,-0.0002382819229751476,452.50000000000017,207.25,340.45,0.056349989915987095,-1.3411045074462891e-08,0.02456727040116675,1.7757481299340725,50.0,0.0
706560,195,15.96871821284294,69,0.00010391995573151291,-0.0004248836069564277,427.5000000000002,203.75,343.14,0.05505661985290715,-7.82310962677002e-09,0.022849091395619324,1.7823817364871501,50.0,0.0
716800,195,15.968718057870865,70,0.00011615348427227446,-0.0006499106135379407,525.0,213.75,347.82,0.05662874558993073,-2.3096799850463868e-08,0.02281755465664901,1.7809753656387328,25.0,0.0
727040,195,15.96871829032898,71,0.00011242150990895539,-0.0005021967715947539,425.0,202.5,346.48,0.057207261347289616,-2.2351741790771484e-09,0.02453492800705135,1.775406474620104,25.0,0.0
737280,195,15.968718206882476,72,0.00015377404057588252,-0.000616504042352517,525.0,203.5,339.89,0.058380791690993986,8.940696716308593e-09,0.02088800319179427,1.7840936280786992,47.50000000000001,0.0
747520,195,15.968717986345291,73,0.00010169872870484653,-0.0004452651202882407,350.0,182.75,334.84,0.05442851322096161,1.601874828338623e-08,0.019260834128363057,1.7846288107335568,25.0,0.0
757760,195,15.96871799826622,74,0.00011186389610458036,-0.0005086951978228171,325.0,162.75,329.29,0.05773398323143991,-2.905726432800293e-08,0.019306427010451443,1.7878873646259308,25.0,0.0
768000,195,15.968718248605729,75,0.00015829147464181404,-0.0007499147139242268,325.0,166.75,336.37,0.05852554933498164,1.0058283805847169e-08,0.022972064538043922,1.7846322022378445,25.0,0.0
778240,195,15.968718004226684,76,0.00012778738197880558,-0.0006222528361831791,325.0,170.75,343.01,0.05693958032231746,-7.078051567077636e-09,0.01714174468506826,1.7830602034926415,25.0,0.0
788480,195,15.968718057870865,77,0.00010379983740600451,-0.00039395430612785274,330.0000000000004,168.0,340.42,0.055626249197418355,1.30385160446167e-08,0.01793068037368357,1.7840697064995765,25.0,0.0
798720,195,15.968718218803406,78,9.728183059642959e-05,-0.0004230123737215763,377.5000000000002,171.0,337.59,0.05608822121272239,-5.215406417846679e-09,0.02057220868009608,1.782667560875416,50.0,0.0
808960,195,15.968718284368515,79,0.00010554729711778065,-0.00045509593292081263,402.5000000000002,170.0,327.67,0.05639996129059947,1.4901161193847657e-09,0.01974553034233395,1.7878122694790364,50.0,0.0
819200,195,15.968718081712723,80,0.00013461569527351003,-0.0006202264201419893,357.5000000000007,171.75,326.75,0.05581867868758615,1.564621925354004e-08,0.019682315361569634,1.7887414202094079,50.0,0.0
829440,195,15.96871799826622,81,0.00010397768544976316,-0.0004776202245921013,402.5000000000002,172.25,327.98,0.05678824013098908,-1.1175870895385742e-09,0.021088674347265624,1.7822372227907182,25.0,0.0
839680,195,15.968718165159226,82,0.00010715972924160155,-0.00047793064331926873,377.5000000000002,174.0,333.5,0.05628903665934015,-1.0430812835693359e-08,0.019442345839343032,1.7768142834305762,25.0,0.0
849920,195,15.968718099594117,83,8.471831491174697e-05,-0.00040703359445615206,402.5000000000002,182.5,331.85,0.05726682532699162,9.685754776000977e-09,0.02188560090144165,1.7778112843632699,25.0,0.0
860160,195,15.96871857047081,84,0.00011768114248340566,-0.0004731642191472929,380.00000000000045,197.25,340.44,0.05513315553957353,1.0430812835693359e-08,0.02615329343243502,1.77744517326355,25.0,0.0
870400,195,15.96871821284294,85,9.792762364000396e-05,-0.000444795405928744,437.500000000001,205.5,343.91,0.05555515369071031,2.2351741790771484e-09,0.02107957923435606,1.782349368929863,25.0,0.0
880640,195,15.968718272447585,86,0.00013305406182482216,-0.0006233381791389547,352.5000000000002,196.0,346.4,0.059359943589470235,3.725290298461914e-09,0.020000482254545204,1.7838882483541965,25.0,0.0
890880,195,15.968718063831329,87,7.483741421090428e-05,-0.000295550586997706,300.0,168.25,339.73,0.057477889012419424,-8.568167686462402e-09,0.020582641669898295,1.7867120422422886,50.0,0.0
901120,195,15.968718034029006,88,0.00012953495275915827,-0.0006362685388012323,300.0,159.75,336.98,0.05826865433742234,8.940696716308593e-09,0.018931039475137367,1.7870188228785993,25.0,0.0
911360,195,15.968718111515045,89,0.0001299295094604247,-0.0005337952774425503,325.0,169.75,336.06,0.05756440317105292,-7.078051567077636e-09,0.022341344563756138,1.7884926684200764,25.0,0.0
921600,194,15.968718165159226,90,9.735580962839663e-05,-0.0005422664216894191,402.5000000000002,173.75,332.37,0.05489388868900715,-7.450580596923828e-09,0.019434977389755657,1.7865724720060825,22.500000000000007,0.0
931840,194,15.96871811747551,91,0.00010823754537909735,-0.0004220433947921265,455.0000000000004,175.0,330.72,0.0542195023072106,-8.568167686462402e-09,0.019421057852741796,1.7812243163585664,25.0,0.0
942080,194,15.968718260526657,92,9.161336128133968e-05,-0.0004039404793729773,500.0,182.25,334.81,0.05326221083173549,-2.644956111907959e-08,0.02342315698042512,1.783620611578226,25.0,0.0
952320,194,15.968718254566193,93,0.00010619204382376069,-0.0004794267500983551,402.5000000000002,182.5,338.08,0.05566004159373746,5.215406417846679e-09,0.02111388802586589,1.7837036289274693,25.0,0.0
962560,194,15.968718063831329,94,8.975888820437206e-05,-0.00041362998126714956,355.00000000000045,178.25,338.71,0.054550634222085184,-5.960464477539063e-09,0.017558680969523267,1.7791821293532848,25.0,0.0
972800,194,15.968718105554581,95,5.6589523423511426e-05,-0.0002751475745753851,325.0,159.75,335.76,0.05619601900694129,1.4156103134155273e-08,0.01958872199174948,1.7725404597818852,25.0,0.0
983040,194,15.968717926740647,96,0.00011186617872844806,-0.0004862386660533957,280.00000000000045,148.75,331.95,0.05534651024821933,1.825392246246338e-08,0.017872035194886848,1.776915068924427,25.0,0.0
993280,194,15.968717873096466,97,9.456997448502591e-05,-0.00038434159505413846,275.0,137.75,326.97,0.05511787681450496,2.9802322387695314e-09,0.016978830147127155,1.7733131758868694,22.500000000000007,0.0
1003520,194,15.968718165159226,98,0.00017538015791522809,-0.0008125349042529706,300.0,155.25,333.58,0.056311376627900964,-1.1175870895385742e-08,0.021267531294142827,1.7824959956109523,25.0,0.0
1013760,194,15.968718039989472,99,8.009729098557017e-05,-0.0003565449849702418,325.0,164.0,332.54,0.05813114383609772,6.332993507385254e-09,0.02072962450038176,1.7845035687088966,47.50000000000001,0.0
1024000,194,15.968718105554581,100,0.00011280477189217209,-0.0005382463990827091,302.5000000000002,168.25,330.67,0.05565056865844602,-1.1175870895385742e-08,0.020745650230674074,1.783410868793726,50.0,0.0
1034240,194,15.9687180519104,101,9.799402244610178e-05,-0.0004476185858948156,380.00000000000045,167.5,327.64,0.052762088571886454,-1.0058283805847169e-08,0.019462433032458648,1.783826268464327,25.0,0.0
1044480,194,15.968717831373215,102,8.546820049915027e-05,-0.0004028280101920245,425.0,167.5,328.79,0.054570502949114294,-2.3469328880310058e-08,0.017470489832339807,1.7842487089335919,25.0,0.0
1054720,194,15.968717855215072,103,8.46224556312336e-05,-0.0003585642647522036,427.5000000000002,173.0,332.53,0.053434820884201685,1.1175870895385742e-08,0.017009227731614375,1.786964587122202,25.0,0.0
1064960,194,15.968717908859253,104,0.00014247914145428808,-0.0006575256176802214,305.00000000000045,160.75,332.35,0.05718863980166622,1.30385160446167e-08,0.019278212945209816,1.788692446053028,25.0,0.0
1075200,194,15.968718135356903,105,0.00012392480286038676,-0.0006072431131542543,275.0,152.25,335.96,0.05835994953663467,-1.0058283805847169e-08,0.02136529985582456,1.782299993187189,25.0,0.0
1085440,194,15.968718028068542,106,8.533786322821868e-05,-0.0003918450340279378,327.5000000000002,166.0,339.13,0.05485416625297111,-8.940696716308593e-09,0.019273680655169302,1.7812804356217384,25.0,0.0
1095680,194,15.968718433380127,107,0.00010121560593603362,-0.00047787538096599746,452.50000000000017,200.0,348.59,0.05489048100127155,-2.7567148208618165e-08,0.026028874743497,1.7763597205281259,25.0,0.0
1105920,194,15.968718022108078,108,5.5584414406295576e-05,-0.0002067272496788064,527.5000000000002,204.25,348.09,0.056501177825033354,-8.940696716308593e-09,0.020270176755730063,1.780624435096979,25.0,0.0
1116160,194,15.968717992305756,109,8.534097197756551e-05,-0.0003720980621437775,502.5000000000002,205.25,349.22,0.05574046509265067,-1.1920928955078126e-08,0.021058034768793733,1.7832704797387122,47.50000000000001,0.0
1126400,194,15.968717962503433,110,6.38860240812278e-05,-0.00026143151244468755,477.5000000000002,177.25,334.23,0.05562260861205377,-7.450580596923828e-09,0.01807148254883941,1.7849503241479396,25.0,0.0
1136640,194,15.968717885017394,111,7.88984237491519e-05,-0.0003734526493644807,402.5000000000002,160.0,327.79,0.05517447965224823,4.097819328308106e-09,0.016260175479692406,1.7849579244852065,0.0,0.0010009765625
1146880,194,15.968717873096466,112,0.00016139300268847023,-0.0008374702236324083,425.0,159.0,323.03,0.06105143373320014,-6.332993507385254e-09,0.015938933604047634,1.7858036749064923,0.0,0.0
1157120,194,15.96871801018715,113,0.00010927838798178158,-0.0004865678998612566,425.0,160.0,322.7,0.05648511629046245,7.078051567077636e-09,0.018859186008921825,1.7874984584748745,0.0,0.0
1167360,194,15.968718296289444,114,0.00013452519096510685,-0.0007118036477550049,450.0,180.5,327.41,0.057680880915677336,-3.7252902984619143e-10,0.02188540674978867,1.774989155679941,25.0,0.0
1177600,194,15.968718105554581,115,6.549205332646579e-05,-0.00021152169410925125,427.5000000000002,188.0,328.32,0.054433037217182866,-2.1979212760925294e-08,0.023133438819786533,1.7802823722362517,47.50000000000001,0.0
1187840,194,15.968718153238296,116,0.00011921766145288615,-0.0005641681473207427,475.0,203.75,335.71,0.056405721916879537,-9.685754776000977e-09,0.021989939827471973,1.784425012767315,50.0,0.0
1198080,194,15.968718028068542,117,6.718834922310179e-05,-0.00033217699456145056,475.0,212.0,337.92,0.05377597438791833,1.4901161193847656e-08,0.020996106445090847,1.779873152822256,50.0,0.0
1208320,194,15.96871821284294,118,6.7067040452784e-05,-0.00032236560127785197,500.0,214.75,337.17,0.054824593501409835,-4.097819328308106e-09,0.02262695672106929,1.7755203180015087,50.0,0.0
1218560,194,15.968718081712723,119,0.00012340298002939677,-0.0005632457592582796,475.0,207.75,338.28,0.05525989224838126,-1.080334186553955e-08,0.021566610247828067,1.7808753855526447,50.0,0.0
1228800,194,15.968718087673187,120,7.085693031818607e-05,-0.0003217653855244862,430.0000000000004,190.25,330.44,0.05445325112647047,-2.0116567611694337e-08,0.020292564999544994,1.7781539134681226,47.50000000000001,0.0
1239040,194,15.968718063831329,121,0.00010277508953109305,-0.0004992355541617143,425.0,193.0,334.13,0.05407853767737576,-1.4156103134155273e-08,0.022938888453063556,1.7815004654228688,50.0,0.0
1249280,194,15.9687180519104,122,0.00012778625758507188,-0.0006651748975855298,380.00000000000045,178.25,325.94,0.058046308506036495,-7.450580596923829e-10,0.022538742766482756,1.7730894193053246,50.0,0.0
1259520,194,15.968718409538269,123,0.00010707323600431807,-0.0004943563310916943,425.0,193.25,333.77,0.05672843508602084,9.685754776000977e-09,0.025051609531510623,1.7754626475274562,72.50000000000001,0.0
1269760,194,15.968718338012696,124,6.782532817846132e-05,-0.0002791442129819188,427.5000000000002,206.5,339.74,0.056596480264566276,1.4901161193847657e-09,0.026016805722611024,1.7737592130899429,75.0,0.0
1280000,194,15.968718314170838,125,9.697826117118779e-05,-0.00043923857829213374,480.00000000000045,226.75,348.65,0.05685006521028415,-5.960464477539063e-09,0.022292489639949054,1.7819759577512742,72.50000000000001,0.0
1290240,194,15.968718266487121,126,7.402857169971355e-05,-0.00030598918365285497,402.5000000000002,210.25,348.02,0.05353981632477774,-1.1920928955078126e-08,0.022112918045604602,1.7819674879312515,50.0,0.0
1300480,194,15.968718165159226,127,0.0001048911237251815,-0.00046763242644374257,350.0,192.5,344.06,0.05467513431430706,7.450580596923829e-10,0.022463236667681484,1.7875362813472748,25.0,0.0
1310720,194,15.96871812939644,128,9.162116228331741e-05,-0.00041684004245325925,352.5000000000002,193.0,344.95,0.05779062071832676,-1.6391277313232423e-08,0.023214431857923046,1.7886736549437046,47.50000000000001,0.0
1320960,194,15.968718153238296,129,9.735472651550836e-05,-0.00047820523541304284,480.00000000000045,202.0,342.03,0.054249285055298344,7.078051567077636e-09,0.021279798907926306,1.7876905769109726,25.0,0.0
1331200,194,15.968718081712723,130,9.664645224702895e-05,-0.000502838224201696,550.0,211.5,348.35,0.057691862686100846,-3.688037395477295e-08,0.018285947263939305,1.7828240782022475,47.50000000000001,0.0
1341440,194,15.968717986345291,131,8.893111037959756e-05,-0.0003899005550920265,550.0,204.25,346.19,0.05286172358264355,-1.30385160446167e-08,0.019407678820425645,1.7816323451697826,50.0,0.0
1351680,194,15.968718105554581,132,0.00012846411031226524,-0.0006438303971663117,477.5000000000002,177.25,337.39,0.0567933423142041,1.2293457984924316e-08,0.019256773285451344,1.7807381615042686,25.0,0.0
1361920,194,15.968718087673187,133,0.00015358560428695433,-0.0007636243086381001,430.0000000000004,184.5,338.51,0.05767771089839439,1.2293457984924316e-08,0.02235816587344743,1.770253448188305,50.0,0.0
1372160,194,15.968718063831329,134,8.291232538120142e-05,-0.000403961379561224,327.5000000000002,179.0,336.55,0.05559264958240008,-2.4959444999694825e-08,0.02163900887244381,1.7718624405562877,25.0,0.0
1382400,194,15.968718248605729,135,9.929954552694298e-05,-0.0004895755724646733,355.00000000000045,190.25,340.39,0.05436490558967279,-2.16066837310791e-08,0.021760747605003416,1.7719191893935204,50.0,0.0
1392640,194,15.968718039989472,136,0.00013575704190742498,-0.0006040920361556346,352.5000000000002,179.75,339.15,0.0554955357319159,-1.862645149230957e-09,0.020302153436932712,1.7678477764129639,50.0,0.0
1402880,194,15.968717956542969,137,8.334365677971078e-05,-0.0004237540919348248,325.0,174.5,337.06,0.05492243499901336,-1.3783574104309083e-08,0.02087822819885332,1.7752715267241002,25.0,0.0
1413120,194,15.96871799826622,138,7.756714285633848e-05,-0.0002944305637356592,377.5000000000002,178.25,338.78,0.05387127029206566,-1.4901161193847656e-08,0.02011143555282615,1.7788796342909337,25.0,0.0
1423360,194,15.968718206882476,139,8.993122999854109e-05,-0.00047138545487541706,357.5000000000007,185.75,340.11,0.05296125176839579,-2.421438694000244e-08,0.021565429231850432,1.7804171785712242,25.0,0.0
1433600,194,15.968717944622039,140,0.00016961545527180988,-0.0007575420491775731,425.0,185.0,342.28,0.05788995416342859,-1.1548399925231934e-08,0.016301217119325882,1.786591561883688,25.0,0.0
