PMM:episode_rewards,P09:episode_rewards,avg_q_retraced,policy_entropy,fps,rollout_prob_std,advantage_norm,model_prob_std,q_loss,P01:episode_rewards,policy_gradient_bias_correction,avg_q_selected,policy_loss,episode_length,grad_norm,frames,explained_variance,epoch_idx,policy_gradient_loss
0.0,0.0,0.0005434627574252546,2.1972094340614543,391,0.004130158893607413,0.004227033098050881,0.0005617580186564796,6.078382804926102e-07,0.0,-2.8153423296354654e-11,0.0005415693120625936,-1.16963024323705e-05,3324.027777777778,0.00019889602740229593,158400,-16.499726898367445,22,-1.1696274278962006e-05
0.0,0.0,0.0004815158972656169,2.197215721493676,385,0.00299263664600533,0.0033620926101635656,0.00041828123624515094,4.037270381833446e-07,0.0,-5.069615838237951e-11,0.0004901510752813285,-1.1395040648758755e-05,3324.2291666666665,0.00015642700010042794,165600,-18.833784118947527,23,-1.139498994746078e-05
0.0,0.0,0.0004730281320463825,2.1972178719251874,383,0.0026457468447603914,0.002936646644233232,0.00035419123279372425,4.4288200832697826e-07,0.0,0.0,0.0004753588726533862,-1.0060375050792284e-05,3324.2291666666665,0.00015313128613372024,172800,-111.57568771994303,24,-1.0060375050792284e-05
0.0,0.0,0.00043364419124174776,2.197218427400052,378,0.0031570188542030778,0.002837539154286441,0.00034896880954726783,3.0685620997192573e-07,0.0,-1.7219050383074673e-10,0.00043565743030184975,-1.1950422720025712e-05,3324.2291666666665,0.0001309928852163827,180000,-41.06722340093088,25,-1.1950250527414924e-05
0.0,0.0,0.00036954979366561586,2.197216571197308,376,0.003148198970028759,0.0038089692335028856,0.0004208325126426874,3.7766980871596975e-07,0.0,0.0,0.00038397659378201104,-8.476180796392519e-06,3324.2291666666665,0.00014682725362578022,187200,-17.031434499227178,26,-8.476180796392519e-06
0.0,0.0,0.00035721911728922915,2.1972198711438153,374,0.0028070573250200447,0.0027689433875223456,0.00031461927581644475,2.4540252646907506e-07,0.0,-2.7354178181819103e-11,0.00036424064905202214,-9.290596774065753e-06,3324.2291666666665,0.00011292087095630821,194400,-26.392620075020208,27,-9.29056942859172e-06
0.0,0.0,0.00034138282768041964,2.1972183314675378,371,0.0027907571140777603,0.0034015810629476123,0.00036244316116199347,3.131208112893482e-07,0.0,0.0,0.0003458338812176153,-9.081811252495978e-06,3324.2833333333333,0.00013028406703652012,201600,-17.56279953093756,28,-9.081811252495978e-06
0.0,0.0,0.00034112845662334206,2.1972210532426835,370,0.0023847683304023233,0.002653610306161686,0.0002747685145906448,2.2566540889206612e-07,0.0,0.0,0.00035042241953156896,-8.200127749163916e-06,3324.2833333333333,0.00010289168068576568,208800,-21.085951458840142,29,-8.200127749163916e-06
0.0,0.0,0.0003423295807846848,2.197221671550993,369,0.002630155493324786,0.002479946002856614,0.0002522935798798345,2.3805354358285418e-07,0.0,0.0,0.00034976010217741585,-8.800162460364022e-06,3324.2833333333333,0.00010003296018411339,216000,-81.56877899272101,30,-8.800162460364022e-06
0.0,0.0,0.00029889720426408097,2.1972208635264603,368,0.002951273778105215,0.00271740981072379,0.00028330661509845756,2.0542204169493713e-07,0.0,0.0,0.0003016754812244145,-6.9437189744288415e-06,3324.2833333333333,0.0001014200173810903,223200,-19.650422459556943,31,-6.9437189744288415e-06
0.0,0.0,0.0002528985806020501,2.1972198916143837,367,0.0022155695245675345,0.00293732771417665,0.0003111953260705142,2.2567122408441493e-07,0.0,0.0,0.00025826666857432833,-5.873839757502655e-06,3324.2833333333333,0.0001054865066403118,230400,-20.199554969911222,32,-5.873839757502655e-06
0.0,0.0,0.00022833016794128713,2.197219984607091,367,0.0023523763231677883,0.0029840229673191924,0.0003134187778477864,2.345407579472887e-07,0.0,0.0,0.00023508658996895918,-6.2466134324580035e-06,3324.2833333333333,0.00010564603316179999,237600,-22.05414290246509,33,-6.2466134324580035e-06
0.0,0.0,0.0002503063216844417,2.1972216760639163,366,0.002682266518704204,0.0025047403889650937,0.0002500966450631577,1.6960316739511184e-07,0.0,0.0,0.0002527542847689354,-6.903421991264575e-06,3324.472222222222,9.409510829880998e-05,244800,-21.090953082394982,34,-6.903421991264575e-06
0.0,0.0,0.0002550303339712964,2.1972224093177326,365,0.0024385066256606943,0.0022850298298861304,0.00022473455807201428,2.1933298357579522e-07,0.0,0.0,0.00025676020356104587,-5.788272741524955e-06,3324.472222222222,9.041192904738453e-05,252000,-50.9874590805031,35,-5.788272741524955e-06
0.0,0.0,0.0002487918144493412,2.19722273735773,365,0.0029038684133665237,0.0020895433491999044,0.00021116323368019837,1.5563023246701484e-07,0.0,-6.85854336287169e-11,0.0002461087306870641,-7.0283610417577946e-06,3324.472222222222,7.419136734831867e-05,259200,-37.06332287661613,36,-7.028292456762335e-06
0.0,0.0,0.00022822105444291122,2.1972216756034784,363,0.0025636732184773398,0.002617660016497467,0.00026214765244740725,1.7078539465939178e-07,0.0,0.0,0.00022538911715850834,-5.470010371027118e-06,3324.472222222222,8.726745482743069e-05,266400,-13.809692460544527,37,-5.470010371027118e-06
0.0,0.0,0.00021687617849941896,2.1972227088833955,363,0.0018025045526563106,0.0020530477846376033,0.00020970576011060792,1.3344991867450156e-07,0.0,-4.961955079622948e-11,0.00021989877736183113,-5.761933423872122e-06,3324.472222222222,7.46815700711984e-05,273600,-31.84005926847974,38,-5.76188380443975e-06
0.0,0.0,0.00020094603091825133,2.1972219533043567,362,0.0030056551241270627,0.0024961099059816207,0.00024290233703708815,1.8823027176585465e-07,0.0,0.0,0.00020071467452672314,-5.733779462666187e-06,3324.4880952380954,8.74531379890161e-05,280800,-15.978996419894,39,-5.733779462666187e-06
0.0,0.0,0.00019582143967084077,2.1972232259076736,360,0.00260777977793931,0.0018908773535319294,0.0001849190764597364,1.0280051831941814e-07,0.0,0.0,0.0002030300032706619,-5.694711480641648e-06,3324.4880952380954,6.520733947715946e-05,288000,-18.19108688371522,40,-5.694711480641648e-06
0.0,0.0,0.00021783025816682586,2.19722308665987,359,0.002280803432915982,0.0019275005139495495,0.0001911944574223728,1.4793093445150806e-07,0.0,0.0,0.00021982669027888085,-6.218235119377816e-06,3324.4880952380954,7.656726769734503e-05,295200,-52.39373711324874,41,-6.218235119377816e-06
0.0,0.0,0.00017524079623938262,2.1972233092532587,359,0.0019544965507518903,0.001760760340467742,0.00017639096217761917,9.48953394961066e-08,0.0,0.0,0.00018187379196143606,-5.2495854182090985e-06,3324.4880952380954,5.872280385598497e-05,302400,-17.85278978900304,42,-5.2495854182090985e-06
0.0,0.0,0.00014972564330053973,2.1972225468089337,359,0.0020757248468292124,0.002114892020090049,0.00021445693212891458,1.2002903062603615e-07,0.0,0.0,0.00015546825634440962,-4.331334473583545e-06,3324.4880952380954,7.96400357142361e-05,309600,-19.00458382436838,43,-4.331334473583545e-06
0.0,0.0,0.00013940279077389047,2.1972231213630193,358,0.002033573087960071,0.0018119441223991097,0.00018640691250679773,1.1134316936934022e-07,0.0,0.0,0.00014271071364177373,-4.028378981619937e-06,3324.4880952380954,6.703211455785501e-05,316800,-16.940524336257308,44,-4.028378981619937e-06
0.0,0.0,0.00013187428756585481,2.197223392847985,358,0.0024530136561554086,0.001667659942635625,0.0001685592780787764,7.953054172715391e-08,0.0,0.0,0.00013102342900238578,-3.0931153530918495e-06,3324.34375,6.468230831948376e-05,324000,-19.499773707635818,45,-3.0931153530918495e-06
0.0,0.0,0.00015077778658047057,2.1972236976547843,358,0.00176550854826957,0.0014707644240381397,0.00015335471815960193,1.1534580378694831e-07,0.0,0.0,0.00014944023570298296,-3.197427836963039e-06,3324.34375,6.201808427154894e-05,331200,-39.29585316939959,46,-3.197427836963039e-06
0.0,0.0,0.00013965049175697326,2.197224044440284,358,0.002363031748035653,0.001266034784213324,0.0001288754327140937,9.446731865612461e-08,0.0,0.0,0.00013917828351319868,-3.5990775409307696e-06,3324.34375,5.3979617403804086e-05,338400,-53.313106572892934,47,-3.5990775409307696e-06
0.0,0.0,9.128188903112401e-05,2.1972236888181595,357,0.0018230792855404485,0.0014765962158355887,0.0001492954674264934,6.473671158705116e-08,0.0,0.0,9.405391107127307e-05,-2.4071168673346827e-06,3324.34375,5.8039612941488415e-05,345600,-19.587860128406497,48,-2.4071168673346827e-06
0.0,0.0,8.612674455507082e-05,2.1972242134620275,357,0.0021893891658480297,0.001121310171948492,0.00011336398378395485,5.810784598946051e-08,0.0,-5.371074696114419e-12,8.622692900355596e-05,-2.5172171928753005e-06,3324.34375,4.0518430264520756e-05,352800,-1060.8579915867156,49,-2.5172118215511743e-06
0.0,0.0,7.014829576916335e-05,2.1972239923351027,356,0.002009621485898168,0.0013593243367131674,0.00013078552052500902,5.34075272400312e-08,0.0,0.0,7.404893990990175e-05,-2.434087530494622e-06,3324.63,4.44473554723268e-05,360000,-196.7789506998453,50,-2.434087530494622e-06
0.0,0.0,6.89925419484247e-05,2.197224706263138,356,0.0019208003411904549,0.0007844814758762187,7.744976964188758e-05,1.732077810971097e-08,0.0,0.0,6.765990780598369e-05,-1.761432982453777e-06,3324.63,2.4446328173940418e-05,367200,-1546.17249885257,51,-1.761432982453777e-06
0.0,0.0,8.635226447699886e-05,2.197224530561891,355,0.001841993595660478,0.0010752942811667848,0.00010091630733308836,6.216498098808037e-08,0.0,0.0,8.732909119357804e-05,-2.253136056656802e-06,3324.63,4.240984745953889e-05,374400,-90.36580095952465,52,-2.253136056656802e-06
0.0,0.0,5.579117485891046e-05,2.197224700349979,354,0.0014708946446504048,0.0008847136638980502,8.306196775670384e-05,2.3992944331585245e-08,0.0,0.0,5.704026644510936e-05,-1.4325613386882537e-06,3324.63,2.632775177419263e-05,381600,-1028.0952365318633,53,-1.4325613386882537e-06
0.0,0.0,4.43553307095932e-05,2.1972245126584222,353,0.00158527738446566,0.001000559716911243,9.633731437278339e-05,2.999571012778179e-08,0.0,-5.7401629745731e-13,4.394949293921652e-05,-9.979003103028588e-07,3324.63,3.15639715746319e-05,388800,-526.8784282296233,54,-9.978997364550112e-07
0.0,0.0,4.001474448224532e-05,2.1972246015008796,353,0.0018232263098306785,0.0008698680711027117,8.89780238611202e-05,2.5539887709794538e-08,0.0,0.0,4.198207204697287e-05,-1.1825545660792732e-06,3324.63,2.6362368471769423e-05,396000,-864.2557758175885,55,-1.1825545660792732e-06
0.0,0.0,3.2687142975925675e-05,2.197224378037075,353,0.0022222515274702656,0.0010061301637408536,0.00010463704799618696,3.093660618298982e-08,0.0,-6.35859731637592e-12,3.185670617521622e-05,-2.0617667253232763e-06,3324.79,3.019131264937746e-05,403200,-1027.4225665694064,56,-2.0617603675447745e-06
0.0,0.0,3.315891827737663e-05,2.19722485922001,352,0.001405143009911739,0.0006632663877460693,6.86300790211154e-05,3.2435175585023526e-08,0.0,0.0,3.405410732058337e-05,-9.599708630570443e-07,3324.79,2.3071373659672156e-05,410400,-1283.649989936355,57,-9.599708630570443e-07
0.0,0.0,2.6607671948907423e-05,2.197224840789876,352,0.0017234152794913876,0.0006823553153779879,6.988054122477295e-05,2.439382830570674e-08,0.0,0.0,2.7982101625378876e-05,-8.8690561009309e-07,3324.79,2.3957010071028207e-05,417600,-996.4882903165983,58,-8.8690561009309e-07
0.0,0.0,1.3770830866811382e-05,2.1972245603925966,352,0.0019255834592807588,0.0009205898670884331,8.856811367598423e-05,1.9862393270082115e-08,0.0,0.0,1.4913486309636342e-05,-3.206530927154899e-07,3324.79,2.596340378728819e-05,424800,-642.871027178184,59,-3.206530927154899e-07
0.0,0.0,1.0996620300107094e-05,2.197224825904483,351,0.001269717017164458,0.0007374209987692992,7.027062560335629e-05,2.5454026307312132e-08,0.0,0.0,1.2585490671132528e-05,-3.576487204570006e-07,3324.79,2.3999234163910987e-05,432000,-1369.26595123168,60,-3.576487204570006e-07
0.0,0.0,4.28955875361366e-06,2.1972245079422295,351,0.0012593366475682247,0.0009981072462210327,9.741007140574081e-05,3.260410703161053e-08,0.0,0.0,7.485098372699835e-06,-8.272332586223605e-07,3324.84,2.9596920357029618e-05,439200,-108.48047974885974,61,-8.272332586223605e-07
0.0,0.0,-2.5001680272582344e-07,2.1972249538400184,351,0.0010611998776397995,0.0006116596915436161,6.225853337508834e-05,1.6713712293960353e-08,0.0,0.0,1.2889956623280645e-06,-1.6070296241206176e-07,3324.84,1.8206109385483342e-05,446400,-1949.8148130556394,62,-1.6070296241206176e-07
0.0,0.0,-3.943143911426934e-06,2.1972248075847274,350,0.001314206066216165,0.0007015732761360794,7.001570825089042e-05,6.566909833022445e-08,0.0,0.0,-5.006559310163479e-06,4.468381597384213e-08,3324.84,2.61554960713957e-05,453600,-230.7364976987763,63,4.468381597384213e-08
0.0,0.0,-6.639350786869388e-06,2.1972249408815276,350,0.001929770427330644,0.0006413052956965371,6.285872856473078e-05,1.631925235465624e-08,0.0,0.0,-7.096544886085862e-06,5.048288757031663e-08,3324.84,2.0365535654679523e-05,460800,-1410.1224348505718,64,5.048288757031663e-08
0.0,0.0,-8.31757879570216e-06,2.1972247177330906,350,0.0016972247091494664,0.0007817464019414847,7.934346091504329e-05,2.1893999194281085e-08,0.0,-8.764733007658269e-14,-7.658300473912682e-06,8.209481831218135e-08,3324.84,2.2603719968189166e-05,468000,-517.6705734023216,65,8.209490594578543e-08
0.0,0.0,-8.62950923086329e-06,2.197224975922694,350,0.0016821447390221176,0.000644003217127936,6.29855372197828e-05,2.1621945566003746e-08,0.0,0.0,-8.24788083374688e-06,1.6360365271111645e-07,3324.84,1.8706011524809807e-05,475200,-872.7661660184101,66,1.6360365271111645e-07
0.0,0.0,-6.975533338803525e-06,2.197224720167735,349,0.0015182834604148333,0.0007525634570580701,7.506530798083971e-05,2.6212238283196297e-08,0.0,-1.082439693433912e-13,-7.982822573589307e-06,-3.527750529676674e-07,3324.87,2.200007623547171e-05,482400,-1064.023059333563,67,-3.5277494472832397e-07
0.0,0.0,-9.818871612727734e-06,2.197224910126792,349,0.0011048029040080832,0.0006260855635966819,6.144343259653137e-05,4.916022621429018e-08,0.0,0.0,-8.876505102431934e-06,-3.0688065468692256e-09,3324.87,2.1555911596840955e-05,489600,-1340.6019295420158,68,-3.0688065468692256e-09
0.0,0.0,-1.0849582949417495e-05,2.1972250111424736,349,0.0017398548128813485,0.0005377355931485123,5.4490851018474334e-05,1.9356094066751353e-08,0.0,0.0,-1.0599720447665221e-05,1.1850468386047961e-07,3324.87,1.5981334246186557e-05,496800,-700.8258989413767,69,1.1850468386047961e-07
0.0,0.0,-1.1719827633795728e-05,2.1972248617997248,349,0.001714707167369011,0.0006888179324833,6.818653976734275e-05,2.5615946575086606e-08,0.0,0.0,-1.3257613869230891e-05,5.5996921754275156e-08,3324.87,2.179201977566979e-05,504000,-763.418724245817,70,5.5996921754275156e-08
0.0,0.0,-9.99258653441911e-06,2.1972249981576057,349,0.0014308982852900103,0.0005503468946210763,5.555924083263904e-05,9.33014339811313e-09,0.0,0.0,-1.0159276784007415e-05,1.9458964897747093e-07,3324.87,1.606604840416568e-05,511200,-1385.7816125259117,71,1.9458964897747093e-07
0.0,0.0,-1.358106585985647e-05,2.19722483406966,348,0.0012304987574624942,0.0007803247818091296,7.527902710350908e-05,1.2993804101337767e-08,0.0,-2.0537620922327445e-14,-1.1735615838455503e-05,-1.2298957206160786e-07,3324.84,2.1000810108597072e-05,518400,-270.7257652449734,72,-1.2298955153481772e-07
0.0,0.0,-1.8780028100351313e-05,2.197225000807848,348,0.001735343000251791,0.0005227908531134032,5.510900990176106e-05,2.5293792101414932e-08,0.0,2.2387394311059368e-14,-1.6989857423569956e-05,3.526951134900315e-07,3324.92,1.66936768719758e-05,525600,-1878.7147818978751,73,3.5269509075266395e-07
0.0,0.0,-2.3580859265166508e-05,2.1972249512350746,348,0.001226074664541394,0.0005193088890064426,5.1171615270309956e-05,3.390283711695322e-08,0.0,0.0,-2.1186100154530265e-05,1.9068129520866206e-07,3324.92,1.6832992930451958e-05,532800,-502.7056403953121,74,1.9068129520866206e-07
0.0,0.0,-2.4034929367295626e-05,2.19722499974821,348,0.0016452277341655731,0.0005139693987667362,5.5440016406244416e-05,2.3878134314182566e-08,0.0,1.9528229342233615e-13,-2.3136577543541363e-05,3.0736332042104027e-07,3324.92,1.6092444071080734e-05,540000,-1418.4904176819766,75,3.07363124627042e-07
0.0,0.0,-2.7976790254569022e-05,2.1972249803286785,348,0.0015810641422815974,0.0006548596892985988,6.463717233461832e-05,1.6459150344572126e-08,0.0,-2.183211944561947e-13,-2.8134455126646218e-05,4.293100583934234e-07,3324.92,1.7473654469453248e-05,547200,-243.1007687671274,76,4.2931027676689084e-07
0.0,0.0,-3.0175142926123514e-05,2.197225025865882,348,0.0010373441212001258,0.000527180014318305,5.244698371062399e-05,1.0274442970740706e-08,0.0,0.0,-2.895758907100748e-05,5.818700071015344e-07,3324.92,1.6016501378570802e-05,554400,-1011.6631885521842,77,5.818700071015344e-07
0.0,0.0,-3.436994906002049e-05,2.197224917346437,347,0.0012278079883639274,0.00066708117714907,6.549783638150522e-05,1.902191696247261e-08,0.0,0.0,-3.199756569431754e-05,4.582672776370839e-07,3324.88,2.1287706051928757e-05,561600,-783.6975516595372,78,4.582672776370839e-07
0.0,0.0,-3.952209873250489e-05,2.1972249645808963,347,0.0011149241301103906,0.0005627336584028143,5.653345766298714e-05,3.5520405330632816e-08,0.0,-2.2865881641835154e-14,-3.711516213582715e-05,8.457611412470149e-07,3324.88,1.8905980059284375e-05,568800,-1198.0898344433658,79,8.457611641566352e-07
0.0,0.0,-4.17055775887136e-05,2.1972250661490453,347,0.0015011307579867366,0.0004817338700675863,4.857989940366905e-05,2.064114380675178e-08,0.0,0.0,-4.2404085017789754e-05,7.65643326097387e-07,3324.88,1.5905411686463712e-05,576000,-706.475862394319,80,7.65643326097387e-07
0.0,0.0,-4.1035279687936e-05,2.1972250497940355,347,0.0013207932450033139,0.0004964540554311694,5.028206536741389e-05,1.6131479907728686e-08,0.0,0.0,-4.142207475788319e-05,9.842133110013194e-07,3324.88,1.4144435094441962e-05,583200,-955.801315007407,81,9.842133110013194e-07
0.0,0.0,-3.876290743132163e-05,2.1972251671647265,347,0.0007340202178593587,0.0004971518758981751,4.612977792902935e-05,1.6534770590517994e-08,0.0,0.0,-4.032184526464796e-05,9.361119532739409e-07,3324.88,1.5347872086033475e-05,590400,-1381.9183945034895,82,9.361119532739409e-07
0.0,0.0,-3.985902631022385e-05,2.197224971059138,347,0.0014149207757729462,0.0006046569363561936,6.325551201478198e-05,1.0949762920151762e-08,0.0,-6.370485157910129e-14,-3.899119460863292e-05,7.728764908704597e-07,3324.88,1.614257765715662e-05,597600,-317.7717133419854,83,7.728765545350888e-07
0.0,0.0,-3.991186355075529e-05,2.197225019613271,347,0.0010040623130902154,0.0004998784262569843,5.745134750489861e-05,1.7848831492349262e-08,0.0,-2.9106944478120135e-14,-3.92523737852412e-05,4.892989362337497e-07,3324.76,1.6959782532840825e-05,604800,-1593.5141237408175,84,4.892989652870529e-07
0.0,0.0,-3.89796751429933e-05,2.197224784478825,347,0.0010936907219215616,0.0004939325623922414,4.9376998136856116e-05,5.4937929821231066e-08,0.0,1.753074206964488e-13,-3.9280740661370556e-05,6.719821204662476e-07,3324.76,1.8317828739037665e-05,612000,-860.8755565430396,85,6.719819450636981e-07
0.0,0.0,-3.716251122669847e-05,2.1972250018611788,347,0.0005732922209222486,0.0005185167740348824,5.192682795127655e-05,1.5786645619416034e-08,0.0,0.0,-3.854715181832475e-05,9.179423468503549e-07,3324.76,1.746836536798286e-05,619200,-1405.0834612496883,86,9.179423468503549e-07
0.0,0.0,-3.4932685161803667e-05,2.1972250622447835,347,0.0004696548970560731,0.0005334318677103236,5.734375145973697e-05,5.64196392631212e-09,0.0,0.0,-3.545514695729036e-05,6.733848376529558e-07,3324.76,1.4129624840514988e-05,626400,-129.55777055604435,87,6.733848376529558e-07
0.0,0.0,-3.6009554460900885e-05,2.1972250317581112,346,0.0005065067855776483,0.0005416027007795527,5.521455074404544e-05,1.1444995660857035e-08,0.0,0.0,-3.534547831499537e-05,6.694452952517326e-07,3324.76,1.5371055626616027e-05,633600,-1106.8150715236343,88,6.694452952517326e-07
0.0,0.0,-3.56627442689055e-05,2.1972249255672334,346,0.0004110346000268129,0.0006459330939350049,6.231943460671386e-05,1.5157729709932292e-08,0.0,0.0,-3.728526567707983e-05,5.248782009384433e-07,3324.89,1.954285337799097e-05,640800,-763.8246051618221,89,5.248782009384433e-07
0.0,0.0,-3.276071358895856e-05,2.197225050910198,347,0.00037970948722450525,0.0004990579325236513,4.857854051112994e-05,5.3062288562074674e-08,0.0,0.0,-3.631046754660527e-05,7.360385371534501e-07,3324.89,1.774406499160615e-05,648000,-1792.0937411756177,90,7.360385371534501e-07
0.0,0.0,-2.8432023216270657e-05,2.1972250973074523,346,0.00036886912933105413,0.00042043258717244526,4.483054314315272e-05,1.0575690178949253e-08,0.0,0.0,-2.9024134333672274e-05,5.259297727198413e-07,3324.89,1.2786262239241159e-05,655200,-553.1305376574129,91,5.259297727198413e-07
0.0,0.0,-2.766762381382593e-05,2.1972250693970543,346,0.00034486247874429766,0.0004733996963290944,4.9386704829796095e-05,1.0284260965743266e-08,0.0,0.0,-2.849912782326588e-05,6.966799187951034e-07,3324.89,1.3843723097519686e-05,662400,-1045.6789972223357,92,6.966799187951034e-07
