fps,explained_variance,epoch_idx,frames,P09:episode_rewards,clip_fraction,value_loss,advantage_norm,episode_length,policy_entropy,approx_kl_divergence,PMM:episode_rewards,P01:episode_rewards,policy_loss,grad_norm
162,0.11181764155626298,1,10240,125.0,0.333154296875,0.9069711439777166,15.968719285726547,308.4193548387097,1.521675529330969,0.012605839363096569,84.6774193548387,0.0,0.012670315952072997,29.556721216747633
150,0.2742104887962341,2,20480,165.00000000000006,0.1671630859375,0.07190363964764401,15.968719166517257,307.5846153846154,1.6795893043279648,0.0025800035889463864,80.38461538461539,0.0,-0.0019272427995019824,2.172217853813376
160,0.261991860345006,3,30720,225.0,0.135107421875,0.08913421023171395,15.968719327449799,315.9789473684211,1.7239774510264396,0.002093934362403895,101.3157894736842,0.0,-0.003543076822097646,2.2465535266376566
170,0.29707769230008124,4,40960,282.5000000000007,0.118603515625,0.11725900880992413,15.968719255924224,330.66,1.707593033462763,0.0020191214668787553,145.5,0.0,-0.004414521671424154,2.4309750575558278
172,0.46013131029903886,5,51200,377.5000000000002,0.1176513671875,0.14045860276091843,15.968719339370727,351.86,1.7166184224188328,0.0019480810158373323,202.25,25.0,-0.00402153729373822,2.8721791187952372
175,0.5238637115806342,6,61440,402.5000000000002,0.1086669921875,0.11379258015658707,15.968719244003296,357.71,1.7223022669553756,0.0017706723843733257,232.0,72.50000000000001,-0.004748660499899415,2.5136623066667854
176,0.6190688367933035,7,71680,527.5000000000002,0.1478271484375,0.11710734646767378,15.968719160556793,363.07,1.7042488016188144,0.0022989332204363814,262.75,75.0,-0.005491257922403747,2.499644718816621
177,0.7833180662244559,8,81920,530.0000000000005,0.1368896484375,0.12181225745007396,15.968719047307967,366.22,1.7085734464228153,0.0022049335727505155,269.5,75.0,-0.00552707813330926,2.8269816813887503
179,0.6608893740922213,9,92160,575.0,0.0971923828125,0.12117576831951737,15.968719309568405,373.0,1.726215136051178,0.0017674296098451315,279.5,75.0,-0.005056185939611169,2.2157875601201873
179,0.7380814872682094,10,102400,600.0,0.1413818359375,0.12851414885371923,15.968719094991684,384.45,1.735951553285122,0.0021702149426349195,320.25,122.5,-0.005891049819729233,2.4928797251927306
180,0.7543014161288738,11,112640,602.5000000000002,0.12265625,0.12786036478355528,15.968719255924224,384.1,1.7207311034202575,0.002005938949014596,299.5,122.5,-0.005391425540801719,2.7513135597458223
181,0.8202817566692829,12,122880,600.0,0.14384765625,0.10575039023533464,15.968719059228897,383.6,1.7173302091658116,0.0023340147547062954,312.0,125.0,-0.00696803623904998,2.0943271607315057
181,0.7949630338698626,13,133120,575.0,0.113818359375,0.12873098466079683,15.96871920824051,386.18,1.7173069275915622,0.001891831690795976,305.75,125.0,-0.00629059373823111,2.2227326230053
182,0.8250929813832044,14,143360,600.0,0.1349609375,0.10978069414850325,15.9687191426754,397.66,1.7101500630378723,0.0021571151753054,328.5,150.0,-0.007637671590782702,2.331714867200869
182,0.8246315583586693,15,153600,627.5000000000002,0.13681640625,0.12035239404067397,15.968719321489335,404.53,1.7169057697057724,0.002199755928109251,356.25,175.0,-0.007104491101927124,2.1211368973209703
183,0.8018491867929697,16,163840,625.0,0.1439697265625,0.10773473791778088,15.96871920824051,403.76,1.7252879954874516,0.002209965261181703,358.75,175.0,-0.007121732388259261,2.20847651625298
184,0.7898640140891076,17,174080,650.0,0.1239013671875,0.11309344368055463,15.968719094991684,406.28,1.7312650881707667,0.0019982897112870777,374.25,175.0,-0.00747456110038911,2.064746732902615
184,0.8232551377266646,18,184320,650.0,0.1312255859375,0.11154654694255442,15.968719321489335,400.08,1.7334817819297315,0.0020569286575212497,373.0,175.0,-0.008093240432390302,1.9079195601876573
184,0.8609130751341582,19,194560,627.5000000000002,0.134423828125,0.11231482096482068,15.968719285726547,404.89,1.7163123503327369,0.002119326111005921,371.75,197.5,-0.008499573680455796,2.134863478399778
184,0.8575606342405081,20,204800,650.0,0.1327392578125,0.11987034707562998,15.968719172477723,415.14,1.7330082044005395,0.002164303017594024,376.25,175.0,-0.007392551808879944,2.481662723995666
185,0.8892373241484165,21,215040,675.0,0.152490234375,0.12647369818296283,15.968719291687012,421.9,1.7257248230278492,0.0023782309476021867,407.5,200.0,-0.008951052219345002,2.4461416041466544
185,0.8741355277597904,22,225280,677.5000000000002,0.163720703125,0.1546661632368341,15.968719345331191,431.62,1.7195635966956615,0.0024820992165931447,431.0,222.5,-0.008299959296709857,2.6211014547443106
185,0.8564657792448997,23,235520,700.0,0.1385986328125,0.11652918697800488,15.968719166517257,431.2,1.7309481427073479,0.002140849987233928,441.5,225.0,-0.00830948197253747,2.0716238319497178
186,0.832828177511692,24,245760,677.5000000000002,0.126171875,0.12351985198911279,15.968719315528869,426.3,1.7103872627019883,0.002114755976231498,447.0,225.0,-0.008824704988001031,2.1104955277509485
186,0.8670408666133881,25,256000,677.5000000000002,0.1387939453125,0.12942222887650132,15.968719363212585,423.74,1.704939290136099,0.0022122533705899823,441.5,225.0,-0.00866143863167963,2.139367376948557
186,0.8654261942952871,26,266240,675.0,0.1349365234375,0.13905936386436224,15.96871924996376,420.89,1.7061436496675015,0.002134551908398287,436.0,225.0,-0.010156876895416644,2.20406167509554
187,0.8968956384807825,27,276480,677.5000000000002,0.1443359375,0.11120366414543241,15.968719404935836,423.03,1.706006495654583,0.0021674157151440774,455.25,225.0,-0.009692897913555498,2.1122207163509623
187,0.8791756577789783,28,286720,702.5000000000002,0.13818359375,0.12349193131085485,15.968719279766082,421.82,1.6958437539637088,0.00231499545961955,472.5,225.0,-0.009546433563446043,2.0549157980075035
187,0.8920236948877573,29,296960,702.5000000000002,0.151220703125,0.11780713952612132,15.968719226121902,429.62,1.6968375608325004,0.0023301406233375054,484.75,225.0,-0.00943011735289474,1.7284462241052694
187,0.8672575298696756,30,307200,700.0,0.1359619140625,0.13654080198612065,15.96871938109398,432.16,1.7025610707700252,0.002096600849540958,481.75,250.0,-0.009209031844329729,2.1801001231285566
187,0.7925419051200151,31,317440,727.5000000000002,0.1215087890625,0.1782498903106898,15.968719214200974,435.82,1.7099884077906609,0.00198406129884489,466.25,250.0,-0.008703144333412637,2.084249403233737
187,0.8511314529925584,32,327680,677.5000000000002,0.1335205078125,0.13973360697273166,15.96871924996376,432.76,1.7021013878285884,0.0021356571508707187,437.25,247.5,-0.010383890611410606,1.989194852225174
188,0.848123062774539,33,337920,702.5000000000002,0.1440673828125,0.14376405873335898,15.968719178438187,432.0,1.709617219120264,0.0022642674527790486,448.5,225.0,-0.008966360677732155,2.1527632434824953
187,0.8127033431082964,34,348160,725.0,0.12783203125,0.17133853840641677,15.968719226121902,422.46,1.7146451123058797,0.0022343511009242307,437.0,197.5,-0.010410329332080437,1.8939504657104564
188,0.8597825765609741,35,358400,725.0,0.1399169921875,0.14199364804662765,15.968719202280045,418.15,1.7152699887752534,0.0022649018117365805,455.25,200.0,-0.010024064683238975,1.7961099254577193
188,0.8441145677119494,36,368640,725.0,0.131591796875,0.127228918322362,15.968719279766082,418.36,1.7079023167490959,0.0021949545801365367,463.25,225.0,-0.011557832522157696,1.7680084807144165
188,0.8503492869436741,37,378880,725.0,0.15146484375,0.1378971183905378,15.968719214200974,416.76,1.7095851175487042,0.0024048517676649845,462.0,225.0,-0.01048780364508275,1.8480943085243502
188,0.8962360490113497,38,389120,725.0,0.1373779296875,0.1147533710114658,15.968719255924224,422.73,1.6979508049786092,0.002242379519862276,488.75,250.0,-0.01212855063713505,1.6493290468969086
188,0.8703547500073909,39,399360,727.5000000000002,0.1357177734375,0.1593707995954901,15.968719291687012,430.4,1.6947953157126903,0.0022538850643744174,510.0,297.5,-0.010500241601766902,1.941272178752444
188,0.8696695696562529,40,409600,750.0,0.150390625,0.1327989738667384,15.968719345331191,440.52,1.7035157039761544,0.0024505744922410596,523.5,300.0,-0.010682626241577963,1.8092793023773825
188,0.8676022507250309,41,419840,750.0,0.118994140625,0.14154714692849665,15.968719345331191,441.25,1.6851056404411793,0.0020658478149929048,530.5,297.5,-0.01135160059966438,2.2280598875098723
188,0.873882656171918,42,430080,750.0,0.1548583984375,0.14868603525683283,15.968719065189362,439.4,1.6838044583797456,0.0025143762306246114,513.75,275.0,-0.01135879569228564,2.1977679564342147
188,0.8944178391247988,43,440320,750.0,0.173828125,0.12123835789971053,15.968719398975372,445.63,1.6783823043107986,0.002949378361768457,516.25,275.0,-0.013673141352046513,1.7031460056334466
188,0.877195094525814,44,450560,750.0,0.13740234375,0.1513567562913522,15.968719315528869,449.43,1.6743287675082683,0.0023289594016208093,515.75,250.0,-0.011648601612978381,2.211178351271573
188,0.925224295258522,45,460800,750.0,0.1537109375,0.08937521064653993,15.968719267845154,452.4,1.6540319941937924,0.00263115313071049,538.0,275.0,-0.013988721463101683,1.6313412133757332
188,0.8864558499306441,46,471040,750.0,0.1548095703125,0.1340431655291468,15.96871913075447,453.54,1.6784252874553203,0.002509519646958195,540.25,275.0,-0.011705647339658754,1.945340078406043
188,0.8991756495088339,47,481280,750.0,0.1317138671875,0.14118152298033237,15.968719244003296,456.04,1.6850849449634553,0.0022378626176081085,523.0,275.0,-0.011912738350656583,1.9009077839590607
188,0.9386318929493427,48,491520,750.0,0.1465087890625,0.08492751899175346,15.968719410896302,447.2,1.6668977238237859,0.0025107969406693727,511.75,275.0,-0.013340236982185161,1.7716828629968358
188,0.8893005151301623,49,501760,750.0,0.1765869140625,0.15997071182355285,15.968719351291657,452.53,1.6740297600626945,0.0028896330681849234,511.25,300.0,-0.01216984897328075,1.9919587608284115
