approx_kl_divergence,clip_fraction,value_loss,P09:episode_rewards,explained_variance,policy_entropy,PMM:episode_rewards,P01:episode_rewards,grad_norm,episode_length,epoch_idx,advantage_norm,fps,frames,policy_loss
1546910.5944216822,0.1870361328125,2077227024.5870223,184.99999999999997,-0.5788174834102392,0.1055601384341619,137.5,125.0,1677296423.248386,344.0,1,15.968712973594666,182,10240,0.04620925101518765
0.020281227506900736,0.2818359375,0.02476274803429135,187.5,-2.4959444999694825e-08,0.5823273138110124,136.60714285714286,125.0,0.35934129591578146,354.69642857142856,2,15.968671149015426,189,20480,0.005272343067190377
0.0033406167877728875,0.1826171875,0.014257610087224749,237.5,7.82310962677002e-09,1.242238951474428,155.52325581395348,125.0,0.18678140966395468,352.06976744186045,3,15.968717622756959,203,30720,-7.414794017677196e-05
0.003992715213234988,0.225830078125,0.010816485268514952,250.0,-7.450580596923829e-10,1.2879643864929675,164.25,125.0,0.12303173397808125,360.74,4,15.968717777729035,206,40960,-0.0009638641557103255
0.0035576882945861144,0.2189208984375,0.012699435063404962,252.50000000000023,-6.7055225372314455e-09,1.2923459649085998,188.5,125.0,0.10231828848021637,368.65,5,15.968718016147614,212,51200,-0.0006746490304067265
0.0027854992351649343,0.1544921875,0.014850811162614264,277.5000000000002,-1.1175870895385742e-09,1.4532292045652866,213.0,125.0,0.07717559630731954,371.69,6,15.968717980384827,217,61440,-0.0007577428590593627
0.0030239950126315306,0.1583740234375,0.01422181781672407,327.5000000000002,-2.421438694000244e-08,1.5546391904354095,233.25,150.0,0.052685732585699606,379.66,7,15.96871789097786,218,71680,-0.0003808932156971423
0.002751298285465964,0.1830078125,0.014409726165467873,375.0,-5.587935447692871e-09,1.574624488502741,261.5,172.5,0.05564343494983263,375.33,8,15.968718022108078,220,81920,-0.0012802535173250362
0.002466409338194353,0.1544921875,0.01669415627256967,375.0,7.450580596923828e-09,1.57044308334589,274.0,175.0,0.05716056040650423,364.38,9,15.968718028068542,221,92160,-0.001127954879484605
0.0027940769528981948,0.186669921875,0.016630043333861977,402.5000000000002,6.332993507385254e-09,1.5536933988332748,285.0,175.0,0.05896579111223983,357.81,10,15.968717938661575,221,102400,-0.0010201927514572162
0.0033022987506910796,0.2125244140625,0.016179309636936524,400.0,-1.1548399925231934e-08,1.5923346899449826,287.0,175.0,0.058196353766215916,352.01,11,15.968717873096466,221,112640,-0.0017311850904661696
0.0023040196115857725,0.149951171875,0.017099223530385642,400.0,9.313225746154785e-09,1.5786953195929527,290.25,197.5,0.054939182927386664,355.43,12,15.968717962503433,222,122880,-0.001136709941420122
0.0031750817522208765,0.2029052734375,0.015422737720655277,427.5000000000002,-1.4901161193847656e-08,1.6065650969743728,302.0,175.0,0.05486103077187772,358.87,13,15.96871799826622,223,133120,-0.0014745886877790327
0.002965540266654898,0.1966796875,0.015698958869324996,427.5000000000002,-9.685754776000977e-09,1.6036536768078804,294.5,175.0,0.05468967358235409,352.57,14,15.96871793270111,224,143360,-0.0016348494253179524
0.0029604309973365163,0.1604736328125,0.016482553331297823,425.0,-3.874301910400391e-08,1.6535698555409908,285.5,172.5,0.05581369573203414,344.77,15,15.968717843294144,224,153600,-0.0009794043158763087
0.003219216587262963,0.2039794921875,0.014333649949548999,375.0,5.587935447692871e-09,1.6327133417129516,270.75,150.0,0.056021479772824456,346.04,16,15.968717777729035,225,163840,-0.0011852425057440996
0.0024708535585887146,0.1637939453125,0.016745922661357326,405.00000000000045,1.4901161193847656e-08,1.5907997809350491,282.25,175.0,0.05565988106310803,346.67,17,15.968718159198762,225,174080,-0.0014640802670328411
0.0027584444687249743,0.2128662109375,0.01558193248056341,410.00000000000085,-8.195638656616212e-09,1.606380359828472,288.25,175.0,0.058935355214083295,353.8,18,15.9687180519104,226,184320,-0.001842222341656452
0.0028976526819064928,0.219775390625,0.013717200417886488,355.00000000000045,1.1175870895385742e-09,1.6371609516441823,279.25,150.0,0.05521106331787269,347.58,19,15.968717926740647,227,194560,-0.002189115264263819
0.002431015051445229,0.1741455078125,0.014721003224258311,575.0,-1.7136335372924803e-08,1.6587560519576072,293.75,172.5,0.05727714520493578,352.62,20,15.968717920780183,227,204800,-0.0008695662967511453
0.002819356986310595,0.196337890625,0.014374520738783758,530.0000000000005,-1.30385160446167e-08,1.662245225906372,279.5,150.0,0.05643523543484623,354.08,21,15.968717765808105,227,215040,-0.0011075612070271744
0.00243173370988643,0.198779296875,0.012628476491590846,530.0000000000005,-1.080334186553955e-08,1.6427562303841114,273.0,125.0,0.055659935432075966,356.31,22,15.968717670440673,228,225280,-0.001302804551232839
0.0026617103058356405,0.201171875,0.014519592240685598,575.0,-4.470348358154297e-09,1.638002086430788,280.75,125.0,0.05874766612203912,364.0,23,15.968717873096466,228,235520,-0.0017989875384955667
0.00303598645382408,0.1927001953125,0.013574918905214872,530.0000000000005,4.8428773880004884e-09,1.6673011973500251,267.5,125.0,0.05756944196528879,362.64,24,15.96871783733368,228,245760,-0.0005525288819626439
0.00372580109296905,0.2763427734375,0.012614316537656123,577.5000000000002,-2.2351741790771484e-09,1.7018688566982747,277.25,125.0,0.058141510125330954,366.81,25,15.96871783733368,228,256000,-0.00196156420497573
0.003027919778901378,0.21796875,0.015117930254200473,600.0,1.080334186553955e-08,1.6828628197312354,274.5,125.0,0.060517658226481266,359.28,26,15.96871771812439,229,266240,-0.001439563470921712
