PMM:episode_rewards,frames,explained_variance,epoch_idx,value_loss,episode_length,policy_entropy,P01:episode_rewards,advantage_norm,fps,policy_loss,grad_norm,P09:episode_rewards
37.65,2432000,0.6061283940076828,304,0.03471518434816971,923.07,1.1156357836723327,12.700000000000001,2.1941333520412445,307,-0.0195153565282817,0.6457795511990061,68.0
35.65,2440000,0.6482757955789566,305,0.03506320605054498,891.1,1.0098217636346818,9.9,2.2845001316070555,307,-0.00892276064678299,0.724689718347288,66.10000000000001
34.71,2448000,0.6323186272382736,306,0.04130066514015198,869.02,1.040828710794449,9.9,2.4323779332637785,307,-0.008870905323128682,0.7834008193233285,61.10000000000001
34.83,2456000,0.648358901143074,307,0.03605586069636047,866.26,1.0546965622901916,9.9,2.243490830659866,307,-0.012577548426343128,0.8096305130338197,61.10000000000001
34.48,2464000,0.6361301261186599,308,0.039023970104753974,850.77,1.0459214729070663,9.9,2.392171493768692,307,-0.008035592110827565,0.7942516676370976,60.10000000000001
36.03,2472000,0.592154077887535,309,0.03604476192966104,877.68,1.0446962708234786,9.9,2.2693500125408175,307,-0.01060663024079986,0.7450167466843532,61.10000000000001
37.18,2480000,0.6566199713945389,310,0.036410320391878484,895.82,1.0439497607946395,9.9,2.302076308727264,307,-0.013834034205210628,0.6881342138300685,61.10000000000001
37.39,2488000,0.6263233184814453,311,0.03798069980926812,896.24,1.0351641821861266,9.9,2.3249019265174864,307,-0.009900477298360784,0.7099255551897575,61.400000000000034
37.2,2496000,0.6582849204540253,312,0.0356739147938788,891.53,1.033507816195488,9.9,2.2549481654167174,307,-0.015947654203046113,0.7065048983917269,61.0
36.85,2504000,0.6146277505159378,313,0.0365885145124048,883.84,1.0199592918157578,9.9,2.2889787435531614,307,-0.010676771730650216,0.7475422171630354,61.0
37.48,2512000,0.6018192332983017,314,0.043065633373335,891.35,1.0158313316106797,9.9,2.4927285850048064,307,-0.013776554209180177,0.91518809776687,61.400000000000034
38.75,2520000,0.5769183045625687,315,0.04185570147819817,904.06,1.033510798215866,12.600000000000001,2.4404777836799623,307,-0.009955369290546514,0.7521193498424824,65.10000000000001
42.48,2528000,0.5940869575738907,316,0.03797398865222931,948.91,1.020956591963768,23.8,2.285088483095169,307,-0.005314831793075427,0.7705950093334206,66.10000000000001
44.5,2536000,0.5907444304227829,317,0.039913724241778255,976.59,1.0292386627197265,25.9,2.348865923881531,307,-0.012317938164560473,0.7450740647754514,67.0
47.72,2544000,0.5932419008016586,318,0.04386279918253422,1033.14,0.9943948990106583,29.0,2.4563179242610933,307,-0.013600338840333279,0.8639914212356926,69.20000000000002
50.08,2552000,0.5840400332212448,319,0.04373846253380179,1059.17,0.9959925037622451,31.9,2.5223602163791656,307,-0.020272500917781145,0.7937956504806212,71.30000000000003
50.49,2560000,0.6242298346757889,320,0.03609588595107198,1068.85,1.0342124181985854,31.9,2.2398282265663148,307,-0.011284432776737957,0.7278900059216182,74.0
50.9,2568000,0.6315149492025376,321,0.038311331821605565,1082.9,1.028491491675377,31.9,2.3158626568317415,307,-0.010570493242703378,0.7153729129628544,74.0
50.73,2576000,0.6046438264846802,322,0.0359801957057789,1075.21,1.0408240270614624,31.9,2.2447949695587157,307,-0.005672842923668213,0.6716431671388589,74.0
50.77,2584000,0.6201696598529816,323,0.045667032869532706,1071.46,1.020600784420967,32.0,2.56010071516037,308,-0.022082310339901597,1.094110134585315,71.30000000000003
51.55,2592000,0.6540610510110855,324,0.04166383137460798,1073.09,1.02923602104187,29.9,2.445258868932724,308,-0.009791118352441118,0.965297588114358,76.20000000000002
51.47,2600000,0.6193566548824311,325,0.046297133583575484,1061.82,1.03761316716671,29.9,2.569656814336777,308,-0.010140669159882236,1.0979167407876087,75.30000000000003
52.04,2608000,0.6164653158187866,326,0.03872983116656542,1068.14,1.0665762543678283,29.9,2.35096791267395,308,-0.011727317715995014,0.8075689557498279,75.30000000000003
52.32,2616000,0.6052707368135453,327,0.04543755397666246,1064.22,1.0448746353387832,29.9,2.516461992263794,308,-0.018394664067018313,0.9808479105936607,81.10000000000001
52.46,2624000,0.6443525105714798,328,0.04009248653892428,1064.43,1.0502154076099395,30.0,2.3552182865142823,308,-0.01652733311173506,0.8275011299049717,82.10000000000001
51.76,2632000,0.6700772404670715,329,0.03544647286646068,1058.45,1.0429941761493682,29.9,2.2692637038230896,308,-0.010268688581636525,0.7092447049869396,82.10000000000001
50.29,2640000,0.629478126168251,330,0.03936842967756093,1042.23,1.044319063425064,27.0,2.366787904500961,308,-0.01586195396259427,0.7053201486751642,81.10000000000001
50.56,2648000,0.6199963718652726,331,0.043657493861392144,1040.15,1.0575073570013047,27.0,2.4774376559257507,308,-0.007506974197458476,0.7238950189199995,81.50000000000004
51.05,2656000,0.621813884973526,332,0.04148414838127792,1034.15,1.033290410041809,27.0,2.4143684232234954,308,-0.016560244847205467,0.6944741861417103,77.40000000000003
51.77,2664000,0.6453692781925201,333,0.039293852462433276,1040.51,1.0298407059907912,28.9,2.3648456650972367,308,-0.0038015045528300108,0.7557046644173144,77.30000000000003
52.14,2672000,0.641411098241806,334,0.03983702454715967,1036.68,1.0536372077465057,29.8,2.3675731098651887,308,-0.01624573674867861,0.9011960725310102,77.30000000000003
52.44,2680000,0.623275539278984,335,0.040018236613832414,1043.23,1.0171812868118286,29.8,2.370059967637062,308,-0.010932785305194558,0.7996807019897443,77.30000000000003
51.83,2688000,0.6258600389957428,336,0.04084529599174857,1033.71,1.0470119136571885,29.8,2.4148531889915468,308,-0.015135616266197758,0.8269334698243295,77.30000000000003
52.44,2696000,0.6315054965019226,337,0.03977865162305534,1033.67,1.003976404070854,31.9,2.391793810129166,308,-0.016572852745593992,0.8323919298249359,77.30000000000003
52.36,2704000,0.5942756277322769,338,0.04332936691120267,1046.27,0.9911446005105973,30.900000000000002,2.4737127017974854,308,-0.014505652545485645,0.8063201774542011,80.40000000000003
53.59,2712000,0.6418322265148163,339,0.04088294322602451,1065.52,1.0226897585391999,30.6,2.4032001519203186,308,-0.014668077904498205,0.8249903536028574,86.0
53.71,2720000,0.612330332994461,340,0.03597224772442132,1067.11,1.00758631169796,31.0,2.1820832163095476,308,-0.01010623608948663,0.9132178967531077,84.20000000000002
53.49,2728000,0.5697379386425019,341,0.04420374015811831,1077.99,0.9960047537088395,31.0,2.472301653623581,308,-0.011195626672997606,0.7972693933157226,81.20000000000002
53.63,2736000,0.6084954619407654,342,0.04071621228009462,1086.86,1.0327419620752334,31.0,2.398361703157425,308,-0.005717039865558036,0.7787977845879956,81.20000000000002
56.32,2744000,0.6603133237361908,343,0.03952550714369863,1099.52,1.0670184677839278,31.0,2.339492585659027,308,-0.015332127746078186,0.7573808633108122,84.20000000000002
57.94,2752000,0.6127427113056183,344,0.03926176997832954,1122.47,1.0412573581933975,32.9,2.320857241153717,308,-0.010094349956780206,0.7677064942034957,86.10000000000001
56.22,2760000,0.6456588387489319,345,0.04172539218328893,1113.69,1.0241693037748336,32.9,2.4480186796188352,308,-0.016804774835181887,0.7930104494241558,83.10000000000001
49.86,2768000,0.5132342916727066,346,0.03330870052333921,1019.5,1.083187250494957,12.0,2.1256060069799423,308,-0.01237326705653686,0.6762593612919697,83.10000000000001
47.69,2776000,0.6286119675636291,347,0.03742195345461369,991.98,1.0395139175653458,12.0,2.2946165001392362,308,-0.011986077158944682,0.7375848979370673,83.10000000000001
46.81,2784000,0.6619277185201645,348,0.03642205079086125,979.06,1.0645748299360276,12.0,2.2553040599822998,308,-0.012339185270539019,0.7429450258562684,83.0
45.61,2792000,0.6287211859226227,349,0.03592967732343823,964.48,1.0428263282775878,12.0,2.2881577599048613,308,-0.003722403915016912,0.7346193649145911,76.50000000000004
46.01,2800000,0.6598677092790604,350,0.03698562452103943,966.87,1.0566932946443557,12.0,2.3150976622104644,308,-0.018049944525992033,0.706126673447913,81.10000000000001
43.78,2808000,0.6613398265838623,351,0.041641431264579296,944.28,1.0758528488874435,12.9,2.4146400463581084,308,-0.018081202701432632,0.8662071115116703,70.20000000000002
44.02,2816000,0.607219015955925,352,0.036239436003379526,949.58,1.0736676400899887,12.9,2.2667600560188292,308,-0.010898530874401331,0.7198611300788285,72.40000000000003
43.27,2824000,0.6372700816392899,353,0.04736435989849269,929.18,1.0524087888002396,12.9,2.4431331014633177,308,-0.009425716747027763,0.9166745971629916,72.40000000000003
44.12,2832000,0.6675087004899979,354,0.039110819241032005,937.29,1.069630151987076,12.9,2.3600260615348816,308,-0.011763506812858395,0.7732469500034519,71.10000000000001
41.27,2840000,0.6036123085021973,355,0.0448498922213912,904.88,1.0787059783935546,12.9,2.4776581144332885,308,-0.03057194417575374,0.8029398179698751,70.10000000000001
40.51,2848000,0.6657040303945542,356,0.033735835966654124,897.91,1.0777965027093888,12.9,2.17594367146492,308,-0.0065248735676868815,0.6816715655425982,70.10000000000001
41.02,2856000,0.6440144342184067,357,0.03329975644592196,910.25,1.0784708833694459,13.0,2.1716486835479736,308,-0.00409046742512146,0.6697987327440933,70.10000000000001
44.86,2864000,0.5865866130590439,358,0.04536747332196683,959.04,1.0156560635566712,17.0,2.5218171656131743,308,-0.01793890353059396,0.8412287753559782,72.20000000000002
47.99,2872000,0.6383306032419205,359,0.03958899080753327,1007.74,1.0340378075838088,20.9,2.3740232652425766,308,-0.016399888680753066,0.7194790396664597,74.40000000000003
51.32,2880000,0.6097664761543274,360,0.04020648649893701,1028.94,1.0649010562896728,23.9,2.4248108303546907,308,-0.006353762286889833,0.8359069027617169,78.20000000000002
51.89,2888000,0.6253712052106857,361,0.041641453551128506,1042.29,1.0533607774972915,23.0,2.423022499084473,308,-0.014011913765280042,0.7334160287863485,80.10000000000001
52.21,2896000,0.6386124396324158,362,0.035810238579288126,1049.0,1.0265901684761047,23.0,2.2585445284843444,308,-0.011607951766927726,0.7818517416771605,80.10000000000001
53.86,2904000,0.5855013513565064,363,0.03927796637639403,1062.61,1.0386142700910568,24.9,2.3521677255630493,308,-0.017683249501569662,0.7687971924622203,80.10000000000001
54.35,2912000,0.597537756562233,364,0.042261098185554145,1063.78,0.9886810892820358,24.9,2.429059054851532,308,-0.014453950959723443,0.8665441751600353,81.0
53.81,2920000,0.6347365123033524,365,0.045171153084374964,1051.93,1.030602863430977,24.9,2.4463272106647493,308,-0.02053288311988581,0.8712890044521631,80.10000000000001
55.1,2928000,0.619290804862976,366,0.042261338005773724,1069.16,1.001316843032837,25.0,2.4030198192596437,308,-0.012480566339800134,0.719947651463212,80.10000000000001
54.08,2936000,0.6030373984575271,367,0.04504390030167997,1077.05,1.008522327542305,25.0,2.489190319776535,308,-0.016266656572697685,0.8229825301154259,81.10000000000001
54.01,2944000,0.6168944376707077,368,0.042146774986758825,1074.48,0.9907218688726425,25.0,2.4065578317642213,308,-0.017078539526555688,0.9108943794762658,81.0
56.06,2952000,0.6313750916719436,369,0.046150033152662216,1097.03,1.016929372549057,29.9,2.5079018330574034,309,-0.022484571022214368,0.8909971714010463,81.10000000000001
55.87,2960000,0.6704966789484024,370,0.03646054641809315,1091.93,0.943845449090004,29.9,2.2914812076091766,309,-0.010538381320657209,0.8640129260815942,81.10000000000001
55.52,2968000,0.5711210298538208,371,0.04547891338355839,1089.05,0.9755861330032348,30.800000000000004,2.4973719906806946,309,-0.007076197385940759,0.8584689176394277,81.10000000000001
55.0,2976000,0.6358321791887284,372,0.03446698949672282,1087.89,1.021012824177742,30.800000000000004,2.166363934278488,309,-0.014918820097009303,0.720548887355715,81.10000000000001
55.86,2984000,0.6693998920917511,373,0.03382801989559084,1106.78,1.0584196549654008,30.800000000000004,2.1841082072257993,309,-0.008327591761481018,0.7679938890430832,82.10000000000001
55.3,2992000,0.2600574082136154,374,0.1503205122658983,1103.58,1.0266576117277146,29.0,3.1455245208740235,309,-0.015083247528091306,1.581821234529273,81.10000000000001
55.18,3000000,0.585902841091156,375,0.03788769748527557,1101.2,0.9880671823024749,29.0,2.2595987778902056,309,-0.0049033180976402945,0.8561879148644463,81.10000000000001
58.1,3008000,0.6101575815677642,376,0.06997553088702262,1110.92,1.024925873875618,30.800000000000004,2.7487535679340365,309,-0.013725373225752265,1.28594972102692,85.0
56.63,3016000,0.5578713089227676,377,0.04407338729593903,1097.8,1.0966947889328003,26.900000000000002,2.4840313041210176,309,-0.02523108143475838,0.9114440968856727,85.0
55.5,3024000,0.6706441551446914,378,0.02794993310701102,1094.13,1.056643242239952,21.8,1.9512123429775239,309,-0.0045997743017505855,0.6646205150716209,84.10000000000001
54.88,3032000,0.6681830608844757,379,0.037056803219020364,1093.85,1.0353532183170318,21.8,2.1988024467229845,309,-0.018582528998158522,0.7214767087171162,83.10000000000001
54.42,3040000,0.6006195950508117,380,0.03994448035489768,1097.08,1.0156859743595124,21.8,2.3260974204540252,309,-0.013945953760412522,0.8149425174697899,83.10000000000001
56.48,3048000,0.6824400067329407,381,0.053598029133863745,1097.84,1.0033321261405945,21.8,2.6832650941610336,309,-0.020199668689165264,1.086568710014132,84.10000000000001
57.65,3056000,0.6203471541404724,382,0.04416123643983155,1107.2,1.0170343905687331,25.6,2.421850306391716,309,-0.00860672820432228,0.8679177630004759,88.20000000000002
58.71,3064000,0.5964645689725876,383,0.04471714658662677,1112.46,0.9747046047449112,25.6,2.407771257162094,309,-0.01468069551512599,0.8097782114387517,88.20000000000002
59.54,3072000,0.6007733136415482,384,0.03954356380738318,1126.18,0.9356714135408402,26.900000000000002,2.310228215456009,309,-0.014024651840445585,0.9399005505167513,88.20000000000002
65.29,3080000,0.6725504899024963,385,0.07979460898786783,1162.29,0.9663069540262222,32.9,3.0547329676151276,309,-0.014731932050781325,2.0072719821583895,95.10000000000001
66.62,3088000,0.6369480228424073,386,0.046379523370414975,1171.22,0.9558910518884659,32.9,2.4651013159751893,309,-0.018238947290519718,0.8647139212109896,96.50000000000004
66.84,3096000,0.6316481161117554,387,0.04215250994544476,1172.09,1.003831924200058,32.9,2.3449799478054048,309,-0.012005955089698546,0.7391209110510328,96.50000000000004
63.85,3104000,0.4653729844093323,388,0.04728206691332162,1160.85,1.0778683841228485,24.7,2.4576477348804473,309,-0.028576790464576333,0.9320201558112763,95.10000000000001
62.48,3112000,0.6539462023973465,389,0.039360074936412276,1144.3,1.017272367477417,21.8,2.2788283801078797,309,-0.012634683187643532,0.7660916240238167,93.20000000000002
60.49,3120000,0.5815523511171341,390,0.04578742751386017,1150.37,0.9865033429861069,21.8,2.482905104160309,309,-0.014572367799119093,0.8746881460861115,92.10000000000001
64.2,3128000,0.6450321930646896,391,0.12321349882520735,1159.58,0.9717685425281525,24.799999999999997,3.3269649171829223,309,-0.01936405454063788,3.3921616050250605,96.50000000000004
66.06,3136000,0.6306460464000702,392,0.046253500687889755,1176.35,0.9850028055906296,32.7,2.4564256274700167,309,-0.020512577489425893,0.7913643259505634,96.50000000000004
69.03,3144000,0.378285870552063,393,0.22552807374391703,1189.87,0.9933794790506363,34.900000000000006,3.888219401836395,309,-0.014699878750252537,3.9396893968896616,101.10000000000001
72.0,3152000,0.6173041272163391,394,0.04731483110692352,1179.11,1.0162778460979462,34.900000000000006,2.504653022289276,309,-0.025946081992005928,0.9213038866543322,104.30000000000003
74.06,3160000,0.6129758250713349,395,0.06429782173130662,1189.46,0.987803286910057,34.900000000000006,2.6935385310649873,309,-0.015543435539584607,1.2844795528710211,107.50000000000004
71.7,3168000,0.6489801520109176,396,0.04059473858680576,1182.05,0.9511858719587326,34.900000000000006,2.334611703157425,309,-0.013649378846080253,0.8183521270449731,104.30000000000003
71.85,3176000,0.5632985228300095,397,0.048228435963392255,1190.59,0.9431828385591507,34.900000000000006,2.5752401542663574,309,-0.01079056245391257,0.9885480164429101,104.30000000000003
71.85,3184000,0.6155194854736328,398,0.046660344297997654,1184.03,0.969028342962265,34.900000000000006,2.456118941307068,309,-0.011708250673036673,0.8003288297377088,107.40000000000003
68.31,3192000,0.6277569824457169,399,0.03853104270994663,1175.01,1.0070038080215453,33.6,2.3029167968034745,309,-0.01192849882238079,0.7436661044425408,104.0
69.67,3200000,0.5767817670106887,400,0.04916847526095808,1172.92,0.962127770781517,33.6,2.5450933527946473,309,-0.010784977535658982,0.9329552003052594,104.70000000000006
64.43,3208000,0.34734818458557126,401,0.04993320566369221,1072.63,1.0348135206103324,7.600000000000001,2.5467572379112244,309,-0.026977388269733636,0.9360202941238666,99.50000000000004
63.17,3216000,0.6586268925666809,402,0.031039543277584018,1052.34,0.9787330049276352,5.800000000000001,2.0677356898784636,309,-0.0021012782263460394,0.6734773515428957,99.50000000000004
61.98,3224000,0.5902146089076996,403,0.05064720301423222,1032.85,0.9852612847089768,5.800000000000001,2.5898806500434874,309,-0.014870648667856584,0.8251165216398623,99.50000000000004
59.09,3232000,0.5580362576246262,404,0.05018820319324732,1030.49,0.9681446087360382,5.800000000000001,2.581299992799759,309,-0.01758837525267154,0.9459639156173337,92.10000000000001
59.47,3240000,0.6146576887369156,405,0.039643590417690576,1033.79,0.9904246854782105,5.800000000000001,2.3512517899274825,309,-0.020369826555252074,0.8678406584918348,94.50000000000004
58.31,3248000,0.6395944666862488,406,0.03133781356737018,1033.93,1.006075559258461,5.800000000000001,2.0471160078048705,309,-0.00547968759550713,0.7259077319704167,93.10000000000001
56.6,3256000,0.20368985176086427,407,0.14552003314252943,1043.47,1.0417739617824555,5.800000000000001,2.9647507584095,310,-0.009188327906886116,1.546115968734752,93.10000000000001
57.07,3264000,0.6009806394577026,408,0.04510228776372969,1043.94,1.0646585464477538,5.800000000000001,2.4331676799058912,310,-0.01725956300229882,0.7647682302614789,94.50000000000004
56.54,3272000,0.616090167760849,409,0.04615195783320814,1047.58,1.0302208489179612,5.800000000000001,2.4206283485889433,310,-0.01961342089169193,0.772503635698276,94.50000000000004
56.89,3280000,0.6277302342653275,410,0.039791626925580206,1052.52,1.0128775560855865,5.800000000000001,2.3077856409549713,310,-0.0118665770048392,0.7323788238502695,99.60000000000005
55.76,3288000,0.5921328091621398,411,0.04289387320633978,1045.6,1.0302731359004975,5.800000000000001,2.3684672462940215,310,-0.013048995838616975,0.7188615406618176,94.50000000000004
59.52,3296000,0.5580251240730285,412,0.18662929503247142,1052.23,0.9730373132228851,5.800000000000001,3.7943179523944854,310,-0.01767342470382573,2.3962010724461917,105.0
60.33,3304000,0.6436576986312866,413,0.08065794833004475,1053.95,1.0006978350877762,5.800000000000001,3.1650185346603394,310,-0.011804914276581258,1.449754275662343,105.0
61.47,3312000,0.5252844649553299,414,0.06874705601483583,1043.27,1.0375953531265258,5.800000000000001,2.6847577357292174,310,-0.011344595250557176,1.1251421124607184,105.30000000000003
66.68,3320000,0.5888111251592636,415,0.0733019506232813,1086.43,1.0156335926055908,7.9,2.8278102147579194,310,-0.01439156395761529,1.1927551687881686,109.10000000000001
69.05,3328000,0.6016450905799866,416,0.04438590112142265,1120.89,0.9753811526298523,18.700000000000003,2.442470005750656,310,-0.012130016915034503,0.8451570647324599,109.10000000000001
78.12,3336000,0.6494395923614502,417,0.07239109012763947,1215.79,0.9917311632633209,38.0,2.923432981967926,310,-0.00880932253843639,1.281960988689975,119.30000000000003
80.26,3344000,0.6034582698345184,418,0.0456640230724588,1233.64,1.0109377098083496,41.0,2.4811295145750045,310,-0.020491427721917716,0.7434924149430374,122.20000000000002
82.19,3352000,0.6783890068531037,419,0.0958110089879483,1230.73,1.0075832223892212,41.0,2.7605588483810424,310,-6.571602716576308e-05,1.2271884138102243,124.0
82.6,3360000,0.5683572441339493,420,0.05636813815683126,1238.29,1.027498020529747,41.0,2.72813978433609,310,-0.017847917913168202,1.0188858430194854,124.0
83.4,3368000,0.6625047773122787,421,0.05198062815703452,1232.93,1.0325640416145325,40.9,2.5070426428318022,310,-0.01659818723303033,0.9218670805577779,124.10000000000001
81.76,3376000,0.6355327469110489,422,0.03938338761683553,1218.17,1.0375766110420228,40.9,2.3064958012104033,310,-0.015314569835318252,0.911078283282049,124.0
82.15,3384000,0.622881680727005,423,0.0399012158671394,1231.05,1.0162410193681717,40.9,2.3277236926555633,310,-0.00538971433241386,0.8766866916236908,124.0
83.11,3392000,0.6585876542329788,424,0.08994936440140008,1227.5,1.055848692059517,40.0,3.1437186193466187,310,-0.014774835212156176,1.1556621730383678,124.10000000000001
84.82,3400000,0.5888753056526184,425,0.043145192135125396,1225.09,1.0302055943012238,40.0,2.476074599027634,310,-0.013140278108476195,0.747500681141184,130.10000000000002
85.95,3408000,0.5041419702768326,426,0.08001953608356416,1224.03,0.9689352995157242,38.900000000000006,3.053436954021454,310,-0.03403113284672145,1.6025730757839691,147.70000000000007
82.39,3416000,0.6273260086774826,427,0.04169749925844371,1213.43,0.9940811580419541,38.900000000000006,2.30541520357132,310,-0.009112500672927126,0.8561434843723245,130.10000000000002
82.61,3424000,0.6140708768367767,428,0.04399135188665241,1216.16,1.0161584055423736,37.900000000000006,2.4131360983848573,310,-0.021433583166799507,0.7798040389598545,130.10000000000002
82.74,3432000,0.6622758090496064,429,0.05522284794133157,1224.08,0.9931040436029435,39.9,2.6347612953186035,310,-0.013530874583884724,0.923603764876779,125.50000000000004
79.77,3440000,0.6145508134365082,430,0.0516495351633057,1208.88,1.0042999351024628,38.900000000000006,2.5577300548553468,310,-0.019723051766632124,0.9172335015065559,122.30000000000003
84.54,3448000,0.6166499453783035,431,0.08136782810557634,1219.75,0.9829287457466126,38.900000000000006,2.9964424848556517,310,-0.024980099683016305,1.338939376963109,130.10000000000002
81.56,3456000,0.614862145781517,432,0.0436383351450786,1211.08,1.0336814320087433,38.900000000000006,2.3501626080274582,310,-0.022496692050481215,1.1513608327840004,130.0
81.65,3464000,0.6389702200889588,433,0.06273098543286323,1207.33,1.0035675370693207,37.900000000000006,2.794122117757797,310,-0.01722372467585956,1.3297639281866946,130.10000000000002
84.65,3472000,0.6151858049631119,434,0.05970041742548347,1228.96,0.9684250217676162,37.900000000000006,2.7096335953474044,310,-0.010168939558207057,1.2844828894122395,132.60000000000014
84.04,3480000,0.6178680562973022,435,0.04801594397053122,1217.89,0.982635577917099,37.900000000000006,2.4885294103622435,310,-0.01573993249097839,1.5133347542785294,132.60000000000014
83.08,3488000,0.5549529093503952,436,0.0660327887441963,1215.92,0.9680486768484116,38.0,2.8628876197338102,310,-0.01793089334547403,1.398859241459529,130.10000000000002
87.88,3496000,0.5481170129776001,437,0.09808196371421218,1223.3,0.9919940507411957,37.900000000000006,2.900496619939804,310,-0.006723518099752255,1.219849662029776,155.40000000000012
88.5,3504000,0.5606205552816391,438,0.05012483759783208,1224.39,0.9501227223873139,37.900000000000006,2.5015988051891327,310,-0.01441721986491757,0.8261751229831491,155.40000000000012
87.9,3512000,0.5169125676155091,439,0.08910727343522012,1214.3,0.9672237622737885,37.900000000000006,3.01463835477829,310,-0.013578046997427009,1.0873902399064672,155.40000000000012
72.29,3520000,-0.9459017759561539,440,0.09624266904545947,1042.05,0.962234343290329,5.0,3.3498354506492616,310,-0.04499854794004932,1.5146519357725015,131.10000000000008
32.61,3528000,-0.21995417058467864,441,0.01859072171500884,589.64,1.300694960951805,0.0,1.4932981541752814,310,0.0028319674544036388,0.3612781141839811,91.10000000000001
2.66,3536000,-0.26478483617305754,442,0.01758091776515357,218.98,1.3249969935417176,0.0,1.3983129493147135,310,0.0026996965461876243,0.30951038100591555,4.1000000000000085
1.61,3544000,-0.13539222359657288,443,0.013632707260308052,189.21,1.3504771447181703,0.0,1.2405607264488936,310,0.0009800799388904125,0.1768421401743101,4.0
1.43,3552000,-0.04116806983947754,444,0.012768509465458919,182.29,1.3720987927913666,0.0,1.1941163147613407,310,-0.0005306632339488715,0.15125062138822687,4.0
1.64,3560000,-0.21097889482975007,445,0.01457062894966839,192.14,1.3732534551620483,0.0,1.2867370527610182,310,0.002445419895229861,0.18543684140156738,4.0
1.39,3568000,-0.08848617792129516,446,0.01128463342991381,181.77,1.3793753707408904,0.0,1.0874327863007784,310,-0.00047482613648753614,0.1460401824359633,3.0
1.37,3576000,-0.006290430426597595,447,0.01640175706041191,178.75,1.3810681319236755,0.0,1.3723838889971376,310,0.0022536559269065036,0.18226061497182172,3.0
1.42,3584000,-0.021086545586586,448,0.013161037790323462,182.12,1.3789648163318633,0.0,1.197726133018732,310,-0.00010110449278727174,0.16197864222522684,3.1000000000000085
1.19,3592000,-0.02670313596725464,449,0.01079181663399595,175.53,1.3658230412006378,0.0,1.0348054397664965,310,-0.002063449863344431,0.14383948518705553,3.0
1.09,3600000,-0.003760187029838562,450,0.014976727673893037,173.65,1.3755376470088958,0.0,1.2623913433402776,310,0.003412007263978012,0.18644810639872175,3.0
1.23,3608000,-0.05707145392894745,451,0.01531134870700953,177.9,1.3725338232517243,0.0,1.2991584549471735,310,0.0021635737171163782,0.1804493148859534,3.0
1.35,3616000,-0.00202892541885376,452,0.01458711730361756,181.35,1.3829225850105287,0.0,1.3053927747160197,310,-0.001885630653705448,0.17205116828589376,4.0
1.6,3624000,-0.005641462206840515,453,0.01284911205568278,191.96,1.382986067533493,0.0,1.176820000372827,310,0.0007989300630288199,0.16887677861083072,4.0
1.52,3632000,-0.006928268074989319,454,0.012973575853766305,188.67,1.374634746313095,0.0,1.1951331545971333,310,-0.0010865525458939374,0.16472018044229528,4.0
1.11,3640000,-0.010133432745933533,455,0.010483629697532706,171.98,1.3791064774990083,0.0,1.012352913469076,310,0.0003327144973445684,0.15364579713826668,3.0
1.05,3648000,-0.011261343359947204,456,0.016020988392469918,168.12,1.379536566734314,0.0,1.3100020316429437,310,0.004597018442582339,0.1795211510292182,3.0
1.37,3656000,-0.0037210118770599366,457,0.01343440375834689,181.36,1.3831843864917754,0.0,1.2500592558830976,310,-0.002039577515097335,0.16706331137459365,3.1000000000000085
1.4,3664000,-0.003297162055969238,458,0.013603605215521383,183.76,1.3776875996589661,0.0,1.2414493168517948,310,0.0009443731315695914,0.15983596084313792,4.0
1.54,3672000,-0.005580852031707764,459,0.014940899416942557,188.64,1.376441135406494,0.0,1.2524393954873085,310,0.001758046739269048,0.18151654550983096,4.0
1.66,3680000,-0.011171721816062928,460,0.010804432073277893,190.36,1.3779125833511352,0.0,1.0383436382748186,310,-0.002327767514216248,0.14231932538143774,4.0
1.18,3688000,-0.026759153008461,461,0.009927014587860867,172.37,1.3740494048595429,0.0,0.9852923329174519,310,0.0008161612186813727,0.1295083112834218,3.0
1.1,3696000,-0.006574541330337524,462,0.014626124457208789,169.47,1.3648365080356597,0.0,1.2578561080247164,310,0.002999382042326033,0.1698923696774089,2.1000000000000085
1.36,3704000,-0.0023839205503463747,463,0.015232903972755594,178.79,1.3781457376480102,0.0,1.2755622491240501,310,0.0016379795176908374,0.16723185525028644,3.0
1.56,3712000,-0.0009483236074447632,464,0.01648794148968591,186.3,1.3646941125392913,0.0,1.4108751142024993,310,-0.0009380846105341334,0.1815349015116351,4.0
1.95,3720000,-0.0025626391172409056,465,0.014968378783487423,203.97,1.3810027503967286,0.0,1.3143402307853103,310,0.001668743392219767,0.16740572810324,5.0
1.56,3728000,-0.0018793392181396485,466,0.014387637498002733,190.2,1.3758835089206696,0.0,1.275704566463828,310,0.0006438530271407216,0.16879444435033572,4.0
1.39,3736000,-0.0027217620611190794,467,0.015603165018401342,183.73,1.373738442659378,0.0,1.3244015477597713,310,0.002045188374177087,0.17094742815301303,4.0
1.74,3744000,-0.0009034407138824463,468,0.020290383654391918,196.43,1.361159828901291,0.0,1.5807454169541597,310,-0.0024737940658815204,0.20565601738001976,5.0
1.94,3752000,-0.0034103071689605712,469,0.014125362312188371,204.96,1.363410484790802,0.0,1.2377894137054681,310,-0.0008503921306692064,0.16547771924550422,5.0
1.37,3760000,-0.005724449753761292,470,0.012185919918629225,183.09,1.3734089732170105,0.0,1.1329353746771813,310,0.002528358807321638,0.1529128774489691,4.0
