PMM:episode_rewards,frames,explained_variance,epoch_idx,value_loss,episode_length,policy_entropy,P01:episode_rewards,advantage_norm,fps,policy_loss,grad_norm,P09:episode_rewards
2.13,416000,0.9394817012548446,52,0.006580332417506725,204.83,1.3603338027000427,0.0,0.9391795802116394,291,-0.0006777395392418839,0.21732046613935618,5.1000000000000085
2.25,424000,0.8749390757083892,53,0.009656448595924303,211.82,1.360946694612503,0.0,1.1391301041841506,291,-0.0026433746208203955,0.2907135606647886,5.0
2.32,432000,0.8825110983848572,54,0.009326668302528561,215.51,1.3496007931232452,0.0,1.1408554619550706,292,-0.0014378789534112,0.3039583130797709,5.0
2.06,440000,0.89258609354496,55,0.010095501035684719,207.95,1.3499214363098144,0.0,1.1883680626749993,292,-0.0017909533099737017,0.3082589901687699,5.0
2.07,448000,0.8624408119916915,56,0.012926737079396844,208.95,1.3534711837768554,0.0,1.3117635762691497,292,-0.00351906300522387,0.3802760241112159,5.0
2.64,456000,0.7703366547822952,57,0.012050865850178526,230.45,1.36053928732872,0.0,1.2224408030509948,292,-0.0027653994818683716,0.32516909926189647,6.0
2.26,464000,0.7868981266021728,58,0.010856280479347334,212.24,1.348371992111206,0.0,1.2352051797509194,292,-0.0010630391672020777,0.3055533338272469,5.0
1.94,472000,0.8802720469236374,59,0.00941515157581307,198.82,1.3514201629161835,0.0,1.1667968082427977,292,0.00046793700297712346,0.2661119938586695,4.0
2.25,480000,0.8493634104728699,60,0.012543834157986567,206.16,1.336558747291565,0.0,1.3463243812322616,292,-0.007969716528023127,0.37375901923517146,4.1000000000000085
2.62,488000,0.8958307886123658,61,0.01102767009753734,222.48,1.314962730407715,0.0,1.2390864509344102,292,-0.0038826355201308617,0.33465206757088234,6.0
2.87,496000,0.8548676919937134,62,0.013393791476264596,232.12,1.2688235056400299,0.0,1.387728863954544,292,-0.005662764989829157,0.38194644495647045,6.0
2.85,504000,0.8308423441648484,63,0.014101245044730603,231.76,1.2389617109298705,0.0,1.4180305898189545,291,-0.006231595686986111,0.36344769270788924,6.0
2.63,512000,0.8425949901342392,64,0.010315020172856747,222.67,1.2475304985046387,0.0,1.2178270992636682,290,-0.0024044767083250917,0.29544101248226157,6.0
2.49,520000,0.8044137477874755,65,0.014412412254605442,218.09,1.2147116446495057,0.0,1.4428396767377853,290,-0.007887190866749733,0.3557213364965968,6.0
2.48,528000,0.865801385641098,66,0.012210284492466599,214.52,1.2542223274707793,0.0,1.320245136618614,291,-0.0037876381148817017,0.3277516541724954,6.0
3.04,536000,0.8892667883634567,67,0.0109805058024358,236.44,1.3037063694000244,0.0,1.2584582033753395,291,-0.003442501177196391,0.32398922099344796,7.0
3.21,544000,0.8866917753219604,68,0.011178440229268744,241.15,1.3151115763187409,0.0,1.246334598660469,291,-0.0029757197625076516,0.3662651275035011,7.0
3.1,552000,0.8817725104093551,69,0.01252590372459963,240.44,1.29711146235466,0.0,1.3398612225055695,291,-0.00333232956181746,0.3628696346071731,7.200000000000017
3.0,560000,0.8856701064109802,70,0.008898941851221025,234.97,1.2882770216464996,0.0,1.1488630318641662,291,-0.0035551625565858557,0.2770417314583176,7.200000000000017
3.12,568000,0.9346987563371658,71,0.0063252452923916284,242.65,1.321897166967392,0.0,0.9402216422557831,292,2.1834539948031305e-05,0.22922977736049924,7.200000000000017
2.89,576000,0.8814493149518967,72,0.012443064739927649,231.8,1.2977003693580627,0.0,1.3254531884193421,291,-0.0035760126243985723,0.38514308509363765,6.1000000000000085
3.31,584000,0.889117488861084,73,0.010950967613607645,241.85,1.307600471973419,0.0,1.252157106399536,292,-0.003800633136415854,0.3469201253891752,7.1000000000000085
3.83,592000,0.8811577117443085,74,0.010755490547744558,255.41,1.3291096079349518,0.0,1.235336291193962,292,0.0007653228292474523,0.29775386071427046,10.0
4.26,600000,0.8725575667619705,75,0.01229128341889009,268.65,1.304446008205414,0.0,1.3157989752292634,292,-0.004808997008076403,0.33038963395257454,11.0
4.39,608000,0.8926755720376969,76,0.009652111504692584,273.41,1.3000677013397217,0.0,1.1898588210344314,292,-0.0012071320926770569,0.29500949381349423,10.0
3.96,616000,0.9297574609518051,77,0.007432288047857583,263.07,1.3241574573516846,0.0,1.0272661665081977,292,-0.0017991824680939318,0.2508739858268696,9.0
3.74,624000,0.9020010554790496,78,0.009343892383622005,255.87,1.3100908625125884,0.0,1.1564601361751556,292,-0.0009668288781540469,0.30339652030491066,9.0
3.31,632000,0.9023469322919846,79,0.009256081900093704,247.35,1.3196034371852874,0.0,1.176663053035736,292,-0.0017155247726623201,0.3016206516795274,8.100000000000009
3.61,640000,0.8934934931993485,80,0.010936887287534773,256.91,1.3039168286323548,0.0,1.2643316572904586,292,-0.003437101519666612,0.3309717938087387,8.100000000000009
3.69,648000,0.8992723125219345,81,0.009017641716636717,260.05,1.296234713792801,0.0,1.134974435567856,292,-0.0025281734521195175,0.28361843577962564,9.0
3.98,656000,0.8677734243869781,82,0.012223214884288609,268.73,1.3066220200061798,0.0,1.323147447705269,292,-0.0023568610810616518,0.3499846784353843,9.0
4.06,664000,0.8904340124130249,83,0.010041183782741428,271.0,1.2865794110298157,0.0,1.2110716861486435,292,-0.003817471271613613,0.33579289106084564,9.0
4.4,672000,0.8601992619037628,84,0.012770658927038311,275.28,1.2745905494689942,0.0,1.357011260986328,292,-0.005996294425567612,0.35678302323789235,10.0
4.1,680000,0.8702697855234146,85,0.010945750614628196,261.46,1.3056381523609162,0.0,1.273615773320198,292,-0.0024688229577441234,0.32785245104665883,9.100000000000009
4.2,688000,0.8697157311439514,86,0.0117706562532112,260.57,1.2786130225658416,0.0,1.3224131673574449,292,-0.004514919594585081,0.36036465311898974,9.100000000000009
4.3,696000,0.8441157048940658,87,0.01342096289852634,264.79,1.240152577161789,0.0,1.4074217236042024,293,-0.005692745131091215,0.3687060088952473,10.0
4.51,704000,0.8468504840135574,88,0.012777103786356747,274.94,1.2585918593406678,0.0,1.3828011804819107,293,-0.0015481556218583136,0.35223613487002664,10.100000000000009
4.7,712000,0.8273539209365844,89,0.013744802712462843,282.03,1.2724286425113678,0.9000000000000004,1.4216253286600113,293,-0.0009009244399567251,0.3623162532223872,10.100000000000009
4.84,720000,0.8799669450521469,90,0.01161338739329949,284.58,1.2954091930389404,1.0,1.309340679049492,293,-0.003194868535792921,0.33123021498680105,10.0
4.89,728000,0.8637887966632843,91,0.013245373649988323,283.81,1.294046655893326,1.0,1.4035458213090897,293,-0.0046519333217293025,0.34686068757027627,10.100000000000009
5.02,736000,0.845274708867073,92,0.014087208576966078,291.34,1.278806129693985,1.0,1.4538613474369049,294,-0.003344905744306743,0.38742032687443767,11.0
5.59,744000,0.8130544477701187,93,0.015268807560205459,307.77,1.2803025722503663,1.0,1.5147903865575791,294,-0.004012095298876374,0.3573847812527199,11.100000000000009
5.7,752000,0.8175834530591964,94,0.018473793379962446,313.29,1.245816594362259,1.0,1.664077540040016,294,-0.007888751968712313,0.5372365707733188,12.0
6.18,760000,0.781634669303894,95,0.01918115602340549,326.06,1.2289753401279448,2.0,1.6946429574489594,294,-0.0037634169809462035,0.4829769358954209,12.0
7.13,768000,0.8079292178153992,96,0.018055932149291038,347.18,1.2135683155059815,3.0,1.6442786926031112,294,-0.003173857186920941,0.46025723291672194,12.100000000000009
7.08,776000,0.7680821055173874,97,0.022427738439291717,348.77,1.2261064517498017,3.0,1.8176658272743225,295,-0.009325299293486751,0.5602165263525086,12.0
7.32,784000,0.7962997484207154,98,0.018948424123227597,356.2,1.2353618931770325,3.0,1.680926142334938,295,-0.00539327889913693,0.4390587875353744,11.100000000000009
7.66,792000,0.7735809576511383,99,0.02029967914801091,356.98,1.196938959956169,3.0,1.7541927659511567,295,-0.00798264276170812,0.5347572288513486,13.0
7.83,800000,0.8325400048494339,100,0.016006945362314583,365.18,1.2308830893039704,3.0,1.5641116613149644,295,-0.004145504930747847,0.4179552151930553,13.0
7.7,808000,0.8160425472259522,101,0.01746209986740723,362.77,1.2009183168411255,3.0,1.6050059574842452,295,-0.0058025823393836615,0.4561465377768282,13.100000000000009
8.01,816000,0.7275375187397003,102,0.02222605699207634,371.23,1.2244517648220061,3.0,1.7913733118772506,295,-0.007293225848115981,0.511929523017724,14.0
7.68,824000,0.8112682223320007,103,0.015099125932902097,363.51,1.2538257217407227,2.0,1.5122151386737823,296,-0.0025736457004677505,0.4048004376280216,14.0
7.35,832000,0.7506491190195084,104,0.019812818593345584,357.28,1.234137852191925,2.0,1.7377980196475982,296,-0.005245402794098481,0.526594776052073,14.0
7.21,840000,0.8184026366472245,105,0.016255119340494274,361.53,1.2147853863239289,2.0,1.5701524090766907,296,-0.004274473546392983,0.4496576293803144,14.0
6.67,848000,0.854835017323494,106,0.01426958673633635,340.72,1.2564314162731172,2.0,1.4760319525003434,296,-0.0015662067604716868,0.3940685528208755,12.0
6.89,856000,0.8512007254362106,107,0.013535989318042993,353.52,1.2470717120170594,2.0,1.4320462089776993,296,-0.004949964153929613,0.3982116629221256,12.0
7.56,864000,0.8114950746297837,108,0.018704364304430784,364.73,1.1989856660366058,3.0,1.685367004275322,296,-0.0052826057904167105,0.4805387802229381,12.0
7.8,872000,0.7768469941616059,109,0.019431149810552596,365.24,1.2483710849285126,3.0,1.710401405096054,297,-0.0026432425959501417,0.46432863399741103,12.100000000000009
7.98,880000,0.7408123463392258,110,0.02200255509931594,379.9,1.215526714324951,3.0,1.827190955877304,297,-0.004968510184262413,0.48384595021788857,13.0
8.11,888000,0.7492151153087616,111,0.02193386496976018,386.04,1.1904427456855773,3.9000000000000004,1.8331516075134278,297,-0.006382613335852057,0.5288208232500032,14.0
8.31,896000,0.7810879957675934,112,0.018998445500619708,385.67,1.2220508205890654,3.9000000000000004,1.6855932503938675,296,-0.0035745961463544518,0.4461561919588343,14.100000000000009
8.41,904000,0.8234414118528366,113,0.016915448063518853,394.41,1.2225060749053955,3.0,1.6032789027690888,296,-0.003908382700756192,0.4700557351132625,14.0
8.7,912000,0.8131490594148636,114,0.016471587782725693,405.96,1.2247296631336213,4.0,1.5742145299911499,296,-0.0012886800710111856,0.4074100537433942,14.0
8.68,920000,0.8074134922027588,115,0.017260046442970634,401.62,1.235555670261383,4.0,1.630532078742981,296,-0.00832084701556596,0.44318720127873495,14.0
8.61,928000,0.8243576508760452,116,0.016592828813008963,398.09,1.2182880544662475,3.9000000000000004,1.5732981860637665,296,-0.002917612944729626,0.42050603828206606,14.0
8.62,936000,0.8159505307674408,117,0.017029642292764036,404.8,1.207440654039383,4.0,1.5904951637983322,296,-0.008179895095236134,0.4318282262098541,14.0
8.73,944000,0.7439361560344696,118,0.021579600344412028,401.49,1.2132723093032838,4.0,1.7911870914697647,296,-0.0019309663931198883,0.477288988521357,14.0
8.58,952000,0.8143585962057114,119,0.016121292947791518,399.56,1.1722586047649384,4.0,1.551228066086769,297,-0.00833450849109795,0.4449290765161484,14.0
8.63,960000,0.822628779411316,120,0.017310255225747823,392.09,1.2181475722789765,4.9,1.624176236987114,297,-0.0021182003273861483,0.4181267523879959,14.0
8.8,968000,0.7851016688346862,121,0.020264283339492976,401.39,1.203443992137909,4.0,1.7572943657636642,297,-0.004759897561743855,0.4669648299734869,14.0
9.28,976000,0.7822542834281921,122,0.017532606644090266,411.44,1.230417287349701,4.0,1.632248775959015,297,-0.002253363585223269,0.4118871850010106,15.0
9.19,984000,0.7933939999341965,123,0.017777468834538013,410.33,1.232473738193512,4.0,1.6442057985067366,297,-0.0026415845422889106,0.4370955343767833,15.0
9.41,992000,0.766859193444252,124,0.021191678764298557,408.29,1.1684690833091735,4.0,1.7863593184947968,297,-0.005449891169555485,0.5081518957548736,15.0
9.11,1000000,0.8558989208936691,125,0.014149063832592219,412.74,1.1908621877431869,4.0,1.4610643965005874,297,-0.004271628367132507,0.3963733851669341,15.0
9.44,1008000,0.7884670704603195,126,0.020628809137269853,412.69,1.198539706468582,4.0,1.7543678289651872,297,-0.0025312735743500524,0.5092785375329034,15.0
9.1,1016000,0.756244174838066,127,0.022983608627691866,407.47,1.2425812232494353,3.0,1.8621769785881042,297,-0.0037499064148869363,0.5032414111391177,15.0
9.05,1024000,0.7169395703077316,128,0.022778950934298336,412.41,1.2223835289478302,3.0,1.8624733752012252,297,-0.001859089806675911,0.5066134094650107,15.0
9.28,1032000,0.7950730514526367,129,0.01990257660858333,428.0,1.2220532822608947,4.0,1.735530098080635,298,-0.005566832423210144,0.5047862237917429,15.0
9.64,1040000,0.7755130690336227,130,0.021379097434692084,438.75,1.220185421705246,4.9,1.7959730005264283,298,-0.002117631550936494,0.47852020968998554,15.100000000000009
9.68,1048000,0.7581428557634353,131,0.02058704456780106,448.96,1.2254381585121155,5.0,1.7649725610017777,298,-0.004898742270306684,0.5214072441516131,15.0
9.69,1056000,0.7781793552637101,132,0.020790671491995455,435.02,1.2104292392730713,5.0,1.7615238964557647,298,-0.0077151138772023845,0.5498409846155663,15.100000000000009
9.79,1064000,0.7773177152872086,133,0.01891442685155198,427.59,1.228056765794754,5.0,1.6872846186161041,298,-0.0052628189040115105,0.5036286125630549,15.100000000000009
9.93,1072000,0.7805652493238449,134,0.02039689073804766,430.76,1.20187784075737,5.0,1.762229523062706,298,-0.002568755227257498,0.49055762007368015,15.0
9.8,1080000,0.7441643899679184,135,0.023803624394349753,428.06,1.1718805170059203,5.0,1.9038130521774292,298,-0.0018636501892183332,0.5658400981176266,15.0
10.22,1088000,0.805007956624031,136,0.017896293182857334,436.25,1.2069990837574005,5.0,1.6476349115371705,298,-0.0020380778578692115,0.4573517068341959,16.0
10.61,1096000,0.7734227812290192,137,0.01955088590271771,446.21,1.2050267827510834,5.0,1.715891926884651,298,-0.004398016787017695,0.4948605141280242,16.10000000000001
10.22,1104000,0.7758273720741272,138,0.021434458452276886,448.89,1.1816559147834778,5.0,1.8039159822463988,298,-0.006926473410567268,0.5561607360762992,15.100000000000009
10.62,1112000,0.8124046885967254,139,0.01818573469761759,462.13,1.202241131067276,5.9,1.667276913523674,298,-0.0026345448847860096,0.4539249013919033,16.0
10.78,1120000,0.8088197314739227,140,0.017756771626882255,465.93,1.1917421758174895,6.9,1.6423089653253555,298,-0.004912517410120927,0.45634777754980105,16.0
10.78,1128000,0.7747812432050705,141,0.01815792261622846,463.22,1.2115994453430177,7.0,1.6700757724046706,298,-0.002580243556876667,0.42888988040720444,16.0
10.73,1136000,0.7658752310276031,142,0.02253429152071476,461.81,1.1897843849658967,6.9,1.8516993933916093,298,-0.004216560082277283,0.5567570557576221,16.0
10.86,1144000,0.7993945467472077,143,0.019940779861062765,463.91,1.1916526520252229,6.0,1.7394030743837356,298,-0.0068886290120281045,0.4702799072251827,16.0
10.96,1152000,0.798628499507904,144,0.018258461123332383,464.69,1.2145379316806793,6.9,1.665120159983635,298,-0.0020101494475966318,0.46673795194313533,16.0
10.28,1160000,0.7171146106719971,145,0.01956270895432681,446.41,1.2178399562835693,5.0,1.7265651226043701,298,-0.005748580370855052,0.4775534659357012,15.100000000000009
10.1,1168000,0.7368773585557937,146,0.025892998622730375,452.58,1.181183876991272,5.0,1.986364370584488,299,-0.005830620478373021,0.5889603578161481,16.0
10.36,1176000,0.760389159321785,147,0.02326014810241759,455.92,1.2145426607131957,5.0,1.8797811222076417,299,-0.003589289082301548,0.5129818171458446,16.0
10.25,1184000,0.7668369376659393,148,0.0208707562321797,450.41,1.2191263628005982,5.0,1.7852291637659072,299,-0.004831677949696313,0.48765990491681793,16.0
10.23,1192000,0.7824522733688355,149,0.02293961782474071,446.09,1.178975931406021,5.0,1.8621638798713684,299,-0.0029059979306634886,0.527525500418143,16.0
10.78,1200000,0.7501307249069213,150,0.02257386384997517,459.35,1.1554392910003661,5.0,1.8484973311424255,299,-0.010163507192046381,0.5338188162694878,17.0
11.28,1208000,0.7788006412982941,151,0.021992761907167733,476.11,1.1687637734413148,6.0,1.829215514063835,299,-0.004230251917033456,0.47946713814047487,17.0
11.64,1216000,0.7121148461103439,152,0.027853562645614147,474.97,1.1588613891601562,6.0,2.0566513144969942,299,-0.004780694763176143,0.6624549216231134,17.10000000000001
11.48,1224000,0.7650562661886215,153,0.02251501612830907,473.7,1.1476761877536774,6.0,1.8443720847368241,299,-0.0051203280076879305,0.49417198372277077,17.0
11.67,1232000,0.8059048622846603,154,0.019396986346691847,481.49,1.1975634944438935,6.0,1.7223171555995942,299,-0.006535919165471569,0.4745403843677908,18.0
11.52,1240000,0.7776182532310486,155,0.020932620335370303,484.14,1.1959668576717377,6.0,1.790913987159729,299,-0.004709476575080771,0.48051519884864397,17.0
11.64,1248000,0.7453228062391282,156,0.02440017057117075,488.02,1.1686131858825684,6.0,1.9410262835025787,299,-0.0031949949287809433,0.6292834739232576,18.10000000000001
12.18,1256000,0.7185182911157608,157,0.026334524634294212,491.09,1.141328461766243,6.0,1.9995820546150207,299,-0.004239195683621802,0.6701901744776788,19.10000000000001
12.09,1264000,0.6871106225252152,158,0.028287691110745073,493.11,1.1036208152770997,6.0,2.0456057000160217,299,-0.007540498685557395,0.6534625303967297,19.0
12.25,1272000,0.7013346284627915,159,0.024700138671323656,491.4,1.150923240184784,6.9,1.9438659381866454,299,-0.007077689901161648,0.5742833450307316,19.0
13.12,1280000,0.7643316560983657,160,0.022959434143267572,513.09,1.1762192463874817,7.0,1.8624270570278167,299,-0.005713026268058457,0.6207868002458625,19.0
13.24,1288000,0.7811691904067993,161,0.022421165737323463,507.88,1.2021421802043915,8.0,1.8440194714069367,299,-0.007516981272783596,0.5378281548857315,19.10000000000001
13.39,1296000,0.7243329936265945,162,0.025291062025353313,510.21,1.1899050235748292,8.0,1.9579732847213744,299,-0.0026990931073669344,0.6354176513964039,20.0
13.33,1304000,0.7424777489900589,163,0.024731088951230048,504.29,1.1808640491962432,7.9,1.9398863887786866,300,-0.003216513992520049,0.5611354474343238,20.0
13.58,1312000,0.7472647219896317,164,0.02498508085962385,506.9,1.1733401501178742,8.0,1.9426137399673462,299,-0.008740972565137782,0.5406820017528874,19.10000000000001
13.76,1320000,0.7632185441255569,165,0.021465537883341313,518.93,1.2078515470027924,7.9,1.7884283113479613,300,-0.005690869595564436,0.47808388877221397,20.0
12.54,1328000,0.5941337394714356,166,0.02577568342909217,484.06,1.1550069773197174,5.0,1.9391756361722947,300,-0.011811681735125604,0.6008541020586093,19.10000000000001
9.99,1336000,0.6741083192825318,167,0.021104476954787968,412.22,1.1482810223102569,0.0,1.7677119344472885,300,-0.00239633348362986,0.527977510092154,18.0
10.09,1344000,0.7425028872489929,168,0.026986673241481185,420.94,1.1512591195106507,0.0,2.0210404324531557,299,-0.00828760848249658,0.657525140830181,18.0
10.19,1352000,0.7537787753343582,169,0.024763703551143407,429.8,1.1976569557189942,0.0,1.9240591609477997,299,-0.002669438027078286,0.5911856576994289,18.0
10.26,1360000,0.7813682138919831,170,0.021537351459264754,433.63,1.1927066481113433,0.0,1.8104269754886628,300,-0.006785084011498839,0.5288984801853909,18.10000000000001
10.35,1368000,0.7303383862972259,171,0.02560669483616948,432.54,1.16095729470253,0.0,1.9648692834377288,300,-0.00642968092506635,0.7006497771054363,19.0
11.91,1376000,0.6740595072507858,172,0.028143697250634432,466.3,1.149466897249222,1.0,2.070789443254471,300,-0.00347295569779817,0.6803100490455664,21.0
13.85,1384000,0.7443736261129379,173,0.02687981497962028,521.5,1.1670961833000184,5.9,2.002088497877121,300,-0.00925786471227184,0.608870171309345,21.0
