explained_variance,P09:episode_rewards,policy_entropy,value_loss,epoch_idx,episode_length,policy_loss,PMM:episode_rewards,fps,advantage_norm,grad_norm,P01:episode_rewards,frames
-1.7473659664392471,2.0,1.3231690800189972,0.2036836223815908,1,158.73333333333332,0.01170946151163662,0.7777777777777778,811,2.5005848781764506,7.267875648182652,0.0,8000
-0.2853385215997696,3.0,1.3660195767879486,0.009694252763183612,2,171.0989010989011,-0.0006838641370995901,1.0769230769230769,839,0.9719183794781565,0.1776812536980475,0.0,16000
-0.4985641497373581,4.0,1.3687036550045013,0.007962020528239008,3,179.85,0.0006468296336242929,1.32,861,0.8453862964361906,0.14072975346279634,0.0,24000
-0.24434146463871,4.0,1.3819575464725495,0.0103633967582482,4,178.46,0.0014948554166039686,1.31,877,1.004510098658502,0.16429006174437144,0.0,32000
-0.312412742972374,3.0,1.3848508930206298,0.007448151844682798,5,179.59,0.0007459673983976245,1.35,887,0.7776007364317775,0.11977954770711015,0.0,40000
-0.15820093631744384,3.0,1.3853705823421478,0.008467188073168472,6,175.81,0.00021959607722237706,1.22,893,0.9169892184063793,0.11114440811784337,0.0,48000
-0.5800895059108734,3.0,1.3852982699871064,0.007747694586388434,7,170.43,0.0024980548478197306,1.1,896,0.7656397883873433,0.1274714372670812,0.0,56000
-0.17048010230064392,3.0,1.384493372440338,0.009545364931354924,8,174.29,-0.0013826622627675534,1.21,898,0.9361955745704472,0.13274621260113836,0.0,64000
-0.09078701555728913,4.0,1.3844180059432984,0.010521605604844808,9,183.09,0.0011613112113263923,1.37,903,1.0482734180241824,0.1286547004572761,0.0,72000
-0.25233012914657593,4.0,1.3839700984954835,0.007505081966864963,10,181.68,-4.992011818103492e-05,1.35,905,0.8046734333783389,0.11450479181160281,0.0,80000
-0.19609239280223847,2.1000000000000085,1.3855949687957763,0.007993482795063756,11,173.51,0.0005443380540236831,1.15,905,0.7699446128308773,0.12434796385699257,0.0,88000
-0.11615137696266174,3.1000000000000085,1.3857355511188507,0.010026013818423963,12,177.42,0.0017251314886379987,1.26,905,0.9892756317555904,0.14214896430389376,0.0,96000
-0.1741689044237137,3.0,1.3849565982818604,0.00979393135972714,13,183.56,-0.00042253658641129734,1.4,908,0.9961695856228471,0.1424637084852289,0.0,104000
-0.14287276387214662,4.0,1.3821339404582977,0.00911694921707749,14,197.66,0.0003763091252767481,1.76,910,0.946324059292674,0.13859742619433077,0.0,112000
-0.18466408669948578,4.0,1.3803459692001343,0.009003579800773877,15,191.68,0.0009796159586403519,1.65,910,0.9193229056149721,0.15363767413762372,0.0,120000
-0.27459036707878115,4.0,1.382879685163498,0.010743623623820895,16,192.57,0.0007631555305124494,1.63,913,1.0891382148116826,0.18265549808108156,0.0,128000
-0.07851846694946289,4.0,1.3815816068649291,0.008283980369615165,17,195.54,0.0007652350689750165,1.71,914,0.9261949386075139,0.17494821655066797,0.0,136000
-0.06567806661128998,4.0,1.378568958044052,0.008190949496820395,18,197.8,-0.0003165963519131765,1.76,914,0.9246665559709072,0.19647314269056923,0.0,144000
0.15118096947669982,5.1000000000000085,1.3788011682033539,0.009663091245529358,19,211.12,0.0025191848637768997,2.14,915,1.0588611894845963,0.21304687155985746,0.0,152000
-0.08906008303165436,5.0,1.3798468971252442,0.006397458118262875,20,201.82,-0.0005639938244348741,1.93,915,0.7929402928426862,0.15430898056501804,0.0,160000
-0.018614249229431154,3.0,1.384436548948288,0.007544312696445558,21,186.75,-0.00013592819042969494,1.49,916,0.8790934893488884,0.17008041465902238,0.0,168000
-0.2406105452775955,3.1000000000000085,1.3852555775642394,0.007730476819124306,22,184.94,0.000449555243976647,1.39,916,0.9126888844370842,0.16589191071513895,0.0,176000
-0.2036838561296463,4.0,1.3840037930011748,0.006006927630551218,23,185.91,-0.00037294589448720215,1.42,917,0.7473367507010699,0.13042928181517893,0.0,184000
-0.3884372067451477,3.0,1.3833792901039124,0.005362900529535182,24,175.58,0.0005169447915977798,1.15,916,0.6750231396779418,0.12238660478747315,0.0,192000
-0.4397524321079254,3.0,1.3821178221702575,0.005342227420587733,25,169.5,-2.251017314847559e-05,1.03,917,0.7281604216992855,0.13881534849315677,0.0,200000
0.014425200819969177,4.0,1.381856050491333,0.0068220095166179814,26,179.88,0.00020133223280936364,1.3,917,0.8593477379530668,0.14313136273790833,0.0,208000
0.08554078578948975,4.0,1.382026447057724,0.0043944653591461245,27,181.72,9.27530782064423e-06,1.33,918,0.6603800283372402,0.12359909756396605,0.0,216000
-0.35559175074100496,3.0,1.3829985201358794,0.005644691390407388,28,173.5,-0.00020069514779606833,1.15,918,0.7293525172024965,0.13801415984002782,0.0,224000
-0.032720975279808044,3.0,1.375281800031662,0.008665245987358502,29,177.11,0.0002522735862294212,1.31,918,0.9909025141596794,0.17109399466600472,0.0,232000
0.059301113486289976,4.0,1.3712162208557128,0.005303026107685582,30,184.47,-0.00028118519461713733,1.5,918,0.7089968739449978,0.13069449181556883,0.0,240000
-0.14516791462898254,4.0,1.373787282705307,0.006429091009376862,31,180.76,-0.0002877372463990469,1.4,918,0.8115074522793293,0.1492657067910603,0.0,248000
0.13170999586582183,3.1000000000000085,1.3815168261528015,0.006023753849549393,32,181.44,0.00040035177564277545,1.38,918,0.7995405618846416,0.15339671609434016,0.0,256000
0.15843857884407042,3.1000000000000085,1.3831752419471741,0.004323940434478573,33,180.14,-0.000728765478359037,1.34,918,0.6776354792714119,0.11936618202936372,0.0,264000
0.06259970605373383,4.0,1.3826975178718568,0.006035754869808443,34,178.5,-0.000268498028308386,1.3,918,0.8066139155626297,0.14751332271291254,0.0,272000
0.34854328334331514,4.0,1.377985693216324,0.007035147604183294,35,188.62,0.000250621813320322,1.58,920,0.9156655088067055,0.16998512743490143,0.0,280000
0.14025808453559876,5.0,1.3824442577362062,0.004269634460579255,36,195.6,0.0005863301809586118,1.77,920,0.6779798841476441,0.11931373964336643,0.0,288000
0.0922160804271698,4.1000000000000085,1.3848373699188232,0.0061753582258097595,37,192.43,-0.0021080618281848727,1.66,920,0.7990045538544654,0.170810601101428,0.0,296000
-0.14077853739261628,3.1000000000000085,1.383787577152252,0.005479137840266049,38,179.08,0.0007464403346239124,1.27,921,0.7779998214542866,0.15475866231293073,0.0,304000
0.20493845641613007,4.0,1.384547109603882,0.00544091259886045,39,184.28,-0.0009601835139324066,1.42,920,0.7961709891259671,0.16546457790039285,0.0,312000
0.12989782631397248,4.0,1.3851999855041504,0.005019111421097478,40,186.12,-5.0308945355936884e-05,1.47,920,0.7345151058584451,0.1413655615142261,0.0,320000
0.33714452862739563,4.0,1.3827727329730988,0.005276099287366378,41,181.67,-0.0003093917954538483,1.36,921,0.7789539125561714,0.14460922019602054,0.0,328000
0.12847932159900666,4.0,1.3834915280342102,0.004740409640580765,42,199.28,0.0004180957717471756,1.78,921,0.7310242322832345,0.14506181612112148,0.0,336000
-0.4853346961736679,4.0,1.3842405700683593,0.00502503891775632,43,190.17,0.0004821770378475776,1.55,921,0.7047670451924205,0.1344754377765342,0.0,344000
-0.8130453652143479,3.0,1.3819347929954529,0.00523688156674325,44,172.36,-0.0009822566411457957,1.17,920,0.7668192631006241,0.13784839402285873,0.0,352000
0.14821600914001465,3.0,1.3819954156875611,0.00552083519349253,45,173.07,0.0006950912108004559,1.21,920,0.7885510340332985,0.14756451683257904,0.0,360000
-0.02486193597316742,3.0,1.3817952704429626,0.004713910731043143,46,172.32,-3.3148080401588235e-05,1.18,920,0.6943660056591034,0.13425945666761724,0.0,368000
-0.25346183359622954,3.0,1.383993649482727,0.004725648266612552,47,169.18,-0.0006666884070727974,1.09,920,0.7091265904158354,0.1461833452049434,0.0,376000
