frames,clip_fraction,episode_length,PMM:episode_rewards,advantage_norm,policy_loss,value_loss,epoch_idx,explained_variance,P09:episode_rewards,P01:episode_rewards,approx_kl_divergence,policy_entropy,grad_norm,fps
112640,0.0,340.62,180.0,15.968718189001084,-0.0009419383928616299,0.0190436094373581,11,-4.470348358154297e-09,357.5000000000007,50.0,0.00023381265937558738,1.7822896093130112,0.06386877748018883,193
122880,0.0,333.68,167.25,15.968718153238296,-0.00043438095999590585,0.01987365025561303,12,-2.8312206268310546e-08,430.0000000000004,50.0,0.00011427377376165282,1.7831275478005408,0.053661025984128974,194
133120,0.0,330.14,162.5,15.96871782541275,-0.0006024715168678086,0.01586113600060344,13,-8.940696716308593e-09,380.00000000000045,25.0,0.00014663081532866328,1.7836814373731613,0.05911061731502779,193
143360,0.0,327.18,162.5,15.968717956542969,-0.0006617564700718504,0.018395624705590308,14,-2.3469328880310058e-08,430.0000000000004,25.0,0.00015985664599078576,1.784325184673071,0.0560966186862941,193
153600,0.0,327.18,162.0,15.968718111515045,-0.0005231621435086709,0.0202216072648298,15,7.82310962677002e-09,340.00000000000125,25.0,0.00011714674444522899,1.784941453486681,0.054493906143296175,194
163840,0.0,334.02,187.25,15.968718099594117,-0.0005857100051798625,0.019511557940859348,16,7.450580596923828e-09,502.5000000000002,25.0,0.0001287568987770271,1.7834806531667708,0.05800096364609329,195
174080,0.0,335.28,190.75,15.968718218803406,-0.0002872195498639485,0.02215843176818453,17,3.725290298461914e-09,450.0,25.0,8.112668439697046e-05,1.785913883149624,0.05400165725918267,194
184320,0.0,335.26,191.0,15.968717938661575,-0.0006048324063158361,0.01914426212606486,18,-5.960464477539063e-09,427.5000000000002,25.0,0.00013206280772095624,1.781178343296051,0.05789830756253651,194
194560,0.0,332.82,175.5,15.968718034029006,-0.0003929804077415611,0.019445727072888986,19,-9.685754776000977e-09,352.5000000000002,47.50000000000001,0.00010672514154332901,1.781505535542965,0.055581392255582354,194
204800,0.0,335.68,174.5,15.968718200922012,-0.0006370077760948333,0.02035359708825126,20,-3.7252902984619143e-10,302.5000000000002,25.0,0.00014672126194774647,1.7837104395031929,0.05446340890767545,194
215040,0.0,334.82,169.0,15.968718248605729,-0.0004566568166410434,0.020403348392574117,21,8.195638656616212e-09,325.0,25.0,0.00011166482803446343,1.7874952793121337,0.05705799162405809,194
225280,0.0,339.52,169.25,15.968717938661575,-0.0004276137060514884,0.017534875849378295,22,-2.2351741790771484e-09,330.0000000000004,25.0,9.75390418127553e-05,1.7854924075305463,0.0538118378118612,194
235520,0.0,331.73,149.5,15.96871799826622,-0.0004295314960472751,0.016892357839969917,23,-1.4901161193847657e-09,330.0000000000004,25.0,0.00010574247250190183,1.7880060777068139,0.054480683485834805,194
245760,0.0,330.69,139.25,15.968717956542969,-0.0007417849064040638,0.01701610919844825,24,-1.3783574104309083e-08,275.0,25.0,0.00016208749598831674,1.7881612680852412,0.058746146163013505,195
256000,0.0,324.37,136.25,15.968718045949936,-0.0005887174876988866,0.019377023392007687,25,-1.3411045074462891e-08,250.0,25.0,0.00013148776582632137,1.784801786392927,0.0559810932852147,195
266240,0.0,332.21,164.5,15.968718081712723,-0.000501420172440703,0.021918390539940446,26,7.82310962677002e-09,352.5000000000002,50.0,0.00010925073833965016,1.7783187009394168,0.05477089898798817,195
276480,0.0,330.32,181.25,15.968718272447585,-0.0006380306702340021,0.022273367457091808,27,7.078051567077636e-09,402.5000000000002,50.0,0.00017613467092090219,1.7705615699291228,0.056215369085797884,195
286720,0.0,336.33,194.0,15.968718236684799,-0.0008192276724003023,0.022832133041811177,28,-1.9371509552001954e-08,407.5000000000006,47.50000000000001,0.00016999466119713703,1.7823577612638473,0.0598297907432344,195
296960,0.0,336.28,192.25,15.968718296289444,-0.00033696715108817444,0.022675586910918356,29,8.940696716308593e-09,325.0,47.50000000000001,9.459628920112095e-05,1.7849101319909095,0.05572492538238827,195
307200,0.0,345.05,205.0,15.968718260526657,-0.0006298898508248385,0.022605621826369316,30,-1.4901161193847656e-08,390.0000000000013,25.0,0.00011390273139184614,1.7766007393598557,0.05296296114372477,195
317440,0.0014404296875,354.32,220.75,15.968718326091766,-0.0008718579050764674,0.026652657589875162,31,-2.644956111907959e-08,390.0000000000013,47.50000000000001,0.00020940458912406258,1.7733893066644668,0.058659412934816135,195
327680,0.0,348.26,207.5,15.96871812939644,-0.0005317191273206845,0.020146171905798836,32,-8.195638656616212e-09,410.00000000000085,50.0,0.00011709219140527693,1.7873589120805264,0.056872361357624544,195
337920,0.0,348.63,211.5,15.96871801018715,-0.0007598531599796842,0.02058635557477828,33,-1.4901161193847657e-09,432.5000000000006,75.0,0.0001508521810279717,1.7806820012629032,0.05587272348726137,195
348160,0.0,342.64,190.75,15.96871821284294,-0.00023142726531659718,0.018909423920558766,34,-2.7194619178771972e-08,377.5000000000002,50.0,7.871175355109728e-05,1.7776764400303364,0.053007568393775725,195
358400,0.001123046875,334.52,177.0,15.968718284368515,-0.0008900358936443809,0.02110968158522155,35,1.3411045074462891e-08,282.5000000000007,50.0,0.0001904728190307736,1.7856935180723668,0.05853893070370617,195
368640,0.0,326.35,154.0,15.968717908859253,-0.0007841074879252119,0.017151227437716444,36,5.215406417846679e-09,250.0,25.0,0.00016591869744715383,1.7833714842796327,0.05636976447547458,195
378880,0.0,320.25,146.75,15.968717831373215,-0.00041695185864227825,0.015950153113226406,37,-3.3527612686157227e-08,250.0,25.0,0.0001189431187977874,1.7856201574206352,0.05381119014781549,195
389120,0.0,321.52,142.5,15.968718093633651,-0.000382938820621348,0.01847413737268653,38,-3.837049007415772e-08,250.0,25.0,0.00010172164906752101,1.7878221452236176,0.0565167455732782,196
399360,0.0,330.75,161.5,15.968718123435973,-0.00042196193535346536,0.022085776229505426,39,2.384185791015625e-08,280.00000000000045,47.50000000000001,9.703191402135047e-05,1.7884580776095391,0.05675402104519883,196
409600,0.0,331.32,172.5,15.968718004226684,-0.0005281106852635276,0.01721501195279416,40,-2.2351741790771484e-08,335.00000000000085,50.0,0.00010943993803493867,1.7889221549034118,0.05639297703191516,196
419840,0.0,336.16,187.75,15.968718266487121,-0.0004914395114610671,0.021659518466913143,41,-1.3411045074462891e-08,475.0,50.0,0.00011513648312870828,1.7866483524441719,0.056461198338812746,196
430080,0.0,332.21,179.0,15.968718153238296,-0.0005921530078921933,0.021153260237770154,42,-1.862645149230957e-09,430.0000000000004,50.0,0.00012279020400676188,1.776606710255146,0.05493319489653078,196
440320,0.0,333.52,169.75,15.968718093633651,-0.0006571246660314501,0.017852037400007247,43,-5.587935447692871e-09,302.5000000000002,25.0,0.00015289198779377955,1.7827649429440497,0.05633177306519586,196
450560,0.0,334.87,167.0,15.968718045949936,-0.0006663194220891455,0.017625010627671144,44,-1.6391277313232423e-08,300.0,25.0,0.00014321326929289668,1.779613721370697,0.05470710081182008,196
460800,0.0,334.99,162.0,15.968718028068542,-0.0005749637635744876,0.02049257718026638,45,-1.4156103134155273e-08,305.00000000000045,25.0,0.0001331033226222189,1.7858062602579594,0.056226929085822795,196
471040,0.0,339.15,182.0,15.968718194961548,-0.000625761380433687,0.022719146817689762,46,-1.4901161193847656e-08,425.0,25.0,0.000142566811286704,1.7863812737166882,0.05627790275435646,196
481280,0.0,341.49,199.25,15.968718242645263,-0.0006264726813242305,0.023469148360891267,47,-2.16066837310791e-08,475.0,25.0,0.00013313611381171597,1.7872998990118503,0.05573814208347004,196
491520,0.0,342.43,206.0,15.968718057870865,-0.0007921514868939993,0.021580898138927294,48,3.3527612686157227e-09,357.5000000000007,50.0,0.00017522190781953383,1.7836324542760849,0.05557919812704602,196
501760,0.0,334.5,185.0,15.968717855215072,-0.0006163207057397812,0.01735814564162865,49,-1.825392246246338e-08,350.0,47.50000000000001,0.0001429829370970026,1.7849767588078975,0.057083550508018666,196
512000,0.0,330.6,163.75,15.9687180519104,-0.0006827250384958461,0.018705085170950042,50,-2.0861625671386717e-08,305.00000000000045,25.0,0.00016399144965717483,1.784031154960394,0.05849874865769643,196
522240,0.0,338.78,171.5,15.968718147277832,-0.00037374751664174253,0.020274950843304395,51,2.0861625671386717e-08,407.5000000000006,25.0,8.461822607799263e-05,1.7898351430892945,0.053362978175426165,196
532480,0.0,339.99,175.25,15.96871801018715,-0.0006499251721834298,0.021868256171001122,52,2.2351741790771484e-08,400.0,50.0,0.00014930084830417912,1.7871057614684105,0.05891823864723876,196
542720,0.0,336.01,168.5,15.968717747926712,-0.0007231538325868314,0.016843987787433436,53,-1.2293457984924316e-08,332.5000000000006,25.0,0.0001426580228685026,1.7833308011293412,0.05584620863572336,196
552960,0.0,333.06,174.0,15.968718254566193,-0.0006796177873184206,0.02192828368861228,54,1.564621925354004e-08,332.5000000000006,47.50000000000001,0.00017029258349055,1.7775044061243535,0.05559799389871457,196
563200,0.0,335.28,184.5,15.968718260526657,-0.0004412828966451343,0.02130297232652083,55,8.568167686462402e-09,427.5000000000002,25.0,0.00010617391548013444,1.7794080279767512,0.053466233940712614,196
573440,0.0,340.89,190.0,15.968717974424361,-0.0005275199864627211,0.019755725673167034,56,1.825392246246338e-08,450.0,47.50000000000001,0.00012888724919619677,1.78433867841959,0.05477261421560138,196
583680,0.0,340.0,192.25,15.968718367815018,-0.0006341997330309823,0.023982507520122452,57,-2.9802322387695312e-08,427.5000000000002,50.0,0.00012463302908578556,1.7756544262170793,0.057060028626079104,196
593920,0.0,342.56,191.25,15.968718284368515,-0.0003888167924742447,0.02134400057257153,58,-8.568167686462402e-09,355.00000000000045,50.0,0.00010378226169436289,1.774352952092886,0.05341549160397759,196
604160,0.0,341.53,200.25,15.968718308210374,-0.00047591869115422015,0.021388090489199384,59,-7.82310962677002e-09,475.0,50.0,9.914725784412325e-05,1.7811871007084847,0.054584398370398524,196
614400,0.0,343.5,212.0,15.968718308210374,-0.0005705768769985297,0.022603525896556675,60,3.241002559661865e-08,502.5000000000002,50.0,0.00012481779828048544,1.778073950856924,0.05649577561190834,196
624640,0.0,337.03,208.25,15.968718028068542,-0.0007649379509530263,0.020449472693144344,61,-1.6391277313232423e-08,525.0,47.50000000000001,0.00018567788571495215,1.7889925688505173,0.05790865154000211,196
634880,0.0,339.07,191.75,15.968717986345291,-0.0007051660562865436,0.018312223185785115,62,4.8428773880004884e-09,452.50000000000017,47.50000000000001,0.0001491810515915404,1.7871109031140804,0.055719914913494706,196
645120,0.0,331.14,166.25,15.968718087673187,-0.0004144520320551237,0.019583923152822535,63,-1.1175870895385742e-08,427.5000000000002,25.0,9.754326002351377e-05,1.7803502082824707,0.05455807441148823,196
655360,0.0,334.64,180.25,15.968718522787094,-0.0006776769547286676,0.02368815232766792,64,-7.450580596923829e-10,450.0,25.0,0.00014526374663788034,1.7796048730611802,0.05755623104332156,196
665600,0.0,331.1,188.75,15.968717980384827,-0.00048438150915899316,0.019818533820216543,65,-3.241002559661865e-08,525.0,25.0,0.00012166829266035961,1.7741381324827672,0.053814572092374405,196
675840,0.0,330.15,181.75,15.968718099594117,-0.0006783171058486915,0.018486965200281702,66,-1.6391277313232423e-08,452.50000000000017,25.0,0.00016113268695594485,1.7801136337220669,0.05512791206487555,196
686080,0.0,336.23,195.25,15.968718308210374,-0.0007233495114633115,0.02409530510776676,67,-2.60770320892334e-08,475.0,50.0,0.00015638413544198925,1.7806960023939609,0.05577372315849074,196
696320,0.0,340.48,194.25,15.968718242645263,-0.0004442332236067159,0.019910039445676375,68,-2.6077032089233397e-09,475.0,25.0,0.00010249271064601828,1.7803554356098175,0.05701236283115402,196
706560,0.0,343.14,195.0,15.968718194961548,-0.0006262210979912197,0.019732244865735993,69,-8.940696716308593e-09,475.0,25.0,0.0001324952641041932,1.7800150103867054,0.056234693871307764,196
716800,0.0,339.74,173.0,15.968718123435973,-0.0003541605088685174,0.01801383830315899,70,-2.3096799850463868e-08,377.5000000000002,25.0,9.148551483484368e-05,1.7841693624854087,0.052965646648141504,196
727040,0.0,331.44,154.0,15.968717920780183,-0.0005082468102045823,0.017929860402364283,71,-1.1175870895385742e-09,275.0,25.0,0.00011593832517355906,1.7841094620525837,0.05251310878501231,196
737280,0.0,335.01,162.25,15.968718177080154,-0.00045963017128087814,0.022957759746350347,72,-9.685754776000977e-09,350.0,25.0,0.00010442595147459599,1.7856376580893993,0.057234018578867105,196
747520,0.0,337.53,182.75,15.968718308210374,-0.0003820949943474261,0.021706721041118725,73,2.0861625671386717e-08,400.0,25.0,8.416404679145728e-05,1.7847103074193,0.055384263876856264,196
757760,0.0,341.25,206.0,15.968718200922012,-0.0007814195254468359,0.021296634574537166,74,-2.5331974029541015e-08,477.5000000000002,25.0,0.00016891495054096594,1.7743896909058094,0.05755074240155748,196
768000,0.0,336.79,199.75,15.968718028068542,-0.00042415440875629427,0.01933789629547391,75,-8.195638656616212e-09,477.5000000000002,25.0,0.00010798070429327567,1.785225984454155,0.05769238283085818,196
778240,0.0,337.17,191.75,15.96871811747551,-0.0005519684502360179,0.020876732995384374,76,-1.7136335372924803e-08,475.0,50.0,0.00012580835349353947,1.7862269788980485,0.056372401973917644,196
788480,0.0,334.11,173.75,15.968718105554581,-0.0005033787019783631,0.01989446425868664,77,-1.564621925354004e-08,317.5000000000015,50.0,0.00010162775992057504,1.7817717000842095,0.05550690742456521,196
798720,0.0,339.64,175.25,15.968718189001084,-0.0006781631243939045,0.020467027739505282,78,1.4901161193847656e-08,317.5000000000015,50.0,0.00013188069122129775,1.7785153791308403,0.057431641104464484,196
808960,0.0,342.96,182.25,15.968718028068542,-0.00038016066755517384,0.01919694803946186,79,4.470348358154297e-09,430.0000000000004,50.0,9.869133835529453e-05,1.7841230414807796,0.05461100147154546,196
819200,0.0,333.47,171.75,15.968718194961548,-0.00022745686328562442,0.019475764277740382,80,6.7055225372314455e-09,380.00000000000045,25.0,5.521667450842926e-05,1.7829941861331462,0.05480750887680276,196
829440,0.0,330.56,174.75,15.968718135356903,-0.0005524930395040429,0.022315592161612587,81,5.215406417846679e-09,380.00000000000045,25.0,0.0001196898503792454,1.7746257342398166,0.05762304984403409,196
839680,0.0,326.2,180.75,15.968718266487121,-0.0004642026902729413,0.021258603135356678,82,3.3527612686157227e-09,427.5000000000002,25.0,9.438040123459502e-05,1.772946235537529,0.05657332331369397,196
849920,0.0,327.93,198.5,15.968718177080154,-0.000451494202206959,0.021741717838449404,83,1.1175870895385742e-09,452.50000000000017,50.0,9.509348758136582e-05,1.776989010721445,0.05401499924460753,196
860160,0.0,326.45,189.75,15.96871811747551,-0.0008274163265014067,0.02087006616347935,84,-1.9371509552001954e-08,425.0,50.0,0.0001625330488044696,1.7790494456887245,0.058985515122925644,196
870400,0.0,329.66,186.5,15.968718063831329,-0.00048514588434045436,0.02140396453323774,85,-1.0058283805847169e-08,380.00000000000045,47.50000000000001,0.00012585495582300154,1.7851190544664859,0.05579412231560503,196
880640,0.0,328.27,164.25,15.968718296289444,-0.0007319206796637445,0.021112717248615808,86,-2.3469328880310058e-08,325.0,25.0,0.0001488636538457655,1.7796108290553092,0.05961334903689629,196
890880,0.0,336.25,190.75,15.968718194961548,-0.0006074638893551309,0.022102901694597676,87,-9.685754776000977e-09,432.5000000000006,25.0,0.00014389099140608153,1.7783851809799671,0.05739761518890448,196
901120,0.0,338.56,195.0,15.968718206882476,-0.0006668756941508036,0.019866975222248583,88,7.82310962677002e-09,502.5000000000002,25.0,0.0001301684077748,1.7757037714123727,0.05569795544883118,196
911360,0.0,341.84,215.0,15.968718284368515,-0.00043415279433247635,0.022670891031157225,89,-1.3411045074462891e-08,525.0,25.0,0.00010114820879216779,1.7678201250731944,0.05699482473592932,196
921600,0.0,345.97,235.75,15.968718415498733,-0.00040611006661492863,0.028166723158210515,90,-7.82310962677002e-09,527.5000000000002,50.0,9.264850936325786e-05,1.7578767344355584,0.057497658368995265,196
931840,0.0,349.03,248.5,15.968718403577805,-0.0008740212026168593,0.026055915153119714,91,7.82310962677002e-09,552.5000000000002,50.0,0.00018414187893824873,1.7566503763198853,0.05733394852484473,196
942080,0.0,349.25,253.0,15.968718308210374,-0.0005501340045157121,0.024111278081545607,92,7.450580596923829e-10,550.0,72.50000000000001,0.00013125953997774608,1.7642300575971603,0.054745819900784684,196
952320,0.0,346.84,223.5,15.968717896938324,-0.0005582287874858593,0.01929552570800297,93,1.564621925354004e-08,477.5000000000002,50.0,0.00011819539964115222,1.7602802902460097,0.05579524615386594,196
962560,0.0,344.79,210.5,15.96871845126152,-0.0006320219446934062,0.02492298122961074,94,7.82310962677002e-09,475.0,50.0,0.00014219839256668365,1.756855908036232,0.05693739166877001,196
972800,0.0,348.3,214.25,15.96871834397316,-0.0004185272609902313,0.026952656323555858,95,2.2351741790771484e-09,477.5000000000002,50.0,9.566150945481411e-05,1.7616819903254508,0.057165157237874444,196
983040,0.0,345.62,223.75,15.96871839761734,-0.0007426493986713468,0.027800483361352234,96,-8.195638656616212e-09,432.5000000000006,72.50000000000001,0.00014181903686818486,1.7520902253687383,0.05845491660229909,196
993280,0.0,344.14,249.5,15.96871839761734,-0.000335992452892242,0.027544408559333534,97,7.82310962677002e-09,550.0,100.0,8.68332861422516e-05,1.7502329610288143,0.05449852728590646,196
1003520,0.0,343.02,243.0,15.96871821284294,-0.0005327399816451361,0.024737914686556905,98,7.078051567077636e-09,502.5000000000002,75.0,0.00014638533881772275,1.7660879760980606,0.05455907253904165,196
1013760,0.0,335.57,227.25,15.9687180519104,-0.0005536598207982024,0.02128518228419125,99,-1.0430812835693359e-08,502.5000000000002,75.0,0.00010667866274189919,1.783461609482765,0.05592256133532832,196
1024000,0.0,337.33,213.25,15.968718057870865,-0.0005598853858828079,0.020607478020247073,100,-3.725290298461914e-09,500.0,25.0,0.00011883932403051744,1.7805275686085225,0.054666569801676834,196
1034240,0.0,330.29,204.75,15.968718236684799,-0.0003892671666108072,0.023643229341541883,101,-1.899898052215576e-08,500.0,25.0,9.262107952139332e-05,1.7857908003032208,0.05733594070260094,196
1044480,0.0,338.59,211.5,15.968718194961548,-0.0008080083051027031,0.022189161716960372,102,7.078051567077636e-09,532.5000000000007,25.0,0.00016145266795071224,1.784750720858574,0.05842482101016364,196
1054720,0.0,340.41,199.75,15.96871799826622,-0.00046284157542686444,0.016222694494354074,103,1.7508864402770997e-08,530.0000000000005,25.0,9.78543840329138e-05,1.7776507876813412,0.05319970779283818,196
1064960,0.0,337.98,175.25,15.968718039989472,-0.0005500266874150838,0.01989997161726933,104,-4.8428773880004884e-09,475.0,25.0,0.00012641611194936787,1.776714765280485,0.05486374100122719,196
1075200,0.0,336.33,165.0,15.968717986345291,-0.0004624393946869532,0.019166751963348362,105,-3.3527612686157227e-09,377.5000000000002,0.0,0.00010124633049368725,1.7772146478295325,0.05616707282441532,195
1085440,0.0,329.69,162.5,15.968718075752259,-0.0006558533110364806,0.01931687582109589,106,9.313225746154785e-09,332.5000000000006,0.0,0.0001185677247260486,1.7726806677877902,0.05460864253805768,195
1095680,0.0,329.16,163.5,15.968718141317368,-0.0005436907365947263,0.02022978444583714,107,-1.2665987014770507e-08,325.0,0.0,0.0001244613986358445,1.7724957212805748,0.0565821084102139,196
1105920,0.0,340.87,179.25,15.968718165159226,-0.0004247231840054155,0.023078938358230515,108,1.601874828338623e-08,327.5000000000002,25.0,9.883100054217664e-05,1.7765305541455745,0.053030270141024974,196
1116160,0.0,339.58,181.75,15.968718022108078,-0.0003603342902351869,0.01858556388760917,109,-3.7252902984619143e-10,380.00000000000045,25.0,7.67597209115678e-05,1.778854063898325,0.05573424656561656,196
1126400,0.0,336.21,171.75,15.968718039989472,-0.0004929583908960921,0.019594105187570675,110,1.601874828338623e-08,327.5000000000002,25.0,0.00011109161876365903,1.7843255817890167,0.0552037304351781,196
1136640,0.0,331.29,166.5,15.968718278408051,-0.0004669176527386298,0.020780794543679804,111,-1.601874828338623e-08,350.0,25.0,9.511871790746085e-05,1.7827099457383155,0.054721853217204866,196
1146880,0.0,332.94,168.25,15.968718391656875,-0.0004938721071084728,0.02195692949462682,112,1.1175870895385742e-09,325.0,47.50000000000001,0.00011387859547209444,1.778343814611435,0.055262514798327854,196
1157120,0.0,338.27,177.0,15.968718254566193,-0.0004220633662043838,0.021006196056259797,113,1.4156103134155273e-08,325.0,50.0,9.686962718462589e-05,1.7822536394000053,0.05596518235724009,196
1167360,0.0,341.54,187.5,15.968718242645263,-0.0006364347969793016,0.02374000829877332,114,-2.905726432800293e-08,325.0,50.0,0.00012792711846465465,1.7803354933857918,0.05978011391184422,196
1177600,0.0,344.36,183.75,15.968718016147614,-0.0008336946353665553,0.021130012808134778,115,-1.899898052215576e-08,325.0,50.0,0.00017430951966943554,1.7813191652297973,0.05909431321879618,196
1187840,0.0,337.59,176.75,15.968718141317368,-0.0007947017678816337,0.02153617544681765,116,-8.940696716308593e-09,350.0,50.0,0.0001435308186586326,1.779528383165598,0.057402256421949474,196
1198080,0.0,341.14,173.5,15.968718141317368,-0.000505653226719005,0.02078584037953988,117,-2.2351741790771484e-09,352.5000000000002,50.0,0.00012436119644689824,1.781383454054594,0.05573447536768027,196
1208320,0.0,341.0,177.75,15.968718135356903,-0.000663607875321759,0.021352586869033983,118,-3.3527612686157227e-09,377.5000000000002,50.0,0.0001256318299468262,1.7803293108940124,0.055491141340788565,196
1218560,0.0,343.88,185.5,15.968717980384827,-0.0004728075051389169,0.01900729910557857,119,7.450580596923829e-10,427.5000000000002,50.0,0.00010293996002275208,1.7773031197488307,0.054652206570276696,196
1228800,0.0,342.8,182.25,15.968717992305756,-0.000564586244399834,0.018291324010351672,120,-1.7881393432617187e-08,427.5000000000002,47.50000000000001,0.00012739405275032922,1.7804954171180725,0.057787193177511284,196
1239040,0.0,336.01,169.75,15.968718236684799,-0.0004837967364437645,0.021689437312306836,121,-2.2351741790771484e-09,330.0000000000004,25.0,0.00010235488182637198,1.7858839079737663,0.05495476134380249,195
1249280,0.0,340.58,174.0,15.968717843294144,-0.00021564562848652713,0.01910216688993387,122,-6.332993507385254e-09,325.0,47.50000000000001,4.783821537550637e-05,1.7898327812552453,0.05461575184584364,196
1259520,0.0,336.19,181.0,15.968717753887177,-0.0003591730858261144,0.016068516446102875,123,2.9802322387695314e-09,450.0,25.0,7.684588968608353e-05,1.783832450956106,0.05536790230282244,195
1269760,0.0,327.81,167.5,15.968717873096466,-0.0006690983048429188,0.015720438689459115,124,-3.054738044738769e-08,452.50000000000017,25.0,0.00014170988930821692,1.7840291112661362,0.057242021489045704,196
1280000,0.0,321.92,156.0,15.968717867136002,-0.0007322065383050357,0.019083004107233136,125,1.1175870895385742e-08,480.00000000000045,25.0,0.00015900997734128453,1.7882343642413616,0.05953918082864364,196
1290240,0.0,331.87,172.75,15.968718284368515,-0.0003238230612623738,0.023343741963617503,126,-9.313225746154785e-09,457.5000000000006,25.0,7.021063490562086e-05,1.785247451066971,0.05228830572949208,196
1300480,0.0,338.85,174.0,15.968717885017394,-0.0002792674720694777,0.018737534940009938,127,3.7252902984619143e-10,400.0,25.0,6.306049466164865e-05,1.7836565539240836,0.05180557994755618,196
1310720,0.0,345.32,177.5,15.968718028068542,-0.000245644315964455,0.01939495620026719,128,-1.1175870895385742e-09,327.5000000000002,25.0,6.0743829899578825e-05,1.787767904996872,0.0549345654450802,196
1320960,0.0,336.12,161.0,15.968718075752259,-0.0005240868624241557,0.019831107137724756,129,-3.3900141716003417e-08,302.5000000000002,25.0,0.00011397753461181992,1.7872572459280491,0.05654291749939426,196
1331200,0.0,344.32,183.25,15.968718349933624,-0.0005648222730087582,0.02328897673287429,130,2.0861625671386717e-08,402.5000000000002,25.0,0.00011581910003037877,1.7833891473710537,0.05782244687285946,196
1341440,0.0,341.73,185.5,15.96871812939644,-0.000614780283649452,0.020988351656706074,131,-7.450580596923828e-09,402.5000000000002,25.0,0.00012519450869525884,1.7849668264389038,0.05976906844063705,195
1351680,0.0,343.51,182.75,15.968717950582505,-0.00043636042646539864,0.016571809256856796,132,-1.862645149230957e-09,377.5000000000002,25.0,8.781574054133046e-05,1.7823887139558792,0.05515639515129781,196
1361920,0.0,335.73,167.0,15.968718081712723,-0.0005648698304867139,0.020042690687114374,133,-1.4901161193847656e-08,325.0,25.0,0.00012975521446350057,1.7771832756698132,0.05546025092542358,196
1372160,0.0,331.88,163.5,15.968718081712723,-0.0003969456272898242,0.02070969210471958,134,-2.0861625671386717e-08,325.0,25.0,8.982459639188534e-05,1.783350808173418,0.0571452291218295,196
1382400,0.0,334.91,191.0,15.968718093633651,-0.00032281815947499126,0.023671402008039875,135,-1.080334186553955e-08,477.5000000000002,25.0,6.712464911888816e-05,1.7865878269076347,0.05408703080109167,196
1392640,0.0,341.39,204.75,15.968718272447585,-0.0005044885579991387,0.024360542290378363,136,1.4901161193847657e-09,477.5000000000002,50.0,0.00011400452259735516,1.785520815849304,0.056207701500089025,196
1402880,0.0,342.37,207.5,15.968718087673187,-0.0004053678949276218,0.018385382437554654,137,-1.7881393432617187e-08,527.5000000000002,25.0,8.193533444487145e-05,1.779476737231016,0.051777004267724525,196
1413120,0.0,345.32,200.0,15.968718409538269,-0.0005035535377828637,0.02339730953681283,138,-1.30385160446167e-08,405.00000000000045,50.0,0.00010125093114261574,1.7794862702488898,0.05796414196423112,196
1423360,0.0,338.17,180.25,15.968718081712723,-0.00033112326491391286,0.02027359039930161,139,2.9802322387695314e-09,352.5000000000002,50.0,8.508152550259495e-05,1.784379816800356,0.05475946053950033,196
