frames,P09:episode_rewards,fps,grad_norm,episode_length,value_loss,policy_loss,P01:episode_rewards,PMM:episode_rewards,policy_entropy,explained_variance,epoch_idx,advantage_norm
96000,2.0,263,0.25579771718256117,166.69,0.01211590856401017,-0.0004451912640070077,0.0,1.02,1.3649062407016754,0.05084825754165649,12,1.157460901737213
104000,3.0,264,0.2935090129825334,168.08,0.012919885909941514,-0.0037419930048054086,0.0,1.1,1.3687716853618621,0.13371750593185425,13,1.2539001896977424
112000,3.0,264,0.32022935278617853,173.7,0.012672657564762631,-0.0035009675243054517,0.0,1.25,1.3731462526321412,0.22057495951652528,14,1.1966953801363707
120000,4.0,266,0.34900899778245487,184.24,0.013255490742740222,-0.004329100451432168,0.0,1.52,1.382198371887207,0.2681181746721268,15,1.3138306427001953
128000,4.0,265,0.4817664976553588,192.67,0.017326752425869927,-0.005463899018359371,0.0,1.68,1.3732205748558044,0.6093901461362838,16,1.5038584730029105
136000,4.0,267,0.4007590344662519,196.78,0.015887494839262217,-0.002935061400930863,0.0,1.72,1.3571349012851714,0.6943135058879852,17,1.4817856293916702
144000,5.0,267,0.4734195073806717,208.66,0.01614264685311355,-0.009398383266525343,0.0,2.0,1.366037176847458,0.6923058271408081,18,1.4902617245912553
152000,6.1000000000000085,267,0.4830305730807838,218.49,0.014795425152406096,-0.004123388609150425,0.0,2.36,1.3073083931207656,0.7581574308872223,19,1.4107217586040497
160000,5.0,267,0.32334088371366093,207.03,0.009484986774041318,0.00019376965123228727,0.0,2.04,1.3269589471817016,0.8400024276971817,20,1.1423033499717712
168000,8.100000000000009,267,0.422385730138355,215.21,0.011677333998959512,-0.004887388427741826,0.0,2.37,1.368050398826599,0.8704702019691467,21,1.2921746617555618
176000,6.1000000000000085,269,0.3003309233017273,211.96,0.008040810868842528,-0.00327568688779138,0.0,2.28,1.354357829093933,0.9139930665493011,22,1.0444742956757544
184000,5.1000000000000085,270,0.2611173574515856,203.25,0.005913145465892739,-0.0019975674929446543,0.0,2.01,1.3167650520801544,0.9376587110757828,23,0.9000051134824752
192000,5.200000000000017,271,0.29158015292547823,205.9,0.008230768487555907,-0.0013855041278293357,0.0,2.07,1.3150507199764252,0.9164077395200729,24,1.0727744421362877
200000,9.0,270,0.27746245039143413,227.99,0.007756395493051968,-0.000640769056803947,0.0,2.75,1.3620580732822418,0.9325320726633072,25,1.0254288229346276
208000,9.0,270,0.22535166168103132,218.39,0.004853527553495951,-0.00023329879084485583,0.0,2.51,1.349056329727173,0.9519148653745652,26,0.8151716071367264
216000,6.200000000000017,270,0.21139865277205186,195.57,0.005399263184517622,0.00014983788772951812,0.0,1.88,1.345665158033371,0.9411197185516358,27,0.8355210213363171
224000,6.200000000000017,270,0.46117737493633176,196.46,0.012341132537694649,-0.006260039387707366,0.0,1.97,1.3326384484767915,0.8728666132688523,28,1.1342323565483092
232000,6.0,271,0.24756740175440078,192.94,0.005714812156802509,-0.0026365283502673264,0.0,1.87,1.3495568978786467,0.9482870125770568,29,0.8484705126285553
240000,6.0,271,0.23691082761274046,206.19,0.00605247532017529,-0.001802861095929984,0.0,2.16,1.3373695921897888,0.9444526779651642,30,0.8968439063429833
248000,9.0,271,0.16480275635771172,211.25,0.003932347900990863,0.00011121245101094247,0.0,2.32,1.357198486328125,0.9541282373666763,31,0.7038721419870854
256000,6.1000000000000085,271,0.2039804890039469,204.11,0.0042229898225923535,-0.0012962842784327222,0.0,2.07,1.3504809951782226,0.962180398106575,32,0.7325948712229728
264000,6.1000000000000085,272,0.2168504167427718,200.47,0.005268351894337684,-0.0006904419444617815,0.0,1.95,1.3452772676944733,0.9565002691745758,33,0.82490249812603
272000,9.0,273,0.21025029721968744,211.43,0.005143622782197781,-0.0010739334937534294,0.0,2.35,1.3477977108955383,0.9436573278903961,34,0.8142344173789025
280000,7.1000000000000085,272,0.20088804622040843,211.75,0.004100331566587556,-0.0018421342386864125,0.0,2.31,1.3519226145744323,0.966837529540062,35,0.7009059785306454
288000,5.200000000000017,273,0.20777478653055353,210.2,0.004911133015702944,-0.0013219856319483369,0.0,2.24,1.3494757962226869,0.9560317331552506,36,0.7945684131979942
296000,7.1000000000000085,273,0.27233203327050615,220.44,0.007759505180292763,-0.0010631330306932795,0.0,2.53,1.3534839498996734,0.9038367295265197,37,1.0026168525218964
304000,7.1000000000000085,273,0.17243997124595675,215.95,0.0034037220278696624,-0.0010109770874259993,0.0,2.45,1.350689023733139,0.9652731966972351,38,0.6690551759302616
312000,5.1000000000000085,274,0.2868795444270982,206.77,0.009344385113508906,-0.004267071489884984,0.0,2.13,1.344199845790863,0.9463698852062226,39,0.837575808763504
320000,5.1000000000000085,274,0.20243767123184475,211.77,0.005241146445332561,-0.0002671894503873773,0.0,2.1,1.3625101613998414,0.9334908616542816,40,0.8073961254954338
328000,5.0,275,0.1897865848982977,204.31,0.004533300230395981,-0.0007248486333992332,0.0,1.89,1.3673275458812713,0.9584521770477294,41,0.7553252366185188
336000,5.0,275,0.1962270648304016,199.84,0.004963807459571399,-0.0002591958841730957,0.0,1.81,1.3609452152252197,0.9479461359977722,42,0.7811743253469468
344000,5.0,275,0.1891173696772117,208.99,0.004197319154045544,-0.0015755063280812464,0.0,2.1,1.3542808496952057,0.9610017281770706,43,0.7451328724622727
352000,5.0,275,0.17270873180349078,206.31,0.0035512023136834614,0.0006274379216483794,0.0,2.06,1.3605670297145844,0.9671057707071304,44,0.6755025522410869
360000,6.300000000000026,275,0.1817199365692474,220.19,0.004441766006348189,-0.001379124486411456,0.0,2.49,1.3549385607242583,0.9568698233366013,45,0.7509923028945923
368000,6.0,275,0.18041091130663098,207.15,0.003933762134547578,-0.0011430130592771093,0.0,2.21,1.3482928252220154,0.9599922949075699,46,0.6672844968736171
376000,6.1000000000000085,274,0.20843010872180126,208.46,0.005273407271597534,-3.826768952421844e-05,0.0,2.25,1.365912184715271,0.9445926707983017,47,0.8458864577114582
384000,5.0,274,0.22356811618785,211.22,0.006386029986315407,-0.0002536652848357335,0.0,2.13,1.3587473714351654,0.9250633394718171,48,0.9208500629663467
392000,6.0,274,0.2515511035067525,235.54,0.007460424986784346,-0.0015632593269401696,0.0,2.7,1.3589655375480652,0.9228844577074051,49,1.0117240497469902
400000,5.1000000000000085,273,0.199323094914797,219.78,0.005464833674777765,-0.0008843621265259571,0.0,2.32,1.3600680351257324,0.9220994037389755,50,0.8318189838528633
408000,6.0,273,0.3573201365134798,221.88,0.013935795240104198,-0.006806459520303179,0.0,2.42,1.3502148079872132,0.867249738574028,51,1.2359373581409454
416000,5.0,273,0.26404571666934396,212.78,0.008884115538094192,0.0009380315116140992,0.0,2.2,1.3687007331848144,0.8117385655641556,52,1.1045168396830558
424000,5.0,273,0.24008736670963887,199.66,0.0054551438670023345,-0.0020872072133352047,0.0,1.88,1.3600255739688873,0.9403784781694412,53,0.8291191855072975
432000,5.0,273,0.21281719722838488,199.76,0.006054784744046629,-0.000632101203664206,0.0,1.81,1.352550401687622,0.9424173361063004,54,0.874044905602932
440000,6.0,274,0.1843673443788515,208.27,0.004951217712368816,-0.0005987387798086274,0.0,2.1,1.3401372456550598,0.9513061475753785,55,0.7789171269536018
448000,7.1000000000000085,274,0.21715320571660165,227.18,0.0060815729625755925,-0.00136054583650548,0.0,2.65,1.3569992792606353,0.9427137011289597,56,0.918585230410099
456000,9.0,274,0.22361213857912737,241.69,0.006379851070232689,-0.0014239407205604948,0.0,3.21,1.3404190850257873,0.9427139610052109,57,0.9034285166859627
464000,9.100000000000009,274,0.22338459050444343,239.25,0.006334023923263885,-0.000785948294796981,0.0,3.09,1.3533325135707854,0.9348985809087753,58,0.910301364660263
472000,9.0,275,0.29913011038608134,238.22,0.009967277576797641,-0.0032127040572231635,0.0,3.0,1.3509254324436188,0.883361104130745,59,1.1382910063862801
480000,6.0,275,0.2496842431773224,222.2,0.007527972782845609,-0.0003392839965090388,0.0,2.47,1.3497661602497102,0.9273117327690125,60,1.0109149104356765
488000,6.0,275,0.3309684600606059,234.14,0.011039337689871899,-0.0009367298716824735,0.0,2.84,1.341884068250656,0.8937764066457748,61,1.2099772050976754
496000,6.0,275,0.293598771732202,216.75,0.009008412899565882,-0.0028161813554470425,0.0,2.36,1.341768159866333,0.8977324414253235,62,1.0908460572361947
504000,5.0,275,0.25953979289296325,210.69,0.009295491728698835,-0.0012148033623816446,0.0,2.17,1.3374884974956514,0.8539596676826477,63,1.1152814438939094
512000,5.1000000000000085,275,0.3544389897796805,219.21,0.011285029684659094,-9.627095561882016e-05,0.0,2.36,1.3247012937068938,0.8869011443853378,64,1.2432873794436454
520000,6.1000000000000085,275,0.2534711141622086,228.7,0.009703875371487812,-0.002544929125579074,0.0,2.73,1.3368394267559052,0.8849486672878265,65,1.1468091389536859
528000,6.1000000000000085,275,0.27508158608833827,229.91,0.009382916468312033,-0.0014706601701618637,0.0,2.77,1.3296437788009643,0.903269414305687,66,1.1211092630028725
536000,5.0,276,0.31425792770260325,219.0,0.00877321465057321,-0.0012250393710564822,0.0,2.48,1.3242888474464416,0.9164967477321625,67,1.1206323826313018
544000,5.0,276,0.2684760469793071,224.15,0.008473317776224575,-0.0008252576729501016,0.0,2.55,1.3324911630153655,0.9228042048215866,68,1.063003857731819
552000,6.0,276,0.2709623469026623,238.17,0.009806744190864265,-0.0015322289254982024,0.0,2.88,1.3380924928188325,0.9006478238105774,69,1.1592304208874702
560000,7.0,276,0.2469814203379665,246.5,0.008562573336530478,0.0003422673171735369,0.0,3.13,1.3522933256626128,0.9033201718330384,70,1.0912119686603545
568000,7.0,276,0.2948021191873085,250.43,0.010058163679204882,-0.0006845699390396476,0.0,3.26,1.3482878398895264,0.8875806772708893,71,1.1726729762554169
576000,7.0,276,0.2339193239512734,243.28,0.006732856605085544,-0.0011892882181564347,0.0,3.04,1.3445490515232086,0.9120544826984406,72,0.9661389106512069
584000,9.100000000000009,276,0.23063220863251252,251.1,0.007334035141975619,0.0008118435311916983,0.0,3.29,1.3356484174728394,0.9197504389286041,73,0.9899430960416794
592000,10.0,276,0.33147107522221475,251.94,0.01205620747699868,-0.003117652746732347,0.0,3.47,1.3415504097938538,0.8778747195005416,74,1.2598675432801247
600000,9.100000000000009,276,0.23171268121371436,251.14,0.006457224887562916,-5.096597742522135e-05,0.0,3.39,1.3367144429683686,0.9447888106107711,75,0.9402706408500672
608000,7.0,277,0.2604315772588457,240.69,0.007559704680461437,-0.002041113707527984,0.0,3.02,1.344437700510025,0.9307881027460099,76,1.0140085315704346
616000,6.0,277,0.2365488810866589,237.29,0.007250591176562011,-0.0010565338027663529,0.0,2.75,1.341342076063156,0.9171413725614548,77,0.9913049399852752
624000,7.200000000000017,277,0.22116817183378623,240.17,0.005927683400223031,-0.001717004138045013,0.0,2.98,1.3436114859580994,0.9446875184774399,78,0.9215068483352661
632000,9.100000000000009,277,0.27420700983954055,241.88,0.008752180858282372,-0.0025246286555193364,0.0,3.03,1.3446445262432098,0.9094316458702087,79,1.1056595355272294
640000,10.0,277,0.3118997807438629,249.55,0.010269158079754561,-0.0005796831095358357,0.0,3.34,1.3275505435466766,0.8913517653942108,80,1.2241163966059685
648000,10.0,277,0.2954482798022788,258.38,0.009207863379269838,-0.005113119700399693,0.0,3.48,1.3227741885185242,0.8952678787708283,81,1.1485494410991668
656000,9.0,277,0.3266793208941574,263.11,0.011911724519450217,-0.002490753704914823,0.0,3.65,1.3228628957271575,0.8808437442779541,82,1.308529071211815
664000,9.0,277,0.4934867238512094,264.69,0.018283840955700726,-0.0046674499473010654,0.9000000000000004,3.79,1.2931274008750915,0.8188105553388596,83,1.5352149230241776
672000,9.0,277,0.30922284270394645,275.38,0.011719190815929323,-0.0018191491780453362,1.0,4.15,1.2780195128917695,0.8675930607318878,84,1.3113009309768677
680000,9.0,277,0.38051419467543196,282.02,0.016168374442495404,-0.004939854629337787,1.0,4.34,1.2507682788372039,0.825963904261589,85,1.53401853621006
688000,9.100000000000009,277,0.34597582751567657,292.94,0.013201518254354595,-0.003287007165781688,1.0,4.54,1.2474964737892151,0.8486112636327744,86,1.3998498678207398
696000,9.100000000000009,277,0.39523545059912074,305.49,0.014437677939422428,-0.0042166438838467,1.9000000000000004,4.86,1.2569052076339722,0.846698836684227,87,1.4671072804927825
704000,10.0,277,0.33129972713627054,305.98,0.01172488663578406,-0.0015281913567014272,1.0,4.9,1.2487118470668792,0.8837307995557785,88,1.3220797967910767
712000,10.100000000000009,277,0.388530564392208,314.44,0.015762843231204898,-0.0014516465191263706,2.0,5.19,1.2739238476753234,0.8360105353593826,89,1.4912349724769591
720000,11.0,277,0.40425158592311017,314.02,0.0164937575138174,-0.002331606878724415,2.0,5.35,1.2448689544200897,0.8265631628036499,90,1.5804349207878112
728000,11.0,277,0.4741243539207452,322.57,0.019482790334150193,-0.008801490023033693,2.0,5.72,1.2212119805812836,0.8049713188409805,91,1.706544126868248
736000,11.0,277,0.44896450253145853,320.76,0.017879070006310938,-0.002949617487611249,2.0,5.91,1.2021606755256653,0.816018003821373,92,1.6216020685434342
744000,11.200000000000017,277,0.4232356802357812,330.51,0.016924716255161912,-0.003657665601640474,1.0,6.22,1.2459573876857757,0.8401610898971558,93,1.5605330312252044
752000,11.0,277,0.3841098191363649,339.69,0.014888350195251405,-0.003749705827794969,2.0,6.35,1.2499224841594696,0.8340423005819321,94,1.4609944880008698
760000,11.0,277,0.37676208629873237,341.25,0.012008816446177661,-0.0035919512005057187,2.0,6.43,1.2715840339660645,0.8874010193347931,95,1.2914365953207017
768000,11.0,277,0.3320112059525979,330.16,0.010733958831988275,-0.00012789538921794018,1.0,5.93,1.2692048799991609,0.9098188531398773,96,1.2688735210895539
776000,11.0,277,0.40236679327232183,319.85,0.013837512310128659,-0.006617278449703008,1.0,5.52,1.2433323884010314,0.8595351773500443,97,1.439581932425499
784000,11.0,277,0.4239726410188142,315.17,0.014562474566046148,-0.002124256566166878,1.9000000000000004,5.39,1.2379849135875702,0.8651543694734574,98,1.4752601605653763
792000,10.100000000000009,277,0.38844060346060666,315.23,0.014391500018537045,-0.00320285574067384,1.9000000000000004,5.42,1.2429035413265228,0.8773861902952195,99,1.4444547885656356
800000,10.100000000000009,277,0.4493084376703409,318.32,0.018953136280179025,-0.004813691611052491,2.0,5.7,1.1771699047088624,0.8174256956577302,100,1.6805266416072846
808000,11.100000000000009,277,0.4263975931154528,336.62,0.01568269046023488,-0.004950382779352367,2.0,6.55,1.2219875192642211,0.8651620280742646,101,1.5256700885295869
816000,12.100000000000009,277,0.4366990827153503,349.66,0.01864944083848968,-0.005494508968913578,2.0,7.13,1.225376933813095,0.8175466549396515,102,1.6389035004377366
824000,13.0,278,0.5003023166107653,358.0,0.019528146646916867,-0.008300106975366362,2.0,7.26,1.1866714036464692,0.8161795192956924,103,1.7082703608274459
832000,13.0,278,0.44826687381383606,374.9,0.017753211962990463,-0.006690739477053284,2.0,7.57,1.1594949865341186,0.8116004610061646,104,1.630794307589531
840000,14.0,278,0.44271059156904136,382.41,0.017974752015434206,-0.006678133411624003,2.0,8.1,1.1272841387987136,0.8159013670682908,105,1.636219294667244
848000,13.0,278,0.4727467240101399,383.36,0.019693326293490826,-0.0025693161593517287,2.0,7.97,1.1336329007148742,0.8050607949495315,106,1.7298076009750367
856000,14.100000000000009,277,0.4269182623485435,374.84,0.01595492159249261,-0.005855835656402633,2.0,7.81,1.198830177783966,0.8737835150957107,107,1.5235209852457046
864000,14.100000000000009,277,0.4198884816095191,377.83,0.013960073133930564,-0.0071237249996192985,2.0,7.83,1.1947627353668213,0.8671419018507004,108,1.442567106485367
872000,14.100000000000009,278,0.39522968486406435,360.21,0.014210654192138463,-0.0034764857846312225,1.9000000000000004,7.26,1.2091357541084289,0.8677757900953292,109,1.457378294467926
880000,15.0,278,0.7247999282336521,370.37,0.030833376343362032,-0.007801348888751818,2.0,8.68,1.1914097619056703,0.7973353379964828,110,1.9351938664913177
888000,13.100000000000009,278,0.44376453715378417,370.05,0.015494214752689004,-0.004080424435815075,2.0,8.46,1.1872359752655028,0.8447636073827743,111,1.5208102530241012
896000,13.100000000000009,278,0.5445059317238976,379.71,0.021449651373550295,-0.006013313393923454,2.0,8.84,1.1467264503240586,0.7744724524021148,112,1.792642024755478
904000,15.0,278,0.4444851143670234,389.66,0.017040615547448398,-0.0029266210572677664,2.0,9.46,1.167723536491394,0.8470975983142853,113,1.6082855170965196
912000,14.0,278,0.38018537773687766,392.35,0.013063015609513968,-0.0013594612956512719,2.0,9.22,1.2204783499240874,0.8926947849988938,114,1.3974657756090165
920000,14.100000000000009,278,0.4490550502475274,394.25,0.018372396058402955,-0.007294256064633373,2.0,8.12,1.1824991810321808,0.8308927410840988,115,1.6337742549180985
928000,13.200000000000017,278,0.4100930274051906,367.41,0.013923639273270965,-0.006356646287604235,2.0,7.31,1.1900957334041595,0.8913036549091339,116,1.4255001151561737
936000,12.100000000000009,278,0.4538681148105744,365.28,0.018202517703175543,-0.007243428051879164,2.0,7.07,1.1630515706539155,0.8239652180671692,117,1.6536434108018876
944000,12.100000000000009,278,0.5127536707604428,360.67,0.019611138119362295,-0.00277701819431968,2.0,7.09,1.1509289300441743,0.8210345751047134,118,1.7216881984472274
952000,15.0,278,0.47471983099674503,371.03,0.019645411022938788,-0.012196745162800653,2.0,7.78,1.1585125386714936,0.8349261116981507,119,1.697084480524063
960000,15.0,278,0.4524702944895336,383.14,0.01710929679684341,-0.0013140248190029525,2.0,8.34,1.1403973805904388,0.8326300013065339,120,1.6017432940006255
968000,15.200000000000017,278,0.42226778913679075,382.41,0.01490470630582422,-0.0018961438548285514,2.0,8.53,1.188028165102005,0.8683174258470535,121,1.5033041721582412
976000,15.0,278,0.4154678488208623,384.4,0.014752596984617412,-0.006048999655176885,2.0,8.48,1.1791224706172942,0.8652628988027573,122,1.474991061091423
984000,14.100000000000009,278,0.41918012173974495,388.48,0.01577659322414547,-0.0014812067769889837,2.0,8.71,1.187092581987381,0.8561802697181702,123,1.5443344342708587
992000,14.100000000000009,278,0.41771593960284237,389.95,0.016458204907830804,-0.0024738730496028437,2.0,8.59,1.2312355542182922,0.8610640734434127,124,1.5473466962575912
1000000,14.0,278,0.4394768466917972,392.65,0.01717152640921995,-0.0059017438328919525,2.0,8.36,1.2035033094882965,0.8675393551588059,125,1.602994397878647
1008000,14.0,278,0.4033494615175372,393.15,0.01540333560667932,-0.004470370128510695,2.0,8.48,1.1940894269943236,0.8700905191898346,126,1.5203276032209396
1016000,14.0,278,0.3615641164914394,387.66,0.013333510539960116,0.00033354843297274785,2.0,8.19,1.207982943058014,0.8852656137943268,127,1.3868057370185851
1024000,15.100000000000009,277,0.4222486841543747,391.82,0.016153036213945596,-0.005150620135827922,2.0,8.45,1.201562638282776,0.8487273043394089,128,1.544406055212021
1032000,15.100000000000009,278,0.47256126644268087,392.97,0.018308448921889067,-0.008162694300408476,2.0,8.63,1.1281124943494796,0.8417636048793793,129,1.6566171306371689
1040000,15.100000000000009,278,0.45787095103291714,399.58,0.0183285379037261,-0.005899195240344852,2.0,8.98,1.1641075229644775,0.8228163897991181,130,1.6490304225683212
1048000,15.0,278,0.5338098684610537,405.75,0.023339105201885105,-0.005777167339692824,2.9000000000000004,9.12,1.151504136323929,0.7963198202848435,131,1.8536087989807128
1056000,15.100000000000009,278,0.47551232745303085,412.81,0.018900149650871754,-0.0016388475918211042,3.0,9.47,1.155424380302429,0.8494400066137314,132,1.6864052212238312
1064000,15.100000000000009,277,0.4780079102851596,412.0,0.020202059843577445,-0.0003672311414266005,3.0,9.47,1.1911065709590911,0.8011928570270538,133,1.7410949277877807
1072000,15.0,277,0.4789876615170439,408.97,0.01980748148402199,-0.00850663953635376,3.0,9.03,1.188768926858902,0.8133132368326187,134,1.7156687062978744
1080000,14.100000000000009,277,0.41722328159401906,407.34,0.01677907498786226,-0.0027698946837335825,3.0,8.79,1.2064490807056427,0.8363230979442596,135,1.5714113968610763
1088000,14.100000000000009,277,0.37145891058296177,411.6,0.014687924238387495,-0.0010907387446786744,3.0,8.76,1.225459384918213,0.8546191483736039,136,1.4814984971284866
1096000,14.0,277,0.4942756334425554,403.54,0.02066824902314693,-0.0057385895511833955,3.0,8.5,1.2121488416194917,0.7954757922887802,137,1.766848908662796
1104000,14.100000000000009,276,0.48225686647231714,414.25,0.01961967004928738,-0.003399548374582082,3.0,8.7,1.2195342338085176,0.810285194516182,138,1.7343339574337007
1112000,14.100000000000009,277,0.5562214099102166,415.31,0.025416479636915026,-0.009675083794863894,4.0,8.84,1.1929748833179474,0.7370968014001846,139,1.9152768528461457
1120000,14.100000000000009,277,0.5000630058465384,420.72,0.020036942367441954,-0.007865457099396735,4.0,8.99,1.2068178033828736,0.778301682472229,140,1.7616303396224975
1128000,16.10000000000001,277,0.5219893184746915,416.83,0.022272279667668045,-0.004211209072091151,4.0,9.24,1.1964496326446534,0.7934426474571228,141,1.8414314842224122
1136000,17.0,277,0.5074486054566494,427.66,0.019469665978103876,-0.003435375171357009,4.0,9.42,1.1920079028606414,0.7996256005764008,142,1.72369899392128
1144000,16.10000000000001,277,0.5091867664672202,432.59,0.02052576665300876,-0.006890051305817906,4.0,9.69,1.1966284477710725,0.774347396492958,143,1.7584745788574219
1152000,16.0,277,0.4981501324729037,430.88,0.020412875292822718,-0.001939319212688133,5.0,9.68,1.1723186230659486,0.744595804810524,144,1.7582294607162476
1160000,17.0,277,0.6285766683723158,443.43,0.027228788146749137,-0.004787478407088201,5.0,10.2,1.1617498683929444,0.7181208449602127,145,2.0100958716869353
1168000,17.0,278,0.463939052093804,449.92,0.017952989675104617,-0.0016917598599684425,5.9,10.33,1.2029250299930572,0.81233822286129,146,1.6388500607013703
1176000,17.0,278,0.5383549870026674,452.45,0.020195898916572332,-0.006590132707497105,6.0,10.58,1.2026077699661255,0.7749470907449723,147,1.7155476164817811
1184000,16.10000000000001,278,0.4902913511448853,452.7,0.018403012775816022,-0.006097165592946112,6.0,10.77,1.1621633160114289,0.8214353114366532,148,1.668061020374298
1192000,16.10000000000001,278,0.45836317610774957,450.95,0.01795104897581041,-0.0030426082684425638,6.0,10.67,1.1888460338115692,0.8179212158918381,149,1.633256694674492
1200000,16.0,278,0.5360057993799829,450.48,0.020372837511822582,-0.007956665184683515,6.0,10.71,1.1437716591358185,0.7700095134973526,150,1.7520321768522262
1208000,16.0,278,0.610403351654218,439.67,0.026375250187702478,-0.007101593891202356,6.0,10.57,1.1422742307186127,0.7397447115182877,151,1.965821703672409
1216000,17.10000000000001,278,0.5824150861158603,457.11,0.023719845600426198,-0.006176816553343087,6.9,11.64,1.1184931194782257,0.7497673666477204,152,1.8997336602211
1224000,20.0,278,0.5280159040971237,469.91,0.02136942355893552,-0.005505380368922488,7.0,12.15,1.1227166777849198,0.7805759692192078,153,1.7871571314334869
1232000,20.10000000000001,278,0.507706282648256,478.31,0.022263448256999253,-0.0011138744076015427,7.0,12.61,1.1362263786792755,0.7473556065559387,154,1.841843262910843
1240000,21.10000000000001,278,0.5556941554100472,492.95,0.02431485048495233,-0.008269150658743457,8.0,13.53,1.1014033061265947,0.7432312911748886,155,1.914284279346466
1248000,23.0,278,0.6463315715124206,501.06,0.02906631484627724,-0.011592229227680946,8.0,14.19,1.0879550999403,0.7298056596517563,156,2.0883021742105483
1256000,23.10000000000001,278,0.6509375634128949,510.63,0.028521014940924943,-0.00852033449395094,9.0,15.01,1.1054278761148453,0.7403187215328216,157,2.0687517857551576
1264000,21.200000000000017,278,0.6389570651111,485.65,0.028633045218884944,-0.005468636413570494,7.9,13.98,1.1350864139199257,0.6753540199995041,158,2.0330765795707704
1272000,22.10000000000001,278,0.47956879515841067,490.72,0.021615535342134534,-0.0042701575008686635,7.9,14.19,1.176053581237793,0.754943568110466,159,1.8149416357278825
1280000,20.10000000000001,278,0.5526688777179959,481.86,0.021939382650889457,-0.00426436428213492,6.0,13.59,1.1712715137004852,0.7693684178590775,160,1.8127287703752517
1288000,20.0,278,0.6236611677723203,484.67,0.02484985045157373,-0.008166300084922114,6.0,13.27,1.1025666999816894,0.7571326524019242,161,1.9442902064323426
1296000,20.0,278,0.5050089032137783,488.1,0.021198161649517714,-0.0026592453099146952,6.0,13.18,1.154060971736908,0.7699001085758209,162,1.791709588766098
1304000,20.10000000000001,278,0.5345795249778965,489.61,0.025208669323474167,-0.010958530980860814,6.0,13.01,1.1687061190605164,0.7465975373983383,163,1.9337366437911987
1312000,21.0,278,0.5300211893257379,510.05,0.0239928545570001,-0.008407940135803073,8.0,13.84,1.174486699104309,0.7289205074310303,164,1.8926795792579652
1320000,21.10000000000001,279,0.510449837082091,503.18,0.02235265228431672,-0.004278324302867986,8.9,13.77,1.1626528024673461,0.7682966947555542,165,1.826579436659813
1328000,21.10000000000001,279,0.5313869295159968,509.65,0.02187734477687627,-0.009099911648081615,9.0,14.11,1.1405333256721497,0.7699014592170715,166,1.8344901776313782
1336000,22.0,279,0.5713617201360535,512.05,0.025504372380673886,-0.0024639238603413106,9.0,14.5,1.1265257120132446,0.7607578361034393,167,1.965795806646347
1344000,22.0,279,0.528613606958796,501.36,0.02346070593688637,-0.0015833547976217234,9.0,14.36,1.1167610502243042,0.7093777400255203,168,1.8790707993507385
1352000,22.0,279,0.6245708394852852,506.75,0.02423625610768795,-0.008880798307945952,8.9,14.18,1.1034943783283233,0.7735264056921005,169,1.9101065248250961
1360000,22.0,279,0.5168765775217787,513.7,0.023704102789051832,-0.001964240142115159,8.9,14.4,1.1588994908332824,0.7963820785284043,170,1.9012868344783782
1368000,21.10000000000001,279,0.5736452411967833,519.37,0.026369840181432666,-0.0052259219356346875,8.0,14.17,1.1481803470849992,0.6926083153486252,171,1.9973551058769226
1376000,22.0,279,0.5322422085514391,518.04,0.024100551791489126,-0.006669387553120032,8.0,14.22,1.0999781662225723,0.7581766015291214,172,1.8956761288642883
