explained_variance,approx_kl_divergence,value_loss,PMM:episode_rewards,episode_length,fps,policy_loss,P01:episode_rewards,advantage_norm,policy_entropy,P09:episode_rewards,epoch_idx,clip_fraction,grad_norm,frames
7.82310962677002e-09,0.0037239228253497457,0.009177143664965115,126.75,333.17,233,-0.0004994463655748404,0.0,15.968717724084854,1.7076435774564742,250.0,23,0.2343505859375,0.054360187687109485,235520
-1.1175870895385742e-08,0.0035164296048378675,0.009599075538062607,144.0,338.7,233,-0.0015529910750046838,25.0,15.968717747926712,1.736714982241392,275.0,24,0.273388671875,0.05551482021562758,245760
-1.601874828338623e-08,0.003431847844990443,0.007292668188415519,145.5,337.03,233,-0.001759128973208135,25.0,15.968715673685073,1.709678614884615,277.5000000000002,25,0.2697021484375,0.050861730794105754,256000
3.3527612686157227e-09,0.003919727923766913,0.005032622837861567,125.75,325.72,233,-0.0015687443941715174,22.500000000000007,15.96870790719986,1.6729103222489357,275.0,26,0.2561279296875,0.046047177325747916,266240
-8.940696716308593e-09,0.004010119690934744,0.004256896139173705,85.5,307.71,233,-0.0016055656782555162,0.0,15.968714386224747,1.563351009041071,177.50000000000023,27,0.2806396484375,0.042632191526192444,276480
1.7881393432617187e-08,0.004028030552910877,0.0029387039292021024,60.25,296.18,233,-0.001125641099497443,0.0,15.968679654598237,1.5319240286946296,125.0,28,0.2802490234375,0.0411544582919011,286720
1.564621925354004e-08,0.0035622440799016886,0.004391227175240431,55.5,295.12,233,-0.001336527343482885,0.0,15.968706119060517,1.5836293697357178,125.0,29,0.277978515625,0.050714110367742996,296960
-1.2665987014770507e-08,0.0031135699243066027,0.006395204398904753,67.75,299.03,233,-0.0012621069545275532,0.0,15.968717634677887,1.6025281198322774,175.0,30,0.215673828125,0.05051587235689183,307200
-2.7567148208618165e-08,0.0034179011269657167,0.007742189775854058,96.5,306.21,234,-0.0016833713576488662,0.0,15.968717592954636,1.6341885901987552,200.0,31,0.2439208984375,0.05258425566168885,317440
1.7508864402770997e-08,0.003141958154299118,0.008036041237937752,116.0,313.56,234,-0.001400975598153309,25.0,15.968717843294144,1.631984219700098,200.0,32,0.2197265625,0.050108186142658426,327680
1.862645149230957e-09,0.003209969551312497,0.008235594957591274,126.25,321.33,234,-0.0009643001496442594,25.0,15.968715196847915,1.6403708517551423,200.0,33,0.2362060546875,0.05379701055834172,337920
1.0058283805847169e-08,0.003316733498513713,0.0072011868101640175,127.75,322.74,234,-0.0013482790294801817,25.0,15.968714171648026,1.6147761538624763,227.5000000000002,34,0.2273681640625,0.04853043243530792,348160
1.1548399925231934e-08,0.0038001382803486195,0.008319173784639134,133.0,325.78,234,-0.0015594214397424365,25.0,15.968717420101166,1.5967776529490947,275.0,35,0.25849609375,0.04875481147956858,358400
1.4156103134155273e-08,0.003590749684281036,0.005766945558389125,129.0,323.32,234,-0.0020271599420084384,25.0,15.968717241287232,1.63226250782609,275.0,36,0.2740966796875,0.04529189351197711,368640
-1.825392246246338e-08,0.0036078542083487265,0.004417698723545982,98.5,315.7,234,-0.0014414971708902157,0.0,15.96870909333229,1.6069750428199767,225.0,37,0.2509765625,0.04727448075463256,378880
-1.601874828338623e-08,0.0031516436517222248,0.007692689503437577,99.5,318.28,234,-0.0005475830810610205,0.0,15.968717354536057,1.4711540810763837,200.0,38,0.2124267578125,0.046414128654757345,389120
1.0058283805847169e-08,0.002961505158282307,0.00812343798825168,119.25,327.53,234,-0.001390039297984913,0.0,15.968717730045318,1.531669670343399,230.0000000000004,39,0.2310546875,0.04963142083560752,399360
2.2351741790771484e-08,0.0035272722368290487,0.009534703721510596,148.25,343.31,235,-0.0009592937374691246,0.0,15.968717712163926,1.603984258323908,275.0,40,0.2239013671875,0.049873030932523835,409600
-2.9802322387695314e-09,0.00283978647381673,0.011114347664442904,189.5,355.14,235,-0.0010124111628101672,50.0,15.968717575073242,1.6811723001301289,350.0,41,0.2099853515625,0.05310496969214011,419840
1.6763806343078613e-08,0.002837730612259293,0.011276113391795661,203.0,363.01,235,-0.0011941456425120123,50.0,15.968717795610427,1.6944525837898254,360.0000000000009,42,0.2161376953125,0.052912153336790745,430080
-6.332993507385254e-09,0.003109701250082253,0.010327976798453164,213.75,365.56,235,-0.0016340830661647487,75.0,15.96871746778488,1.6359420381486416,405.00000000000045,43,0.2363037109375,0.05406205890788222,440320
7.82310962677002e-09,0.0031304876431249794,0.011569757151528392,227.25,362.95,235,-0.0012409727853082587,100.0,15.968717634677887,1.6470636278390884,502.5000000000002,44,0.24599609375,0.0546832223908771,450560
1.6391277313232423e-08,0.0027800612351711607,0.01138875198612368,207.5,360.41,235,-0.001268391197663732,100.0,15.96871787905693,1.6393496416509152,327.5000000000002,45,0.2086181640625,0.05459121746651165,460800
-1.4901161193847656e-08,0.002580683691633112,0.010459379025633098,190.0,354.02,236,-0.0010237450136628468,100.0,15.968717956542969,1.539735585451126,277.5000000000002,46,0.1762451171875,0.05125674850693522,471040
8.195638656616212e-09,0.0031199662375684055,0.012640723944059573,201.25,360.05,236,-0.0011861199127451982,125.0,15.96871789097786,1.4952608428895473,300.0,47,0.2037353515625,0.05399365632971513,481280
-1.6391277313232423e-08,0.002119959579351871,0.013371187761367764,217.25,363.08,236,-0.0006708283650368685,125.0,15.968717783689499,1.4703878723084927,302.5000000000002,48,0.145361328125,0.05268351531586259,491520
-7.82310962677002e-09,0.002948496276411561,0.011135857140106963,219.75,373.6,235,-0.001510932269593468,125.0,15.968717765808105,1.464479634910822,300.0,49,0.2238037109375,0.055790775788587196,501760
1.899898052215576e-08,0.002853337349353069,0.010120044975701603,220.0,367.95,236,-0.0019648191202577435,125.0,15.968717795610427,1.4602534778416156,302.5000000000002,50,0.2256103515625,0.05251597611163774,512000
-1.862645149230957e-08,0.00283243947678784,0.012559162634715904,212.25,366.24,236,-0.001441999557937379,125.0,15.968717914819717,1.5180689513683319,300.0,51,0.194970703125,0.05315388529940104,522240
-1.7136335372924803e-08,0.0027031581505951863,0.015820723096840083,230.25,367.4,236,-0.0017517223321192432,125.0,15.968717908859253,1.568202568590641,375.0,52,0.196875,0.05616823173933396,532480
1.4901161193847657e-09,0.0030695358596602774,0.011696927518642042,239.25,362.13,236,-0.0015879695805779193,100.0,15.968717670440673,1.6130404055118561,375.0,53,0.228173828125,0.05677033486474742,542720
-2.2724270820617674e-08,0.0028836833519676475,0.009198163335804565,236.25,367.18,236,-0.0015511628036620096,100.0,15.968717747926712,1.576725496351719,377.5000000000002,54,0.2211669921875,0.053955414680480804,552960
1.080334186553955e-08,0.0032375507783626743,0.008675909737939946,207.5,364.73,236,-0.001791531117487466,75.0,15.968717670440673,1.5569495476782322,375.0,55,0.26103515625,0.05248134564357898,563200
1.7136335372924803e-08,0.003729817609564634,0.007823086707776383,169.75,363.62,236,-0.001830349179363111,75.0,15.968717694282532,1.5413980178534985,250.0,56,0.2736572265625,0.050467388819682366,573440
-1.9744038581848144e-08,0.0032088855676647653,0.008858421003060358,182.5,363.27,236,-0.0016429255279945209,75.0,15.96871758699417,1.5648066252470016,360.0000000000009,57,0.238720703125,0.04804268759418885,583680
-2.6077032089233397e-09,0.002729766516199561,0.008889930788063794,179.25,360.8,236,-0.0012852706313424278,50.0,15.968717592954636,1.4633113265037536,365.0000000000013,58,0.173095703125,0.04736758708581953,593920
2.6077032089233397e-09,0.0030277592624088356,0.008547566213565005,173.0,344.33,236,-0.0012087818256986793,25.0,15.968717658519745,1.5637433126568794,342.5000000000015,59,0.20068359375,0.04930978896481676,604160
1.4156103134155273e-08,0.0029481362165824977,0.010985406080726534,168.0,338.86,236,-0.001414889627631055,25.0,15.968717855215072,1.5991208523511886,325.0,60,0.220751953125,0.052446553477435175,614400
8.940696716308593e-09,0.003234703697455643,0.010709361445333344,168.25,335.81,236,-0.001551329567155335,25.0,15.96871750354767,1.641476010531187,325.0,61,0.25654296875,0.05495217922532034,624640
7.078051567077636e-09,0.0029652855473386807,0.009256107029887061,174.75,335.17,236,-0.001244661337841535,47.50000000000001,15.968717449903489,1.6458701491355896,325.0,62,0.2072998046875,0.05267253564721717,634880
-1.2293457984924316e-08,0.002474941753985149,0.013822446520498488,187.25,338.47,236,-0.0012091443299141248,50.0,15.96871789097786,1.685866402834654,325.0,63,0.2046875,0.05733185054542136,645120
0.0,0.002155835992550692,0.013897517267469083,221.75,348.29,236,-0.0011026967251382303,72.50000000000001,15.968717867136002,1.6960246339440346,350.0,64,0.1468505859375,0.05009868136372242,655360
-1.1175870895385742e-09,0.0024364517886056093,0.01421571983701142,236.75,351.4,236,-0.0014893996609316672,100.0,15.968717968463897,1.6881153181195259,377.5000000000002,65,0.1760009765625,0.05562200034014183,665600
-7.450580596923828e-09,0.0037299933403687644,0.01325121618428966,278.5,367.42,237,-0.0018883645992900711,125.0,15.968717849254608,1.6599825404584407,550.0,66,0.276025390625,0.056429135262504405,675840
-1.1175870895385742e-08,0.002695204459030265,0.014558622130425646,277.75,366.0,237,-0.001475915363698732,125.0,15.968717944622039,1.662847325205803,550.0,67,0.2048095703125,0.0553648879947928,686080
-1.862645149230957e-08,0.002458233787800168,0.014822058031859342,275.5,363.2,237,-0.0015108513456652873,125.0,15.968717896938324,1.594317089021206,527.5000000000002,68,0.212109375,0.05553691757683835,696320
5.587935447692871e-09,0.002578791006476422,0.015917618316598235,281.25,360.14,237,-0.001043566004227614,125.0,15.968717855215072,1.4782409705221653,460.0000000000008,69,0.1806884765625,0.056262605608805874,706560
1.2293457984924316e-08,0.00214834140678164,0.014213465666398407,291.25,362.52,236,-0.0013297682635311503,125.0,15.96871793270111,1.4144647374749184,552.5000000000002,70,0.162890625,0.04978578355579022,716800
2.9802322387695314e-09,0.0015877763487367248,0.016052292969834524,298.25,369.85,236,-0.0005046132893767208,172.5,15.968717920780183,1.3792973764240741,405.00000000000045,71,0.1305908203125,0.05201849382067827,727040
-6.332993507385254e-09,0.00238210623830355,0.013898972122115083,274.25,362.39,236,-0.0011936255938053363,150.0,15.968717902898788,1.4530860535800456,377.5000000000002,72,0.1671142578125,0.05167972639060736,737280
7.078051567077636e-09,0.0022337284118975733,0.012573399396205786,278.5,369.42,236,-0.0010852352399524535,147.5,15.968717807531357,1.449598702788353,462.500000000001,73,0.1726318359375,0.051461780354377464,747520
-5.960464477539063e-09,0.0019795349684500253,0.011054131506534759,260.0,371.51,236,-0.0008729347096959828,125.0,15.968717688322068,1.513375859707594,417.5000000000015,74,0.1614501953125,0.05359702832272974,757760
-5.587935447692871e-09,0.0023280108665289846,0.011047857518678938,233.25,363.91,236,-0.001144837539686705,97.5,15.968717676401138,1.4960561521351337,527.5000000000002,75,0.172802734375,0.05399000890371826,768000
1.080334186553955e-08,0.002532441740459035,0.010716368494468043,221.0,359.46,236,-0.0012378205006825737,72.50000000000001,15.968717604875565,1.4692641764879226,552.5000000000002,76,0.224169921875,0.05652341741316872,778240
2.2351741790771484e-09,0.002555029274134313,0.012890975239861291,210.75,350.15,236,-0.0010378960974776418,50.0,15.96871782541275,1.4514636814594268,412.5000000000011,77,0.18935546875,0.05414482364171299,788480
1.899898052215576e-08,0.001742420035844816,0.013701747995219194,239.25,351.72,236,-0.0008832698731566779,72.50000000000001,15.968717640638351,1.4836990371346475,575.0,78,0.124609375,0.05207987738032618,798720
1.1920928955078126e-08,0.0022590636413042375,0.01116320999135496,245.25,357.64,236,-0.00055097270742408,75.0,15.96871758699417,1.5252534233033657,575.0,79,0.1540283203125,0.05287640437983989,808960
-1.862645149230957e-09,0.0028629713257714686,0.00874006628873758,236.5,359.99,236,-0.0017261747569136787,75.0,15.96871770620346,1.547677170485258,575.0,80,0.2258056640625,0.04889345559345688,819200
-2.123415470123291e-08,0.0024794337245339195,0.008197804649739737,202.5,354.86,236,-0.0007557707154774107,50.0,15.968716996908189,1.538312353938818,525.0,81,0.20537109375,0.05326790951770175,829440
-1.862645149230957e-08,0.002803035795034248,0.009071803303493197,183.75,347.82,236,-0.0012439588463166729,50.0,15.968717294931412,1.5680993676185608,500.0,82,0.225390625,0.051140137256448434,839680
7.078051567077636e-09,0.0035250257770826467,0.007923325016417949,161.25,331.31,236,-0.001142293045631959,25.0,15.968717610836029,1.5441613160073757,477.5000000000002,83,0.2274658203125,0.04657638206746237,849920
4.8428773880004884e-09,0.00369162425884042,0.0050509096737883395,141.75,320.91,236,-0.0010885595562285743,25.0,15.96870709657669,1.5136237815022469,385.00000000000085,84,0.283935546875,0.04638489942349912,860160
-7.450580596923829e-10,0.003243754872255522,0.005831432752745514,97.25,307.52,237,-0.0008079325467406307,0.0,15.968717020750045,1.5977752394974232,202.50000000000023,85,0.2443359375,0.04907636563169617,870400
8.940696716308593e-09,0.0035935228442554035,0.0064922618898393125,87.25,305.76,237,-0.0010939600731944665,0.0,15.968699598312378,1.5896967269480229,175.0,86,0.2759033203125,0.05132106238759528,880640
1.862645149230957e-09,0.002903783688407202,0.007783728105823684,103.25,317.94,237,-0.0007799392094966606,0.0,15.968717867136002,1.624179869145155,200.0,87,0.237890625,0.053934401175663574,890880
-1.2293457984924316e-08,0.002808027954341696,0.0074821233140937695,120.25,322.96,237,-0.0011685705540003255,25.0,15.96871771812439,1.5975986376404763,225.0,88,0.2331787109375,0.05380986844312289,901120
-1.4901161193847656e-08,0.00246894638259505,0.005936434183581696,120.5,329.98,236,-0.0013388080951699521,25.0,15.968716734647751,1.6406915493309497,225.0,89,0.216748046875,0.04822209860849842,911360
-2.2351741790771484e-09,0.003451262667681476,0.007805758743597835,110.25,323.72,237,-0.0014680733482236974,25.0,15.96871766448021,1.7259321004152297,202.50000000000023,90,0.247509765625,0.05115444987534216,921600
7.450580596923829e-10,0.0028795042069305055,0.0118749639033922,134.75,330.57,236,-0.0011817700091341977,25.0,15.968718028068542,1.7278099648654461,275.0,91,0.2310546875,0.0572139684206151,931840
-8.195638656616212e-09,0.0025418723142820454,0.010845924935711081,178.0,335.35,236,-0.0014837370665190975,25.0,15.96871793270111,1.6872329697012902,377.5000000000002,92,0.2399169921875,0.05665710603435492,942080
-4.8428773880004884e-09,0.002378661925575898,0.011393635923741385,211.75,344.42,237,-0.0012377094652038067,47.50000000000001,15.968717616796493,1.6944472000002861,502.5000000000002,93,0.1769775390625,0.05569871362572606,952320
-3.3527612686157227e-09,0.0031177824222424987,0.008572309286477519,224.75,344.68,237,-0.0013711989035073203,25.0,15.968716549873353,1.672412393987179,552.5000000000002,94,0.2362548828125,0.05343729271010893,962560
1.9371509552001954e-08,0.003015839589488678,0.008359550967543327,180.25,342.17,236,-0.001427863935896312,25.0,15.968717569112778,1.6798276379704475,382.5000000000007,95,0.24501953125,0.04898723331499162,972800
-2.3469328880310058e-08,0.0030391398186452533,0.006803403630692628,166.5,333.77,237,-0.0010974288124998566,25.0,15.968717128038406,1.6669699847698212,480.00000000000045,96,0.2434326171875,0.051508177319309026,983040
-9.313225746154785e-09,0.003344723754150891,0.00827528635827548,147.0,332.1,237,-0.0013712549785850569,25.0,15.9687175989151,1.6337457314133643,325.0,97,0.268896484375,0.04896437596977414,993280
0.0,0.002857657047036355,0.0046897626751217555,125.0,322.62,237,-0.001492611921275966,25.0,15.968715637922287,1.6227205343544484,252.50000000000023,98,0.2393798828125,0.04638361177699888,1003520
7.078051567077636e-09,0.0037043640010551828,0.0044047713245799255,93.0,313.34,237,-0.0008943591910792748,0.0,15.968695563077926,1.6471133962273599,177.50000000000023,99,0.2478271484375,0.04714841535169732,1013760
-2.3096799850463868e-08,0.003385963826360694,0.006656589944412872,86.25,309.17,237,-0.0012048258897266351,0.0,15.968715745210648,1.6509522058069706,175.0,100,0.274169921875,0.050062224811185455,1024000
5.587935447692871e-09,0.002567048636092295,0.006746149132595747,99.0,314.82,237,-0.00033091711266024503,0.0,15.968717402219772,1.7530283816158772,225.0,101,0.23876953125,0.052746041512680045,1034240
3.7252902984619143e-10,0.0031522731771701728,0.007788602847722359,121.25,321.58,237,-0.0016084043119917624,0.0,15.968717610836029,1.7636416465044022,250.0,102,0.2826171875,0.053339735456583715,1044480
-4.8428773880004884e-09,0.004137212574750038,0.004505292858783605,111.75,320.11,237,-0.0009890003595501185,0.0,15.96871622800827,1.7093391112983227,250.0,103,0.310009765625,0.05312144197891896,1054720
-8.940696716308593e-09,0.003503751658024612,0.002513429242290632,77.25,305.21,237,-0.0012202215777506354,0.0,15.96849558353424,1.650678625702858,177.50000000000023,104,0.2903076171875,0.046201000368279725,1064960
-1.2665987014770507e-08,0.0038374743486770057,0.003240791997542658,46.5,292.93,237,-0.0013045419458649122,0.0,15.968710917234421,1.6127053320407867,102.50000000000021,105,0.3002197265625,0.046288345358852144,1075200
-1.7508864402770997e-08,0.002991144686620828,0.003842833445021654,44.5,292.14,237,-0.0012306327022088225,0.0,15.968699371814727,1.6612943805754186,102.50000000000021,106,0.2516357421875,0.04877929088228089,1085440
4.470348358154297e-09,0.004464851934721991,0.005312025426044187,64.5,300.73,237,-0.0014457746563493856,0.0,15.968709665536881,1.6823889635503293,127.50000000000021,107,0.3632080078125,0.05118888949765961,1095680
1.899898052215576e-08,0.0034567594352211016,0.004121960996447171,70.75,302.92,237,-0.0011979038834397215,0.0,15.968715661764145,1.660840230435133,127.50000000000021,108,0.2992431640625,0.04676559004645148,1105920
2.3469328880310058e-08,0.003488574934283406,0.0032983920071217197,69.75,302.15,237,-0.0012341309322437155,0.0,15.968665444850922,1.6548299372196198,125.0,109,0.3128662109375,0.04593985653848225,1116160
-2.0861625671386717e-08,0.003193568998426599,0.004173588152741559,57.5,299.28,237,-0.001218649988004472,0.0,15.968714308738708,1.6429992310702801,125.0,110,0.261181640625,0.045809697017688784,1126400
-1.3783574104309083e-08,0.0039049978223033577,0.0038750271131712476,57.5,299.5,237,-0.0012596897646290016,0.0,15.968557143211365,1.7245541371405124,102.50000000000021,111,0.2783935546875,0.04956634175692413,1136640
-2.16066837310791e-08,0.0026613864244154684,0.009736911237814639,87.75,304.86,237,-0.0005373929765482899,0.0,15.968717867136002,1.7612078025937081,175.0,112,0.221630859375,0.053121775486410464,1146880
1.7881393432617187e-08,0.002368900431770271,0.008408077633976063,123.5,315.64,237,-0.000735618589897058,22.500000000000007,15.968717712163926,1.7735252536833286,300.0,113,0.2283203125,0.053494000485514136,1157120
-3.725290298461914e-09,0.00264800474792537,0.009707681154395686,164.75,331.31,237,-0.0015049795823870228,25.0,15.96871770620346,1.6956640385091304,405.00000000000045,114,0.2378662109375,0.052762803370806764,1167360
6.332993507385254e-09,0.002194973844007109,0.011092339044262189,190.75,346.51,237,-0.0009880700596113456,25.0,15.968717652559281,1.596768493950367,405.00000000000045,115,0.1892333984375,0.05177761476919083,1177600
-9.685754776000977e-09,0.002660883111207113,0.010823510796399205,209.25,355.56,237,-0.0012861073206295258,25.0,15.96871771812439,1.5885688319802285,477.5000000000002,116,0.209228515625,0.05061409641161663,1187840
-1.0430812835693359e-08,0.003170250826701704,0.009154134205164154,208.75,359.67,237,-0.0013547912312787957,25.0,15.968717807531357,1.4876882240176201,452.50000000000017,117,0.215283203125,0.05093245883841019,1198080
-1.5273690223693846e-08,0.0018365039349930612,0.009072104117331036,220.25,360.04,237,-0.0006281927730015013,47.50000000000001,15.96871766448021,1.5191191866993905,475.0,118,0.153173828125,0.04614008883902084,1208320
-2.9802322387695314e-09,0.0025513520863285066,0.009815276482368063,207.5,353.89,237,-0.0013875542397727258,47.50000000000001,15.96871771812439,1.5247965268790722,475.0,119,0.217236328125,0.047802320556831285,1218560
-1.3411045074462891e-08,0.002850094480345433,0.00953417679593258,210.75,359.95,237,-0.0008816904686682392,25.0,15.96871754527092,1.4426800340414048,452.50000000000017,120,0.2156982421875,0.0450805268011661,1228800
1.1175870895385742e-09,0.002480101701877402,0.010046949329262134,212.0,357.73,237,-0.0012299213482037884,47.50000000000001,15.968717670440673,1.5258429802954196,452.50000000000017,121,0.2110595703125,0.05261639803963549,1239040
-7.450580596923829e-10,0.002205390880470759,0.011441768275108188,213.75,362.67,237,-0.0012802022480173036,50.0,15.968717700242996,1.5018551133573055,427.5000000000002,122,0.193896484375,0.05245714696553455,1249280
1.862645149230957e-09,0.0025677878620342653,0.009783951556164539,231.0,364.0,237,-0.0012569110207550694,75.0,15.968717753887177,1.5370024979114532,505.00000000000045,123,0.2226806640625,0.05302628076565731,1259520
-1.080334186553955e-08,0.002496013292557109,0.013530055469891522,238.75,357.68,237,-0.0015974111513060052,72.50000000000001,15.968717855215072,1.5793860383331775,575.0,124,0.2208251953125,0.05779787846640762,1269760
1.0430812835693359e-08,0.0020658263806353715,0.01317401486885501,250.0,357.38,237,-0.0012017878452752484,100.0,15.968718063831329,1.5000192567706108,575.0,125,0.1468017578125,0.049736020052448836,1280000
-9.313225746154785e-09,0.0025440900805620004,0.01216767578262079,259.25,360.7,237,-0.00104706479505694,72.50000000000001,15.968717753887177,1.5058029033243656,575.0,126,0.212158203125,0.052146871768846734,1290240
5.587935447692871e-09,0.002377153055368808,0.013233346094784793,270.25,363.26,237,-0.0012235116886586185,122.5,15.968717855215072,1.5879173167049885,575.0,127,0.202099609375,0.052735391331383184,1300480
-5.587935447692871e-09,0.0024446098767043623,0.013644165615551174,266.75,364.33,237,-0.0013813640442094765,97.5,15.968717700242996,1.6745719283819198,552.5000000000002,128,0.2262451171875,0.05650670594715992,1310720
4.470348358154297e-09,0.002422121752738349,0.011976227158811525,275.75,359.61,237,-0.0014724288870638703,75.0,15.968717789649963,1.683273148536682,575.0,129,0.2298095703125,0.05860080598984141,1320960
-1.862645149230957e-09,0.002703465948252415,0.011637346337374765,265.75,355.58,237,-0.0018217661872768076,50.0,15.96871783733368,1.6500676840543747,575.0,130,0.2528076171875,0.055319436583632385,1331200
3.3527612686157227e-09,0.002589900918781041,0.010818109090541839,235.75,347.39,237,-0.001427477288962109,50.0,15.968717795610427,1.678593249619007,530.0000000000005,131,0.2407958984375,0.05515364230904686,1341440
-1.1175870895385742e-09,0.0035764887002471824,0.0075203236685410955,187.25,335.32,237,-0.001469957869267091,25.0,15.968717741966248,1.6942851737141609,402.5000000000002,132,0.276123046875,0.049941727396762205,1351680
-3.5017728805541994e-08,0.004045811857531589,0.006554982615716654,150.0,328.79,237,-0.0018696591250773054,25.0,15.96871684193611,1.7184980347752572,307.5000000000006,133,0.3439208984375,0.05049217526179556,1361920
-1.862645149230957e-08,0.002396839450830157,0.006272583997770198,120.0,321.4,237,-0.0010450317051436287,25.0,15.968715804815293,1.7051945447921752,227.5000000000002,134,0.2282958984375,0.0516960488738777,1372160
3.7252902984619143e-10,0.002632432383984451,0.007479779277218768,113.0,319.65,237,-0.0010779051837744192,25.0,15.96871775984764,1.7085202485322952,225.0,135,0.243359375,0.0528948781115802,1382400
-1.1175870895385742e-09,0.0034344500766565035,0.00544281333732215,102.5,316.69,237,-0.0017627312190597877,25.0,15.968717443943024,1.6864967972040177,180.00000000000045,136,0.309814453125,0.04715051740549501,1392640
7.078051567077636e-09,0.0030193460688337837,0.003664512701567446,87.5,310.91,237,-0.0010524257515498903,0.0,15.968705141544342,1.6571374513208865,150.0,137,0.269482421875,0.04644182815469294,1402880
