episode_length,advantage_norm,policy_entropy,fps,value_loss,approx_kl_divergence,clip_fraction,epoch_idx,explained_variance,PMM:episode_rewards,grad_norm,policy_loss,frames,P09:episode_rewards,P01:episode_rewards
438.0952380952381,15.96871640086174,0.22108559771425984,190,952079362.7657032,3780109.5997599503,0.376171875,1,-46.310409580543634,142.85714285714286,945971872.5946375,0.07687265100339573,10240,200.0,25.0
399.59183673469386,15.968706846237183,0.8629924753680825,172,0.011631696818513148,0.006643397349307634,0.163330078125,2,1.080334186553955e-08,164.28571428571428,0.07314806459565336,0.002338853812580055,20480,250.0,125.0
388.55696202531647,15.96871799826622,1.0904013864696025,182,0.012343925905588549,0.002521762165878272,0.1204345703125,3,-1.0430812835693359e-08,189.2405063291139,0.039130181390572026,2.314531593583524e-06,30720,255.00000000000006,125.0
379.79,15.968717819452285,1.1077556848526,187,0.01212319142650813,0.002556058791060423,0.1251708984375,4,-1.601874828338623e-08,207.25,0.03667104721683885,-0.00032123437558766453,40960,275.0,125.0
371.79,15.968717813491821,1.3196299351751803,192,0.013269967095948233,0.0032002294799553964,0.169189453125,5,1.6391277313232423e-08,234.5,0.046744318950599814,-0.00038647158216917885,51200,325.0,150.0
367.46,15.968717986345291,1.4235416866838932,196,0.016746620181947947,0.0024029881018520884,0.142529296875,6,-7.450580596923828e-09,258.25,0.051643454739727444,-0.000599454197435989,61440,352.5000000000002,150.0
365.96,15.96871793270111,1.479223018884659,199,0.015187332493951544,0.0029451303064206512,0.174365234375,7,-1.0430812835693359e-08,275.75,0.055155393399019814,-0.000727468677359866,71680,375.0,150.0
370.08,15.968717885017394,1.5247146725654601,203,0.013694168043730314,0.0024491775926776425,0.1822265625,8,2.644956111907959e-08,286.0,0.055054702246687556,-0.0010618757321935845,81920,400.0,175.0
365.5,15.968718135356903,1.6006044924259186,203,0.013078029948519542,0.002863243660453918,0.21171875,9,7.078051567077636e-09,284.25,0.05851648102521671,-0.0012958671984961256,92160,477.5000000000002,150.0
364.02,15.968717968463897,1.591374871134758,206,0.014442400654661468,0.0024166974904915152,0.1563720703125,10,-2.60770320892334e-08,284.25,0.057313304469437255,-0.0010295890271663666,102400,505.00000000000045,147.5
359.85,15.96871775984764,1.5595254249870778,208,0.015276568371336906,0.0027213496222600496,0.204931640625,11,-1.2665987014770507e-08,281.25,0.06035987856100174,-0.001408904778509168,112640,505.00000000000045,147.5
354.61,15.968717730045318,1.555069014430046,209,0.01260665933805285,0.00290916802101151,0.1886962890625,12,-6.332993507385254e-09,294.75,0.05586601134074587,-0.0015243264751916286,122880,575.0,125.0
359.33,15.968717849254608,1.4795674599707127,210,0.014220847075921483,0.0023725527713111204,0.15322265625,13,-2.9802322387695314e-09,288.0,0.051370895513607115,-0.0011880698864842997,133120,552.5000000000002,125.0
354.85,15.968717926740647,1.5376492515206337,212,0.01330329024058301,0.003477195493155705,0.215673828125,14,-6.7055225372314455e-09,271.75,0.05296527821590652,-0.001641709203249775,143360,525.0,125.0
356.64,15.968717741966248,1.5214023046195506,213,0.013461290574014129,0.002714838766893024,0.198291015625,15,1.601874828338623e-08,256.5,0.05309757147021542,-0.0014552010557963512,153600,350.0,122.5
349.5,15.968717777729035,1.5269193798303604,214,0.011837261251639575,0.003289252841045709,0.231494140625,16,-5.215406417846679e-09,238.0,0.060290871614590756,-0.001993406117981067,163840,325.0,97.5
339.15,15.968717539310456,1.5276085808873177,215,0.008223124036521767,0.004075853656331674,0.2487548828125,17,3.725290298461914e-09,204.75,0.051863205276890256,-0.0016751782663050109,174080,327.5000000000002,50.0
339.72,15.968717795610427,1.607942382246256,215,0.00990278926838073,0.0035492549413447703,0.2040283203125,18,-4.470348358154297e-09,189.5,0.051769013508201275,-0.0011312331906083272,184320,327.5000000000002,50.0
336.87,15.968717819452285,1.6500644512474536,216,0.009753129408454696,0.004167053696053813,0.2852294921875,19,-1.862645149230957e-09,171.75,0.05352726580873064,-0.0017787537777621764,194560,325.0,50.0
345.22,15.968717670440673,1.6426818765699864,216,0.011021023355715443,0.003084955997974248,0.209326171875,20,4.8428773880004884e-09,183.25,0.05276966710362792,-0.00166136071748042,204800,327.5000000000002,50.0
347.52,15.968717736005782,1.660086341947317,217,0.009614121897175209,0.003728031050673053,0.261328125,21,9.685754776000977e-09,189.25,0.05346262735800387,-0.001721534147145576,215040,305.00000000000045,50.0
337.8,15.968717885017394,1.6316579423844815,217,0.007653653797751759,0.003136969872474538,0.2372802734375,22,5.960464477539063e-09,169.75,0.052743469700727554,-0.0017697622555715498,225280,300.0,25.0
331.95,15.968717187643051,1.647643093764782,218,0.006038944325291595,0.004193164016169248,0.291943359375,23,7.450580596923829e-10,145.5,0.05205344304294923,-0.0013733296786085703,235520,252.50000000000023,25.0
315.68,15.968712985515594,1.6797362983226776,218,0.005073565061360341,0.003527659236317504,0.2242431640625,24,2.7194619178771972e-08,107.75,0.04849430827517186,-0.0009448796419746941,245760,202.50000000000023,0.0
309.74,15.968706959486008,1.6763054862618447,217,0.003973316098699798,0.003736125818761593,0.26640625,25,4.470348358154297e-09,90.0,0.04697957525633496,-0.0010475502571352991,256000,225.0,0.0
308.02,15.968716984987259,1.6913482308387757,218,0.006919793723034218,0.0042414046617295755,0.252685546875,26,-5.960464477539063e-09,92.5,0.05093424373960344,-0.0009588025326593197,266240,250.0,0.0
309.94,15.968717074394226,1.6873850263655186,218,0.005993473828465312,0.0037653996782978537,0.2601806640625,27,5.587935447692871e-09,98.5,0.05120353503106943,-0.001046082331595244,276480,250.0,0.0
314.92,15.968710684776307,1.6906202875077725,219,0.005480271951194026,0.002894187372578472,0.207275390625,28,1.080334186553955e-08,108.75,0.04957099823153014,-0.0008339080628502416,286720,227.5000000000002,22.500000000000007
309.27,15.968693256378174,1.6672661237418651,219,0.0037248832536582732,0.004393786382178177,0.3248291015625,29,3.3527612686157227e-09,93.0,0.04620501711911198,-0.0015228866301185916,296960,175.0,0.0
302.36,15.968714267015457,1.636239755153656,219,0.00573881614313052,0.003970950732013989,0.2738037109375,30,-4.097819328308106e-09,77.25,0.049174144804062986,-0.0013237926319561665,307200,150.0,0.0
303.46,15.968716865777969,1.6048598803579808,219,0.005474047038887875,0.0035341649416182007,0.2760009765625,31,3.725290298461914e-09,81.75,0.04845502395731164,-0.0013925931987614603,317440,175.0,0.0
304.02,15.968717324733735,1.5780531339347363,219,0.005262813340141293,0.0041731475780352415,0.2664794921875,32,4.8428773880004884e-09,86.25,0.04797095182100862,-0.001727194136401522,327680,175.0,0.0
312.87,15.96870728135109,1.5728061355650425,220,0.008228269262406229,0.0035157520314044177,0.2562744140625,33,-4.470348358154297e-09,92.5,0.0489274920430293,-0.00176457108464092,337920,175.0,22.500000000000007
315.13,15.968717509508133,1.5661577969789504,220,0.008107792070950382,0.0027680625247569423,0.1922607421875,34,1.1175870895385742e-09,105.75,0.04996633832489378,-0.0012515096921561053,348160,202.50000000000023,25.0
321.54,15.968717831373215,1.5092434212565422,220,0.009156924358103424,0.002890093784958481,0.2073974609375,35,8.195638656616212e-09,128.0,0.050412238500228204,-0.0014013772881298792,358400,227.5000000000002,25.0
