policy_entropy,avg_q_selected,explained_variance,avg_q_retraced,policy_gradient_loss,episode_length,grad_norm,epoch_idx,policy_loss,rollout_prob_std,advantage_norm,q_loss,frames,PMM:episode_rewards,P09:episode_rewards,model_prob_std,policy_gradient_bias_correction,P01:episode_rewards,fps
2.09003632068634,0.03137692088882128,-3.524813946088155,0.0311777809013923,-0.0007976333533103267,0,0.017626165217675075,1,-0.0007976333533103267,0.05175545327365398,0.11335186138749123,0.00024146990435838233,7200,0.0,0.0,0.05175545426706473,0.0,0.0,319
1.962512069940567,0.0015159611279765765,-4.779130490620931,0.0020502725926538306,-0.00033410205275383,0,0.2070421929707989,2,-0.00033410211484200165,0.06464864158382018,0.29412333369255067,0.006745633953202438,14400,0.0,0.0,0.06464864475031694,-7.211586767567428e-11,0.0,331
2.1855253616968793,0.00509991569754978,-4.884683346748352,0.005025520812099179,-0.0001739307625048999,0,0.0028085371447832044,3,-0.0001739307625048999,0.017045955639332533,0.03776171474407117,2.060761660989859e-05,21600,0.0,0.0,0.017045955794552963,0.0,0.0,346
2.181969173749288,0.006175844402362903,-4.502593413988749,0.005787448600555459,-0.0004294793575657726,0,0.003517200378961439,4,-0.0004294793575657726,0.019660840276628733,0.05087287823359172,3.143162466585636e-05,28800,0.0,0.0,0.019660840400805076,0.0,0.0,362
2.188359276453654,0.0037820937111973764,-5.101052872339884,0.003703345467026035,-0.00014901936977670024,0,0.00202098926918968,5,-0.00014901936977670024,0.014866867009550333,0.02978030682230989,1.2960691871436817e-05,36000,0.0,0.0,0.014866867257903019,0.0,0.0,367
2.1866299231847126,0.0035392113767253857,-5.343866205215454,0.0034263282315805553,-0.00020941695208117987,3324.6666666666665,0.0023671630298393418,6,-0.00020941695208117987,0.016235297887275617,0.03892016131430864,1.8388072324645084e-05,43200,0.0,0.0,0.01623529822876056,0.0,0.0,374
2.1878718614578245,0.004249111407746872,-4.1483933607737224,0.004211652317705253,-9.190724140353267e-05,3324.6666666666665,0.001733319127687834,7,-9.190724140353267e-05,0.015243232001860936,0.022568181219200293,7.926374663232611e-06,50400,0.0,0.0,0.015243232374389966,0.0,0.0,378
2.1854628642400105,0.005560455746793498,-5.047370306650797,0.005408483309050401,-0.00025386249859972546,3324.6666666666665,0.001909815182498967,8,-0.00025386249859972546,0.016888563397030036,0.02265992412964503,7.176579758076211e-06,57600,0.0,0.0,0.016888563800603152,0.0,0.0,384
2.188200815518697,0.002362228860147297,-4.194254342714945,0.0021949083854754764,-0.00016027582604086394,3324.6666666666665,0.0015406355006076906,9,-0.00016027582604086394,0.015056596354891856,0.028751363574216763,1.003739083292506e-05,64800,0.0,0.0,0.0150565966963768,0.0,0.0,388
2.188851984341939,0.0023532528430223465,-4.456867138544719,0.002410696377046406,-1.3550640263323051e-05,3324.6666666666665,0.0014740225285392896,10,-1.3550640263323051e-05,0.014500137014935414,0.02445274672160546,7.557482486693819e-06,72000,0.0,0.0,0.014500137728949388,0.0,0.0,391
2.185307192802429,0.002910647518001497,-3.8381787141164145,0.002850833962050577,-0.00011658195035124663,3324.6666666666665,0.0019007654298897482,11,-0.00011658195035124663,0.017305000498890877,0.03456500812123219,1.270952606849581e-05,79200,0.0,0.0,0.017305000654111304,0.0,0.0,395
