advantage_norm,P01:episode_rewards,epoch_idx,episode_length,policy_loss,grad_norm,fps,PMM:episode_rewards,policy_entropy,value_loss,P09:episode_rewards,explained_variance,frames
1.9108564978092908,0.0,1,171.11627906976744,-0.026835350005712827,2.2846717838899537,179,1.069767441860465,1.359195613861084,0.08260659283354471,2.8000000000000043,-2.4693459713459016,8000
1.218064199090004,0.0,2,172.01111111111112,0.0025396719854325054,0.2517498206777901,169,1.1222222222222222,1.3617327797412873,0.013896630175404425,3.0,-0.015998882651329042,16000
1.0828544714488089,0.0,3,178.63,-0.00020225971937179566,0.20265379347133383,187,1.28,1.366434828042984,0.011802339627836318,3.0,-0.06875163495540619,24000
1.026743456814438,0.0,4,174.35,0.002242002572165802,0.19248085960767322,194,1.14,1.3691880929470062,0.011067866437142583,3.0,-0.0224406772851944,32000
1.2536504989117383,0.0,5,175.33,0.0012965703068766744,0.2310491102959282,197,1.15,1.3733572149276734,0.014655229784220864,3.0,-0.022020403146743774,40000
1.2650054584443569,0.0,6,180.99,0.000794555844986462,0.20881274202820355,193,1.35,1.3758878993988037,0.01436293760954868,3.0,-0.0047480279207229616,48000
1.0652577859070151,0.0,7,169.17,0.001535273601184599,0.16302582426312115,188,1.1,1.3675512051582337,0.011414813858296497,3.0,-0.08731103539466858,56000
1.1188782984018326,0.0,8,167.27,-4.14926977828145e-05,0.17587123010972433,188,1.03,1.3740002560615538,0.012361085758366244,2.0,-0.019361374974250792,64000
1.1305670370161534,0.0,9,171.31,0.002850696351379156,0.1828448823957147,189,1.14,1.3825237810611726,0.012865109435660998,2.1000000000000085,-0.0028991752862930296,72000
1.053577669430524,0.0,10,172.08,-0.00012617274827789516,0.15697383202727658,192,1.12,1.3836301493644714,0.011015413620812068,3.0,-0.008141213059425355,80000
1.0277197231724857,0.0,11,173.16,0.0003480885745375417,0.1508087464883482,194,1.1,1.3838704323768616,0.010711104474276,3.0,-0.009853288531303406,88000
1.1424494116753339,0.0,12,170.08,0.0029652569137397222,0.17134287359290037,194,1.05,1.3835851955413818,0.012788188126178284,3.0,-0.010129603147506714,96000
1.4693278074264526,0.0,13,177.36,-0.0001479348470456898,0.18384536589582537,195,1.25,1.3835760807991029,0.017609856084527566,3.0,-0.004270636439323425,104000
1.2892983858659863,0.0,14,188.93,-0.0007157188764540479,0.16687961590725314,198,1.55,1.383548858165741,0.0147228664344766,4.0,-0.010273688435554505,112000
1.166781699731946,0.0,15,189.76,0.002381435747956857,0.1626232276306909,199,1.6,1.3823258793354034,0.013159725523169073,4.0,-0.05467916429042816,120000
1.237021695394069,0.0,16,180.23,0.0029666306724539025,0.17172793879151066,201,1.38,1.382226629257202,0.014350249712997538,4.0,-0.008766850233078003,128000
1.3273053199052811,0.0,17,192.12,0.0004917770996689797,0.18668247999872803,203,1.68,1.378466364145279,0.015796414012220338,4.1000000000000085,-0.005590906739234925,136000
1.2610608587414027,0.0,18,192.31,0.0012749867443926633,0.18950063312212934,205,1.64,1.3839701950550078,0.01430491970046205,4.0,-0.05210877358913422,144000
1.3185483037680388,0.0,19,185.32,0.0005128201842308044,0.1945188654052588,206,1.43,1.382603999376297,0.015106539921689546,3.1000000000000085,-0.008612385392189026,152000
1.2019595137238503,0.0,20,183.05,0.0002917424525367096,0.17859425641120188,206,1.39,1.3819630944728851,0.012842610526804491,3.0,-0.0032808631658554077,160000
1.14116587780416,0.0,21,181.18,0.0017439157763146796,0.1984800658263926,207,1.37,1.374252631664276,0.012163313413875585,3.0,0.00584598958492279,168000
1.2098519702255726,0.0,22,175.48,0.00472289434808772,0.25637385088424003,207,1.26,1.3808339166641235,0.013856869756054949,3.0,0.014531998038291931,176000
1.3470877176523208,0.0,23,176.78,0.0014159763803763782,0.27381030398990464,208,1.27,1.3759131479263305,0.014369329055771232,3.0,0.057560741901397705,184000
1.3080300617218017,0.0,24,193.17,-0.0025069504405837504,0.26870918462009896,208,1.65,1.3678139770030975,0.013031656194652897,4.0,0.32125759959220884,192000
1.2624633254110813,0.0,25,193.96,-0.0005558222130639479,0.2972990100804529,209,1.65,1.3742887258529664,0.012352759672503454,5.0,0.40219382822513583,200000
