grad_norm,epoch_idx,clip_fraction,episode_length,P09:episode_rewards,policy_entropy,value_loss,fps,explained_variance,policy_loss,advantage_norm,P01:episode_rewards,frames,PMM:episode_rewards,approx_kl_divergence
18.512812271777527,1,0.30400390625,384.30434782608694,545.0,1.3504067789763212,0.4110896489582956,204,0.12764988839626312,0.01043158709871932,15.968719315528869,125.0,10240,267.39130434782606,0.013375612777782778
4.334022292165098,2,0.164111328125,376.35849056603774,505.0000000000004,1.6191004149615764,0.1512363979127258,191,0.26277541518211367,-0.001879846112569794,15.968719106912612,125.0,20480,263.6792452830189,0.0025479454774546403
4.0623393945441455,3,0.1404052734375,378.65384615384613,550.0,1.6889518037438394,0.13697746228426694,204,0.4647069081664085,-0.003303349555062596,15.968719226121902,117.50000000000001,30720,283.3333333333333,0.0022026587967507527
3.7801542211213297,4,0.15986328125,373.05,575.0,1.7077264808118344,0.15688868262805045,209,0.5926240343600512,-0.003212408112449339,15.96871908903122,100.0,40960,284.25,0.0024794177820245374
4.057846059106738,5,0.1446044921875,378.84,575.0,1.7385065376758575,0.13526118521112948,212,0.6724407356232405,-0.004170876182615757,15.968719297647477,100.0,51200,305.75,0.002277427853073724
3.3350187543188605,6,0.1544677734375,375.21,575.0,1.7382049158215522,0.1332614693790674,217,0.7180970340967179,-0.005841745844372781,15.968719190359115,125.0,61440,295.0,0.0024288917049947777
3.2809471269206782,7,0.1404541015625,376.75,577.5000000000002,1.7267222009599208,0.14223647504113615,219,0.7151309154927731,-0.005345192031381884,15.968719273805618,125.0,71680,302.75,0.0022746113533689237
4.1612240173937,8,0.1483154296875,375.81,600.0,1.7051057457923888,0.15833792416378856,222,0.7428869046270847,-0.004670244794033352,15.96871924996376,125.0,81920,313.0,0.0023434885683858843
3.025744534077199,9,0.1426513671875,388.89,625.0,1.6985610648989677,0.15824950789101422,223,0.7615018859505653,-0.004930144685204141,15.96871924996376,150.0,92160,337.5,0.0023772716971738415
2.3956388506417463,10,0.165625,395.62,602.5000000000002,1.7225444622337818,0.13248256272636355,225,0.7762766242027282,-0.006875810791098047,15.968719154596329,197.5,102400,356.75,0.0025676074423703287
2.7032608688767614,11,0.1225341796875,389.77,600.0,1.7355023093521595,0.13551906866487115,226,0.6872640937566757,-0.0051454731976264155,15.968719398975372,150.0,112640,334.75,0.0020520274585809346
2.35255139417878,12,0.1267578125,393.64,577.5000000000002,1.7293970495462418,0.11711586159653961,227,0.7470466274768114,-0.0060044816396839455,15.968719232082368,150.0,122880,335.25,0.0020388837310750616
2.7839509792471757,13,0.1283447265625,391.92,625.0,1.7151271268725394,0.1328264384996146,227,0.7799436498433352,-0.005978183428669581,15.968719166517257,150.0,133120,352.0,0.0020653515226971477
2.2127695301828316,14,0.1338623046875,399.02,650.0,1.7207916751503944,0.12140149851329625,228,0.8292725909501314,-0.005940625494258711,15.968719267845154,150.0,143360,363.5,0.002229831970976526
3.110878351069489,15,0.110595703125,404.21,675.0,1.736945880204439,0.1514493765309453,229,0.7428845196962357,-0.00603968992800219,15.96871936917305,172.5,153600,377.25,0.001835924518195807
2.202880833130588,16,0.11640625,408.39,652.5000000000002,1.7421145088970662,0.14126025107689202,229,0.6890682768076658,-0.0065180642559425905,15.96871926188469,175.0,163840,379.5,0.0019681534440568094
2.0951991735188904,17,0.13759765625,407.74,627.5000000000002,1.7305727481842041,0.13317219319287688,229,0.7247923973947763,-0.007510965380060952,15.968719226121902,172.5,174080,370.5,0.0022814308043510806
2.345056726505584,18,0.13916015625,399.5,600.0,1.734131544828415,0.12997011020779609,230,0.7789130188524723,-0.008226894646941218,15.968719220161438,172.5,184320,354.0,0.0023125890785198693
1.9235494330306302,19,0.141162109375,404.65,600.0,1.7353313960134984,0.1142545921029523,230,0.8114248760044575,-0.00907079985481687,15.968719244003296,175.0,194560,350.25,0.00237182534506277
2.0319371124375265,20,0.152099609375,402.82,600.0,1.73416144028306,0.13762414194643496,231,0.8169919371604919,-0.007832451232388848,15.968719226121902,175.0,204800,351.0,0.0023815133566589446
2.087086262175367,21,0.131640625,405.01,602.5000000000002,1.7306559264659882,0.13487368535716088,232,0.7961775615811348,-0.008619061543777206,15.968719327449799,175.0,215040,360.25,0.002142577462405285
2.0645243597155036,22,0.16259765625,417.06,625.0,1.717069797217846,0.10954918006900698,233,0.833727677538991,-0.009775783841178054,15.968719178438187,200.0,225280,374.0,0.0027028833536410315
1.9951343556061663,23,0.1256103515625,415.87,650.0,1.7083456471562386,0.11860831973608583,233,0.8298112109303475,-0.007675151704461314,15.968719279766082,200.0,235520,390.5,0.0020624364563904046
2.2059947056542706,24,0.1136962890625,420.41,650.0,1.7133099399507046,0.11835857322439551,233,0.8389407061040401,-0.008340216246142517,15.96871908903122,222.5,245760,411.75,0.0018858196952355167
2.028177425518975,25,0.1472412109375,423.31,652.5000000000002,1.6993322536349296,0.13126166402362288,233,0.8544021513313055,-0.00898758248949889,15.968719309568405,225.0,256000,423.5,0.002295761057303419
2.299280353310156,26,0.1553955078125,418.83,700.0,1.674753125756979,0.12137088591698557,233,0.8675100058317184,-0.00978107700793771,15.968719172477723,225.0,266240,435.25,0.002432356416557456
2.5306129059901936,27,0.1361083984375,417.03,700.0,1.685958768427372,0.18056979810353369,233,0.8320025131106377,-0.008363278758770321,15.968719315528869,250.0,276480,442.5,0.0023179979726823665
2.1064304925851793,28,0.1386474609375,420.74,677.5000000000002,1.6788443863391875,0.13526628382969647,233,0.869392541795969,-0.008683074317741558,15.968719285726547,250.0,286720,448.5,0.002232312542151182
2.3067883376601226,29,0.1576171875,419.42,675.0,1.676038810610771,0.1525104135973379,233,0.8439587853848934,-0.009373346175561893,15.96871913075447,250.0,296960,456.75,0.0024391699821084767
2.177027984810221,30,0.1587158203125,418.82,677.5000000000002,1.686659750342369,0.15634854468517007,233,0.8436388198286295,-0.00923398549639387,15.968719202280045,225.0,307200,456.0,0.002471901992340002
2.170236867146045,31,0.1329833984375,419.32,700.0,1.7133235931396484,0.16078449692577124,233,0.8498314145952464,-0.009098888117296155,15.968719190359115,222.5,317440,456.75,0.0021176289488497924
2.240336376050013,32,0.1453857421875,420.09,700.0,1.7068606041371823,0.14942146628163755,233,0.8452278945595026,-0.009335491113597527,15.968719285726547,222.5,327680,463.0,0.002208246523673953
1.978610656958331,33,0.144677734375,428.23,725.0,1.7139339238405227,0.1364155804272741,233,0.870650838688016,-0.010222880932997214,15.968719220161438,222.5,337920,476.75,0.0022582025672595605
