policy_entropy,grad_norm,epoch_idx,episode_length,explained_variance,advantage_norm,frames,fps,policy_loss,value_loss,P09:episode_rewards,PMM:episode_rewards,P01:episode_rewards
1.3497151416540145,1.4233549856823386,1,172.27906976744185,-1.2021069777011872,1.7773931431770325,8000,800,-0.010774571674410253,0.06282048184406448,3.0,1.302325581395349,0.0
1.3667002415657044,0.208338345758937,2,168.45652173913044,-0.22510472655296326,1.0825389606878162,16000,813,0.0025635863712523133,0.011559403573392047,3.0,1.1630434782608696,0.0
1.3727307558059691,0.2150262691439438,3,172.75,-0.05470239281654358,1.1350149597786368,24000,834,0.0004431658147223061,0.012912744459295028,3.0,1.19,0.0
1.3570435655117035,0.19737414834069944,4,172.64,-0.09558007180690765,1.0245807983353734,32000,845,0.00293066377955256,0.011067886873552197,3.0,1.15,0.0
1.3815260803699494,0.2799700439534465,5,170.41,0.004007706642150879,1.2084619915485382,40000,854,0.0061162698611587985,0.014638552371579863,3.0,1.08,0.0
1.3750483894348144,0.24776997746988932,6,180.47,0.015799634456634522,1.1934630804508926,48000,856,0.0019193723890930413,0.013960259626946936,3.0,1.3,0.0
1.3743749749660492,0.21928937655059527,7,175.43,-0.021119073033332825,1.1289032439887523,56000,859,0.0019105866408790462,0.01126593634387973,3.0,1.18,0.0
1.3691895878314972,0.30396790663167744,8,174.61,0.20218776643276215,1.38613875977695,64000,864,0.0050778802088461816,0.01603452894873044,4.0,1.21,0.0
1.3595215737819673,0.3340538122902706,9,195.49,0.138926163315773,1.2877761203050613,72000,867,-0.0028209963330300524,0.01366474784037564,4.0,1.82,0.0
1.3688812053203583,0.3738270909311116,10,197.3,0.12152931213378906,1.3264167949557304,80000,869,0.00030304890242405236,0.0132323124485265,4.1000000000000085,1.89,0.0
1.3654683554172515,0.3621877656108674,11,193.47,0.6189044255018235,1.353452515900135,88000,868,-0.002142633470284636,0.014150288972596172,5.0,1.75,0.0
1.3697033786773682,0.3394338674701296,12,199.71,0.7288291341066361,1.1951458498835563,96000,868,-0.0007966615579789504,0.010696099514025264,5.0,1.88,0.0
1.3699536991119385,0.36705454431677326,13,188.11,0.715513870716095,1.2543293628096581,104000,866,-0.0025206264364533125,0.012722359011822846,4.0,1.52,0.0
1.3394857001304628,0.3241332359555746,14,182.93,0.8394120353460311,1.1678076002001763,112000,864,-0.0027358346225810235,0.010073894854285755,4.0,1.42,0.0
1.3459453010559081,0.36881304376061835,15,198.89,0.8617371028661728,1.174530380666256,120000,867,-0.0037218780373223124,0.009880487442715094,5.0,1.83,0.0
1.363413723707199,0.28944314192352016,16,209.9,0.8749645107984543,1.067011677324772,128000,866,-0.0024594037840142847,0.008194691002136096,7.0,2.22,0.0
1.3426849567890167,0.26832319955332173,17,207.17,0.8719206869602203,0.9618890178203583,136000,865,0.00022036026552086697,0.006763865385437384,6.1000000000000085,2.14,0.0
1.3237444794178008,0.2982353320191981,18,209.26,0.9356515282392501,0.9851405611634254,144000,867,-0.003754528084245976,0.007319132608245127,5.300000000000026,2.2,0.0
1.3466467320919038,0.2684980756955412,19,216.01,0.9093059098720551,1.0461697673797608,152000,869,-0.00018067613686071127,0.00834201647550799,7.200000000000017,2.38,0.0
1.349347072839737,0.29040800322221083,20,227.11,0.9169184094667435,0.9929034715890884,160000,870,-0.003925212030881084,0.007467310109641403,9.0,2.69,0.0
1.3411706185340881,0.23631823042441538,21,216.6,0.921333184838295,0.8791517686843872,168000,871,-0.0006989114312455059,0.005821932230319362,8.100000000000009,2.42,0.0
1.338981500864029,0.17070574033983918,22,217.45,0.9487067437171937,0.6796562108397484,176000,873,-0.0009025516736437567,0.003846906193066388,5.0,2.24,0.0
1.3464755153656005,0.1694155234434167,23,205.31,0.971525764465332,0.6397382882237435,184000,874,-0.0007032241702108877,0.0032029023478389717,5.0,1.97,0.0
1.3434603464603425,0.183322399788313,24,199.29,0.9559169459342957,0.7045012539625168,192000,876,-0.00047887947759591045,0.0040648490961757485,5.0,1.88,0.0
1.3398640441894532,0.20796553760277764,25,202.35,0.9531623357534409,0.8068373176455498,200000,876,-0.0015562709589721634,0.005010877171298489,6.0,1.98,0.0
1.319411780834198,0.14694263539206406,26,208.14,0.9724609106779099,0.6151351530849933,208000,877,-0.0005732856132090092,0.0031972054409561677,5.1000000000000085,2.05,0.0
1.32441787481308,0.15427527571556493,27,216.77,0.9770701414346695,0.5927934119105339,216000,878,-0.0009341208767727949,0.002769372122711502,5.1000000000000085,2.32,0.0
1.3469870615005493,0.20224390829276287,28,226.58,0.9394085639715195,0.6992908693850041,224000,879,0.0003466504951938987,0.004478155525721377,5.0,2.52,0.0
1.3410618090629578,0.19079979631920532,29,207.96,0.9480173647403717,0.7061023782193661,232000,880,-0.0015590512970811688,0.00418291669266182,5.0,2.06,0.0
1.3430504608154297,0.11334877610689777,30,194.74,0.984308865070343,0.4545882289111614,240000,880,-0.00041060070681851355,0.0016633282625116408,5.0,1.76,0.0
1.3471185779571533,0.1348180556583948,31,201.96,0.9776961821317672,0.5276263915002346,248000,881,-0.0009124041924951598,0.002477728057128843,6.1000000000000085,2.03,0.0
1.3483712124824523,0.23191440742756875,32,202.83,0.8799004656076431,0.8286136636137962,256000,881,-0.0025212632220609522,0.005941555403114762,5.1000000000000085,2.04,0.0
1.3577987885475158,0.19669677804859975,33,203.99,0.9497856360673904,0.7679454563558101,264000,882,-0.001308596688322723,0.004916932214982807,5.0,2.0,0.0
1.346344839334488,0.19054542004808636,34,203.98,0.9559523475170135,0.7676765370368958,272000,882,-0.0003600079882926366,0.004811542616807856,5.0,1.94,0.0
1.343384610414505,0.13787912776763897,35,200.55,0.981924164891243,0.4897705273330212,280000,883,-0.0018081090350460726,0.0021442038410168607,5.1000000000000085,1.88,0.0
1.3546859049797058,0.17798440925753442,36,205.96,0.9587242329120635,0.6936245857179165,288000,883,-0.0007116007246804657,0.004442561827017926,6.0,2.06,0.0
1.3479537022113801,0.20507590742351808,37,195.98,0.9511238962411881,0.8149640254676342,296000,884,-8.745963859837502e-05,0.005225517068174668,5.0,1.78,0.0
1.3602486371994018,0.20269902238618495,38,205.58,0.9457137840986252,0.831291469335556,304000,884,-0.000516416254104115,0.00561835372063797,5.0,2.0,0.0
1.3357858312129975,0.16495323021569555,39,211.69,0.9672435939311981,0.6479229632019997,312000,884,-0.001333913554699393,0.0032300560094881805,5.1000000000000085,2.17,0.0
1.3495778667926788,0.18903557037750418,40,219.97,0.9515202647447586,0.7745167444646358,320000,885,-0.0005940209693562793,0.005068218865781091,6.0,2.38,0.0
1.356230105161667,0.15534637933532824,41,216.97,0.9644610488414764,0.6388433486223221,328000,885,-0.0006867443327791989,0.0032752993758185765,9.0,2.4,0.0
1.3662230169773102,0.1906695995561296,42,213.41,0.9387919974327087,0.7561434653401374,336000,886,0.00039970115496544166,0.004635062247398309,7.200000000000017,2.25,0.0
1.3426946437358855,0.23128842740714217,43,219.69,0.9365279352664948,0.9056747037172318,344000,887,-0.0014181269088294358,0.006481205801246687,9.0,2.46,0.0
1.3425679743289947,0.18365257920809624,44,219.71,0.9550619292259216,0.7059184212982654,352000,887,-0.0008089299630955793,0.004246530632372014,7.1000000000000085,2.48,0.0
1.3416890811920166,0.18574679941821576,45,220.36,0.9623550379276276,0.7033480423688888,360000,887,-0.0011800376937026158,0.00418439315923024,8.0,2.54,0.0
1.3591970014572143,0.18104777988451495,46,195.65,0.9672854685783386,0.6665803374350071,368000,888,-0.0017828367905167396,0.004206136381399119,5.0,1.77,0.0
1.3553170955181122,0.2676345124325593,47,211.28,0.913557476401329,1.0533921065926553,376000,888,-0.0015208298622746952,0.008868773812428116,5.0,2.24,0.0
1.3645689165592194,0.27442763692800165,48,217.43,0.8845503544807434,1.0727759858965873,384000,889,-0.0015148282377049327,0.008669678285368718,6.0,2.43,0.0
1.3508627259731292,0.21344383099669398,49,227.81,0.9440866816043854,0.835891239643097,392000,889,-0.001615770709468052,0.005282181997899898,8.100000000000009,2.71,0.0
1.336097265481949,0.21182974746914643,50,219.66,0.9389406174421311,0.8676841750741004,400000,889,-0.0007811618995037861,0.0061159757140558215,8.100000000000009,2.5,0.0
1.3399224722385406,0.2587056117978325,51,220.74,0.9095493710041046,1.0704672569036484,408000,889,-0.0013588940908084623,0.008618065574555658,8.0,2.52,0.0
1.347368960380554,0.2838270845346169,52,210.86,0.8908224046230316,1.1233621641993523,416000,890,-0.0011607147724134847,0.009380998851265759,6.200000000000017,2.29,0.0
1.356749793291092,0.18667290821320237,53,195.2,0.9535309207439423,0.7424599048495293,424000,890,-0.0009617205321410438,0.004385646534210537,5.0,1.8,0.0
1.346070785522461,0.3521155663666655,54,204.19,0.7967851120233536,1.3613394048810006,432000,890,-0.0035929260199191048,0.013349720200058073,5.0,2.07,0.0
1.3169295382499695,0.37802755420774814,55,200.61,0.7165024328231812,1.4848011380434036,440000,890,-0.005185868862317875,0.015155671465909109,5.0,2.05,0.0
1.324942638874054,0.2437804014514389,56,199.53,0.9318968451023102,0.9300053176283837,448000,890,-5.1785454852506516e-05,0.006974213686771691,5.0,2.13,0.0
1.3379883718490602,0.2324228873849931,57,214.2,0.949812324643135,0.8589936849474907,456000,890,-0.0011812415375607088,0.005672027203254402,6.0,2.37,0.0
1.3417476725578308,0.23943168501281714,58,231.01,0.9271869933605195,0.9774122807383537,464000,891,-0.0002987713867332786,0.007186111427727155,6.0,2.73,0.0
1.3465043556690217,0.30099610092148477,59,230.75,0.8901146161556244,1.188175789117813,472000,891,-0.0026574386982247235,0.010030367496656254,6.1000000000000085,2.76,0.0
1.3427707481384277,0.2700728335610313,60,231.75,0.9081730550527572,1.1076284229755402,480000,891,-0.001907040278892964,0.008605677541345358,6.0,2.76,0.0
1.3235200071334838,0.2861030238826952,61,232.12,0.9076838821172715,1.114973272383213,488000,891,-0.0014596277731470763,0.008906309871235862,6.0,2.81,0.0
1.3190576481819152,0.25987250907202136,62,247.74,0.9139837950468064,1.0657004082202912,496000,892,-0.001445093498332426,0.007814918890362605,9.0,3.31,0.0
1.3281959187984467,0.25807672008360816,63,262.37,0.9302244955301284,1.0027190360426903,504000,892,-0.0011147789496499172,0.0072941363794961946,10.0,3.9,0.0
1.3390315532684327,0.26211447026353984,64,257.58,0.9000893753767013,1.0923394870758056,512000,892,-0.002406944388640113,0.008715021660900674,10.0,3.77,0.0
1.3157625365257264,0.31763329615161034,65,240.82,0.8849560230970382,1.166249480843544,520000,892,-0.002098880180856213,0.009616556217661127,9.0,3.14,0.0
1.3282648098468781,0.24095654984853224,66,243.08,0.940281993150711,0.9422675171494483,528000,892,-0.0008680799540161388,0.0065857041266281155,7.0,3.04,0.0
1.3323445332050323,0.24074868005664743,67,242.06,0.9255643248558044,0.985681953728199,536000,893,-0.0002955925987043884,0.007604843740700744,7.1000000000000085,3.05,0.0
1.2955005264282227,0.3220418170397821,68,244.18,0.8665246391296386,1.2667448592185975,544000,893,-0.002611799905571388,0.011334713023388758,9.0,3.16,0.0
1.2918988490104675,0.3173285692452772,69,219.33,0.9005837762355804,1.214676021039486,552000,893,-0.003022120438981801,0.010261732939397916,6.1000000000000085,2.58,0.0
1.3013713252544403,0.28596371845273494,70,235.0,0.9101349997520447,1.102883348762989,560000,893,-0.0016324128629639746,0.008516351686557755,9.0,3.1,0.0
1.3001757740974427,0.2695739258514501,71,240.06,0.911419329047203,1.0643072214722633,568000,893,-0.0032963184720574646,0.008046405189670622,9.0,3.28,0.0
1.3002969616651534,0.34597652846477983,72,242.44,0.8872595417499543,1.1665975087881089,576000,894,-0.002117281770333648,0.0103682130551897,9.0,3.29,0.0
1.3254615545272828,0.290912681263741,73,243.42,0.9014055401086807,1.084654196500778,584000,894,-0.004822029065690003,0.009319771212758496,9.0,3.22,0.0
1.3019527506828308,0.25190687763234065,74,229.0,0.9286233520507813,0.9506961786746979,592000,894,-0.0029552191348921042,0.006873046662658453,9.0,2.81,0.0
1.3042160987854003,0.28644073477876153,75,229.4,0.9151381492614746,1.1368813574314118,600000,894,4.162438621278852e-05,0.009120950815267861,6.0,2.66,0.0
1.3170251882076263,0.29182057598179034,76,227.92,0.8906080716848374,1.1498356491327286,608000,894,-0.0025060767243849113,0.009076563637936488,6.0,2.68,0.0
1.3098826575279237,0.3136020492432413,77,250.0,0.9041089582443237,1.150385108590126,616000,895,0.00012956718157511204,0.009325708303367718,9.0,3.37,0.0
1.2978337287902832,0.29706014998884567,78,256.7,0.899417542219162,1.1492920431494713,624000,895,-0.005728756276803324,0.009477573874173686,9.100000000000009,3.65,0.0
1.306538565158844,0.2807266837409356,79,255.47,0.8951434481143952,1.1167434003949166,632000,895,-0.0019079784129280596,0.00910454914555885,9.0,3.62,0.0
1.3149591052532197,0.33104313919702144,80,257.9,0.8573451691865921,1.3743522238731385,640000,896,0.0004100693672080524,0.01277393511729315,9.0,3.59,0.0
1.2969238197803497,0.33918510501628335,81,245.6,0.8686495345830917,1.2420214796066285,648000,896,-0.0035779847903177142,0.011320426688762382,9.0,3.52,0.0
1.307413296699524,0.34541880081666454,82,249.46,0.868405128121376,1.3134957319498062,656000,896,-0.0018295224044732094,0.012222646358422936,9.100000000000009,3.6,0.0
1.302617417573929,0.31679890395498883,83,251.85,0.8770258510112763,1.2354641681909562,664000,897,-0.0019385108479764313,0.010404231525026262,10.0,3.76,0.0
1.2915938246250152,0.43256490511742973,84,270.73,0.8301032596826553,1.4635333240032196,672000,897,-0.004488991133111995,0.014587238053791226,11.0,4.16,0.0
1.2683808815479278,0.4475515050875956,85,291.38,0.8323787087202072,1.580136792063713,680000,898,-0.003640925838481053,0.016762538929469883,11.0,4.85,1.0
1.3044437611103057,0.389382096666419,86,292.14,0.8323784852027893,1.4925281971693038,688000,898,-0.002017460410716012,0.0149895552219823,11.100000000000009,4.86,1.0
1.2991113650798798,0.35051757129144645,87,294.06,0.8621160095930099,1.3538349997997283,696000,898,-0.0028691851763869634,0.012250577013473958,10.0,4.9,1.0
1.286594318151474,0.3868594296272751,88,300.3,0.868613531589508,1.4320405250787736,704000,899,-0.0037829952826723455,0.013469516260083764,10.0,5.02,1.0
1.284246199131012,0.39289548876715985,89,311.78,0.839643417596817,1.498485631942749,712000,899,-0.0019528449148492654,0.01495473067741841,10.0,5.31,1.0
1.2494134330749511,0.4431006785577411,90,314.26,0.8244771820306778,1.5805785238742829,720000,900,-0.003318581469357014,0.016534241046756507,10.0,5.46,1.0
