P09:episode_rewards,PMM:episode_rewards,frames,value_loss,policy_loss,policy_entropy,explained_variance,P01:episode_rewards,approx_kl_divergence,fps,grad_norm,clip_fraction,advantage_norm,episode_length,epoch_idx
75.0,42.1875,10240,0.685944864526391,0.011987529179168632,1.5729235023260117,0.053177012503147124,0.0,0.013742825400641836,210,19.42988912956177,0.376611328125,15.968719387054444,294.875,1
125.0,61.74242424242424,20480,0.06732260775461327,-0.0027563016359636095,1.701759983599186,0.2597898531705141,0.0,0.002388685812048047,201,2.583429183169774,0.1601318359375,15.968719017505645,301.4848484848485,2
225.0,93.25,30720,0.08800094204489142,-0.004196453132317401,1.7331909596920014,0.250442935153842,0.0,0.0019980739369659635,214,2.5507538458514083,0.1211669921875,15.9687191426754,308.01,3
402.5000000000002,160.25,40960,0.13715869607403874,-0.0033488680906884837,1.7163901284337044,0.3633669476956129,25.0,0.0016921247205121295,224,3.127547248406711,0.1027099609375,15.968719363212585,327.37,4
432.5000000000006,215.0,51200,0.12771781929768622,-0.0047674314715550285,1.6849065512418746,0.4447468284517527,25.0,0.0021534405176456095,229,2.8261829182629166,0.1367431640625,15.968719100952148,344.42,5
527.5000000000002,254.75,61440,0.12795846140943468,-0.005584794563037576,1.696302442997694,0.5294924560934305,50.0,0.002027214362692871,230,2.789803767351848,0.1202392578125,15.968719351291657,354.6,6
527.5000000000002,273.75,71680,0.14759718724526466,-0.005416468690236797,1.700925074517727,0.5881127856671811,100.0,0.0020255740703877074,233,3.429207144101221,0.1195556640625,15.968719267845154,364.48,7
527.5000000000002,285.5,81920,0.11967772510834038,-0.0060753566634957675,1.6998841047286988,0.6978148255497217,122.5,0.002123139374225809,234,2.8272330411808175,0.1380615234375,15.968719160556793,358.25,8
550.0,301.75,92160,0.12106248626951129,-0.005347380957391579,1.6829487361013888,0.7268398988991975,150.0,0.002376630612639344,235,3.081333642722993,0.1526611328125,15.96871924996376,360.27,9
575.0,312.0,102400,0.10849705655127764,-0.006476543708186,1.6907935604453086,0.7713077943772078,150.0,0.0020289202325560413,236,2.6597634483113124,0.126220703125,15.968719255924224,365.27,10
600.0,323.75,112640,0.1152387329377234,-0.007727938568859827,1.693070936203003,0.7661518190056086,150.0,0.002161511181384729,235,2.6001188744167623,0.1419677734375,15.968719279766082,376.54,11
600.0,335.25,122880,0.13484436480794101,-0.006593464299658081,1.6989335589110852,0.771557268127799,175.0,0.0019690422125907664,236,2.6872662546964428,0.1213134765625,15.968719238042832,379.26,12
625.0,345.0,133120,0.1219807207584381,-0.007365615772141609,1.707851955294609,0.7815503537654876,150.0,0.00209881565633656,237,2.6040468851596463,0.1339111328125,15.968719244003296,383.72,13
