epoch_idx,value_loss,explained_variance,P01:episode_rewards,P09:episode_rewards,fps,policy_entropy,advantage_norm,clip_fraction,policy_loss,PMM:episode_rewards,frames,approx_kl_divergence,episode_length,grad_norm
11,0.011768232943722978,-2.3469328880310058e-08,100.0,427.5000000000002,429,1.5862345091998578,15.968717956542969,0.206884765625,-0.0012234356450790073,252.5,112640,0.0027662028818269844,342.87,0.05688551231325885
12,0.012350337608950213,5.215406417846679e-09,75.0,450.0,432,1.5687293261289597,15.968717777729035,0.192919921875,-0.0017958005009859335,236.25,122880,0.0029724422746028266,345.7,0.05250911728661124
13,0.011833215966544231,-7.078051567077636e-09,50.0,375.0,434,1.5827413827180863,15.968717646598815,0.2163330078125,-0.0014606158263632096,214.75,133120,0.0036014501886029392,347.27,0.0551749299408595
14,0.01174336832264089,-1.0430812835693359e-08,50.0,377.5000000000002,436,1.5646724708378315,15.96871777176857,0.2074462890625,-0.0015973689671227476,223.5,143360,0.003061244947718933,357.78,0.055701894803457885
15,0.009951571308192797,-3.3527612686157227e-09,50.0,350.0,437,1.565108174085617,15.968717831373215,0.1726318359375,-0.0012933221991261235,202.75,153600,0.0025572194326400678,348.47,0.05287849522878059
16,0.008429496100507094,1.4901161193847657e-09,47.50000000000001,350.0,439,1.515602919459343,15.968717318773269,0.17919921875,-0.0010246191595797427,187.25,163840,0.002465674706752452,349.2,0.052834820912522805
17,0.00809083651911351,-7.450580596923828e-09,25.0,275.0,439,1.5093607895076275,15.968717551231384,0.1919189453125,-0.0014145008870400488,144.25,174080,0.00272270273593449,330.44,0.05263561405157206
18,0.006347239542810712,-1.862645149230957e-09,25.0,275.0,438,1.4141927286982536,15.968717652559281,0.2508544921875,-0.0016729252121876926,132.5,184320,0.0036697286889761926,329.55,0.04830830300041635
19,0.006532188609526202,-1.4901161193847657e-09,22.500000000000007,202.50000000000023,440,1.4638313233852387,15.96871750354767,0.226513671875,-0.0006827977747889235,116.5,194560,0.003476040295220173,317.05,0.04742887594559643
20,0.008042454655060283,-7.078051567077636e-09,25.0,252.50000000000023,440,1.5671118922531604,15.968717741966248,0.2243896484375,-0.0008113123949442524,119.0,204800,0.003440620255878457,319.25,0.05375704741167273
21,0.009850171856851376,9.685754776000977e-09,25.0,277.5000000000002,441,1.5998576812446117,15.968717724084854,0.2370361328125,-0.001139761946615181,140.75,215040,0.004219504856041567,326.1,0.05277755773311368
22,0.012272606917758822,3.725290298461914e-09,25.0,402.5000000000002,441,1.5945302307605744,15.968717849254608,0.2566162109375,-0.0012795532365998952,182.75,225280,0.0036904711474505802,341.65,0.05799735180711866
23,0.011581517128797713,-2.9802322387695314e-09,50.0,455.0000000000004,440,1.6255772769451142,15.968717795610427,0.2396240234375,-0.0013401278298260876,216.75,235520,0.0035359344798052915,352.62,0.056344104127852165
24,0.013944633095525205,4.470348358154297e-09,75.0,525.0,439,1.6300921432673932,15.968717944622039,0.206689453125,-0.0016836420356412419,244.5,245760,0.0030910945064420046,363.16,0.05244992454948383
25,0.010665885628259274,-1.3783574104309083e-08,75.0,525.0,441,1.6615918584167957,15.96871782541275,0.229736328125,-0.001102115476533072,243.25,256000,0.003504486488054681,361.57,0.0533252475682085
26,0.010821339662288664,2.9802322387695314e-09,75.0,357.5000000000007,440,1.469230104982853,15.96871782541275,0.231689453125,-0.002108103442151332,217.25,266240,0.00345140513362594,357.12,0.04689344265133315
27,0.009501552180154249,-8.195638656616212e-09,75.0,300.0,441,1.3758918955922126,15.968717908859253,0.1690185546875,-0.0009101554103835951,191.75,276480,0.002572825495190045,353.57,0.04653657354397913
28,0.007798023411757527,1.7881393432617187e-08,50.0,250.0,442,1.4071772933006286,15.968713867664338,0.2056884765625,-0.000454711895872606,159.0,286720,0.003147688472427035,343.3,0.04617747564726438
29,0.008537293729841623,-2.421438694000244e-08,47.50000000000001,227.5000000000002,442,1.6149689510464669,15.968717604875565,0.21015625,-0.0006870413286378607,137.0,296960,0.0033779405085397228,336.65,0.04945106970790145
30,0.009287945822870824,5.215406417846679e-09,50.0,225.0,442,1.6582328386604785,15.968717807531357,0.252197265625,-0.0013010524438868743,132.25,307200,0.0032767950350262253,335.6,0.05325618002215682
31,0.008403968160564546,-1.4901161193847657e-09,25.0,250.0,441,1.6291980005800724,15.968717646598815,0.2346435546875,-0.0014140349325316493,148.25,317440,0.003523126503819185,337.59,0.04864205264357187
32,0.008314054234188007,2.2351741790771484e-09,47.50000000000001,277.5000000000002,441,1.6112948961555957,15.968717551231384,0.2119873046875,-0.0009453137823584257,166.75,327680,0.002785423766374606,345.32,0.049813061209582975
33,0.011897749977833882,-1.1175870895385742e-09,50.0,327.5000000000002,442,1.580448780208826,15.968717747926712,0.2092529296875,-0.001277058995765401,184.5,337920,0.0028779325340394734,349.36,0.053894281015792425
34,0.010574550413002726,1.4528632164001465e-08,50.0,302.5000000000002,442,1.630744254589081,15.96871777176857,0.242919921875,-0.0018764059175737202,186.75,348160,0.0033665530688267607,354.94,0.05409866991589216
35,0.010298845642137167,4.8428773880004884e-09,75.0,302.5000000000002,442,1.7196136891841889,15.968717700242996,0.2814697265625,-0.0020470457384362817,189.5,358400,0.003453417353603072,358.17,0.05253163895873971
36,0.007933634387973143,-1.2293457984924316e-08,50.0,325.0,441,1.7631215393543243,15.968717277050018,0.2888916015625,-0.001808420355882845,175.25,368640,0.0038066167236138425,347.58,0.053240589446315614
37,0.006312588512628281,-6.332993507385254e-09,25.0,300.0,442,1.714853735268116,15.968717855215072,0.351123046875,-0.001792880984430667,139.25,378880,0.004878091178807153,329.86,0.05190691652832574
38,0.008576726049295758,1.601874828338623e-08,25.0,330.0000000000004,443,1.720119310170412,15.968714499473572,0.27705078125,-0.0015011146537290188,135.25,389120,0.0042702134055389255,321.88,0.05193698572160357
39,0.010413019430052373,-7.450580596923829e-10,25.0,325.0,444,1.7339618921279907,15.968717783689499,0.1969482421875,-0.0010252280822896863,150.0,399360,0.0026217767151592852,328.0,0.05515918723489209
40,0.011192799187119818,-1.1175870895385742e-09,25.0,427.5000000000002,445,1.7567312858998776,15.968717741966248,0.2162109375,-0.0008355038808076642,179.75,409600,0.0029779577746694486,338.29,0.05554923996057344
41,0.010000197146291611,7.450580596923828e-09,50.0,502.5000000000002,444,1.7324257113039494,15.968717521429062,0.233642578125,-0.000898592287194333,208.0,419840,0.0031974196539067633,348.33,0.0549090318732793
42,0.011294634010846493,-7.450580596923828e-09,50.0,440.00000000000125,444,1.7204615399241447,15.968717867136002,0.224853515625,-0.0012782040066667832,213.0,430080,0.0027793564371904724,348.15,0.055711981691407744
43,0.01093120696314145,-8.195638656616212e-09,50.0,532.5000000000007,444,1.731352410465479,15.968717813491821,0.2471923828125,-0.0022028294999472562,218.75,440320,0.00325173001906478,347.46,0.05292852002585789
44,0.014626919163856656,7.82310962677002e-09,50.0,402.5000000000002,444,1.6476834930479527,15.968717867136002,0.2198974609375,-0.0020617983831471066,217.5,450560,0.002857523554712316,346.03,0.055594401229793325
45,0.013412467876332813,1.825392246246338e-08,50.0,435.00000000000085,445,1.6443832643330096,15.96871782541275,0.2236083984375,-0.0014360504115757066,230.25,460800,0.0028114016947711207,344.63,0.05704931103013213
46,0.014864115025557113,2.6077032089233397e-09,75.0,400.0,445,1.6097181752324103,15.968717849254608,0.2011474609375,-0.0011332753630995285,251.5,471040,0.0025488889632583776,348.79,0.058446776125005026
47,0.016188141467864625,-2.421438694000244e-08,125.0,377.5000000000002,445,1.5861093521118164,15.968717885017394,0.1763671875,-0.0013724318454478635,274.75,481280,0.002407065371085082,349.04,0.05530399567412159
48,0.015896904707187787,2.0116567611694337e-08,150.0,400.0,445,1.647956297546625,15.968718111515045,0.1921142578125,-0.0016986873601126718,283.0,491520,0.0026727674959602155,347.89,0.054861799284142386
49,0.013602514447120484,1.4156103134155273e-08,172.5,375.0,446,1.6551347859203815,15.968717765808105,0.1941650390625,-0.001130350503444788,279.0,501760,0.0026699983592379795,352.54,0.05599514159743878
50,0.015557827515294775,-5.587935447692871e-09,150.0,375.0,447,1.613955795764923,15.968717914819717,0.2078857421875,-0.0014520198270474793,277.75,512000,0.003014112314713202,357.29,0.058749913773846495
51,0.013983004109468311,-8.195638656616212e-09,150.0,525.0,447,1.6230578161776066,15.96871793270111,0.1828125,-0.0013801687811792363,283.75,522240,0.0023731806774776485,361.53,0.0543420167646088
52,0.01396024429850513,4.470348358154297e-09,150.0,410.00000000000085,447,1.6029282435774803,15.96871782541275,0.1943359375,-0.001520470343893976,279.25,532480,0.002752774265803737,361.35,0.05468114261106447
53,0.01080724899074994,-2.9802322387695314e-09,125.0,455.0000000000004,448,1.6541105017066002,15.96871771812439,0.252001953125,-0.0013112510314385872,251.75,542720,0.003113715873456613,354.19,0.0556486598183414
54,0.010514543049430359,-1.1548399925231934e-08,50.0,405.00000000000045,449,1.6956297628581525,15.96871783733368,0.2662353515625,-0.001521392313952674,225.5,552960,0.0031864154155016424,348.03,0.05756609625259679
55,0.010261110776264104,-1.4901161193847657e-09,50.0,302.5000000000002,449,1.6731883704662323,15.96871787905693,0.2318115234375,-0.0010331167592084966,189.0,563200,0.0029354621644159806,343.99,0.054760628325027184
56,0.011918618604977383,1.2293457984924316e-08,50.0,300.0,449,1.6381768606603146,15.968717861175538,0.2579345703125,-0.002015453344210982,187.75,573440,0.003198968615816966,339.53,0.056717202014271995
57,0.015144662269449327,-7.450580596923829e-10,75.0,327.5000000000002,449,1.589842724055052,15.968717724084854,0.1758056640625,-0.0013166447373805568,214.75,583680,0.0026244446547025293,340.5,0.05530197329574854
58,0.015954566982691175,-3.7252902984619143e-10,100.0,477.5000000000002,449,1.5426984421908856,15.968717920780183,0.1719970703125,-0.0016595288539974717,253.5,593920,0.002129771881004672,343.79,0.05723868039017771
59,0.01443188012635801,-3.3527612686157227e-09,125.0,502.5000000000002,450,1.5981604240834713,15.968717926740647,0.1716552734375,-0.0007858746001147665,278.5,604160,0.0023704286119823337,352.03,0.05757702111442072
60,0.014098776003811509,-7.450580596923828e-09,150.0,527.5000000000002,450,1.656816565990448,15.968717688322068,0.2083251953125,-0.001623877118981909,296.75,614400,0.0025747391689549203,363.51,0.05583988697145152
61,0.011567804671358317,-1.4901161193847657e-09,100.0,500.0,451,1.7063084207475185,15.968718004226684,0.249365234375,-0.0019154051813529804,273.25,624640,0.0029897546465463163,362.42,0.05742874879317471
62,0.010467757876358518,3.725290298461914e-09,50.0,477.5000000000002,450,1.6683851666748524,15.968717777729035,0.2050048828125,-0.0010842190822586417,233.75,634880,0.002584497646978434,355.43,0.055783064870791876
63,0.009302877169420753,-3.725290298461914e-09,50.0,355.00000000000045,449,1.6507554620504379,15.968717479705811,0.1860107421875,-0.0011053825597628019,210.5,645120,0.0025860398343638736,351.87,0.05001294508426705
64,0.007848273393756244,2.9802322387695314e-09,0.0,300.0,447,1.5985022231936454,15.968717908859253,0.21171875,-0.001320212864811765,158.25,655360,0.0032539039043513185,330.62,0.04880293980226252
65,0.006048693139226203,1.9371509552001954e-08,0.0,252.50000000000023,447,1.579562969505787,15.968699806928635,0.2688232421875,-0.0013033677052590065,131.5,665600,0.00409775754364432,321.17,0.04925027855927762
66,0.008618065003429366,7.450580596923828e-09,0.0,225.0,446,1.7154600672423839,15.968717563152314,0.25556640625,-0.001238994525920134,113.0,675840,0.003411420544716748,316.07,0.05194140537469457
67,0.008585855102319328,-9.313225746154785e-09,0.0,252.50000000000023,446,1.7404153145849706,15.968717551231384,0.2616455078125,-0.001263125387049513,127.0,686080,0.00329712519937857,322.2,0.05524836399853552
68,0.008473155761566886,-1.4901161193847657e-09,22.500000000000007,300.0,445,1.7567271076142787,15.968717700242996,0.29306640625,-0.0018069551064400003,144.75,696320,0.0037313554577281137,327.78,0.052775611765879735
69,0.005837285653342406,-7.450580596923828e-09,0.0,305.00000000000045,444,1.7610636211931705,15.968717449903489,0.282177734375,-0.0016503559767443222,137.0,706560,0.003648200344593988,324.78,0.050023522807626605
70,0.004307151490732508,7.450580596923828e-09,0.0,277.5000000000002,443,1.7342027068138122,15.968714356422424,0.301171875,-0.001323976014100481,108.5,716800,0.004540390444719833,316.05,0.04951282658245593
71,0.005459756527179849,-1.30385160446167e-08,0.0,177.50000000000023,441,1.7065619722008705,15.968711543083192,0.228369140625,-0.0006704389976221137,87.0,727040,0.002952771544528332,307.75,0.050836577292350325
72,0.005790881809843995,-3.725290298461914e-09,0.0,175.0,440,1.6470438957214355,15.968717455863953,0.343212890625,-0.0018842194724129513,78.25,737280,0.004294553422028002,303.54,0.05004259135870033
73,0.007226615999206843,-1.2293457984924316e-08,0.0,200.0,440,1.5788556143641472,15.968717634677887,0.23916015625,-0.0020706637580587993,97.5,747520,0.0029654694485316212,305.22,0.051716053067509204
74,0.006701246742295552,-1.1175870895385742e-08,25.0,200.0,440,1.533975214511156,15.968711388111114,0.2686279296875,-0.001457828614729806,104.75,757760,0.003477314772118234,306.02,0.05047953008933317
75,0.007333781165266373,-1.080334186553955e-08,25.0,230.0000000000004,438,1.5545925796031952,15.96871646642685,0.2251708984375,-0.0013820648680848535,124.75,768000,0.002669269208706737,313.65,0.053548031355968626
76,0.005676471418337314,-6.7055225372314455e-09,25.0,225.0,436,1.5675655253231526,15.968717193603515,0.240234375,-0.0011323293372697662,113.25,778240,0.003506676300166589,315.81,0.048394881547302315
77,0.004433884367601592,-1.1548399925231934e-08,0.0,177.50000000000023,432,1.6180093824863433,15.968689912557602,0.212060546875,-0.0008299517081468366,100.75,788480,0.0025925206771375995,310.35,0.05030341126805523
78,0.0044968676547455285,-3.3527612686157227e-09,0.0,152.50000000000023,428,1.601972934603691,15.968712389469147,0.278564453125,-0.001150620500993682,78.5,798720,0.003568273962241619,304.12,0.04966138468157986
79,0.006092244022056548,1.3783574104309083e-08,0.0,175.0,425,1.550339087843895,15.968717122077942,0.244921875,-0.0010300381800334435,80.75,808960,0.003400842015685157,305.62,0.05071783665843058
80,0.0059713592309663,-3.725290298461914e-09,0.0,175.0,421,1.5762487463653088,15.968716895580291,0.301611328125,-0.0017375272818753729,80.75,819200,0.0035905388123296687,310.1,0.0546215185671308
81,0.007097642331791576,-5.960464477539063e-09,0.0,202.50000000000023,418,1.5839109770953654,15.968717747926712,0.20546875,-0.001110169843013864,107.5,829440,0.0029790660495052634,317.09,0.05029230882627165
82,0.00852679501294915,7.078051567077636e-09,0.0,227.5000000000002,415,1.61270025447011,15.968716812133788,0.2598388671875,-0.0009350229345727711,117.25,839680,0.0031410263289217257,315.68,0.05375882236322897
83,0.0058707827313583035,5.587935447692871e-09,25.0,250.0,411,1.6165378764271736,15.968716686964035,0.283984375,-0.0018593754401081241,123.25,849920,0.0038071516656373204,314.81,0.04982374904405093
84,0.004780227295378125,-1.7136335372924803e-08,0.0,225.0,408,1.5404057897627355,15.968716156482696,0.2301513671875,-0.001254671571223298,99.5,860160,0.002748697199447747,311.3,0.04635252382176747
85,0.005074059132817865,-1.0058283805847169e-08,0.0,175.0,405,1.5342351220548154,15.968714380264283,0.2445556640625,-0.0008563889598008246,85.25,870400,0.003254593914880388,308.45,0.04964294378510638
86,0.006557377582976187,-1.564621925354004e-08,0.0,177.50000000000023,402,1.5307654440402985,15.968717455863953,0.2673828125,-0.0013691350017325022,88.25,880640,0.003014010402486633,312.82,0.048487361919111675
87,0.004121617281029888,8.568167686462402e-09,0.0,175.0,399,1.4826050117611884,15.968713223934174,0.27724609375,-0.0013551445663324557,87.0,890880,0.003542616900378448,310.02,0.04575857058524723
88,0.004861449309021282,-5.215406417846679e-09,0.0,150.0,397,1.5287947475910186,15.968707847595216,0.3046630859375,-0.001236929559672717,79.75,901120,0.004052775344553084,304.4,0.046357054730048586
89,0.00516209015756317,-4.8428773880004884e-09,0.0,125.0,395,1.6587969191372394,15.968711686134338,0.3445068359375,-0.0013792328754789196,65.75,911360,0.004574627242391216,295.8,0.05086683754771917
90,0.004977972531401064,-1.2665987014770507e-08,0.0,150.0,392,1.6845165066421033,15.968715262413024,0.2681396484375,-0.0018038684384009684,75.0,921600,0.00392891403739668,299.77,0.04811539619214149
91,0.003463569212920703,-1.0058283805847169e-08,0.0,127.50000000000021,390,1.5904959991574288,15.96865023970604,0.2547607421875,-0.0006482563570898492,73.25,931840,0.003127889889094604,299.98,0.0465796049668977
92,0.005230233404114415,2.6077032089233397e-09,0.0,125.0,388,1.7082206338644028,15.968708676099777,0.3133544921875,-0.0016618021079921163,63.75,942080,0.004232604468836598,301.3,0.04862698257776877
93,0.007320735355352781,5.587935447692871e-09,0.0,152.50000000000023,386,1.7446927092969418,15.96871657371521,0.2571044921875,-0.0010048513737274333,74.0,952320,0.0033373947474956366,306.34,0.05400794225367948
94,0.007233671068161129,1.30385160446167e-08,0.0,202.50000000000023,384,1.7194130755960941,15.968715220689774,0.2267578125,-0.0012428573631041218,107.25,962560,0.0027447561046074044,316.53,0.05147157947898676
95,0.0062420109092045095,7.82310962677002e-09,25.0,227.5000000000002,382,1.7086733922362327,15.968717432022094,0.266796875,-0.0013799149346596096,114.5,972800,0.0032537887795228925,318.79,0.04983056052653722
96,0.007910320354494616,-2.3096799850463868e-08,0.0,275.0,380,1.7046214051544666,15.968717628717423,0.251123046875,-0.001468106907850597,118.75,983040,0.0029364625850234914,318.5,0.05328841606251613
97,0.006042671969089497,-1.1920928955078126e-08,22.500000000000007,275.0,378,1.6475904710590838,15.968717688322068,0.2512939453125,-0.0010820152278029128,117.75,993280,0.0028903606195939346,316.88,0.051932513094359714
98,0.00855964773654705,-1.601874828338623e-08,25.0,275.0,376,1.6761331133544446,15.968717640638351,0.2489013671875,-0.0016135538462549448,132.25,1003520,0.0028411372907612533,320.56,0.0554398147192256
99,0.01080295338488213,-5.587935447692871e-09,25.0,305.00000000000045,374,1.6546760231256485,15.968717736005782,0.170947265625,-0.0007929647108539939,153.0,1013760,0.0023287667307783978,325.36,0.051178602733523884
100,0.009677948548778658,2.0861625671386717e-08,25.0,300.0,373,1.6144409351050855,15.968717831373215,0.229931640625,-0.0011391716743673896,160.5,1024000,0.0027371861063556933,328.75,0.05367792772741584
101,0.012905896513257176,-4.8428773880004884e-09,25.0,350.0,371,1.5502607583999635,15.968717938661575,0.17412109375,-0.0015309710794099373,183.25,1034240,0.002055411798642126,330.93,0.05127818691287757
102,0.014619238759041763,-1.30385160446167e-08,50.0,352.5000000000002,370,1.506070013344288,15.96871771812439,0.17890625,-0.000999434819095768,210.25,1044480,0.0028003637294659713,331.21,0.05440192410144732
103,0.012824288851697929,-3.3527612686157227e-09,75.0,350.0,368,1.5953748933970928,15.968718022108078,0.1558349609375,-0.0005923194185015745,230.75,1054720,0.0022158331424293465,334.34,0.05134936462605179
104,0.013293423340655863,-4.8428773880004884e-09,97.5,350.0,366,1.6403374649584292,15.968717712163926,0.17236328125,-0.001090043136719032,232.75,1064960,0.0020457433632998347,339.21,0.052257238993184706
105,0.013749719406769145,-1.2665987014770507e-08,75.0,410.00000000000085,365,1.6489023700356484,15.968717926740647,0.12451171875,-0.0003384487594303209,244.5,1075200,0.0017919082565185818,347.93,0.05237674709194973
106,0.014189470783458091,2.9802322387695314e-09,75.0,410.00000000000085,363,1.5564193718135357,15.968717670440673,0.1646728515625,-0.0006966971392103005,243.25,1085440,0.002052644826926553,349.89,0.055077439421320054
107,0.01465525016974425,-9.313225746154785e-09,97.5,527.5000000000002,362,1.4987488880753517,15.968717747926712,0.17626953125,-0.0012353063215414296,261.75,1095680,0.0019890282836854565,346.47,0.05376971011404054
108,0.014576698173186742,-2.2351741790771484e-09,125.0,377.5000000000002,361,1.4207316793501377,15.968717896938324,0.1831787109375,-0.0015284469060134142,257.5,1105920,0.0023166956916611525,347.54,0.05371010495919613
109,0.013322980498196557,-1.1175870895385742e-08,125.0,377.5000000000002,359,1.4477493718266488,15.96871782541275,0.1445556640625,-0.0008871966949300259,254.75,1116160,0.0020332649223718134,343.02,0.04875661494500387
110,0.014850039244629442,-7.078051567077636e-09,150.0,377.5000000000002,358,1.3911384359002112,15.968717896938324,0.155419921875,-0.0011085651793109718,257.5,1126400,0.001776077476483806,345.28,0.05253562551653792
111,0.01546301066991873,-7.82310962677002e-09,150.0,402.5000000000002,357,1.347081074118614,15.968717843294144,0.1649658203125,-0.0014641642897913697,270.5,1136640,0.00202450572025441,354.52,0.05137474279753993
112,0.015700075498898514,-5.215406417846679e-09,150.0,525.0,355,1.3122147895395755,15.968717962503433,0.153466796875,-0.0013553521734138486,286.25,1146880,0.001865297077665673,355.82,0.05232803118396691
113,0.017110961678554304,1.3783574104309083e-08,150.0,427.5000000000002,354,1.2476559832692147,15.968717938661575,0.1212158203125,-0.000764452809926297,286.25,1157120,0.001876857907853946,346.25,0.05002345964791273
114,0.017589513029088268,-9.313225746154785e-09,172.5,427.5000000000002,353,1.1533452160656452,15.968717885017394,0.0803955078125,-0.000503210122769815,292.75,1167360,0.0012533323995000956,337.76,0.04362071882747184
115,0.017613342859840488,4.8428773880004884e-09,200.0,425.0,352,1.2181345857679844,15.96871787905693,0.159228515625,-0.0010607601656374755,302.25,1177600,0.0020951182721390183,336.73,0.049275672674025356
116,0.017415003970381805,1.4528632164001465e-08,200.0,400.0,351,1.3291956901550293,15.968718111515045,0.0958251953125,-0.0002984650658618193,301.75,1187840,0.0016647419921127949,338.18,0.046431485765910066
117,0.017641632200684397,-1.1175870895385742e-08,175.0,400.0,350,1.3991322301328182,15.96871793270111,0.171044921875,-0.001490421442576917,302.5,1198080,0.002408717718481057,341.68,0.052382661540967504
118,0.017568893602583558,-1.1920928955078126e-08,150.0,400.0,349,1.297709109634161,15.968718189001084,0.1321044921875,-0.0007242828804010059,294.75,1208320,0.0018080746338966947,337.73,0.05046261429053517
119,0.017187003052094953,-5.960464477539063e-09,150.0,400.0,347,1.2854700997471808,15.96871799826622,0.1340087890625,-0.0011943182767936377,289.5,1218560,0.001833006744720933,335.38,0.04735971939252665
120,0.017205669695977123,-1.9744038581848144e-08,175.0,377.5000000000002,346,1.3006995789706708,15.968717986345291,0.1112060546875,-0.00022068783146096395,282.0,1228800,0.0018743306169653807,331.35,0.048262167823478204
121,0.016383612998470198,9.685754776000977e-09,175.0,375.0,345,1.2112613946199418,15.968717908859253,0.1189453125,-0.0013593867886811494,279.75,1239040,0.0018148931042077266,333.99,0.04654182559005375
122,0.01729138071386842,-8.940696716308593e-09,175.0,375.0,344,1.190069092810154,15.968717861175538,0.1138671875,-0.0009664936373155797,278.25,1249280,0.0016833931290392457,333.13,0.047032080258533046
123,0.017157866185880267,-1.4901161193847657e-09,175.0,375.0,343,1.262856201827526,15.968717873096466,0.157861328125,-0.0007803200918715447,290.25,1259520,0.0020299403498484025,337.17,0.05268788465225109
124,0.014966895553516223,-2.0489096641540527e-08,175.0,455.0000000000004,343,1.236673978716135,15.968717813491821,0.140576171875,-0.000575704560833401,297.0,1269760,0.0016982334075350991,339.55,0.048264271271045406
125,0.013953331738593987,-1.4528632164001465e-08,175.0,455.0000000000004,342,1.273957408219576,15.96871777176857,0.134423828125,-0.000798374184887507,289.5,1280000,0.0018133522695393367,344.78,0.04581317635434668
126,0.016370862189796755,8.568167686462402e-09,150.0,375.0,341,1.3162202671170236,15.968718034029006,0.1404052734375,-0.0006154984665045049,260.75,1290240,0.0020307926151133414,341.1,0.047735227556271714
127,0.016679277824005113,-1.1175870895385742e-09,150.0,325.0,340,1.2757161252200604,15.96871789097786,0.152587890625,-0.0011077074628701666,248.0,1300480,0.002203124225161446,335.53,0.04761660246067102
128,0.017194881886825896,-2.6077032089233397e-09,150.0,350.0,339,1.202358002960682,15.96871821284294,0.1528564453125,-0.0010922947876679245,265.25,1310720,0.0016882996503227333,334.41,0.04889481432404234
129,0.015789240130106918,2.2351741790771484e-08,175.0,375.0,338,1.222358238697052,15.968717926740647,0.1229248046875,-0.000667720857381937,279.25,1320960,0.0016110666304939513,344.83,0.04794406911571893
130,0.016778540550149046,5.215406417846679e-09,175.0,400.0,337,1.2629920326173305,15.968717974424361,0.13603515625,-0.0008331299508427037,294.5,1331200,0.00185826998120433,352.23,0.04616605403895632
131,0.016720775011344814,1.6763806343078613e-08,175.0,400.0,337,1.2736362017691136,15.968717813491821,0.1644287109375,-0.00102526810769632,295.25,1341440,0.0022060452383016126,349.35,0.04926471283096087
132,0.01689513611345319,-8.940696716308593e-09,175.0,425.0,336,1.2529418408870696,15.96871782541275,0.1297119140625,-0.0008221428004617337,289.0,1351680,0.001918192282880682,340.28,0.05045432861480391
133,0.016073501051869242,-1.1548399925231934e-08,175.0,402.5000000000002,335,1.2699671514332294,15.968717896938324,0.1514404296875,-0.000992280737409601,285.5,1361920,0.0019484671771408558,338.55,0.05292970714856945
134,0.01570550999749685,-1.080334186553955e-08,175.0,400.0,334,1.2762107729911805,15.96871789097786,0.1839111328125,-0.0018733383338258136,278.75,1372160,0.0025268055065282625,339.97,0.05386531642438573
135,0.01579465861141216,-3.762543201446533e-08,172.5,402.5000000000002,333,1.287285777181387,15.968717950582505,0.1559814453125,-0.0014870986618916505,277.5,1382400,0.0019969261706989983,341.15,0.05245200376778016
136,0.015734754572622477,-1.1548399925231934e-08,150.0,402.5000000000002,333,1.2205209910869599,15.968717968463897,0.1346435546875,-0.000912148984207306,270.0,1392640,0.0017490879318160068,338.12,0.04488676337385961
137,0.014853501069592313,-8.195638656616212e-09,150.0,402.5000000000002,332,1.3327016219496728,15.968717765808105,0.1483154296875,-0.0010062858698802301,266.75,1402880,0.0020415235892414785,339.38,0.050244601841675916
