policy_loss,epoch_idx,PMM:episode_rewards,value_loss,clip_fraction,fps,episode_length,frames,policy_entropy,advantage_norm,explained_variance,grad_norm,P01:episode_rewards,approx_kl_divergence,P09:episode_rewards
0.006287296805021469,1,196.42857142857142,0.520051811914891,0.3186767578125,164,332.92857142857144,10240,1.6851546198129654,15.968719255924224,0.11378102526068687,16.91704556590599,50.0,0.010751077647365432,427.5000000000001
-0.003928788786288351,2,170.0,0.11921814335510135,0.1701416015625,152,328.6166666666667,20480,1.7322789274156094,15.968719273805618,0.426899790391326,3.9361873060635046,50.0,0.002666360875082684,327.50000000000006
-0.005069536302471533,3,199.7191011235955,0.11756229130551218,0.1293701171875,160,337.4719101123595,30720,1.74910576492548,15.968719226121902,0.6198937263339758,3.4094936813015324,50.0,0.002105290825511789,480.00000000000006
-0.005768899527902249,4,205.75,0.11162000505719334,0.164599609375,165,338.08,40960,1.7479965835809708,15.968719345331191,0.6001769423484802,3.1136982195821448,50.0,0.0024689873642731405,500.0
-0.00731913978306693,5,235.5,0.12161027318798005,0.136181640625,169,346.86,51200,1.7353465609252452,15.968719279766082,0.6195828348398209,2.490457005065126,75.0,0.0021307404915890753,502.5000000000002
-0.006585596593322407,6,270.25,0.12823245977051556,0.168896484375,171,360.46,61440,1.7115513905882835,15.968719166517257,0.7140614956617355,3.314952953218964,75.0,0.002587761249811032,552.5000000000002
-0.0055091007063310824,7,273.25,0.12319334847852588,0.1552490234375,175,360.01,71680,1.716356458514929,15.968719309568405,0.6195277009159327,2.978498116524885,100.0,0.002377236200436843,552.5000000000002
-0.007765066220599692,8,303.0,0.10517035422381013,0.164404296875,176,368.56,81920,1.7322759427130223,15.968719393014908,0.6731811437755824,2.18808704857124,147.5,0.0025601837493926167,575.0
-0.0076781381205364594,9,299.5,0.11061923918314279,0.140576171875,176,370.23,92160,1.7179623335599898,15.968719410896302,0.6883036214858294,2.294899934981231,147.5,0.0022917702099678953,552.5000000000002
-0.006259278129437007,10,300.0,0.1399870549328625,0.1503173828125,177,374.79,102400,1.7040280424058438,15.968719345331191,0.6608353216201067,2.9255035635341784,122.5,0.002288419875435822,575.0
-0.008249567999519059,11,341.75,0.1470777416136116,0.1488037109375,178,384.04,112640,1.7001666709780694,15.968719273805618,0.7717563398182392,2.6634668222044025,150.0,0.002317314469360468,600.0
-0.007559994962866768,12,370.0,0.10552718369290233,0.1543212890625,179,395.62,122880,1.6840287730097772,15.968719244003296,0.8586631387472152,2.2414415827235983,175.0,0.0024595273959452067,650.0
-0.0073466941277729346,13,394.25,0.13096216905396432,0.1421142578125,180,398.17,133120,1.7175209484994411,15.968719214200974,0.8057053718715906,2.5750398415401885,175.0,0.002195377522116681,675.0
-0.008262066096358467,14,390.0,0.16621874682605267,0.1644775390625,182,395.56,143360,1.7110921986401082,15.968719315528869,0.7713227357715369,2.8343347633803804,175.0,0.00248904640027411,675.0
-0.008009058232346433,15,379.25,0.13661294295452536,0.1492431640625,183,391.22,153600,1.7148445583879948,15.968719202280045,0.822116992622614,2.342132548459813,175.0,0.0024093110768720646,652.5000000000002
-0.008827586405459442,16,387.25,0.14471192453056575,0.158935546875,184,394.95,163840,1.6912242621183395,15.968719321489335,0.825310280919075,2.5496651493254,175.0,0.0024578056443264004,650.0
-0.007362070283852518,17,389.0,0.13843653181102128,0.1335205078125,185,400.99,174080,1.6943874679505826,15.968719172477723,0.8518618490546942,2.936878334651805,200.0,0.0022049993782733194,650.0
-0.008840535395756887,18,410.5,0.12584079941734672,0.12568359375,186,412.28,184320,1.696124055981636,15.968719434738158,0.8895569998770952,2.497458529860232,247.5,0.0020906910452371122,650.0
-0.007947963185142726,19,416.0,0.12795527479611338,0.1488525390625,186,417.93,194560,1.6973597072064877,15.968719339370727,0.8682779829949141,2.1939439782860637,250.0,0.002404097820636128,652.5000000000002
-0.008411046220135176,20,410.0,0.1039806280983612,0.139013671875,187,413.08,204800,1.713579524308443,15.968719172477723,0.8871506601572037,2.0552340417413717,250.0,0.0021750801628289337,650.0
-0.008203281468740897,21,409.0,0.18762854994274675,0.1195556640625,188,412.9,215040,1.7165715366601944,15.96871936917305,0.8122185945510865,2.514422186341737,222.5,0.001945140996327014,677.5000000000002
-0.00888069387001451,22,401.0,0.14253487084060906,0.116357421875,188,406.96,225280,1.7219406440854073,15.968719321489335,0.8517037086188793,2.213007197141004,200.0,0.0019108181098775484,652.5000000000002
-0.009021608092734824,23,416.25,0.1095801378134638,0.1422119140625,189,412.26,235520,1.7178294457495213,15.96871926188469,0.8889172837138176,2.0123760421594334,225.0,0.002250804251434887,650.0
-0.008744137039320777,24,421.25,0.15408308450132607,0.13427734375,189,413.88,245760,1.7146878309547902,15.96871930360794,0.828232628852129,2.3120078596520637,225.0,0.002120181099826673,675.0
-0.008355837539420463,25,428.5,0.12311761027667671,0.144677734375,189,416.36,256000,1.7226691916584969,15.968719202280045,0.8926374346017838,2.1919398037466324,200.0,0.0022769295692685815,675.0
-0.008467595361071289,26,443.75,0.17756466805003585,0.1283447265625,190,421.54,266240,1.7256755247712134,15.968719160556793,0.8354947358369827,2.249368344719088,225.0,0.0020762110480521414,675.0
-0.007958269716255018,27,421.25,0.17088709939271213,0.126123046875,190,405.16,276480,1.730973271280527,15.968719315528869,0.8208234038203954,2.45689555712558,200.0,0.0020134314412419726,675.0
-0.00981924312582123,28,421.75,0.1471466560382396,0.1546875,191,411.67,286720,1.7231771886348723,15.968719124794006,0.8601494271308183,2.214245708976323,197.5,0.0023722121860717603,675.0
-0.010222530560713494,29,436.75,0.11835239760112018,0.1601806640625,190,415.08,296960,1.7175951711833477,15.968719184398651,0.8857907067984343,2.1211695291981805,222.5,0.0024757462705682063,675.0
-0.009674861216626595,30,427.0,0.1460109796607867,0.1308349609375,191,416.45,307200,1.7012375645339488,15.96871913075447,0.839584743976593,2.298998104468226,200.0,0.002089683765530359,675.0
-0.008653847075765952,31,454.5,0.1720855288207531,0.1571533203125,191,429.07,317440,1.6813137821853161,15.96871919631958,0.8425555653870106,2.2301987249932234,200.0,0.0025246622249714113,700.0
-0.01088497241071309,32,466.0,0.12878933071624488,0.1586181640625,191,433.02,327680,1.6772698983550072,15.968719178438187,0.8854685701429844,1.957894244440073,225.0,0.0024807992822392395,725.0
-0.0110427773448464,33,477.75,0.14770948495715858,0.1644775390625,192,441.83,337920,1.6822991661727429,15.968719244003296,0.8419432636350394,2.1275926402583414,250.0,0.002504546865953124,750.0
-0.009453849722194718,34,480.5,0.16034864373505114,0.1634521484375,192,438.4,348160,1.670386089384556,15.968719220161438,0.8571135476231575,2.0112704177790195,250.0,0.002568608121737638,750.0
-0.009736769236042164,35,486.5,0.15251432242803276,0.170947265625,192,440.83,358400,1.6737816870212554,15.968719226121902,0.8833314064890146,2.202497059590204,250.0,0.002627787697952424,750.0
-0.010199096635187744,36,464.75,0.23110847119241953,0.1409912109375,192,432.27,368640,1.6685329481959343,15.96871926188469,0.77931774482131,2.529997148498864,250.0,0.0022584761849888625,725.0
-0.012182408779335675,37,478.75,0.1394556474639103,0.1548828125,193,434.29,378880,1.6887306064367293,15.968719279766082,0.8526694308966398,2.0679395400399065,250.0,0.002474720303303366,725.0
-0.011088010734056297,38,491.5,0.15797599700745196,0.1396728515625,193,441.8,389120,1.6771769262850285,15.968719321489335,0.842252092808485,2.185623087383533,250.0,0.0023589306133320687,750.0
-0.010904205487895524,39,478.5,0.14895477842073887,0.1224365234375,193,443.22,399360,1.6901585102081298,15.968719232082368,0.8620860405266285,2.008975111265892,250.0,0.0020645122562658524,752.5000000000002
-0.010550821341894334,40,465.75,0.19118439774028956,0.123486328125,193,443.51,409600,1.6981459736824036,15.968719226121902,0.8187808312475682,2.476367643922356,250.0,0.00204219888175916,727.5000000000002
-0.010508306023984915,41,441.25,0.18979833889752626,0.1394775390625,193,429.95,419840,1.7049596659839152,15.968719285726547,0.8463856000453234,2.330418058600337,225.0,0.002179395010398711,725.0
-0.012079626246122643,42,441.5,0.127525672595948,0.157568359375,193,433.92,430080,1.7062023423612118,15.9687191426754,0.8445130325853825,1.7532284763014054,222.5,0.0025708145729370887,702.5000000000002
-0.012276696870685555,43,438.25,0.13040958212222903,0.152392578125,193,428.8,440320,1.6988240763545037,15.96871926188469,0.8629118904471398,1.7155038268137102,200.0,0.002527842372171854,725.0
-0.010074000422173412,44,448.0,0.19855501600541176,0.1558349609375,192,430.13,450560,1.6949039489030837,15.968719315528869,0.799427480250597,2.0206150275625223,222.5,0.002544102623437864,725.0
-0.010568637759206467,45,455.75,0.1445271505508572,0.149267578125,193,435.38,460800,1.687985371798277,15.96871919631958,0.8497477091848851,1.9375276669776471,225.0,0.002437392154184034,727.5000000000002
