P01:episode_rewards,advantage_norm,policy_entropy,P09:episode_rewards,explained_variance,fps,policy_loss,PMM:episode_rewards,clip_fraction,epoch_idx,approx_kl_divergence,frames,grad_norm,episode_length,value_loss
50.0,15.968717855215072,1.6759206108748912,575.0,-3.725290298461914e-09,230,-0.0010984145337715745,236.0,0.1703857421875,220,0.001631587751421648,2252800,0.05425117016809877,345.97,0.013152100413572043
50.0,15.968717652559281,1.6636179499328136,502.5000000000002,1.7136335372924803e-08,230,-0.0008675915989442729,236.0,0.155859375,221,0.001505642316237754,2263040,0.05239143357571605,349.75,0.011835800492553972
75.0,15.968717741966248,1.665980052947998,452.50000000000017,4.097819328308106e-09,229,-0.00101526505604852,232.5,0.2311279296875,222,0.002061270250544567,2273280,0.054452962393354155,342.66,0.010705720877740531
75.0,15.96871771812439,1.6678660333156585,350.0,-1.899898052215576e-08,229,-0.0009491073662502459,208.25,0.1768798828125,223,0.0016241138565249002,2283520,0.053504434992186135,341.82,0.012488483715242183
72.50000000000001,15.968717700242996,1.624800843000412,327.5000000000002,4.8428773880004884e-09,229,-0.0014522869143547724,183.75,0.2541015625,224,0.002275166444792376,2293760,0.05526678090393846,333.54,0.00977910739093204
75.0,15.968717789649963,1.6225717499852181,375.0,1.4528632164001465e-08,228,-0.0006573883914825273,201.75,0.1679931640625,225,0.0016752939143657385,2304000,0.05670920372378703,343.24,0.013933837929835135
75.0,15.96871775984764,1.5312611527740956,482.5000000000007,-8.195638656616212e-09,228,-0.0015700119674875168,232.5,0.2004150390625,226,0.0019278659858741776,2314240,0.05263911347226269,353.2,0.01323434127116343
75.0,15.968717670440673,1.4614922992885113,550.0,2.6077032089233397e-09,228,-0.0003607850940170465,250.5,0.1253662109375,227,0.0014592000643176561,2324480,0.04866435086780681,357.49,0.013235750599324091
75.0,15.968717688322068,1.4875182248651981,550.0,-1.5273690223693846e-08,227,-0.0008994213840196608,250.75,0.175830078125,228,0.001869496824986072,2334720,0.04908003682569404,360.43,0.010377366025932134
75.0,15.968717724084854,1.441790509968996,402.5000000000002,-2.2351741790771484e-09,227,-0.0010764164791908116,218.5,0.187255859375,229,0.001798330095931533,2344960,0.04907148617871453,351.19,0.01108406801795354
75.0,15.96871793270111,1.4354998782277106,302.5000000000002,-2.1979212760925294e-08,227,-0.000846054773501237,196.5,0.1613525390625,230,0.0018370804474216128,2355200,0.04920197965044769,352.93,0.010792118647077586
75.0,15.968717670440673,1.5234072536230088,350.0,-1.3783574104309083e-08,226,-0.00020579196097969543,207.75,0.145166015625,231,0.001552372378205291,2365440,0.05119900758155534,353.96,0.013896898535313085
75.0,15.968717688322068,1.6031714238226413,375.0,-4.8428773880004884e-09,226,-0.0010047257943369913,221.0,0.1984130859375,232,0.0017558549730381401,2375680,0.051013379322682274,358.14,0.01154419351623801
75.0,15.968717700242996,1.5806349001824855,402.5000000000002,8.940696716308593e-09,226,-0.0010656299586116803,231.5,0.1727783203125,233,0.0017832525980566061,2385920,0.04868002390464025,359.62,0.011192658139043488
50.0,15.968717658519745,1.5721754163503647,407.5000000000006,-1.7508864402770997e-08,226,-0.001141077858483186,226.25,0.158349609375,234,0.0014695716871926834,2396160,0.05016917990575411,352.94,0.011769925975386286
50.0,15.968717694282532,1.5808814652264118,350.0,-5.587935447692871e-09,225,-0.0007833299081539735,207.0,0.203515625,235,0.0018022398193750177,2406400,0.05359550853806383,347.32,0.01088818681309931
25.0,15.968717765808105,1.588986299186945,352.5000000000002,-4.8428773880004884e-09,225,-0.0009945070687535917,191.0,0.2092529296875,236,0.0019879712507318457,2416640,0.04962187280559228,335.77,0.010246855819423218
25.0,15.968717724084854,1.630213885754347,302.5000000000002,-5.587935447692871e-09,225,-0.0013286435751069803,180.5,0.2395751953125,237,0.0024729637265636486,2426880,0.05233196772342571,334.04,0.010314799716616108
47.50000000000001,15.968717849254608,1.634645725041628,330.0000000000004,1.4901161193847656e-08,225,-0.0008035684310016223,188.5,0.22236328125,238,0.001967306176221939,2437120,0.056465150180201075,342.46,0.012899995761108585
50.0,15.96871789097786,1.655439120531082,375.0,-7.450580596923828e-09,224,-0.0010702353760279949,205.0,0.1958984375,239,0.0017287140729308702,2447360,0.05135795163782556,348.68,0.012578690390000702
75.0,15.96871787905693,1.6900492072105409,377.5000000000002,3.725290298461914e-09,224,-0.0006053335579053965,232.5,0.18076171875,240,0.0014857330126659463,2457600,0.053347028462547005,353.46,0.011685425005998696
72.50000000000001,15.968717813491821,1.6634779930114747,525.0,8.195638656616212e-09,224,-0.0015785973591846414,221.5,0.2173095703125,241,0.001860065984311632,2467840,0.05531147819656246,342.36,0.011535619813798803
50.0,15.96871775984764,1.6640764147043228,382.5000000000007,1.564621925354004e-08,224,-0.0010613107726385352,217.5,0.1897216796875,242,0.0019165135280559298,2478080,0.05378296995726632,343.73,0.011822553443198557
25.0,15.968717682361603,1.687298571318388,427.5000000000002,1.6763806343078613e-08,223,-0.001059443327540066,201.25,0.2203857421875,243,0.002134829897363488,2488320,0.052172210014135356,342.17,0.010010241240524919
50.0,15.968717867136002,1.6325141243636607,427.5000000000002,5.587935447692871e-09,223,-0.001436967516929144,204.75,0.2099609375,244,0.0017762248579998642,2498560,0.05341508915135697,344.79,0.01066236604601727
50.0,15.968717783689499,1.6432001307606696,452.50000000000017,2.6077032089233397e-09,223,-0.0012902774004032835,221.25,0.2087646484375,245,0.0018346453687456687,2508800,0.054907839299563485,351.63,0.01334156841476215
50.0,15.96871799826622,1.6787407390773297,502.5000000000002,1.4901161193847657e-09,223,-0.0007643343291420024,223.25,0.221044921875,246,0.001904986866361469,2519040,0.05505851789755507,350.15,0.011199548515651258
75.0,15.968717765808105,1.6254098795354366,552.5000000000002,-5.960464477539063e-09,223,-0.0012483139184041648,239.0,0.2137939453125,247,0.0018059827966908416,2529280,0.05590119023284351,352.43,0.012465867384162267
50.0,15.968717730045318,1.6178447000682354,552.5000000000002,8.195638656616212e-09,222,-0.0008327047828061041,224.75,0.1880615234375,248,0.0016473675376573738,2539520,0.048153212705413215,348.13,0.008626167458714917
50.0,15.968717378377914,1.6134290896356105,477.5000000000002,3.725290298461914e-09,222,-0.0012585310812937677,198.25,0.2435302734375,249,0.0022155458727581845,2549760,0.05139907096155434,345.33,0.009721644241483317
50.0,15.968717569112778,1.5947324618697167,330.0000000000004,1.862645149230957e-09,222,-0.0009917939445585945,178.25,0.214111328125,250,0.0017191457507578888,2560000,0.05071254035545929,344.18,0.008374838649342565
25.0,15.968717050552367,1.5599798463284968,252.50000000000023,-2.2351741790771484e-09,222,-0.0015329112211475149,141.25,0.267333984375,251,0.002418992864630809,2570240,0.047018863154275,331.75,0.005304337831785233
22.500000000000007,15.968713283538818,1.6163518756628037,250.0,1.5273690223693846e-08,221,-0.001000137579831062,114.0,0.27275390625,252,0.0023890547802352556,2580480,0.050383001113854776,320.4,0.00509387638722103
0.0,15.968716180324554,1.5340942345559596,175.0,-8.568167686462402e-09,221,-0.0008032141195144504,75.25,0.2939208984375,253,0.0031419819113580163,2590720,0.04580560225185063,309.85,0.0037783832587024333
0.0,15.968690812587738,1.5139685802161693,127.50000000000021,-2.16066837310791e-08,221,-0.0007735372040770016,60.25,0.237109375,254,0.002541237180872713,2600960,0.04119194284331671,306.49,0.003028710351312469
0.0,15.968648612499237,1.6548713102936745,125.0,4.8428773880004884e-09,221,-0.00041936159286706245,49.75,0.2766357421875,255,0.002747715352870728,2611200,0.048975370156938515,304.27,0.004120819683297028
0.0,15.968712288141251,1.6857190258800983,125.0,-7.82310962677002e-09,221,-0.0009873020884697326,54.5,0.3384521484375,256,0.0030882922838372908,2621440,0.05042375573305215,305.91,0.004531594674941175
0.0,15.968717330694199,1.6338049598038196,150.0,-1.862645149230957e-09,220,-0.0013566471290687332,68.0,0.2878173828125,257,0.002751997845120968,2631680,0.05090993175503679,312.79,0.00625011779484339
22.500000000000007,15.968717366456985,1.6346862711012364,150.0,9.685754776000977e-09,220,-0.0006637170241447166,82.75,0.2279052734375,258,0.0019264938695357614,2641920,0.05072853491917324,324.6,0.005965719055348017
25.0,15.968717110157012,1.6543566845357418,175.0,-1.7881393432617187e-08,220,-0.0011832743832201232,103.75,0.26650390625,259,0.002015578383736738,2652160,0.05111205800965833,330.66,0.006176007393696637
22.500000000000007,15.968717300891877,1.6480348527431488,200.0,-4.8428773880004884e-09,220,-0.0010887900898524094,109.25,0.2333740234375,260,0.001994376703976286,2662400,0.04919358703414835,336.86,0.005717766663656221
0.0,15.968717181682587,1.611970140039921,225.0,-6.7055225372314455e-09,219,-0.0008490123316732933,111.75,0.2450439453125,261,0.00200528379925089,2672640,0.051269678514570316,330.72,0.006763877814273655
0.0,15.96871629357338,1.6658285200595855,200.0,-1.2665987014770507e-08,219,-0.00149571903020842,94.0,0.3418701171875,262,0.0031156914755115393,2682880,0.04724355600416664,323.6,0.004513746684875031
0.0,15.968716967105866,1.6442862428724765,155.00000000000043,3.7252902984619143e-10,219,-0.0010907330502959666,92.25,0.255908203125,263,0.001814370632590112,2693120,0.05033877926154494,315.17,0.005289547848127541
0.0,15.968711864948272,1.6799814999103546,150.0,-7.82310962677002e-09,219,-0.001018282904260559,72.0,0.2918212890625,264,0.002560916348642195,2703360,0.04892349887523125,306.71,0.0050461334770659505
0.0,15.9687175989151,1.7281799368560313,175.0,-2.6077032089233397e-09,219,-0.0011057651667215397,86.5,0.2616943359375,265,0.002422661564744999,2713600,0.049648316143989464,310.05,0.006050431935318556
0.0,15.968717515468597,1.7150245569646358,202.50000000000023,-2.2351741790771484e-09,219,-0.0011036951016649254,93.0,0.2366455078125,266,0.0017688971251573094,2723840,0.05119490790068189,316.28,0.00716778319383593
25.0,15.968717724084854,1.6975497961044312,227.5000000000002,-1.3783574104309083e-08,218,-0.0009309414497693069,116.75,0.2253173828125,267,0.0019440135619106513,2734080,0.04885547237831191,328.11,0.007576300553409965
25.0,15.968717867136002,1.697660541534424,250.0,0.0,218,-0.0010459204491780837,139.5,0.2698974609375,268,0.002093508596431093,2744320,0.057162834225412816,335.0,0.009767781990376534
25.0,15.968717360496521,1.734357912093401,275.0,-1.9744038581848144e-08,218,-0.001091888173323241,143.5,0.2772705078125,269,0.0023576503696801864,2754560,0.05475211638650387,334.11,0.00841015502846858
47.50000000000001,15.968717622756959,1.7557891927659512,300.0,7.450580596923828e-09,218,-0.001786612905561924,162.75,0.283935546875,270,0.0021326727525092792,2764800,0.05625760937320316,339.56,0.010427085936134972
25.0,15.968717765808105,1.7390898324549198,335.00000000000085,1.4156103134155273e-08,218,-0.0015100891982001486,186.75,0.236767578125,271,0.0017525726440794642,2775040,0.05652515398357118,342.77,0.011632079439004883
50.0,15.96871793270111,1.699583350121975,525.0,7.450580596923829e-10,217,-0.0013586703029432102,216.75,0.275390625,272,0.0023017570477918527,2785280,0.05608108947240439,351.64,0.011509726944495924
25.0,15.968717765808105,1.7071550808846951,502.5000000000002,-1.6391277313232423e-08,217,-0.0014885270924423822,203.25,0.291943359375,273,0.0024302128244812595,2795520,0.05167696562575439,343.15,0.006953834853993613
0.0,15.968717694282532,1.7265546642243863,430.0000000000004,1.0430812835693359e-08,217,-0.0005994602041027974,179.5,0.244140625,274,0.0018859443134914499,2805760,0.05409258362021491,336.34,0.007660065811614913
0.0,15.968716359138488,1.7053147368133068,275.0,-1.1175870895385742e-09,217,-0.0011045861399907153,130.75,0.2944091796875,275,0.0025641732243570914,2816000,0.04872829697087395,321.97,0.005403001815191289
0.0,15.96871770620346,1.692373263090849,275.0,-2.6077032089233397e-09,217,-0.0007929784354928415,126.5,0.2326416015625,276,0.0016943625942388962,2826240,0.052816079632460065,326.09,0.006916226909652323
22.500000000000007,15.968717736005782,1.7201626099646092,225.0,1.825392246246338e-08,217,-0.0009898305805108975,115.25,0.2460693359375,277,0.002072775278656991,2836480,0.04835866594463106,327.1,0.0077874644367511795
25.0,15.968717449903489,1.7052265226840972,250.0,-1.3411045074462891e-08,216,-0.001125252818019362,127.25,0.25595703125,278,0.0021942741709608526,2846720,0.050626128275116346,331.18,0.007327956075459952
25.0,15.968716371059418,1.7406811505556106,225.0,-1.3783574104309083e-08,216,-0.0011521358235768275,119.25,0.28291015625,279,0.0021576652742510303,2856960,0.053931541604751575,325.38,0.0064538595961963095
25.0,15.968717873096466,1.7396577812731266,255.00000000000043,-4.470348358154297e-09,216,-0.0010964726192469244,128.75,0.2758544921875,280,0.002320578681337793,2867200,0.053824725872394494,328.85,0.008402443990053143
25.0,15.968716770410538,1.726173683255911,255.00000000000043,-8.940696716308593e-09,216,-0.001267675207782304,124.25,0.2762451171875,281,0.0021207618104199357,2877440,0.050261558346156365,326.29,0.007097463928266734
25.0,15.968717747926712,1.6900213204324246,255.00000000000043,0.0,216,-0.0008712247654329985,131.75,0.248828125,282,0.0019380760891351656,2887680,0.05328809033779035,325.39,0.007304952474078164
22.500000000000007,15.96871770620346,1.6697851501405239,330.0000000000004,7.82310962677002e-09,215,-0.0005923542861637543,140.25,0.1898193359375,283,0.001699126851337951,2897920,0.04886614929807661,323.75,0.007894806370677543
25.0,15.968717563152314,1.645465048402548,400.0,1.899898052215576e-08,215,-0.0012321425452682887,152.25,0.252099609375,284,0.0021368950247847352,2908160,0.050143728798063114,325.16,0.006874731948300905
25.0,15.968717354536057,1.5829284571111202,402.5000000000002,4.470348358154297e-09,215,-0.0012605443698703311,156.0,0.2287841796875,285,0.00203826386249375,2918400,0.04702971124576716,323.37,0.007173126747784408
25.0,15.968716847896577,1.597974992543459,375.0,2.9802322387695314e-09,215,-0.0009013701128424145,138.5,0.2552978515625,286,0.0020888731765069226,2928640,0.04912353396488016,325.59,0.006842334445774157
22.500000000000007,15.968717741966248,1.648816429823637,230.0000000000004,1.6391277313232423e-08,215,-0.001412359194000601,124.25,0.2892822265625,287,0.002514598215498154,2938880,0.049325458710187425,323.48,0.0069687798923041555
0.0,15.968714660406112,1.6366447269916535,202.50000000000023,-4.097819328308106e-09,215,-0.00039740807314956326,112.5,0.254052734375,288,0.0023775363235472467,2949120,0.04911016661312525,324.75,0.0053082460292387165
0.0,15.968717777729035,1.698900006711483,225.0,-1.1548399925231934e-08,214,-0.001216144060890656,118.75,0.2883544921875,289,0.0023571443790956436,2959360,0.05135917121102811,321.94,0.0075145896551475745
25.0,15.968717628717423,1.710104650259018,260.00000000000085,-1.1175870895385742e-08,214,-0.0014819169395195787,124.75,0.27548828125,290,0.002208968655440913,2969600,0.05118676081089949,325.4,0.00779179671841348
25.0,15.968711203336715,1.7186758518218994,355.00000000000045,-4.097819328308106e-09,214,-0.0007638765724550467,130.5,0.2091796875,291,0.0016355504898683648,2979840,0.04905148271167774,325.77,0.005764123736298643
25.0,15.96871371269226,1.6984887100756167,350.0,1.1920928955078126e-08,214,-0.00110437683906639,134.0,0.2993408203125,292,0.002265786827206284,2990080,0.05270507495891734,325.81,0.007971568479234747
22.500000000000007,15.968717682361603,1.700233121216297,400.0,-4.097819328308106e-09,214,-0.0011681796473567373,142.5,0.2922119140625,293,0.00209588161268357,3000320,0.05096678950075536,324.31,0.0071920682246855
25.0,15.9687175989151,1.6838377207517623,352.5000000000002,-2.2351741790771484e-09,213,-0.0008218044044042472,142.75,0.2553955078125,294,0.002076976518719675,3010560,0.05205699241360053,322.66,0.007861472216063703
25.0,15.968717700242996,1.717788752168417,330.0000000000004,-1.9371509552001954e-08,213,-0.0011407931451685727,155.75,0.219970703125,295,0.001583705229984389,3020800,0.05396143672877433,326.28,0.009375303077104036
25.0,15.968717533349992,1.6775401063263415,325.0,3.7252902984619143e-10,213,-0.0013941956160124392,158.0,0.270166015625,296,0.0020332966681905875,3031040,0.05029643039118263,332.38,0.00779612495789479
0.0,15.968714320659638,1.6382523782551288,302.5000000000002,1.0430812835693359e-08,213,-0.0010061709203000647,139.0,0.2958984375,297,0.0024038622732632576,3041280,0.04877592179322025,328.93,0.004524358577982923
0.0,15.968708443641663,1.6971319183707236,227.5000000000002,-1.6763806343078613e-08,213,-0.001132971373590408,100.75,0.307080078125,298,0.0026333773923511218,3051520,0.046663008711554405,318.15,0.004342274082007691
0.0,15.968695217370987,1.6957815900444984,127.50000000000021,5.960464477539063e-09,213,-0.0007049761228699935,65.25,0.244970703125,299,0.0017375511053160154,3061760,0.04942390118704723,302.91,0.004335285301942804
0.0,15.968713092803956,1.6712742559611797,150.0,-8.568167686462402e-09,213,-0.0006343800087051932,73.5,0.262890625,300,0.002342711083690574,3072000,0.05154346140540376,300.64,0.005372834880046184
0.0,15.968717485666275,1.6469270594418048,127.50000000000021,-1.1920928955078126e-08,212,-0.000928357349766884,73.25,0.2751220703125,301,0.0019087201669947262,3082240,0.05136402160217798,300.23,0.005822528829230578
25.0,15.96870664358139,1.6297568917274474,150.0,-7.450580596923829e-10,212,-0.0006916319365700474,81.75,0.1935302734375,302,0.0014461915769231836,3092480,0.04753514371473698,305.12,0.004571296432770567
0.0,15.968717026710511,1.6742205671966075,150.0,-4.097819328308106e-09,212,-0.0009401427738339408,82.25,0.264453125,303,0.0019437336281981743,3102720,0.05258602549801509,309.75,0.006887314671894273
22.500000000000007,15.968717563152314,1.7010260790586471,250.0,-2.9802322387695314e-09,212,-0.0006679926824290306,112.25,0.2157470703125,304,0.0016628834380753687,3112960,0.051032816214459285,318.59,0.008625426728394813
25.0,15.968717813491821,1.6704761564731598,357.5000000000007,9.685754776000977e-09,212,-0.0005875332994037308,167.75,0.2029052734375,305,0.001488646709148611,3123200,0.056800477296154964,336.25,0.011410128903480653
47.50000000000001,15.968717849254608,1.6464716508984565,380.00000000000045,-1.2665987014770507e-08,212,-0.0010693700154661202,196.75,0.2567138671875,306,0.0019989058984265285,3133440,0.05351927056481522,350.33,0.010099977769277757
50.0,15.968717753887177,1.5699201829731464,430.0000000000004,2.1979212760925294e-08,212,-0.0012847032656281953,211.25,0.2449462890625,307,0.0017493528328941465,3143680,0.05124486632531601,356.22,0.009893094963626937
50.0,15.968717479705811,1.4888357765972615,377.5000000000002,1.30385160446167e-08,211,-0.0008986069133243291,197.25,0.2040283203125,308,0.0014702687038635532,3153920,0.045992848736830114,352.41,0.00826007318100892
25.0,15.96870145201683,1.5293168283998966,352.5000000000002,-1.3783574104309083e-08,211,-0.0012253443255758611,149.5,0.3142578125,309,0.002369358976886815,3164160,0.046686678943926384,337.46,0.0051434172455723905
25.0,15.968717390298844,1.5812839433550834,305.00000000000045,2.9802322387695314e-09,211,-0.0008529396240192,133.25,0.2457763671875,310,0.0019851672004790543,3174400,0.05203824865259623,332.97,0.007881914685640368
25.0,15.968717765808105,1.587286827713251,375.0,5.215406417846679e-09,211,-0.0006584679951629369,140.0,0.1713623046875,311,0.0012432877622529758,3184640,0.0478161730249161,335.59,0.009128586126826122
25.0,15.968716537952423,1.6247614644467832,400.0,-7.82310962677002e-09,211,-0.001114704070278094,149.0,0.23515625,312,0.0016783732912529104,3194880,0.05047222513172517,334.95,0.0065243375624163494
25.0,15.968717813491821,1.6511970676481724,400.0,4.470348358154297e-09,211,-0.0010620586814184207,153.25,0.257373046875,313,0.0017657028180337875,3205120,0.050300527238198625,337.46,0.008466050488277688
25.0,15.968717640638351,1.647189846634865,402.5000000000002,6.332993507385254e-09,211,-0.0006382408129866235,151.75,0.212744140625,314,0.0014707414060353586,3215360,0.05111856792131573,339.64,0.00808305064419983
47.50000000000001,15.968717747926712,1.624637170135975,277.5000000000002,-1.0430812835693359e-08,210,-0.0009308071199484403,152.75,0.2506103515625,315,0.0018279044102200714,3225600,0.05060651501110415,346.75,0.008557939196361986
50.0,15.968717432022094,1.6095225721597672,277.5000000000002,5.960464477539063e-09,210,-0.0008839777445245999,155.75,0.2227294921875,316,0.0015926963067897759,3235840,0.046124127771807584,348.58,0.00679768799403746
47.50000000000001,15.968717765808105,1.6156668350100518,380.00000000000045,8.940696716308593e-09,210,-0.0009540818347886671,158.0,0.2759033203125,317,0.0019052228567886687,3246080,0.04995688231950675,342.53,0.009091190836988972
25.0,15.968717640638351,1.650963206589222,425.0,1.30385160446167e-08,210,-0.0010213540161203127,165.25,0.251220703125,318,0.0021085184296225634,3256320,0.04813494884049406,344.78,0.007350913497339207
25.0,15.968717074394226,1.6525842636823653,427.5000000000002,-2.2351741790771484e-09,210,-0.000946136701895739,171.5,0.27314453125,319,0.0026746615263277818,3266560,0.04906059740070165,341.33,0.007250427620255096
0.0,15.968716377019883,1.684196950495243,400.0,-1.4528632164001465e-08,210,-0.0008316731909872033,137.5,0.3034423828125,320,0.002077881381973157,3276800,0.04898504185698943,332.02,0.004549199663881609
0.0,15.968717628717423,1.7454859718680382,227.5000000000002,-5.960464477539063e-09,210,-0.0014446561614022357,103.25,0.3236083984375,321,0.0022098249116879742,3287040,0.0511601393080273,323.0,0.0058235042250998955
0.0,15.968717348575591,1.7266542695462703,150.0,5.960464477539063e-09,209,-0.0009438288776436821,73.25,0.2797119140625,322,0.001961391371173704,3297280,0.051395905972418644,314.98,0.005311837762565119
0.0,15.968717557191848,1.7329004622995854,175.0,-1.2665987014770507e-08,209,-0.000943013014330063,96.75,0.250537109375,323,0.0017342353796493625,3307520,0.051171728669677265,320.9,0.008463174388907646
25.0,15.968717294931412,1.7229731783270836,200.0,-1.4901161193847657e-09,209,-0.0013609678899229039,114.25,0.2935546875,324,0.002358355209264573,3317760,0.052526032638766804,323.31,0.007114409548262301
47.50000000000001,15.968717902898788,1.7318463675677775,252.50000000000023,7.078051567077636e-09,209,-0.0011775309554650447,135.25,0.269873046875,325,0.002033648249312137,3328000,0.055013685438166995,329.94,0.009404316922791622
25.0,15.968717128038406,1.7632750988006591,277.5000000000002,-2.60770320892334e-08,209,-0.001069498915967415,145.75,0.2502197265625,326,0.0016514204309771685,3338240,0.05402656677679592,336.73,0.008849155930181495
25.0,15.968717563152314,1.7397145874798299,252.50000000000023,-3.3527612686157227e-09,209,-0.0008097488684143172,145.5,0.253857421875,327,0.0015911949688302228,3348480,0.0551049345368189,332.27,0.007640526749401033
25.0,15.96870813369751,1.7356118649244308,277.5000000000002,-1.1548399925231934e-08,209,-0.0012470740119169931,139.0,0.2852783203125,328,0.0019340033466448859,3358720,0.05061604891268584,325.96,0.0063467103483956675
25.0,15.968717509508133,1.747249259799719,427.5000000000002,1.0430812835693359e-08,208,-0.0007917349299532362,137.5,0.258056640625,329,0.0016879856254149671,3368960,0.05495884502039934,319.46,0.007050556625108584
22.500000000000007,15.968716698884965,1.761684489995241,225.0,1.2293457984924316e-08,208,-0.001000346741057001,119.5,0.286767578125,330,0.0019686498021144415,3379200,0.052237257207643106,317.61,0.005610178639579999
0.0,15.968716436624527,1.759207110106945,200.0,2.2351741790771484e-09,208,-0.001241279083842528,95.5,0.272900390625,331,0.0018196745975558315,3389440,0.048275960882428096,313.86,0.00442712509852754
0.0,15.968717944622039,1.7636997371912002,175.0,1.862645149230957e-08,208,-0.0011333894726703875,89.0,0.2597900390625,332,0.001840651614475064,3399680,0.05386006466008638,314.27,0.008116573565348516
0.0,15.968716663122176,1.7265191547572614,227.5000000000002,-3.3527612686157227e-09,208,-0.001267023574837367,107.5,0.2827880859375,333,0.002113772694428917,3409920,0.051524148690459,318.22,0.007152948413671112
25.0,15.96871749162674,1.7451609343290329,302.5000000000002,5.960464477539063e-09,208,-0.0009227190446836175,133.5,0.2753173828125,334,0.0018542727928092973,3420160,0.05124418137701475,321.71,0.006964208925364801
22.500000000000007,15.968717676401138,1.7470930136740208,302.5000000000002,3.725290298461914e-09,208,-0.0009688587322671082,133.5,0.253369140625,335,0.001549131762096323,3430400,0.053046142586199815,322.05,0.007422402942029294
25.0,15.968717557191848,1.750852082669735,380.00000000000045,-8.195638656616212e-09,208,-0.0009155890642432496,142.0,0.2554443359375,336,0.0015803362170117908,3440640,0.05384721255351645,321.79,0.009651873926486587
25.0,15.968717575073242,1.7358200661838055,275.0,-1.3411045074462891e-08,208,-0.0014506620180327445,147.0,0.2782470703125,337,0.0019060817392698936,3450880,0.05261568570576595,326.79,0.007590336589873914
25.0,15.96866334080696,1.7220902174711228,275.0,1.564621925354004e-08,207,-0.0006904519119416364,135.0,0.2379638671875,338,0.0015626277545635503,3461120,0.05304814711726437,322.05,0.005495386500372357
25.0,15.968717151880265,1.763580794632435,225.0,-3.3527612686157227e-09,207,-0.0009150713241979247,109.0,0.247705078125,339,0.001716544816972032,3471360,0.05096238770405702,316.59,0.006285940079749253
25.0,15.968717819452285,1.7810752175748348,225.0,-2.7939677238464355e-08,207,-0.0010604129503917648,106.5,0.2463623046875,340,0.0015871063303961818,3481600,0.05521108915498448,316.82,0.009890782156435306
25.0,15.968717658519745,1.769368515908718,325.0,1.4901161193847657e-09,207,-0.0010077215869387147,147.25,0.2186767578125,341,0.001429739947593589,3491840,0.05438447189440695,328.06,0.01055736287325999
47.50000000000001,15.96871771812439,1.7355804152786731,375.0,-1.5273690223693846e-08,207,-0.0007649627921637147,191.75,0.2368408203125,342,0.001534598578780333,3502080,0.058032731149208705,344.74,0.01253276039933553
50.0,15.96871783733368,1.6993167966604232,505.00000000000045,-1.080334186553955e-08,207,-0.0010539181017520604,232.0,0.2114990234375,343,0.0013117384946781385,3512320,0.05616084662401564,350.0,0.014161209610756486
100.0,15.968717396259308,1.7106903932988644,500.0,-4.8428773880004884e-09,207,-0.0010024358449300052,251.0,0.2600830078125,344,0.0018162780077545903,3522560,0.0579298579645551,359.91,0.012117881805443176
125.0,15.968717920780183,1.7068567365407943,432.5000000000006,-1.30385160446167e-08,207,-0.0007109734826372005,266.0,0.1653564453125,345,0.001105816835973883,3532800,0.0546152224220968,361.02,0.015141361084533855
125.0,15.968718039989472,1.6933202899992466,425.0,7.450580596923829e-10,207,-0.0010254993962007576,257.25,0.2198974609375,346,0.001427037856564084,3543040,0.056256624979292694,359.81,0.013007695387932472
125.0,15.968717712163926,1.7443954639136792,350.0,-5.215406417846679e-09,207,-0.0005662176215992076,250.5,0.1875732421875,347,0.0011851715242073625,3553280,0.05463362099564352,358.57,0.012485624555847608
97.5,15.96871787905693,1.738834623992443,377.5000000000002,-8.940696716308593e-09,206,-0.0008624840789707378,232.25,0.23515625,348,0.0014318328646851341,3563520,0.05645603844625454,349.55,0.012330541819392239
75.0,15.968717843294144,1.7504562817513942,430.0000000000004,-8.568167686462402e-09,206,-0.0011589183475734898,231.25,0.2231201171875,349,0.0015336891456399827,3573760,0.05535636362228509,347.1,0.012054567171435337
47.50000000000001,15.968717497587203,1.732063179463148,430.0000000000004,-3.725290298461914e-09,206,-0.000741825169097865,222.0,0.2224609375,350,0.0014632809170620931,3584000,0.05575599244690518,345.4,0.009606129265375785
25.0,15.968717736005782,1.71525769084692,430.0000000000004,5.960464477539063e-09,206,-0.000949047320682439,212.25,0.222802734375,351,0.0015905126997381557,3594240,0.05612162807273857,340.01,0.011434008748619818
25.0,15.968717807531357,1.7428091578185558,402.5000000000002,-1.5273690223693846e-08,206,-0.0011844775457575452,196.75,0.2929443359375,352,0.001966366571654987,3604480,0.05286400820170769,343.55,0.009713809430286347
47.50000000000001,15.968717259168624,1.7327120199799537,350.0,3.166496753692627e-08,206,-0.0011522540542500792,186.75,0.216015625,353,0.001304965094044519,3614720,0.053959791868000505,341.64,0.009639108055307589
25.0,15.968717676401138,1.7097365744411945,350.0,-7.82310962677002e-09,206,-0.0009898506334138802,188.0,0.21904296875,354,0.0013669924397163413,3624960,0.05539676091329767,339.32,0.010829147601543809
25.0,15.968717807531357,1.7285592064261437,480.00000000000045,1.0058283805847169e-08,206,-0.0010143045365111902,200.0,0.22333984375,355,0.0014403087071741538,3635200,0.055802794468939654,337.26,0.011730690737385885
