P01:episode_rewards,advantage_norm,policy_entropy,P09:episode_rewards,explained_variance,fps,policy_loss,PMM:episode_rewards,clip_fraction,epoch_idx,approx_kl_divergence,frames,grad_norm,episode_length,value_loss
50.0,15.968717646598815,1.465081273764372,275.0,-1.0430812835693359e-08,519,-0.0010582479590084404,176.25,0.187548828125,36,0.0026271917722169745,368640,0.05039043818788774,362.02,0.010599267018642422
50.0,15.968717980384827,1.4472652539610862,300.0,-1.1175870895385742e-09,519,-0.0012418908649124206,187.25,0.18603515625,37,0.002760338535911444,378880,0.04509067933851789,358.25,0.012150778348586754
75.0,15.968717652559281,1.403967908769846,300.0,-5.587935447692871e-09,519,-0.0005129783457960002,198.5,0.1552490234375,38,0.002380662504549491,389120,0.04414331258490724,360.55,0.009354855753554148
50.0,15.968717712163926,1.4731644801795483,300.0,-7.078051567077636e-09,519,-0.0008313440295751207,190.75,0.25390625,39,0.0037327392331008014,399360,0.052628251102547284,354.07,0.009643155987214413
50.0,15.968717318773269,1.5073535494506358,275.0,1.4156103134155273e-08,520,-0.001158062508693547,174.0,0.2107666015625,40,0.002942429603126584,409600,0.04640796537426248,350.9,0.007751184087555885
50.0,15.96871775984764,1.5443704269826413,250.0,-2.6077032089233397e-09,520,-0.0009660225459811045,158.0,0.220849609375,41,0.0029903357521803287,419840,0.04848826747197876,342.31,0.009097841478796909
25.0,15.968717741966248,1.6144555248320103,275.0,-1.0058283805847169e-08,521,-0.001086857569316635,150.25,0.20927734375,42,0.003101808011024332,430080,0.051659498066249455,341.8,0.010984996262777713
50.0,15.968717789649963,1.6133576437830925,275.0,1.1548399925231934e-08,521,-0.000768977507323143,166.25,0.197021484375,43,0.003245976562584474,440320,0.053544685185158127,341.14,0.013730771723930956
50.0,15.968717914819717,1.6781538508832454,325.0,-9.685754776000977e-09,521,-0.00101827501457592,202.25,0.16923828125,44,0.0024225588606441306,450560,0.0551714953196211,344.93,0.013278722399263643
75.0,15.968717730045318,1.6970557048916817,350.0,8.568167686462402e-09,520,-0.0006872601650684373,227.25,0.1931396484375,45,0.0025844844670814384,460800,0.053693281697241926,346.69,0.013074292492092354
100.0,15.968717855215072,1.7334369726479053,327.5000000000002,1.080334186553955e-08,520,-0.001446826102619525,237.25,0.218505859375,46,0.002678141382938293,471040,0.059300296245696625,349.07,0.014213641997957892
100.0,15.968717867136002,1.7360759131610393,325.0,-1.080334186553955e-08,521,-0.0005945276512647979,235.25,0.2150634765625,47,0.003077136487399912,481280,0.057743209823838584,346.99,0.012344311777269468
100.0,15.968717712163926,1.7120280668139458,325.0,-2.16066837310791e-08,521,-0.0021233602667052763,233.0,0.2482421875,48,0.0032767708789492645,491520,0.05644664746624549,348.39,0.01178039330516185
100.0,15.968717956542969,1.6412593588232993,500.0,-2.2351741790771484e-09,521,-0.001322880784573499,251.5,0.1770263671875,49,0.0026457022752310877,501760,0.05289805201880474,350.66,0.013580735361028929
100.0,15.968717986345291,1.6645765446126461,477.5000000000002,-4.470348358154297e-09,522,-0.0017874036795547,248.0,0.25,50,0.003141652172581644,512000,0.05692820260855465,352.51,0.013224979446385987
125.0,15.968717861175538,1.649566238373518,527.5000000000002,3.3527612686157227e-09,522,-0.0013401583128143102,265.0,0.1971435546875,51,0.0029909314031840496,522240,0.056085722452391296,356.57,0.013213295361492784
125.0,15.968717813491821,1.6594054840505124,505.00000000000045,-2.9802322387695314e-09,522,-0.0011680302912282059,269.0,0.2123779296875,52,0.002708658727249258,532480,0.05606281419265356,359.42,0.0141117539111292
100.0,15.968717914819717,1.697228080779314,375.0,-4.097819328308106e-09,521,-0.0012211269873660057,249.25,0.25400390625,53,0.0034154860966737035,542720,0.05952937461192431,350.76,0.012342246509797405
100.0,15.968717849254608,1.6819119445979596,375.0,-4.8428773880004884e-09,521,-0.0014135432636976474,241.25,0.2479248046875,54,0.0032630817391293477,552960,0.05854747381094132,356.2,0.011901493616460358
97.5,15.968717843294144,1.5777689933776855,435.00000000000085,-3.725290298461914e-09,521,-0.001579424809460761,242.5,0.1753662109375,55,0.002534348118501839,563200,0.04753757004690385,353.75,0.012567809045140165
75.0,15.968717861175538,1.5844608932733535,377.5000000000002,-3.3527612686157227e-09,521,-0.0009366331949422601,221.75,0.16962890625,56,0.002191055590083124,573440,0.05002446373402449,350.29,0.010178999311392545
72.50000000000001,15.968717807531357,1.5410215079784393,325.0,-7.078051567077636e-09,521,-0.0012769829088938422,204.5,0.2119384765625,57,0.003288907022530907,583680,0.050953144477526816,348.51,0.010007974288510014
75.0,15.968717855215072,1.3954415507614613,275.0,-7.078051567077636e-09,521,-0.0016886914330825676,178.0,0.1888916015625,58,0.002759760971169101,593920,0.044482145657864604,344.47,0.010180041197600076
75.0,15.968717747926712,1.3377902157604695,277.5000000000002,-1.7508864402770997e-08,521,-0.0008128799949190579,188.5,0.15478515625,59,0.0022845683061120782,604160,0.039240822646321324,352.77,0.010777411351955379
75.0,15.968717604875565,1.3714387096464633,275.0,4.097819328308106e-09,521,-0.0013751741247688188,186.25,0.160986328125,60,0.0025327888941035328,614400,0.04581545683151798,353.13,0.011718705513703753
125.0,15.96871789097786,1.3281242094933987,327.5000000000002,9.685754776000977e-09,520,-0.0005587091614870588,215.25,0.114599609375,61,0.0016866276669077252,624640,0.044664309906804034,354.39,0.014530345036473592
150.0,15.968717944622039,1.4207741864025594,375.0,-1.1175870895385742e-08,521,-0.0009939380364812679,234.25,0.1802978515625,62,0.0025466136025329433,634880,0.04621975370374703,359.92,0.013615341171680484
150.0,15.968717861175538,1.504079169780016,375.0,1.6763806343078613e-08,521,-0.0006712910089845536,247.5,0.1738525390625,63,0.0025704094516299848,645120,0.052128363462993786,357.42,0.014472112571820617
150.0,15.968717938661575,1.4857091277837753,400.0,-7.078051567077636e-09,521,-0.0007955974371725461,264.0,0.1400634765625,64,0.0019056354184840529,655360,0.04969203968789129,359.46,0.013784580255742186
150.0,15.96871799826622,1.4912632770836354,377.5000000000002,-7.82310962677002e-09,520,-0.0011457966040325119,254.5,0.17265625,65,0.0024985634673726055,665600,0.048763166445142746,358.0,0.012526232644449919
125.0,15.96871783733368,1.597260056436062,525.0,2.9802322387695314e-09,520,-0.0011160597136040452,266.25,0.215478515625,66,0.002740611200283638,675840,0.051285355009754396,363.62,0.010406683672772487
100.0,15.968717777729035,1.6012851260602474,500.0,-5.960464477539063e-09,521,-0.0015266614365827991,246.75,0.2271484375,67,0.0032629579566673785,686080,0.052615037775086596,365.56,0.011528566136257723
100.0,15.968717873096466,1.4841909162700175,477.5000000000002,-4.097819328308106e-09,521,-0.0014234423982998124,234.25,0.15224609375,68,0.0021805106849342335,696320,0.04532584186845369,364.42,0.012037067529308842
100.0,15.968717795610427,1.395123203098774,475.0,1.4156103134155273e-08,521,-0.0009242960080882767,234.75,0.1790283203125,69,0.002568678118700518,706560,0.047217883265556176,365.01,0.012216401621117257
125.0,15.968717813491821,1.4204145096242429,407.5000000000006,1.5273690223693846e-08,520,-0.0006976453245442826,239.25,0.147216796875,70,0.00197145713292457,716800,0.04573592638902087,364.4,0.012115966819328606
125.0,15.968717938661575,1.4952654257416724,475.0,-9.685754776000977e-09,521,-0.000954733912658412,259.5,0.1718017578125,71,0.0027178863187373283,727040,0.051173843167569164,360.87,0.014810766189475544
122.5,15.968717819452285,1.482353050261736,327.5000000000002,-2.9802322387695314e-09,519,-0.001729236340179341,237.75,0.201904296875,72,0.0031419244968105887,737280,0.04691125673638688,352.65,0.012501614214852453
125.0,15.968717634677887,1.4618510842323302,352.5000000000002,-8.568167686462402e-09,515,-0.0011062871737522074,237.75,0.1569091796875,73,0.0020158740472652425,747520,0.050523152857930284,344.39,0.013278649254061747
125.0,15.968717813491821,1.5811311051249504,327.5000000000002,-8.940696716308593e-09,515,-0.0012539191495307023,236.25,0.21201171875,74,0.002646175572573384,757760,0.056299062805850134,347.38,0.014021499510272406
50.0,15.968717724084854,1.6568209499120712,352.5000000000002,-4.470348358154297e-09,516,-0.0016317018191330135,227.75,0.2721923828125,75,0.0035102519048450633,768000,0.05407042335591561,345.12,0.009906554996268824
50.0,15.968717819452285,1.6216424524784088,382.5000000000007,-9.685754776000977e-09,515,-0.001771524245850742,226.75,0.22353515625,76,0.0029385288516778018,778240,0.0543941517124701,349.14,0.011852129406179301
72.50000000000001,15.968717867136002,1.599706021696329,325.0,1.3411045074462891e-08,515,-0.0015137923928705277,212.0,0.209130859375,77,0.0025809578392227196,788480,0.054895297898033504,341.26,0.01382763779583911
97.5,15.968717783689499,1.5848782919347286,350.0,-1.862645149230957e-08,514,-0.0014153035241179167,213.25,0.2222900390625,78,0.00241795960627087,798720,0.05481116489518069,345.26,0.011413839369197376
97.5,15.968717849254608,1.614120115339756,435.00000000000085,-2.384185791015625e-08,513,-0.0010975523604429328,226.25,0.1891845703125,79,0.0023323588350478985,808960,0.052084576426810233,344.07,0.012180767288373317
100.0,15.968717920780183,1.65479376912117,525.0,-1.6763806343078613e-08,512,-0.0011724457901436836,244.25,0.1687744140625,80,0.002255282528790303,819200,0.05483105613338185,352.25,0.013744284986751154
75.0,15.968717974424361,1.6540299139916896,552.5000000000002,4.470348358154297e-09,509,-0.000933512877963949,239.5,0.209033203125,81,0.002977329024986375,829440,0.05407728218318064,352.79,0.010580749493965414
75.0,15.968717902898788,1.6541631266474723,575.0,4.8428773880004884e-09,505,-0.0021078896625112975,255.0,0.2292236328125,82,0.0026270531985801426,839680,0.058228204665971714,356.91,0.013452589071675902
75.0,15.968717712163926,1.6435634948313236,552.5000000000002,-2.123415470123291e-08,502,-0.0019066423559706892,250.75,0.2073486328125,83,0.0022899755142816503,849920,0.055958574255533876,356.71,0.012172409042614163
75.0,15.96871771812439,1.6616322301328181,575.0,-3.762543201446533e-08,497,-0.0007011631896602921,260.75,0.201171875,84,0.0024669311421348537,860160,0.057320503949795064,355.72,0.013002722226519835
100.0,15.968717807531357,1.6327054478228091,575.0,1.862645149230957e-09,490,-0.0018916731081844774,276.0,0.2239990234375,85,0.002663764131273183,870400,0.05794430329705783,362.23,0.013752618304715724
125.0,15.96871801018715,1.577032258361578,575.0,1.825392246246338e-08,476,-0.0016727030582842418,273.75,0.1888671875,86,0.002336282493990893,880640,0.057871774830113944,356.36,0.01529131474235328
125.0,15.96871782541275,1.5888003945350646,600.0,-7.82310962677002e-09,461,-0.0011009311081579653,289.75,0.15947265625,87,0.0022761830658168947,890880,0.0535232819053574,360.79,0.014471317449351772
122.5,15.968717944622039,1.590303871780634,600.0,-2.458691596984863e-08,447,-0.0008446823489066446,285.25,0.1366943359375,88,0.0021187879359217733,901120,0.052065355800743326,355.46,0.015477892904891632
125.0,15.968717724084854,1.5233467921614647,555.0000000000005,-2.644956111907959e-08,434,-0.0013421639905573102,287.0,0.17998046875,89,0.0021818571076096306,911360,0.053823083202307984,350.9,0.015149179070431274
147.5,15.968718045949936,1.6412897653877736,550.0,-1.601874828338623e-08,423,-0.001116735722098383,283.75,0.1734619140625,90,0.0021760138063143587,921600,0.05543119824829118,351.31,0.015668016274867115
150.0,15.96871789097786,1.672661168128252,350.0,1.4901161193847656e-08,412,-0.001123746695157024,267.5,0.187060546875,91,0.0024149129958857428,931840,0.05741748182242089,351.62,0.014416981372050941
125.0,15.968717885017394,1.6699815839529037,375.0,-1.862645149230957e-09,401,-0.0013640585137181915,260.5,0.2025146484375,92,0.00252324875772274,942080,0.05488602495946097,351.12,0.014012096228543668
125.0,15.968717950582505,1.674080704897642,375.0,-2.6822090148925782e-08,393,-0.0009717628949147183,261.75,0.17880859375,93,0.0023982214350212415,952320,0.056540281937003466,352.22,0.015286312180978711
125.0,15.968717795610427,1.6743618480861187,375.0,1.3783574104309083e-08,386,-0.0018409071053611115,250.25,0.2130859375,94,0.0025146104973146066,962560,0.056774384231855116,346.57,0.014164508462999947
125.0,15.968717730045318,1.63639527708292,375.0,-8.568167686462402e-09,379,-0.0013419910916127264,255.75,0.1773681640625,95,0.0024099004936545044,972800,0.05439393106000401,345.17,0.014685136270418297
125.0,15.968717867136002,1.6104074873030185,375.0,-1.6763806343078613e-08,374,-0.0012691958876530408,253.0,0.1942138671875,96,0.0026197768878091663,983040,0.05441177958937199,348.79,0.014071404488640837
150.0,15.96871793270111,1.6189987815916538,350.0,8.568167686462402e-09,370,-0.0013093515095533802,261.75,0.19140625,97,0.002357981738269643,993280,0.05705847450918453,351.63,0.016390944305749146
150.0,15.968717896938324,1.6597130060195924,352.5000000000002,1.4901161193847657e-09,366,-0.0010975489291013218,262.5,0.168115234375,98,0.0022206468406920977,1003520,0.053482910359249014,351.25,0.015076695452444255
147.5,15.968717896938324,1.6441275551915169,350.0,1.5273690223693846e-08,362,-0.0008823292671877425,247.0,0.1977783203125,99,0.002448863718473149,1013760,0.05588908921541511,344.31,0.013306366749020526
125.0,15.968717938661575,1.6461885526776314,350.0,-1.4901161193847656e-08,358,-0.001129392464645207,231.75,0.2101318359375,100,0.002509841082337516,1024000,0.052740664915323664,341.94,0.011667184536054264
122.5,15.968717807531357,1.5987661905586719,325.0,-4.470348358154297e-09,355,-0.0012713077056105248,212.25,0.17421875,101,0.002071148783716126,1034240,0.05053515075986811,337.04,0.013151623857265805
122.5,15.96871789097786,1.5958667136728764,327.5000000000002,-1.7136335372924803e-08,351,-0.0019309920506202615,219.5,0.2286865234375,102,0.0026874357874532963,1044480,0.055072694435221316,340.72,0.0146865775634069
75.0,15.96871775984764,1.6825954876840115,350.0,-1.0058283805847169e-08,348,-0.0012014328549412312,225.5,0.181103515625,103,0.002112455256292378,1054720,0.053738492764612025,346.81,0.011277036569663324
100.0,15.968717724084854,1.6439236395061017,352.5000000000002,4.097819328308106e-09,345,-0.0016647723026835593,243.25,0.22236328125,104,0.002811695535910985,1064960,0.055997129799314,351.23,0.01314805642614374
75.0,15.968717849254608,1.5796558946371078,350.0,1.0058283805847169e-08,342,-0.001504371806004201,221.75,0.1930419921875,105,0.002152394213203479,1075200,0.053284971224015834,348.54,0.012639087077695876
75.0,15.968717992305756,1.531834851950407,350.0,2.9802322387695314e-09,339,-0.0007564460269350093,227.75,0.17822265625,106,0.0025001980999604712,1085440,0.052176798202608565,348.33,0.013428490550722927
75.0,15.968717700242996,1.4900527223944664,327.5000000000002,-7.450580596923828e-09,336,-0.0013125417215633206,218.0,0.205712890625,107,0.0025814671132820878,1095680,0.054719944857712,348.32,0.01255918850802118
50.0,15.968717461824417,1.5294086076319218,327.5000000000002,-1.4156103134155273e-08,333,-0.0012105749872716842,200.5,0.183935546875,108,0.0022562304787584254,1105920,0.048611360477968386,341.68,0.00906562183790811
50.0,15.96871777176857,1.5097148165106773,275.0,1.1175870895385742e-09,331,-0.001257163113768911,177.5,0.173876953125,109,0.002267456712314697,1116160,0.04929159250452946,333.18,0.010030142405230435
50.0,15.968717885017394,1.5264507986605167,275.0,7.450580596923829e-10,329,-0.000774790002105874,164.75,0.1916015625,110,0.0021306294749933842,1126400,0.05258671771138686,332.38,0.010727601379039697
50.0,15.968717789649963,1.4753833249211312,300.0,-2.3469328880310058e-08,326,-0.0010366043272370007,175.25,0.18330078125,111,0.002297206070034008,1136640,0.04993519918713278,337.24,0.010135129176251211
72.50000000000001,15.968717473745347,1.4731227733194827,275.0,-2.7194619178771972e-08,324,-0.0008372252763365395,167.25,0.148974609375,112,0.0018404614882228999,1146880,0.04782601083219742,335.31,0.010856256018450949
75.0,15.968717765808105,1.471704863756895,277.5000000000002,1.080334186553955e-08,322,-0.0010208930376393254,185.25,0.186572265625,113,0.0023529204366923295,1157120,0.0490716255972112,334.36,0.012169723807892297
75.0,15.968717688322068,1.5733308278024196,300.0,-1.2293457984924316e-08,320,-0.0016570852472796104,184.0,0.22060546875,114,0.00242559724927105,1167360,0.054642392220749826,336.07,0.011337591717892791
75.0,15.968717712163926,1.5625785879790783,302.5000000000002,1.601874828338623e-08,318,-0.0013737933259108104,190.25,0.232763671875,115,0.0027461795949420774,1177600,0.053892097964983864,336.71,0.010459018182882574
75.0,15.968717950582505,1.5800302952528,300.0,-3.7252902984619143e-10,316,-0.0011593330360483377,187.25,0.2244873046875,116,0.0025924020343836675,1187840,0.05814207671760937,341.78,0.011831172853999306
75.0,15.968717753887177,1.5788644313812257,327.5000000000002,-6.7055225372314455e-09,314,-0.0011788847888965393,199.5,0.175927734375,117,0.0020839836855998327,1198080,0.05155207768600496,348.21,0.013566607667598873
125.0,15.968717831373215,1.5825497306883336,350.0,-1.862645149230957e-09,312,-0.0011202876947209006,218.25,0.1873779296875,118,0.0020399670237793545,1208320,0.05581613224485214,354.54,0.014418914268026129
125.0,15.968717807531357,1.54070755392313,375.0,-1.899898052215576e-08,310,-0.0013722596748266369,242.25,0.206298828125,119,0.002396159266709219,1218560,0.05299786043735362,364.34,0.012789612774940905
125.0,15.96871771812439,1.4621370762586594,350.0,-8.195638656616212e-09,308,-0.0010714108426327583,241.75,0.1706298828125,120,0.0020408034898608206,1228800,0.055596908579742144,362.51,0.0131707120428473
125.0,15.968717676401138,1.4533258974552155,325.0,-2.421438694000244e-08,306,-0.0014726428900758038,235.0,0.19794921875,121,0.002507507933682973,1239040,0.05172831727302667,359.48,0.013735847447242122
125.0,15.968717694282532,1.4436565816402436,302.5000000000002,4.470348358154297e-09,304,-0.00135928403105936,224.25,0.2404052734375,122,0.002608750904619228,1249280,0.055528668301314865,363.47,0.011726263291348005
125.0,15.96871775984764,1.463760245591402,300.0,-9.685754776000977e-09,303,-0.0012593111277965363,230.25,0.1520751953125,123,0.0018608638026307745,1259520,0.05073838089620204,363.7,0.014350560461753047
125.0,15.968717581033706,1.4922236613929272,302.5000000000002,1.2293457984924316e-08,301,-0.0011310048023005948,226.25,0.2029296875,124,0.0023885990122872514,1269760,0.054161330265629824,362.86,0.011203452105110045
125.0,15.968717914819717,1.438798026740551,325.0,0.0,300,-0.0011388560254999903,229.5,0.179296875,125,0.0021798124942989717,1280000,0.0528898439957725,359.75,0.013380262153805233
125.0,15.968717694282532,1.463879545032978,325.0,-1.1920928955078126e-08,298,-0.00099255517416168,219.5,0.1626953125,126,0.00193421056598595,1290240,0.05586822924055425,350.64,0.0131265007357797
125.0,15.968717849254608,1.4877819530665874,300.0,1.7136335372924803e-08,296,-0.0008608649950474501,219.5,0.186328125,127,0.002057658505395921,1300480,0.056948902689521005,352.06,0.014531922552851028
125.0,15.968717736005782,1.507660023868084,325.0,1.1548399925231934e-08,295,-0.0012719927522994111,235.75,0.1810302734375,128,0.0020792712719412522,1310720,0.05761050519190618,354.22,0.015791484736837447
125.0,15.968717956542969,1.4807597815990448,352.5000000000002,-2.6077032089233397e-09,293,-0.0013534344972867985,268.0,0.175830078125,129,0.0018417478298601963,1320960,0.05820520202689703,356.29,0.016423585222219116
175.0,15.968717962503433,1.457077756524086,352.5000000000002,9.685754776000977e-09,291,-0.0008043233410717221,277.25,0.1327880859375,130,0.0016533335324425025,1331200,0.05267612139796307,353.92,0.016894255677470937
200.0,15.968717968463897,1.3779137521982192,352.5000000000002,-1.862645149230957e-08,290,-0.0015522393921855837,280.5,0.165771484375,131,0.0018783364030184658,1341440,0.052944177032543185,345.2,0.015880614012712613
150.0,15.968717682361603,1.3401832155883313,350.0,2.0489096641540527e-08,289,-0.000697373091679765,265.5,0.1423583984375,132,0.0019129507073927243,1351680,0.04941722447420185,344.57,0.013952320109819994
150.0,15.968717962503433,1.3920481495559216,350.0,-1.7881393432617187e-08,288,-0.0009275102092942689,265.5,0.170654296875,133,0.001963157040563601,1361920,0.05269500149981372,344.52,0.015722895515500566
125.0,15.968717813491821,1.4261978790163994,325.0,-7.82310962677002e-09,286,-0.0006102943756559398,250.25,0.1632080078125,134,0.00184902668174729,1372160,0.05460630403672771,348.83,0.012899572064634412
150.0,15.968717813491821,1.42358887642622,325.0,-9.313225746154785e-09,284,-0.00046444325016636867,252.25,0.1348876953125,135,0.0017858950285557285,1382400,0.053389140925840725,358.3,0.013936860498506575
150.0,15.968717974424361,1.4382246404886245,327.5000000000002,-2.6077032089233397e-09,283,-0.0016712896969693248,250.25,0.2281982421875,136,0.0024316645500178425,1392640,0.05674447631771755,354.52,0.014004754579946165
125.0,15.968717634677887,1.4364312238991261,350.0,-1.2293457984924316e-08,282,-0.0007980443260748871,248.75,0.1486328125,137,0.001788318925201793,1402880,0.051674626177864426,353.37,0.012476942827925086
125.0,15.968717843294144,1.4069469757378101,350.0,1.3783574104309083e-08,280,-0.0018445768029778265,236.25,0.208154296875,138,0.0023171492503024638,1413120,0.05302239092883317,351.21,0.013331569252477493
