frames,grad_norm,policy_loss,value_loss,epoch_idx,fps,P09:episode_rewards,policy_entropy,episode_length,explained_variance,PMM:episode_rewards,P01:episode_rewards,advantage_norm
424000,0.23234234132635034,-0.0013968412016401998,0.006595537101384252,53,217,5.0,1.3702429294586183,204.84,0.9232471632957459,1.97,0.0,0.8894234225153923
432000,0.24890186103781725,-0.0003270788927329704,0.006939042297599372,54,217,5.0,1.3642285931110383,206.98,0.9058521616458893,2.07,0.0,0.9341375142335892
440000,0.16602453276581655,-0.0005561648611910641,0.003196971690049395,55,218,6.0,1.3629030311107635,205.96,0.9715517556667328,2.08,0.0,0.6443219994008541
448000,0.27946255604892645,-0.0006998029618989676,0.009296574875770602,56,218,6.0,1.3659673285484315,213.01,0.9026638627052307,2.21,0.0,1.0956277479231358
456000,0.30307425198628624,-0.0016951798251830042,0.009876073801424355,57,218,5.1000000000000085,1.3623792469501494,217.35,0.8938459569215774,2.35,0.0,1.161144114434719
464000,0.25111832003951323,-0.0018214332382194699,0.0073036118823802095,58,218,5.0,1.3529497492313385,227.99,0.9316785174608231,2.52,0.0,0.9838154372572899
472000,0.2386736038001927,-0.003146149840322323,0.006605736764904577,59,219,5.0,1.3332618296146392,225.43,0.9253162294626236,2.55,0.0,0.8968024110794067
480000,0.20671517281736967,-0.0012646100466372446,0.0050992407533340155,60,219,5.1000000000000085,1.3436954724788666,214.3,0.9478102153539658,2.32,0.0,0.8092951208353043
488000,0.22654510748921233,5.6340333321713844e-05,0.006693725479417481,61,219,6.0,1.3500888848304748,209.98,0.9239796215295791,2.22,0.0,0.9183300420641899
496000,0.24735646767031277,-0.0008459335064981133,0.00709185215877369,62,219,6.0,1.3545927619934082,215.92,0.9375636059045792,2.4,0.0,0.9935767722129821
504000,0.20852051368904706,-0.0009593670061440207,0.005407019318081439,63,219,7.200000000000017,1.3484513223171235,231.9,0.9462820744514465,2.83,0.0,0.8481289231777192
512000,0.22414444580656148,-0.001553765653516166,0.005749877649068366,64,219,6.1000000000000085,1.3532096648216247,234.58,0.9400576615333557,2.79,0.0,0.8717560106515885
520000,0.20824840084320725,-0.003248952836438548,0.004993395067867823,65,218,6.1000000000000085,1.3326864159107208,235.97,0.9558780640363693,2.8,0.0,0.792804487645626
528000,0.25286717171325657,-0.0003996062268561218,0.007371951726672705,66,219,9.0,1.332195781469345,243.07,0.9239301705360412,3.13,0.0,0.9790841481089592
536000,0.2562545656650249,-0.0015706433265586385,0.008121566473855637,67,218,9.0,1.3446186149120332,246.63,0.9126364976167679,3.2,0.0,1.0534185698628427
544000,0.2764615802943633,-0.0013657028216402978,0.009229517132043839,68,218,7.200000000000017,1.3516636490821838,242.21,0.8915188395977021,3.0,0.0,1.127441539466381
552000,0.23468410148942045,-0.0014222261690883897,0.006428388295462355,69,218,6.0,1.3434337639808656,233.61,0.9409090501070022,2.72,0.0,0.9405220058560372
560000,0.28607734616290553,-0.00022197537909960375,0.010153885755571537,70,219,7.0,1.3487564790248872,232.41,0.8762644255161285,2.77,0.0,1.1696098616719246
568000,0.27585671701932635,-0.001242290631053038,0.009344815129879861,71,219,8.0,1.3390355134010314,250.97,0.8979372596740722,3.33,0.0,1.11587615609169
576000,0.22139855413348053,-0.0002646536158863455,0.005550750044640154,72,219,7.0,1.3398731422424317,238.26,0.942714450955391,2.93,0.0,0.8731374496221542
584000,0.24883640083751757,-0.0022654680226696657,0.007617956358008087,73,220,6.1000000000000085,1.3474326205253602,228.74,0.9031286585330963,2.65,0.0,1.0334743002057076
592000,0.2554647716126133,-0.0019488908573111986,0.007545316483010538,74,220,7.0,1.330306934118271,229.36,0.9240196019411087,2.67,0.0,1.009606792628765
600000,0.27110072796849427,-0.0002777751484245528,0.00684487865830306,75,219,6.1000000000000085,1.3381081438064575,231.58,0.9175712299346924,2.66,0.0,0.9752139547467231
608000,0.3036944291291875,-0.002828874616188841,0.009511896494077519,76,219,6.0,1.347252025604248,223.07,0.8665063661336899,2.47,0.0,1.1617594006657601
616000,0.2123687076126766,-0.0006034980627009645,0.006498906752094627,77,220,5.0,1.3319899117946625,213.77,0.9166113394498825,2.22,0.0,0.913537985086441
624000,0.2776584641198503,0.00010627108644257532,0.008875032033538446,78,220,5.0,1.3503369402885437,215.18,0.9093085700273513,2.24,0.0,1.073400218486786
632000,0.27409091196653934,-0.0014192013500723987,0.008171358931576833,79,220,5.0,1.3427470099925995,221.97,0.9141343450546264,2.47,0.0,1.0422479352355003
640000,0.33692278677245324,-0.00619794537051348,0.010833804754074663,80,220,7.1000000000000085,1.3255166232585907,240.11,0.8917937177419663,3.05,0.0,1.218956554532051
648000,0.2787321859398544,-0.0011824542214162648,0.009406593007734046,81,220,9.0,1.3334732007980348,237.78,0.8958079183101654,3.09,0.0,1.1472233927249909
656000,0.36159643682571585,-0.004767367586464388,0.01137494169990532,82,220,7.200000000000017,1.3021958673000336,240.86,0.8812639355659485,3.09,0.0,1.2693693712353706
664000,0.3830243943890915,-0.0012675558489172545,0.012279812421184033,83,221,9.0,1.3004958820343018,241.99,0.8881395345926285,3.18,0.0,1.3256919288635254
672000,0.4379459663149607,-0.004258612950798124,0.015790386255830527,84,220,8.100000000000009,1.304275044798851,239.86,0.789489124417305,3.18,0.0,1.4692296856641769
680000,0.3125466176932991,-0.0023412739217747005,0.008618347170995548,85,220,8.100000000000009,1.2978043615818025,235.74,0.9110539740324021,3.07,0.0,1.0973894339799881
688000,0.32709664549322126,-0.003028433616273105,0.010597184406360611,86,220,9.0,1.2912813234329223,246.4,0.8780416077375413,3.39,0.0,1.2243343567848206
696000,0.2969013116215147,0.0004487428767606616,0.010223868186585605,87,221,8.0,1.3088025224208832,249.27,0.8945864808559417,3.35,0.0,1.1985055536031723
704000,0.28416917401613123,-0.0022261378390248865,0.008779117702506483,88,221,9.0,1.3457529079914092,258.32,0.9016400557756424,3.63,0.0,1.1248213189840317
712000,0.223879538653424,0.00028404411685187367,0.005914658639812842,89,222,7.0,1.3420619690418243,235.27,0.9425825816392899,2.91,0.0,0.8894633695483207
720000,0.47272430782317165,-0.007378982027294114,0.013560694131301716,90,222,6.0,1.3349343824386597,225.3,0.8830539345741272,2.66,0.0,1.2313696160912513
728000,0.2596909338074566,-0.002264813939109445,0.0067152253538370135,91,222,6.0,1.3180487072467804,233.79,0.9433777111768723,2.81,0.0,0.9697514936327934
736000,0.2687123092831145,-0.001416257270029746,0.007369257183163427,92,222,8.100000000000009,1.3441802144050599,245.21,0.9238109332323075,3.18,0.0,1.016351925432682
744000,0.3089868434801305,-0.0024836010148283094,0.009477990773739293,93,222,8.0,1.3251589620113373,239.8,0.8972749376296997,3.04,0.0,1.1472043690085412
752000,0.3097733060425554,-0.001898890303564258,0.010064350105822087,94,222,8.100000000000009,1.3154700601100922,241.67,0.8978633570671082,3.16,0.0,1.220203013420105
760000,0.3578007359726505,-0.002775067399488762,0.014353980424348265,95,221,8.0,1.3274781453609465,243.05,0.8544112414121627,3.23,0.0,1.4127048856019975
768000,0.2813182929546374,-1.294273277380853e-05,0.008982137842685915,96,221,8.0,1.3464573037624359,258.17,0.8983919262886048,3.62,0.9000000000000004,1.1276838618516922
776000,0.3309414707517705,-0.003919500786723802,0.010216388159897179,97,222,7.0,1.3137478172779082,250.25,0.8949910247325897,3.26,0.0,1.2298805904388428
784000,0.3842234653377642,-0.005980427154572681,0.014178556650876998,98,222,8.100000000000009,1.3111902678012848,266.2,0.8547108399868012,3.73,1.0,1.4369391202926636
792000,0.3499304984590359,-3.731907447217964e-05,0.012135576426517218,99,222,10.0,1.3066290366649627,280.73,0.8841919904947281,4.28,1.0,1.338981346487999
800000,0.3704762444760157,-0.006572282213492145,0.012564864212181419,100,222,10.0,1.2551071000099183,290.48,0.8644673621654511,4.65,1.0,1.3736596924066544
808000,0.39904621064551504,-0.005174669702537358,0.013765737381763756,101,222,10.100000000000009,1.2720638298988343,288.81,0.8654035091400146,4.7,1.0,1.4294637203216554
816000,0.41148503896921,-0.0011567520524840803,0.01588623210089281,102,222,10.100000000000009,1.2749848413467406,289.88,0.8291409552097321,4.74,1.9000000000000004,1.5269317013025283
824000,0.4712963423538582,-0.007969192193704656,0.01570355988573283,103,221,10.0,1.2388992369174958,292.41,0.8482467746734619,4.84,2.0,1.516735405921936
832000,0.4831283051304694,-0.002674411677289754,0.01774292591493577,104,221,10.100000000000009,1.2060725820064544,310.59,0.8300905203819275,5.38,2.0,1.6312424564361572
840000,0.4302587595379492,-0.004539857939380454,0.016175851800944656,105,221,11.0,1.2086518442630767,322.31,0.8436968594789505,5.82,2.0,1.5321691244840623
848000,0.37575401131678904,-0.0011434184701647609,0.013947233380749822,106,221,12.0,1.2640867686271668,325.17,0.8551044452190399,6.35,1.9000000000000004,1.4319732248783112
856000,0.33965901907673124,-0.0014752695766219403,0.011301347354892641,107,221,12.100000000000009,1.282125096321106,330.64,0.8794478762149811,6.54,2.0,1.2999548369646072
864000,0.5246249673208156,-0.005670633910049219,0.020296846022829412,108,221,12.0,1.2414971113204956,320.08,0.8011020267009735,6.26,2.0,1.7248266333341598
872000,0.4328679704728923,-0.005858976615418215,0.019158346792683006,109,221,12.0,1.2351259469985962,326.32,0.7683456844091415,6.52,2.0,1.711230877637863
880000,0.4601424561544309,-0.007188113841839368,0.016800655238330364,110,221,10.100000000000009,1.184302306175232,340.09,0.7727315920591354,6.38,3.0,1.5874733608961105
888000,0.4093645610459689,-0.003503027957631275,0.014500254124868661,111,221,11.100000000000009,1.2306881165504455,352.32,0.8356794375181198,6.72,4.0,1.4738502138853073
896000,0.5785186052554804,-0.0028888376615941523,0.028027713568881153,112,221,12.0,1.1928701322525739,357.1,0.7494088566303253,7.02,3.0,1.7150893694162368
904000,0.5240104195175737,-0.004713080411311239,0.019839848238043488,113,221,12.100000000000009,1.2110245192050935,370.44,0.8015236032009124,7.45,3.0,1.7034591501951217
912000,0.45574738584143704,-0.003473961700219661,0.017210922408849,114,221,13.0,1.1879494380950928,363.55,0.810663982629776,7.51,3.0,1.6135603898763657
920000,0.48232404046066946,-0.004212343099934515,0.019498496227897705,115,221,13.100000000000009,1.2215303540229798,381.52,0.7999724036455155,8.22,3.0,1.7194836527109145
928000,0.4678754334746102,-0.003050117989478167,0.01769169928971678,116,221,13.0,1.2018330627679825,373.78,0.8152521818876266,7.92,3.0,1.6364211946725846
936000,0.46631585717359925,-0.00448385944328038,0.018100671600550414,117,220,13.0,1.2244536256790162,366.18,0.8126047044992447,7.88,3.0,1.664876120686531
944000,0.46387022517790216,-0.004795134098385461,0.01910578732844442,118,220,13.0,1.2149690282344818,361.83,0.7763828390836716,7.55,3.9000000000000004,1.7032308769226074
952000,0.48750972589779756,-0.00645023440127261,0.019788623112253843,119,221,12.100000000000009,1.2184358978271483,361.6,0.7774602979421615,7.42,4.0,1.736514756679535
960000,0.4875798097881445,-0.005191538838116685,0.01929698256775737,120,221,12.0,1.2237043595314026,356.84,0.8008028119802475,7.18,4.0,1.7166301268339157
968000,0.5085166280957515,-0.003108410865534097,0.02131116888485849,121,221,12.0,1.1948209881782532,371.77,0.7683097302913666,7.36,4.0,1.8063350749015807
976000,0.4849636441129308,-0.004312749917153269,0.018912091846577824,122,221,12.0,1.2194043624401092,377.24,0.7915830212831497,7.54,4.0,1.6930857074260712
984000,0.4933798394455389,-0.004861094618681818,0.019192446395754813,123,221,12.0,1.1861043977737427,380.22,0.7987078756093979,7.6,4.0,1.713555012345314
992000,0.475584355070396,-0.008179982657893561,0.019724730933085084,124,221,13.0,1.175849803686142,386.94,0.7854179894924164,8.35,4.0,1.7196188688278198
1000000,0.45320758073009776,-0.0015191667782346486,0.017730280784890057,125,222,13.100000000000009,1.19220396399498,400.56,0.8119088226556778,9.02,5.0,1.639433002471924
1008000,0.499834330002731,-0.005237550654928782,0.021219241051003337,126,222,15.0,1.2249052667617797,402.28,0.770022155046463,9.25,4.0,1.7796625608205796
1016000,0.44310152490939814,-0.004558884452962957,0.018311174279078843,127,222,15.100000000000009,1.228730731010437,413.77,0.7986891347169877,9.61,4.9,1.657112620472908
1024000,0.39523513032894214,-0.0018306209979346022,0.016387170245870948,128,222,15.0,1.2281037890911102,414.12,0.8330574214458466,9.4,5.0,1.5823063164949418
1032000,0.4670466292581264,-0.0047775298519991335,0.01897896598558873,129,221,14.100000000000009,1.2137137472629547,418.77,0.8043765383958816,9.3,5.0,1.7049957537651061
1040000,0.41649621194079556,-0.0026090092460799496,0.016540386858396233,130,221,14.0,1.2226802968978883,425.07,0.8169069808721542,9.11,5.0,1.5870921677350998
1048000,0.4605121204510021,-0.004042929572460707,0.0166969027929008,131,221,14.0,1.2060723519325256,425.13,0.8110107582807541,9.08,5.0,1.6028046000003815
1056000,0.47633258166899844,-0.005057022808468901,0.01898692360613495,132,221,14.0,1.2113001155853271,425.35,0.7857368230819702,8.98,5.0,1.7100018060207367
1064000,0.48909975585006504,-0.00476677076832857,0.02206550320144743,133,221,15.0,1.2242356276512145,439.53,0.7826549071073532,9.54,5.0,1.8289393866062165
1072000,0.4929290561704884,-0.009725263614527649,0.019925405150279404,134,222,15.0,1.218511049747467,444.02,0.7888080370426178,9.81,5.0,1.7344452160596848
1080000,0.6136302719832125,-0.00565667922492139,0.023168511935509742,135,222,15.0,1.1814809334278107,447.07,0.7521471470594406,10.04,5.0,1.8362929916381836
1088000,0.49109006454737797,-0.0047970105521380904,0.019293153076432645,136,222,15.0,1.2112654006481172,453.42,0.8175669044256211,10.26,5.0,1.7170104134082793
1096000,0.4441491192903694,-0.004780616446514614,0.017158285644836724,137,222,15.0,1.226126766204834,453.84,0.8340731692314148,10.09,5.0,1.6141461271047592
1104000,0.5245901000448151,-0.007048588427969662,0.021010098881088197,138,222,15.100000000000009,1.183313363790512,457.49,0.7634642267227173,10.35,5.0,1.7926758110523224
1112000,0.503439024929537,-0.0038907696079695598,0.02251303719356656,139,222,15.100000000000009,1.1724635148048401,460.43,0.765735331773758,10.37,5.0,1.838492305278778
1120000,0.4410753839733722,-0.004314742575370473,0.017433722713030876,140,222,15.100000000000009,1.1969141888618469,444.74,0.8191149765253067,10.16,5.0,1.6233263951539993
1128000,0.4371791247599353,-0.005218697824748233,0.01733285282738507,141,222,15.0,1.1974633729457855,443.52,0.7806880038976669,10.06,5.0,1.5788334840536118
1136000,0.4261169522062137,-0.00405274162250862,0.01663188571110368,142,222,15.0,1.2250170350074767,442.67,0.8089243710041046,10.11,5.0,1.5834956347942353
1144000,0.4588844920539269,-0.005131537759443745,0.019218711890280248,143,222,15.100000000000009,1.19588112950325,453.75,0.8051855719089508,10.59,6.0,1.7138995081186295
1152000,0.527522811257177,-0.0077710997489066356,0.020497175185009837,144,222,15.0,1.155702679157257,447.41,0.7925378781557083,10.23,6.0,1.7490453267097472
1160000,0.4912341480941557,-0.005003734572674148,0.019912436329759656,145,222,15.0,1.206094467639923,453.31,0.7942099624872208,10.0,6.0,1.7400944674015044
1168000,0.6406298089157577,-0.006380488362920005,0.027659923578612508,146,222,15.0,1.1912571334838866,455.77,0.6663382887840271,10.01,5.0,2.000956658124924
1176000,0.5049217266734811,-0.008212437497240899,0.02102911033667624,147,222,15.0,1.1764938068389892,454.8,0.7813316828012467,10.13,5.0,1.790627521276474
1184000,0.7321399826449655,-0.013824225241842214,0.025598841393366455,148,223,15.100000000000009,1.1805656361579895,462.37,0.7313261848688125,10.36,5.0,1.9676488327980042
1192000,0.49135655121249655,-0.002623906640801579,0.02127963200211525,149,223,16.0,1.1792860639095306,460.58,0.7722077566385269,10.38,5.0,1.8042908084392548
1200000,0.5607266893102526,-0.00593591877783183,0.023081211200915278,150,223,16.0,1.175392677783966,457.67,0.7467070657014847,10.25,5.0,1.869072785973549
1208000,0.6257604855843758,-0.006953992593626026,0.025761393466964363,151,223,18.10000000000001,1.1537305784225464,459.51,0.7169768357276917,11.08,5.0,1.9780718076229096
1216000,0.6027663800225281,-0.004631043415429303,0.02402878594584763,152,223,19.0,1.168905838727951,481.46,0.7525614380836487,11.65,6.0,1.92130352973938
1224000,0.535171377771538,-0.008024750223266892,0.022317021447233857,153,223,19.0,1.166577080488205,479.76,0.7801642763614655,11.64,6.0,1.8412701344490052
1232000,0.5758889017433289,-0.005698008418548852,0.0236939100548625,154,223,18.0,1.1828627073764801,480.79,0.7613231301307678,11.63,6.9,1.9002951443195344
1240000,0.55461249961874,-0.002504474435118027,0.024581260289996864,155,223,17.10000000000001,1.1892800223827362,488.63,0.7411992591619492,11.8,7.0,1.9345876920223235
1248000,0.5656966945142439,-0.011255876447539776,0.023817308926954866,156,223,18.0,1.1287630933523178,505.82,0.7305964225530625,12.33,8.0,1.9043855476379394
1256000,0.5742656182955639,-0.006899497806443833,0.022453296282328665,157,223,18.0,1.150162335038185,522.05,0.7523086202144623,12.81,8.0,1.8318614566326141
1264000,0.4795565087445802,-0.0026348743770358853,0.01979496579617262,158,223,17.10000000000001,1.1546460723876952,515.35,0.7850619000196457,12.26,7.9,1.7376395171880723
1272000,0.5186171163998072,-0.0061703262920491395,0.022318894481286405,159,223,17.0,1.1466136503219604,512.95,0.7801320487260819,12.19,7.0,1.8282222986221313
1280000,0.4977046552615478,-0.004184879497042857,0.02040727869141847,160,223,17.10000000000001,1.1942818760871887,515.11,0.7900841265916825,12.25,7.0,1.7636205792427062
1288000,0.5624984873217908,-0.0020687889315013307,0.024430517363362013,161,223,18.0,1.1759931075572967,514.63,0.7329068171977997,12.22,7.0,1.9251401031017303
1296000,0.5410770370457885,-0.004196835875045508,0.02369218091480434,162,223,17.10000000000001,1.1625613164901734,510.11,0.7414224004745483,12.34,7.0,1.8893578326702118
1304000,0.5946090528346294,-0.006257294893075595,0.023304349780082702,163,223,18.0,1.1280326956510545,512.36,0.7494124394655227,12.67,7.0,1.8913433170318603
1312000,0.5516099925699647,-0.00869172130653169,0.024792725560255347,164,223,19.10000000000001,1.1636739420890807,517.49,0.7436513173580169,13.01,8.0,1.9409276044368744
1320000,0.5212219818098902,-0.006924644490500214,0.020257929200306536,165,223,20.0,1.163256461620331,520.26,0.7891729038953781,13.22,8.0,1.752098612189293
1328000,0.6485512814075425,-0.009883691059658304,0.026792058581486346,166,223,21.0,1.1639784646034241,528.03,0.7327334535121918,13.87,8.0,2.0062199521064756
1336000,0.6098181033976614,-0.0013528570989183209,0.024042776189744472,167,223,21.0,1.1576713037490844,525.52,0.775028104186058,13.94,8.0,1.9105288147926331
1344000,0.7380579105583535,-0.007650421818252653,0.026107872584834695,168,223,21.0,1.177744415998459,527.12,0.7473185271024704,13.97,9.0,1.996839028596878
1352000,0.5918752847607854,-0.00801285675901454,0.02720442844554782,169,223,21.0,1.169000700712204,526.87,0.7253670936822891,14.0,8.9,2.0355686378479003
1360000,0.5511366947561758,-0.007760713387746136,0.02545580979436636,170,224,20.0,1.1646846258640289,515.99,0.757334793806076,13.33,8.0,1.9680265533924102
1368000,0.6385434368870322,-0.009260912960162387,0.0269561014091596,171,224,19.0,1.1696253788471223,518.02,0.7369172662496567,13.35,8.0,2.0246569609642027
1376000,0.5806836670700707,-0.00034361229027126685,0.026416256539523602,172,224,20.0,1.1529773461818695,528.79,0.6995234042406082,13.78,9.0,2.002301126718521
1384000,0.6135862393900368,-0.010539039364084601,0.026524906791746617,173,224,20.0,1.15737553358078,546.8,0.7099473875761032,14.08,9.0,2.0114292168617247
