frames,grad_norm,policy_loss,value_loss,epoch_idx,fps,P09:episode_rewards,policy_entropy,episode_length,explained_variance,PMM:episode_rewards,P01:episode_rewards,advantage_norm
3024000,0.6542996580669822,-0.006279459759025485,0.029840092305094004,378,221,61.20000000000002,0.936225526034832,822.87,0.5879965388774872,32.91,1.8000000000000007,1.9690543484687806
3032000,0.7978121812718295,-0.014774024289799854,0.04467826284468174,379,221,59.20000000000002,1.0381812405586244,804.97,0.624358137845993,31.78,1.8000000000000007,2.46821062207222
3040000,0.7427812801618805,-0.013015610951115378,0.04129447960294783,380,221,59.20000000000002,1.0362996917963028,805.62,0.6495031374692917,32.05,1.8000000000000007,2.364285054206848
3048000,1.0040236472735373,-0.013911772952415049,0.04452327700331807,381,221,61.20000000000002,1.0366829144954681,821.24,0.70774274289608,33.19,1.8000000000000007,2.4670347380638122
3056000,0.851472090939685,-0.005874036394816358,0.036979630067944524,382,221,61.300000000000026,1.0316125822067261,866.69,0.6227885872125626,37.63,8.9,2.216759987473488
3064000,1.09322039975538,-0.022049266484100372,0.05547232357319445,383,221,64.10000000000001,1.0160560184717178,907.91,0.7229521894454956,42.47,11.0,2.657077087163925
3072000,0.8053456602043155,-0.014480305911274628,0.038984213354997334,384,221,67.10000000000001,1.0133398240804672,933.9,0.663421911597252,43.86,11.0,2.2684633404016497
3080000,0.7685882421904364,-0.016727062836289407,0.04072140796110034,385,221,67.10000000000001,1.0403850036859512,934.67,0.6792250823974609,43.83,11.0,2.34735356092453
3088000,0.7138826178422746,-0.007331230892668827,0.03472531418316066,386,220,67.10000000000001,1.0270282799005508,947.76,0.6711765950918198,44.38,11.0,2.1707598489522932
3096000,1.080096649612142,-0.010576790096529294,0.05254865204449743,387,220,76.0,1.011669121980667,970.76,0.7062979763746262,48.11,11.0,2.608889240026474
3104000,0.7496461541391308,-0.016775043974048456,0.035873045860789717,388,220,76.10000000000001,1.0291682773828505,982.88,0.6912236166000366,48.68,11.0,2.14683276116848
3112000,0.7827623664774461,-0.015308449753792957,0.040842169197276235,389,220,76.10000000000001,1.016990098953247,987.64,0.6801963293552399,48.58,11.0,2.35046501159668
3120000,0.7545523664016849,-0.006192026359785814,0.042534516067244114,390,220,77.60000000000005,1.0060960400104522,1020.32,0.6515779507160187,52.05,11.0,2.366483734846115
3128000,0.6321329676877004,-0.012901785140275023,0.032256228066980835,391,220,83.40000000000003,1.0264017516374588,1041.42,0.6584263813495635,53.79,15.600000000000001,2.041761022806168
3136000,0.7460647548231875,-0.01414082413444703,0.036716161128133536,392,219,83.40000000000003,1.0305930399894714,1083.96,0.629363124370575,56.03,23.0,2.216153038740158
3144000,0.6676118140787427,-0.0113705572928302,0.03714001271408051,393,219,83.40000000000003,1.013708816766739,1127.61,0.6872491198778152,59.59,28.0,2.208980107307434
3152000,0.8126360446228122,-0.013062738921580603,0.04320017934776842,394,219,83.40000000000003,1.0043190625309943,1042.75,0.3017159324884415,55.69,16.5,2.388443012237549
3160000,0.6797959348594196,-0.015085097678820603,0.03184915956109762,395,219,83.40000000000003,1.0288656502962112,1052.87,0.6853087681531906,53.82,18.0,2.075701081752777
3168000,0.7810225100258649,-0.010993039000778708,0.04252601893618703,396,219,82.10000000000001,1.0505010551214218,1051.0,0.6828008073568345,51.25,18.0,2.408318103551865
3176000,0.5644603643638161,-0.009133120933547616,0.029180561625398695,397,219,82.10000000000001,1.0488389390707016,1046.37,0.7001202464103699,51.67,18.0,1.9848407757282258
3184000,1.4068734278119743,-0.013287726239650511,0.07257973424158991,398,219,83.0,1.0283205580711365,1056.19,0.815082215666771,54.3,18.0,3.0306635427474977
3192000,0.7741410706102932,-0.018079287121915966,0.04294198144227266,399,219,83.0,1.050187173485756,1054.65,0.6974110937118531,56.74,18.0,2.33367974281311
3200000,0.5769437651591293,-0.007728312730614561,0.029040227495133877,400,219,83.0,1.0727422362565995,1064.11,0.7162034845352173,55.43,18.0,1.9785552942752838
3208000,0.675246957824462,-0.01686601573601365,0.03684745114762336,401,219,80.0,1.0614093214273452,1058.48,0.6465944129228592,54.41,18.0,2.210537815093994
3216000,0.7953002557399061,-0.019446629884187133,0.04001015128567815,402,219,80.20000000000002,1.0453724598884582,1075.8,0.6252925235033036,56.0,18.0,2.3168451595306396
3224000,0.6466168945623066,-0.00916117097134702,0.03339955624192953,403,218,80.20000000000002,1.034382654428482,1081.29,0.6905813878774643,55.99,18.0,2.0728999292850494
3232000,1.387924096902042,-0.007800770651083439,0.15970464871264994,404,218,82.0,1.0313498604297637,1082.75,0.2422790616750717,56.76,18.0,2.8552253276109694
3240000,0.9307411466208741,-0.014264270889398176,0.049048431306146084,405,218,82.0,1.0563405334949494,1081.72,0.5246114665269852,56.69,18.0,2.4990157532691955
3248000,0.6510061732510818,-0.014266063848263002,0.03343962871003896,406,218,80.0,1.0380320411920547,1065.24,0.7050200885534287,54.85,18.0,2.107029355764389
3256000,0.6470815113383174,-0.018039216664146807,0.03383567914832383,407,218,80.0,1.0192139226198196,1074.94,0.7285938996076584,55.52,18.900000000000002,2.087395625114441
3264000,0.6427253056919782,-0.00976034796629392,0.03072209388948977,408,218,80.0,1.0230574798583985,1090.9,0.7038695943355561,56.17,21.9,1.9905578011274339
3272000,0.8081156247001968,-0.018510528901824728,0.04232749148737639,409,218,82.10000000000001,0.9895938807725906,1170.55,0.7107719045877456,61.13,32.0,2.375856184363365
3280000,0.7332487515511165,-0.015244562703301198,0.037028992921113967,410,218,83.30000000000003,1.0292324781417848,1189.89,0.6958866083621978,62.84,33.9,2.179863004684448
3288000,0.6566383620506592,-0.011998199969748385,0.03405304156709463,411,218,86.10000000000001,1.0571517086029052,1200.44,0.7356372970342636,63.48,32.0,2.1421768712997435
3296000,1.1103204178457045,-0.011226329288911074,0.10749596851877868,412,218,87.20000000000002,1.0851710599660873,1201.35,0.627515721321106,64.06,32.0,3.0381526350975037
3304000,0.7082151810825225,-0.010236406511685345,0.035770274600945416,413,218,86.10000000000001,1.0311164140701294,1197.61,0.6525893580913543,59.59,32.0,2.2362907576560973
3312000,0.7274913356687408,-0.013209030307480133,0.03735412762500346,414,217,86.10000000000001,1.031412985920906,1187.57,0.6974609822034836,58.77,32.0,2.2015653175115584
3320000,0.7280537692685801,-0.013275351213524118,0.039969187788665296,415,217,85.10000000000001,1.028978140950203,1174.13,0.6595499259233475,58.35,32.0,2.2911790543794632
3328000,0.7230385173625442,-0.016963218239252457,0.041176159074530004,416,217,83.20000000000002,0.9995837122201919,1162.65,0.65898477435112,57.45,32.0,2.2769071328639985
3336000,0.7705294202958632,-0.02047938993171556,0.04437733001075685,417,217,83.20000000000002,1.0000764966011046,1154.67,0.6221306419372559,57.33,32.0,2.3924741423130036
3344000,0.7633010821369808,-0.013361271949252114,0.03815167128108442,418,217,82.10000000000001,1.0458870029449463,1154.21,0.6700382941961288,56.25,32.0,2.240405950546265
3352000,0.66987750658211,-0.015753470427007414,0.03564316604286432,419,217,84.10000000000001,1.049632003903389,1134.76,0.7008740097284317,55.38,32.0,2.1462117397785185
3360000,0.7700067857555817,-0.026091802740702406,0.047282173954881726,420,217,85.10000000000001,1.0483772295713425,1142.81,0.6659651762247085,56.18,32.0,2.452973997592926
3368000,0.6771646817111906,-0.00926770439138636,0.03718051942996681,421,217,85.10000000000001,1.0456391310691833,1160.66,0.6994111949205398,57.19,32.0,2.2124573862552643
3376000,0.613412884915012,-0.012565411317627877,0.03231853738892823,422,217,85.10000000000001,1.0487431359291077,1158.76,0.6941896706819535,57.49,32.0,2.064011119008064
3384000,0.6987438384524073,-0.009272371217084583,0.03642436024267227,423,217,86.10000000000001,1.0342933654785156,1157.15,0.6499309009313583,57.84,32.0,2.186895717382431
3392000,0.7639311626213366,-0.016837831240845844,0.03781927087809891,424,217,85.10000000000001,1.025886857509613,1147.32,0.68825365960598,56.99,32.0,2.2447746419906616
3400000,0.6292088667425358,-0.009784647290944122,0.036486453139223156,425,217,86.0,1.0154631817340851,1163.25,0.685470597743988,58.36,35.8,2.2183919751644137
3408000,0.708472904031395,-0.014064223366367513,0.038994075525552035,426,216,85.10000000000001,1.0393100291490556,1160.08,0.6860950392484665,57.45,33.9,2.2670405066013335
3416000,0.6284879223097248,-0.019673163839179324,0.03506071184994653,427,216,85.10000000000001,1.0578862172365189,1161.32,0.7065106880664825,57.98,35.8,2.112950015068054
3424000,0.6216089620160379,-0.010596335925511085,0.034460638384334746,428,217,85.10000000000001,1.0655108541250229,1176.75,0.6953457272052765,58.61,36.0,2.1470185858011246
3432000,0.7018003229706945,-0.011725467001306243,0.03551940802019089,429,216,85.10000000000001,1.0390310317277909,1178.14,0.6988044387102127,58.94,35.9,2.1532665872573853
3440000,0.640506096072528,-0.010366064482659566,0.030965819088742137,430,216,85.10000000000001,1.0394113707542418,1183.09,0.728793334364891,58.5,35.9,1.9974628615379333
3448000,0.7788838467446166,-0.019830794831505044,0.041504996591247616,431,216,85.10000000000001,1.043664670586586,1182.05,0.6940466773509979,58.34,34.800000000000004,2.2840004497766495
3456000,0.695470063817395,-0.017122674234269653,0.03909057470969856,432,216,86.0,1.0229981446266174,1193.37,0.6652418315410614,58.68,34.800000000000004,2.287779287099838
3464000,0.6703759209301728,-0.011765170173021033,0.03208136417437345,433,216,85.10000000000001,0.9891238063573837,1194.1,0.6624801677465438,58.6,32.9,2.0968251496553423
3472000,0.8094595690772912,-0.015946512509835885,0.0381491876160726,434,216,86.0,1.0102012330293655,1221.45,0.6921746855974198,60.82,36.9,2.2333792281150817
3480000,0.6745337951216414,-0.016941857234342023,0.03755889392457903,435,216,86.20000000000002,1.0412901604175568,1222.65,0.6739324283599853,61.59,36.9,2.194782492518425
3488000,0.8195695690903684,-0.015780705640063387,0.0406418403564021,436,216,88.10000000000001,1.0199922823905945,1238.82,0.660957149863243,62.8,41.0,2.3153488248586656
3496000,1.1218918586398403,-0.009486199284438043,0.11069272499065846,437,216,94.0,1.0085465961694717,1250.61,0.47312096774578094,66.39,41.0,2.9382362067699432
3504000,0.8790471249998251,-0.01432692765723914,0.04533739248290658,438,216,92.20000000000002,1.0469771099090577,1231.2,0.6659850627183914,64.83,40.8,2.440275402069092
3512000,0.8914446373010374,-0.012658908339508343,0.06972178090363741,439,216,94.0,1.0351424878835678,1232.96,0.6433079195022583,66.41,40.8,2.591205148696899
3520000,0.6522651852269976,-0.012117777832318098,0.03590537152718753,440,216,92.20000000000002,1.0458418494462967,1221.05,0.6521311902999878,65.57,36.8,2.165740739107132
3528000,0.8509393323872857,-0.013546374829602428,0.054421123652718964,441,216,94.0,1.0350239974260331,1233.85,0.6436841082572937,68.38,38.800000000000004,2.531391718387604
3536000,0.6762145785179734,-0.014348968982230871,0.03654920257162303,442,216,94.0,1.0395881527662276,1237.5,0.6562889277935028,68.31,38.800000000000004,2.1566711711883544
3544000,0.8571308518261724,-0.016193474598694593,0.045390077917836606,443,215,100.50000000000004,1.030764177441597,1254.8,0.5873788022994995,70.96,40.8,2.472783010005951
3552000,1.1278587147972636,-0.008739798793685622,0.06593153888359665,444,215,105.30000000000003,1.0334907239675521,1249.14,0.610201952457428,72.77,40.8,2.808719017505646
3560000,0.8923395563305659,-0.01297908708336763,0.05295726948883384,445,216,108.10000000000001,1.0306225901842117,1237.15,0.7212077111005784,74.67,40.8,2.4921555441617964
3568000,0.7164319162575457,-0.010539604664008948,0.04995102096349001,446,215,112.50000000000004,1.0367236936092377,1247.74,0.6649618124961854,77.88,40.8,2.421048957109451
3576000,0.8976245555224505,-0.024936167841660792,0.07323154552839696,447,215,117.0,1.026822646856308,1257.5,0.6237382590770721,79.97,41.0,2.801435010433197
3584000,0.8842354135441165,-0.022716863009845836,0.042038446315564214,448,215,117.0,0.9981810104846954,1256.97,0.6658631891012192,80.26,41.9,2.3405755233764647
3592000,1.3920672048994482,-0.011353974840894808,0.13101278750691564,449,215,123.30000000000045,0.9738067996501922,1240.38,0.5297506320476532,81.02,41.9,3.10651931643486
3600000,0.6771123573084807,-0.012674632763082627,0.03466022815555334,450,215,123.30000000000045,0.9684697031974793,1244.23,0.6633396542072296,81.0,41.9,2.097593332529068
3608000,0.8611059841560631,-0.021854748854239006,0.05857511855661869,451,215,123.30000000000045,0.9941002225875855,1237.23,0.604474225640297,81.24,40.8,2.7342152988910673
3616000,0.6945524572035126,-0.011914998193619795,0.04301171015482396,452,215,117.10000000000001,1.014972561597824,1235.27,0.6403608912229538,79.46,40.8,2.2437769865989683
3624000,0.6862281189571214,-0.015903351218439638,0.0399562298739329,453,215,117.10000000000001,1.0176236975193023,1239.15,0.6521961385011673,79.27,40.8,2.274977065324783
3632000,0.7405876499467783,-0.012594678404857404,0.044474652209319177,454,215,118.40000000000003,1.0400852006673813,1252.77,0.6317143833637238,80.52,41.0,2.3858723616600037
3640000,0.6568596470690389,-0.012923504106292966,0.038040716024115684,455,215,118.40000000000003,1.0518831634521484,1255.16,0.6771821957826615,80.23,41.9,2.2167815816402436
3648000,0.6322926210311922,-0.013150621924432926,0.035170987681485716,456,215,118.40000000000003,1.0712921327352525,1247.91,0.6967572683095932,79.3,40.8,2.134491898417473
3656000,0.8173297121269997,-0.02159823446010705,0.04490438182838261,457,215,117.10000000000001,1.071719319820404,1208.25,0.355287584066391,74.36,34.0,2.456070551276207
3664000,0.669037269901207,-0.017076681709149853,0.03354514121543616,458,215,110.70000000000006,1.0468992900848388,1173.7,0.6989320528507232,69.55,27.9,2.0278263741731646
3672000,0.6334892461907783,-0.01246920129749924,0.03573582325130701,459,215,110.70000000000006,1.047685216665268,1168.5,0.6653086107969284,68.83,27.9,2.162031423449516
3680000,0.8031109933723316,-0.013681804674997694,0.04102875482756645,460,215,101.40000000000003,1.0271319967508317,1180.02,0.6464783304929733,66.04,28.9,2.346635788679123
3688000,0.7459362859959731,-0.02080615944156307,0.04316596572753042,461,215,99.10000000000001,0.9853322720527649,1181.87,0.6269410794973374,65.92,28.9,2.3454750043153765
3696000,0.6696764378277104,-0.01139689419651404,0.03810565338470042,462,215,96.0,0.9856190264225007,1169.88,0.6944577360153198,64.26,28.9,2.185700887441635
3704000,0.7897016956845608,-0.0060609176359139386,0.04618398297112435,463,215,96.30000000000003,0.9987705785036087,1175.22,0.6423484361171723,64.89,28.9,2.4035254442691802
3712000,0.9155738390938617,-0.01404006125521846,0.05549238549079746,464,215,99.20000000000002,1.032272812128067,1187.47,0.5796970933675766,66.03,29.0,2.607381405234337
3720000,0.7782200830226087,-0.01997205469175242,0.044782207934185865,465,215,99.0,1.031411498785019,1193.03,0.6371817260980606,66.16,29.0,2.349800332784653
3728000,0.7606199792813924,-0.013263510528195183,0.04691320224199444,466,215,99.0,1.0400976592302322,1187.82,0.6896921879053116,65.87,29.0,2.4037981528043746
3736000,0.7370834878676716,-0.01651903277495876,0.04439176192972809,467,215,108.10000000000001,1.0502115488052368,1200.99,0.6307433420419692,68.01,29.0,2.39828031539917
3744000,0.6339272156047858,-0.013994395066983998,0.0352095794910565,468,214,108.10000000000001,1.0135543429851532,1205.36,0.6566718053817749,67.98,29.0,2.127076711654663
3752000,0.7316614697322794,-0.0160072089949972,0.04048085684888065,469,214,108.0,1.0408230286836624,1198.38,0.6758958214521408,67.29,29.0,2.2849263161420823
3760000,0.8105432480195945,-0.018631552399019712,0.04252167654689401,470,214,108.0,1.0357189911603928,1203.25,0.672835077047348,68.14,30.800000000000004,2.3242103070020677
3768000,0.7902914592250666,-0.014105815716902725,0.03914678941946477,471,214,108.0,1.038988561630249,1199.08,0.6509340262413025,68.05,29.9,2.2198172324895857
3776000,0.8281621762076253,-0.021319160993443803,0.0480573742184788,472,214,109.0,1.0116876536607742,1218.63,0.6610408413410187,70.67,29.9,2.404973804354668
3784000,0.8128254702505732,-0.01714063777035335,0.044447070029564203,473,214,111.70000000000006,1.0094152289628981,1247.01,0.6764125955104828,74.78,35.0,2.328509438037872
3792000,1.0382642166625837,-0.010344969232100994,0.07074489125981927,474,214,120.0,1.0199653965234756,1270.5,0.6548807454109192,79.45,37.800000000000004,2.7871090638637543
3800000,0.7943254573442949,-0.008257006928470218,0.05610351780895144,475,214,120.20000000000002,0.9953698146343232,1309.02,0.676469298005104,82.61,42.0,2.5339728093147276
3808000,0.8542240914480863,-0.015091278909239917,0.07889942620880902,476,214,122.90000000000008,1.0239590471982956,1286.06,0.6215598320960999,83.2,42.0,2.6443807286024095
3816000,0.8069730098122211,-0.020133114139607642,0.04410257957875729,477,214,122.90000000000008,1.038804560303688,1277.65,0.6603867441415787,82.82,42.0,2.414821388721466
3824000,0.7667864850713498,-0.01820187011937378,0.04211369140073657,478,214,122.90000000000008,1.0231112772226334,1276.73,0.6781599366664887,82.57,41.9,2.321051313281059
3832000,0.9302339891187615,-0.025273577040497913,0.050874560317024586,479,214,120.0,1.0174087393283844,1268.86,0.6217742186784744,79.65,40.7,2.500177675485611
3840000,1.004445400909082,-0.012016593546613876,0.04939654820133001,480,214,120.20000000000002,0.9949720901250839,1230.46,0.5566230696439743,77.26,35.0,2.573726222515106
3848000,0.675233958042432,-0.010415421860525385,0.03305247811600566,481,214,120.0,1.0152496218681335,1226.34,0.6649168509244919,75.94,34.900000000000006,1.9923452681303024
3856000,0.6885774916154319,-0.01614355163561413,0.03768433635821566,482,214,119.10000000000001,1.016814613342285,1216.15,0.663682508468628,73.62,34.900000000000006,2.1379186415672304
3864000,0.7153584152255985,-0.015130792459240183,0.040539700742810963,483,214,119.10000000000001,1.0056823426485062,1224.62,0.66037830889225,74.61,34.900000000000006,2.250640882253647
3872000,0.5987727650540383,-0.014093833818769781,0.031711531737819314,484,213,115.40000000000003,1.040952924489975,1224.04,0.6828679382801056,73.94,34.900000000000006,1.949191344976425
3880000,0.8259661846198759,-0.014965740219031432,0.04219134012819268,485,213,90.20000000000002,1.1009142443537712,1020.08,0.02165240228176117,55.84,2.0,2.3323397997021673
3888000,0.6646148332958848,-0.004861236669239588,0.027702206242829562,486,213,85.20000000000002,1.047624368071556,963.53,0.6818986856937408,49.83,2.0,1.9136987125873566
3896000,0.7792640003952197,-0.01601502402278129,0.035583282513543965,487,213,82.30000000000003,1.0226594251394272,944.17,0.7026772207021713,46.35,2.0,2.0938345658779145
3904000,0.6919167688010297,-0.008552270985092036,0.035948467473499474,488,213,82.30000000000003,1.052830416560173,951.88,0.6438521641492844,46.3,2.0,2.1342910468578338
3912000,0.805203685552573,-0.0227045414771419,0.052916888166219,489,213,82.30000000000003,1.0656605458259583,968.21,0.627708820104599,47.28,2.0,2.6291798067092897
3920000,0.6973295122227313,-0.008579858839220833,0.03632495105266571,490,213,82.30000000000003,1.0123548758029939,970.47,0.6621194821596146,47.26,2.0,2.0958133447170257
3928000,0.761018836723489,-0.01659439811206539,0.0487890891591087,491,213,85.70000000000006,1.0102900528907777,976.58,0.618754028081894,48.4,2.0,2.4778046131134035
3936000,0.8432363529304701,-0.022393435941667122,0.0495830591279082,492,213,89.30000000000003,1.0144369608163835,986.14,0.6225313395261765,48.26,2.0,2.480435211658478
3944000,0.8778451185916555,-0.01352698341361247,0.060442857602611186,493,213,94.0,1.0029127138853073,1018.33,0.615319709777832,52.22,2.0,2.5598855525255204
3952000,0.8235960210612059,-0.0133067613865569,0.04929617681540549,494,213,98.0,1.0076515370607375,1012.14,0.5984377831220626,54.54,2.0,2.4718044221401216
3960000,0.9552240326916887,-0.022934763058437967,0.06799750871956349,495,213,104.30000000000003,1.0090128445625306,1019.52,0.5839881640672684,56.82,2.0,2.6488754975795747
3968000,0.8701640626265699,-0.011468387063359842,0.05714107507839799,496,213,107.50000000000004,1.0121434545516967,1016.39,0.658664031624794,58.4,2.0,2.3807853662967684
3976000,1.0347505228569975,-0.014414325777615887,0.07659193080617115,497,213,112.40000000000003,0.9806748574972153,1022.58,0.6821355038881302,60.8,2.0,2.7541120356321334
3984000,0.8826188763678465,-0.009284396466100589,0.0672315978910774,498,213,112.40000000000003,1.004029979109764,1038.77,0.6635876739025116,62.34,2.0,2.5982274079322814
3992000,0.8972812995704258,-0.008380411169346189,0.05543965462129563,499,213,116.10000000000001,1.0324985271692275,1105.85,0.6688879185914993,69.15,3.0,2.499487084746361
4000000,0.7995789942725934,-0.022980667582305613,0.04995555541943759,500,213,116.10000000000001,0.974893602207303,1181.64,0.47568015694618226,74.03,21.5,2.5106779915094375
4008000,0.7900260700491033,-0.009378417070111026,0.0383340782020241,501,213,116.10000000000001,0.975194594822824,1211.55,0.5532945704460144,75.54,34.800000000000004,2.0346576529741287
4016000,0.7363353001442258,-0.011097091761184856,0.03920573564711958,502,213,116.10000000000001,1.0432249617576599,1193.0,0.6415653043985367,74.72,25.0,2.1834963512420655
4024000,0.8231779171449386,-0.023055411842506146,0.05532593720592558,503,213,117.30000000000003,1.0279077166318893,1179.84,0.641798448562622,75.14,25.0,2.4995563185214995
4032000,0.6737576552397555,-0.017151408889149025,0.04057796528330073,504,212,117.30000000000003,1.0310582983493806,1181.18,0.6949168223142624,75.12,25.0,2.2511594820022585
4040000,0.9593351062814193,-0.02424871752897161,0.06789943382143974,505,212,126.70000000000014,1.0186012500524522,1184.01,0.6080800902843475,76.38,25.0,2.5797331351041795
4048000,0.6411696532995101,-0.00576222181043704,0.03571907891659066,506,212,126.70000000000014,1.004870764017105,1190.51,0.6818147104978561,76.02,25.0,2.024864641427994
4056000,0.7511860865669552,-0.02100504422443919,0.045828931140713396,507,212,120.50000000000004,1.044893752336502,1188.53,0.648005827665329,73.86,25.0,2.387610337138176
4064000,0.6646433565369567,-0.007603554981178604,0.03765339852310717,508,212,120.50000000000004,1.0388728439807893,1188.85,0.6432701569795608,74.24,25.0,2.1950184613466264
4072000,0.8732167484673016,-0.006936324075068115,0.05460290874820203,509,213,126.50000000000013,1.0323031753301621,1197.23,0.6825682866573334,75.23,25.0,2.49124859392643
4080000,0.7960378204700844,-0.014361881506629289,0.04434831455349922,510,212,113.70000000000006,1.0038795495033264,1194.67,0.6152397459745407,73.48,25.0,2.4014500361680984
4088000,0.9833323522141125,-0.020648403021041303,0.05866886989213526,511,212,114.2000000000001,1.030850322842598,1187.37,0.5564128679037094,72.54,25.0,2.786847813129425
4096000,0.7804367157894028,-0.004222210758889559,0.05142089117784053,512,212,105.80000000000007,1.034065573811531,1172.44,0.7123007756471634,70.53,25.0,2.4555441242456437
4104000,0.7837932096348894,-0.02035887410165742,0.04892657825257629,513,212,104.10000000000001,1.0300034338235855,1162.11,0.665779345035553,70.3,25.0,2.4709447836875915
4112000,0.8952047231284455,-0.01566853181575425,0.050454075965099036,514,213,125.0,1.0425370335578918,1183.52,0.6080393254756927,73.21,25.0,2.5242423725128176
4120000,0.6603168128993161,-0.011967422495836218,0.03715336130233481,515,212,125.0,1.031865286231041,1191.24,0.6846808815002441,74.1,25.0,2.1546378147602083
4128000,0.767694418023884,-0.015340316022978868,0.04397182745160535,516,212,125.0,1.0435012888908386,1212.86,0.661166125535965,75.65,29.9,2.2028356087207794
4136000,1.388437614427892,-0.02568274556135293,0.14313201697543262,517,212,141.00000000000009,1.0092661023139953,1260.45,0.6713509154319763,83.17,41.0,3.359706187844276
4144000,0.8613211575776996,-0.021628232736547945,0.05170617032330483,518,212,151.20000000000005,0.9988329404592514,1291.21,0.6380105340480804,88.2,45.800000000000004,2.507890359163284
4152000,0.8130692683216288,-0.01374612563973642,0.039269584203138946,519,212,151.20000000000005,0.9650526028871537,1291.33,0.6717242681980133,88.45,46.900000000000006,2.171403523683548
4160000,0.7319754959388435,-0.014564274967415258,0.04298073366750032,520,212,150.10000000000002,0.9945045059919357,1297.44,0.6757446002960205,88.82,46.900000000000006,2.2588856852054597
4168000,0.9275209925204129,-0.012372458637109958,0.05515988633269444,521,212,150.10000000000002,0.981680668592453,1297.93,0.6468187230825424,89.79,47.9,2.573240728378296
4176000,0.8622371843138155,-0.02142514508966997,0.04655420511495322,522,212,150.10000000000002,1.0169789654016494,1299.77,0.6599413079023361,90.02,48.0,2.3771751421689986
4184000,1.0726258896956942,-0.006165629376773722,0.08525100754806772,523,212,153.3,1.0147538053989411,1289.34,0.6225043892860412,91.78,47.8,2.823872890472412
4192000,0.641206092781006,-0.017563754263683222,0.036734773637726904,524,212,153.3,1.045300412774086,1296.75,0.6140938079357148,92.73,47.8,2.1681959956884382
4200000,0.744491590585104,-0.022417092803807465,0.045375263704918324,525,212,151.20000000000005,1.037412451505661,1301.48,0.6585449224710465,90.64,47.8,2.321481527090073
4208000,0.7907401878970021,-0.012735515613021562,0.04355902913026512,526,212,153.3,1.0101299744844436,1303.91,0.6385466969013214,92.78,43.8,2.3258923095464707
4216000,0.751785268296845,-0.017266679063668564,0.048906515371054414,527,212,151.20000000000005,1.02563072681427,1309.35,0.6449391740560532,93.06,45.800000000000004,2.506034569144249
4224000,0.8471927224446592,-0.019011363789322788,0.051134797795675695,528,212,151.20000000000005,1.032538503408432,1311.67,0.6322947251796722,92.98,46.0,2.53467078268528
4232000,0.7406990719606439,-0.019862893575800625,0.03949687104206532,529,212,147.40000000000003,1.0148149436712266,1322.55,0.6866324090957642,92.24,47.8,2.213036575317383
4240000,0.6372560603365747,-0.010994265011831886,0.036608334111515435,530,212,140.70000000000005,1.0060422492027283,1303.34,0.6554199022054672,90.02,46.0,2.092057836651802
4248000,1.118855298236457,-0.011441075225593521,0.0836018979968503,531,212,147.40000000000003,0.9894685596227646,1313.13,0.6296191120147705,91.66,46.0,2.9762847775220873
4256000,0.7826215782903759,-0.02463906176522869,0.05164762634318322,532,212,153.4000000000002,1.0112382984161377,1321.35,0.6805740016698837,95.67,49.599999999999994,2.3970917618274687
4264000,0.8649678476103501,-0.018378155659738694,0.048732617555651815,533,212,149.80000000000024,1.0376827776432038,1315.29,0.660358049273491,94.37,49.599999999999994,2.349729287624359
4272000,0.8967452296695442,-0.018951255199535808,0.060109081235714255,534,211,137.3,1.02503699362278,1309.48,0.6273471564054489,92.28,50.900000000000006,2.7386817544698716
4280000,0.8808065327946984,-0.018805222483933903,0.0597414801409468,535,212,141.60000000000005,1.0169834172725678,1317.85,0.6198913085460663,93.96,50.900000000000006,2.6219049006700517
4288000,0.8459064425569527,-0.018845633575465398,0.048256957726553085,536,212,148.1000000000001,1.0266347593069076,1312.74,0.6010117542743683,94.3,49.599999999999994,2.4508065938949586
4296000,1.0025904415688196,-0.0308926125720609,0.05962309007532895,537,212,148.1000000000001,1.0378404837846755,1306.53,0.5669039314985276,93.87,49.599999999999994,2.7282803606987
4304000,0.8363698930063189,-0.020946313362510408,0.048331938944756986,538,211,148.1000000000001,1.040470495223999,1280.59,0.6429664254188537,90.51,40.8,2.3882975536584854
4312000,0.7903339376346935,-0.006945049190253485,0.03697966474108398,539,211,141.60000000000005,1.0087009268999099,1286.71,0.7197469246387481,89.68,41.9,2.1352475869655607
4320000,0.8257705317726766,-0.013830697461235103,0.04218826923985034,540,211,142.70000000000016,1.0229216301441193,1274.35,0.662875189781189,88.53,40.8,2.309641680121422
4328000,0.7332164241681608,-0.020851918363478036,0.04794965408742428,541,211,142.70000000000016,1.0319706857204438,1269.22,0.6682262545824051,88.79,38.800000000000004,2.354272229075432
4336000,0.6366890128273159,-0.00738580814737361,0.035862834153231236,542,211,140.10000000000002,1.0169862747192382,1254.96,0.6933102136850358,85.56,38.800000000000004,2.0658984279632566
4344000,0.7878258340486881,-0.01752169757382944,0.04743717733770609,543,211,137.40000000000003,1.0276593554019928,1261.86,0.6408010810613632,86.54,38.800000000000004,2.412901237010956
4352000,1.0372571906374246,-0.021018925775788375,0.0746801856579259,544,211,159.30000000000013,1.019583067893982,1262.33,0.6461864089965821,90.39,38.800000000000004,3.03597606420517
4360000,0.813339589455813,-0.0169847827416379,0.05366462907753885,545,211,159.30000000000013,1.0285621213912963,1270.47,0.5718388509750366,90.92,41.699999999999996,2.5173528915643693
