episode_length,rollout_prob_std,frames,policy_entropy,epoch_idx,advantage_norm,avg_q_retraced,P01:episode_rewards,model_prob_std,explained_variance,policy_gradient_bias_correction,policy_gradient_loss,P09:episode_rewards,q_loss,PMM:episode_rewards,avg_q_selected,policy_loss,grad_norm,fps
0,0.01317286784760654,7200,2.1718841473261516,1,0.03396838859965404,0.010211750166490674,0.0,0.013172868026110033,-33.145223744710286,0.0,-8.880385854960574e-05,0.0,0.0003779049090250434,0.0,0.009992102331792315,-8.880385854960574e-05,0.08320184388323354,327
0,0.004126184138779839,14400,2.195851786931356,2,0.018414786830544472,0.010625399835407733,0.0,0.004126184053408603,-97.29227217038472,0.0,-0.00017454626480078634,0.0,6.007208157825517e-05,0.0,0.010596647889663776,-0.00017454626480078634,0.013651581455393523,186
0,0.003016582430185129,21600,2.196756911277771,3,0.017213789621988933,0.0035486098689337573,0.0,0.0030165824573487043,-28.976594765981037,0.0,-0.00010286684864343106,0.0,2.3243612001048557e-05,0.0,0.00350523276720196,-0.00010286684864343106,0.003243327036823818,219
0,0.004385228229997058,28800,2.1964080731074014,4,0.028056247966984908,0.00360913573919485,0.0,0.004385228268802166,-20.480824200312295,0.0,-8.960161894719932e-05,0.0,2.814288651885969e-05,0.0,0.003755804256070405,-8.960161894719932e-05,0.003964018469797042,250
0,0.0021535470460851986,36000,2.1969680706659953,5,0.013917789282277226,0.0017672010736229518,0.0,0.002153547038324177,-54.10943938891093,0.0,-3.551475880006668e-05,0.0,1.1252830881858245e-05,0.0,0.0017381311937545738,-3.551475880006668e-05,0.0017395319185458176,273
3324.8333333333335,0.002941679337527603,43200,2.196823223431905,6,0.02056714951371153,0.0019208129398369542,0.0,0.002941679353049646,-34.35701877276103,0.0,-5.8857828058952084e-05,0.0,1.431913524356787e-05,0.0,0.0018931013313704171,-5.8857828058952084e-05,0.00227388483363658,294
3324.8333333333335,0.001531409778787444,50400,2.1970585028330487,7,0.010169908885533612,0.0016892117952617507,0.0,0.0015314097710264227,-75.32746260960897,0.0,-2.0750717355137263e-05,0.0,1.110540919550355e-05,0.0,0.0016719766572350636,-2.0750717355137263e-05,0.0019259907859834726,311
3324.8333333333335,0.0015240840536231797,57600,2.197105145454407,8,0.007630108840142687,0.0034802674548700453,0.0,0.0015240840575036904,-77.5995238939921,0.0,-9.449559007729628e-05,0.0,8.931443600583104e-06,0.0,0.0034995569517680754,-9.449559007729628e-05,0.0015628762195309407,326
3324.8333333333335,0.0019505429392059645,64800,2.197029709815979,9,0.013511356990784406,0.001014505050261505,0.0,0.0019505429042813679,-29.622387870152792,0.0,-1.7892715434679e-05,0.0,7.449704215408322e-06,0.0,0.0010014546550034234,-1.7892715434679e-05,0.0012130592882138352,338
3324.8333333333335,0.0014559774853599569,72000,2.197098143895467,10,0.009581398164543013,0.0007865758312012379,0.0,0.0014559774834197014,-48.77518030802409,0.0,-1.9707803274589727e-05,0.0,4.432436302674129e-06,0.0,0.0007953105960041285,-1.9707803274589727e-05,0.0009394715715224327,350
3324.8333333333335,0.002088444861389386,79200,2.1970216353734333,11,0.016704572139618297,0.0007147212794128185,0.0,0.0020884448875828337,-17.64771785736084,0.0,-1.2373739698527212e-05,0.0,6.257062727854645e-06,0.0,0.0006647865156992339,-1.2373739698527212e-05,0.0011522848108192082,358
3324.2083333333335,0.0007857762927111859,86400,2.197188663482666,12,0.005079874116927385,0.0005284986439316223,0.0,0.0007857762626372278,-51.83088076909383,0.0,-2.0666668529874717e-05,0.0,1.6835959096776301e-06,0.0,0.0005685032374458387,-2.0666668529874717e-05,0.0005427829462103063,365
3324.2083333333335,0.0008507984428433701,93600,2.197179977099101,13,0.005461073131300509,0.001897706799597169,0.0,0.0008507984709770729,-72.24738998413086,0.0,-3.5967709326693394e-05,0.0,4.623275433838595e-06,0.0,0.0019483777577988803,-3.5967709326693394e-05,0.0009154750161125509,372
3324.2083333333335,0.0007580847644324725,100800,2.1971834739049276,14,0.00506213956978172,0.0008343000770158445,0.0,0.000758084753761068,-52.09234666824341,0.0,-2.460569765858622e-05,0.0,1.9044891719962227e-06,0.0,0.0008597372313185284,-2.460569765858622e-05,0.0005396831314631573,378
3324.2083333333335,0.0015548345467929418,108000,2.1971206108729047,15,0.012388385265755157,0.0005652881324446449,0.0,0.0015548345603747294,-18.59102323849996,0.0,-1.1685506733745872e-05,0.0,3.319042963312313e-06,0.0,0.0005517589568626135,-1.1685506733745872e-05,0.0007887421891097397,383
3324.2083333333335,0.0005881796891723449,115200,2.1971991936365765,16,0.0048666738478156425,0.0004359871808749934,0.0,0.0005881796945080472,-73.35430519580841,0.0,-9.511007235000572e-06,0.0,1.1254703641346472e-06,0.0,0.00042749003090042,-9.511007235000572e-06,0.0003181228433816897,389
3324.25,0.002268930050777272,122400,2.1971539602014754,17,0.01019988949387981,0.0005239099189768442,0.0,0.0012340522175590092,-20.263988654083676,1.880258086512438e-08,-1.5069378516569838e-05,0.0,2.6313412923981457e-06,0.0,0.0005149331090797205,-1.505057593258622e-05,0.0006023000370113042,392
3324.25,0.002663977508989926,129600,2.1972054196943622,18,0.0054005572069337196,0.0005283805914790152,0.0,0.0005978980065415345,-26.910173456493393,9.16176671579959e-08,-9.707197694146322e-06,0.0,1.0848608372757462e-06,0.0,0.0005378422216455315,-9.615580024314306e-06,0.00031710511737522194,388
3324.25,0.002665960348141876,136800,2.197208474429827,19,0.004973746781359383,0.000624605474664667,0.0,0.0005528776983151651,-41.578715376967466,3.4419051312776596e-08,-1.6275599188279755e-05,0.0,9.678577183272694e-07,0.0,0.0006264392395147183,-1.6241180134361657e-05,0.0003163812555206935,383
3324.25,0.002870001425273787,144000,2.1972131481561714,20,0.004671863052285203,0.00049165154546798,0.0,0.0004783282247464942,-25.3246333628136,1.2537357030223143e-08,-1.1233563158044482e-05,0.0,5.665667706246812e-07,0.0,0.000494560276789661,-1.1221025801298475e-05,0.0002683015123131727,378
3324.25,0.002861856136853079,151200,2.197216936681006,21,0.00342186402174573,0.0004305368388119701,0.0,0.0003782786249327714,-46.43278243724316,2.091192628641794e-08,-1.1670776297222775e-05,0.0,2.8225392400603963e-07,0.0,0.0004429207042290178,-1.1649864355502548e-05,0.0001909330997691899,375
3324.25,0.002836513489266999,158400,2.197217332266626,22,0.003466968081015188,0.0003914441997220767,0.0,0.00038471668817172556,-22.71999189765365,2.0074712154604682e-08,-1.004667154973951e-05,0.0,3.032451561486371e-07,0.0,0.00039981390841252283,-1.0026596837434902e-05,0.00016973281396190422,372
3324.1666666666665,0.002270428653791345,165600,2.1972203933444376,23,0.002504203467403161,0.0003460490876479675,0.0,0.0002733962872041991,-49.00048697502066,5.481829577743982e-09,-8.714829998199356e-06,0.0,1.6227659053545478e-07,0.0,0.0003522007849480825,-8.709348167848631e-06,0.00011370310886692103,369
3324.1666666666665,0.0025621608495731336,172800,2.197220774911068,24,0.0023528471987383595,0.00037793556368332623,0.0,0.0002552064217678211,-27.428745393488143,6.9438457157073364e-09,-8.263601435714616e-06,0.0,2.0769404373799432e-07,0.0,0.0003813118633346646,-8.256657583880347e-06,0.00011746305948039924,366
3324.1666666666665,0.0021514601668079876,180000,2.19722122651244,25,0.0024540400008010227,0.0003577105680870345,0.0,0.00022393695850623965,-93.65544784260173,2.9824303421972013e-09,-7.989526455099518e-06,0.0,1.65919047694868e-07,0.0,0.0003670404921412849,-7.98654402390467e-06,0.00012051267038828667,364
3324.1666666666665,0.0024522810118824487,187200,2.197220761728665,26,0.002827137373430545,0.0003262880021551003,0.0,0.0002815348551811194,-19.961032683357363,3.773758541637476e-09,-6.886746220692386e-06,0.0,1.5165352349799656e-07,0.0,0.00032454732037703724,-6.882972461364076e-06,0.00012584316285691585,363
3324.1666666666665,0.0020068870829440823,194400,2.197222270877273,27,0.0021120718245800246,0.0003148358050511599,0.0,0.0002044443873649196,-79.03524080077493,1.1704389161574606e-09,-6.162174080173002e-06,0.0,1.2760156892387342e-07,0.0,0.00031773364763741115,-6.1610036413357934e-06,9.048823043647604e-05,361
3324.2166666666667,0.002106696466373236,201600,2.1972213029735306,28,0.00241971420743284,0.00030962300060699435,0.0,0.00025041349703606194,-111.8462484979882,9.55986460364026e-10,-5.464484728313875e-06,0.0,1.2796820320705354e-07,0.0,0.000313185003309935,-5.4635287402429485e-06,9.642143903912888e-05,360
3324.2166666666667,0.00339931139695652,208800,2.197222648530754,29,0.0019852618036276877,0.0003005733330708988,0.0,0.0001710974723385193,-112.12771733202916,3.0221405990084167e-09,-6.1449666533365775e-06,0.0,2.2480458851636523e-07,0.0,0.0003052727897594266,-6.141944515245194e-06,0.00011164847867616015,359
3324.2166666666667,0.002486322176704581,216000,2.1972225301732453,30,0.0018972817258677594,0.00032127187934256944,0.0,0.00017810810436828803,-72.3420533277938,1.7101262886680925e-11,-7.460966386279597e-06,0.0,1.3234160591404496e-07,0.0,0.00032304698783264024,-7.460949287201747e-06,8.626281189872251e-05,358
3324.2166666666667,0.0017755788030189294,223200,2.197222898271349,31,0.0020113493161449105,0.00028084106605439003,0.0,0.0001782729493888404,-365.16362905591257,-5.58291143685589e-10,-6.538922692336141e-06,0.0,1.0091983484568466e-07,0.0,0.0002828139402013871,-6.539480982627175e-06,9.38476373862581e-05,358
3324.2166666666667,0.0020573075651624684,230400,2.1972228930845077,32,0.0019398211050976409,0.0002789271735523399,0.0,0.00018328390296044642,-92.28288460001515,-8.617542007618204e-13,-6.119521453446475e-06,0.0,8.087238731600688e-08,0.0,0.00027728897308673407,-6.119522316023493e-06,7.139386197383e-05,357
