#{"t_start": 1544021275.1256857, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,111.696429
2.0,225,128.891051
3.0,252,162.809092
5.0,372,190.457979
1.0,178,204.214309
1.0,157,215.319937
0.0,127,222.580118
3.0,271,242.596642
0.0,129,251.625607
3.0,278,271.299577
5.0,345,294.952459
2.0,224,310.298104
0.0,125,317.746279
4.0,289,340.919511
0.0,127,362.038215
0.0,129,369.228046
0.0,125,377.690014
0.0,127,386.102528
0.0,129,394.046983
4.0,299,417.688661
0.0,127,426.491293
2.0,184,441.042342
1.0,157,451.7002
0.0,125,459.338655
1.0,173,470.886759
0.0,127,479.01663
1.0,174,492.711235
0.0,125,499.8703
0.0,125,507.59795
1.0,171,528.770509
2.0,207,544.893168
0.0,127,553.115815
0.0,127,561.382941
0.0,129,569.738158
0.0,129,579.087095
0.0,129,586.207407
3.0,229,600.43537
0.0,129,607.5761
1.0,176,620.75075
1.0,176,633.092774
0.0,127,639.641371
2.0,202,652.093506
0.0,125,660.594257
0.0,125,668.118665
2.0,202,681.043004
5.0,346,704.425822
1.0,173,716.79459
4.0,299,741.50852
4.0,322,765.947311
0.0,129,774.73165
3.0,257,795.102647
0.0,129,806.40637
0.0,125,813.288115
3.0,248,829.610538
0.0,129,837.018005
0.0,125,845.437869
0.0,127,853.579865
0.0,125,860.572075
2.0,202,876.599403
0.0,125,885.656423
1.0,157,895.646783
0.0,129,903.405611
4.0,297,920.804441
0.0,129,930.490681
3.0,248,946.48112
0.0,127,954.350104
4.0,292,975.342379
0.0,127,982.827513
0.0,129,992.156439
0.0,129,1000.894492
0.0,129,1009.046616
0.0,129,1016.634001
0.0,129,1024.145081
0.0,129,1031.059689
3.0,230,1046.720834
0.0,129,1056.277596
0.0,129,1064.992091
9.0,404,1095.797006
1.0,154,1107.085828
0.0,129,1115.553011
0.0,125,1121.936381
0.0,127,1129.816104
3.0,248,1147.874523
2.0,202,1160.404809
2.0,200,1176.850344
9.0,404,1205.362823
5.0,350,1230.719761
2.0,202,1244.508615
0.0,129,1252.197462
0.0,125,1261.995163
9.0,404,1289.83743
5.0,329,1316.680931
0.0,129,1324.725362
0.0,125,1333.803303
2.0,200,1345.847449
6.0,380,1372.870981
0.0,129,1382.902417
0.0,127,1391.929512
0.0,129,1401.260437
0.0,127,1409.961504
9.0,404,1439.947799
1.0,173,1451.787712
0.0,127,1460.651756
0.0,129,1468.914024
1.0,157,1478.766298
0.0,129,1487.135682
0.0,127,1493.654373
2.0,198,1507.642684
2.0,200,1522.619324
0.0,127,1530.235979
5.0,350,1553.114615
1.0,175,1564.090467
0.0,127,1572.330691
0.0,127,1579.579217
2.0,202,1592.537902
0.0,127,1600.026985
6.0,400,1629.03626
4.0,299,1650.527304
0.0,127,1659.590093
3.0,228,1674.007748
0.0,125,1681.659252
10.0,453,1710.413002
10.0,433,1742.979476
0.0,129,1751.634689
6.0,397,1780.558086
4.0,297,1804.277699
0.0,127,1814.065184
4.0,322,1836.868794
0.0,129,1846.130778
0.0,127,1856.211995
0.0,127,1868.183519
3.0,248,1887.193885
0.0,129,1893.975111
4.0,299,1917.401841
2.0,224,1935.075982
2.0,202,1947.24465
0.0,129,1954.96663
0.0,127,1963.216088
4.0,279,1985.403309
4.0,297,2005.027469
1.0,173,2014.573209
4.0,299,2033.142917
1.0,153,2042.8046
2.0,202,2057.082308
2.0,202,2070.390609
3.0,271,2087.174235
6.0,380,2111.753654
0.0,129,2119.043343
0.0,129,2125.32238
2.0,201,2138.223961
0.0,127,2145.542783
2.0,202,2160.30312
2.0,224,2177.129937
3.0,246,2193.930428
4.0,261,2212.32398
0.0,127,2220.020699
12.0,508,2259.071186
1.0,175,2271.282916
1.0,157,2281.818635
5.0,329,2306.430657
2.0,221,2323.277308
0.0,129,2333.123921
13.0,459,2366.143494
4.0,297,2386.709484
6.0,380,2411.681024
11.0,481,2448.894034
1.0,173,2458.642762
8.0,373,2483.466692
6.0,421,2514.505581
4.0,319,2539.989706
6.0,380,2565.366357
0.0,125,2572.478464
5.0,350,2597.616385
9.0,404,2621.527967
0.0,125,2630.271398
1.0,173,2640.987951
5.0,326,2667.294924
1.0,173,2679.333236
4.0,262,2697.389298
1.0,157,2706.492511
5.0,350,2728.065482
1.0,157,2739.079993
1.0,153,2748.847936
3.0,230,2764.585675
2.0,209,2778.91509
9.0,401,2807.857412
1.0,155,2817.645951
1.0,174,2829.892361
1.0,174,2840.293258
0.0,125,2848.115593
0.0,129,2857.957979
5.0,350,2881.804855
0.0,127,2889.243603
0.0,129,2897.293019
11.0,477,2936.334501
0.0,129,2948.091323
9.0,404,2978.509883
3.0,230,2993.584737
0.0,129,3002.919747
4.0,320,3025.002134
2.0,225,3040.303429
6.0,362,3069.059519
5.0,328,3097.144909
0.0,125,3106.782879
2.0,185,3119.985312
2.0,185,3132.05602
1.0,152,3140.565647
0.0,127,3150.424591
1.0,176,3164.662297
0.0,125,3174.219316
7.0,450,3206.848943
1.0,175,3217.928973
4.0,297,3239.526803
0.0,125,3247.792732
10.0,432,3280.676553
15.0,521,3316.397452
0.0,127,3324.867058
9.0,504,3360.858572
6.0,378,3388.1806
0.0,127,3396.266737
5.0,338,3422.537228
4.0,279,3444.495641
2.0,187,3457.628635
1.0,155,3467.404134
1.0,155,3477.515574
4.0,297,3497.896135
13.0,564,3543.459471
6.0,380,3573.175404
1.0,157,3582.846563
3.0,249,3600.732869
3.0,273,3621.11368
2.0,202,3637.19681
9.0,404,3667.823137
3.0,268,3688.495298
6.0,381,3714.672694
6.0,416,3751.919748
8.0,370,3776.110809
4.0,253,3793.942369
6.0,334,3825.378099
2.0,185,3840.535479
12.0,321,3862.661331
7.0,376,3889.289215
0.0,129,3900.501978
9.0,331,3924.745895
7.0,388,3959.858033
2.0,205,3971.014038
9.0,326,3998.833316
5.0,307,4018.800176
9.0,380,4046.984648
4.0,281,4074.77344
6.0,386,4104.444265
8.0,281,4123.815304
10.0,432,4154.21635
11.0,482,4189.023971
7.0,427,4221.155673
6.0,339,4247.943552
3.0,255,4270.513951
13.0,553,4311.686607
7.0,356,4341.172661
14.0,402,4369.175992
14.0,390,4394.065901
4.0,298,4416.044991
9.0,327,4438.618179
7.0,450,4465.245141
6.0,359,4490.661846
11.0,400,4516.694821
5.0,311,4540.056143
6.0,325,4562.326024
8.0,436,4590.548571
5.0,308,4609.554796
10.0,456,4640.98785
15.0,502,4678.401362
3.0,211,4697.898694
12.0,582,4738.580548
10.0,520,4772.469016
19.0,510,4810.679749
11.0,421,4848.807236
13.0,480,4880.56613
10.0,375,4903.199304
9.0,491,4936.692577
9.0,404,4965.906132
9.0,453,5001.540997
3.0,254,5017.291021
16.0,555,5059.498871
11.0,478,5094.023973
18.0,696,5145.530739
7.0,450,5177.611029
5.0,309,5197.242643
19.0,677,5241.526427
7.0,393,5268.645244
14.0,590,5314.378688
4.0,275,5330.832951
13.0,636,5373.615458
11.0,393,5399.598716
6.0,372,5428.287633
17.0,476,5458.948062
10.0,429,5490.894582
17.0,717,5542.173239
25.0,654,5587.156831
8.0,394,5612.012508
18.0,438,5638.635348
19.0,691,5690.454352
8.0,456,5717.841592
8.0,453,5749.45559
12.0,431,5780.767898
2.0,205,5796.358613
18.0,514,5829.160787
9.0,487,5864.215876
16.0,534,5899.775435
14.0,583,5941.14953
19.0,569,5982.429148
17.0,478,6011.392149
26.0,391,6039.508449
19.0,620,6079.176009
20.0,718,6133.837584
18.0,744,6186.55044
14.0,517,6220.489083
15.0,555,6262.073211
10.0,477,6293.980892
12.0,529,6329.35557
19.0,736,6381.242153
17.0,741,6439.251271
15.0,526,6476.326645
23.0,703,6524.055919
9.0,490,6558.033108
13.0,449,6587.35077
10.0,375,6611.182197
18.0,623,6653.125354
26.0,808,6712.742173
21.0,629,6761.150218
26.0,708,6813.281177
4.0,281,6828.978851
26.0,697,6879.246382
37.0,969,6952.082254
23.0,701,6998.705791
29.0,803,7054.567459
27.0,664,7097.284682
14.0,560,7133.62694
16.0,656,7176.06904
31.0,900,7241.850458
16.0,663,7288.048773
30.0,852,7347.753897
18.0,711,7389.210591
27.0,710,7438.776346
26.0,772,7500.473081
20.0,870,7559.370051
24.0,858,7622.768365
17.0,606,7666.148992
12.0,601,7704.894003
26.0,604,7743.128209
36.0,984,7813.442495
26.0,979,7879.017967
24.0,815,7934.367263
12.0,532,7969.907196
13.0,589,8006.046915
37.0,1097,8076.672709
26.0,443,8107.28245
30.0,876,8167.822098
19.0,563,8207.945058
35.0,1008,8277.476152
28.0,776,8328.981541
28.0,804,8383.391681
24.0,505,8415.155639
19.0,736,8466.593492
16.0,583,8510.305986
26.0,664,8555.081724
26.0,671,8602.744343
44.0,1097,8672.670493
28.0,780,8735.384915
16.0,603,8780.723871
28.0,798,8841.151239
34.0,861,8899.694602
27.0,813,8953.161824
23.0,691,9006.037793
25.0,888,9062.838031
36.0,1082,9140.119875
34.0,1113,9216.486704
15.0,510,9250.762648
17.0,719,9298.452588
55.0,1165,9380.164216
26.0,831,9440.926878
27.0,769,9498.182701
10.0,343,9527.325965
43.0,1056,9602.455774
46.0,1179,9677.707315
5.0,328,9698.027107
0.0,127,9705.364679
3.0,268,9722.44311
9.0,402,9753.63362
4.0,301,9779.181762
1.0,155,9789.30365
1.0,177,9801.548091
0.0,127,9811.161036
4.0,282,9834.187137
2.0,202,9848.532759
0.0,129,9855.551022
1.0,175,9866.225246
0.0,127,9874.501704
0.0,123,9884.239767
3.0,237,9899.660985
1.0,155,9909.965455
1.0,175,9920.440603
0.0,129,9928.178776
2.0,220,9940.89324
1.0,174,9949.992742
2.0,184,9960.664749
2.0,220,9975.893686
