#{"t_start": 1544021282.3902464, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,204,110.533628
1.0,174,124.524093
2.0,224,155.278022
1.0,155,165.931375
2.0,204,180.153481
1.0,157,191.700718
1.0,157,204.405607
1.0,155,213.76847
1.0,174,225.181153
5.0,348,251.872982
0.0,129,260.297896
1.0,159,274.025076
1.0,176,283.070129
0.0,127,289.948277
6.0,382,317.850982
3.0,270,340.755762
9.0,382,377.805225
0.0,127,385.312025
4.0,301,409.062655
5.0,352,437.055956
0.0,129,445.009686
1.0,173,456.608895
0.0,129,464.612261
1.0,176,476.805577
0.0,129,486.536063
1.0,171,497.291338
1.0,173,517.401792
4.0,313,541.864612
2.0,226,556.766879
0.0,129,565.373375
0.0,125,574.657561
1.0,171,585.309649
1.0,173,595.36911
2.0,224,610.079851
0.0,125,619.205148
0.0,125,626.993616
2.0,203,638.851464
1.0,178,650.934071
0.0,129,658.456995
0.0,129,665.69882
2.0,201,679.976724
0.0,129,687.700437
1.0,178,698.684656
0.0,129,708.399098
0.0,125,717.863918
1.0,177,731.488554
3.0,228,749.866149
2.0,200,763.492626
1.0,153,774.731766
0.0,125,784.144132
0.0,129,794.942703
0.0,127,803.739363
0.0,127,809.969537
8.0,477,843.679535
2.0,202,855.606959
3.0,248,875.48186
5.0,350,898.788116
2.0,198,909.396968
2.0,200,925.107458
0.0,129,932.374284
1.0,157,942.468585
0.0,129,950.674883
0.0,125,960.69226
0.0,127,967.743387
9.0,404,996.309327
9.0,402,1021.947613
0.0,129,1029.453464
0.0,129,1037.962149
0.0,129,1047.619104
0.0,125,1055.61517
5.0,350,1083.494091
0.0,129,1092.056333
5.0,350,1115.348307
0.0,129,1123.490585
9.0,404,1152.257862
4.0,297,1176.031449
5.0,350,1199.473722
5.0,350,1225.091134
0.0,129,1233.480793
0.0,129,1241.657583
0.0,127,1249.68049
9.0,404,1278.945247
1.0,157,1292.524396
9.0,404,1322.261624
5.0,328,1343.021816
9.0,404,1374.189516
2.0,200,1388.961051
0.0,125,1397.502225
0.0,129,1407.741273
7.0,448,1440.168215
0.0,127,1448.441345
4.0,319,1470.50185
0.0,127,1478.374652
4.0,297,1498.043672
5.0,350,1523.380386
5.0,350,1546.296802
0.0,127,1553.871103
0.0,129,1562.597768
0.0,127,1569.604502
5.0,350,1592.355674
0.0,129,1600.584079
0.0,125,1609.766872
0.0,127,1617.819427
0.0,127,1626.43958
0.0,129,1636.084924
0.0,129,1643.808164
0.0,127,1652.681549
4.0,297,1672.095706
2.0,224,1685.898412
2.0,202,1698.533335
5.0,350,1723.004616
5.0,350,1748.637105
0.0,129,1756.348327
0.0,129,1765.508728
0.0,129,1775.093907
5.0,373,1805.609258
2.0,202,1819.783741
0.0,129,1828.30939
5.0,332,1855.230717
9.0,404,1886.629843
0.0,125,1895.744781
2.0,188,1910.018865
10.0,432,1940.877172
0.0,129,1949.189385
11.0,485,1985.811104
5.0,352,2007.776515
4.0,296,2026.171418
2.0,200,2040.027372
2.0,202,2053.465888
5.0,349,2076.407266
4.0,277,2091.882059
0.0,127,2100.397612
6.0,384,2123.959686
0.0,125,2131.938613
0.0,129,2139.32685
1.0,177,2152.373554
2.0,202,2167.848938
3.0,228,2183.192254
3.0,250,2200.736288
6.0,397,2228.057552
0.0,127,2239.064659
0.0,127,2248.136921
0.0,129,2256.141666
3.0,233,2272.896634
3.0,235,2290.102257
1.0,178,2302.404521
1.0,155,2314.321037
5.0,348,2338.914311
0.0,129,2347.287204
0.0,129,2356.958794
0.0,129,2366.759276
9.0,485,2399.939449
2.0,206,2413.182229
5.0,369,2441.580219
5.0,352,2464.12731
2.0,203,2476.888634
0.0,127,2485.809136
0.0,129,2495.355533
5.0,348,2520.196919
0.0,129,2530.959051
0.0,127,2539.607002
5.0,350,2561.393364
1.0,157,2571.937948
4.0,270,2590.927607
0.0,129,2597.617305
1.0,157,2606.900642
0.0,125,2613.62596
2.0,202,2627.774831
0.0,129,2635.089008
0.0,127,2642.970341
0.0,125,2650.575108
10.0,450,2687.30017
0.0,127,2695.250351
0.0,125,2702.055535
1.0,173,2712.364696
0.0,129,2719.48246
0.0,127,2727.60729
3.0,279,2746.705327
2.0,205,2760.237794
0.0,129,2768.740282
2.0,183,2782.060691
8.0,354,2807.689556
5.0,348,2830.796747
0.0,127,2838.546168
4.0,321,2860.114388
1.0,157,2871.358296
1.0,157,2881.688712
5.0,350,2908.073129
2.0,200,2924.067084
2.0,188,2940.853485
4.0,297,2961.524483
9.0,404,2992.211083
4.0,267,3010.993357
2.0,227,3025.278745
1.0,177,3038.058302
3.0,231,3056.392438
1.0,155,3071.141771
0.0,129,3080.336483
5.0,291,3102.263868
1.0,155,3113.450099
4.0,266,3130.949203
3.0,228,3147.933856
2.0,206,3165.15868
1.0,152,3175.85842
10.0,433,3206.666797
2.0,205,3219.320579
1.0,157,3231.127281
9.0,324,3257.866159
4.0,297,3277.257975
0.0,127,3286.009203
3.0,251,3300.864528
0.0,125,3309.311594
4.0,276,3327.646786
6.0,396,3356.484086
2.0,224,3373.678712
6.0,378,3400.117948
9.0,403,3432.429125
2.0,184,3444.983987
10.0,450,3476.687898
2.0,204,3490.582062
4.0,247,3508.695238
2.0,185,3522.282127
6.0,358,3553.611003
1.0,157,3563.883543
1.0,175,3575.041097
0.0,125,3582.878006
0.0,125,3591.695686
3.0,248,3610.2632
5.0,350,3636.97204
6.0,382,3667.699372
5.0,315,3692.001724
8.0,423,3716.035823
1.0,153,3737.401046
1.0,155,3748.086825
7.0,362,3771.59872
10.0,357,3797.826307
11.0,479,3841.125204
4.0,324,3862.961682
3.0,275,3883.36421
6.0,402,3915.882709
10.0,431,3953.672939
11.0,482,3990.414585
2.0,204,4002.998197
4.0,284,4021.222984
8.0,372,4058.67963
11.0,271,4078.444207
12.0,320,4102.223888
4.0,245,4118.924967
6.0,343,4141.945355
7.0,248,4159.389207
8.0,420,4191.1219
2.0,206,4204.985365
7.0,409,4237.538881
8.0,457,4274.486755
9.0,475,4311.582873
14.0,562,4353.658949
4.0,276,4372.854802
5.0,372,4398.340623
8.0,279,4418.843053
9.0,404,4442.729257
11.0,464,4473.324102
6.0,394,4501.680116
7.0,431,4531.949232
8.0,387,4557.786259
9.0,404,4584.451471
12.0,456,4613.759788
3.0,252,4630.947925
14.0,592,4675.858846
3.0,231,4696.517109
8.0,295,4717.986793
7.0,440,4744.690005
19.0,721,4797.14831
11.0,539,4844.143664
7.0,390,4869.884339
15.0,657,4911.070396
6.0,343,4934.670353
14.0,631,4984.792057
18.0,651,5031.615589
9.0,315,5053.838422
14.0,618,5097.783809
5.0,309,5121.241153
4.0,278,5141.161462
17.0,620,5185.06813
9.0,456,5211.804523
15.0,603,5253.376536
8.0,452,5288.521693
9.0,437,5319.014209
14.0,420,5346.689463
9.0,488,5377.93887
8.0,402,5406.438781
11.0,440,5437.71384
12.0,462,5471.490684
9.0,496,5506.857957
12.0,302,5527.430481
5.0,293,5547.051043
8.0,496,5581.117422
12.0,458,5610.009153
11.0,503,5643.232894
8.0,419,5672.910319
9.0,348,5696.522465
23.0,881,5755.341744
15.0,592,5800.484817
7.0,411,5826.268972
11.0,579,5868.800705
14.0,579,5905.211817
19.0,640,5954.578451
16.0,704,5998.433988
10.0,497,6035.138459
17.0,437,6062.742371
20.0,725,6116.820884
29.0,686,6162.161578
11.0,582,6203.613901
13.0,578,6246.136129
17.0,635,6289.470524
22.0,704,6338.538225
12.0,585,6379.682032
19.0,700,6434.869301
32.0,776,6488.396566
9.0,488,6522.730366
14.0,650,6565.840886
12.0,569,6603.002848
5.0,328,6625.385791
12.0,575,6666.118448
26.0,582,6707.106927
14.0,531,6748.321485
32.0,873,6810.834241
25.0,710,6860.241484
10.0,379,6885.665631
10.0,556,6929.915956
14.0,503,6965.710468
28.0,773,7017.473469
18.0,677,7065.00446
14.0,597,7098.721164
21.0,741,7150.684874
30.0,783,7206.234008
25.0,730,7255.319131
32.0,959,7319.821103
22.0,825,7372.841085
7.0,406,7399.986515
15.0,620,7444.507169
15.0,581,7490.908299
23.0,484,7522.215186
32.0,768,7576.460022
20.0,635,7624.843385
10.0,491,7659.390799
15.0,523,7693.669411
14.0,583,7729.45193
23.0,699,7777.930661
23.0,640,7821.174436
22.0,841,7879.969634
23.0,814,7935.85947
23.0,469,7966.656273
12.0,545,7999.169294
19.0,460,8030.089739
29.0,882,8088.758957
22.0,591,8130.091194
49.0,1387,8223.78824
30.0,843,8281.98561
19.0,451,8313.87819
23.0,724,8360.159199
26.0,866,8418.11556
29.0,706,8467.792452
25.0,800,8524.462906
13.0,570,8565.753056
21.0,788,8616.504063
21.0,636,8656.913309
36.0,662,8709.915047
17.0,743,8767.296228
19.0,443,8798.661666
26.0,815,8860.266551
23.0,835,8917.14265
23.0,902,8978.857361
29.0,891,9041.742752
39.0,1062,9112.172307
30.0,1009,9183.033356
33.0,916,9245.569491
12.0,498,9280.295143
23.0,581,9319.346141
29.0,1036,9390.029132
28.0,611,9434.906107
34.0,1097,9521.614717
17.0,680,9567.999211
27.0,665,9614.343013
33.0,954,9674.596153
3.0,271,9691.685381
5.0,350,9713.706865
1.0,155,9726.233876
1.0,175,9737.474316
3.0,253,9757.831383
1.0,153,9770.715371
1.0,157,9781.212446
0.0,127,9790.759843
3.0,248,9809.141231
2.0,204,9825.965475
1.0,173,9836.774224
5.0,303,9857.071706
4.0,298,9878.832484
0.0,127,9886.54571
1.0,157,9897.974091
1.0,157,9907.155533
1.0,173,9917.547655
2.0,219,9930.582359
0.0,125,9936.805515
0.0,127,9943.377597
0.0,125,9950.378215
0.0,129,9958.348594
0.0,129,9966.46544
2.0,202,9981.414678
0.0,127,9989.31293
0.0,127,9996.303917
0.0,127,10004.646535
0.0,129,10012.541014
2.0,205,10025.758149
4.0,299,10045.42787
0.0,129,10051.994881
0.0,129,10061.293229
0.0,129,10071.221626
5.0,352,10095.843482
0.0,127,10104.058769
4.0,297,10127.542906
0.0,127,10136.183438
2.0,202,10151.939628
0.0,125,10161.439643
0.0,125,10168.23826
2.0,220,10184.553364
3.0,216,10197.297925
0.0,129,10206.340072
1.0,171,10218.051039
1.0,173,10231.415372
0.0,127,10241.391297
1.0,173,10251.176507
2.0,207,10263.057664
0.0,125,10269.456007
1.0,176,10280.967477
1.0,154,10291.990302
1.0,169,10304.566827
3.0,250,10319.922741
1.0,173,10330.998213
0.0,127,10340.288302
0.0,129,10347.622224
1.0,171,10358.812988
0.0,127,10367.188998
0.0,129,10376.201084
2.0,201,10387.005525
3.0,250,10405.652843
0.0,127,10414.670512
0.0,127,10423.288342
2.0,227,10436.885192
1.0,178,10449.999634
3.0,215,10463.691145
3.0,232,10479.138726
0.0,127,10487.142236
1.0,170,10497.157482
0.0,125,10505.908217
1.0,173,10517.88212
1.0,155,10528.849573
1.0,171,10539.827223
0.0,125,10548.422959
4.0,319,10570.756649
1.0,176,10582.854386
1.0,155,10592.384315
0.0,129,10599.961965
1.0,155,10610.831172
0.0,125,10620.5217
0.0,127,10629.929736
6.0,389,10658.345901
0.0,127,10666.414393
0.0,127,10674.553934
0.0,129,10682.634263
0.0,127,10691.906064
1.0,173,10702.876878
3.0,214,10714.99793
0.0,127,10723.489588
0.0,129,10731.425704
0.0,125,10737.890487
2.0,222,10754.647635
3.0,249,10770.561924
0.0,129,10779.387477
4.0,319,10799.899949
