epoch_idx,value_loss,grad_norm,P09:episode_rewards,policy_loss,explained_variance,advantage_norm,fps,frames,P01:episode_rewards,episode_length,PMM:episode_rewards,policy_entropy
1,0.0831519326801208,1.4068550183627726,2.3000000000000043,0.020716274705482648,-0.7088439977169037,1.5498416216298938,190,8000,0.0,165.23684210526315,0.8947368421052632,1.3681586134433745
2,0.014318508112737618,0.26351225234446785,3.0,-0.00036449144688958766,-0.07052469909191132,1.2721984288468957,169,16000,0.0,184.0,1.3908045977011494,1.3600719666481018
3,0.014701552353353691,0.2237715270109705,3.0,0.004693841049447656,-0.04009693264961243,1.2445941230282187,182,24000,0.0,182.88,1.39,1.3698188424110413
4,0.012461486670295016,0.18363847565055502,3.0,0.00044796782662160695,-0.014148132801055908,1.101542917639017,187,32000,0.0,175.59,1.19,1.380446629524231
5,0.015460107726376009,0.22325294968672973,3.0,0.002001525148516521,-0.008300502300262452,1.3286231310665608,193,40000,0.0,184.94,1.43,1.378660364151001
6,0.01103493453898409,0.19566231441054258,4.0,-0.000605157708778279,-0.07540937304496766,1.0529319185763597,193,48000,0.0,189.12,1.54,1.3778993058204652
7,0.015334994912809635,0.24874187088903052,4.0,0.005128935397951864,-0.03873023509979248,1.2945606802403926,190,56000,0.0,182.65,1.36,1.3787022614479065
8,0.014773563096641738,0.25148403436251326,4.0,-0.0015874980704393238,0.01916916012763977,1.3149792350828649,190,64000,0.0,182.64,1.42,1.3740467250347137
9,0.008693753173465666,0.18278361196644138,3.0,0.0003610024673980661,-0.054226268529891965,0.8930581090599299,193,72000,0.0,167.35,1.04,1.3784597027301788
10,0.011598176420593518,0.2104784927876973,2.0,0.0029701707632102626,0.028720346689224244,1.0909740620106458,195,80000,0.0,163.5,0.9,1.3764380061626433
11,0.01752114374743542,0.3498181385525706,4.0,-0.003504716421593912,0.06687491953372955,1.4281967683136463,192,88000,0.0,174.73,1.14,1.3773024713993072
12,0.013003969631390645,0.32316874322282657,3.1000000000000085,-0.001666049048944842,-0.032291231155395506,1.1668035884201526,194,96000,0.0,172.77,1.15,1.357782208919525
13,0.010405606960994192,0.26690460989206477,2.0,-0.001541582464487874,0.24615823924541474,1.1347063221037388,196,104000,0.0,168.39,1.09,1.3672850334644318
14,0.010702767245820723,0.34894031202469156,3.0,-0.0009459539731324184,0.48020077049732207,1.1661979213356972,199,112000,0.0,176.18,1.28,1.381665152311325
15,0.01312620437471196,0.3853041498299898,3.0,-0.0008839806111063808,0.6294981604814529,1.3230197805166244,200,120000,0.0,174.59,1.25,1.3805871510505676
16,0.012335542946239002,0.369044227718679,4.0,-0.00297815325553529,0.6257692468166351,1.2733431541919709,200,128000,0.0,183.68,1.42,1.3794535267353059
17,0.013630826027365402,0.3978363227620349,4.0,-0.0038652096127589175,0.6380782663822174,1.3198532807826995,200,136000,0.0,189.75,1.49,1.3748949301242828
18,0.012052568205399438,0.39465828683809306,4.1000000000000085,-0.0010142561263637617,0.6773224020004273,1.2568786652386188,200,144000,0.0,190.4,1.5,1.3658314216136933
19,0.01063119254889898,0.394987667131054,5.0,-0.0032062589621637016,0.8428243666887283,1.2301219218969346,201,152000,0.0,203.02,1.86,1.3433697044849395
20,0.010321895881788805,0.38323969291155086,5.1000000000000085,-0.0024076580529799685,0.8749295169115067,1.2024258062243462,202,160000,0.0,207.24,2.03,1.3557888436317445
21,0.009832265210570767,0.3412097490715081,7.0,-0.0031331098801456393,0.8881839162111282,1.1856204867362976,203,168000,0.0,219.42,2.45,1.3300730502605438
22,0.007844450096017681,0.2907120696387731,5.0,-0.0009291290189139545,0.9099414771795273,1.0182478022575379,204,176000,0.0,216.02,2.35,1.3428436839580535
23,0.009477711976214777,0.31930659066588113,5.0,-0.0025218451890395956,0.9057595884799957,1.1310724520683288,204,184000,0.0,219.76,2.41,1.3485564148426057
24,0.005901715628569945,0.2582794795145887,5.0,-0.0011119996482739224,0.9413803619146347,0.9057088607549667,206,192000,0.0,213.83,2.24,1.3464611971378326
25,0.0068032986589241775,0.2865194405006602,5.0,-0.003720693801296875,0.9483820140361786,0.9318663117289543,206,200000,0.0,202.33,1.99,1.3439818227291107
26,0.005917864774237387,0.23630798566376782,5.1000000000000085,-0.0023185184865724294,0.9356579732894897,0.8795158079266548,206,208000,0.0,191.87,1.77,1.351848989725113
27,0.006510854216176085,0.2753855812789398,5.0,-0.0022605086944531647,0.9199705928564071,0.8669097499549389,206,216000,0.0,185.83,1.52,1.353080530166626
28,0.00607154140539933,0.23869350502994302,5.0,-0.0018801375687326073,0.9367199164628982,0.8771903958916664,206,224000,0.0,193.5,1.65,1.3508238291740418
29,0.005643395114166196,0.2384314667910353,5.1000000000000085,-0.0015906270963023416,0.9452639454603196,0.8609006398916245,207,232000,0.0,201.94,1.95,1.329334067106247
30,0.006596337387163658,0.2290889772708039,5.1000000000000085,-0.0011801796939835186,0.9342109674215316,0.9082607528567315,207,240000,0.0,203.05,2.0,1.3453278148174286
31,0.006040248330391478,0.24219110780192168,7.1000000000000085,-0.0012222067988477648,0.927277604341507,0.866035811305046,207,248000,0.0,207.81,2.18,1.3404989385604857
32,0.004229327826469671,0.19009394590199535,6.1000000000000085,-0.0005890296684810892,0.962428891658783,0.7241047824919223,207,256000,0.0,198.67,1.94,1.3289736056327819
33,0.005825518825440667,0.22765919433652765,5.0,-0.002551219723172835,0.9481101268529892,0.8475218769907952,208,264000,0.0,195.45,1.82,1.3540007960796356
34,0.004780763303861022,0.19787828026625612,5.1000000000000085,-0.001549076120427344,0.9578676319122315,0.7773328591883183,207,272000,0.0,198.91,1.9,1.343945425748825
35,0.005401713678438682,0.20380393764483848,7.1000000000000085,-0.0007712322275619953,0.953475814461708,0.8227889347076416,207,280000,0.0,208.92,2.21,1.349004123210907
36,0.00518634151405422,0.19660682673363844,8.100000000000009,-0.0011219002658617683,0.949061912894249,0.8123447915911675,208,288000,0.0,215.66,2.37,1.3452495503425599
37,0.003232790532929357,0.1578396521969354,8.100000000000009,-0.0005581057613017038,0.9644495606422424,0.6239322564005851,208,296000,0.0,215.45,2.39,1.3323812627792357
38,0.003619681721174857,0.1835656983419584,6.0,-0.0005445838929153978,0.9662836587429047,0.6843441350758076,209,304000,0.0,208.68,2.12,1.3288766360282898
39,0.003391385492432164,0.14369266854667617,6.0,-0.001635817076667081,0.9683492851257324,0.6157753033936024,209,312000,0.0,209.96,2.16,1.3429844439029694
40,0.0037680032185744496,0.16712458695873056,6.0,-0.0007953334837293369,0.950220621228218,0.6633854109048843,209,320000,0.0,203.4,2.01,1.3459195649623872
41,0.003834157882956788,0.17253005262477103,5.0,-0.0012334822094999254,0.9644703561067581,0.678835674226284,209,328000,0.0,198.07,1.87,1.3257316112518311
42,0.004278367978986353,0.17046074578172862,5.0,-0.0009419075181358494,0.9637029725313186,0.7252819137275219,210,336000,0.0,204.84,2.04,1.332821522951126
43,0.004319518862757832,0.1662170708630297,6.1000000000000085,-5.1453105988912285e-05,0.957569996714592,0.703532534390688,210,344000,0.0,220.58,2.47,1.346910285949707
44,0.004528884216997539,0.17926788146051342,7.0,-0.0013081399579823482,0.9546979153156281,0.7330690582096576,210,352000,0.0,209.94,2.24,1.3479207944869995
45,0.0037249508791137487,0.16246523733126295,8.100000000000009,-0.0018945792654994876,0.9647202718257905,0.6679881398379802,210,360000,0.0,219.07,2.45,1.3274292039871216
46,0.005562940269446699,0.1965850962283351,6.0,-5.684385570930317e-05,0.9458789825439453,0.819866460710764,210,368000,0.0,216.21,2.31,1.3622069990634917
47,0.0069760209822561595,0.21081904151742636,9.0,-0.0005683465654146857,0.9222129368782044,0.9422969883680343,209,376000,0.0,225.03,2.63,1.3650406503677368
48,0.006063547973753885,0.20573685375753542,8.100000000000009,-2.314275217941031e-05,0.9341774916648865,0.8756094416975975,209,384000,0.0,211.71,2.31,1.3678277611732483
49,0.0066220180987147615,0.23371768765969222,9.0,-0.0029586527566425502,0.9330567240715026,0.8311549365520478,209,392000,0.0,214.76,2.42,1.356297345161438
50,0.004222895999264438,0.164298420519684,6.0,0.0004787151433993131,0.9575362938642502,0.726204109787941,209,400000,0.0,211.52,2.26,1.3649309182167053
51,0.008031428118702024,0.24177533634908852,5.0,-0.0015907398832496257,0.8939643478393555,1.0251468127965928,210,408000,0.0,207.49,2.01,1.3714943361282348
52,0.003096442291571293,0.15542311602801015,5.0,-0.0010868310039222706,0.9762214231491089,0.6318811263144016,210,416000,0.0,217.78,2.37,1.3496545505523683
53,0.005070379538810812,0.19182929440214413,5.0,0.0002746546365233371,0.9252452349662781,0.8091995233297348,211,424000,0.0,217.43,2.33,1.3663274335861206
54,0.007610237986082211,0.2334341828829991,6.1000000000000085,-0.0019126321781641308,0.9008604979515076,0.9944743356108665,211,432000,0.0,224.0,2.55,1.3698316848278045
55,0.009054834984708578,0.2574820211298297,6.0,0.0011728984140791,0.8424847674369812,1.0665567553043365,211,440000,0.0,210.99,2.19,1.3728828036785126
56,0.007790065767476335,0.23289315615128817,5.0,-0.0013925834675319493,0.8944870680570602,1.0269757369160653,211,448000,0.0,202.31,1.91,1.3694730448722838
57,0.005734193295356817,0.22290355297285863,5.0,-0.0014265873093972914,0.951346006989479,0.8637583625316619,211,456000,0.0,214.74,2.24,1.3521286404132844
58,0.014482202820945532,0.3960293467341503,6.0,-0.0024372661276720465,0.802424150109291,1.340874799489975,211,464000,0.0,216.23,2.34,1.340488310456276
59,0.008570548690040597,0.25797552190033696,6.1000000000000085,0.0005484552716370672,0.9146198147535324,1.0688150453567504,211,472000,0.0,220.97,2.45,1.3597612583637237
60,0.0089295770379249,0.28490445954338656,6.1000000000000085,-0.002707021695096046,0.9026279765367508,1.0989415100216866,211,480000,0.0,219.16,2.45,1.3472045600414275
61,0.009019002394052223,0.2794633400291094,9.0,0.00029365263289946595,0.9080073803663253,1.1185828146338463,211,488000,0.0,240.72,3.1,1.3579188907146453
62,0.009239011330646463,0.25172636840309903,9.0,-0.0008901687056641094,0.9173726934194565,1.101121063232422,211,496000,0.0,245.21,3.26,1.350811975002289
63,0.007386397533700802,0.23531727511566722,9.0,-0.0013317686444497667,0.9203983557224273,0.9868062573671341,212,504000,0.0,247.58,3.23,1.3470904278755187
64,0.0073884302494116125,0.23981504508121568,7.1000000000000085,-0.0005244696557201678,0.922972257733345,1.0159441822767257,212,512000,0.0,237.68,2.89,1.3396006202697754
65,0.007812772425240836,0.25568464396608515,5.1000000000000085,-0.001070518268388696,0.873891926407814,1.018730464577675,211,520000,0.0,232.97,2.67,1.3407484292984009
66,0.0041614711121656,0.181610131666403,6.1000000000000085,-0.0015702719827822874,0.964507919549942,0.7471146196126938,212,528000,0.0,242.28,2.87,1.3350574564933777
67,0.005447126993385609,0.2039023739689555,9.100000000000009,0.00018323032738408075,0.9507832902669907,0.8346803227066993,212,536000,0.0,259.03,3.5,1.340150327682495
68,0.008639532168745063,0.2521051363951335,10.0,-0.000212435509529314,0.8835350000858306,1.08200703561306,212,544000,0.0,254.82,3.48,1.353827838897705
69,0.007254034808429424,0.24793220412788816,9.100000000000009,-0.002165123956838215,0.9347999578714371,0.9828588138520717,212,552000,0.0,246.18,3.3,1.3548881030082702
70,0.004139890762162395,0.18512359557869804,5.1000000000000085,-0.0007239785882120486,0.9601331305503845,0.7290135151147843,213,560000,0.0,225.82,2.59,1.3517220032215118
71,0.008750946879736148,0.2819398628921642,6.0,-0.0029574486159253868,0.9012045669555664,1.087438090145588,213,568000,0.0,233.43,2.73,1.3565317130088805
72,0.009527336845640094,0.27284097878486097,7.0,0.0006586134283861611,0.8878554666042328,1.162248829305172,213,576000,0.0,232.56,2.71,1.3575542199611663
73,0.010847736607538537,0.30633291875479424,7.1000000000000085,-0.00239439939330623,0.8857030314207077,1.231063393652439,213,584000,0.0,237.65,2.98,1.346067566871643
74,0.011148585404735059,0.2986196719779579,8.100000000000009,-0.0011974429398833308,0.8701112109422684,1.239143814742565,213,592000,0.0,234.9,3.0,1.3431605780124665
75,0.00455847438541241,0.1728850660617959,9.0,-0.00033898698136908934,0.9542915791273117,0.7640965208411217,213,600000,0.0,233.45,2.99,1.3394924402236938
76,0.009467328247847035,0.28774756319464523,10.0,-0.0006514087090636167,0.9033473712205887,1.152498260140419,212,608000,0.0,239.52,3.15,1.350246934890747
77,0.008698134670266882,0.2756814062296032,10.0,-0.0027846447165939025,0.9200795423984528,1.0952686288952826,212,616000,0.0,249.62,3.33,1.3337891280651093
78,0.013220440688310192,0.32856097341761986,9.0,-0.0011448662850307302,0.8386463361978531,1.3760034772753715,212,624000,0.0,241.09,3.1,1.3243082940578461
79,0.016990684588672592,0.36257735036953775,7.0,-0.00581629329972202,0.7865236788988114,1.5097762727737427,212,632000,0.0,234.79,2.97,1.2997519767284393
80,0.009525880104629323,0.28983294256776104,7.0,-0.00183001909928862,0.8886881160736084,1.1779571443796157,212,640000,0.0,228.48,2.93,1.2968521952629088
