epoch_idx,value_loss,grad_norm,P09:episode_rewards,policy_loss,explained_variance,advantage_norm,fps,frames,P01:episode_rewards,episode_length,PMM:episode_rewards,policy_entropy
81,0.013334146628621965,0.39032665755724716,7.0,-0.001823899068403989,0.8563317060470581,1.4102597367763519,212,648000,0.0,228.46,3.0,1.2887616860866546
82,0.009420334558235481,0.28893980873584085,8.0,-0.0013038550053170183,0.9020615381002426,1.1684623396396636,212,656000,0.0,240.9,3.37,1.3114757072925567
83,0.008751622001873328,0.279775422859839,9.0,-0.001841594537399942,0.899179470539093,1.114970464706421,212,664000,0.0,248.02,3.46,1.3275276923179626
84,0.009431859622709452,0.28012552761495274,9.0,-0.0008073613396845758,0.9002016997337341,1.171661817729473,212,672000,0.0,247.62,3.42,1.3258658266067505
85,0.008221326997736469,0.2837524618717065,7.1000000000000085,-0.00175043200244545,0.9132184493541717,1.0938903307914734,212,680000,0.0,237.9,3.11,1.3191915190219878
86,0.00967754375305958,0.31210301639865656,8.100000000000009,-0.0031827777274884284,0.9065011668205262,1.1644722682237625,212,688000,0.0,248.44,3.41,1.3031886231899261
87,0.009743529768893495,0.2905988692040237,9.0,-0.0007166568870889023,0.8951305234432221,1.1765416389703751,212,696000,0.0,257.68,3.71,1.311524052619934
88,0.008285487686516718,0.2783595139613195,9.100000000000009,-0.0035034710430772976,0.9243870037794113,1.0841472628712654,212,704000,0.0,275.39,4.18,1.3121435177326202
89,0.011810455222148448,0.32779099926870664,10.0,-0.0025147547974484043,0.8590891164541244,1.3118367671966553,212,712000,0.0,283.11,4.44,1.3139072811603547
90,0.012005736799910665,0.3568579762905874,10.100000000000009,-0.0017318969777261372,0.8511409658193588,1.3330636197328567,212,720000,1.0,295.6,4.79,1.3216224348545074
91,0.014506625866051764,0.3758594531800719,10.100000000000009,-0.0031762070502736606,0.8550543755292892,1.4486190485954284,212,728000,1.0,295.29,4.86,1.3030028903484345
92,0.0118672972463537,0.3397590142306061,10.0,-0.003962621029932052,0.8913801389932633,1.2825076258182526,211,736000,1.0,288.97,4.73,1.3145297956466675
93,0.013059825426898897,0.36661549512059294,10.0,-0.005460753869265318,0.8371611738204956,1.366440830230713,211,744000,1.0,287.88,4.67,1.3103112241625785
94,0.00923518361756578,0.2945396895843123,9.100000000000009,0.0010515774725354276,0.9112883567810058,1.132325451672077,211,752000,1.0,269.72,4.05,1.3176034557819367
95,0.016699133194051682,0.4033112472629702,9.100000000000009,-0.003750671334346407,0.7923241132497787,1.577313831448555,211,760000,1.0,274.87,4.05,1.3027903378009795
96,0.017049885326996445,0.38718066465673934,8.100000000000009,-0.005890507398507907,0.7934649002552032,1.594186893105507,211,768000,1.9000000000000004,280.84,4.19,1.2880197596549987
97,0.020783371506258846,0.5258348525625981,9.0,0.0014810417778789997,0.8049157845973969,1.5736134654283525,211,776000,2.0,296.86,4.65,1.2592858365178108
98,0.01591356702381745,0.42784593382406216,8.0,-0.007102681207470596,0.8301597428321839,1.5377234131097794,211,784000,2.0,303.48,4.8,1.2636875200271607
99,0.012727851010859013,0.35640676094336643,11.0,-0.0009165764885256067,0.8523192501068115,1.3759598463773728,211,792000,2.0,311.1,5.45,1.2664266920089722
100,0.021203143959864973,0.5280500362943349,11.0,-0.005881676269636955,0.7630025565624237,1.7531607776880265,211,800000,2.0,315.0,5.82,1.213870239853859
101,0.01806149740703404,0.44115185892077513,11.0,-0.005868235520028975,0.7863397532701493,1.656116590499878,210,808000,2.0,326.28,6.44,1.2551970958709717
102,0.011881371205672621,0.3562219479238236,11.0,-0.002115731353405863,0.8754201000928878,1.3393064695596695,210,816000,3.0,334.42,6.76,1.2689496099948883
103,0.014317259015515447,0.4310959922456196,11.100000000000009,-0.0041763237721897896,0.8395540565252304,1.4754344844818115,210,824000,3.0,343.12,6.87,1.2365798634290694
104,0.013885527283418924,0.40972995381224725,12.0,-0.0007846809772308915,0.8397356992959977,1.4496337193250657,210,832000,2.0,338.06,6.84,1.2642251110076905
105,0.016039863261394203,0.41720697354638225,11.100000000000009,-0.003795929073530715,0.8298494154214859,1.521561478972435,210,840000,2.9000000000000004,335.76,6.88,1.2414446151256562
106,0.01443139789160341,0.38222445051526216,12.0,-0.0033484929273254237,0.8462629216909409,1.4659642881155015,210,848000,3.0,335.83,7.07,1.2431937193870544
107,0.01429299580398947,0.3847623349828352,12.0,-0.002649755096063018,0.8547307240962982,1.4734081107378005,210,856000,3.9000000000000004,335.68,7.07,1.2667126667499542
108,0.013505374717060476,0.39072335198942937,12.0,-0.0009723761367058614,0.8491472923755645,1.4116173887252808,210,864000,4.0,348.31,7.26,1.2578065037727355
109,0.01655512899160385,0.4099105748266995,12.0,-0.007088275084970519,0.8212066823244095,1.5803391069173813,210,872000,4.0,360.98,7.46,1.2517877471446992
110,0.01787179022561759,0.46570216796662195,13.0,-0.0036405079264659433,0.8228932946920395,1.6522709453105926,209,880000,4.0,369.09,7.51,1.2383763325214385
111,0.014109984682872891,0.39271535731731616,13.0,-0.0056178516347426925,0.8405261695384979,1.4556958293914795,209,888000,4.0,382.81,7.94,1.2160808300971986
112,0.019263687673956156,0.45435943755890795,13.0,-0.004023177994822618,0.791374888420105,1.689345383644104,209,896000,4.0,387.51,8.36,1.1750787961483002
113,0.016970462098252027,0.4322492448770693,14.0,-0.0063743826936115515,0.8144698452949524,1.5994672662019729,210,904000,4.0,382.91,8.41,1.1827013766765595
114,0.01689435914857313,0.4310965917861662,14.0,-0.0053826433228096,0.8241609412431717,1.5051180064678191,210,912000,4.0,385.13,8.33,1.2143325543403625
115,0.021638815137557686,0.4846400987012722,14.0,-0.005567168775596656,0.7203364652395249,1.7769970256090164,210,920000,4.0,397.1,8.61,1.2042478185892105
116,0.01986202728468925,0.5148178962872139,14.0,-0.006293853126571776,0.7919422668218613,1.7289414262771607,210,928000,4.0,400.03,8.58,1.2185714364051818
117,0.019258669004775585,0.47037433511873034,12.100000000000009,-0.006125268069445156,0.7674222713708878,1.7164658963680268,210,936000,4.0,400.05,8.33,1.2228878402709962
118,0.020469142524525523,0.534805644532311,12.0,-0.002261593572911806,0.7728115612268448,1.7413607543706895,210,944000,5.0,396.2,8.13,1.187772136926651
119,0.01964787910692394,0.4923566942855715,13.0,-0.003418035530485213,0.7836957734823227,1.7204732793569564,211,952000,4.9,405.88,8.59,1.2182512545585633
120,0.017629911981057376,0.4770222339640554,13.0,-0.004765617131488398,0.7984563213586807,1.630764456987381,211,960000,4.9,403.76,8.47,1.2295151352882385
121,0.02070327628403902,0.5078560153298894,13.0,-0.008256897586979903,0.7918737369775772,1.7633250296115874,210,968000,4.9,413.69,8.77,1.1904511785507201
122,0.01790824075695127,0.4532327564527213,14.0,-0.0033473602985031902,0.8147450006008148,1.6327456057071685,210,976000,4.9,417.88,9.23,1.202987722158432
123,0.018232538560405374,0.46057511850035404,14.100000000000009,-0.002389261013595387,0.7807311391830445,1.66622214615345,211,984000,4.9,429.67,9.46,1.2277846729755402
124,0.01998033744748682,0.46585181580797824,15.0,-0.007862938611069695,0.7769280588626861,1.7311827158927917,211,992000,5.0,435.58,9.75,1.2161898529529571
125,0.017066571535542606,0.43303880274899015,16.10000000000001,-0.005129425285267644,0.7947590512037277,1.601012499332428,211,1000000,5.9,448.11,10.39,1.1615124678611755
126,0.019810577970929444,0.48346891175198936,16.10000000000001,-0.002057108257431537,0.7629737079143524,1.7198030614852906,210,1008000,6.0,445.95,10.47,1.1653194868564605
127,0.019285770636051892,0.4894111840223145,16.0,-0.005315444605366792,0.7795077061653137,1.723627433180809,211,1016000,6.0,447.57,10.46,1.1630762553215026
128,0.01836400160100311,0.4546545979182987,15.0,-0.004707763317564968,0.7932302677631378,1.6577528697252273,211,1024000,6.0,451.48,10.41,1.2079077422618867
129,0.017232981477864086,0.45218173107135945,15.0,-0.005190256877394859,0.8187112164497375,1.6081815654039382,211,1032000,6.0,439.92,10.22,1.1991485679149627
130,0.018057383468840272,0.471211955585684,14.0,-0.0044945143137010745,0.8055398213863373,1.6199892252683639,211,1040000,5.0,429.4,9.75,1.2154943287372588
131,0.018858583346009254,0.4613285636479849,16.0,-0.0048010361829074095,0.7666905975341797,1.6770756137371063,211,1048000,5.0,440.06,10.21,1.2094933021068572
132,0.019670281521975995,0.5030158971543358,16.0,-0.007729162790346891,0.7652293837070465,1.7144945216178895,211,1056000,5.0,445.95,10.28,1.1916361892223357
133,0.018963008406572043,0.470836393178449,16.0,-0.0005962706259379047,0.7890363961458207,1.694180279970169,211,1064000,5.0,448.82,10.5,1.1903707206249237
134,0.018830174622125925,0.4764383348428465,16.0,-0.006334254088360467,0.7760265493392944,1.687164793610573,211,1072000,5.0,454.29,10.85,1.226256982088089
135,0.021755502950400116,0.502779739072221,16.0,-0.0027904563292395325,0.7767292642593384,1.7983640551567077,211,1080000,5.0,462.83,10.95,1.1968695187568665
136,0.018824762646108866,0.4860095680779694,16.0,-0.004184423800325021,0.7740926253795624,1.6902254742383958,211,1088000,6.0,477.69,11.38,1.209951983690262
137,0.02381802661344409,0.5266368793796236,16.0,-0.0083735898922896,0.7573197484016418,1.892403575181961,211,1096000,6.0,484.17,11.32,1.2054724144935607
138,0.019715228974819185,0.4902353310970233,16.0,-0.005233877392165596,0.7977488303184509,1.733289110660553,211,1104000,5.9,476.1,11.0,1.187057226896286
139,0.026130929067730905,0.6479854442907055,15.100000000000009,-0.01305282908026129,0.6349686843156814,1.9562496447563171,211,1112000,5.0,457.3,10.35,1.1130597861111164
140,0.02059139628428966,0.5158192129965413,15.0,-0.005409581265994347,0.7724566090106965,1.7665215122699738,212,1120000,5.0,464.04,10.58,1.1589173519611358
141,0.017271257280372085,0.44282678365336664,15.0,-0.004045060127973557,0.8211306798458099,1.6131440961360932,212,1128000,5.0,459.34,10.36,1.1927851271629333
142,0.018019768679514526,0.4415054809756529,14.0,-0.0009281075041508302,0.8076814770698547,1.6519311279058457,212,1136000,5.0,443.14,9.82,1.201350291967392
143,0.01891176321543753,0.4784017534443033,14.0,-0.005463626582641154,0.7924971288442612,1.7049444538354874,212,1144000,5.0,443.64,9.87,1.203639932870865
144,0.01891827695304528,0.4831200030022373,14.0,-0.004826919832266867,0.8152298033237457,1.6870362508296965,212,1152000,5.9,455.01,10.15,1.199524164199829
145,0.01900332324206829,0.5001170760675517,14.0,-0.0049543051514774564,0.8024390488862991,1.6839793783426285,212,1160000,6.0,468.68,10.54,1.1975920057296754
146,0.01840846394188702,0.46538559450421507,14.0,-0.0071364257053937764,0.8100090008974076,1.669321426153183,212,1168000,6.9,465.36,10.42,1.189955816268921
147,0.020498296641744674,0.484438409313658,14.0,-0.002918860479258001,0.7773351246118545,1.7614636272192001,212,1176000,7.0,474.36,10.7,1.179078598022461
148,0.01953664377797395,0.4606157937547991,16.10000000000001,-0.005508637972525321,0.7829351282119751,1.7187379145622252,212,1184000,7.0,484.49,11.08,1.1896372282505034
149,0.015995135297998786,0.46996290849907885,17.0,-0.003917696935677668,0.8161300772428512,1.5565293300151826,212,1192000,7.0,485.05,11.06,1.219142612218857
150,0.018263061991892756,0.4747759681461201,17.10000000000001,0.0013773569103796035,0.7760269099473953,1.6603327190876007,212,1200000,7.0,483.03,11.05,1.2326875936985016
151,0.020404302142560483,0.44825597391166494,18.0,-0.0073794299681321715,0.783471212387085,1.7606550323963166,212,1208000,6.9,490.77,11.32,1.2091041445732116
152,0.026915575289167465,0.6239053989050343,18.10000000000001,-0.005333122616866604,0.685613968372345,1.9978274840116501,212,1216000,6.9,498.95,11.7,1.1996322482824326
153,0.022639875258319078,0.5038294647251154,19.0,-0.008343856059509562,0.7412170028686523,1.8621560907363892,213,1224000,5.9,486.72,11.63,1.1726568341255188
154,0.02317436719313264,0.5458391104336556,19.0,-0.008608320724160876,0.7627762693166733,1.8691754627227783,213,1232000,5.0,488.53,11.5,1.177014365196228
155,0.02319665875285864,0.5574546875543398,19.0,-0.0025317562266718597,0.761388390660286,1.8677414345741272,213,1240000,6.0,497.57,12.33,1.1308098948001861
156,0.021899925442412496,0.5630122406184214,19.0,-0.001082452058326453,0.7491814029216767,1.8277064508199692,213,1248000,6.9,514.7,12.79,1.1964419066905976
157,0.022656841301359237,0.5294553412477492,19.10000000000001,-0.0022431526583386583,0.7454001832008362,1.854864500761032,213,1256000,6.9,516.21,12.94,1.1985378742218018
158,0.021584270419552923,0.5423739769663584,20.0,-0.005367422171402723,0.7479992777109146,1.8001395893096923,213,1264000,7.0,531.54,13.48,1.1558434772491455
159,0.02621784775517881,0.5766081831154949,21.0,-0.0057677572400280045,0.7006289279460907,1.9921121156215669,213,1272000,7.9,545.06,13.96,1.1200118267536163
160,0.025031464439816773,0.5806748157809914,21.0,-0.0016170163615606724,0.7256031113862992,1.9466737055778502,213,1280000,8.9,554.16,14.26,1.0514207541942597
161,0.022060710825026034,0.5474974287839588,21.10000000000001,-0.010787840242264791,0.7674008238315583,1.835282045006752,213,1288000,9.0,575.03,15.21,1.1331583994627
162,0.023168405862525106,0.5716244070900012,21.10000000000001,-0.005346455897088162,0.7191756701469422,1.8821314370632172,213,1296000,9.0,579.14,14.9,1.1006310707330704
163,0.025515307565219702,0.6561136797910396,22.0,-0.009217477473976032,0.7504082226753235,1.9793012189865111,213,1304000,9.0,583.33,15.19,1.1603085267543793
164,0.02287757652811706,0.5672136262166351,22.0,-0.005257228061309433,0.7341399878263474,1.8566311144828795,213,1312000,9.0,591.51,15.37,1.1460594004392624
165,0.020574467312544583,0.4870263455648685,22.0,-0.0031252970662899314,0.7503564929962159,1.7750899964570999,213,1320000,9.0,585.96,15.36,1.1570512449741364
166,0.022313420996069908,0.5428441185898862,20.0,-0.004676935182069428,0.7591822820901871,1.8423052644729614,213,1328000,8.0,571.28,14.58,1.1528791069984436
167,0.019802813502028584,0.5012057079764093,20.0,-0.003102076355353347,0.7852910321950912,1.7308907520771026,213,1336000,8.0,566.74,14.22,1.1931719291210174
168,0.02507353570777923,0.5681867351964107,20.0,-0.0022596763422188817,0.7424391156435013,1.9393267548084259,214,1344000,8.0,564.54,14.05,1.1585039210319519
169,0.025986513644456862,0.6268916419827061,19.10000000000001,-0.0066058994340710345,0.7254698252677918,1.9799796378612518,214,1352000,8.9,557.86,14.14,1.1943314373493195
170,0.02769657615572214,0.6300546515309677,20.0,-0.009330015935702249,0.7228462392091751,2.052263592481613,213,1360000,8.0,556.35,14.07,1.1900206696987152
171,0.02467847093939781,0.5963373986290254,21.0,-0.0038339913496747615,0.7340463960170746,1.9285552382469178,214,1368000,8.0,562.48,14.59,1.1685558533668519
172,0.027969547752290963,0.631038049169799,23.10000000000001,-0.013092696295352653,0.7126754903793335,2.050456517934799,214,1376000,7.9,567.62,14.91,1.139647211432457
173,0.02765459118410945,0.611816058143445,24.0,-0.008382660598726943,0.6873529809713363,2.024841002225876,214,1384000,8.9,566.58,15.2,1.1257089149951935
