rollout_prob_std,model_prob_std,policy_loss,avg_q_selected,PMM:episode_rewards,P09:episode_rewards,epoch_idx,P01:episode_rewards,policy_entropy,grad_norm,avg_q_retraced,episode_length,q_loss,frames,fps,policy_gradient_loss,explained_variance,policy_gradient_bias_correction,advantage_norm
0.24680765718221664,0.24680765767892202,0.0007428826942486921,-0.0077615604464275146,0.0,0.0,1,0.0,0.6776345680157344,0.1407880764253912,-0.006587920485374829,0,0.005589669742524468,7200,451,0.0007428826952794528,-5.2797220051288605,-4.92728290555299e-12,0.9221118477483591
0.30006848474343617,0.3000684857368469,0.0002546913925764708,0.07899496277483802,0.0,0.0,2,0.0,0.18899828045978212,0.04601204641684073,0.0794632916804403,0,0.0037059342826978535,14400,216,0.0002546913925764708,0.11859304507573445,-9.303200635959491e-14,1.1456033577521643
0.2312180668115616,0.23121806929508845,-0.0016976518316823785,-0.0013181731696628655,0.0,0.0,3,0.0,0.9388103245447079,0.052016142418643614,-0.002865426606028147,0,0.0018329856589843984,21600,266,-0.0016976518316823785,-2.5466003596782683,-7.25207315842539e-13,0.6539736350377401
0.1163862297932307,0.11638622879981994,0.0002636769727056768,-0.0062780379472921295,0.0,0.0,4,0.0,1.7684448738892873,0.015498811179675913,-0.0064010215690359475,0,0.00016056377050214601,28800,301,0.0002636769727056768,-5.349801039695739,1.2165465303973916e-14,0.1096496562163035
0.29929997473955156,0.29929997424284616,-0.0015141347846192902,0.01610477119878245,0.0,0.0,5,0.0,0.2077670985477501,0.032817637194888956,0.016077412391314282,0,0.0005118734781717649,36000,321,-0.0015141347846192902,-0.3508416136105855,-1.3672314397797855e-13,0.3354211670656999
0.30630699495474495,0.3063069919745127,0.00013737741006139003,0.049152435082942245,0.0,0.0,6,0.0,0.13251316050688425,0.014642926804608042,0.04880577217166623,3324.0,0.00045220030200046797,43200,335,0.00013737741006139003,0.011029678583145141,-2.412639809567274e-13,0.33502046366532645
0.31342854698499045,0.3134285479784012,7.009851014222098e-05,0.09038544493572166,0.0,0.0,7,0.0,0.02093100177452571,0.02411750889680655,0.09037172379903495,3324.0,0.0007595222641005724,50400,341,7.009851014222098e-05,0.44220194419225056,-1.1069117721051776e-16,0.38643380254507065
0.3022988458474477,0.3022988458474477,-2.3905449596574833e-05,-0.004927338915877044,0.0,0.0,8,0.0,0.17010198401443213,0.03868025992234495,-0.004762346274219453,3324.0,0.001692927815868946,57600,352,-2.3905449596574833e-05,-0.31065680185953776,4.574608053475871e-13,0.6660686008632183
0.2168939744432767,0.2168939744432767,-0.0008194477493968104,-0.0037388310437866798,0.0,0.0,9,0.0,1.042979504664739,0.02976201330700977,-0.004658374093317737,3324.0,0.0006001197021153833,64800,360,-0.0008194477493968104,-1.9316985428333282,-2.466885724828564e-13,0.3057470567524433
0.2501807784040769,0.25018078039089836,2.3434267929663596e-05,-0.00837573657821243,0.0,0.0,10,0.0,0.6788016244769096,0.009007654428135068,-0.008428868240055938,3324.0,6.215459801145092e-05,72000,368,2.3434267931558375e-05,-2.095282483100891,-7.101544808445508e-14,0.09959021334846814
0.18341592724124592,0.18341593071818352,7.030301958366181e-05,0.004844809856634432,0.0,0.0,11,0.0,1.2720345497131347,0.015142315706714938,0.004914565356011735,3324.0,9.961929993854332e-05,79200,374,7.030301958366181e-05,-2.4069116353988647,-1.2017365736549335e-15,0.12248427917559941
0.19972248002886772,0.19972248027722042,0.0002670771022773503,-0.0029136388225500316,0.0,0.0,12,0.0,1.2065977573394775,0.013538723664958863,-0.002881954503148639,3323.9166666666665,0.0001889220806939799,86400,379,0.0002670771022773503,-2.449925939242045,1.1423305516210697e-13,0.13855901956558228
0.25225898971160254,0.2522589882214864,9.514623671975641e-05,0.15203002494138976,0.0,0.0,13,0.0,0.5934206777795529,0.021934837895022614,0.15236442716947446,3323.9166666666665,0.0018135140310126493,93600,385,9.514623671975641e-05,-0.844814290603002,1.984342112651743e-15,0.6086999227603277
0.24880760138233501,0.24880760001639526,-0.004098293374857202,-0.01644667883568521,0.0,0.0,14,0.0,0.5801171692088246,0.050868726727913455,-0.018420333607355132,3323.9166666666665,0.0026737606785900425,100800,389,-0.004098293374857202,-1.9382085780302682,-6.6460868783726325e-15,0.8871319084738691
0.2771427755554517,0.27714277505874635,-0.00038474561011743366,0.00017729566146347983,0.0,0.0,15,0.0,0.4701494994883736,0.038964790897180177,1.0808603838086128e-05,3323.9166666666665,0.0016064458999911343,108000,392,-0.00038474561011743366,-0.6980413734912873,-2.5049238608602066e-13,0.6080528351167838
0.3133814295132955,0.31338143050670625,-2.075676442153974e-05,-0.00462557006442997,0.0,0.0,16,0.0,0.02010733960366148,0.004016711618717541,-0.004568847659781264,3323.9166666666665,0.0001856542957284546,115200,396,-2.075676442153974e-05,0.29206405878067015,-1.8592335075749266e-15,0.1725585028529167
0.29725121990674075,0.30699676253729397,2.330016176238637e-05,0.011316277306436353,0.0,0.0,17,0.0,0.11390564248664305,0.0145807382608348,0.01143072240782203,3324.0833333333335,0.0008027739386802245,122400,395,-1.6123434793750372e-05,0.02029556916819676,3.942359675234927e-05,0.41294557354723416
0.26175358063881354,0.24000394633305921,-0.0010833697826254595,0.06740259387893723,0.0,0.0,18,0.0,0.7393117021526285,4.802055506750944,0.015350125739055257,3324.0833333333335,0.3359769819663316,129600,388,-0.00022782770539265336,-38.51497388475944,-0.0008555420977752933,0.4898506087627972
0.277684643782833,0.28602943340503667,-0.0007490682607674215,0.04846254604337639,0.0,0.0,19,0.0,0.3310528960540958,0.09159414901340644,0.04734926722426534,3324.0833333333335,0.0023034427004633823,136800,383,-5.595674294463111e-05,-1.1329684830886664,-0.0006931115161724656,0.5918201292925095
0.28060158443119787,0.3024515461968997,-9.091644855790571e-05,-0.01642346116979694,0.0,0.0,20,0.0,0.19853024128292288,0.012802368839737616,-0.01682829882362432,3324.0833333333335,0.0008505884978362992,144000,380,1.7799554240001377e-05,0.2535582294681716,-0.00010871600083349173,0.3729254119108535
0.28043294230860377,0.30747518963402226,-5.975057141786093e-05,-0.02420299113403806,0.0,0.0,21,0.0,0.1252142082905722,0.017237969591296667,-0.023984498604060343,3324.0833333333335,0.0010308759073290443,151200,377,2.3334494086555942e-06,-0.5313635582275807,-6.208402111541059e-05,0.4309483640024157
0.2798891540662085,0.3036791388043966,2.594932814137609e-05,-0.0227141325776687,0.0,0.0,22,0.0,0.1823828327419266,0.011019152067528726,-0.022415530151840325,3324.0833333333335,0.0008835675456412497,158400,373,4.4087710861489965e-05,-0.20894397759484867,-1.813838285171678e-05,0.3700231274293006
0.28173736167490165,0.3048554808705572,-5.3388486401566835e-05,-0.013200795400190774,0.0,0.0,23,0.0,0.1637775970731305,0.013774237162687426,-0.013065396603464797,3324.3125,0.0008599483345571984,165600,369,1.80578147717956e-05,-0.497696457707062,-7.144630175610882e-05,0.36246284050477673
0.2813047589280854,0.3087445125488378,-4.791609236410112e-05,-0.00467866459093996,0.0,0.0,24,0.0,0.10592940145709291,0.014296904239424212,-0.0047154355422851894,3324.3125,0.0009844186798179382,172800,366,-1.2490073548635324e-05,-0.7654034984939628,-3.542601881733285e-05,0.38965277190970643
0.28142750287339796,0.30722156237751724,2.3319364906044595e-05,-0.010327649305642506,0.0,0.0,25,0.0,0.12980977971195465,0.010962547336349196,-0.010332206182250206,3324.3125,0.0009054612361147754,180000,362,1.4707385878148037e-05,-0.5451756582373666,8.611978328662561e-06,0.38805873065676905
0.28590604048557383,0.31109268354518077,-0.00014653165675930252,-0.010905215909027632,0.0,0.0,26,0.0,0.06286666599220582,0.019210257314757,-0.010511368618028146,3324.3125,0.0006854186909720644,187200,359,-0.0001409015566981712,-1.683053244953906,-5.630097582147795e-06,0.2986568959687575
0.28576756184418045,0.31180655034051996,-8.950396563529431e-06,-0.0025755057344241045,0.0,0.0,27,0.0,0.05320487770158306,0.009759737112636002,-0.002754237790270641,3324.3125,0.0006973056212375231,194400,356,-4.4767353337593566e-06,-1.9062797123737751,-4.473661425450467e-06,0.3068151758628357
0.2884444946535523,0.31227458375313927,-0.00016228429303862096,-0.004580832643436629,0.0,0.0,28,0.0,0.04334218463490879,0.009401291184724209,-0.00460531481864719,3324.4166666666665,0.0006397488165965624,201600,354,-0.00016118700130082598,-2.2289367499711026,-1.0972902132484992e-06,0.2863400229818321
0.2870924056166565,0.31339418352994136,1.1658544528977248e-05,-0.007779699386145672,0.0,0.0,29,0.0,0.02216341238285443,0.010868252081437114,-0.007777748484525744,3324.4166666666665,0.000746408848119094,208800,352,4.110553201054e-06,-2.130182506864162,7.547991259564346e-06,0.2967304004819222
