advantage_norm,explained_variance,approx_kl_divergence,frames,P01:episode_rewards,episode_length,epoch_idx,PMM:episode_rewards,fps,P09:episode_rewards,policy_loss,value_loss,clip_fraction,policy_entropy,grad_norm
15.968719136714935,0.791247046738863,0.0021051339603220974,296960,200.0,416.65,29,411.25,236,677.5000000000002,-0.009168548148227273,0.1508494220674038,0.1317138671875,1.724625477194786,2.0663270661899777
15.968719154596329,0.7879689130932093,0.0021438242838942583,307200,200.0,413.57,30,388.5,236,650.0,-0.00952205720677739,0.1388241307809949,0.1345458984375,1.7209290258586407,1.9363804906102071
15.968719136714935,0.7698784057050944,0.0019932333399540632,317440,175.0,418.47,31,394.75,236,652.5000000000002,-0.008634143988456345,0.1714291533920914,0.121044921875,1.725912719219923,2.0175703224280896
15.968719160556793,0.8308132089674473,0.0020177736520511956,327680,197.5,430.35,32,407.0,237,675.0,-0.009250373454051442,0.13884717621840537,0.1266845703125,1.7097570769488812,1.9311848276036159
15.968719190359115,0.8261686515063047,0.0019421573162620002,337920,175.0,433.19,33,421.75,237,700.0,-0.00929987480994896,0.14712791005149484,0.1208251953125,1.7170712769031524,1.9423083937288284
15.968719202280045,0.8301953043788671,0.002389771833873375,348160,175.0,433.06,34,442.75,237,705.0000000000005,-0.009941003057610942,0.14694644608534874,0.14990234375,1.6834490716457366,2.0663300405302523
15.968719345331191,0.8323245070874691,0.002265093606615917,358400,222.5,429.68,35,444.0,237,705.0000000000005,-0.011266183152110898,0.13732900579925628,0.141259765625,1.6966448105871677,1.7688960441307873
15.968719398975372,0.8183501403778791,0.002272698668548706,368640,225.0,418.45,36,427.5,237,677.5000000000002,-0.009440281007846352,0.16594956968910993,0.1441650390625,1.67871268466115,2.1356192698884637
15.968719184398651,0.778649814426899,0.002077349074261574,378880,200.0,407.52,37,401.75,238,675.0,-0.008557950073009125,0.2100263406522572,0.12626953125,1.702031996101141,2.1627557375590056
15.968719226121902,0.831810326129198,0.0016996536560784908,389120,200.0,406.87,38,393.0,238,652.5000000000002,-0.008957061181718018,0.15787752186879517,0.0986328125,1.7113396860659122,1.8996271763341617
15.968719106912612,0.858381363376975,0.0022989705184389203,399360,197.5,407.54,39,404.5,238,700.0,-0.009867846366978484,0.1443991933017969,0.1477783203125,1.6921516686677933,1.8785402252206396
15.968719255924224,0.8906652316451072,0.0025711379363091216,409600,197.5,409.41,40,421.5,238,700.0,-0.010118613617669326,0.15185387833043934,0.162255859375,1.6632319219410419,2.08380294928083
15.968719226121902,0.81607317738235,0.002531194232961181,419840,225.0,415.4,41,435.75,238,700.0,-0.009957463406681199,0.18776404364034532,0.158447265625,1.6698017098009585,2.1950204283575614
15.968719184398651,0.8207585513591766,0.002204732935706763,430080,200.0,421.89,42,450.25,238,702.5000000000002,-0.009630073412699858,0.20752932890318335,0.1312744140625,1.705283559858799,2.116066149444643
15.968719220161438,0.8395013492554426,0.0021366906992628097,440320,222.5,428.73,43,453.5,239,700.0,-0.010859992747282377,0.14358748756349088,0.1328125,1.7102064155042171,1.6590499036661224
15.968719333410263,0.8294930007308722,0.0021920744463048516,450560,222.5,436.46,44,461.25,239,725.0,-0.010360623411543202,0.14325157664716243,0.1331298828125,1.6953792884945869,1.668017092719213
15.968719315528869,0.8754849091172219,0.002346170810097005,460800,225.0,441.38,45,485.25,239,725.0,-0.012026268476438418,0.08579653108026833,0.1443359375,1.6991627864539622,1.5181811152728963
15.968719112873078,0.8994488332420587,0.002340275365407067,471040,275.0,450.59,46,500.5,239,725.0,-0.010912033585191239,0.11398006370291114,0.1372802734375,1.6855983331799507,1.5231648258964579
15.968719226121902,0.9148364894092083,0.002225255059261435,481280,300.0,453.29,47,504.5,239,725.0,-0.010627284396832692,0.11653663313481957,0.1335693359375,1.6947784520685674,1.6454472568592227
15.96871908903122,0.8987372580915689,0.00219358563733778,491520,300.0,462.91,48,526.0,239,750.0,-0.009782756460663223,0.1386299251113087,0.1311767578125,1.6680005937814713,1.8964212215148073
15.968719321489335,0.898274964466691,0.002125737223537128,501760,300.0,463.64,49,530.5,239,750.0,-0.01051192147169786,0.11183466378133744,0.113818359375,1.6822600103914738,1.6960375630622395
15.968719220161438,0.8839141704142094,0.0022552741973416177,512000,300.0,465.48,50,526.0,239,750.0,-0.011236526051652618,0.10213054057676345,0.1274169921875,1.686790681630373,1.5835114371215901
15.968719345331191,0.8753778718411922,0.002258044341784029,522240,300.0,460.87,51,533.5,239,750.0,-0.010576667816894769,0.1354403346311301,0.1380859375,1.6914668023586272,1.746352412978584
15.968719345331191,0.928482873365283,0.0021230964402551124,532480,325.0,467.82,52,572.5,239,752.5000000000002,-0.01077564962906763,0.1037136587779969,0.1234619140625,1.6885139055550098,1.7369096970103766
15.968719375133514,0.8486027039587498,0.002068006377203605,542720,322.5,467.38,53,616.5,239,750.0,-0.008949757604568731,0.24781928665470332,0.1254638671875,1.6963901929557323,1.9011599540472122
15.968719238042832,0.8865694012492895,0.0022483119907977323,552960,322.5,462.01,54,620.5,239,775.0,-0.010515170148937613,0.14290422326885163,0.133056640625,1.685145378112793,1.8556875219231224
15.968719446659088,0.9081324566155672,0.002185812844811871,563200,322.5,466.45,55,643.25,239,775.0,-0.010577420827758033,0.12677691571880131,0.137353515625,1.6925118908286094,1.7331730291804726
15.96871919631958,0.9066968403756619,0.00203917678788939,573440,325.0,468.25,56,643.25,239,800.0,-0.01086837572074728,0.13638955489732324,0.125732421875,1.6936699531972408,1.8293966019254815
15.968719363212585,0.9088638879358768,0.00250690219520523,583680,325.0,470.16,57,637.5,239,807.5000000000007,-0.011548422029591165,0.10043494731653482,0.160888671875,1.6748824670910836,1.6979198999688723
15.968719285726547,0.8418824095278978,0.0020414359800727754,593920,322.5,463.25,58,581.25,239,807.5000000000007,-0.009015688553790823,0.2016034356318414,0.116455078125,1.6904213272035122,2.18331641682691
15.968719124794006,0.880424278602004,0.0019683655037058814,604160,300.0,451.73,59,534.25,239,800.0,-0.009280048691653064,0.1305027863709256,0.1207763671875,1.69835087582469,1.8385426299132779
15.96871920824051,0.8361299213021993,0.002027720704109276,614400,275.0,451.7,60,559.0,239,775.0,-0.009510374690944446,0.234296063054353,0.126953125,1.7082798928022385,1.7998599274312461
15.968719226121902,0.8988139543682336,0.002456171782955885,624640,275.0,454.38,61,546.25,239,752.5000000000002,-0.012038440376636572,0.13375524627044796,0.153173828125,1.6937643498182298,1.83530866599136
15.968719357252121,0.9180886823683977,0.0023682201952627264,634880,275.0,457.11,62,547.25,239,750.0,-0.011487192752974806,0.11284021153114736,0.1384765625,1.6984790772199632,1.5406691310195102
15.968719172477723,0.9429632995277644,0.002043628338708748,645120,300.0,472.57,63,583.75,239,775.0,-0.010827097631045035,0.08596294457092882,0.120654296875,1.6896135315299035,1.719895585743584
15.96871924996376,0.9002184018492698,0.002222495562012066,655360,325.0,473.51,64,578.75,239,775.0,-0.011199963310718885,0.13070386189501731,0.141162109375,1.6805626407265664,1.613601552629154
15.968719309568405,0.9208333160728216,0.0022135036918146784,665600,325.0,467.56,65,573.75,239,752.5000000000002,-0.011936822416464566,0.11841444333549589,0.1332763671875,1.6833228096365929,1.8473077957480046
15.968719291687012,0.853770860657096,0.002375774099801063,675840,300.0,460.37,66,580.0,239,775.0,-0.010912014147470473,0.23013020791113376,0.1364990234375,1.6876467600464822,1.9164821839591095
15.968719244003296,0.9208505909889937,0.002289872760821109,686080,297.5,454.13,67,577.25,239,775.0,-0.011877727789760683,0.10626190062612295,0.1528564453125,1.6782282523810863,1.6190713501425045
15.968719410896302,0.9085190616548061,0.0024205532670978926,696320,275.0,456.25,68,580.0,240,775.0,-0.010411337410914712,0.16720496665220708,0.151318359375,1.6798373952507972,1.8160603464080487
15.968719267845154,0.9056496541947127,0.0020832634226283656,706560,297.5,468.28,69,600.75,240,800.0,-0.009725264973167214,0.1879498627502471,0.1197998046875,1.6857655249536037,1.8605730899108839
15.968719357252121,0.9152099952101708,0.002516369543423299,716800,297.5,468.05,70,614.5,240,800.0,-0.011405804974856437,0.1471820143982768,0.15224609375,1.6778932712972163,1.9141128891303647
15.96871913075447,0.940465883910656,0.0023005202296420154,727040,350.0,480.0,71,659.75,240,800.0,-0.010869207960058701,0.10908671136712655,0.147509765625,1.6733657911419868,1.8946126354813448
15.968719053268433,0.9143352806568146,0.0024534386260259885,737280,372.5,471.42,72,644.75,240,800.0,-0.012646604482870315,0.11983888344839215,0.1462890625,1.671131544560194,1.673186172743545
15.968719255924224,0.9361584763973951,0.0022782908631146276,747520,372.5,480.69,73,648.0,239,800.0,-0.01134238550948794,0.12032593435142189,0.1508544921875,1.670162781327963,1.8136125357510995
15.968719416856766,0.9361012984067202,0.002599837305934075,757760,375.0,481.62,74,662.0,239,802.5000000000002,-0.010283008949409122,0.1254962904844433,0.1550048828125,1.6622727252542973,1.7626253827382534
15.968719285726547,0.9537274289876223,0.00260133253386843,768000,400.0,488.74,75,653.5,239,800.0,-0.012548347706979258,0.07756704605417326,0.1443603515625,1.6679304771125316,1.4757403281668817
15.968719297647477,0.9027711294591427,0.0025063616391097013,778240,400.0,500.46,76,672.5,239,802.5000000000002,-0.010410372908518184,0.14765795655548572,0.1529296875,1.6759558402001857,1.761505524986323
15.968719232082368,0.9504290789365768,0.0023930527054293223,788480,375.0,506.22,77,692.0,239,802.5000000000002,-0.011310776664322475,0.10043593449518085,0.1592041015625,1.663839367777109,1.8600338388175193
15.968719232082368,0.951142955943942,0.0020845766400046503,798720,445.0,495.31,78,686.75,239,800.0,-0.011475576142402133,0.13530371247325093,0.130615234375,1.6606651559472083,1.8632750579843265
15.968719375133514,0.9161734417080879,0.0022889406378911693,808960,472.5,500.77,79,698.75,239,800.0,-0.010075504213091335,0.15700510481838137,0.1392578125,1.6674115836620331,1.859084349080835
15.968719202280045,0.8736217074096203,0.0021249899231750727,819200,375.0,483.62,80,666.5,239,800.0,-0.009876696766514214,0.20794382570311426,0.132470703125,1.6769918575882912,1.8629483850539175
15.968719214200974,0.8759705863893033,0.00238369328801609,829440,372.5,479.03,81,656.75,239,800.0,-0.010672997819347075,0.16308306741993875,0.1533447265625,1.6850525908172131,1.7667508243684042
15.968719148635865,0.9534753907471896,0.002094423243829906,839680,347.5,482.6,82,646.75,239,800.0,-0.010015699642826803,0.09859282369725406,0.1283203125,1.6780848547816276,1.5449024380948042
15.968719393014908,0.9378321576863528,0.0021830314452816403,849920,322.5,488.43,83,646.5,239,825.0,-0.010864082512853201,0.11847231092397123,0.130224609375,1.6838531762361526,1.6775371758054967
15.968719255924224,0.9293436001986265,0.0018245999001012844,860160,372.5,481.33,84,638.5,239,800.0,-0.00963323235991993,0.15417035515420138,0.1117431640625,1.6680925071239472,2.118663529973798
15.968719190359115,0.9273172806948423,0.0020169870945554312,870400,375.0,497.99,85,663.5,239,800.0,-0.009553491039696382,0.15034854372497647,0.127783203125,1.6764952830970288,1.8904984916240788
15.968719178438187,0.9172518867999315,0.0023205433915112197,880640,375.0,500.35,86,646.25,239,800.0,-0.009527435545533081,0.15404464511666446,0.13251953125,1.6778464898467065,1.97755953074014
15.968719357252121,0.9199511241167784,0.002403762330868909,890880,375.0,507.59,87,643.25,239,800.0,-0.010424262991000433,0.10489746120292694,0.1593994140625,1.6879063241183758,1.6698642268724022
15.96871924996376,0.9344080775976181,0.002409016251869208,901120,372.5,509.4,88,643.5,239,800.0,-0.011784980932316103,0.13465655932668597,0.157763671875,1.6855429001152515,1.636291829850703
15.968719178438187,0.9310899451375008,0.002176860310464985,911360,375.0,517.06,89,642.5,238,800.0,-0.011491246620789753,0.1359001452801749,0.1397705078125,1.6725708171725273,1.8004695195643083
15.968719238042832,0.8936871536076069,0.0024963532812083493,921600,375.0,530.95,90,689.5,238,825.0,-0.009814763037866214,0.27793398501817135,0.1664306640625,1.6615581914782525,2.1430498260767044
15.968719232082368,0.9281181644648313,0.0025153965462098695,931840,397.5,525.77,91,685.5,238,825.0,-0.011120151541399536,0.12958400442730636,0.155859375,1.6755839169025422,1.6844144310925024
15.968719321489335,0.929768455401063,0.0024826604787338688,942080,375.0,532.84,92,689.0,238,827.5000000000002,-0.010875018181104678,0.1533311579376459,0.14951171875,1.6705298453569413,1.8978195197855936
15.968719220161438,0.9147183585911989,0.0025409123452393998,952320,375.0,527.93,93,690.0,238,827.5000000000002,-0.010390978502255167,0.15999831189401448,0.1331298828125,1.6801425121724605,1.773914451038512
15.968719214200974,0.888152665272355,0.002440043750880519,962560,372.5,540.19,94,735.25,238,880.0000000000003,-0.009937624997473905,0.30576555875595657,0.14599609375,1.681793363392353,2.114001886357777
15.968719226121902,0.9525987803936005,0.0026580444639196766,972800,350.0,522.52,95,690.0,238,830.0000000000005,-0.011507417563916534,0.12154468107037246,0.1665771484375,1.6723932556807994,1.671816973805003
15.96871919631958,0.8921470079571009,0.0021294237418263287,983040,372.5,540.59,96,723.5,238,927.5000000000002,-0.010591662071237806,0.29704062116798013,0.1347412109375,1.6721825361251832,1.7845532004685896
15.96871942281723,0.9213747911155223,0.0023059894140263423,993280,397.5,538.14,97,728.5,238,830.0000000000005,-0.010829926177393645,0.13432474806904793,0.133251953125,1.658073015511036,1.7248255168313507
15.968719220161438,0.9395688738673925,0.002060365940531366,1003520,422.5,540.04,98,721.0,238,825.0,-0.011775230045896024,0.13205789236817508,0.12900390625,1.6716234609484673,1.5915958593369344
15.968719345331191,0.8328541405498981,0.0020880738637063787,1013760,397.5,546.06,99,753.5,238,825.0,-0.009713537454081234,0.48638858303893356,0.1358642578125,1.6769026570022105,2.052062160184074
15.968719160556793,0.8525453556329012,0.0020818298406996465,1024000,400.0,552.35,100,771.75,238,825.0,-0.009586590316757793,0.3432155651971698,0.13505859375,1.681722978502512,1.9807068161967092
15.968719309568405,0.8786038115620614,0.0022409894956243286,1034240,397.5,553.83,101,859.5,238,1005.0000000000026,-0.009855836591304979,0.43104597326600924,0.140771484375,1.6784365601837634,1.9133707317113184
15.96871924996376,0.9341413546353579,0.0025934606622971044,1044480,397.5,553.54,102,838.5,238,1005.0000000000026,-0.010507973521089297,0.19883382902480662,0.1376708984375,1.6718349501490593,1.9177615488054003
15.968719166517257,0.8398462481796741,0.001958867299106551,1054720,375.0,547.71,103,864.0,238,1277.5000000000002,-0.009049210570810828,0.4063994629541412,0.1311767578125,1.6637480691075326,2.4305360498940094
15.968719184398651,0.9267424929887056,0.001693588990861209,1064960,375.0,539.69,104,825.25,238,907.5000000000006,-0.00987768715058337,0.14293794266413898,0.1103271484375,1.6878181144595146,1.87149720919736
15.968719404935836,0.9332628559321166,0.0022042910536586363,1075200,422.5,541.59,105,809.5,238,1275.0,-0.011195072090413306,0.1322899993509054,0.1356689453125,1.6864022813737392,1.7565203019223812
15.968719220161438,0.9571035001426935,0.0025561590989812842,1085440,422.5,551.75,106,767.5,238,1050.000000000002,-0.013279687618341996,0.08546516060596332,0.162109375,1.6517898052930833,1.7074841168076602
15.968719321489335,0.8781696949154139,0.00213404165306234,1095680,422.5,557.59,107,723.75,238,1002.5000000000002,-0.009538567219715332,0.3600598201272078,0.139892578125,1.6601768769323826,2.3231626612817475
15.968719357252121,0.9247492350637913,0.00232960904133993,1105920,422.5,573.69,108,764.25,238,1025.0,-0.010752244258037535,0.2407094051130116,0.1479248046875,1.667197798937559,1.9442014533792658
15.968719279766082,0.9199068881571293,0.0023986564681311657,1116160,445.0,583.22,109,748.0,238,1025.0,-0.011379535733021839,0.1699525243602693,0.1473876953125,1.663051964342594,1.7389511846506902
15.968719220161438,0.9017053298652172,0.0024236292210392616,1126400,445.0,582.2,110,796.25,238,1005.0000000000005,-0.010782966810802463,0.42291820112150164,0.1476318359375,1.6419825196266173,1.9785939331299018
15.968719214200974,0.9139419142156839,0.0019996233758550423,1136640,400.0,577.44,111,829.5,238,1005.0000000000005,-0.01008408883571974,0.2964805145515129,0.1267578125,1.6625108584761619,1.789503169030476
15.968719255924224,0.9170479495078325,0.0022233137892501958,1146880,422.5,558.79,112,793.75,238,1005.0000000000005,-0.010234025130921509,0.19789373378735037,0.1326904296875,1.669872511923313,1.9828835324254939
15.968719148635865,0.9724160801619292,0.0024737860686971837,1157120,450.0,554.54,113,806.75,238,977.5000000000002,-0.012686847406439484,0.07474762722849845,0.14794921875,1.6658914878964424,1.6559572105163838
15.968719232082368,0.8390016227960586,0.0019121238818118717,1167360,450.0,564.21,114,917.5,238,1300.0,-0.008935661685973173,0.7598978417692706,0.1150146484375,1.6532841697335243,2.485699405759673
15.968719214200974,0.945183427631855,0.001959051767267127,1177600,450.0,557.12,115,895.5,238,1300.0,-0.00960962066819775,0.14811691894428805,0.1203125,1.6675037883222104,1.8393726793118552
15.96871920824051,0.8155165314674377,0.0016697897171869098,1187840,425.0,555.7,116,910.25,238,1300.0,-0.009568255861086072,0.6055097377859056,0.1002197265625,1.681591770797968,2.189455563799183
15.968719178438187,0.8858471848070621,0.0019291059069931385,1198080,422.5,548.17,117,927.75,238,1277.5000000000002,-0.00947484722273657,0.33246944264974443,0.1227294921875,1.6856604799628259,1.945458016943979
15.968719154596329,0.893909576535225,0.002029627586887553,1208320,400.0,555.54,118,964.25,237,1300.0,-0.010859902306401636,0.24494221773929895,0.1221435546875,1.6831244371831418,1.8099290728223578
15.968719333410263,0.8501183059066534,0.0018986949968169246,1218560,372.5,529.61,119,810.25,237,1052.5000000000002,-0.00982674486222095,0.47384760042186824,0.1210693359375,1.6835709899663924,1.9931551806989023
15.96871919631958,0.9042838137596846,0.001889516366634625,1228800,372.5,532.0,120,850.25,237,932.5000000000007,-0.010504603640220012,0.19341458859853447,0.12314453125,1.6739095509052277,1.9952809309360666
15.96871926188469,0.8213510513305664,0.0019061422335087633,1239040,397.5,531.12,121,849.25,237,932.5000000000007,-0.008370931915851542,0.4736373318126425,0.1177001953125,1.6753388412296772,2.3164878655221144
15.968719094991684,0.8708410982042551,0.0019939357170986475,1249280,425.0,542.1,122,903.25,237,1070.0000000000016,-0.010869768479460617,0.4009166128467768,0.1345458984375,1.6597956165671348,2.0168444749878875
15.9687191426754,0.8838270038366318,0.0023531742014259336,1259520,425.0,559.8,123,907.25,237,1060.000000000001,-0.012749656176310964,0.2816362519282848,0.1438720703125,1.6693211182951928,1.7007094779250316
15.968719214200974,0.7955142859369516,0.0020672099604556373,1269760,425.0,574.57,124,1075.25,237,3882.5000000000005,-0.008295177873515058,0.885522880917415,0.1287109375,1.6396593749523163,2.8621118542581914
15.968719297647477,0.8552191067487002,0.002062086835167361,1280000,425.0,583.05,125,1066.25,237,3770.000000000002,-0.010227664538979298,0.6679450536612421,0.1329833984375,1.643492551892996,2.3473011014511274
15.968719404935836,0.825034835934639,0.0018544103884611154,1290240,425.0,602.16,126,1268.25,237,3955.0000000000005,-0.00816673854351393,0.7764527179300785,0.1055419921875,1.6234305389225483,3.1298570943921
15.968719178438187,0.8505114767700434,0.0018040073356136049,1300480,450.0,613.28,127,1287.75,237,3950.0,-0.008932630214258098,0.7394078741432167,0.115966796875,1.6274448849260807,2.984420837291469
15.968719244003296,0.8079798679798842,0.0016064976391593217,1310720,450.0,625.24,128,1375.75,237,3950.0,-0.008249361336493167,0.9950842463877052,0.1013916015625,1.637855590134859,3.252489481689987
15.968719291687012,0.7766263820230961,0.0018719581206940873,1320960,450.0,636.82,129,1578.0,237,3980.0,-0.00964924172294559,1.1825692339800298,0.11982421875,1.6301908239722251,3.9059273921833246
15.968719172477723,0.8487419597804546,0.0023196282398660955,1331200,450.0,638.61,130,1550.25,237,3985.0000000000005,-0.009399249936177512,0.6032666655257344,0.1433837890625,1.6478345103561878,2.737564006708497
15.968719309568405,0.8676250543445349,0.0026687568127047954,1341440,472.5,650.42,131,1558.5,237,3985.0000000000005,-0.010248843459703495,0.38718693286646155,0.1592041015625,1.6547968506813049,2.3179681615761556
15.968719202280045,0.8579412166029214,0.002032340194762429,1351680,450.0,641.27,132,1451.25,237,3975.0,-0.009489143390237587,0.44312807808164506,0.139208984375,1.6708407893776893,2.596117629763575
15.968719309568405,0.847199284657836,0.002084498987722149,1361920,400.0,630.69,133,1381.0,237,3985.0000000000005,-0.010962163454678375,0.5132934808731079,0.1448974609375,1.683391986042261,2.2914048671720755
15.968719404935836,0.7733454525470733,0.0018950508185301511,1372160,422.5,631.87,134,1379.5,237,3975.0,-0.009689558124227915,0.9342471432406455,0.1283447265625,1.669017419219017,3.284135090182132
15.96871913075447,0.8949563089758158,0.00227594174225513,1382400,422.5,614.32,135,1177.0,237,3950.0,-0.011001381532310006,0.27488482401240616,0.1550537109375,1.6796679347753525,2.0969520598787224
15.968719226121902,0.8585095051676035,0.0021186405878100135,1392640,375.0,590.15,136,1050.0,237,3685.000000000001,-0.0105599208145577,0.3938732760027051,0.1316650390625,1.6859149254858494,2.0458154262380384
15.968719327449799,0.9044636659324169,0.0018578595499550877,1402880,397.5,576.88,137,918.0,237,1302.5000000000002,-0.0104534846434035,0.3374171103117988,0.1284912109375,1.6875294670462608,2.004828842029178
15.968719351291657,0.94728111512959,0.002314611838108099,1413120,400.0,575.45,138,924.75,237,1302.5000000000002,-0.01315710955823306,0.22121288486523555,0.1489013671875,1.6698628343641757,1.9204971885918858
15.96871947646141,0.8967276342213154,0.002260667994051205,1423360,445.0,571.92,139,923.0,237,1005.0000000000005,-0.01119100652722409,0.5377974333125166,0.1474853515625,1.6530062951147557,2.5238909183883766
15.968719351291657,0.8711644537746907,0.0023048413919699506,1433600,400.0,575.61,140,885.0,237,1077.5000000000023,-0.010184459164884174,0.6332709348527714,0.14599609375,1.6455233544111252,3.165094019325721
15.968719238042832,0.9071114342659712,0.002101647263259833,1443840,450.0,580.23,141,944.25,237,1347.5000000000018,-0.010595700552948983,0.44452305387239904,0.126611328125,1.6766562148928643,2.550989757042315
15.968719363212585,0.952711520716548,0.002268002300434385,1454080,475.0,592.64,142,981.75,237,1347.5000000000018,-0.011671871146245395,0.12988649513572453,0.1409423828125,1.6815206058323384,1.6989484193734974
15.968719297647477,0.808952397480607,0.0019035945591556983,1464320,472.5,587.34,143,1024.75,236,1760.000000000018,-0.0092461769014335,0.7531992175150662,0.1295654296875,1.6736425019800663,2.6313949860889045
