advantage_norm,episode_length,PMM:episode_rewards,policy_entropy,grad_norm,P01:episode_rewards,policy_loss,P09:episode_rewards,epoch_idx,value_loss,frames,explained_variance,fps
1.700514903254807,160.32558139534885,0.8837209302325582,1.3141153076291083,1.6556387322842745,0.0,-0.0041857373336097225,2.0,1,0.03649584588178641,8000,-1.4178432929515838,242
1.2289560308493674,173.6413043478261,1.1630434782608696,1.3688302731513977,0.2349246208425507,0.0,0.0007771617994148983,3.0,2,0.01344384142567833,16000,-0.03536604940891266,210
1.2217124290391803,182.75,1.37,1.3712837827205657,0.24201415366028495,0.0,0.002813249344471842,3.0,3,0.01364037816774271,24000,-0.010748668313026429,214
1.1293922201916575,180.17,1.3,1.3725396478176117,0.20040967530232986,0.0,6.032269593561068e-05,3.0,4,0.012217322424239683,32000,-0.014291669726371765,218
1.1830324046686291,176.66,1.22,1.37883563041687,0.2037185330432719,0.0,0.0021451959264231846,3.0,5,0.013468517441078803,40000,-0.0045339643955230715,221
1.261538966447115,181.91,1.33,1.3831005358695985,0.20862628704933076,0.0,0.0020702949108090253,3.0,6,0.014702596252027434,48000,0.00219649076461792,224
1.2046540304273368,182.07,1.31,1.3846005010604858,0.19192129583764314,0.0,0.0031457950992626136,3.1000000000000085,7,0.01302826720709163,56000,-0.002666730284690857,223
1.2036062017455698,189.59,1.48,1.3849683904647827,0.17932116024016687,0.0,-0.0007174703440978191,4.0,8,0.013315172178372449,64000,-0.011068422794342041,214
1.3902359382435678,197.87,1.69,1.3764234066009522,0.23882708157790497,0.0,0.004561394700431265,4.0,9,0.016964264695634484,72000,-0.012632739543914796,214
1.3234421076253056,194.34,1.66,1.3817739927768706,0.2128635031142975,0.0,0.001164548760280013,4.0,10,0.015585253366571123,80000,-0.004642901420593262,216
1.337396925278008,184.97,1.42,1.3824996757507324,0.23160785291434766,0.0,0.0008701742091216147,4.0,11,0.015744808959725562,88000,0.03814446985721588,216
1.3854862080514432,185.81,1.41,1.381953945159912,0.22904510990715077,0.0,0.0010092710005119444,4.0,12,0.016570419551098895,96000,0.035259969830513,216
1.10631388515234,192.06,1.62,1.3799514889717102,0.21124262693898138,0.0,0.0003921055366845394,5.0,13,0.012287442677861691,104000,0.07192166388034821,217
1.3433312407881022,187.32,1.56,1.3621795159578323,0.4103786825476358,0.0,0.004589465123135596,3.1000000000000085,14,0.021568751557715586,112000,0.054278185963630675,220
1.0006926001608372,173.27,1.18,1.376221970319748,0.18946467568468747,0.0,0.00029878978777560407,3.0,15,0.009549191622136277,120000,0.0995528519153595,220
1.1006980009377003,166.23,0.98,1.3817857658863069,0.2012151916062416,0.0,0.0007763383483688813,2.0,16,0.01099042784589983,128000,0.16185376286506653,220
1.161719313710928,171.27,1.09,1.376036652326584,0.25255990362838016,0.0,0.0011322334697979387,3.0,17,0.01245095356785896,136000,0.06307491898536682,218
1.4551533597707749,184.36,1.48,1.3797890841960907,0.32458707389671104,0.0,-0.001588731299561914,4.0,18,0.016994484429887963,144000,0.3994494503736496,217
1.2382896192371846,187.79,1.56,1.383267514705658,0.2831856289584968,0.0,0.0018877635465469212,4.0,19,0.012505758291226812,152000,0.5068045407533646,217
1.1164319342374802,180.72,1.31,1.379258245229721,0.2355111922366292,0.0,0.0006145190101233311,3.1000000000000085,20,0.010324872897472233,160000,0.35088600516319274,217
1.1111557115614414,168.93,1.02,1.379404525756836,0.27449864570649923,0.0,0.0014770455381949432,3.0,21,0.010368653861805797,168000,0.2999174034595489,216
1.3384608975052834,173.72,1.14,1.3838470876216888,0.3049765695527508,0.0,0.0023893416684586553,3.0,22,0.013683588510029949,176000,0.5371709609031677,216
1.2597347508370875,178.34,1.27,1.3735129952430725,0.27809369761613173,0.0,-0.0011828134302049875,4.0,23,0.01242557905788999,184000,0.5574369555711747,215
1.3746946063637733,186.85,1.56,1.358691656589508,0.37054864507925067,0.0,0.002321678437583614,4.0,24,0.016665201171999797,192000,0.592383251786232,216
1.4471847319602966,203.27,1.95,1.3305218851566314,0.413967088471704,0.0,-0.0020344716490944847,5.0,25,0.014738964330172166,200000,0.7941111052036285,216
1.2095398268103599,210.19,2.18,1.3585349142551422,0.2804019256357349,0.0,-0.001851680718100397,6.0,26,0.010784737294889055,208000,0.8012942010164261,217
1.0889201563596727,212.31,2.2,1.3390054261684419,0.2771331509423888,0.0,-0.002785511576657882,5.1000000000000085,27,0.009281668203766458,216000,0.8650469797849655,216
1.049427831172943,201.76,1.9,1.3353046691417694,0.24014300298339689,0.0,-0.0006873760677990504,5.0,28,0.00822981487843208,224000,0.8650117540359497,217
0.9496823048591614,200.65,1.85,1.3462748265266418,0.2198612195877079,0.0,5.720877161365934e-05,5.0,29,0.007242734478204511,232000,0.8919627869129181,216
0.941632402986288,209.42,2.16,1.3434210777282716,0.21953154927863522,0.0,6.828313344158232e-05,5.0,30,0.007067821916862158,240000,0.9145101398229599,217
0.8939031225442886,208.68,2.17,1.3380607068538666,0.21028669357450672,0.0,-0.0013666851349989884,6.1000000000000085,31,0.006168488895054907,248000,0.9234497076272965,217
0.9185303655266762,197.75,1.8,1.3467214703559875,0.2166076161922963,0.0,-0.0012476334154780488,5.0,32,0.006258666191715747,256000,0.929151121377945,217
0.8774107778072358,207.01,1.97,1.3325904929637908,0.2121746109145093,0.0,-0.000546345847833436,5.0,33,0.006116495461319573,264000,0.941543225646019,217
0.8128287664055824,207.58,1.98,1.3547796750068664,0.1878930868104282,0.0,-0.0003734726979746483,5.0,34,0.005345460060925689,272000,0.9070562827587128,217
0.8030434903502465,194.33,1.69,1.3603730940818786,0.18808621872251025,0.0,0.00047639130323659626,4.1000000000000085,35,0.004872266356833279,280000,0.9418119370937348,216
0.9314137265086174,189.76,1.56,1.3737131905555726,0.22509335692994523,0.0,-0.0006419763618760044,4.1000000000000085,36,0.007277605351409875,288000,0.8504790860414505,216
1.0522606521844864,196.31,1.76,1.3738445329666138,0.25536809011583456,0.0,-0.0021389047760749236,5.0,37,0.008926852260483429,296000,0.8743383449316025,215
