P09:episode_rewards,frames,PMM:episode_rewards,explained_variance,P01:episode_rewards,model_prob_std,policy_gradient_loss,epoch_idx,policy_loss,advantage_norm,avg_q_retraced,fps,q_loss,avg_q_selected,episode_length,policy_entropy,policy_gradient_bias_correction,rollout_prob_std,grad_norm
0.0,79200,0.0,-8.325692335764566,0.0,0.001959137067509194,-1.0751944266000162e-05,11,-1.0751944266000162e-05,0.01456936945517858,4.834040934535248e-05,414,4.2930564575272004e-06,6.482807402790059e-05,3324.0,2.19705183506012,0.0,0.0019591370170625546,0.001203170992798805
0.0,86400,0.0,-9.148627614974975,0.0,0.0011342868111872426,-1.8199292808418475e-05,12,-1.8199292808418475e-05,0.007621965790167451,0.0003800063322311568,420,1.3974758057126261e-06,0.0003906364159774967,3324.0416666666665,2.1971650679906207,0.0,0.0011342867568600924,0.0009030951523330436
0.0,93600,0.0,-7.08657480875651,0.0,0.0018305763447036346,-3.451854275719294e-05,13,-3.451854275719294e-05,0.010771616517255703,0.0015943874993051093,425,3.693574338588708e-06,0.001618258495000191,3324.0416666666665,2.197036623954773,0.0,0.0018305762787349522,0.002377409244079513
0.0,100800,0.0,-9.248356771469116,0.0,0.0013348731251123052,-2.3462877023424275e-05,14,-2.3462877023424275e-05,0.009116541252781947,0.00037259768246447795,428,2.7364171387489477e-06,0.0004130187225866185,3324.0416666666665,2.197095004717509,0.0,0.00133487309794873,0.0010409141681277055
0.0,108000,0.0,-7.260948181152344,0.0,0.0015513888463222732,-4.233482972419248e-06,15,-4.233482972419248e-06,0.012565587818001708,-6.746892077747664e-05,432,2.834825060441896e-06,-5.0445487067918295e-05,3324.0416666666665,2.1971238374710085,0.0,0.0015513888385612518,0.0008274994774505529
0.0,115200,0.0,-6.509363969167073,0.0,0.0008933353354223072,-4.3699487340139365e-06,16,-4.3699487340139365e-06,0.006084303309520086,0.00010337473789074162,436,1.0342159252256047e-06,0.0001166174541822329,3324.0416666666665,2.197180231412252,0.0,0.0008933353684066485,0.0004642704260821126
0.0,122400,0.0,-6.948036829630534,0.0,0.0014212722599202404,-8.263725861247116e-06,17,-8.241778425220522e-06,0.01137328259452867,0.00015686955741229112,437,2.3247030220356157e-06,0.00014391832486833464,3324.027777777778,2.1971380242374208,2.1947468553662475e-08,0.0029242522305705483,0.0006936098762104371
0.0,129600,0.0,-6.1101158328567236,0.0,0.0010378338983661258,-1.5212045378992415e-05,18,-1.4921368700057096e-05,0.007998411964240762,0.0003921138453231487,430,1.5150082501100941e-06,0.0004019919297550384,3324.027777777778,2.197167538262549,2.906767013529461e-07,0.005827800558740459,0.0006111920426251177
0.0,136800,0.0,-5.254780951340993,0.0,0.0009482571579070598,-1.5699189380440102e-05,19,-1.646430474369795e-05,0.007271907876249374,0.0003591015804334578,425,1.276673914377497e-06,0.00036823619126085397,3324.027777777778,2.1971785731637294,-7.651154041760882e-07,0.006815626678580883,0.0005728744961446314
0.0,144000,0.0,-4.841981709940094,0.0,0.0007418162123559297,-3.9449008696800825e-06,20,-4.4981988826528265e-06,0.006173868773519874,1.230444695707659e-05,420,7.648244805254862e-07,1.9445617819459455e-05,3324.027777777778,2.1971987060516605,-5.532981086591665e-07,0.005776884574267556,0.00036286360884637815
0.0,151200,0.0,-5.125937307240472,0.0,0.0006544419069535845,7.774096191263248e-06,21,7.24333942201838e-06,0.005566965107272919,-0.00014252301125257613,416,6.328125781009483e-07,-0.0001518075057941544,3324.027777777778,2.1972038357503836,-5.307567515963399e-07,0.004729864202509195,0.0003190950296148403
0.0,158400,0.0,-4.219223731764094,0.0,0.0006083686993282292,1.6505915380530043e-06,22,1.412635516576049e-06,0.005237642633482303,-0.00019212528493448014,410,4.974363778515342e-07,-0.00018601382580418695,3324.027777777778,2.197207318840834,-2.3795602480635517e-07,0.005110012271181509,0.0002793040083199994
0.0,165600,0.0,-3.3851141524787933,0.0,0.00045805253166835184,8.474235722565884e-06,23,8.105895198775262e-06,0.00414528117176526,-0.00029023364601305234,404,3.261161424870378e-07,-0.0002974991610911577,3324.2291666666665,2.197213870580234,-3.6834052473801014e-07,0.003726384475715075,0.0002075676453453557
0.0,172800,0.0,-3.133261843283498,0.0,0.0004669917808842868,9.788968710726313e-08,24,5.6164509422228956e-08,0.004168191183809309,-0.00015974801640555918,400,4.626487718384894e-07,-0.0001453577654663041,3324.2291666666665,2.1972132911473987,-4.1725168535950143e-08,0.0037552332368397316,0.00022864898918755893
0.0,180000,0.0,-2.4620763394393537,0.0,0.0004114437713571564,1.0095773873469237e-05,25,1.0251837427363631e-05,0.0038149192434589556,-0.000392359565384621,395,3.5769357901616163e-07,-0.00039788496719708543,3324.2291666666665,2.1972130069052045,1.5606355942657887e-07,0.0036545122452594603,0.00020048698959038098
0.0,187200,0.0,-2.634573368681644,0.0,0.00041730438062538355,1.2991387526673033e-05,26,1.3124672327660984e-05,0.004232538912541396,-0.0004780615589951926,392,2.7186439285024325e-07,-0.0004791505151727521,3324.2291666666665,2.1972162672893076,1.3328479092756931e-07,0.0037746047354221685,0.00018696527121629512
0.0,194400,0.0,-2.3724088153779195,0.0,0.0003332048053267672,1.5349965661429216e-05,27,1.5275432811490656e-05,0.003253477345326688,-0.0005253174501081168,390,2.019411152142626e-07,-0.0005350441386713461,3324.2291666666665,2.197218552175023,-7.453284724864795e-08,0.0033642188060049962,0.0001532798468898994
0.0,201600,0.0,-2.8213747449779016,0.0,0.0003525553025926538,1.681568749208636e-05,28,1.6866572927057776e-05,0.0036833586308888957,-0.0004937520373569565,388,2.1783048171656932e-07,-0.0005046247511885158,3324.2833333333333,2.1972182662651027,5.088542235609094e-08,0.003351261034252193,0.00015353954371014788
0.0,208800,0.0,-2.2926567483807685,0.0,0.0002786332273347027,1.3561648909934492e-05,29,1.335614008397778e-05,0.0029260373542226346,-0.00048734582424321353,386,1.7402941049648837e-07,-0.0004935098327963494,3324.2833333333333,2.197220091583237,-2.0550882658830636e-07,0.003401721646373204,0.0001223351014478026
0.0,216000,0.0,-2.951642195833108,0.0,0.00033871898972724987,1.0474441465843528e-05,30,1.0256426042540351e-05,0.0032131020692158637,-0.00023738461393804755,384,2.5992767299829747e-07,-0.0002505890278726362,3324.2833333333333,2.19721836512997,-2.180154466721375e-07,0.003961016885293666,0.00015774592025984575
0.0,223200,0.0,-2.2611214605927783,0.0,0.00027110529000931404,1.0412950812154978e-05,31,1.02611522250753e-05,0.0028652608401798663,-0.000380867333214391,382,1.563649380161829e-07,-0.0003884212735144102,3324.2833333333333,2.197220654465534,-1.5179858107953974e-07,0.0031229474556556656,0.00011411569504582798
0.0,230400,0.0,-2.4058030042990484,0.0,0.00026956388735521205,1.0307057656928878e-05,32,1.0319445908767557e-05,0.0027575134785567776,-0.0003988162777789141,380,1.4126456914157853e-07,-0.0003990896544005578,3324.2833333333333,2.197220925821198,1.2388252691329806e-08,0.003057868769742021,0.00011229880780478468
0.0,237600,0.0,-2.5541619818551196,0.0,0.00024575661528485526,9.750670254240794e-06,33,9.437021428660437e-06,0.0026495163910421693,-0.0004350056035290768,379,1.071514424473497e-07,-0.00043694310524895427,3324.2833333333333,2.1972217976479302,-3.136488280435717e-07,0.0034711344035618136,0.00010138249966864157
0.0,244800,0.0,-3.6170584179098326,0.0,0.00021720326581888282,1.270644126808117e-05,34,1.2678061192349725e-05,0.0021755007775794534,-0.0004090516506824763,378,9.822793487276778e-08,-0.00041785502082771565,3324.472222222222,2.1972222242279655,-2.8380063718010973e-08,0.0039760108605444424,9.482100503638176e-05
0.0,252000,0.0,-3.2908720518207115,0.0,0.0002398992989848979,9.292446323613108e-06,35,9.22382774169205e-06,0.0024140088347516086,-0.00031063192192420876,377,1.3733269024816137e-07,-0.00031371387901032066,3324.472222222222,2.197221345646041,-6.861857360507673e-08,0.002716129928698253,0.00011096584282711323
0.0,259200,0.0,-4.068807264296782,0.0,0.00021320699666801604,1.0181543088012947e-05,36,1.0251640486871785e-05,0.002169717904739267,-0.00034079706681834995,376,1.492321652531357e-07,-0.0003466125716208591,3324.472222222222,2.1972215475260266,7.009739862142953e-08,0.0034885648492844566,9.866248952172226e-05
0.0,266400,0.0,-2.7935485521361,0.0,0.00018379186389225538,9.34725712914275e-06,37,9.262032896677804e-06,0.001966802724174355,-0.00038262693465719437,374,7.814482174477762e-08,-0.0003839883174757315,3324.472222222222,2.1972228653594934,-8.5224230552119e-08,0.003272459945296543,7.403853509156985e-05
0.0,273600,0.0,-5.215298913781131,0.0,0.0001636572492591139,1.1380996724178795e-05,38,1.1341515971334732e-05,0.0016874493103511486,-0.00038761678573891607,373,7.680546966157962e-08,-0.0003932101188455284,3324.472222222222,2.197223000920352,-3.948074822891801e-08,0.002123857845176513,6.805946405334169e-05
0.0,280800,0.0,-4.515420825549219,0.0,0.00017789374357355417,9.726324945756524e-06,39,9.659394931169443e-06,0.0018867317618766468,-0.0003468659580651321,371,6.909708425211913e-08,-0.0003508394096279901,3324.4880952380954,2.1972229371941276,-6.69300192157607e-08,0.0033119001547166835,7.147567484165934e-05
0.0,288000,0.0,-6.577186050415039,0.0,0.00014625979842022057,8.441579575124854e-06,40,8.287973273007435e-06,0.0015615811224543666,-0.0003115989117209908,370,7.202493253350556e-08,-0.0003158545009477714,3324.4880952380954,2.1972234565398043,-1.5360631060220373e-07,0.0034430761163472203,6.695070652687191e-05
0.0,295200,0.0,-4.125356840519678,0.0,0.00021961724169881243,6.25305312289985e-06,41,6.286218848907359e-06,0.0022298472563621577,-0.00017917423377170167,369,1.473149289538563e-07,-0.0001835921348751909,3324.4880952380954,2.1972213350212764,3.3165754474332126e-08,0.0036645946136591116,0.00010814912182080847
0.0,302400,0.0,-5.355007724739887,0.0,0.00012522176726507598,6.260704811124914e-06,42,6.277169819224702e-06,0.001257706903389787,-0.00025997324428105636,368,3.885677659353518e-08,-0.0002601184124130418,3324.4880952380954,2.1972238350608366,1.6465002280104577e-08,0.002173658413713605,4.8556369373402586e-05
0.0,309600,0.0,-7.090583561322992,0.0,0.0001468671587360799,6.662497905020535e-06,43,6.587300805662627e-06,0.0014915975989380351,-0.00026228505886479673,367,6.208279100370585e-08,-0.0002658760334917234,3324.4880952380954,2.19722340318261,-7.519709743305202e-08,0.002995938471696932,5.661642272536707e-05
0.0,316800,0.0,-6.448310132614834,0.0,0.0001413189630175737,7.76686131761765e-06,44,7.702033588941729e-06,0.001519303039398312,-0.00021110922877476445,367,5.8611421547871055e-08,-0.0002181527947656048,3324.4880952380954,2.197223620635492,-6.482772636007684e-08,0.0032082488062160483,6.116590837999144e-05
0.0,324000,0.0,-8.933142199088184,0.0,0.00013422788719697653,6.295490864707582e-06,45,6.07234894975107e-06,0.0013368862996549792,-0.00017990487415527387,366,5.751847534233539e-08,-0.00018408411517532565,3324.34375,2.197223622779997,-2.231419143880784e-07,0.0035961168079888055,5.3727084017544945e-05
0.0,331200,0.0,-8.28815336433195,0.0,0.000140464031908413,3.965260315387541e-06,46,3.965284069431212e-06,0.0013106648805797517,-9.630216896688297e-05,365,6.269092172508873e-08,-0.00010124996595824619,3324.34375,2.197223425006109,2.375573318305433e-11,0.002295834803903726,6.081769708046107e-05
0.0,338400,0.0,-8.382706496606742,0.0,0.00014306557709705742,2.7227435919109493e-06,47,2.5792529033452637e-06,0.0014399314365494765,-9.221126874307636e-05,365,7.745906407049204e-08,-9.360290262910503e-05,3324.34375,2.19722330131228,-1.434906890393803e-07,0.0031153114539163307,6.535775569789927e-05
0.0,345600,0.0,-7.018704752770683,0.0,0.00013055371795153698,3.6994617009307917e-06,48,3.678769430012131e-06,0.0014608946731690562,-0.00010537552875279837,365,5.7967840145475495e-08,-0.00011089352756378787,3324.34375,2.197223811215825,-2.0692271843494207e-08,0.0025064804291608724,5.530063101858202e-05
0.0,352800,0.0,-9.6749704437218,0.0,0.00012466552607989684,8.502820291840274e-07,49,7.831624039896595e-07,0.0012348459245994392,-9.418012196412804e-05,364,4.470685636803035e-08,-9.224720414946452e-05,3324.34375,2.197223816182878,-6.711962840647231e-08,0.002960678927721917,4.9976679857183e-05
0.0,360000,0.0,-5.901304627573363,0.0,0.00012934271285210477,2.7454490840326177e-06,50,2.6960523449267094e-06,0.0013942117222564227,-0.00011258568678592851,363,5.0218243363812e-08,-0.00011347906544222824,3324.63,2.197223860574147,-4.939674194056063e-08,0.0026099857072750957,5.3932632786303965e-05
0.0,367200,0.0,-11.358778625770851,0.0,9.465114394948184e-05,2.5893595917955424e-06,51,2.570467914468852e-06,0.0009546053476040267,-0.00010901430247430793,363,3.390627679339726e-08,-0.00011067745231735494,3324.63,2.1972243289247393,-1.889167327396569e-08,0.002358816152494057,3.873688126090807e-05
0.0,374400,0.0,-5.520108609459702,0.0,0.0001487057077716484,1.0081451646169077e-06,52,9.595381291738376e-07,0.0015063347086813083,-6.447852938386648e-05,362,6.008945417263316e-08,-6.301524484343412e-05,3324.63,2.197223239487441,-4.860703669497866e-08,0.0025069975895338653,6.68738218690233e-05
0.0,381600,0.0,-8.824937562176949,0.0,0.00010423077395609542,2.3039573968354916e-06,53,2.3259531560389404e-06,0.0011139887741046552,-0.0001239212540861411,361,4.770396656862371e-08,-0.00012334447982683495,3324.63,2.1972242030012543,2.1995759068106832e-08,0.0016975987034808435,4.391512845805871e-05
0.0,388800,0.0,-6.353954695548329,0.0,0.00010750689646020613,2.7849643041765235e-06,54,2.723444551565855e-06,0.0010640285320864173,-0.0001502906785191001,360,2.6791588279289312e-08,-0.00014909132625270724,3324.63,2.197224245856679,-6.151975052641016e-08,0.001925191008853387,3.9976489106027514e-05
0.0,396000,0.0,-7.965778694009339,0.0,0.00010261189980395912,3.563748799188388e-06,55,3.4904114765465067e-06,0.0010076947501056084,-0.00015136050833384926,360,2.5281999714621343e-08,-0.00015198451083869684,3324.63,2.1972243474400233,-7.333732264188165e-08,0.0022010860273706436,3.761818177140551e-05
0.0,403200,0.0,-8.460494423713634,0.0,0.00010570326910387921,4.536560959395906e-06,56,4.576132318905231e-06,0.0010838855397432587,-0.00015515326683401197,359,2.483140565460637e-08,-0.00015731206958190778,3324.79,2.1972242711176944,3.957136101922848e-08,0.0025926073527005418,4.0133432121714174e-05
0.0,410400,0.0,-8.930875384198925,0.0,9.292239032571384e-05,2.7810181549334304e-06,57,2.7734059924972407e-06,0.0009527056097539614,-0.0001276425407424285,358,3.13158830896989e-08,-0.0001263001624515854,3324.79,2.197224347294954,-7.612162436190475e-09,0.0014142180325713992,4.037282888873869e-05
0.0,417600,0.0,-8.50263215767328,0.0,0.00010611229346761234,3.982322491072646e-06,58,3.9849086582049435e-06,0.001112061482316575,-0.0001353587790332293,358,5.357650691914647e-08,-0.00013605412236234702,3324.79,2.1972239723911993,2.5861660901682623e-09,0.0018545130769304934,4.7609680657071956e-05
0.0,424800,0.0,-7.96561591897219,0.0,9.189658224475245e-05,2.8879115556645206e-06,59,2.9156349112724174e-06,0.0010014959584483732,-0.0001486574042299436,358,2.5806246397612908e-08,-0.00014862832503601407,3324.79,2.1972245103751544,2.7723347607712233e-08,0.002463550949157791,3.422403168015829e-05
0.0,432000,0.0,-10.435896759406916,0.0,8.778907149444564e-05,3.0457715188669276e-06,60,3.035102947063165e-06,0.0009494182723102269,-0.0001538136777075817,357,2.757032433300673e-08,-0.00015197596462294022,3324.79,2.19722457525276,-1.0668569908981833e-08,0.0015032002053714953,3.7078363890219125e-05
0.0,439200,0.0,-6.6416262676921995,0.0,0.0001162818120108528,4.158054909538482e-06,61,4.180819587187601e-06,0.0012496867832985374,-0.00015499738237921413,356,3.776756706882407e-08,-0.0001562932444770281,3324.84,2.1972241860610926,2.276467291216654e-08,0.001968537246697624,4.4599904422398916e-05
0.0,446400,0.0,-12.819179711559462,0.0,8.386848477836901e-05,4.15263871299521e-06,62,4.15263871299521e-06,0.0008704743460761424,-0.00014181244446614293,356,3.056436847781672e-08,-0.0001451317236590767,3324.84,2.1972245123651293,0.0,0.0011543164003147627,3.393456151172697e-05
0.0,453600,0.0,-7.260919734238001,0.0,0.00011665341416834397,1.9176810627220253e-06,63,1.9323687014702932e-06,0.0011017097158219737,-0.00010801244784260842,356,3.394549025248912e-08,-0.00010678940879204696,3324.84,2.1972239245561065,1.4687635590299967e-08,0.0018353620009506559,4.816188871952807e-05
0.0,460800,0.0,-9.099123895529402,0.0,8.502140743718292e-05,2.0362606237304557e-06,64,2.021990660552321e-06,0.0009091601971300963,-0.00012398807105402557,355,3.621164139030891e-08,-0.0001252985911931742,3324.84,2.1972244402876604,-1.426995954872798e-08,0.0028155515702307813,3.6533356797663745e-05
0.0,468000,0.0,-11.224291891042517,0.0,8.497582670419813e-05,3.7543914927069753e-06,65,3.7359100765031365e-06,0.0008715200570890536,-0.00010955460778195484,355,2.1011880565923797e-08,-0.0001129081811710161,3324.84,2.1972247114572574,-1.8481422519774543e-08,0.0017352674155500384,2.925673582806947e-05
0.0,475200,0.0,-9.845017113812615,0.0,8.899927489173991e-05,2.9888543173656227e-06,66,2.9799492034268617e-06,0.0009273166099750969,-8.59683406018726e-05,355,2.8952404366490933e-08,-8.908633773477338e-05,3324.84,2.197224517689123,-8.905113178217208e-09,0.00262375462525258,3.4791768772308914e-05
0.0,482400,0.0,-8.559852631058959,0.0,8.302056225518515e-05,1.5475941045776117e-06,67,1.5616726667740045e-06,0.0008281686560411121,-6.48333458155191e-05,355,1.3937613842120399e-08,-6.538995557387728e-05,3324.87,2.1972246702133664,1.4078556892134961e-08,0.002207542956199738,2.9417438631541373e-05
0.0,489600,0.0,-11.957771899955613,0.0,9.725982739711172e-05,1.464620196775151e-06,68,1.448362081621877e-06,0.0010509609049545866,-5.206220431304361e-05,355,4.5172093196188046e-08,-5.185850193905185e-05,3324.87,2.197224196290213,-1.625811731873765e-08,0.0016944812967266273,4.6524928009926564e-05
0.0,496800,0.0,-10.292538955684694,0.0,0.00010582829958886057,2.1000540017881675e-06,69,2.098291066816829e-06,0.0011673632093771587,-4.751309336258587e-05,354,5.652517328253268e-08,-4.848656492840963e-05,3324.87,2.197224111216409,-1.7629346555420638e-09,0.00236401262950754,5.171270421457291e-05
0.0,504000,0.0,-11.104367222511582,0.0,7.983563390841901e-05,1.1404204968198895e-06,70,1.1245148239014477e-06,0.0008223259505388023,-5.537577615665614e-05,354,2.1021695223898664e-08,-5.524718366049211e-05,3324.87,2.197224753716635,-1.5905674160199807e-08,0.002381613397285672,3.065077072664828e-05
0.0,511200,0.0,-10.795113389808554,0.0,7.318066359680922e-05,1.0174623384543878e-06,71,9.166345703147612e-07,0.0008160553264361567,-5.0441450411363893e-05,354,2.7196963721519797e-08,-5.078719872339441e-05,3324.87,2.197224780770091,-1.008277688975391e-07,0.0022956062736035894,3.091370635553663e-05
0.0,518400,0.0,-7.850543255723685,0.0,9.10538044064864e-05,1.4823997507741669e-06,72,1.4877018611535546e-06,0.0009980125904479804,-3.61536074597723e-05,353,2.2957564134681507e-08,-3.7064819037531755e-05,3324.84,2.197224676224863,5.302111474150109e-09,0.001960336287575953,3.582847738671429e-05
0.0,525600,0.0,-14.74663684609706,0.0,7.217940193517057e-05,9.791944167053918e-07,73,1.001490603564221e-06,0.0007447505096964353,-2.0479423085265225e-05,353,2.7450524807897328e-08,-2.1901299613095306e-05,3324.92,2.197224810438812,2.229618419034653e-08,0.0020831265405865363,2.958245911171824e-05
0.0,532800,0.0,-9.041550287836127,0.0,9.54639264037247e-05,-2.5771013257427616e-07,74,-2.572601464913128e-07,0.0010257274423373828,9.019906539221558e-06,353,3.545338036636158e-08,8.68153557304494e-06,3324.92,2.1972242429899795,4.4998797774395785e-10,0.001777710208142967,4.341032264130165e-05
0.0,540000,0.0,-12.231291479603955,0.0,8.622732759798815e-05,1.2214500543123336e-06,75,1.1758073245219395e-06,0.0010244707706915121,5.481282201477819e-06,353,4.593709908692688e-08,3.0193882513424238e-06,3324.92,2.1972244954929154,-4.5642726874913056e-08,0.001948134161050005,4.167635155017497e-05
0.0,547200,0.0,-10.70154761717777,0.0,7.254281439731403e-05,1.0774479548407725e-06,76,1.0796374981017258e-06,0.000785261209344861,2.312695241498688e-05,353,2.1381239191631015e-08,1.958256606037171e-05,3324.92,2.1972248835025243,2.189543583927393e-09,0.0016907740188603115,3.0467739602591944e-05
0.0,554400,0.0,-9.298535165603255,0.0,6.989134535320487e-05,-8.833502040403783e-07,77,-9.005327491811671e-07,0.0007128290053697392,4.1035018591209744e-05,353,1.3841744329978702e-08,4.0754091396803133e-05,3324.92,2.1972248720377325,-1.7182543719703367e-08,0.0016011101031427094,2.5953685141878108e-05
0.0,561600,0.0,-15.783460751176165,0.0,8.429125815925693e-05,-3.065977853533436e-07,78,-3.341417769847299e-07,0.0009075805315019087,3.629620494643761e-05,352,2.871908773436145e-08,3.538016973507485e-05,3324.88,2.197224686963447,-2.75439916840191e-08,0.00166751620590571,3.48282738962366e-05
0.0,568800,0.0,-16.23595328060895,0.0,8.221064379534058e-05,-1.0645616414935596e-06,79,-1.0624263711734057e-06,0.0008679403085470956,5.57156060986822e-05,352,3.3596719792568947e-08,5.515413012417386e-05,3324.88,2.1972246042870163,2.135270664659787e-09,0.0010930391733956102,3.6421179915893635e-05
0.0,576000,0.0,-10.404065948626984,0.0,9.180368726115002e-05,-1.4936051359962862e-06,80,-1.5339229480095582e-06,0.0010218654332214212,5.795176330461342e-05,352,4.3260345523989595e-08,6.0610951390762244e-05,3324.88,2.197224359739394,-4.031781007224962e-08,0.0023843417519623365,4.3402561609196616e-05
0.0,583200,0.0,-10.16165882001478,0.0,6.955048447185552e-05,-7.16787634359327e-07,81,-7.080774423802912e-07,0.0008116875360759895,2.179525287483292e-05,352,1.7244421287068056e-08,2.2342504751456605e-05,3324.88,2.197224847128782,8.710189180286914e-09,0.0017333217001033814,3.066096324430667e-05
0.0,590400,0.0,-10.964044831683712,0.0,6.147814827288908e-05,-1.1513864942432526e-06,82,-1.1507628234097568e-06,0.0006749739241221838,1.9687717563426433e-05,352,1.600316190257588e-08,1.964286302221725e-05,3324.88,2.197224956429194,6.236709282347874e-10,0.000998053639270586,2.376871730689984e-05
0.0,597600,0.0,-9.658658048643007,0.0,7.022926402837751e-05,-8.881637629570045e-07,83,-9.090082920257861e-07,0.0007316547980566389,1.4761830713709926e-05,351,1.4710341359614967e-08,1.56637981424377e-05,3324.88,2.1972249127348893,-2.0844528647719243e-08,0.0017761100437565251,2.4872836995331474e-05
0.0,604800,0.0,-13.43148291483758,0.0,7.063880343518275e-05,2.481186945977251e-07,84,2.2484689028202094e-07,0.00075954632078859,7.54100621744564e-06,351,1.880882503107716e-08,7.044126115927133e-06,3324.76,2.19722482002286,-2.3271803999907407e-08,0.001225504599040796,3.0049567853732928e-05
0.0,612000,0.0,-11.233632115192744,0.0,9.086011568927167e-05,1.5330593806239239e-06,85,1.5391339230219063e-06,0.0008878890948218275,3.6488844390722837e-05,351,3.8613133807785374e-08,3.166529432400651e-05,3324.76,2.197224409491641,6.074543155894693e-09,0.0014353642822768217,3.8871663723521796e-05
0.0,619200,0.0,-11.804007480920307,0.0,7.869462579726984e-05,-1.0154185986535655e-06,86,-1.0154185986535655e-06,0.0008525983378967793,3.5140927609409985e-05,351,3.5996944187346135e-08,3.589520424193035e-05,3324.76,2.1972245386290172,0.0,0.000673055631684386,3.574564116427544e-05
0.0,626400,0.0,-8.233859785438845,0.0,6.193820554616405e-05,-8.983623320483208e-07,87,-8.983623320483208e-07,0.0006449405440777072,3.5609889916616205e-05,350,9.39783715180175e-09,3.5682541627157094e-05,3324.76,2.1972249977298515,0.0,0.0005333786425839804,2.1125989286213904e-05
0.0,633600,0.0,-10.369454614425463,0.0,6.798088349055903e-05,-5.754499015435465e-07,88,-5.754499015435465e-07,0.0006665295589368364,3.630152236953095e-05,350,1.3545014665715405e-08,3.6290990544315835e-05,3324.76,2.197224838601218,0.0,0.0005557596191577355,2.4024976954806606e-05
0.0,640800,0.0,-16.40553743582869,0.0,6.985417401142152e-05,-6.934517872588613e-07,89,-6.934517872588613e-07,0.0006990816673091364,4.3312901768966555e-05,350,1.4965567998054174e-08,4.283360852609587e-05,3324.89,2.1972248770320224,0.0,0.0004988267994045124,2.505178620864855e-05
0.0,648000,0.0,-14.742480957797742,0.0,7.443985892524851e-05,-1.2480554175139441e-06,90,-1.2480554175139441e-06,0.0008255958544032405,5.282711068340845e-05,350,2.3737689115837632e-08,5.321153993038729e-05,3324.89,2.1972246851560104,0.0,0.0005008693296132315,3.373723435622362e-05
0.0,655200,0.0,-8.092456758362907,0.0,8.294447543181693e-05,-1.0086459089985172e-06,91,-1.0086459089985172e-06,0.0009112243420703052,5.941930023153771e-05,350,3.235900299345861e-08,5.8665520915628654e-05,3324.89,2.1972245407861375,0.0,0.00044781159510873616,3.726795270512424e-05
