PMM:episode_rewards,approx_kl_divergence,frames,policy_entropy,explained_variance,policy_loss,P09:episode_rewards,epoch_idx,clip_fraction,grad_norm,episode_length,advantage_norm,P01:episode_rewards,fps,value_loss
279.0,0.0014717098188611998,348160,1.156519526988268,5.587935447692871e-09,-0.0008644610803457909,350.0,34,0.0889892578125,0.05357669025643088,338.87,15.968718099594117,200.0,240,0.018582323074224406
278.25,0.0017536573214272267,358400,1.1708113253116608,-1.564621925354004e-08,-0.0008674431479448686,350.0,35,0.1081298828125,0.05439012648489807,336.18,15.968717962503433,200.0,240,0.01827282024023589
273.0,0.0018903090872015582,368640,1.2003263249993323,2.6822090148925782e-08,-0.0008517643651430262,352.5000000000002,36,0.1162353515625,0.05815667969963969,333.05,15.968717992305756,200.0,240,0.018997807503910735
276.5,0.0018564164939732565,378880,1.1759091652929783,-3.3527612686157227e-09,-0.0011975291119597387,352.5000000000002,37,0.114111328125,0.05508146148285524,332.94,15.968718063831329,200.0,241,0.01889100554108154
279.25,0.0020513077878035802,389120,1.1156615160405636,-8.940696716308593e-09,-0.0008883950860763435,350.0,38,0.1284912109375,0.05437482058873553,331.07,15.968717968463897,225.0,240,0.018761061818804593
279.0,0.001874169604251108,399360,1.1427337512373925,2.9802322387695314e-09,-0.001382129950070521,350.0,39,0.109326171875,0.0521602413362791,330.86,15.968717956542969,200.0,241,0.01901036660128739
283.0,0.0017729566640866778,409600,1.1870498038828372,1.1920928955078126e-08,-0.0008907678588002454,327.5000000000002,40,0.10146484375,0.054707710653925525,329.91,15.968718022108078,200.0,240,0.019435371205327102
285.5,0.002168190074087306,419840,1.199139317125082,-1.2293457984924316e-08,-0.0014413446733669844,350.0,41,0.1363037109375,0.055173259361896175,329.55,15.968718045949936,200.0,240,0.019773230253485964
285.0,0.0016538821066887977,430080,1.1968577966094016,-5.587935447692871e-09,-0.0009062557553988881,350.0,42,0.0873291015625,0.05145288623997825,326.03,15.96871811747551,225.0,240,0.019329646084224807
287.25,0.0017174627500367023,440320,1.1934703871607781,1.1548399925231934e-08,-0.0006921211443113862,350.0,43,0.1150390625,0.05607948307998979,328.74,15.968718099594117,225.0,240,0.019679101309156975
284.0,0.0019258183990629619,450560,1.1572006739676,-4.097819328308106e-09,-0.0013630611885673716,350.0,44,0.1218017578125,0.05410434090646199,331.15,15.968718111515045,225.0,240,0.018913753476226702
288.75,0.0017075985396445502,460800,1.1765799082815647,-1.7881393432617187e-08,-0.00048725073866080494,350.0,45,0.090869140625,0.053453939673752324,336.56,15.96871799826622,225.0,240,0.019354473479324952
293.75,0.0014490469849192777,471040,1.1576330192387103,-7.450580596923828e-09,-0.000850260002334835,375.0,46,0.09228515625,0.05421756422459867,338.51,15.96871793270111,225.0,240,0.020275984553154557
298.75,0.0018474877596901251,481280,1.1321932457387447,1.1548399925231934e-08,-0.0013482227011991199,375.0,47,0.1271484375,0.06062178004330382,332.99,15.968717950582505,225.0,240,0.01998843754408881
295.75,0.0018974876491313353,491520,1.0945970334112645,2.2351741790771484e-09,-0.0011566713455977151,350.0,48,0.1257568359375,0.056434911597508984,324.17,15.968718028068542,225.0,240,0.020499921450391412
286.75,0.0016071071425697524,501760,1.058859733492136,-7.450580596923828e-09,-0.000839328423171537,350.0,49,0.088037109375,0.05242895128624371,318.74,15.96871812939644,225.0,240,0.019913427974097432
286.0,0.001687838380365747,512000,1.0204243209213018,6.7055225372314455e-09,-0.0005998853019264061,350.0,50,0.0868896484375,0.05162843277733438,316.58,15.968718039989472,225.0,240,0.020124237664276734
277.0,0.001738599952280495,522240,0.9590909756720066,-7.82310962677002e-09,-0.0007499651219404768,350.0,51,0.0931884765625,0.0482863810131182,319.11,15.968717950582505,200.0,240,0.018657716154120863
273.25,0.0021163735112736505,532480,1.0044255815446377,9.685754776000977e-09,-0.0018701751847402192,350.0,52,0.145751953125,0.057013312805622454,321.03,15.968717980384827,200.0,240,0.018865865145926364
272.5,0.0019586672038542476,542720,1.0223219506442547,-2.9802322387695314e-09,-0.0013820855514495634,350.0,53,0.110205078125,0.05252182849738725,329.98,15.968718075752259,200.0,240,0.017727084489888512
275.5,0.0017362571804795835,552960,1.0036223895847798,-1.4901161193847656e-08,-0.0005633080065308605,350.0,54,0.0975830078125,0.051180517824824766,331.98,15.968718039989472,225.0,240,0.019371810526354238
279.0,0.0020183902272435717,563200,1.0411152627319098,3.725290298461914e-09,-0.0008960847269918304,350.0,55,0.0918701171875,0.05290393104530455,338.17,15.968717986345291,225.0,240,0.01839224572322564
286.5,0.00183763446760139,573440,1.021123954281211,-1.4901161193847656e-08,-0.0011083489262091462,350.0,56,0.1072021484375,0.05502823982286633,346.29,15.968718087673187,225.0,240,0.01844320823729504
284.75,0.002005545746190762,583680,1.0954770915210248,-1.601874828338623e-08,-0.0011427305835240986,350.0,57,0.114453125,0.05516073923431077,343.95,15.96871821284294,225.0,240,0.019267275868332944
288.75,0.00193789528619277,593920,1.0794356018304825,7.450580596923829e-10,-0.0015043844272440766,350.0,58,0.1254638671875,0.05771280962080969,345.04,15.96871821284294,225.0,239,0.01923141907027457
289.5,0.001945620863057229,604160,1.0896503694355488,-2.2351741790771484e-09,-0.0013295721182657871,350.0,59,0.1205322265625,0.057382131369675425,334.94,15.9687180519104,225.0,239,0.019814989529550076
289.75,0.0018854308314757873,614400,1.1433316692709923,-7.450580596923829e-10,-0.0009441876652999781,352.5000000000002,60,0.12373046875,0.05478846327562623,334.11,15.968718034029006,225.0,239,0.019209735977347007
292.25,0.0020174761134512664,624640,1.16794203966856,-5.960464477539063e-09,-0.0008256227883975953,375.0,61,0.1146240234375,0.05637486156384523,331.17,15.968718039989472,225.0,239,0.02061498592956923
296.5,0.001899998041329809,634880,1.2143996804952621,1.7881393432617187e-08,-0.0007458950756699778,375.0,62,0.1000732421875,0.056508280938349774,330.55,15.968718093633651,225.0,239,0.02053399229189381
299.5,0.0018718704525497287,645120,1.2422987639904022,-2.3096799850463868e-08,-0.0008979458267276641,352.5000000000002,63,0.0916015625,0.051007294152169015,327.25,15.968717849254608,250.0,239,0.020217465877067298
301.25,0.0020704097879729487,655360,1.2579769060015678,-8.940696716308593e-09,-0.0012309265639487421,352.5000000000002,64,0.110595703125,0.0556499375045156,327.23,15.968717992305756,250.0,239,0.020385145815089344
297.0,0.0018776054835711875,665600,1.1809420838952065,6.332993507385254e-09,-0.0014714124296006047,350.0,65,0.1256591796875,0.05952317970555513,325.24,15.968718022108078,225.0,239,0.02034085142367985
294.75,0.0018550787206550012,675840,1.1594473548233508,-7.078051567077636e-09,-0.0013696950903977268,350.0,66,0.117041015625,0.05617690848065913,324.37,15.968718069791795,225.0,238,0.02041274422663264
288.25,0.0015494828703026542,686080,1.1277839966118335,1.0058283805847169e-08,-0.0010853449850401376,350.0,67,0.1043212890625,0.05490720557745963,321.52,15.968718063831329,225.0,238,0.019391904934309423
288.5,0.0013317998000927033,696320,1.1035275392234325,-1.1920928955078126e-08,-0.0008042457564442884,350.0,68,0.0837890625,0.05321163855031823,316.81,15.96871801018715,225.0,238,0.021363145706709476
290.5,0.0016267962690271532,706560,1.0952445402741433,1.4901161193847657e-09,-0.000850717169669224,350.0,69,0.09375,0.05320035876639122,316.48,15.968718028068542,225.0,238,0.02060900166979991
291.0,0.0015174274180139945,716800,1.1024093367159367,-1.5273690223693846e-08,-0.0008596338680945337,350.0,70,0.1077392578125,0.05521316422275228,315.21,15.96871799826622,225.0,238,0.02025184981757775
290.25,0.0016191155056915819,727040,1.1029641717672347,3.725290298461914e-09,-0.0006234292515728157,350.0,71,0.1111083984375,0.057071095405492066,319.06,15.968718093633651,225.0,238,0.019985173174063675
287.0,0.0015384962346303155,737280,1.111810251325369,-8.568167686462402e-09,-0.0009104524069698527,352.5000000000002,72,0.102978515625,0.054532254332782346,322.37,15.968718189001084,225.0,238,0.019185935048153625
282.25,0.0015641007812927654,747520,1.1275071702897548,1.0058283805847169e-08,-0.0008476824834360742,350.0,73,0.07939453125,0.05562085595842274,323.62,15.968718028068542,225.0,238,0.020027973741525783
289.25,0.001970828733405483,757760,1.1747404731810094,2.6077032089233397e-09,-0.0008047746039665071,350.0,74,0.10322265625,0.055547283633105834,325.7,15.968717980384827,225.0,238,0.02068568625836633
286.25,0.0018628202832132955,768000,1.1749929837882518,1.5273690223693846e-08,-0.0007154473576520104,350.0,75,0.141748046875,0.06376099859345055,324.37,15.968717992305756,225.0,238,0.018911998384282924
289.25,0.0015241616259203284,778240,1.1202872596681117,-1.7508864402770997e-08,-0.001029902934533311,375.0,76,0.104248046875,0.05245132090326791,324.0,15.968718039989472,225.0,237,0.01959206713363528
275.75,0.0020993210917737313,788480,1.0981483466923236,1.30385160446167e-08,-0.0012307846103794874,350.0,77,0.1397705078125,0.05787299619371079,319.4,15.968717885017394,225.0,237,0.019169202935881913
277.75,0.0018678785291740495,798720,1.121467113494873,-1.9744038581848144e-08,-0.001466590852214722,350.0,78,0.131787109375,0.056351642508547406,318.88,15.968718093633651,222.5,238,0.019946930190781132
279.0,0.0014386503889681989,808960,1.101333986967802,3.3527612686157227e-09,-0.0006659565726295114,350.0,79,0.093994140625,0.05282479448141203,321.31,15.968717980384827,225.0,238,0.01965525888663251
283.25,0.0014374459242375791,819200,1.0970087572932243,1.30385160446167e-08,-0.0007830432106857188,350.0,80,0.0986572265625,0.05582623156978263,319.44,15.968717974424361,225.0,238,0.02027009236626327
285.25,0.0016279127974513584,829440,1.0394425842911006,-8.940696716308593e-09,-0.001251390454126522,327.5000000000002,81,0.1043212890625,0.05481355096080511,318.79,15.968718105554581,225.0,238,0.02031928620999679
282.0,0.0012181014531705615,839680,1.0166924614459276,-8.568167686462402e-09,-0.00046044851624174046,327.5000000000002,82,0.061376953125,0.04983742941407688,315.08,15.968717920780183,225.0,238,0.019813457841519267
285.0,0.001482491725855084,849920,1.081726647913456,7.450580596923829e-10,-0.00034843121065932794,350.0,83,0.081201171875,0.052838188056263745,314.52,15.96871799826622,225.0,237,0.02072884200606495
289.0,0.0018189201964631252,860160,1.0995622910559177,-3.3527612686157227e-09,-0.00071923096475075,375.0,84,0.107958984375,0.057038820950991276,315.6,15.96871799826622,225.0,238,0.020929549558786675
291.5,0.0015111647680583929,870400,1.1037140011787414,5.587935447692871e-09,-0.0007966108001710382,375.0,85,0.1145751953125,0.05660635048628661,317.74,15.968717914819717,225.0,237,0.01986576949711889
290.25,0.001945497348015124,880640,1.1200320817530156,-9.313225746154785e-09,-0.001035595787107013,350.0,86,0.126171875,0.0583973715742355,319.43,15.968717819452285,225.0,237,0.020219953477499074
282.0,0.0015627552501428,890880,1.0999953024089337,1.6763806343078613e-08,-0.0008263116782472934,350.0,87,0.1074462890625,0.056442995794064796,321.73,15.968718034029006,225.0,237,0.019128255010582507
288.25,0.0014206449751895888,901120,1.0781455516815186,1.4901161193847657e-09,-0.0008772472050623037,350.0,88,0.098681640625,0.059072795298105996,326.89,15.96871821284294,225.0,237,0.01977526962873526
286.25,0.0011327366313558685,911360,1.02719661667943,1.2293457984924316e-08,-0.0005804029704449931,350.0,89,0.075341796875,0.053519809035495435,331.2,15.968717908859253,225.0,237,0.01933929636143148
291.5,0.001374090568117481,921600,1.0107021510601044,0.0,-0.0007484219444449991,352.5000000000002,90,0.09150390625,0.04932009350793787,343.5,15.968717920780183,225.0,237,0.018115247928653842
294.0,0.0019054612998800735,931840,1.038512360304594,-3.3527612686157227e-09,-0.0010567852135864087,350.0,91,0.1375244140625,0.054902985774171395,342.49,15.968717956542969,225.0,237,0.019521177717251703
289.25,0.0015333137004660102,942080,1.056053077429533,-2.2351741790771484e-09,-0.0006891160708619281,350.0,92,0.1132568359375,0.05553830032434961,342.48,15.968718016147614,225.0,237,0.018955293338513
287.25,0.0018651829976136015,952320,1.063994286954403,-2.7194619178771972e-08,-0.0012699388433247804,350.0,93,0.127490234375,0.05325404293678844,334.67,15.968718004226684,225.0,236,0.01941123664146289
280.25,0.001829558042715007,962560,1.0489277124404908,1.7136335372924803e-08,-0.0007840829595807009,350.0,94,0.115087890625,0.05700096113397614,329.66,15.968717896938324,225.0,236,0.018848085473291577
273.25,0.0013001091078422178,972800,1.0959969192743302,-4.8428773880004884e-09,-0.0006068266920919996,350.0,95,0.085205078125,0.053669806808532915,328.88,15.968717980384827,225.0,236,0.018557666265405715
277.0,0.0018890980464277619,983040,1.1200938411056995,-1.2293457984924316e-08,-0.0007663969132408966,350.0,96,0.10576171875,0.05488579716875617,329.15,15.968717962503433,225.0,236,0.019555534221581183
281.0,0.0011613666813858003,993280,1.095912590622902,5.960464477539063e-09,-0.0006901639921125024,350.0,97,0.082958984375,0.054977315593446804,331.58,15.968718081712723,225.0,236,0.01963291942665819
290.75,0.0016706573405812718,1003520,1.102234622836113,1.1920928955078126e-08,-0.0006386260211002082,350.0,98,0.11103515625,0.06058877623718171,333.36,15.968718141317368,225.0,236,0.019385379448067397
289.25,0.001313108711053701,1013760,1.1073265634477139,-3.725290298461914e-09,-0.0007625772374012741,350.0,99,0.0863525390625,0.05508333399456163,332.78,15.968717956542969,225.0,236,0.019699288695119322
288.75,0.001487541224722122,1024000,1.095444843173027,-5.215406417846679e-09,-0.000426236932980828,350.0,100,0.10419921875,0.06064252457148498,330.09,15.968718123435973,225.0,236,0.019698527309810743
287.25,0.0017108115337549634,1034240,1.0888934813439846,-2.7567148208618165e-08,-0.00138116654343321,350.0,101,0.1337646484375,0.05794785635596307,329.36,15.968718111515045,225.0,236,0.019244146719574928
284.5,0.0021418457469508214,1044480,1.086737149953842,-2.123415470123291e-08,-0.0012424159671354574,350.0,102,0.130712890625,0.054281500161607,333.88,15.968717962503433,225.0,236,0.01856192788982298
292.75,0.001903549169773555,1054720,1.0894927963614465,-1.601874828338623e-08,-0.0009421078393643256,350.0,103,0.114453125,0.05514111013981495,339.23,15.968718093633651,225.0,236,0.02002969581808429
293.25,0.0022773365081320664,1064960,1.1846908070147038,1.7136335372924803e-08,-0.0007982993633049773,350.0,104,0.13828125,0.059237459426916585,340.31,15.968718141317368,225.0,236,0.0187865382846212
284.25,0.0018110371680108983,1075200,1.1837429977953433,-6.7055225372314455e-09,-0.0009187501334963599,350.0,105,0.10078125,0.05012505686987938,340.49,15.968717926740647,222.5,236,0.017720592144178225
272.25,0.001771975356712119,1085440,1.1709110580384732,-2.905726432800293e-08,-0.0010147712158868672,325.0,106,0.137060546875,0.056898830909310874,336.4,15.968718045949936,200.0,236,0.017831223460962064
268.0,0.0014326803412449962,1095680,1.1661206386983394,2.16066837310791e-08,-0.0006955360058782389,327.5000000000002,107,0.08798828125,0.05316627221398127,340.68,15.968717920780183,200.0,235,0.017674485401948915
269.75,0.0016900546639028846,1105920,1.1612653404474258,-6.332993507385254e-09,-0.000899050351290498,350.0,108,0.1150146484375,0.05433522283191385,339.76,15.968718075752259,200.0,235,0.01852536487276666
276.0,0.0018424129503586072,1116160,1.2145844183862209,-3.725290298461914e-09,-0.0010102616841322742,350.0,109,0.1227783203125,0.05286027014738572,343.74,15.968718081712723,200.0,235,0.01821957265783567
275.0,0.0017399394794267663,1126400,1.2759712889790535,2.0116567611694337e-08,-0.001221831967268372,350.0,110,0.1172119140625,0.05586658651109429,341.34,15.9687180519104,175.0,235,0.018565084150759505
277.75,0.0019327796297659461,1136640,1.287207332253456,5.960464477539063e-09,-0.0008502940632752143,350.0,111,0.1352294921875,0.0552793860711245,341.41,15.9687180519104,200.0,235,0.018764155567623675
286.0,0.0017917925979958227,1146880,1.2736165255308152,-9.313225746154785e-09,-0.0011342032739776187,350.0,112,0.1259765625,0.051727587684010534,334.28,15.968717908859253,225.0,235,0.019844206026755275
285.0,0.001741439579939197,1157120,1.2843141496181487,0.0,-0.0012163405037426856,350.0,113,0.1298828125,0.06082449947837652,330.47,15.968718045949936,225.0,235,0.019004289782606064
291.25,0.0016273799117442421,1167360,1.2944413475692271,-3.725290298461914e-09,-0.0009942052311089355,350.0,114,0.1204345703125,0.05685640048778788,329.57,15.968718159198762,225.0,235,0.020169126032851637
284.25,0.0014851513673136197,1177600,1.2436153888702393,-2.2351741790771484e-09,-0.0012989427319553214,325.0,115,0.107861328125,0.05795011772116636,326.9,15.968717962503433,225.0,234,0.019503774895565585
290.25,0.0015882080192966442,1187840,1.2077907718718053,2.9802322387695314e-09,-0.0008603484893683344,350.0,116,0.103857421875,0.055328634901609684,324.65,15.968717938661575,225.0,235,0.020174392449553123
284.75,0.0015007523373220977,1198080,1.1815799161791802,2.9802322387695314e-09,-0.0012342845227976795,350.0,117,0.097509765625,0.051790709024930014,321.73,15.968718039989472,225.0,235,0.019696089639910496
287.0,0.0013560847872895465,1208320,1.1521403416991234,-6.332993507385254e-09,-0.0008053911587921903,350.0,118,0.106982421875,0.05574823885591364,320.34,15.968718063831329,225.0,234,0.020796895553939976
285.75,0.0014502663510143066,1218560,1.180928859114647,-4.097819328308106e-09,-0.0009976854216802167,350.0,119,0.115771484375,0.05591576212095711,321.53,15.968718063831329,225.0,234,0.019828246548422614
286.25,0.0013900512192179804,1228800,1.1437067195773125,1.1175870895385742e-09,-0.0008363989283679985,350.0,120,0.098095703125,0.053752777366547225,322.68,15.968718057870865,225.0,234,0.019694704201538116
280.75,0.0017211035661944152,1239040,1.122461049258709,-1.1548399925231934e-08,-0.000931944827971165,325.0,121,0.1089111328125,0.05466345377398589,322.69,15.968717902898788,225.0,234,0.018343021639157086
275.0,0.0019433191657205029,1249280,1.1853502050042153,1.1548399925231934e-08,-0.0011036892467018334,325.0,122,0.14462890625,0.061389427160176355,322.2,15.968718099594117,200.0,234,0.019242795402533375
269.75,0.0012225780411043274,1259520,1.0896581135690213,1.4528632164001465e-08,-0.00072909775080916,325.0,123,0.0828369140625,0.05085988941246503,322.32,15.968718039989472,200.0,234,0.018091284242109394
261.5,0.0012686858169388415,1269760,0.9786916889250279,-7.450580596923829e-10,-0.0006532599320053123,325.0,124,0.0832275390625,0.04677369526516383,323.11,15.96871787905693,197.5,234,0.017544673214433714
254.5,0.0009106794960982434,1280000,0.9926170662045479,-8.195638656616212e-09,-0.0004902958353341091,325.0,125,0.05908203125,0.04385496429993185,325.2,15.968717902898788,175.0,234,0.016698177589569242
252.25,0.001656696653049039,1290240,1.0887208893895148,4.470348358154297e-09,-0.0010769796950626186,325.0,126,0.127783203125,0.05293373818699541,324.34,15.968718099594117,197.5,234,0.01819810901361052
258.0,0.0016170410985864691,1300480,1.115683025121689,-2.421438694000244e-08,-0.0010383538719906937,325.0,127,0.1195068359375,0.0583670278572345,327.71,15.968718045949936,200.0,234,0.01865079078124836
264.5,0.0018861572292649953,1310720,1.0619392432272434,1.4901161193847657e-09,-0.0007688901609071763,327.5000000000002,128,0.1103515625,0.04726396420188303,336.52,15.96871793270111,200.0,234,0.016158017225097864
260.0,0.0014268439523561938,1320960,1.0014177553355694,-7.450580596923828e-09,-0.0006070862418710021,325.0,129,0.0924072265625,0.0478347121378571,347.02,15.968718034029006,200.0,234,0.015524666244164109
253.5,0.0014114819567161874,1331200,0.988715922087431,-2.7567148208618165e-08,-0.00048097296530613676,325.0,130,0.0990478515625,0.04751428486959999,362.13,15.968717831373215,175.0,234,0.01437801958527416
252.75,0.0015260743810870281,1341440,0.9911416817456484,-4.470348358154297e-09,-0.0006025089835020481,325.0,131,0.10537109375,0.051075028555744875,372.41,15.968717885017394,175.0,234,0.01614170473330887
251.25,0.0013039219015823279,1351680,1.0170139390975237,-1.30385160446167e-08,-0.0007152862664952409,325.0,132,0.0829345703125,0.049475917554340505,371.82,15.968717908859253,175.0,234,0.016017529330565595
252.75,0.0015392824271486915,1361920,1.0204036314040423,-2.6077032089233397e-09,-0.0009192640471155755,325.0,133,0.097998046875,0.049868034232395546,369.17,15.96871771812439,175.0,234,0.015431599071598611
250.0,0.0019105270404395469,1372160,0.9923444729298353,7.450580596923829e-10,-0.0010935861533653223,325.0,134,0.14033203125,0.05019097673333828,363.87,15.968717908859253,175.0,234,0.015243291137448978
240.5,0.0015365835147136409,1382400,0.9621963750571012,-2.6077032089233397e-09,-0.001223338550698827,300.0,135,0.1072021484375,0.04949045863855684,353.79,15.968717968463897,175.0,234,0.015781008180783828
231.75,0.0012852885265317582,1392640,0.8555345144122839,-1.0058283805847169e-08,-0.0003663551127829123,300.0,136,0.0865966796875,0.044352637128570564,355.19,15.968717873096466,172.5,234,0.013320273537829053
218.0,0.0017843952257956986,1402880,0.8486677505075931,3.3527612686157227e-09,-0.0009102741882088594,300.0,137,0.114404296875,0.04611321476155916,353.73,15.968717896938324,150.0,234,0.012530073076777625
212.5,0.0015260735693118476,1413120,0.9341789297759533,-3.166496753692627e-08,-0.001128180964224157,275.0,138,0.1154052734375,0.04665045380560258,348.43,15.968717849254608,147.5,234,0.015331061212054919
222.5,0.0016890287677711058,1423360,1.07310341745615,-2.2351741790771484e-09,-0.0011986173754849005,277.5000000000002,139,0.117822265625,0.05098119799078209,342.46,15.968717938661575,150.0,234,0.017314032775175292
