advantage_norm,frames,P09:episode_rewards,episode_length,explained_variance,grad_norm,P01:episode_rewards,fps,PMM:episode_rewards,value_loss,epoch_idx,policy_entropy,policy_loss
2.6158544447273018,8000,3.0,170.725,-4.425054500699043,5.805364413694962,0.0,342,1.1,0.1452776381161675,1,1.2946732518076898,-0.013835476271924562
1.4615011581778525,16000,5.0,189.1625,-0.023338949084281923,0.32452093860407333,0.0,248,1.5375,0.018283478788944194,2,1.364091296195984,0.0023751896095927805
1.2301013430207968,24000,5.0,200.65,-0.10000754296779632,0.27509258528114217,0.0,258,1.86,0.014524370459075725,3,1.3775546765327453,0.0014373829170654063
1.150967640951276,32000,4.0,190.54,-0.07996955215930938,0.2451645450796229,0.0,267,1.64,0.012806259018543643,4,1.3813303685188294,0.0031827911424988998
0.9404166185110807,40000,3.0,168.75,-0.04848970413208008,0.19973040705493308,0.0,271,1.09,0.009475945868944109,5,1.3743245804309845,0.0004135813751781825
1.2444443701207637,48000,2.0,164.44,-0.013088560104370118,0.3898773265770632,0.0,278,1.0,0.016320031627983553,6,1.3389407479763031,-0.0032233989883388857
1.2101635804772377,56000,3.0,172.56,0.32423746526241304,0.31498914362187685,0.0,281,1.16,0.011654539838200435,7,1.3631370568275452,0.00345035009610001
1.471497706770897,64000,4.0,184.03,0.31206691682338716,0.4479656404072741,0.0,284,1.49,0.016094955255975946,8,1.3652029681205748,-0.00393100835615769
1.38737390935421,72000,3.1000000000000085,180.92,0.33223491251468656,0.41437863404337444,0.0,287,1.46,0.01525703423336381,9,1.3707965302467346,-0.003912532268441282
1.4774615535140037,80000,3.0,181.93,0.5735304129123687,0.5414481922124377,0.0,280,1.38,0.01737265367526561,10,1.377087323665619,-0.0077940084417059555
1.1867633891105651,88000,4.0,185.29,0.7111961257457733,0.40089984666487394,0.0,283,1.43,0.010490808695321903,11,1.3510947155952453,-0.0013347748668456915
1.315241920351982,96000,4.1000000000000085,185.29,0.7637073171138763,0.45533704119501595,0.0,285,1.42,0.0138119720981922,12,1.3443282783031463,-0.006890984733290679
1.43262153506279,104000,5.0,195.72,0.78005391061306,0.573067499034037,0.0,285,1.69,0.016422290820628405,13,1.352237366437912,-0.01171935253078118
1.2217634534835815,112000,5.0,199.33,0.8342774379253387,0.39425032153997464,0.0,285,1.77,0.010276068289531395,14,1.3468498980998993,-0.0028030935680726544
1.164558938741684,120000,5.0,194.9,0.8379326325654983,0.39327351602944566,0.0,286,1.75,0.00989452640817035,15,1.3483295404911042,-0.002644789553596638
1.0749859642982482,128000,5.0,191.22,0.8691941255331039,0.3492197389735447,0.0,286,1.67,0.008498155953420792,16,1.3567157936096192,0.0009378549573011697
1.0021341490745543,136000,4.1000000000000085,194.61,0.8970629978179931,0.3213624448893387,0.0,287,1.69,0.007194190484588034,17,1.322197517156601,-0.0006043992072955007
1.0124806001782418,144000,5.0,207.21,0.9258490782976151,0.31236690164669345,0.0,287,2.02,0.007406823023920879,18,1.3317276084423064,-0.0021720679564168678
1.1019542476534843,152000,5.0,213.59,0.9091240578889846,0.3241150222780918,0.0,288,2.14,0.008773432602756656,19,1.344932909011841,-0.002277718390746486
1.0533030676841735,160000,6.0,226.98,0.9023292529582977,0.36867139668780524,0.0,288,2.5,0.008703516356181353,20,1.3403756868839265,-0.0010794751739013008
0.9823598793148994,168000,6.0,210.95,0.9050940352678299,0.3041173000283408,0.0,289,2.16,0.007395077151013538,21,1.3389424920082091,-0.004098576297838008
0.7608236199617386,176000,6.0,211.55,0.9624310564994812,0.22113376498602616,0.0,290,2.19,0.004252824797295034,22,1.319744085073471,-0.0010370810003951193
0.6550472337007522,184000,5.0,200.54,0.9663305801153182,0.19359054447418803,0.0,290,1.85,0.0031706647854298354,23,1.3332662081718445,-0.0009618849282560405
0.7391681273281574,192000,5.0,207.63,0.9574757897853852,0.2184746523614499,0.0,290,1.98,0.004202442093519494,24,1.3358984065055848,-0.0011616220619907836
0.8994602707028388,200000,5.0,199.37,0.9248458266258239,0.24971350830735417,0.0,290,1.86,0.005985107400338165,25,1.3583169412612914,-0.0002569429992581718
0.7511355201900005,208000,5.0,206.19,0.9641614162921905,0.22046241819498058,0.0,291,2.11,0.00427683879621327,26,1.3549783313274384,-0.00020954404200892895
0.6551780214905739,216000,5.0,209.03,0.954550569653511,0.18428895128246048,0.0,291,2.15,0.0035046938844607214,27,1.3502445805072785,-0.0014220062982349191
0.6626964831352233,224000,5.0,206.37,0.9696173107624054,0.18781578291994755,0.0,292,2.01,0.0036301354483293836,28,1.3398073923587799,-0.0005941307384637185
0.7728427048027515,232000,5.0,194.73,0.9411849975585938,0.21932349306383025,0.0,292,1.81,0.00487119894620264,29,1.3590737438201905,-0.0008677219453966245
0.6215665647387505,240000,5.0,190.61,0.9685299271345138,0.17081680920966102,0.0,292,1.63,0.002866302691691089,30,1.3539880919456482,-0.000686021833535051
0.7642624634504318,248000,5.0,196.87,0.9513648986816406,0.22327900862533592,0.0,292,1.79,0.004492643885023426,31,1.347921757698059,-0.0015518509587855078
0.771355072259903,256000,9.0,220.89,0.9564497035741806,0.24479759518908106,0.0,291,2.56,0.004631626629270613,32,1.3489403998851777,-0.0006186228527803906
0.6736841306090355,264000,9.0,228.89,0.9668097394704819,0.1846373780612207,0.0,291,2.76,0.0036661007031216285,33,1.358677453994751,-0.0010826999807613902
0.8090328274667263,272000,5.0,200.84,0.897156987786293,0.2851770715337408,0.0,291,1.91,0.006474519759940449,34,1.3587398779392243,0.00019094235249212944
0.6983121514320374,280000,5.0,201.04,0.9624810940027237,0.18494671499014384,0.0,292,1.9,0.003848085477366112,35,1.3464225828647614,-0.0007895272980675827
0.5668263910710811,288000,5.0,205.1,0.9758584690093994,0.15903958705966476,0.0,292,2.03,0.002533566206111573,36,1.339028105735779,-0.0012634221260032063
0.7302934540808201,296000,5.0,203.07,0.9553387594223023,0.19148443997380662,0.0,292,1.91,0.004213038268499076,37,1.3491519713401794,-0.0011208213272038848
0.8006210082769394,304000,5.0,205.74,0.953414021730423,0.22495357261324384,0.0,292,1.96,0.0050106077658711,38,1.345314267873764,-0.0022221800265833733
0.8553295981884003,312000,6.0,218.16,0.9460517501831055,0.22173929215831495,0.0,292,2.37,0.0054587548933341164,39,1.3583048224449157,-0.00117064279736951
0.8349265763163567,320000,9.0,223.11,0.9282642042636872,0.22681103278083817,0.0,292,2.6,0.005249648405006155,40,1.3484238159656525,-0.0007844475637830328
0.8013159875571728,328000,7.0,206.47,0.9540128022432327,0.22274527464183033,0.0,293,2.13,0.004961761907034088,41,1.358308218717575,-0.0018575552472611888
0.961842249929905,336000,9.0,215.22,0.8981794041395187,0.24280457360347124,0.0,293,2.44,0.006902126582572237,42,1.3586797320842743,-0.0004826586041599512
0.728125576376915,344000,9.0,222.06,0.9613284516334534,0.19477548371678544,0.0,292,2.57,0.003951063209678978,43,1.3474925100803374,-0.0011975250712202977
0.6184142509102821,352000,6.300000000000026,222.66,0.963768880367279,0.16119536771985526,0.0,292,2.51,0.0029501552568399346,44,1.35887561917305,0.00015468952944502234
0.62903310328722,360000,5.1000000000000085,206.74,0.9672705113887787,0.15880502919395328,0.0,291,2.07,0.003212766495416872,45,1.3536851239204406,-0.0012907381200056988
0.7408475130796432,368000,5.0,199.26,0.9462176549434662,0.1885666563367813,0.0,292,1.85,0.004379159842501395,46,1.3637109529972076,-0.0004963353124912828
0.7348247703909874,376000,5.0,205.67,0.9601879543066025,0.19544102008622244,0.0,291,2.0,0.003906412178184837,47,1.3529406654834748,-0.001474285625954508
1.009590089917183,384000,5.0,207.4,0.8953492760658264,0.31657573081855905,0.0,292,2.06,0.009796581727568992,48,1.3564323055744172,-0.004457649212854449
0.8376552137732506,392000,6.0,217.07,0.9446200370788574,0.2165538284930992,0.0,292,2.41,0.0055180753476452085,49,1.3587659108638763,-0.0006698104843962938
0.8865754941105842,400000,6.0,210.83,0.9370593643188476,0.22251924471367082,0.0,292,2.22,0.005894234424340538,50,1.3657211363315582,0.0011835552807315252
1.0070854958891868,408000,6.1000000000000085,211.64,0.9340584379434586,0.2588723815490523,0.0,292,2.26,0.007496799188083969,51,1.363889238834381,-0.0018781095326994546
0.8141475518047809,416000,6.0,207.41,0.9063815611600876,0.21589812360459504,0.0,292,2.13,0.005073487360496074,52,1.3643636429309844,0.001358994863840053
0.7850173726677895,424000,5.0,196.81,0.9313303655385972,0.2266761720810993,0.0,291,1.81,0.004953930535702966,53,1.3498292660713196,-0.0009690502909961652
0.7462281635403634,432000,4.0,190.76,0.9549059355258942,0.19706251722958668,0.0,292,1.55,0.004687686899560503,54,1.3587005817890168,0.0006927795441879426
0.7700718759000301,440000,5.0,207.33,0.9465911716222764,0.20012774102420783,0.0,292,2.04,0.00460838594881352,55,1.352495195865631,-0.0013705518879578449
1.0502787458896636,448000,5.0,216.0,0.9113774538040161,0.26821442501479437,0.0,292,2.37,0.007989538496476599,56,1.3585116577148437,-1.7368026892654597e-05
1.0471418654918672,456000,6.0,208.94,0.9021773928403855,0.2718504167089096,0.0,291,2.16,0.007736389631172642,57,1.3528798997402192,-0.0010746670583466767
0.9234314224123955,464000,6.0,216.94,0.9417438429594039,0.24080975038509572,0.0,291,2.35,0.006273766974918544,58,1.350892766714096,-0.001687962169162347
0.9452960747480392,472000,7.1000000000000085,233.87,0.9379630678892136,0.2542596063607811,0.0,291,2.8,0.0067294472048524765,59,1.3511141002178193,-0.0008667964808410034
1.0771615836024284,480000,8.100000000000009,230.56,0.8994470417499543,0.27887842351339087,0.0,291,2.78,0.008233858122839593,60,1.355649688243866,-0.0009190328815020621
0.8594019758701325,488000,6.1000000000000085,222.44,0.9391677218675614,0.22503150833440788,0.0,291,2.57,0.005555536637839396,61,1.35484743475914,-5.648614373058081e-05
1.1560396906733512,496000,9.0,233.29,0.8594999355077744,0.30072368399082466,0.0,291,2.88,0.009757128346245736,62,1.3558770525455475,-0.0021206120689748788
1.1968647667765617,504000,6.200000000000017,229.51,0.8959592598676681,0.37870415991961326,0.0,289,2.76,0.010858099003089592,63,1.3487885582447052,-0.0031931084382085828
1.242237893640995,512000,6.0,220.59,0.7818889445066453,0.33187504451809957,0.0,289,2.51,0.010932058133184909,64,1.3016765344142913,-0.005290690569672733
1.205635474920273,520000,6.0,201.6,0.801131609082222,0.320444809615487,0.0,289,2.11,0.01042167401057668,65,1.288466316461563,-0.00363221070059808
0.9628984296321869,528000,5.1000000000000085,194.9,0.9077183020114898,0.27193528573596876,0.0,289,1.9,0.006658440835308283,66,1.3512075102329255,-0.0005234760965686291
0.9517700088024139,536000,6.0,201.52,0.9325997602939605,0.267355760873529,0.0,289,2.02,0.006603581652743742,67,1.3469211113452912,0.0016755809978349135
