policy_entropy,clip_fraction,P01:episode_rewards,explained_variance,value_loss,epoch_idx,advantage_norm,episode_length,P09:episode_rewards,fps,grad_norm,PMM:episode_rewards,frames,approx_kl_divergence,policy_loss
1.6633930511772632,0.2380126953125,125.0,-6.381981074810028e-05,0.42524460298009215,1,15.968719279766082,341.24,325.00000000000017,185,15.344005156402094,212.0,10240,0.004670625011113811,0.0022141758519865105
1.6486238285899162,0.15126953125,75.0,0.23004737570881845,0.13608520526904613,2,15.968719255924224,347.1272727272727,365.0,180,3.3669944151979196,236.36363636363637,20480,0.0022764880917298027,-0.0024223441781941802
1.6908475160598755,0.1299560546875,75.0,0.39233683571219446,0.13992022895254194,3,15.968719297647477,350.57471264367814,410.0000000000001,190,3.659113328598468,240.80459770114942,30720,0.002121790574301852,-0.0039203086289489875
1.7282524876296521,0.1425537109375,72.50000000000001,0.3560829468071461,0.15005748607218267,4,15.968719220161438,354.69,377.5000000000002,195,3.9597588832725146,238.25,40960,0.0022473266929413363,-0.003975328935121069
1.7300799384713172,0.1545654296875,75.0,0.5471917580813169,0.15394736011512578,5,15.96871908903122,354.77,402.5000000000002,200,4.457559676297782,237.75,51200,0.002342407276183019,-0.004975643070065416
1.7235300533473492,0.16015625,97.5,0.6597593698650599,0.12969019557349384,6,15.968719214200974,354.94,375.0,203,3.686642659335257,235.75,61440,0.0023717997788483664,-0.0042369842376501765
1.7100181892514228,0.1147705078125,100.0,0.6176183171570301,0.1275163572281599,7,15.968719226121902,356.43,377.5000000000002,207,3.2615372245368484,236.5,71680,0.001912315765457916,-0.0049808453390141946
1.7284201703965665,0.141943359375,100.0,0.7412653096020222,0.12524398854002355,8,15.968719345331191,358.41,552.5000000000002,209,2.677577882656761,262.5,81920,0.0022242090256898634,-0.005913879743457073
1.7381171785295009,0.1308837890625,100.0,0.7469093974679708,0.12840656449552626,9,15.968719327449799,371.65,602.5000000000002,210,2.4798682910334837,306.5,92160,0.002031116771013611,-0.005638058624754194
1.7251507349312305,0.1530029296875,150.0,0.7713491186499596,0.12159644551575184,10,15.968719267845154,376.49,602.5000000000002,212,2.371216512268483,322.25,102400,0.0023734683693422236,-0.006705713230439869
1.7216489523649217,0.1468505859375,125.0,0.7802649445831775,0.11089269565418362,11,15.968719333410263,385.21,625.0,215,2.2661926762170994,334.0,112640,0.0023193780392378447,-0.007116261291957926
1.7043256253004073,0.160546875,125.0,0.7904697116464376,0.12659160397015512,12,15.968719172477723,381.87,600.0,216,2.758039733003434,310.5,122880,0.002430167303191709,-0.006687427584256511
1.7156523235142231,0.1500244140625,150.0,0.8394884809851646,0.10732318013906479,13,15.968719279766082,383.69,625.0,218,2.1340886129561993,328.5,133120,0.002340053672606111,-0.007680629649985349
1.6992974616587162,0.1558349609375,172.5,0.7766321271657943,0.14553473675623535,14,15.968719172477723,377.64,625.0,219,2.8366472252410557,336.0,143360,0.0024952401253361843,-0.006513057330448646
1.7290597803890706,0.1326171875,175.0,0.804233418032527,0.11386983268894255,15,15.968719267845154,382.89,625.0,221,2.2320997540786154,347.0,153600,0.002204441615913589,-0.007718062473213649
1.715268260240555,0.1319580078125,175.0,0.8506747350096703,0.10060905353166164,16,15.968719166517257,391.9,625.0,221,2.3223874756754226,358.5,163840,0.00216191065803769,-0.006928137293289183
1.7186732485890388,0.1473388671875,200.0,0.8516673762351274,0.10269352367613464,17,15.968719345331191,400.08,625.0,223,1.888244636757517,355.25,174080,0.0022903435777837447,-0.008418008153239499
1.7212835185229778,0.154150390625,222.5,0.7950037878006697,0.12197362328879535,18,15.968719297647477,413.06,652.5000000000002,223,2.1917487021726467,398.25,184320,0.002445290416744991,-0.008226551651023328
1.7267890639603138,0.1218994140625,172.5,0.781507495418191,0.16669681104831396,19,15.968719357252121,408.83,650.0,224,2.4164687355575034,380.5,194560,0.0019894259137802914,-0.006770163957116893
1.7332506768405438,0.13505859375,172.5,0.8484902188181878,0.10893574608489871,20,15.968719297647477,412.93,625.0,225,1.9149578560898604,370.25,204800,0.002138230510445553,-0.008115879416982353
1.7247594863176345,0.1145263671875,147.5,0.7808590065687895,0.15766605315729976,21,15.968719345331191,412.02,652.5000000000002,226,2.5496372258407884,368.0,215040,0.0018559956973777446,-0.007130195619538426
1.7264089576900006,0.123095703125,172.5,0.7961590450257063,0.12768061575479805,22,15.968719226121902,400.17,577.5000000000002,227,2.0021194915816176,337.75,225280,0.0020435460840647485,-0.008041909681196557
1.7209419637918473,0.130419921875,200.0,0.8632631968706846,0.10896855101455002,23,15.968719285726547,408.51,625.0,227,1.9832659843578164,374.5,235520,0.0020656484899066823,-0.008197919456870295
1.6957549698650838,0.1453857421875,200.0,0.8577558662742376,0.12357001325581222,24,15.968719124794006,394.14,625.0,228,2.2936652840300185,356.5,245760,0.002295299011803195,-0.00870322561240755
1.7198088422417641,0.16181640625,200.0,0.8146526917815209,0.1553313962649554,25,15.968719297647477,402.09,625.0,228,2.1364342288764417,363.5,256000,0.0025139409447095585,-0.008238980167516275
1.6974120981991292,0.153271484375,200.0,0.8427313134074211,0.12157879874575883,26,15.968719333410263,412.18,652.5000000000002,228,1.896442174045427,374.25,266240,0.0023509719019105804,-0.009979771317739505
1.716407672315836,0.14287109375,200.0,0.8433343403041362,0.1267693222500384,27,15.968719345331191,412.49,650.0,229,1.942684943234136,367.0,276480,0.0022276954328848027,-0.009335736085631652
1.7179938539862634,0.179931640625,200.0,0.8495381284505129,0.13685851395130158,28,15.968719375133514,420.43,652.5000000000002,229,1.846797689358462,384.0,286720,0.002810644155261173,-0.009633088648843113
1.7158023700118066,0.188134765625,222.5,0.9022168308496475,0.10221109595149755,29,15.968719321489335,418.11,675.0,230,1.843980423794631,399.75,296960,0.002757628520976443,-0.009453176897659432
1.7372159883379936,0.1334228515625,200.0,0.8219832837581634,0.152050261804834,30,15.968719279766082,410.25,652.5000000000002,230,1.9230875464418937,388.0,307200,0.00214328505871917,-0.009028276277240366
1.7305315658450127,0.1449951171875,200.0,0.8347664304077625,0.1366709326626733,31,15.968719226121902,407.05,652.5000000000002,230,1.9269394238038238,383.5,317440,0.0021908971345740596,-0.009318956215429353
1.7296810500323772,0.111767578125,222.5,0.8232436589896679,0.1203376446152106,32,15.968719446659088,408.54,652.5000000000002,230,1.707833803855367,391.25,327680,0.0018774886485519375,-0.009858725758749642
1.708170273900032,0.137158203125,200.0,0.8446729011833668,0.1185984060401097,33,15.96871926188469,410.86,625.0,230,1.7291034727686647,385.0,337920,0.0021552529973635527,-0.010313522920841933
1.7028566002845764,0.152294921875,222.5,0.8970331165939569,0.09506821469403803,34,15.96871936917305,427.63,677.5000000000002,231,1.7910703914387753,432.25,348160,0.0023167571498450465,-0.010850180494890083
1.7195533461868764,0.1525146484375,225.0,0.8030741523951292,0.146720302850008,35,15.968719160556793,428.0,675.0,231,1.717168836196397,422.25,358400,0.0025218795431103938,-0.010060442237954704
1.707057884335518,0.1628173828125,200.0,0.8296107277274132,0.1421106123132631,36,15.968719232082368,427.19,675.0,231,2.15818104056068,436.25,368640,0.0025250581941011724,-0.010324585684429621
1.7195347182452678,0.1437744140625,245.0,0.8032471965998411,0.1366677898913622,37,15.968719339370727,435.86,700.0,232,1.7643213290037654,456.5,378880,0.0022687689468060034,-0.010403747519012541
1.7037977814674377,0.149853515625,200.0,0.8193933468312025,0.19238853577990084,38,15.968719333410263,427.56,677.5000000000002,232,2.3598685808508852,425.5,389120,0.0023324696471493677,-0.008117201461027434
1.7050607793033123,0.1483154296875,200.0,0.8383642647415399,0.13383039257023482,39,15.96871926188469,428.42,700.0,232,1.674476089802549,432.5,399360,0.002364799969632584,-0.010394568273841286
1.7130243845283986,0.1564208984375,200.0,0.8020536616444588,0.14572100113146008,40,15.968719232082368,436.21,700.0,233,1.7037757787406753,414.75,409600,0.002415898285562734,-0.010523976833792404
1.718224999308586,0.1505615234375,200.0,0.8877014741301537,0.08977224708069116,41,15.968719172477723,449.95,700.0,233,1.5619340902188543,416.75,419840,0.0023625597846833233,-0.011079165021510563
1.7140281528234482,0.138330078125,200.0,0.8523417066782712,0.1498338130302727,42,15.968719226121902,457.61,700.0,233,1.9035636579852757,430.5,430080,0.002083939091506003,-0.009939152958759223
1.7173873767256738,0.158935546875,225.0,0.8995109304785729,0.111857919418253,43,15.968719267845154,467.65,725.0,233,1.624781338118261,467.25,440320,0.0024614204180127717,-0.010696569846913917
1.7132101632654666,0.1328857421875,247.5,0.8695010308176279,0.14281587931327522,44,15.968719297647477,467.77,750.0,233,1.8015625816302823,496.25,450560,0.0021215165830997416,-0.010979350020352285
1.7183825977146625,0.1207763671875,250.0,0.816199378296733,0.20181628281716257,45,15.968719226121902,455.23,775.0,234,1.9879661444263932,519.0,460800,0.001981226916371088,-0.010147979375324212
1.709803431481123,0.134228515625,225.0,0.8050383266061545,0.18520615105517207,46,15.96871919631958,442.76,775.0,234,2.0834359044512625,499.5,471040,0.002095679202693962,-0.009805176784720971
1.6929814241826535,0.152978515625,247.5,0.8993573628365994,0.12302311623934656,47,15.968719273805618,442.46,775.0,234,1.8396191436649167,508.0,481280,0.0024215407145905545,-0.011730239879034344
1.6995562873780727,0.1093505859375,250.0,0.8643775571137666,0.17504564821720123,48,15.96871907711029,440.38,750.0,234,2.087534730885239,507.75,491520,0.0018450151083019071,-0.008851085282367421
1.7055579856038094,0.13134765625,247.5,0.8677158866077661,0.15654105821158737,49,15.968719309568405,444.04,750.0,235,1.749672335048841,509.0,501760,0.0021629540496863257,-0.01038192028645426
1.7062220238149166,0.11474609375,250.0,0.8556265126913786,0.13025348896626382,50,15.968719160556793,449.44,750.0,235,1.5964077283070552,541.25,512000,0.001952093168722772,-0.010761858589103213
1.684045147150755,0.154150390625,275.0,0.9048703011125326,0.108473503543064,51,15.968719434738158,460.39,750.0,235,1.5033997882706083,572.5,522240,0.0025211985677290813,-0.012541738661821001
1.676135166734457,0.1683349609375,300.0,0.9281383402645588,0.09580124905332923,52,15.968719321489335,469.73,775.0,235,1.683946037416782,601.25,532480,0.002671720154671995,-0.01240058750299795
1.6893034264445306,0.1618408203125,300.0,0.9073042619973422,0.12298976783640683,53,15.968719106912612,474.9,832.5000000000007,235,1.6670819128237073,623.0,542720,0.002562746777448705,-0.011395789244124899
1.674177821725607,0.163525390625,325.0,0.9125384941697121,0.127313595963642,54,15.968719238042832,476.22,832.5000000000007,235,1.7657301662539424,621.75,552960,0.002572995559330881,-0.01148887794734037
1.6463919073343276,0.1581298828125,325.0,0.9090416010469198,0.13520857808180153,55,15.968719351291657,472.93,802.5000000000002,235,1.9657078969852033,623.0,563200,0.002505116528709899,-0.0111960945338069
