policy_gradient_bias_correction,grad_norm,policy_entropy,policy_gradient_loss,q_loss,rollout_prob_std,episode_length,model_prob_std,P09:episode_rewards,P01:episode_rewards,explained_variance,policy_loss,fps,PMM:episode_rewards,avg_q_selected,avg_q_retraced,epoch_idx,advantage_norm,frames
0.0,0.001042058920413974,2.19706548055013,-3.409036621822755e-06,4.402504703193699e-06,0.0018343648029258476,3324.5833333333335,0.0018343648543426147,0.0,0.0,-31.76899881362915,-3.409036621822755e-06,364,0.0,0.00011490677995122194,0.00010444791611613861,11,0.013058862579055131,79200
0.0,0.0003299368790982773,2.197203691800435,-7.2462923583316295e-06,1.8034193601579317e-06,0.0004991501569747925,3325.0416666666665,0.0004991501433930049,0.0,0.0,-136.0192543029785,-7.2462923583316295e-06,372,0.0,0.00018572907664141287,0.00016704160031319286,12,0.003560286550782621,86400
0.0,0.0006955310650459274,2.1972010850906374,-6.951060462749107e-06,3.089243220226005e-06,0.0005867046682396903,3325.0416666666665,0.000586704669209818,0.0,0.0,-139.73422025044758,-6.951060462749107e-06,381,0.0,0.00032139134764292977,0.0003545038768303736,13,0.002700761139082412,93600
0.0,0.0003624944874882305,2.19721249739329,-4.194741381979838e-06,1.1923005066212984e-06,0.0004669454909162596,3325.0416666666665,0.00046694547733447205,0.0,0.0,-95.12050139109293,-4.194741381979838e-06,388,0.0,0.00010503617689513096,0.00013057985259668688,14,0.0024993656358371177,100800
0.0,0.0006999654042412564,2.1971316893895465,-5.186325109699889e-06,2.7346862812767845e-06,0.001457552575933126,3325.0416666666665,0.0014575525817538922,0.0,0.0,-30.061347071329752,-5.186325109699889e-06,395,0.0,0.0002454754441411448,0.00024940093214051255,15,0.010872116044629366,108000
0.0,0.0002660960895312861,2.1972039302190143,-1.3476238296838971e-06,9.678215803887725e-07,0.0005070167234710728,3325.0416666666665,0.0005070167220158813,0.0,0.0,-72.73554391860962,-1.3476238296838971e-06,401,0.0,8.930803702848304e-05,8.754640960736045e-05,16,0.00350187312772808,115200
0.0,0.0005437187971393466,2.1971580981640586,-7.260842136254213e-06,1.9899282839914923e-06,0.0026046669901026885,3325.027777777778,0.0011901539565853515,0.0,0.0,-34.82553837200952,-7.260842136254213e-06,402,0.0,0.0001992506564723347,0.00019694252702215132,17,0.009234374341627005,122400
0.0,0.00021786551707782034,2.1972107204971203,-4.971422798416274e-06,9.130564521134283e-07,0.003880160408919753,3325.027777777778,0.0005249248085373714,0.0,0.0,-56.41621558811185,-4.971422798416274e-06,396,0.0,0.00017640646776461173,0.00017633134442385348,18,0.00415604001443161,129600
0.0,0.0001842104852556913,2.1972154990705866,-7.190757850071891e-06,7.142431650099867e-07,0.0035681054383990907,3325.027777777778,0.0004448282345640504,0.0,0.0,-53.40117112448606,-7.190757850071891e-06,394,0.0,0.00018845737575651987,0.00018861833294471985,19,0.0034552745767588797,136800
0.0,0.00013915470566619624,2.1972162033609615,-4.181320283805953e-06,4.347192416542976e-07,0.0036451150343484156,3325.027777777778,0.0004209250024833305,0.0,0.0,-32.27646958313291,-4.181320283805953e-06,389,0.0,0.00014119579425652927,0.00013422866608933388,20,0.0033831333814967404,144000
0.0,0.00013127801468808983,2.197217896741534,-2.1132289449467646e-06,3.272983392904164e-07,0.0030781218973069844,3325.027777777778,0.0003760564970919707,0.0,0.0,-107.72722558884394,-2.1132289449467646e-06,388,0.0,0.00010790972842583881,0.0001052239424028639,21,0.0030907659798518465,151200
0.0,0.00011371891075850678,2.1972190322320926,-2.921131357544945e-06,2.5283643560249466e-07,0.0033283658209767876,3325.027777777778,0.0003476245799411405,0.0,0.0,-57.35702906554338,-2.921131357544945e-06,388,0.0,0.0001401505126871059,0.00013793419803208307,22,0.003044517940965614,158400
0.0,7.534954912286079e-05,2.1972217439091395,-3.870888890484179e-06,1.5323788784958048e-07,0.0033152181374920013,3324.6666666666665,0.00023449943552906105,0.0,0.0,-481.42667313450863,-3.870888890484179e-06,387,0.0,0.00017570962554225208,0.00017635998411100854,23,0.0020064275705437237,165600
0.0,8.092562339710023e-05,2.197222231377943,-5.879603705493976e-06,1.4833797429232123e-07,0.0033951311811941847,3324.6666666666665,0.00021783175302617007,0.0,0.0,-200.01394190201083,-5.879603705493976e-06,385,0.0,0.00024320102000828178,0.00023642065740092131,24,0.0018629502712102538,172800
0.0,7.325855121719737e-05,2.1972223104844018,-4.885550536364409e-06,1.1801898807826225e-07,0.002369121011408987,3324.6666666666665,0.00021654383903895656,0.0,0.0,-238.94219446471757,-4.885550536364409e-06,384,0.0,0.00021015782828654334,0.00020760568368074478,25,0.0019502434897794812,180000
0.0,7.634175019863059e-05,2.197221606903606,-3.842239959233157e-06,1.2671999820849529e-07,0.0022623560576292257,3324.6666666666665,0.0002547502060912497,0.0,0.0,-35.61336411321604,-3.842239959233157e-06,383,0.0,0.00019980609986372722,0.0001964177892740635,26,0.002287492659306736,187200
0.0,4.8703853523199286e-05,2.1972232471382807,-4.091267605885952e-06,7.381794570620365e-08,0.002278057779482022,3324.6666666666665,0.00016822698853610787,0.0,0.0,-100.92679501022612,-4.091267605885952e-06,382,0.0,0.00019233672608539494,0.00018960500400011868,27,0.0014735278011080702,194400
0.0,5.641148013616853e-05,2.1972225075108667,-4.578085886646385e-06,8.651955283953963e-08,0.0026832771128389027,3324.65,0.0002101243430371098,0.0,0.0,-60.009969512356655,-4.578085886646385e-06,381,0.0,0.00018566859301201823,0.00018455620454568857,28,0.001873869223113399,201600
0.0,4.351025876325702e-05,2.1972235849515465,-4.103008951675242e-06,5.496833435019012e-08,0.002068619736204759,3324.65,0.00014383186430704667,0.0,0.0,-515.2915842417467,-4.103008951675242e-06,380,0.0,0.00018111321250154303,0.00018100390145591328,29,0.0012538328668802385,208800
0.0,5.242096442418784e-05,2.197223273187718,-5.97454002426126e-06,7.62231008853382e-08,0.0018510840373066272,3324.65,0.00015815275150654718,0.0,0.0,-84.88150385751925,-5.97454002426126e-06,380,0.0,0.0002680369662360775,0.00026788189108224795,30,0.0013330710596552722,216000
0.0,4.06078992057101e-05,2.197223479486017,-3.8057489062075536e-06,5.2300619770555706e-08,0.002325349585601173,3324.65,0.00015461560239730588,0.0,0.0,-150.063167289855,-3.8057489062075536e-06,378,0.0,0.00017534500202427374,0.00017133585467591833,31,0.0013649422966901276,223200
0.0,3.8809673849911004e-05,2.1972234725573707,-3.529353739441688e-06,5.507246269721675e-08,0.0024905495513628142,3324.65,0.000158753219898461,0.0,0.0,-371.91624264983267,-3.529353739441688e-06,378,0.0,0.00016194814806531503,0.00016172734909107605,32,0.0013620821379319952,230400
0.0,4.087512980076683e-05,2.1972232613330163,-3.087415918404615e-06,6.081133761718859e-08,0.0021573921772548087,3324.65,0.0001667076882692825,0.0,0.0,-161.1926460915678,-3.087415918404615e-06,377,0.0,0.00015620218609160115,0.00015425879953610963,33,0.0014560241520926124,237600
0.0,3.452049259254575e-05,2.1972236561585987,-3.017061507454588e-06,4.308903210517446e-08,0.0018279251579520314,3324.75,0.00013911508250982608,0.0,0.0,-432.6009513152592,-3.017061507454588e-06,376,0.0,0.00014184778002388718,0.00014215333596237338,34,0.0011934611800194352,244800
0.0,3.5297823486981965e-05,2.197223841324054,-3.6157556063062705e-06,4.536590306215447e-08,0.0029572153242855156,3324.75,0.00013103278756007876,0.0,0.0,-399.1008020795212,-3.6157556063062705e-06,376,0.0,0.00017494590654639676,0.0001706276546004422,35,0.0010636573563031697,252000
0.0,3.3615586748051556e-05,2.197223983813846,-4.1291245695219464e-06,3.945558335478288e-08,0.0028043432004750185,3324.75,0.0001246369926336828,0.0,0.0,-373.1103540670682,-4.1291245695219464e-06,375,0.0,0.00015913969080458396,0.0001586973646497802,36,0.0010378804040185117,259200
0.0,3.240492650467506e-05,2.1972237416770724,-2.84896263348515e-06,3.994517849537905e-08,0.0021486291837660995,3324.75,0.000144111077486539,0.0,0.0,-83.3909602309251,-2.84896263348515e-06,374,0.0,0.0001285088064109216,0.00013133248235611797,37,0.0012520107576700285,266400
0.0,2.6198709927547415e-05,2.1972242973222365,-2.913831084193166e-06,2.8850114468816252e-08,0.002079592834750974,3324.75,0.00010925199024958596,0.0,0.0,-1045.493537152828,-2.913831084193166e-06,373,0.0,0.000129278842066805,0.00012738602526418747,38,0.0009405418144865693,273600
0.0,3.4502109503424316e-05,2.1972235418690578,-3.1985069537599085e-06,4.618754541646579e-08,0.0022525083138387075,3324.7738095238096,0.00015588801447051829,0.0,0.0,-103.96425967264571,-3.1985069537599085e-06,372,0.0,0.00012713818883747376,0.0001264564725385437,39,0.001316385337165294,280800
0.0,2.0997799958905974e-05,2.19722452816509,-3.147169207045475e-06,2.1069996701208885e-08,0.002208396922211387,3324.7738095238096,8.846499329416068e-05,0.0,0.0,-1545.076377488507,-3.147169207045475e-06,372,0.0,0.00011655079296606201,0.00011619120767194084,40,0.0007441279035220571,288000
0.0,3.434949173887165e-05,2.1972241199331943,-4.1082257319752155e-06,3.628193940913969e-08,0.001638756943619459,3324.7738095238096,0.00011712889578221722,0.0,0.0,-76.6273541915606,-4.1082257319752155e-06,372,0.0,0.0001769192361671856,0.0001734007628604236,41,0.0009142490352386001,295200
0.0,2.280587893613505e-05,2.1972244425803895,-2.5571827101401374e-06,2.378561409367671e-08,0.001665960735731989,3324.7738095238096,9.910249740042918e-05,0.0,0.0,-664.6183366570334,-2.5571827101401374e-06,371,0.0,0.00011558428694269707,0.00011353537494167098,42,0.0008170961831440345,302400
0.0,2.5366200467076737e-05,2.1972241774532524,-2.566141834895834e-06,2.6326244114856872e-08,0.002311063540373965,3324.7738095238096,0.0001178472051386235,0.0,0.0,-568.4151009901555,-2.566141834895834e-06,370,0.0,0.00010930864935193479,0.00010615402445182555,43,0.0009887824695528776,309600
0.0,2.3365452676185132e-05,2.1972242746277457,-2.427083107076577e-06,2.435958267488214e-08,0.0015065593426558939,3324.7738095238096,0.00010913386444108544,0.0,0.0,-814.8045793234545,-2.427083107076577e-06,370,0.0,0.00010568088885101753,0.00010391284999838848,44,0.0009329015485332454,316800
0.0,2.4414616989869657e-05,2.1972242512210967,-2.315723004714123e-06,2.6646673408638918e-08,0.0015537166110491983,3324.8854166666665,0.00010708540793184847,0.0,0.0,-1169.2281550965708,-2.315723004714123e-06,369,0.0,9.965088858551955e-05,0.00010089150390158271,45,0.0008821957571973822,324000
0.0,2.5047912045440987e-05,2.1972245843898452,-2.561308403513015e-06,2.4884856021969802e-08,0.0017678970398470534,3324.8854166666665,9.64253154679404e-05,0.0,0.0,-950.85640698078,-2.561308403513015e-06,369,0.0,0.00011912972499539617,0.00011841432385946146,46,0.0007918438756342743,331200
0.0,2.2095020073585068e-05,2.197224613483669,-2.6905410802421988e-06,2.1423107695249633e-08,0.0018886728363500048,3324.8854166666665,9.295761983460923e-05,0.0,0.0,-524.2906851936301,-2.6905410802421988e-06,367,0.0,0.00011361454186545856,0.00011248023632940179,47,0.0007490160445972747,338400
0.0,2.1937792815193646e-05,2.197224357288695,-2.1230079372261906e-06,2.16504411696399e-08,0.0016966983551401393,3324.8854166666665,0.00010775128006075561,0.0,0.0,-237.13519120387812,-2.1230079372261906e-06,367,0.0,9.580435652039085e-05,9.46387664592715e-05,48,0.0009122476204096483,345600
0.0,1.8393417084917247e-05,2.1972246567975913,-2.045512049036125e-06,1.6483489045512318e-08,0.002351233337705531,3324.8854166666665,8.312775987819226e-05,0.0,0.0,-1822.3030568339238,-2.045512049036125e-06,367,0.0,8.589745752119813e-05,8.242545649048384e-05,49,0.0006746735454049802,352800
0.0,2.387772779810752e-05,2.197224303939814,-1.8773779643570597e-06,2.2736632379659972e-08,0.0012846278196841606,3324.92,0.00011262509568837395,0.0,0.0,-30.843304219468674,-1.8773779643570597e-06,366,0.0,8.500013677441285e-05,8.446189886445817e-05,50,0.0009806971670140916,360000
0.0,1.742018872164036e-05,2.1972247125137416,-1.7384275331188016e-06,1.5970612597948632e-08,0.0019434462358761027,3324.92,8.176037975918656e-05,0.0,0.0,-1381.4930171505612,-1.7384275331188016e-06,365,0.0,8.105396173093703e-05,8.123004575483921e-05,51,0.0006850757805851312,367200
0.0,2.3739944163501374e-05,2.197224648254258,-2.412586756342216e-06,2.1944636318704447e-08,0.002136573612479595,3324.92,9.405851596571789e-05,0.0,0.0,-169.065166284893,-2.412586756342216e-06,365,0.0,0.00011468296004220965,0.00011163062666036666,52,0.0007099498304252473,374400
0.0,1.69644665681201e-05,2.1972247384654153,-1.5912104518188397e-06,1.5098424838191068e-08,0.0017548533326291473,3324.92,7.867968039503258e-05,0.0,0.0,-895.6180268606496,-1.5912104518188397e-06,364,0.0,7.319725799355918e-05,6.984168982377187e-05,53,0.000641518869075977,381600
0.0,1.896930755411077e-05,2.197224579254786,-1.5182181225969863e-06,1.5941186057855106e-08,0.00155078732149471,3324.92,9.415279556530247e-05,0.0,0.0,-492.95399818119546,-1.5182181225969863e-06,364,0.0,6.598486322261686e-05,6.518775463966509e-05,54,0.0007730416579738268,388800
0.0,1.8468425183413112e-05,2.197224606722808,-1.5945646092492437e-06,1.6109613456981868e-08,0.0013764998962903167,3324.92,9.092242946469405e-05,0.0,0.0,-1077.4389331429206,-1.5945646092492437e-06,364,0.0,6.25833734226628e-05,6.1212619980882e-05,55,0.000765952241556904,396000
0.0,2.025961441842527e-05,2.197224467617252,-1.4398624070885906e-06,2.0630312951684828e-08,0.0012166537434619166,3324.8,9.623696762793235e-05,0.0,0.0,-803.4199703305022,-1.4398624070885906e-06,363,0.0,5.999165603780178e-05,6.113591058633278e-05,56,0.0007915839609884108,403200
0.0,1.6779422850996507e-05,2.19722489772421,-1.4727464209323183e-06,1.511465354450036e-08,0.0008895405156920908,3324.8,7.211265918709669e-05,0.0,0.0,-1023.3456044515938,-1.4727464209323183e-06,363,0.0,7.347583280470001e-05,7.205276914655863e-05,57,0.0005416599682727489,410400
0.0,1.7829903439406122e-05,2.1972248184018666,-1.8816416721183117e-06,1.6911943881346505e-08,0.0009139770707599476,3324.8,7.785415913460946e-05,0.0,0.0,-764.2464279449458,-1.8816416721183117e-06,363,0.0,7.640510892694389e-05,7.44589966801695e-05,58,0.0005881174092016972,417600
0.0,1.6620799014671403e-05,2.1972247869911645,-1.3081857336298226e-06,1.4112410702952235e-08,0.0015027121769858585,3324.8,8.122810515042977e-05,0.0,0.0,-647.504534484536,-1.3081857336298226e-06,363,0.0,5.4606675627534664e-05,5.393135291486696e-05,59,0.0006738793924597981,424800
0.0,1.532545167983874e-05,2.197224812750463,-1.128332975168154e-06,1.255444910894111e-08,0.0014070830492931136,3324.8,7.529110509475837e-05,0.0,0.0,-1262.7260334774553,-1.128332975168154e-06,363,0.0,5.6510724217818635e-05,5.576567893811482e-05,60,0.0006224911987116261,432000
0.0,1.8070000306933286e-05,2.1972245991350423,-1.3040544155707688e-06,1.6740382335961665e-08,0.0012927126486667656,3324.7,9.309678419976344e-05,0.0,0.0,-120.16597464998907,-1.3040544155707688e-06,362,0.0,5.4171304665987066e-05,5.150960980742545e-05,61,0.0007669956890489855,439200
0.0,1.3364988436100648e-05,2.1972248873508793,-1.1167996149456684e-06,1.1088477991072577e-08,0.001356831351174786,3324.7,6.429160443011434e-05,0.0,0.0,-1503.4076550678126,-1.1167996149456684e-06,361,0.0,5.112950969514859e-05,5.0630562421454225e-05,62,0.0005345891087326481,446400
0.0,1.8232567774076965e-05,2.1972249139017523,-1.7105346280364322e-06,1.5919088629554353e-08,0.001151194789716801,3324.7,7.68103930703373e-05,0.0,0.0,-250.1690058381974,-1.7105346280364322e-06,361,0.0,7.766637253336653e-05,7.647088966021127e-05,63,0.0005679060305023346,453600
0.0,1.3026081200173498e-05,2.1972249126150496,-1.0407859558554072e-06,1.0158230954667179e-08,0.0010901694583103398,3324.7,6.298510920591149e-05,0.0,0.0,-1286.5741430543906,-1.0407859558554072e-06,361,0.0,4.5792860647553534e-05,4.472654713402061e-05,64,0.000498689569083884,460800
0.0,1.4631920620967681e-05,2.1972248242393366,-1.0129270491686007e-06,1.3913427511739878e-08,0.0014121257721448365,3324.7,7.922672219090975e-05,0.0,0.0,-366.976859135653,-1.0129270491686007e-06,360,0.0,4.301080368196097e-05,4.2100291094193475e-05,65,0.0006280336516212348,468000
0.0,1.3803883187428732e-05,2.1972249328032194,-6.648731711593621e-07,1.1303864489544337e-08,0.0014170795519725902,3324.7,6.885342189190462e-05,0.0,0.0,-896.1902034965885,-6.648731711593621e-07,360,0.0,3.9443825969673227e-05,4.032113518976717e-05,66,0.0005640660499264823,475200
0.0,1.5066074294790918e-05,2.1972247874676585,-1.0158390993769302e-06,1.194057011606251e-08,0.001271812617734819,3324.75,7.528551064949327e-05,0.0,0.0,-733.1955042180028,-1.0158390993769302e-06,359,0.0,3.961799989431738e-05,3.956948126139623e-05,67,0.000617863294337474,482400
0.0,1.3704985429035157e-05,2.197224964515242,-9.377284947720394e-07,1.115838307818243e-08,0.0014233803120029212,3324.75,6.077918288419535e-05,0.0,0.0,-1389.9032886892523,-9.377284947720394e-07,359,0.0,4.592484005494651e-05,4.4038236857535376e-05,68,0.0004720202201106955,489600
0.0,1.5273649436466184e-05,2.1972249953554135,-1.3981429143698582e-06,1.2142979140746657e-08,0.0010359484919186682,3324.75,6.671583533126622e-05,0.0,0.0,-522.3689762459167,-1.3981429143698582e-06,358,0.0,5.132576867114768e-05,5.108824417858213e-05,69,0.0005055919378764818,496800
0.0,1.405618375086538e-05,2.1972248677601893,-7.376960205059205e-07,1.1217944784344109e-08,0.0010520929730046074,3324.75,7.285606051303066e-05,0.0,0.0,-662.5318528266306,-7.376960205059205e-07,358,0.0,3.179986641295533e-05,3.160888632638013e-05,70,0.0006009981714184443,504000
0.0,1.1774819242826807e-05,2.1972249871217153,-4.3807281491009116e-07,9.453495488496061e-09,0.001305062939116663,3324.75,6.0038661622155544e-05,0.0,0.0,-1321.953520754042,-4.3807281491009116e-07,357,0.0,3.089765200022819e-05,3.0088227834987432e-05,71,0.00047697769531928713,511200
0.0,1.515902224141449e-05,2.197224701755663,-8.063499172093311e-07,1.2055059578429565e-08,0.000907601823774042,3324.79,8.103638115974419e-05,0.0,0.0,-213.7986209740938,-8.063499172093311e-07,357,0.0,2.6017520146887765e-05,2.5646867887217288e-05,72,0.0006667991755128498,518400
0.0,1.1545056495095076e-05,2.197224987943967,-7.899901521663802e-07,9.124030842244669e-09,0.0013489719443684103,3324.75,6.043313426205174e-05,0.0,0.0,-1374.9149028955342,-7.899901521663802e-07,356,0.0,2.4515811125588193e-05,2.5118552991308983e-05,73,0.0004751754970265278,525600
0.0,1.4109377772260861e-05,2.1972250283805153,-7.660437523824386e-07,1.0711984334869893e-08,0.0015484869511238769,3324.75,6.378670790447523e-05,0.0,0.0,-657.7863334599944,-7.660437523824386e-07,356,0.0,3.864262161497454e-05,3.8390223198442235e-05,74,0.00048572199458166073,532800
0.0,1.1249014012332617e-05,2.1972250138073375,-5.821340128864553e-07,8.41114064545169e-09,0.0010998550135512429,3324.75,5.578597076195697e-05,0.0,0.0,-1021.075304777802,-5.821340128864553e-07,356,0.0,2.700482217720367e-05,2.6202053831402207e-05,75,0.0004315977929722338,540000
0.0,1.2443470080890984e-05,2.1972249085247197,-3.3786441604441223e-07,8.723048276822884e-09,0.0010531874661809306,3324.75,6.894319506506339e-05,0.0,0.0,-315.9419338430425,-3.3786441604441223e-07,356,0.0,1.827631727327688e-05,1.686313566354993e-05,76,0.000553385820512739,547200
0.0,1.159435407511371e-05,2.197224991601955,-3.3331026883503926e-07,7.765642925894987e-09,0.0012061237936648991,3324.75,5.935200682368679e-05,0.0,0.0,-1249.6625942675942,-3.3331026883503926e-07,356,0.0,1.6159643615931058e-05,1.6399202590353883e-05,77,0.00047024167364797983,554400
0.0,1.2438546793485578e-05,2.1972248752344226,-3.678314321830373e-07,1.0001087012991834e-08,0.001557324884434208,3324.71,6.676316758439533e-05,0.0,0.0,-662.6023109153907,-3.678314321830373e-07,356,0.0,1.4662859147570259e-05,1.3438369692036779e-05,78,0.0005440965834737826,561600
0.0,1.2011653924610955e-05,2.1972249950965246,-2.9713776347355887e-07,8.936923336745639e-09,0.0010438799846284716,3324.71,5.475272597688477e-05,0.0,0.0,-1834.0418350206483,-2.9713776347355887e-07,356,0.0,1.7454222663156016e-05,1.7749151982589714e-05,79,0.00041876511879375736,568800
0.0,1.3499826572057576e-05,2.1972250647273066,-7.016594231737239e-07,9.195081523390092e-09,0.0015249219589433148,3324.71,6.0008423124176835e-05,0.0,0.0,-552.4465466173249,-7.016594231737239e-07,356,0.0,2.5617012492881298e-05,2.431789432919545e-05,80,0.0004560133468466215,576000
0.0,1.1637276869122398e-05,2.1972249548082,-3.062741661890515e-08,8.573318352246199e-09,0.0011255942907970645,3324.71,6.415700188647911e-05,0.0,0.0,-885.7477399650326,-3.062741661890515e-08,355,0.0,9.029285069326649e-06,1.0315589061841443e-05,81,0.0005114198925421667,583200
0.0,1.0271054707145527e-05,2.1972250558138464,-3.7186968166332083e-07,7.320657995009702e-09,0.0012691857149097804,3324.71,5.577378167816421e-05,0.0,0.0,-1147.1952132021893,-3.7186968166332083e-07,355,0.0,1.1910662163383266e-05,1.2958218365922516e-05,82,0.0004438881048650553,590400
0.0,1.4114968681167235e-05,2.1972248742126284,-4.1928576381014945e-07,1.0602317467579916e-08,0.001008948373141227,3324.71,7.103296541799863e-05,0.0,0.0,-603.282682911085,-4.1928576381014945e-07,355,0.0,1.3370983228866262e-05,1.4041016506256506e-05,83,0.0005833454440652236,597600
0.0,1.0155841482614868e-05,2.197225050241859,-3.7821979046520123e-07,6.931590627815244e-09,0.0012911406201031829,3324.74,5.360558595443293e-05,0.0,0.0,-1233.9719077995085,-3.7821979046520123e-07,354,0.0,1.5023037321285563e-05,1.574923362642958e-05,84,0.00042948097956218466,604800
0.0,1.2452352632272612e-05,2.1972250886505873,-6.060106748786031e-07,9.323885847176123e-09,0.0006508389127614082,3324.74,5.897088804019365e-05,0.0,0.0,-356.3243631984696,-6.060106748786031e-07,354,0.0,3.1586867973532755e-05,3.160529103012932e-05,85,0.0004247906641363122,612000
0.0,1.0776072708092813e-05,2.1972250843426537,-5.163750325046631e-07,7.542591670983522e-09,0.0005080453468619294,3324.74,5.240532285113891e-05,0.0,0.0,-1573.8366084029371,-5.163750325046631e-07,354,0.0,2.0690821909795882e-05,1.9260925993843817e-05,86,0.0004036006011705871,619200
0.0,1.1893985064302771e-05,2.1972248973578083,-4.787000649424835e-07,8.029618007517601e-09,0.00046980393846672065,3324.74,6.600290772984266e-05,0.0,0.0,-159.14347512459,-4.787000649424835e-07,353,0.0,1.4354597609561204e-05,1.3533013515238207e-05,87,0.0005336637860534355,626400
0.0,1.0160757460190918e-05,2.1972250820998105,-1.4212928621318376e-07,6.741049586554342e-09,0.00040959724222231804,3324.74,5.328321423969291e-05,0.0,0.0,-1457.2278772978343,-1.4212928621318376e-07,353,0.0,8.999494531988688e-06,7.999919404758383e-06,88,0.00041826746125878523,633600
0.0,1.3054950655798464e-05,2.1972248517646995,-1.614428647598474e-07,9.908566525162151e-09,0.00035051112068296267,3324.55,7.014309811912575e-05,0.0,0.0,-358.9446330670326,-1.614428647598474e-07,353,0.0,1.0746124423382787e-05,1.0937929769804895e-05,89,0.0005734003626259207,640800
0.0,1.0534822094423512e-05,2.197225074727068,-2.3570712203792508e-07,7.390447316933323e-09,0.0003429269024288787,3324.55,5.2912570332155964e-05,0.0,0.0,-1412.8649658503607,-2.3570712203792508e-07,353,0.0,1.3634827424552336e-05,1.2999273204419447e-05,90,0.0004020157507598471,648000
0.0,1.2748357387655974e-05,2.1972250020504,-5.088349334508241e-07,9.196643272171538e-09,0.0003224124296833805,3324.55,6.0022093851886084e-05,0.0,0.0,-414.192773563332,-5.088349334508241e-07,352,0.0,1.9798431297632427e-05,2.1154635180143564e-05,91,0.0004621785536158363,655200
0.0,1.0368753784699965e-05,2.1972250011042944,-4.6611654466514835e-07,6.924933963854383e-09,0.00030119193563307446,3324.55,5.681053155589922e-05,0.0,0.0,-1034.4498587155595,-4.6611654466514835e-07,352,0.0,1.0810793687649374e-05,1.0801200252054151e-05,92,0.00044929595114115813,662400
0.0,1.0480047519238749e-05,2.1972250332624195,-4.1367233141610346e-07,7.048707577957444e-09,0.0002727367955294486,3324.55,5.861817001013085e-05,0.0,0.0,-968.1752717053322,-4.1367233141610346e-07,352,0.0,1.1253263091443192e-05,1.1574198463619277e-05,93,0.0004604050171748881,669600
0.0,1.0680912961715275e-05,2.1972249548775813,-3.544554533897936e-07,6.738738057562887e-09,0.00023406567600306615,3324.55,6.163803795686818e-05,0.0,0.0,-405.1358150531943,-3.544554533897936e-07,352,0.0,1.2128239013139118e-05,1.1893964703569547e-05,94,0.0004845166813379455,676800
