epoch_idx,advantage_norm,P01:episode_rewards,episode_length,frames,policy_loss,explained_variance,grad_norm,fps,clip_fraction,value_loss,P09:episode_rewards,approx_kl_divergence,PMM:episode_rewards,policy_entropy
46,15.968719351291657,300.0,443.01,471040,-0.013261765893548726,0.915302574634552,1.8010235125144316,238,0.165478515625,0.10909390847664327,752.5000000000002,0.002772023859893455,517.5,1.6927998200058938
47,15.968719160556793,272.5,435.36,481280,-0.011452409422508936,0.8309804555028677,2.176319818161554,238,0.17060546875,0.21709831801708787,750.0,0.0029769736835991135,497.5,1.6777275927364825
48,15.968719148635865,272.5,435.12,491520,-0.013150882329500745,0.8869739513844251,1.9052533659816415,238,0.1568359375,0.15084717581048607,750.0,0.0025232334875230434,510.75,1.6774076662957669
49,15.968719190359115,275.0,442.39,501760,-0.010766607068944722,0.9180960226804018,1.9341930574762976,238,0.1349365234375,0.10794653871562332,775.0,0.0022578416509535107,524.75,1.696228212118149
50,15.968719404935836,247.5,445.54,512000,-0.0104980935495405,0.8309144254773855,2.2290516143838377,238,0.1330810546875,0.2127698226366192,775.0,0.0022798428926538014,546.5,1.7012805067002774
51,15.968719202280045,275.0,453.37,522240,-0.012605850639374694,0.843388057500124,1.978752701650666,238,0.1556884765625,0.1638405975420028,777.5000000000002,0.0026957601181496664,577.0,1.68543708845973
52,15.968719160556793,275.0,458.44,532480,-0.012913163239863934,0.9244731213897467,2.291717203665079,238,0.1778564453125,0.11005033068358898,800.0,0.0031818869402972538,606.75,1.652369025349617
53,15.96871926188469,322.5,469.63,542720,-0.012591180603340035,0.8727690245956182,1.9642805357671118,238,0.160546875,0.1213629991048947,802.5000000000002,0.002695048274086155,621.0,1.6685656853020192
54,15.968719154596329,350.0,471.61,552960,-0.011448139368803822,0.9030525453388691,2.0041128441389575,238,0.165966796875,0.10177688826806844,802.5000000000002,0.0028040336744883146,612.75,1.6551443219184876
55,15.968719178438187,375.0,486.53,563200,-0.01130948317149887,0.934185815602541,1.953955601293194,238,0.1583984375,0.11005680954549461,825.0,0.0028398751467424684,641.0,1.6576296515762805
56,15.968719404935836,397.5,489.4,573440,-0.011094220929226139,0.9171266116201877,2.12662034002877,238,0.1573486328125,0.1294184220721945,825.0,0.0026491215997570027,654.0,1.6619879998266698
57,15.968719339370727,375.0,487.94,583680,-0.011760213226443739,0.9309114769101143,2.0943152879258053,238,0.140673828125,0.1054833923233673,802.5000000000002,0.0023948047144589095,635.75,1.6610090419650079
58,15.968719315528869,375.0,489.11,593920,-0.012414237927805516,0.9475681964308024,1.6788652046318382,238,0.172900390625,0.07217728211544454,800.0,0.003068260155942292,633.25,1.6764643333852292
59,15.968719273805618,372.5,486.97,604160,-0.01253532970440574,0.9202699448913336,1.9256032364678508,238,0.156640625,0.1250393128255382,800.0,0.0027120062534098793,618.75,1.6703727595508098
60,15.968719160556793,350.0,484.07,614400,-0.012432603587512858,0.9402680668979884,1.948287443898278,238,0.1817138671875,0.08690670307260007,800.0,0.002946327548716365,604.25,1.6534579046070577
61,15.968719375133514,322.5,473.49,624640,-0.010751878750306787,0.870749968290329,2.287271101130069,238,0.152197265625,0.18370562377385796,777.5000000000002,0.0025562243451989855,574.5,1.6577288873493672
62,15.968719220161438,300.0,468.25,634880,-0.012123422620788915,0.8804562933743,1.8531238793153668,238,0.16162109375,0.14555344225373118,800.0,0.003013427198675688,563.5,1.6584915660321713
63,15.96871920824051,300.0,460.43,645120,-0.013437224968220108,0.937897115945816,1.7393484914703705,238,0.15927734375,0.09818626386113465,800.0,0.002909622975858234,552.5,1.659448017925024
64,15.968719226121902,300.0,457.22,655360,-0.012232191587827401,0.9294431276619435,1.8495298276653418,238,0.1365478515625,0.11587976184673607,777.5000000000002,0.00224088212285126,557.25,1.6794424153864385
65,15.968719154596329,350.0,455.84,665600,-0.012361062568379566,0.942171449586749,1.7313389113705664,238,0.1486328125,0.08900067820213735,777.5000000000002,0.002605539246815472,569.25,1.6802923299372197
66,15.968719297647477,372.5,471.44,675840,-0.011128377325439942,0.8890896998345852,2.2142574689355854,238,0.1565673828125,0.1663666554260999,802.5000000000002,0.0026528756623410235,609.75,1.6567451134324074
67,15.968719154596329,375.0,473.08,686080,-0.012613926870835712,0.9333497785031796,1.9736842627799942,238,0.1658935546875,0.11703561500180512,825.0,0.0027418029418416904,634.0,1.65735430046916
68,15.968719351291657,375.0,468.38,696320,-0.012902413858500949,0.9293906863778829,1.7753185196999464,238,0.1537109375,0.11739396024495363,802.5000000000002,0.0024942484960096094,642.25,1.6557453192770482
69,15.968719238042832,372.5,464.65,706560,-0.011612690786932944,0.9255879033356905,1.9115443036214148,238,0.1660400390625,0.12374195228330791,800.0,0.0025300560664280624,637.0,1.6408930219709874
70,15.968719160556793,375.0,465.68,716800,-0.012902865339492564,0.9276363428682088,1.9056738004828584,238,0.159423828125,0.08381045428104698,800.0,0.002621957146107304,636.75,1.6394517853856088
71,15.968719178438187,375.0,464.92,727040,-0.010437861799437087,0.9277623817324638,1.8077919205333555,238,0.1370361328125,0.13158124280162156,777.5000000000002,0.0022450623318267028,623.5,1.670046067982912
72,15.968719291687012,375.0,467.37,737280,-0.01171119951595756,0.9426527753472328,1.7827842213818936,238,0.1478759765625,0.11128062650095671,775.0,0.0024109917293802254,627.0,1.6614086464047433
73,15.9687191426754,375.0,469.07,747520,-0.013114553006380448,0.9537570912390947,1.8018520076852547,238,0.163427734375,0.07614265966694803,800.0,0.0026483648531897357,631.0,1.6511177480220796
74,15.968719339370727,375.0,467.46,757760,-0.012238096267537912,0.9274991143494844,1.8291262212264505,238,0.1535400390625,0.11204072160180659,777.5000000000002,0.0024230398245212057,623.25,1.6709299445152284
75,15.968719112873078,347.5,465.88,768000,-0.011433768579263415,0.8745548948645592,2.0350030351165604,238,0.1347900390625,0.1820272217039019,800.0,0.0022584383749520696,614.0,1.6865148678421975
76,15.968719118833542,372.5,469.08,778240,-0.011091630779992557,0.8611958306282759,2.325914313431048,238,0.1542724609375,0.30788002335466447,800.0,0.0024616679997737554,646.25,1.6857031933963298
77,15.968719333410263,325.0,484.2,788480,-0.010446487731678644,0.8798815686255693,2.2727464095000656,238,0.1414306640625,0.19873063946142794,802.5000000000002,0.0022262608846861905,636.0,1.6978461556136608
78,15.968719106912612,347.5,486.06,798720,-0.01279153193354432,0.9328079048544169,1.7989802958104044,238,0.1494873046875,0.1024468734394759,825.0,0.0023612456290496393,634.5,1.683948989957571
79,15.968719154596329,375.0,486.8,808960,-0.012561461208679247,0.9207401387393475,1.7273685140633037,238,0.149560546875,0.11289258182514458,800.0,0.00248165818043196,635.25,1.6755053155124187
80,15.968719333410263,350.0,495.04,819200,-0.011398180473042885,0.868815428763628,1.7385929639053626,238,0.131982421875,0.27409546992275863,800.0,0.002322987418370199,665.75,1.6790490478277207
81,15.968719285726547,350.0,491.21,829440,-0.011018542794045062,0.9435023348778486,1.7511782497260568,238,0.1248291015625,0.1357069716323167,800.0,0.002105078439354039,630.75,1.6752396635711193
82,15.968719327449799,350.0,499.31,839680,-0.011953715202253079,0.9539351992309093,1.656061565396103,238,0.144091796875,0.10244979322887957,800.0,0.0024946220831910774,660.5,1.666549665480852
83,15.968719404935836,372.5,505.76,849920,-0.01146049526432762,0.9252158440649509,1.881750206295362,238,0.1427490234375,0.15998329841531814,800.0,0.002510320121405445,667.5,1.6782561905682087
84,15.968719333410263,347.5,511.98,860160,-0.01165174497218686,0.9204525850713253,1.6610681898439625,238,0.1353271484375,0.1435097068315372,825.0,0.002340790905100515,673.25,1.6949815154075623
85,15.968719160556793,347.5,516.28,870400,-0.011312106303375914,0.8968629397451877,1.7340559959562938,238,0.1334228515625,0.1469077032757923,800.0,0.0021782849831086526,619.75,1.6944557145237922
86,15.968719190359115,300.0,512.75,880640,-0.01236978261222248,0.880904533341527,1.7459963196427277,238,0.1456787109375,0.16581100411713123,800.0,0.0025300742390530306,612.5,1.6922337889671326
87,15.968719136714935,300.0,508.34,890880,-0.011854502183996373,0.928975647687912,1.6671973878582418,238,0.1505615234375,0.11856500345747918,800.0,0.0023679430118593928,578.5,1.6816098116338254
88,15.968719279766082,297.5,501.89,901120,-0.011180378160497639,0.8974539544433355,1.9651397632428083,238,0.141943359375,0.19003135103266686,825.0,0.0022113587530501093,565.0,1.68861413449049
89,15.968719279766082,275.0,498.99,911360,-0.012390412262175233,0.9023398533463478,1.7709871109197692,238,0.1457763671875,0.13032072281930596,800.0,0.002329180083302489,562.5,1.6742478266358376
90,15.968719291687012,275.0,487.44,921600,-0.011293296229996485,0.8608031831681728,1.7632278006289233,238,0.1451171875,0.1717974961968139,800.0,0.002377811182953181,557.75,1.6837123438715935
91,15.968719273805618,275.0,495.53,931840,-0.010795248805152369,0.9280072540044785,1.7765170125991703,238,0.1453125,0.11101250216597691,800.0,0.002358576103347658,565.75,1.6751525655388833
92,15.968719178438187,297.5,502.5,942080,-0.012883326808878336,0.9446518905460835,1.665817176891141,238,0.1339111328125,0.11475817058235407,802.5000000000002,0.0023350097812912104,588.0,1.673418090492487
93,15.968719309568405,322.5,503.74,952320,-0.011607270796412194,0.9114263474941253,1.8826509049665945,238,0.13798828125,0.1639181111706421,825.0,0.0022720981312889816,589.75,1.6796490728855134
94,15.96871930360794,325.0,504.31,962560,-0.012455157037766184,0.8983350716531276,1.6741747038053592,238,0.1264404296875,0.261058556730859,825.0,0.0021714851143659892,624.75,1.6737559117376803
95,15.968719148635865,375.0,519.8,972800,-0.011919388429669197,0.9192500527948141,1.8668909506674942,238,0.147119140625,0.2531196640105918,825.0,0.002757876673013345,718.5,1.6653937265276908
96,15.968719178438187,425.0,528.87,983040,-0.01434569497287157,0.9488579392433166,1.7293454929538128,238,0.1610595703125,0.08815677586244419,825.0,0.002639817359329632,730.0,1.6618401251733304
97,15.968719190359115,422.5,539.04,993280,-0.012222394693162641,0.8655824866145849,1.7465857969815097,238,0.140966796875,0.28570176907815037,865.0000000000013,0.0024066914421726573,761.0,1.6763062953948975
98,15.968719232082368,397.5,540.15,1003520,-0.012982613473286619,0.9531385600566864,1.634287085287843,238,0.1419921875,0.09565385973546654,850.0,0.0026185204206288838,756.75,1.6711964569985867
99,15.968719315528869,375.0,533.71,1013760,-0.012370936593833903,0.940245047584176,1.6464309583455061,238,0.1552978515625,0.11724720273632556,850.0,0.002656051640662202,730.5,1.6761555895209312
100,15.968719536066056,400.0,535.37,1024000,-0.013256538622954395,0.9539903320372105,1.6128915609445003,238,0.1575927734375,0.09660464043263346,825.0,0.00258448860565783,698.0,1.6641466327011585
101,15.968719232082368,397.5,528.58,1034240,-0.01187798892497085,0.8626723766326905,1.714641175499152,238,0.17529296875,0.2075935804983601,825.0,0.0027744040647579493,747.25,1.6597908094525338
102,15.968719291687012,372.5,525.08,1044480,-0.009160038992922637,0.8409986432641745,2.1052741332754232,237,0.1353515625,0.5167807959020138,827.5000000000002,0.002176629913424566,795.25,1.6598577901721001
103,15.968719255924224,375.0,520.64,1054720,-0.009453925058551249,0.8427444126456975,2.3315306035527987,237,0.1046142578125,0.47540175216272473,870.0000000000039,0.0017687353347585985,868.0,1.6835791982710362
104,15.968719297647477,375.0,528.62,1064960,-0.010471305387909524,0.9118246305733919,1.9803238569771697,237,0.1232421875,0.16449449572246522,870.0000000000039,0.0020103106559307303,871.75,1.6810564011335374
105,15.968719321489335,375.0,534.59,1075200,-0.01142624741205509,0.8750594146549702,1.9405897470605435,237,0.1517578125,0.4456825657049194,1300.0,0.00231755306691674,954.75,1.6637674190104008
106,15.968719160556793,375.0,534.05,1085440,-0.011465203101397491,0.8779264654964208,1.9826722764744988,237,0.13759765625,0.4701669398928061,1300.0,0.0021282669576297548,993.25,1.6619055896997452
107,15.9687191426754,422.5,544.81,1095680,-0.009958357053255895,0.88602673150599,1.898159620774487,237,0.1196044921875,0.35015972185647115,1307.5000000000005,0.0020975769397413003,1005.0,1.6776256933808327
108,15.968719363212585,450.0,541.71,1105920,-0.011697146646110924,0.9335203632712364,1.6505678018362453,237,0.1444091796875,0.13066930506611243,1250.0,0.002351589313525742,916.25,1.6818303406238555
109,15.968719363212585,497.5,544.89,1116160,-0.010202316560025793,0.8839827492833138,1.8196908061634125,237,0.113671875,0.3206361244665459,1250.0,0.0017746954303564286,949.0,1.6954618744552135
110,15.968719166517257,475.0,539.14,1126400,-0.01122953700578364,0.9182671759277582,1.6260404631384513,237,0.140234375,0.14887712886556984,885.0000000000008,0.0021325769845137533,852.75,1.69298380240798
111,15.96871924996376,397.5,527.75,1136640,-0.010629001648339909,0.8979181006550789,1.7955974156052978,237,0.1239501953125,0.19740740244742483,850.0,0.0019806098520805935,733.0,1.6952265881001949
112,15.968719202280045,397.5,523.37,1146880,-0.012552649639110314,0.9308060567826033,1.5870137646549576,237,0.1501220703125,0.11457577615510672,850.0,0.0026637113440077602,695.25,1.689552764594555
113,15.96871924996376,400.0,527.29,1157120,-0.0114582174741372,0.9440208021551371,1.7309122017347338,237,0.1373291015625,0.10473893479211256,827.5000000000002,0.002267210602281331,669.0,1.6709845595061779
114,15.968719363212585,397.5,533.59,1167360,-0.012969568540029286,0.9251002781093121,1.6421486828469587,237,0.1451904296875,0.15658517006086187,825.0,0.0024135024738829135,643.25,1.671158366650343
115,15.968719232082368,375.0,534.6,1177600,-0.012089692703557375,0.908777242898941,1.7107595252280512,237,0.159619140625,0.17351215751841664,825.0,0.0026720717899937465,632.0,1.6693274207413196
116,15.968719398975372,400.0,540.29,1187840,-0.011085650711174821,0.8952967263758183,1.6501891344543487,237,0.124560546875,0.1624006033409387,825.0,0.002471414352192217,644.75,1.6887774094939232
117,15.968719220161438,400.0,534.64,1198080,-0.011666121697999188,0.9497828237712383,1.6375652921378312,237,0.13583984375,0.11624236896168441,825.0,0.002509261366754212,619.75,1.6650569394230843
118,15.9687191426754,375.0,521.85,1208320,-0.010986165163558326,0.9132733847945929,1.7880516888622204,237,0.1180419921875,0.2119165173266083,802.5000000000002,0.0020612592742284747,606.0,1.6662593841552735
119,15.968719416856766,375.0,524.94,1218560,-0.009358115556824486,0.8397821865975856,1.9302489761462165,237,0.1353759765625,0.5504287121351809,825.0,0.002121696755148456,701.25,1.6680767379701138
120,15.968719291687012,375.0,532.34,1228800,-0.011782713721186156,0.9503345411270857,1.6928912074120568,237,0.1238525390625,0.12707408093847333,825.0,0.0021320262728866746,727.0,1.6856143668293952
121,15.968719416856766,375.0,535.12,1239040,-0.009857258463671314,0.8438516955822706,2.192697826651392,237,0.116015625,0.5112629246199504,852.5000000000002,0.0018842239197969118,785.0,1.670499036461115
122,15.968719327449799,375.0,545.37,1249280,-0.01224522803822765,0.9463146463036537,1.5662652581376153,237,0.1427978515625,0.12008269255748019,1075.000000000002,0.0025579434103636645,852.0,1.6719585806131363
123,15.968719339370727,400.0,567.81,1259520,-0.010045764960523229,0.8226582374423742,1.9856684304028072,237,0.1185302734375,0.4465683216461912,1325.0,0.0021950016755457515,970.5,1.6732636742293834
124,15.968719339370727,400.0,568.39,1269760,-0.012978045994168496,0.9322566676884889,1.7132880111522968,237,0.1440185546875,0.16293330925982447,1325.0,0.0026739129899627768,935.25,1.6653658986091613
125,15.968719339370727,447.5,560.76,1280000,-0.012030052952468395,0.9321936875581741,1.6862593500820622,237,0.1496826171875,0.2623465663054958,1325.0,0.0025270273491063058,928.25,1.655013455450535
126,15.968719202280045,447.5,572.94,1290240,-0.009887000805611024,0.9239256981760263,1.9403014048076535,237,0.1373291015625,0.2590457095997408,1325.0,0.0022596364000495445,947.0,1.6667724207043648
127,15.968719416856766,472.5,586.14,1300480,-0.010079202195083781,0.7945246070623397,2.2400416558765373,237,0.096142578125,0.5563041633344256,1325.0,0.0017656381635450177,998.5,1.6891992926597594
128,15.968719255924224,425.0,571.96,1310720,-0.010222043356588984,0.8105225030332803,2.0238629583631367,237,0.1304443359375,0.5176867208676412,1325.0,0.002236819196457742,991.5,1.6634783685207366
129,15.968719154596329,447.5,583.66,1320960,-0.01028697581632514,0.9167702984064817,1.8457541020151804,237,0.13076171875,0.2895266332430765,1325.0,0.0019284468919753591,976.5,1.6626476250588893
130,15.968719220161438,472.5,585.46,1331200,-0.011393774606403895,0.9321693178266287,1.7214587370677905,237,0.10625,0.1873240224318579,1325.0,0.0019990111421523894,1037.25,1.6812780894339086
131,15.968719327449799,472.5,581.29,1341440,-0.010588522801845102,0.8921279136091471,1.8957372516047024,237,0.1060546875,0.3696538841584697,1325.0,0.0019313478658606296,1027.25,1.679636676609516
132,15.96871930360794,475.0,585.67,1351680,-0.00877212168998085,0.7309267301112413,2.497482173194371,237,0.0999267578125,0.8782888966612518,1372.500000000004,0.0016368299876663554,1089.25,1.6752836629748344
133,15.968719428777694,522.5,589.31,1361920,-0.012364237107976805,0.9447466153651476,1.7441141653776426,236,0.1254150390625,0.14403853366384284,1325.0,0.002394025653541449,1101.5,1.6662762820720673
134,15.968719160556793,572.5,596.65,1372160,-0.010566374828340486,0.8622595619410276,2.029403061883939,236,0.120068359375,0.6265605965163559,2037.5000000000182,0.0020484862596507245,1166.25,1.669001667201519
135,15.968719220161438,572.5,589.33,1382400,-0.01100982081698021,0.905142518505454,1.9566098961006113,236,0.1134521484375,0.45379425208084284,2037.5000000000182,0.002040143473255116,1149.0,1.6902028806507587
136,15.96871938109398,550.0,597.75,1392640,-0.010978137137499289,0.8280470870435238,2.3051567470201997,236,0.106103515625,0.6890916982199997,3962.500000000001,0.0018626080388688432,1228.75,1.6744549944996834
137,15.968719238042832,572.5,605.88,1402880,-0.010922950065287295,0.8502928890287876,1.9476660901731535,236,0.1223876953125,0.5371070448076353,4075.0,0.0018759711643841243,1336.5,1.6703461550176144
138,15.968719333410263,550.0,600.59,1413120,-0.012140129833642276,0.9400678135454654,1.6855535826405206,236,0.13408203125,0.20210903004044667,3837.500000000001,0.0023515626004840277,1152.5,1.676099643856287
139,15.968719184398651,525.0,607.13,1423360,-0.009963548587620608,0.8606498941779137,2.17363537171101,236,0.092529296875,0.6472815200220794,4075.0,0.0018065199624178133,1252.5,1.6595243468880654
140,15.968719267845154,500.0,606.74,1433600,-0.008744323945211362,0.8568666659295558,2.5545810286826804,236,0.1022705078125,0.5876290148124099,4075.0,0.0015322858442462768,1263.5,1.6593932054936886
141,15.968719154596329,500.0,614.75,1443840,-0.008621750679776597,0.8453866388648749,2.874996433268359,236,0.12548828125,0.9146420271834359,4075.0,0.0019880305999325455,1363.75,1.656675972789526
142,15.96871926188469,525.0,622.61,1454080,-0.009160415857695624,0.8281591348350048,3.3848610282690834,236,0.1202880859375,0.9353321574395522,4102.5,0.0018274115352145091,1413.0,1.654973865300417
143,15.968719232082368,525.0,626.57,1464320,-0.010816424924814782,0.8960891161113977,2.911179067515154,236,0.1369384765625,0.5766547296894714,4125.0,0.002145567808907188,1427.0,1.6644120141863823
144,15.968719053268433,597.5,642.74,1474560,-0.010260401322739199,0.901169641315937,2.0040111670118903,236,0.125537109375,0.42167372861877084,4152.5,0.0019030750448340143,1487.25,1.6700056821107865
