advantage_norm,explained_variance,policy_loss,P01:episode_rewards,epoch_idx,P09:episode_rewards,grad_norm,value_loss,episode_length,policy_entropy,frames,approx_kl_divergence,clip_fraction,fps,PMM:episode_rewards
15.96866866350174,-1.4218111287802457,0.07089011293428485,0.0,1,75.0,2301548424.75854,3172646571.744223,600.2,0.21673378105528962,10240,4338501.972930131,0.2878662109375,580,16.666666666666668
15.968678367137908,-2.905726432800293e-08,0.0014163017625833164,0.0,2,270.0000000000001,0.0606554008154254,0.00886635755909424,457.2325581395349,1.1175398714840412,20480,0.009511868475624397,0.20830078125,527,106.97674418604652
15.968717783689499,-2.421438694000244e-08,0.00011646285202004947,0.0,3,294.99999999999994,0.05080957865178044,0.010833722875395324,411.82191780821915,1.331396409869194,30720,0.003601740737212822,0.201708984375,485,140.06849315068493
15.968717628717423,-5.558133125305175e-07,-0.0005896906364796451,0.0,4,327.5000000000002,0.03322338220046927,0.009437975837499835,397.0,1.1644259415566922,40960,0.003096159455947145,0.141796875,479,160.25
15.968717926740647,1.564621925354004e-08,-0.0003546965323039331,50.0,5,427.5000000000002,0.04143854063211265,0.012029699287086259,362.12,1.308618326485157,51200,0.002132676142150558,0.13701171875,480,207.75
15.968717777729035,1.3783574104309083e-08,-0.0002701918314414797,50.0,6,525.0,0.04467360975256257,0.013476548859034664,368.4,1.3564748406410216,61440,0.0028003517401771205,0.1512939453125,480,235.0
15.968717461824417,2.123415470123291e-08,-0.0008674228807649343,72.50000000000001,7,477.5000000000002,0.05396527274186289,0.010176464899041093,364.69,1.6002242714166641,71680,0.003693310893683588,0.2530029296875,477,233.5
15.968717819452285,-5.960464477539063e-09,-0.001596107761724852,75.0,8,502.5000000000002,0.052278899848507074,0.009092621650052025,360.95,1.715756218880415,81920,0.0036633037352714836,0.265771484375,476,238.25
15.968717867136002,-1.1175870895385742e-08,-0.0012244083707628306,50.0,9,500.0,0.058616578517207675,0.011899624175566715,355.0,1.6910279132425785,92160,0.003933245655343853,0.240625,475,229.5
15.968717908859253,2.5331974029541015e-08,-0.0012028075641865143,72.50000000000001,10,475.0,0.054885250601401356,0.014957570485421456,362.22,1.6679313473403454,102400,0.002522261440196871,0.1620849609375,472,236.75
15.968717634677887,-2.1979212760925294e-08,-0.00162095971427334,75.0,11,452.50000000000017,0.05363275279557004,0.010766744264401495,361.43,1.6600758157670499,112640,0.002524966925824401,0.1960205078125,473,240.5
15.968717849254608,-7.450580596923829e-10,-0.001943046484302613,75.0,12,352.5000000000002,0.05418523936276291,0.011434697022559703,353.37,1.7094609148800373,122880,0.0036331070672531497,0.2534912109375,471,222.0
15.968717670440673,8.195638656616212e-09,-0.0022855069546494633,50.0,13,350.0,0.05513899421778573,0.010574966376861995,346.29,1.68690837174654,133120,0.003652711791983165,0.27197265625,468,202.5
