advantage_norm,frames,PMM:episode_rewards,policy_entropy,value_loss,policy_loss,P01:episode_rewards,fps,P09:episode_rewards,epoch_idx,episode_length,explained_variance,grad_norm
1.570438613779843,8000,1.7222222222222223,1.3535803413391114,0.022414925109360412,-0.0022767394749098457,0.0,203,4.0,1,191.38888888888889,-1.5443076020479203,0.7249748363833045
1.1053804101422429,16000,1.3488372093023255,1.3678388381004334,0.01181385824492736,0.0008717902988428249,0.0,174,4.0,2,179.0,-0.042436850070953366,0.1962731469917167
1.183141561076045,24000,1.68,1.3718637883663178,0.013360502932982854,0.002480713622935582,0.0,188,5.1000000000000085,3,188.51,-0.024597049355506898,0.2155232127030129
1.382068662904203,32000,1.8,1.362126930952072,0.016934433847600305,0.00038835938321426513,0.0,198,5.0,4,194.5,-0.01243150293827057,0.28623530023102256
1.1237623997032642,40000,1.49,1.3681472611427308,0.012563756631534488,0.002641953180427663,0.0,200,4.0,5,185.7,-0.03553404450416565,0.24740344657456348
1.0327045486867428,48000,1.05,1.3641204261779785,0.011121033780218567,-0.00166417591040954,0.0,197,3.0,6,167.41,-0.0196582168340683,0.26135960377453565
1.2359351168572903,56000,1.19,1.3741273272037506,0.012929242622485617,0.0031133600263274276,0.0,192,3.0,7,174.51,0.28854911983013154,0.28801418458557804
1.2849998778104783,64000,1.66,1.3727280759811402,0.012643919310357887,0.002234907376114279,0.0,194,5.0,8,193.8,0.39231509625911715,0.3054667953797824
1.4504912292957306,72000,1.94,1.3419149857759476,0.017411975573631933,-0.0031893597249290904,0.0,197,5.0,9,204.71,0.49235262036323546,0.39058369719365793
1.3938504800200462,80000,1.93,1.3604911470413208,0.016651446768373716,-0.0021828233484120574,0.0,199,4.1000000000000085,10,203.03,0.25872936606407165,0.3836634668206059
1.1247758200764657,88000,1.36,1.3621662044525147,0.01042469397536479,0.0026421831571497023,0.0,202,3.0,11,180.86,0.5126976615190506,0.29572543019049347
1.1268558593094349,96000,1.1,1.3554491472244263,0.009605117458850145,-0.002956886644824408,0.0,200,2.1000000000000085,12,168.45,0.5962535017728805,0.24963777108267407
1.3322757196426391,104000,1.31,1.3390157890319825,0.012873296184698119,-0.0014027422386061516,0.0,201,4.0,13,176.88,0.7712902760505677,0.3709825683664773
1.1253349196910858,112000,1.74,1.3275752866268158,0.00918998031585943,-0.0033347663187305444,0.0,201,5.0,14,194.01,0.8344221991300583,0.3184915331328555
1.2362550029158592,120000,1.89,1.3168615007400513,0.021972267335513607,0.002686507226899266,0.0,201,5.0,15,201.29,0.8160477381944656,0.5460885395961311
1.0029914274811744,128000,1.57,1.3310858821868896,0.007343423762358725,-0.0008420374482375337,0.0,202,5.0,16,190.86,0.897420414686203,0.2837109053358966
1.1733436021208763,136000,2.09,1.3403783595561982,0.009845539827365428,4.455209404113702e-05,0.0,206,5.0,17,208.56,0.871564069390297,0.30682979484724937
0.9615211936831475,144000,2.32,1.3500644671916961,0.006871942329453305,-0.00035807565320283174,0.0,207,7.1000000000000085,18,216.36,0.9035629665851593,0.25536447494151937
1.062859196960926,152000,2.41,1.3391813933849335,0.009007399435795378,-0.0029707928774587345,0.0,207,8.0,19,217.66,0.9003199934959412,0.29809673752395927
1.0027343946695328,160000,2.01,1.3545404279232025,0.007840645352262072,-0.0009300744441861753,0.0,206,6.0,20,204.69,0.8960934126377106,0.2640192276614025
1.1698320305347443,168000,2.59,1.3567598426342011,0.011321111669240054,-0.001367191771278158,0.0,207,7.200000000000017,21,223.47,0.8542378044128418,0.31737703829368175
0.8497458869218826,176000,2.15,1.358931804895401,0.005669415816664696,-0.002065920710520004,0.0,208,6.0,22,210.15,0.9297347265481949,0.22269627784533022
0.8072598913311958,184000,2.16,1.3294607925415038,0.004668119034031406,-0.0022631044460285923,0.0,211,5.0,23,213.03,0.9546392190456391,0.21651997261777825
0.7840204912424088,192000,2.08,1.336608327627182,0.004612678824632894,1.6801569581730292e-05,0.0,210,5.0,24,209.22,0.9533877158164978,0.19772472284401385
0.8238297989964485,200000,2.16,1.3478446304798126,0.005216095300274901,-0.0007679904479300603,0.0,210,5.0,25,210.44,0.9504366236925125,0.21165015546863358
0.6176489578187465,208000,2.0,1.3551935970783233,0.0029262892520637252,-0.0008415605482878164,0.0,210,5.0,26,203.27,0.973543232679367,0.15976875052580822
0.6546968039870262,216000,2.03,1.3430419981479644,0.0034700819285353648,-0.0009303697175346314,0.0,210,5.0,27,208.33,0.9680505394935608,0.1766246115760991
0.8363470861315727,224000,1.88,1.3474602615833282,0.005588843906880356,-0.00034252291108714415,0.0,211,5.0,28,202.0,0.949289219379425,0.21869676348855255
