fps,frames,policy_entropy,P01:episode_rewards,q_loss,PMM:episode_rewards,advantage_norm,epoch_idx,explained_variance,policy_gradient_bias_correction,policy_gradient_loss,rollout_prob_std,avg_q_selected,P09:episode_rewards,grad_norm,policy_loss,episode_length,avg_q_retraced,model_prob_std
351,93600,2.197154339154561,0.0,2.567152168353459e-06,0.0,0.0024909763713367285,13,-108.32968788146972,0.0,-1.6304858437858153e-05,0.0005659701574283342,0.0006133762023334081,0.0,0.0006744321951346418,-1.6304858437858153e-05,3324.5833333333335,0.000594523018420053,0.0005659701385108443
358,100800,2.1972173055013022,0.0,4.369098069408513e-07,0.0,0.00215287123573944,14,-34.382663599650066,0.0,-1.3446699218396438e-05,0.0003374589214217849,0.0006639376205081741,0.0,0.0002789271249424045,-1.3446699218396438e-05,3324.5833333333335,0.0006808724661823362,0.00033745892675748717
364,108000,2.197148299217224,0.0,2.310472107562115e-06,0.0,0.010672186786541716,15,-68.6855674902598,0.0,-3.149022035510522e-05,0.0013222056567125642,0.001445486576994881,0.0,0.0006612532438152244,-3.149022035510522e-05,3324.5833333333335,0.0014595028226419041,0.0013222056402203938
370,115200,2.1972074190775555,0.0,7.364894149948972e-07,0.0,0.0031777884762656567,16,-333.8660515387853,0.0,-1.395405491469622e-05,0.00040509762014456405,0.0007543272600742057,0.0,0.00025139788414598206,-1.395405491469622e-05,3324.5833333333335,0.0007456711415822307,0.0004050976174767129
372,122400,2.197168978863808,0.0,1.5856473864642408e-06,0.0,0.009612225646581544,17,-28.545729377637866,4.120606522661774e-10,-3.1424235897543635e-05,0.002619443574887613,0.001257397362477805,0.0,0.0005101157955213653,-3.142382384338988e-05,3324.527777777778,0.001269577831134212,0.0010773449561549404
368,129600,2.197208033118929,0.0,6.605717590466505e-07,0.0,0.0037946613205667025,18,-68.55085349003475,5.207363865684514e-10,-1.8104294465346236e-05,0.0031735506792834453,0.0007791665941707804,0.0,0.00021415680274001244,-1.8103773742527862e-05,3324.527777777778,0.0007614889781781664,0.0004781299014608983
365,136800,2.197215201126205,0.0,3.375628541004599e-07,0.0,0.003218212734781056,19,-50.27622881431429,7.830508072647122e-10,-1.6777170705141194e-05,0.00284871451692255,0.0006749727475592711,0.0,0.00018684073554360714,-1.677638765943673e-05,3324.527777777778,0.0006606453953870748,0.0004072245278186731
365,144000,2.1972171178128983,0.0,2.7813021397305435e-07,0.0,0.0033045992302989666,20,-44.96910743221403,3.2261569465279965e-10,-1.5250664203760619e-05,0.004062705927901681,0.0006389862879517577,0.0,0.0001405005671299915,-1.5250341590831653e-05,3324.527777777778,0.0006367132460212497,0.00037117826195277474
363,151200,2.1972188967388946,0.0,2.007843072943482e-07,0.0,0.0030578911344447024,21,-551.353464586267,7.748893270252843e-10,-1.3643453359349576e-05,0.003045027400331396,0.000578538489240826,0.0,0.0001174637080670336,-1.3642678469863666e-05,3324.527777777778,0.0005761006818520688,0.0003227216050904783
362,158400,2.197217760688987,0.0,2.968292064394957e-07,0.0,0.003282989974974479,22,-390.84049732813844,7.198385865159196e-10,-1.124315686043726e-05,0.002622212299580341,0.0005669324612754175,0.0,0.00012992075733181572,-1.1242437027971033e-05,3324.527777777778,0.0005605236351843675,0.0003572515602093637
361,165600,2.1972206355807837,0.0,1.856300429644964e-07,0.0,0.0023650341142183273,23,-857.8815344103452,4.7703913658775976e-12,-1.0441290500098156e-05,0.0032486976198097283,0.00047125061144994394,0.0,0.00010822913689882443,-1.0441285722219322e-05,3324.5416666666665,0.0004663477007786893,0.00025529775991505675
361,172800,2.1972202036242003,0.0,2.6125049366921784e-07,0.0,0.002116448790678333,24,-455.0462054872134,2.489301746743693e-10,-1.04339181543596e-05,0.0019150542348544393,0.00044045876477640677,0.0,0.00010659241114368351,-1.0433669221328796e-05,3324.5416666666665,0.0004374918656058119,0.000238462642800278
361,180000,2.1972225332291666,0.0,9.369972357088836e-08,0.0,0.00179667224021383,25,-809.2241797041609,-3.314413188348908e-11,-8.38295428274077e-06,0.0024781904219436535,0.00041297333978474376,0.0,6.868563257797372e-05,-8.382987428769901e-06,3324.5416666666665,0.0004098837621335714,0.00019490559780159083
359,187200,2.1972208799766544,0.0,1.8963013492814558e-07,0.0,0.00255915836797094,26,-71.35906514593935,7.684021474663183e-11,-9.75342344992762e-06,0.002799382832248479,0.000420716109065635,0.0,9.798714274342574e-05,-9.75334661136248e-06,3324.5416666666665,0.0004248416229698577,0.0002731733845674594
358,194400,2.197223137818087,0.0,6.916329800794781e-08,0.0,0.0016052150414590954,27,-1733.6946847569684,2.192505278686683e-11,-8.38573516578589e-06,0.00263412711455891,0.0003984950583613295,0.0,5.78932529988948e-05,-8.385713238843092e-06,3324.5416666666665,0.0003972100662037714,0.000172066856168818
357,201600,2.1972215972880207,0.0,1.5753438495006509e-07,0.0,0.002346937087178823,28,-435.9908936787157,2.133505063975052e-10,-9.858259771408726e-06,0.002161772162580987,0.0004023762361504379,0.0,8.198184784649086e-05,-9.858046424162684e-06,3324.5,0.00039737742832306254,0.0002436277713205869
355,208800,2.1972217812820256,0.0,1.4360772048833574e-07,0.0,0.0017198029795433966,29,-1848.7391820038567,4.063195924010178e-11,-9.191084051375735e-06,0.002197666015359202,0.00034918357976764365,0.0,9.480707626203083e-05,-9.19104342096312e-06,3324.5,0.00035025941239544603,0.00018633294263078546
355,216000,2.1972232445081077,0.0,7.13520071385233e-08,0.0,0.0014420766882450688,30,-294.28868857158557,7.2099342369418605e-12,-7.4872457816847304e-06,0.0017230449414350124,0.0003456695599500866,0.0,6.268708149496165e-05,-7.487238570691023e-06,3324.5,0.0003395723407748082,0.00016560555171920335
354,223200,2.197223053584023,0.0,7.653803200613779e-08,0.0,0.0016690354004025543,31,-1053.042614077828,-2.6812309409744256e-11,-7.32219313515988e-06,0.0017191401445993916,0.00033558908954820784,0.0,6.599961260249018e-05,-7.322219947063689e-06,3324.5,0.0003334086910193532,0.00017520881321630326
353,230400,2.1972234363309924,0.0,4.357980697033089e-08,0.0,0.0015825824385103176,32,-819.3594048969424,-3.13843543745899e-12,-6.799823540372277e-06,0.0019367549028075223,0.00032792265147561144,0.0,4.52905584716488e-05,-6.799826681160647e-06,3324.5,0.0003235960836681197,0.00016257002067706914
352,237600,2.197223051414288,0.0,8.77769591236324e-08,0.0,0.0017945244096117005,33,-590.278505719919,3.254048019797287e-11,-6.5134389340116e-06,0.001960821228763786,0.0003203184038701928,0.0,5.862309577565729e-05,-6.5134063946731814e-06,3324.5,0.00031742413488842504,0.00017933358966502056
350,244800,2.1972234176958683,0.0,8.362716173742446e-08,0.0,0.0014901807175278171,34,-1084.7231559124416,-1.8071495358352677e-12,-7.157011480515431e-06,0.0020602158850180096,0.0003016684646006007,0.0,5.5247488661572186e-05,-7.157013286512053e-06,3324.6388888888887,0.0003015567908883058,0.00015093627415066173
350,252000,2.1972231233435333,0.0,1.4445784690026567e-07,0.0,0.0014259195187762048,35,-788.781397746379,-7.494205902259614e-11,-6.753246674286607e-06,0.0027686588383656315,0.00029277378621579844,0.0,6.307419637573005e-05,-6.753321610586734e-06,3324.6388888888887,0.00029073875045733995,0.00015164523624982255
349,259200,2.1972241114076367,0.0,5.8797288119464335e-08,0.0,0.001163517696418176,36,-897.2091742071846,-2.09754954146509e-11,-6.356676323071224e-06,0.0014812446223763979,0.0002842005910303331,0.0,4.370325580947538e-05,-6.3566972970295965e-06,3324.6388888888887,0.00028314215135251186,0.00012372921253881922
348,266400,2.197223578587411,0.0,6.161170001745458e-08,0.0,0.0015327653674780755,37,-260.78309248455616,0.0,-5.672081983008518e-06,0.0018272971521155485,0.00029721785815406177,0.0,4.5140133029595306e-05,-5.672081983008518e-06,3324.6388888888887,0.00029441718346981036,0.00015294695923643228
347,273600,2.1972236709115367,0.0,8.675014525778899e-08,0.0,0.0013378149081880245,38,-1112.7308558093584,0.0,-6.512951426413995e-06,0.0016838540777119318,0.0002793104740303341,0.0,4.72005340150357e-05,-6.512951426413995e-06,3324.6388888888887,0.0002777007371802394,0.0001415396788709023
346,280800,2.197223634417095,0.0,5.584783845635501e-08,0.0,0.001508847927606194,39,-284.79029977181597,2.093953529088329e-12,-6.160501352512584e-06,0.0015777433341455317,0.00028653106205306285,0.0,4.278462802508192e-05,-6.16049926067477e-06,3324.5714285714284,0.0002834056701561037,0.00015054232804546008
345,288000,2.1972243724676668,0.0,3.32053956314743e-08,0.0,0.0009651008743532186,40,-1783.8109497546552,1.1658340959286306e-11,-5.547889553161852e-06,0.0017447290220630872,0.00026224819096294975,0.0,2.8046578149924594e-05,-5.547877893439775e-06,3324.5714285714284,0.00025947070462915156,9.999114343988592e-05
345,295200,2.1972242132601916,0.0,7.816189931393836e-08,0.0,0.0010077889340170871,41,-137.99133119033758,-8.956118254429176e-13,-6.069098271874587e-06,0.0015291966783566057,0.00025328563071255945,0.0,3.374988825787754e-05,-6.069099168737417e-06,3324.5714285714284,0.0002535403649151838,0.00010863402404074275
344,302400,2.1972241512839754,0.0,4.311230641636787e-08,0.0,0.0010989534123254326,42,-1021.0137232446355,6.127330263542656e-12,-5.680628341588924e-06,0.0019898959479989447,0.00025637874620457375,0.0,3.464913197656101e-05,-5.680622211594634e-06,3324.5714285714284,0.00025513806163400185,0.0001161582169066261
344,309600,2.1972238056879885,0.0,6.850823846472446e-08,0.0,0.0013007898471999071,43,-748.3737919000253,4.508263867438711e-12,-6.178226537078561e-06,0.0014020336001596494,0.00025090845971702377,0.0,4.563557931868241e-05,-6.1782220268116546e-06,3324.5714285714284,0.0002528339964926023,0.00013445346204687793
344,316800,2.197224136846406,0.0,6.276199096244727e-08,0.0,0.00119011281174059,44,-1061.1208887669302,1.122188035617726e-11,-5.481442187680213e-06,0.0014337974193715183,0.0002497989870948552,0.0,3.331338639091616e-05,-5.481430965598325e-06,3324.5714285714284,0.00025145231451172134,0.00011520811916441397
343,324000,2.1972241484961184,0.0,7.443618682543999e-08,0.0,0.0011581939000565177,45,-1180.5092101856324,-1.3940014651862379e-12,-5.5160206287176886e-06,0.0019220506931393842,0.0002516957385129115,0.0,3.5691636104697874e-05,-5.516022021381451e-06,3324.4479166666665,0.0002480902278387923,0.00011646044184795568
343,331200,2.197224359064506,0.0,8.284467276455597e-08,0.0,0.0009389954573685905,46,-1243.9969356786762,5.18524924386643e-12,-5.312084809013167e-06,0.0013401103881916653,0.00023706810812221927,0.0,3.341233077005977e-05,-5.312079625398641e-06,3324.4479166666665,0.00023478828641937407,9.435916971208599e-05
343,338400,2.1972245239265376,0.0,2.7580711007881474e-08,0.0,0.0008519152888926501,47,-996.9929215029781,5.73572762395237e-13,-5.08865506656012e-06,0.0017578811326159445,0.00022968757523163472,0.0,2.4226299404783042e-05,-5.088654494020573e-06,3324.4479166666665,0.00022824885002115656,8.688602774673162e-05
342,345600,2.1972243064647685,0.0,4.5183205128157214e-08,0.0,0.0010397178874206078,48,-413.7387796067761,0.0,-5.3848957837283504e-06,0.0016093207180313224,0.000230222150945117,0.0,2.769419743806313e-05,-5.3848957837283504e-06,3324.4479166666665,0.0002282578385902792,0.00010998129156875581
342,352800,2.1972246152982513,0.0,3.5666489710007114e-08,0.0,0.0007980276551031706,49,-1600.296675125411,0.0,-4.855683343274605e-06,0.001231349363955711,0.00021758892485613905,0.0,2.142535159158064e-05,-4.855683343274605e-06,3324.4479166666665,0.00021482514893062806,8.20472189600429e-05
342,360000,2.1972241109704216,0.0,4.9396707175969736e-08,0.0,0.001245183702827374,50,-171.64557592861237,0.0,-5.225918426832423e-06,0.0016789987416763728,0.00022517238530868087,0.0,3.687874691935264e-05,-5.225918426832423e-06,3324.67,0.0002256926958609025,0.00012366049683430267
342,367200,2.1972246730912475,0.0,2.9070052496067282e-08,0.0,0.0007650733801903675,51,-1948.0377871245585,2.0775216115333073e-12,-4.57811292140408e-06,0.0015655615225314908,0.00021581510946056825,0.0,2.2957049270511442e-05,-4.578110844092918e-06,3324.67,0.00021275998536176034,7.899480524413653e-05
342,374400,2.1972244400605954,0.0,5.920973983910678e-08,0.0,0.0008314822629836272,52,-336.656929152794,3.1425580656237648e-12,-4.908086696849628e-06,0.0013348531796653217,0.0002069691272822277,0.0,2.9011714300501215e-05,-4.908083553029609e-06,3324.67,0.00020389356899450017,9.031528272722816e-05
342,381600,2.197224603147103,0.0,3.447853998255286e-08,0.0,0.000806198551061041,53,-1328.9957655334222,2.476829269129489e-11,-4.613055130338062e-06,0.0013758090509142066,0.0002073289657319374,0.0,2.0797022468626587e-05,-4.613030362577733e-06,3324.67,0.0002029576899413196,8.256188414033164e-05
341,388800,2.197224515834183,0.0,3.8558367576282e-08,0.0,0.0008732021360795024,54,-699.8237410890899,0.0,-4.732048442967183e-06,0.0013118761275880224,0.00020488084183713505,0.0,2.2905464075306563e-05,-4.732048442967183e-06,3324.67,0.00020356005659999383,9.06879858553412e-05
341,396000,2.1972245305905167,0.0,4.6925791859610085e-08,0.0,0.0008751367025657666,55,-852.8413207055368,9.207838002869531e-14,-4.296403943631604e-06,0.0012683983349915673,0.00019950159657981326,0.0,2.440275235784781e-05,-4.2964038514189465e-06,3324.67,0.00019459216189353482,9.018415215531816e-05
340,403200,2.1972243751609137,0.0,2.5806706047698387e-08,0.0,0.0009554705242942239,56,-798.2301819455529,8.431550219916469e-12,-4.608637911180795e-06,0.0016348647492176519,0.0001919776782654928,0.0,2.7920675323102595e-05,-4.608629478865631e-06,3324.66,0.00019037703272347463,0.00010182425565964033
340,410400,2.1972244087218553,0.0,6.536042945447064e-08,0.0,0.0008696249317835469,57,-1024.7149483685077,0.0,-3.748578462800783e-06,0.001038383157414283,0.00018440314421338172,0.0,3.163949608060337e-05,-3.748578462800783e-06,3324.66,0.0001835382301653192,9.08799387490218e-05
340,417600,2.1972247537071743,0.0,2.889454191246777e-08,0.0,0.0007321269215172212,58,-703.9469766067654,3.9853791081333346e-12,-4.212763540513901e-06,0.0015262635193075476,0.00018118124294622768,0.0,2.162375656427756e-05,-4.212759555790238e-06,3324.66,0.00017858323237883195,7.613747297758285e-05
340,424800,2.197224449770791,0.0,4.638353042757216e-08,0.0,0.0009173562991382201,59,-543.3469748814143,1.2607144302277815e-13,-4.078670796283339e-06,0.0011615349049687515,0.0001795542236608786,0.0,2.4841781476418138e-05,-4.078670669964631e-06,3324.66,0.00017777198554194045,9.740517123339212e-05
340,432000,2.1972245672014026,0.0,3.896103550762082e-08,0.0,0.0007914487601328561,60,-1899.6506146308354,-1.6958605815927304e-12,-3.908481556952178e-06,0.001457497096628279,0.00017664010133389472,0.0,2.3241341973356008e-05,-3.9084832527808405e-06,3324.66,0.00017424745009323554,8.713640775553473e-05
340,439200,2.1972243405523755,0.0,4.6057364085468043e-08,0.0,0.0009708232612436924,61,-157.60473905262492,0.0,-4.480046796212871e-06,0.0010150061377086266,0.00017837008869618233,0.0,2.4701729968280168e-05,-4.480046796212871e-06,3324.64,0.0001749384505900606,0.00010234545734946884
339,446400,2.197224856895745,0.0,2.7008040054831118e-08,0.0,0.0006529160733322306,62,-1813.5677272700534,0.0,-3.648278325550883e-06,0.001030947671012186,0.0001646629311905825,0.0,1.7822355513359894e-05,-3.648278325550883e-06,3324.64,0.00016267286235734232,6.881785378415094e-05
339,453600,2.1972245535648685,0.0,4.034241594381571e-08,0.0,0.0007984155844099371,63,-251.95201654441144,5.870277258118112e-14,-3.524394012797773e-06,0.001294696545364684,0.0001625634251493023,0.0,2.7352838825217008e-05,-3.5243939521647925e-06,3324.64,0.00015979391344925808,8.320653493442285e-05
339,460800,2.197224837011761,0.0,1.771195780801177e-08,0.0,0.0006377975027424558,64,-1573.8478071496693,5.774804824147198e-13,-3.626241742336479e-06,0.001177872477818091,0.0001585485760050394,0.0,1.646536425146879e-05,-3.6262411644283873e-06,3324.64,0.00015546120573639024,6.590520499818763e-05
339,468000,2.197224665615294,0.0,3.032122834989661e-08,0.0,0.0008330874754787022,65,-575.8011918432436,1.5021402755925153e-11,-3.2087046135128153e-06,0.0013198631612971784,0.00015238391368564973,0.0,2.339923723454408e-05,-3.208689588660342e-06,3324.64,0.0001496909095641015,8.54486746509241e-05
339,475200,2.197224852382822,0.0,2.49722489576107e-08,0.0,0.0006639533885014057,66,-1170.5755684118863,0.0,-3.078210461697844e-06,0.0012213759042590216,0.00014337789410626375,0.0,1.603679679897952e-05,-3.078210461697844e-06,3324.64,0.00014044190664140778,7.128851320213693e-05
339,482400,2.1972245540789195,0.0,3.4073999556896225e-08,0.0,0.0008675139722001606,67,-916.6705994404118,0.0,-3.4933245009182566e-06,0.0012643701451488668,0.00014019052198977627,0.0,2.2197448948939684e-05,-3.4933245009182566e-06,3324.66,0.00013666608485177025,9.066961235421766e-05
339,489600,2.1972247652528147,0.0,5.63491468056892e-08,0.0,0.0006089612595037555,68,-1242.5683332550432,-1.1393591317323784e-12,-2.8629420546472077e-06,0.0010224564391365066,0.00013120365065419937,0.0,2.1084468204724462e-05,-2.8629431940419594e-06,3324.66,0.00012798346490367849,6.87306614753996e-05
339,496800,2.1972247696301292,0.0,2.5101519518145927e-08,0.0,0.0007132060966464858,69,-611.0437027295368,-4.557715103281315e-12,-2.717808408029353e-06,0.0017323993024075765,0.00012456454325334687,0.0,2.197818624845407e-05,-2.7178129644083314e-06,3324.66,0.00012201122790525751,7.624943567757256e-05
338,504000,2.197224853559146,0.0,1.9623485977640404e-08,0.0,0.0007712364405726532,70,-679.587134208982,1.730791089153231e-12,-2.7184736406939334e-06,0.0011998480797538716,0.00012064608005005988,0.0,1.8930681441788393e-05,-2.718471909811829e-06,3324.66,0.0001203061602621072,7.635999932579089e-05
338,511200,2.1972247274418533,0.0,3.341371895286215e-08,0.0,0.0007423089157425632,71,-1041.252656774712,0.0,-2.7721441121597432e-06,0.001271820008021448,0.00012071881412384777,0.0,2.2178726454576338e-05,-2.7721441121597432e-06,3324.66,0.00011993285822503107,7.960378594059208e-05
338,518400,2.197224771664257,0.0,1.5347956683628177e-08,0.0,0.0008294534165527756,72,-263.86487783764403,1.3338449557827778e-12,-2.7388918937878205e-06,0.0008802482206959563,0.00012274399664194172,0.0,1.7403665603664235e-05,-2.738890559862258e-06,3324.61,0.00012106747876969552,8.22041522711015e-05
338,525600,2.197224853486611,0.0,1.88293726067208e-08,0.0,0.0006590267635983138,73,-1394.000383465284,1.445160628897139e-12,-2.738496576879206e-06,0.001322681618281386,0.00011524630906789088,0.0,1.89912194532253e-05,-2.7384951322984553e-06,3324.64,0.00011526021636859577,6.953991620031996e-05
337,532800,2.1972248287680287,0.0,3.2842162640431575e-08,0.0,0.0006639961719595526,74,-471.0746164921383,0.0,-2.624756662577891e-06,0.0007083817174066728,0.00011226201602901845,0.0,2.086163268183716e-05,-2.624756662577891e-06,3324.64,0.00011135513341681745,6.932022915376911e-05
337,540000,2.1972248694631786,0.0,2.8409142809270765e-08,0.0,0.0006268779506050729,75,-1638.0857681813507,2.655393806073726e-12,-2.485439397407249e-06,0.0011451474770614012,0.00011137786699345313,0.0,1.8298531584572937e-05,-2.4854367421879948e-06,3324.64,0.00011204067445283899,6.316231294424561e-05
337,547200,2.1972246233212256,0.0,3.929031834124122e-08,0.0,0.0008637593175837307,76,-349.2739288318662,1.2545980550745147e-11,-2.494804519520349e-06,0.000976903051516434,0.00011310453371878742,0.0,2.504533825148102e-05,-2.494791973040938e-06,3324.64,0.00011211896084474844,8.641030822868695e-05
337,554400,2.1972248718442113,0.0,2.6765605006400528e-08,0.0,0.0006692246925672046,77,-1135.1829638543456,7.899539355982199e-13,-2.3959561185754097e-06,0.0008601364577315936,0.00010916530076455367,0.0,2.0856810432816977e-05,-2.3959553288308434e-06,3324.64,0.00010871966920016802,6.961717742687714e-05
337,561600,2.1972246991263495,0.0,2.268316177899929e-08,0.0,0.0007651462225907929,78,-935.664057077509,8.773010019064783e-12,-2.5726247842823697e-06,0.0009685639509805379,0.0001067101478120973,0.0,2.0964693246646918e-05,-2.5726160133428397e-06,3324.58,0.00010512626494801883,7.641706584120685e-05
337,568800,2.197224829531221,0.0,4.438478663962834e-08,0.0,0.0005589460012066007,79,-1462.2259444888307,9.541355668514958e-13,-2.2144155820562048e-06,0.0012146670776633434,0.00010126623085001023,0.0,1.7929441599265958e-05,-2.214414627086768e-06,3324.58,9.959497821515594e-05,6.258405819480493e-05
337,576000,2.197224955445244,0.0,1.563332284195516e-08,0.0,0.0005382973551144142,80,-694.335893325074,3.05101801957784e-14,-2.2396113463362352e-06,0.0009545612126633251,9.837166752539233e-05,0.0,1.6299683863680868e-05,-2.2396113160197453e-06,3324.58,9.713857230722578e-05,5.5368047291476164e-05
337,583200,2.197224803595316,0.0,2.0004343253976852e-08,0.0,0.0006602866885458795,81,-917.0035778522681,2.7061010454070774e-12,-2.163515974096359e-06,0.0012214231841788218,9.84659378935335e-05,0.0,1.7446130076789616e-05,-2.1635132675917093e-06,3324.58,9.859309529958178e-05,7.115035895984485e-05
337,590400,2.197224902024976,0.0,1.428060240443934e-08,0.0,0.0006466271789203126,82,-1198.0328085905742,8.479299567014734e-12,-2.2424723712352265e-06,0.0007955538458228576,9.664821269999031e-05,0.0,1.7121396843465953e-05,-2.2424638918813815e-06,3324.58,9.500651905303432e-05,6.435610937770704e-05
337,597600,2.1972247964869096,0.0,9.856053972972014e-09,0.0,0.0007376629284800119,83,-312.4445650439918,0.0,-2.269745338404621e-06,0.000729380553884213,9.609003971115545e-05,0.0,1.544277656873605e-05,-2.269745338404621e-06,3324.58,9.54404673551421e-05,7.284357460929925e-05
337,604800,2.197224930865424,0.0,1.0743384131138282e-08,0.0,0.00053211836316136,84,-1804.3852702220659,0.0,-2.0957249004700387e-06,0.0007269024822151744,8.971552254407137e-05,0.0,1.526660967915974e-05,-2.0957249004700387e-06,3324.47,8.765395059382417e-05,5.965282936248484e-05
337,612000,2.1972248850423823,0.0,5.098870865595514e-08,0.0,0.0006237470000611384,85,-581.0247695656617,0.0,-1.7514196613910645e-06,0.0007214493753977642,8.448106393537065e-05,0.0,2.431490882448848e-05,-1.7514196613910645e-06,3324.47,8.600789581265494e-05,6.166147089926251e-05
338,619200,2.1972249176767136,0.0,1.027446639332529e-08,0.0,0.0005054475605180733,86,-1666.5986992165497,0.0,-1.9591563810243046e-06,0.0004540624742192753,8.781025890274331e-05,0.0,1.3844946034980581e-05,-1.9591563810243046e-06,3324.47,8.70296918609321e-05,5.425305587175263e-05
338,626400,2.1972248095810096,0.0,2.728938128289157e-08,0.0,0.0007436651652465621,87,-120.26813189106014,0.0,-1.7934094476202747e-06,0.0005259485398375075,8.611441465516103e-05,0.0,2.104458179463902e-05,-1.7934094476202747e-06,3324.47,8.614659081686306e-05,7.807367518222073e-05
337,633600,2.197224958690386,0.0,1.6697400024184262e-08,0.0,0.0005981400837666636,88,-1306.1561316149575,0.0,-1.8847960016932759e-06,0.0003619970719418079,8.335721304767562e-05,0.0,1.6770779122386874e-05,-1.8847960016932759e-06,3324.47,8.177111447193534e-05,6.185387813413205e-05
337,640800,2.1972248063484825,0.0,1.492697827278915e-08,0.0,0.0006465065158779127,89,-707.0887459074694,0.0,-1.945323955782539e-06,0.00032660648040583903,8.361652480859434e-05,0.0,1.6110603607597278e-05,-1.945323955782539e-06,3324.62,8.170085762512393e-05,6.784689931424826e-05
337,648000,2.1972248827559606,0.0,2.0498781074458273e-08,0.0,0.0005219931711929434,90,-1400.2175734525633,0.0,-1.5562133155392186e-06,0.0003117979425402003,7.904391594026479e-05,0.0,1.7055406954510064e-05,-1.5562133155392186e-06,3324.62,7.942264368524311e-05,5.935010480339004e-05
337,655200,2.197224977596727,0.0,1.627707657449246e-08,0.0,0.0005664292086719787,91,-400.67968776424726,0.0,-1.7365166068600426e-06,0.0002851002260176479,7.984037309248745e-05,0.0,1.5276600842535567e-05,-1.7365166068600426e-06,3324.62,7.985616416681777e-05,5.765100294248831e-05
337,662400,2.1972249698701987,0.0,1.7795639062052787e-08,0.0,0.0006045643291302695,92,-917.6472144690202,0.0,-1.9793053919680642e-06,0.00025342367745930276,7.956774913831846e-05,0.0,1.6168825327420283e-05,-1.9793053919680642e-06,3324.62,7.812931248741089e-05,6.262151718302718e-05
