policy_loss,policy_entropy,advantage_norm,episode_length,explained_variance,value_loss,P01:episode_rewards,fps,epoch_idx,grad_norm,PMM:episode_rewards,P09:episode_rewards,frames
0.011709520730073563,1.3231688988208772,2.5005864051729443,158.73333333333332,-1.747540346980095,0.20368361259439097,0.0,222,1,7.267875457776593,0.7777777777777778,2.0,8000
-0.0008164354076143354,1.3664925634860992,0.954335922896862,170.57142857142858,-0.29514248490333556,0.009496904793959402,0.0,220,2,0.17512343838068595,1.065934065934066,3.0,16000
0.001434249555459246,1.3675942075252534,0.8578964491933584,180.63,-0.4501479631662369,0.008344667168312298,0.0,233,3,0.15258084980380882,1.35,4.0,24000
-0.00023774456116370857,1.3774493002891541,0.9359988664835691,181.31,-0.250117084980011,0.009000494535375764,0.0,239,4,0.1582434309861244,1.33,4.0,32000
0.000568027655244805,1.3694744658470155,0.8949724696949124,179.66,-0.1873524898290634,0.008656914208113448,0.0,247,5,0.15939836878210795,1.32,4.0,40000
0.0007505633094115183,1.3713239753246307,1.0351763266697527,186.12,-0.14470716774463654,0.010373251415203413,0.0,249,6,0.16911899547752227,1.52,4.1000000000000085,48000
0.00016832264140248298,1.3709492516517638,0.9608731359615922,189.37,-0.28144165813922883,0.009840625844581154,0.0,251,7,0.16226750458355574,1.6,5.0,56000
0.0007492551056202501,1.373394330739975,0.9889789308980107,188.69,-0.27396210193634035,0.010004902159880657,0.0,253,8,0.16728215793755685,1.53,4.0,64000
-0.0004076489355793456,1.3736343348026276,1.0618784289434553,190.75,-0.2219938313961029,0.010935015766399374,0.0,254,9,0.17775230293567468,1.53,4.0,72000
0.0007432690798304975,1.378306655883789,0.924193203561008,204.74,-0.3473984944820404,0.009256616451202716,0.0,254,10,0.1554771605573211,1.84,4.0,80000
0.0006630443420726806,1.3856213212013244,0.803595294430852,188.55,-0.3271260344982147,0.008009988769107395,0.0,254,11,0.1540352005961576,1.5,4.0,88000
0.0004996277042664587,1.3840398383140564,0.9277018308453262,171.73,-0.24789508044719696,0.008728639376813589,0.0,255,12,0.13163294628458655,1.14,3.0,96000
-0.001187906645500334,1.3764808130264283,0.9598634406737984,177.79,-0.26436765372753146,0.009889115839914666,0.0,255,13,0.16562611214227627,1.29,3.0,104000
0.001759140167851001,1.3733513915538789,0.8606298635713756,182.9,-0.20029975831508637,0.00820242288974896,0.0,255,14,0.1279358587500729,1.37,4.0,112000
0.00016220872988924383,1.3760728681087493,0.8155331393331289,178.85,-0.3564616703987122,0.007816991760250858,0.0,255,15,0.13132400936330518,1.27,4.0,120000
0.0011958752357168123,1.3719846355915069,1.056396175213158,180.37,-0.1614844733476639,0.011014730485276231,0.0,256,16,0.1659434206014319,1.37,4.0,128000
-0.0011957697963225656,1.3770121026039124,0.8619721840880811,188.08,-0.1677585506439209,0.008351592382682611,0.0,256,17,0.14585000197922773,1.56,4.1000000000000085,136000
0.000931759926606901,1.3783758616447448,0.9993737277761102,198.48,-0.11407000839710235,0.010348691436720401,0.0,256,18,0.15711037377502352,1.81,5.0,144000
-0.0006863004056503996,1.3821623778343202,0.9372719221189618,190.42,-0.29124604642391205,0.009680994891873525,0.0,256,19,0.18180901236314434,1.59,4.0,152000
0.0012968486483441665,1.3827556693553924,0.9959057984873653,196.2,-0.17050328016281127,0.010013222535380919,0.0,256,20,0.1665609362785328,1.67,4.0,160000
0.0012673013854873716,1.3850867056846619,0.9639756391569972,193.79,-0.10731518924236298,0.009088386744615491,0.0,256,21,0.14395603886634578,1.67,3.0,168000
-0.0012942637427477166,1.3795808815956117,0.8548048808425665,179.11,-0.202345849275589,0.00796335686931343,0.0,257,22,0.14521354787962942,1.36,3.0,176000
0.0018175867670288425,1.3829560577869415,0.8412468617409468,174.8,-0.39613291025161745,0.008141589834158367,0.0,257,23,0.1385154002069461,1.22,3.0,184000
-8.338674699189142e-05,1.3837604534626007,0.9716840483061969,174.93,-0.14250629723072053,0.009355626092565216,0.0,257,24,0.1653305908589294,1.2,3.0,192000
0.0006644445774145424,1.383029862642288,0.9131635692715645,180.66,-0.20161508321762084,0.008280198452139302,0.0,256,25,0.15348967911277295,1.34,3.1000000000000085,200000
-0.00031155165474046955,1.3757833516597748,0.8328154138475656,177.27,-0.20659577071666718,0.007720693698283867,0.0,256,26,0.15075465086673115,1.24,3.0,208000
0.0009911961966281523,1.3709821224212646,1.011443329229951,183.07,-0.03039400279521942,0.008879143394406128,0.0,256,27,0.1617431185699512,1.4,4.0,216000
0.0019876154512166976,1.3803709936141968,0.8814476165175438,187.26,-0.27087481498718263,0.0075208556226061775,0.0,257,28,0.15556965160448086,1.47,4.0,224000
-0.0013265054482326378,1.3833857679367065,0.8283386634290218,185.72,-0.09040475010871887,0.006686290907055081,0.0,257,29,0.16361698667401,1.42,4.0,232000
-0.0009714535368402722,1.3833582770824433,0.7858053563535213,177.65,-0.3798186105489731,0.00605057094948279,0.0,257,30,0.13490840554344405,1.23,3.0,240000
0.0004680841841036454,1.3822674429416657,0.8371000767499208,183.14,-0.66976802110672,0.006851428049812967,0.0,258,31,0.15092663852534355,1.38,4.0,248000
0.0007447941048303619,1.3831516301631928,0.7349900448322296,175.43,-0.556507083773613,0.005962298914673738,0.0,259,32,0.14613890207809394,1.22,3.1000000000000085,256000
-0.00040849245888239236,1.3811463797092438,0.8702584294974804,169.62,-0.08993494629859924,0.007510131397975783,0.0,259,33,0.1749003889581022,1.11,3.0,264000
0.00015042992832604797,1.380026581287384,0.8371169583499432,172.62,-0.47369775533676145,0.00648512132866017,0.0,259,34,0.15987738594267792,1.19,3.0,272000
0.0006491422359408716,1.3814059388637543,0.7551391767710447,169.88,-0.023152576088905336,0.005692386888895271,0.0,259,35,0.14265714678383534,1.11,3.0,280000
-0.0010661590770450857,1.3842193710803985,0.865525471419096,174.63,-0.23545709788799285,0.006892270379030379,0.0,259,36,0.16040831764686597,1.25,3.0,288000
-0.0007712075742165325,1.3826703226566315,0.7326065878570079,183.25,-0.03081314146518707,0.005469572204601718,0.0,259,37,0.14487876271261155,1.41,3.0,296000
0.00016736442281398923,1.3815266394615173,0.7995861406996846,180.01,-0.7033093851804734,0.00641767403765698,0.0,260,38,0.15098081942918645,1.27,3.0,304000
-0.0012154653062171406,1.3833902013301849,0.8086178278177977,176.44,-0.4127711820602417,0.006623074220078707,0.0,261,39,0.16943535551532052,1.24,3.1000000000000085,312000
-0.0006959204964368837,1.384403294324875,0.8532366477698088,180.27,0.1170758193731308,0.006726751375681488,0.0,261,40,0.16816211334728123,1.32,4.0,320000
